sequence,v115@vhFRQJ+tBiqBsmBTpBHhB,v115@vhFRQJ+tB3mBihBMqBDpB
SZOJITL,X,O
SZOJILT,X,O
SZOJLTI,X,X
SZOJLIT,X,X
SOTILJZ,X,X
SOTILZJ,X,X
SOTIJLZ,X,X
SOTIJZL,X,X
SOTIZLJ,X,X
SOTIZJL,X,X
SOTLIJZ,X,X
SOTLIZJ,X,X
SOTLJIZ,X,X
SOTLJZI,X,X
SOTLZIJ,X,X
SOTLZJI,X,X
SOTJILZ,X,X
SOTJIZL,X,X
SOTJLIZ,X,X
SOTJLZI,X,X
SOTJZIL,X,X
SOTJZLI,X,X
SOTZILJ,X,X
SOTZIJL,X,X
SOTZLIJ,X,X
SOTZLJI,X,X
SOTZJIL,X,X
SOTZJLI,X,X
SOITLJZ,X,O
SOITLZJ,X,O
SOITJLZ,X,O
SOITJZL,X,O
SOITZLJ,X,O
SOITZJL,X,O
SOILTJZ,O,O
SOILTZJ,O,O
SOILJTZ,O,O
SOILJZT,O,O
SOILZTJ,O,O
SOILZJT,O,O
SOIJTLZ,X,O
SOIJTZL,X,O
SOIJLTZ,O,O
SOIJLZT,O,O
SOIJZTL,O,O
SOIJZLT,O,O
SOIZTLJ,O,O
SOIZTJL,O,O
SOIZLTJ,O,O
SOIZLJT,O,O
SOIZJTL,O,O
SOIZJLT,O,O
SOLTIJZ,O,X
SOLTIZJ,O,X
SOLTJIZ,O,X
SOLTJZI,X,X
SOLTZIJ,X,X
SOLTZJI,X,X
SOLITJZ,O,X
SOLITZJ,O,X
SOLIJTZ,O,X
SOLIJZT,O,X
SOLIZTJ,O,X
SOLIZJT,O,X
SOLJTIZ,O,X
SOLJTZI,X,X
SOLJITZ,O,X
SOLJIZT,O,X
SOLJZTI,X,X
SOLJZIT,O,X
SOLZTIJ,X,X
SOLZTJI,X,X
SOLZITJ,O,X
SOLZIJT,O,X
SOLZJTI,X,X
SOLZJIT,O,X
SOJTILZ,X,X
SOJTIZL,X,X
SOJTLIZ,X,X
SOJTLZI,X,X
SOJTZIL,X,X
SOJTZLI,X,X
SOJITLZ,X,O
SOJITZL,X,O
SOJILTZ,O,O
SOJILZT,O,O
SOJIZTL,O,O
SOJIZLT,O,O
SOJLTIZ,O,X
SOJLTZI,X,X
SOJLITZ,O,X
SOJLIZT,O,X
SOJLZTI,X,X
SOJLZIT,O,X
SOJZTIL,X,X
SOJZTLI,X,X
SOJZITL,X,O
SOJZILT,X,O
SOJZLTI,X,X
SOJZLIT,X,X
SOZTILJ,X,X
SOZTIJL,X,X
SOZTLIJ,X,X
SOZTLJI,X,X
SOZTJIL,X,X
SOZTJLI,X,X
SOZITLJ,X,O
SOZITJL,X,O
SOZILTJ,X,O
SOZILJT,X,O
SOZIJTL,X,O
SOZIJLT,X,O
SOZLTIJ,X,X
SOZLTJI,X,X
SOZLITJ,X,X
SOZLIJT,X,X
SOZLJTI,X,X
SOZLJIT,X,X
SOZJTIL,X,X
SOZJTLI,X,X
SOZJITL,X,O
SOZJILT,X,O
SOZJLTI,X,X
SOZJLIT,X,X
ZTILJSO,X,X
ZTILJOS,X,X
ZTILSJO,X,X
ZTILSOJ,X,X
ZTILOJS,X,X
ZTILOSJ,X,X
ZTIJLSO,X,X
ZTIJLOS,X,X
ZTIJSLO,X,O
ZTIJSOL,X,O
ZTIJOLS,X,X
ZTIJOSL,X,O
ZTISLJO,X,O
ZTISLOJ,X,O
ZTISJLO,X,O
ZTISJOL,X,O
ZTISOLJ,X,O
ZTISOJL,X,O
ZTIOLJS,X,X
ZTIOLSJ,X,X
ZTIOJLS,X,X
ZTIOJSL,X,O
ZTIOSLJ,X,O
ZTIOSJL,X,O
ZTLIJSO,X,X
ZTLIJOS,X,X
ZTLISJO,X,X
ZTLISOJ,X,X
ZTLIOJS,X,X
ZTLIOSJ,X,X
ZTLJISO,X,X
ZTLJIOS,X,X
ZTLJSIO,X,X
ZTLJSOI,X,X
ZTLJOIS,X,X
ZTLJOSI,X,X
ZTLSIJO,X,X
ZTLSIOJ,X,X
ZTLSJIO,X,X
ZTLSJOI,X,X
ZTLSOIJ,X,X
ZTLSOJI,X,X
ZTLOIJS,X,X
ZTLOISJ,X,X
ZTLOJIS,X,X
ZTLOJSI,X,X
ZTLOSIJ,X,X
ZTLOSJI,X,X
ZTJILSO,X,X
ZTJILOS,X,X
ZTJISLO,X,O
ZTJISOL,X,O
ZTJIOLS,X,X
ZTJIOSL,X,O
ZTJLISO,X,X
ZTJLIOS,X,X
ZTJLSIO,X,X
ZTJLSOI,X,X
ZTJLOIS,X,X
ZTJLOSI,X,X
ZTJSILO,X,X
ZTJSIOL,X,X
ZTJSLIO,X,X
ZTJSLOI,X,X
ZTJSOIL,X,X
ZTJSOLI,X,X
ZTJOILS,X,X
ZTJOISL,X,O
ZTJOLIS,X,X
ZTJOLSI,X,X
ZTJOSIL,X,X
ZTJOSLI,X,X
ZTSILJO,X,X
ZTSILOJ,X,X
ZTSIJLO,X,X
ZTSIJOL,X,X
ZTSIOLJ,X,X
ZTSIOJL,X,X
ZTSLIJO,X,X
ZTSLIOJ,X,X
ZTSLJIO,X,X
ZTSLJOI,X,X
ZTSLOIJ,X,X
ZTSLOJI,X,X
ZTSJILO,X,X
ZTSJIOL,X,X
ZTSJLIO,X,X
ZTSJLOI,X,X
ZTSJOIL,X,X
ZTSJOLI,X,X
ZTSOILJ,X,X
ZTSOIJL,X,X
ZTSOLIJ,X,X
ZTSOLJI,X,X
ZTSOJIL,X,X
ZTSOJLI,X,X
ZTOILJS,X,X
ZTOILSJ,X,X
ZTOIJLS,X,X
ZTOIJSL,X,O
ZTOISLJ,X,O
ZTOISJL,X,O
ZTOLIJS,X,X
ZTOLISJ,X,X
ZTOLJIS,X,X
ZTOLJSI,X,X
ZTOLSIJ,X,X
ZTOLSJI,X,X
ZTOJILS,X,X
ZTOJISL,X,O
ZTOJLIS,X,X
ZTOJLSI,X,X
ZTOJSIL,X,X
ZTOJSLI,X,X
ZTOSILJ,X,X
ZTOSIJL,X,X
ZTOSLIJ,X,X
ZTOSLJI,X,X
ZTOSJIL,X,X
ZTOSJLI,X,X
ZITLJSO,O,X
ZITLJOS,O,X
ZITLSJO,O,X
ZITLSOJ,O,X
ZITLOJS,O,X
ZITLOSJ,O,X
ZITJLSO,O,X
ZITJLOS,O,X
ZITJSLO,O,O
ZITJSOL,O,O
ZITJOLS,O,X
ZITJOSL,O,O
ZITSLJO,O,O
ZITSLOJ,O,O
ZITSJLO,O,O
ZITSJOL,O,O
ZITSOLJ,O,O
ZITSOJL,O,O
ZITOLJS,O,X
ZITOLSJ,O,X
ZITOJLS,O,X
ZITOJSL,O,O
ZITOSLJ,O,O
ZITOSJL,O,O
ZILTJSO,O,X
ZILTJOS,O,X
ZILTSJO,O,X
ZILTSOJ,O,X
ZILTOJS,O,X
ZILTOSJ,O,X
ZILJTSO,O,X
ZILJTOS,O,X
ZILJSTO,O,O
ZILJSOT,O,O
ZILJOTS,O,X
ZILJOST,O,O
ZILSTJO,O,O
ZILSTOJ,O,O
ZILSJTO,O,O
ZILSJOT,O,O
ZILSOTJ,O,O
ZILSOJT,O,O
ZILOTJS,O,X
ZILOTSJ,O,X
ZILOJTS,O,X
ZILOJST,O,O
ZILOSTJ,O,O
ZILOSJT,O,O
ZIJTLSO,O,X
ZIJTLOS,O,X
ZIJTSLO,O,O
ZIJTSOL,O,O
ZIJTOLS,O,X
ZIJTOSL,O,O
ZIJLTSO,O,X
ZIJLTOS,O,X
ZIJLSTO,O,O
ZIJLSOT,O,O
ZIJLOTS,O,X
ZIJLOST,O,O
ZIJSTLO,O,O
ZIJSTOL,O,O
ZIJSLTO,O,O
ZIJSLOT,O,O
ZIJSOTL,O,O
ZIJSOLT,O,O
ZIJOTLS,O,X
ZIJOTSL,O,O
ZIJOLTS,O,X
ZIJOLST,O,O
ZIJOSTL,O,O
ZIJOSLT,O,O
ZISTLJO,O,O
ZISTLOJ,O,O
ZISTJLO,O,O
ZISTJOL,O,O
ZISTOLJ,O,O
ZISTOJL,O,O
ZISLTJO,O,O
ZISLTOJ,O,O
ZISLJTO,O,O
ZISLJOT,O,O
ZISLOTJ,O,O
ZISLOJT,O,O
ZISJTLO,O,O
ZISJTOL,O,O
ZISJLTO,O,O
ZISJLOT,O,O
ZISJOTL,O,O
ZISJOLT,O,O
ZISOTLJ,O,O
ZISOTJL,O,O
ZISOLTJ,O,O
ZISOLJT,O,O
ZISOJTL,O,O
ZISOJLT,O,O
ZIOTLJS,O,X
ZIOTLSJ,O,X
ZIOTJLS,O,X
ZIOTJSL,O,O
ZIOTSLJ,O,O
ZIOTSJL,O,O
ZIOLTJS,O,X
ZIOLTSJ,O,X
ZIOLJTS,O,X
ZIOLJST,O,O
ZIOLSTJ,O,O
ZIOLSJT,O,O
ZIOJTLS,O,X
ZIOJTSL,O,O
ZIOJLTS,O,X
ZIOJLST,O,O
ZIOJSTL,O,O
ZIOJSLT,O,O
ZIOSTLJ,O,O
ZIOSTJL,O,O
ZIOSLTJ,O,O
ZIOSLJT,O,O
ZIOSJTL,O,O
ZIOSJLT,O,O
ZLTIJSO,X,X
ZLTIJOS,X,X
ZLTISJO,X,X
ZLTISOJ,X,X
ZLTIOJS,X,X
ZLTIOSJ,X,X
ZLTJISO,X,X
ZLTJIOS,X,X
ZLTJSIO,X,X
ZLTJSOI,X,X
ZLTJOIS,X,X
ZLTJOSI,X,X
ZLTSIJO,X,X
ZLTSIOJ,X,X
ZLTSJIO,X,X
ZLTSJOI,X,X
ZLTSOIJ,X,X
ZLTSOJI,X,X
ZLTOIJS,X,X
ZLTOISJ,X,X
ZLTOJIS,X,X
ZLTOJSI,X,X
ZLTOSIJ,X,X
ZLTOSJI,X,X
ZLITJSO,O,X
ZLITJOS,O,X
ZLITSJO,O,X
ZLITSOJ,O,X
ZLITOJS,O,X
ZLITOSJ,O,X
ZLIJTSO,O,X
ZLIJTOS,O,X
ZLIJSTO,O,O
ZLIJSOT,O,O
ZLIJOTS,O,X
ZLIJOST,O,O
ZLISTJO,O,O
ZLISTOJ,O,O
ZLISJTO,O,O
ZLISJOT,O,O
ZLISOTJ,O,O
ZLISOJT,O,O
ZLIOTJS,O,X
ZLIOTSJ,O,X
ZLIOJTS,O,X
ZLIOJST,O,O
ZLIOSTJ,O,O
ZLIOSJT,O,O
ZLJTISO,X,X
ZLJTIOS,X,X
ZLJTSIO,X,X
ZLJTSOI,X,X
ZLJTOIS,X,X
ZLJTOSI,X,X
ZLJITSO,O,X
ZLJITOS,O,X
ZLJISTO,O,O
ZLJISOT,O,O
ZLJIOTS,O,X
ZLJIOST,O,O
ZLJSTIO,X,X
ZLJSTOI,X,X
ZLJSITO,O,X
ZLJSIOT,O,X
ZLJSOTI,X,X
ZLJSOIT,O,X
ZLJOTIS,X,X
ZLJOTSI,X,X
ZLJOITS,O,X
ZLJOIST,O,O
ZLJOSTI,X,X
ZLJOSIT,O,X
ZLSTIJO,X,X
ZLSTIOJ,X,X
ZLSTJIO,X,X
ZLSTJOI,X,X
ZLSTOIJ,X,X
ZLSTOJI,X,X
ZLSITJO,O,X
ZLSITOJ,O,X
ZLSIJTO,O,X
ZLSIJOT,O,X
ZLSIOTJ,O,X
ZLSIOJT,O,X
ZLSJTIO,X,X
ZLSJTOI,X,X
ZLSJITO,O,X
ZLSJIOT,O,X
ZLSJOTI,X,X
ZLSJOIT,O,X
ZLSOTIJ,X,X
ZLSOTJI,X,X
ZLSOITJ,O,X
ZLSOIJT,O,X
ZLSOJTI,X,X
ZLSOJIT,O,X
ZLOTIJS,X,X
ZLOTISJ,X,X
ZLOTJIS,X,X
ZLOTJSI,X,X
ZLOTSIJ,X,X
ZLOTSJI,X,X
ZLOITJS,O,X
ZLOITSJ,O,X
ZLOIJTS,O,X
ZLOIJST,O,O
ZLOISTJ,O,O
ZLOISJT,O,O
ZLOJTIS,X,X
ZLOJTSI,X,X
ZLOJITS,O,X
ZLOJIST,O,O
ZLOJSTI,X,X
ZLOJSIT,O,X
ZLOSTIJ,X,X
ZLOSTJI,X,X
ZLOSITJ,O,X
ZLOSIJT,O,X
ZLOSJTI,X,X
ZLOSJIT,O,X
ZJTILSO,X,X
ZJTILOS,X,X
ZJTISLO,X,O
ZJTISOL,X,O
ZJTIOLS,X,X
ZJTIOSL,X,O
ZJTLISO,X,X
ZJTLIOS,X,X
ZJTLSIO,X,X
ZJTLSOI,X,X
ZJTLOIS,X,X
ZJTLOSI,X,X
ZJTSILO,X,X
ZJTSIOL,X,X
ZJTSLIO,X,X
ZJTSLOI,X,X
ZJTSOIL,X,X
ZJTSOLI,X,X
ZJTOILS,X,X
ZJTOISL,X,O
ZJTOLIS,X,X
ZJTOLSI,X,X
ZJTOSIL,X,X
ZJTOSLI,X,X
ZJITLSO,O,X
ZJITLOS,O,X
ZJITSLO,O,O
ZJITSOL,O,O
ZJITOLS,O,X
ZJITOSL,O,O
ZJILTSO,O,X
ZJILTOS,O,X
ZJILSTO,O,O
ZJILSOT,O,O
ZJILOTS,O,X
ZJILOST,O,O
ZJISTLO,O,O
ZJISTOL,O,O
ZJISLTO,O,O
ZJISLOT,O,O
ZJISOTL,O,O
ZJISOLT,O,O
ZJIOTLS,O,X
ZJIOTSL,O,O
ZJIOLTS,O,X
ZJIOLST,O,O
ZJIOSTL,O,O
ZJIOSLT,O,O
ZJLTISO,X,X
ZJLTIOS,X,X
ZJLTSIO,X,X
ZJLTSOI,X,X
ZJLTOIS,X,X
ZJLTOSI,X,X
ZJLITSO,O,X
ZJLITOS,O,X
ZJLISTO,O,O
ZJLISOT,O,O
ZJLIOTS,O,X
ZJLIOST,O,O
ZJLSTIO,X,X
ZJLSTOI,X,X
ZJLSITO,O,X
ZJLSIOT,O,X
ZJLSOTI,X,X
ZJLSOIT,O,X
ZJLOTIS,X,X
ZJLOTSI,X,X
ZJLOITS,O,X
ZJLOIST,O,O
ZJLOSTI,X,X
ZJLOSIT,O,X
ZJSTILO,X,X
ZJSTIOL,X,X
ZJSTLIO,X,X
ZJSTLOI,X,X
ZJSTOIL,X,X
ZJSTOLI,X,X
ZJSITLO,X,O
ZJSITOL,X,O
ZJSILTO,X,O
ZJSILOT,X,O
ZJSIOTL,X,O
ZJSIOLT,X,O
ZJSLTIO,X,X
ZJSLTOI,X,X
ZJSLITO,X,X
ZJSLIOT,X,X
ZJSLOTI,X,X
ZJSLOIT,X,X
ZJSOTIL,X,X
ZJSOTLI,X,X
ZJSOITL,X,O
ZJSOILT,X,O
ZJSOLTI,X,X
ZJSOLIT,X,X
ZJOTILS,X,X
ZJOTISL,X,O
ZJOTLIS,X,X
ZJOTLSI,X,X
ZJOTSIL,X,X
ZJOTSLI,X,X
ZJOITLS,O,X
ZJOITSL,O,O
ZJOILTS,O,X
ZJOILST,O,O
ZJOISTL,O,O
ZJOISLT,O,O
ZJOLTIS,X,X
ZJOLTSI,X,X
ZJOLITS,O,X
ZJOLIST,O,O
ZJOLSTI,X,X
ZJOLSIT,O,X
ZJOSTIL,X,X
ZJOSTLI,X,X
ZJOSITL,X,O
ZJOSILT,X,O
ZJOSLTI,X,X
ZJOSLIT,X,X
ZSTILJO,X,X
ZSTILOJ,X,X
ZSTIJLO,X,X
ZSTIJOL,X,X
ZSTIOLJ,X,X
ZSTIOJL,X,X
ZSTLIJO,X,X
ZSTLIOJ,X,X
ZSTLJIO,X,X
ZSTLJOI,X,X
ZSTLOIJ,X,X
ZSTLOJI,X,X
ZSTJILO,X,X
ZSTJIOL,X,X
ZSTJLIO,X,X
ZSTJLOI,X,X
ZSTJOIL,X,X
ZSTJOLI,X,X
ZSTOILJ,X,X
ZSTOIJL,X,X
ZSTOLIJ,X,X
ZSTOLJI,X,X
ZSTOJIL,X,X
ZSTOJLI,X,X
ZSITLJO,X,O
ZSITLOJ,X,O
ZSITJLO,X,O
ZSITJOL,X,O
ZSITOLJ,X,O
ZSITOJL,X,O
ZSILTJO,X,O
ZSILTOJ,X,O
ZSILJTO,X,O
ZSILJOT,X,O
ZSILOTJ,X,O
ZSILOJT,X,O
ZSIJTLO,X,O
ZSIJTOL,X,O
ZSIJLTO,X,O
ZSIJLOT,X,O
ZSIJOTL,X,O
ZSIJOLT,X,O
ZSIOTLJ,X,O
ZSIOTJL,X,O
ZSIOLTJ,X,O
ZSIOLJT,X,O
ZSIOJTL,X,O
ZSIOJLT,X,O
ZSLTIJO,X,X
ZSLTIOJ,X,X
ZSLTJIO,X,X
ZSLTJOI,X,X
ZSLTOIJ,X,X
ZSLTOJI,X,X
ZSLITJO,X,X
ZSLITOJ,X,X
ZSLIJTO,X,X
ZSLIJOT,X,X
ZSLIOTJ,X,X
ZSLIOJT,X,X
ZSLJTIO,X,X
ZSLJTOI,X,X
ZSLJITO,X,X
ZSLJIOT,X,X
ZSLJOTI,X,X
ZSLJOIT,X,X
ZSLOTIJ,X,X
ZSLOTJI,X,X
ZSLOITJ,X,X
ZSLOIJT,X,X
ZSLOJTI,X,X
ZSLOJIT,X,X
ZSJTILO,X,X
ZSJTIOL,X,X
ZSJTLIO,X,X
ZSJTLOI,X,X
ZSJTOIL,X,X
ZSJTOLI,X,X
ZSJITLO,X,O
ZSJITOL,X,O
ZSJILTO,X,O
ZSJILOT,X,O
ZSJIOTL,X,O
ZSJIOLT,X,O
ZSJLTIO,X,X
ZSJLTOI,X,X
ZSJLITO,X,X
ZSJLIOT,X,X
ZSJLOTI,X,X
ZSJLOIT,X,X
ZSJOTIL,X,X
ZSJOTLI,X,X
ZSJOITL,X,O
ZSJOILT,X,O
ZSJOLTI,X,X
ZSJOLIT,X,X
ZSOTILJ,X,X
ZSOTIJL,X,X
ZSOTLIJ,X,X
ZSOTLJI,X,X
ZSOTJIL,X,X
ZSOTJLI,X,X
ZSOITLJ,X,O
ZSOITJL,X,O
ZSOILTJ,X,O
ZSOILJT,X,O
ZSOIJTL,X,O
ZSOIJLT,X,O
ZSOLTIJ,X,X
ZSOLTJI,X,X
ZSOLITJ,X,X
ZSOLIJT,X,X
ZSOLJTI,X,X
ZSOLJIT,X,X
ZSOJTIL,X,X
ZSOJTLI,X,X
ZSOJITL,X,O
ZSOJILT,X,O
ZSOJLTI,X,X
ZSOJLIT,X,X
ZOTILJS,X,X
ZOTILSJ,X,X
ZOTIJLS,X,X
ZOTIJSL,X,O
ZOTISLJ,X,O
ZOTISJL,X,O
ZOTLIJS,X,X
ZOTLISJ,X,X
ZOTLJIS,X,X
ZOTLJSI,X,X
ZOTLSIJ,X,X
ZOTLSJI,X,X
ZOTJILS,X,X
ZOTJISL,X,O
ZOTJLIS,X,X
ZOTJLSI,X,X
ZOTJSIL,X,X
ZOTJSLI,X,X
ZOTSILJ,X,X
ZOTSIJL,X,X
ZOTSLIJ,X,X
ZOTSLJI,X,X
ZOTSJIL,X,X
ZOTSJLI,X,X
ZOITLJS,O,X
ZOITLSJ,O,X
ZOITJLS,O,X
ZOITJSL,O,O
ZOITSLJ,O,O
ZOITSJL,O,O
ZOILTJS,O,X
ZOILTSJ,O,X
ZOILJTS,O,X
ZOILJST,O,O
ZOILSTJ,O,O
ZOILSJT,O,O
ZOIJTLS,O,X
ZOIJTSL,O,O
ZOIJLTS,O,X
ZOIJLST,O,O
ZOIJSTL,O,O
ZOIJSLT,O,O
ZOISTLJ,O,O
ZOISTJL,O,O
ZOISLTJ,O,O
ZOISLJT,O,O
ZOISJTL,O,O
ZOISJLT,O,O
ZOLTIJS,X,X
ZOLTISJ,X,X
ZOLTJIS,X,X
ZOLTJSI,X,X
ZOLTSIJ,X,X
ZOLTSJI,X,X
ZOLITJS,O,X
ZOLITSJ,O,X
ZOLIJTS,O,X
ZOLIJST,O,O
ZOLISTJ,O,O
ZOLISJT,O,O
ZOLJTIS,X,X
ZOLJTSI,X,X
ZOLJITS,O,X
ZOLJIST,O,O
ZOLJSTI,X,X
ZOLJSIT,O,X
ZOLSTIJ,X,X
ZOLSTJI,X,X
ZOLSITJ,O,X
ZOLSIJT,O,X
ZOLSJTI,X,X
ZOLSJIT,O,X
ZOJTILS,X,X
ZOJTISL,X,O
ZOJTLIS,X,X
ZOJTLSI,X,X
ZOJTSIL,X,X
ZOJTSLI,X,X
ZOJITLS,O,X
ZOJITSL,O,O
ZOJILTS,O,X
ZOJILST,O,O
ZOJISTL,O,O
ZOJISLT,O,O
ZOJLTIS,X,X
ZOJLTSI,X,X
ZOJLITS,O,X
ZOJLIST,O,O
ZOJLSTI,X,X
ZOJLSIT,O,X
ZOJSTIL,X,X
ZOJSTLI,X,X
ZOJSITL,X,O
ZOJSILT,X,O
ZOJSLTI,X,X
ZOJSLIT,X,X
ZOSTILJ,X,X
ZOSTIJL,X,X
ZOSTLIJ,X,X
ZOSTLJI,X,X
ZOSTJIL,X,X
ZOSTJLI,X,X
ZOSITLJ,X,O
ZOSITJL,X,O
ZOSILTJ,X,O
ZOSILJT,X,O
ZOSIJTL,X,O
ZOSIJLT,X,O
ZOSLTIJ,X,X
ZOSLTJI,X,X
ZOSLITJ,X,X
ZOSLIJT,X,X
ZOSLJTI,X,X
ZOSLJIT,X,X
ZOSJTIL,X,X
ZOSJTLI,X,X
ZOSJITL,X,O
ZOSJILT,X,O
ZOSJLTI,X,X
ZOSJLIT,X,X
OTILJSZ,O,X
OTILJZS,O,X
OTILSJZ,O,X
OTILSZJ,O,X
OTILZJS,O,X
OTILZSJ,O,X
OTIJLSZ,O,X
OTIJLZS,O,X
OTIJSLZ,X,O
OTIJSZL,X,O
OTIJZLS,O,X
OTIJZSL,O,O
OTISLJZ,X,O
OTISLZJ,X,O
OTISJLZ,X,O
OTISJZL,X,O
OTISZLJ,X,O
OTISZJL,X,O
OTIZLJS,O,X
OTIZLSJ,O,X
OTIZJLS,O,X
OTIZJSL,O,O
OTIZSLJ,O,O
OTIZSJL,O,O
OTLIJSZ,O,X
OTLIJZS,O,X
OTLISJZ,O,X
OTLISZJ,O,X
OTLIZJS,O,X
OTLIZSJ,O,X
OTLJISZ,O,X
OTLJIZS,O,X
OTLJSIZ,O,X
OTLJSZI,X,X
OTLJZIS,X,X
OTLJZSI,X,X
OTLSIJZ,O,X
OTLSIZJ,O,X
OTLSJIZ,O,X
OTLSJZI,X,X
OTLSZIJ,X,X
OTLSZJI,X,X
OTLZIJS,X,X
OTLZISJ,X,X
OTLZJIS,X,X
OTLZJSI,X,X
OTLZSIJ,X,X
OTLZSJI,X,X
OTJILSZ,O,X
OTJILZS,O,X
OTJISLZ,X,O
OTJISZL,X,O
OTJIZLS,O,X
OTJIZSL,O,O
OTJLISZ,O,X
OTJLIZS,O,X
OTJLSIZ,O,X
OTJLSZI,X,X
OTJLZIS,X,X
OTJLZSI,X,X
OTJSILZ,X,X
OTJSIZL,X,X
OTJSLIZ,X,X
OTJSLZI,X,X
OTJSZIL,X,X
OTJSZLI,X,X
OTJZILS,X,X
OTJZISL,X,O
OTJZLIS,X,X
OTJZLSI,X,X
OTJZSIL,X,X
OTJZSLI,X,X
OTSILJZ,X,X
OTSILZJ,X,X
OTSIJLZ,X,X
OTSIJZL,X,X
OTSIZLJ,X,X
OTSIZJL,X,X
OTSLIJZ,X,X
OTSLIZJ,X,X
OTSLJIZ,X,X
OTSLJZI,X,X
OTSLZIJ,X,X
OTSLZJI,X,X
OTSJILZ,X,X
OTSJIZL,X,X
OTSJLIZ,X,X
OTSJLZI,X,X
OTSJZIL,X,X
OTSJZLI,X,X
OTSZILJ,X,X
OTSZIJL,X,X
OTSZLIJ,X,X
OTSZLJI,X,X
OTSZJIL,X,X
OTSZJLI,X,X
OTZILJS,X,X
OTZILSJ,X,X
OTZIJLS,X,X
OTZIJSL,X,O
OTZISLJ,X,O
OTZISJL,X,O
OTZLIJS,X,X
OTZLISJ,X,X
OTZLJIS,X,X
OTZLJSI,X,X
OTZLSIJ,X,X
OTZLSJI,X,X
OTZJILS,X,X
OTZJISL,X,O
OTZJLIS,X,X
OTZJLSI,X,X
OTZJSIL,X,X
OTZJSLI,X,X
OTZSILJ,X,X
OTZSIJL,X,X
OTZSLIJ,X,X
OTZSLJI,X,X
OTZSJIL,X,X
OTZSJLI,X,X
OITLJSZ,O,X
OITLJZS,O,X
OITLSJZ,O,X
OITLSZJ,O,X
OITLZJS,O,X
OITLZSJ,O,X
OITJLSZ,O,X
OITJLZS,O,X
OITJSLZ,X,O
OITJSZL,X,O
OITJZLS,O,X
OITJZSL,O,O
OITSLJZ,X,O
OITSLZJ,X,O
OITSJLZ,X,O
OITSJZL,X,O
OITSZLJ,X,O
OITSZJL,X,O
OITZLJS,O,X
OITZLSJ,O,X
OITZJLS,O,X
OITZJSL,O,O
OITZSLJ,O,O
OITZSJL,O,O
OILTJSZ,O,X
OILTJZS,O,X
OILTSJZ,O,X
OILTSZJ,O,X
OILTZJS,O,X
OILTZSJ,O,X
OILJTSZ,O,X
OILJTZS,O,X
OILJSTZ,O,O
OILJSZT,O,O
OILJZTS,O,X
OILJZST,O,O
OILSTJZ,O,O
OILSTZJ,O,O
OILSJTZ,O,O
OILSJZT,O,O
OILSZTJ,O,O
OILSZJT,O,O
OILZTJS,O,X
OILZTSJ,O,X
OILZJTS,O,X
OILZJST,O,O
OILZSTJ,O,O
OILZSJT,O,O
OIJTLSZ,O,X
OIJTLZS,O,X
OIJTSLZ,X,O
OIJTSZL,X,O
OIJTZLS,O,X
OIJTZSL,O,O
OIJLTSZ,O,X
OIJLTZS,O,X
OIJLSTZ,O,O
OIJLSZT,O,O
OIJLZTS,O,X
OIJLZST,O,O
OIJSTLZ,X,O
OIJSTZL,X,O
OIJSLTZ,O,O
OIJSLZT,O,O
OIJSZTL,O,O
OIJSZLT,O,O
OIJZTLS,O,X
OIJZTSL,O,O
OIJZLTS,O,X
OIJZLST,O,O
OIJZSTL,O,O
OIJZSLT,O,O
OISTLJZ,X,O
OISTLZJ,X,O
OISTJLZ,X,O
OISTJZL,X,O
OISTZLJ,X,O
OISTZJL,X,O
OISLTJZ,O,O
OISLTZJ,O,O
OISLJTZ,O,O
OISLJZT,O,O
OISLZTJ,O,O
OISLZJT,O,O
OISJTLZ,X,O
OISJTZL,X,O
OISJLTZ,O,O
OISJLZT,O,O
OISJZTL,O,O
OISJZLT,O,O
OISZTLJ,O,O
OISZTJL,O,O
OISZLTJ,O,O
OISZLJT,O,O
OISZJTL,O,O
OISZJLT,O,O
OIZTLJS,O,X
OIZTLSJ,O,X
OIZTJLS,O,X
OIZTJSL,O,O
OIZTSLJ,O,O
OIZTSJL,O,O
OIZLTJS,O,X
OIZLTSJ,O,X
OIZLJTS,O,X
OIZLJST,O,O
OIZLSTJ,O,O
OIZLSJT,O,O
OIZJTLS,O,X
OIZJTSL,O,O
OIZJLTS,O,X
OIZJLST,O,O
OIZJSTL,O,O
OIZJSLT,O,O
OIZSTLJ,O,O
OIZSTJL,O,O
OIZSLTJ,O,O
OIZSLJT,O,O
OIZSJTL,O,O
OIZSJLT,O,O
OLTIJSZ,O,X
OLTIJZS,O,X
OLTISJZ,O,X
OLTISZJ,O,X
OLTIZJS,O,X
OLTIZSJ,O,X
OLTJISZ,O,X
OLTJIZS,O,X
OLTJSIZ,O,X
OLTJSZI,X,X
OLTJZIS,X,X
OLTJZSI,X,X
OLTSIJZ,O,X
OLTSIZJ,O,X
OLTSJIZ,O,X
OLTSJZI,X,X
OLTSZIJ,X,X
OLTSZJI,X,X
OLTZIJS,X,X
OLTZISJ,X,X
OLTZJIS,X,X
OLTZJSI,X,X
OLTZSIJ,X,X
OLTZSJI,X,X
OLITJSZ,O,X
OLITJZS,O,X
OLITSJZ,O,X
OLITSZJ,O,X
OLITZJS,O,X
OLITZSJ,O,X
OLIJTSZ,O,X
OLIJTZS,O,X
OLIJSTZ,O,O
