sequence,v115@LhA8IeB8DeI8KeOEJvhF6lBxhBXjBzkBUnB9tB,v115@LhA8IeB8DeI8KeOEJvhF6lB0hBxiBzkB3nB9tB,v115@LhA8IeB8DeI8KeKEJvhFzfB+lBxhBXjBUnB9tB
STZLIJO,O,O,O
STZLIOJ,O,O,O
STZLJIO,O,O,O
STZLJOI,O,O,O
STZLOIJ,O,O,O
STZLOJI,O,O,O
STZJILO,O,O,O
STZJIOL,O,O,O
STZJLIO,O,O,O
STZJLOI,O,O,O
STZJOIL,O,O,O
STZJOLI,O,O,O
STZOILJ,O,O,O
STZOIJL,O,O,O
STZOLIJ,O,O,O
STZOLJI,O,O,O
STZOJIL,O,O,O
STZOJLI,O,O,O
STOILJZ,O,O,O
STOILZJ,O,O,X
STOIJLZ,O,O,O
STOIJZL,O,O,X
STOIZLJ,O,O,X
STOIZJL,O,O,X
STOLIJZ,O,O,O
STOLIZJ,O,O,O
STOLJIZ,O,O,O
STOLJZI,O,O,O
STOLZIJ,O,O,O
STOLZJI,O,O,O
STOJILZ,O,O,O
STOJIZL,O,O,X
STOJLIZ,O,O,O
STOJLZI,O,O,O
STOJZIL,O,O,O
STOJZLI,O,O,O
STOZILJ,O,O,O
STOZIJL,O,O,O
STOZLIJ,O,O,O
STOZLJI,O,O,O
STOZJIL,O,O,O
STOZJLI,O,O,O
SITLJZO,O,X,O
SITLJOZ,O,X,O
SITLZJO,O,X,O
SITLZOJ,O,X,X
SITLOJZ,O,X,O
SITLOZJ,O,X,X
SITJLZO,O,X,O
SITJLOZ,O,X,O
SITJZLO,O,X,O
SITJZOL,O,X,X
SITJOLZ,O,X,O
SITJOZL,O,X,X
SITZLJO,O,X,O
SITZLOJ,O,X,X
SITZJLO,O,X,O
SITZJOL,O,X,X
SITZOLJ,O,X,X
SITZOJL,O,X,X
SITOLJZ,O,X,O
SITOLZJ,O,X,X
SITOJLZ,O,X,O
SITOJZL,O,X,X
SITOZLJ,O,X,X
SITOZJL,O,X,X
SILTJZO,O,X,O
SILTJOZ,O,X,O
SILTZJO,O,X,O
SILTZOJ,O,X,X
SILTOJZ,O,X,O
SILTOZJ,O,X,X
SILJTZO,O,X,O
SILJTOZ,O,X,O
SILJZTO,O,X,O
SILJZOT,X,X,O
SILJOTZ,X,X,O
SILJOZT,X,X,O
SILZTJO,O,X,O
SILZTOJ,O,X,O
SILZJTO,O,X,O
SILZJOT,X,X,O
SILZOTJ,O,X,X
SILZOJT,O,X,X
SILOTJZ,O,X,X
SILOTZJ,O,X,X
SILOJTZ,O,X,X
SILOJZT,O,X,X
SILOZTJ,O,X,X
SILOZJT,O,X,X
SIJTLZO,O,X,O
SIJTLOZ,O,X,O
SIJTZLO,O,X,O
SIJTZOL,O,X,X
SIJTOLZ,O,X,O
SIJTOZL,O,X,X
SIJLTZO,O,X,O
SIJLTOZ,O,X,O
SIJLZTO,O,X,O
SIJLZOT,X,X,O
SIJLOTZ,X,X,O
SIJLOZT,X,X,O
SIJZTLO,O,X,O
SIJZTOL,O,X,O
SIJZLTO,O,X,O
SIJZLOT,X,X,O
SIJZOTL,O,X,X
SIJZOLT,O,X,X
SIJOTLZ,O,X,X
SIJOTZL,O,X,X
SIJOLTZ,O,X,X
SIJOLZT,O,X,X
SIJOZTL,O,X,X
SIJOZLT,O,X,X
SIZTLJO,O,X,O
SIZTLOJ,O,X,O
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,O,X,O
SIZTOJL,O,X,O
SIZLTJO,O,X,O
SIZLTOJ,O,X,O
SIZLJTO,O,X,O
SIZLJOT,X,X,O
SIZLOTJ,O,X,X
SIZLOJT,O,X,X
SIZJTLO,O,X,O
SIZJTOL,O,X,O
SIZJLTO,O,X,O
SIZJLOT,X,X,O
SIZJOTL,O,X,X
SIZJOLT,O,X,X
SIZOTLJ,O,X,X
SIZOTJL,O,X,X
SIZOLTJ,O,X,X
SIZOLJT,O,X,X
SIZOJTL,O,X,X
SIZOJLT,O,X,X
SIOTLJZ,O,X,X
SIOTLZJ,O,X,X
SIOTJLZ,O,X,X
SIOTJZL,O,X,X
SIOTZLJ,O,X,X
SIOTZJL,O,X,X
SIOLTJZ,O,X,X
SIOLTZJ,O,X,X
SIOLJTZ,O,X,X
SIOLJZT,O,X,X
SIOLZTJ,O,X,X
SIOLZJT,O,X,X
SIOJTLZ,O,X,X
SIOJTZL,O,X,X
SIOJLTZ,O,X,X
SIOJLZT,O,X,X
SIOJZTL,O,X,X
SIOJZLT,O,X,X
SIOZTLJ,O,X,X
SIOZTJL,O,X,X
SIOZLTJ,O,X,X
SIOZLJT,O,X,X
SIOZJTL,O,X,X
SIOZJLT,O,X,X
SLTIJZO,O,O,O
SLTIJOZ,O,O,O
SLTIZJO,O,O,O
SLTIZOJ,O,O,O
SLTIOJZ,O,O,O
SLTIOZJ,O,O,O
SLTJIZO,O,O,O
SLTJIOZ,O,O,O
SLTJZIO,O,O,O
SLTJZOI,O,O,O
SLTJOIZ,O,O,O
SLTJOZI,O,O,O
SLTZIJO,O,O,O
SLTZIOJ,O,O,O
SLTZJIO,O,O,O
SLTZJOI,O,O,O
SLTZOIJ,O,O,O
SLTZOJI,O,O,O
SLTOIJZ,O,O,O
SLTOIZJ,O,O,O
SLTOJIZ,O,O,O
SLTOJZI,O,O,O
SLTOZIJ,O,O,O
SLTOZJI,O,O,O
SLITJZO,O,X,O
SLITJOZ,O,X,O
SLITZJO,O,X,O
SLITZOJ,O,X,X
SLITOJZ,O,X,O
SLITOZJ,O,X,X
SLIJTZO,O,X,O
SLIJTOZ,O,X,O
SLIJZTO,O,X,O
SLIJZOT,X,X,O
SLIJOTZ,X,X,O
SLIJOZT,X,X,O
SLIZTJO,O,X,O
SLIZTOJ,O,X,O
SLIZJTO,O,X,O
SLIZJOT,X,X,O
SLIZOTJ,O,X,X
SLIZOJT,O,X,X
SLIOTJZ,O,X,X
SLIOTZJ,O,X,X
SLIOJTZ,O,X,X
SLIOJZT,O,X,X
SLIOZTJ,O,X,X
SLIOZJT,O,X,X
SLJTIZO,O,O,O
SLJTIOZ,O,O,O
SLJTZIO,O,O,O
SLJTZOI,O,O,O
SLJTOIZ,O,O,O
SLJTOZI,O,O,O
SLJITZO,O,X,O
SLJITOZ,O,X,O
SLJIZTO,O,X,O
SLJIZOT,X,X,O
SLJIOTZ,X,X,O
SLJIOZT,X,X,O
SLJZTIO,O,O,O
SLJZTOI,O,O,O
SLJZITO,O,O,O
SLJZIOT,X,O,O
SLJZOTI,X,X,O
SLJZOIT,X,X,O
SLJOTIZ,X,X,O
SLJOTZI,X,X,O
SLJOITZ,X,X,O
SLJOIZT,X,X,O
SLJOZTI,X,X,O
SLJOZIT,X,X,O
SLZTIJO,O,O,O
SLZTIOJ,O,O,O
SLZTJIO,O,O,O
SLZTJOI,O,O,O
SLZTOIJ,O,O,O
SLZTOJI,O,O,O
SLZITJO,O,X,O
SLZITOJ,O,X,O
SLZIJTO,O,O,O
SLZIJOT,X,O,O
SLZIOTJ,O,X,X
SLZIOJT,O,O,X
SLZJTIO,O,O,O
SLZJTOI,O,O,O
SLZJITO,O,O,O
SLZJIOT,X,O,O
SLZJOTI,X,X,O
SLZJOIT,X,X,O
SLZOTIJ,O,O,O
SLZOTJI,O,O,O
SLZOITJ,O,X,X
SLZOIJT,O,O,X
SLZOJTI,O,O,O
SLZOJIT,O,O,O
SLOTIJZ,O,O,O
SLOTIZJ,O,O,O
SLOTJIZ,O,O,O
SLOTJZI,O,O,O
SLOTZIJ,O,O,O
SLOTZJI,O,O,O
SLOITJZ,O,X,X
SLOITZJ,O,X,X
SLOIJTZ,O,X,X
SLOIJZT,O,X,X
SLOIZTJ,O,X,X
SLOIZJT,O,X,X
SLOJTIZ,O,O,O
SLOJTZI,O,O,O
SLOJITZ,O,X,O
SLOJIZT,O,X,O
SLOJZTI,O,O,O
SLOJZIT,O,O,O
SLOZTIJ,O,O,O
SLOZTJI,O,O,O
SLOZITJ,O,X,X
SLOZIJT,O,O,X
SLOZJTI,O,O,O
SLOZJIT,O,O,O
SJTILZO,O,O,O
SJTILOZ,O,O,O
SJTIZLO,O,O,O
SJTIZOL,O,O,O
SJTIOLZ,O,O,O
SJTIOZL,O,O,X
SJTLIZO,O,O,O
SJTLIOZ,O,O,O
SJTLZIO,O,O,O
SJTLZOI,O,O,O
SJTLOIZ,O,O,O
SJTLOZI,O,O,O
SJTZILO,O,O,O
SJTZIOL,O,O,O
SJTZLIO,O,O,O
SJTZLOI,O,O,O
SJTZOIL,O,O,O
SJTZOLI,O,O,O
SJTOILZ,O,O,O
SJTOIZL,O,O,X
SJTOLIZ,O,O,O
SJTOLZI,O,O,O
SJTOZIL,O,O,O
SJTOZLI,O,O,O
SJITLZO,O,X,O
SJITLOZ,O,X,O
SJITZLO,O,X,O
SJITZOL,O,X,X
SJITOLZ,O,X,O
SJITOZL,O,X,X
SJILTZO,O,X,O
SJILTOZ,O,X,O
SJILZTO,O,X,O
SJILZOT,X,X,O
SJILOTZ,X,X,O
SJILOZT,X,X,O
SJIZTLO,O,X,O
SJIZTOL,O,X,O
SJIZLTO,O,X,O
SJIZLOT,X,X,O
SJIZOTL,O,X,X
SJIZOLT,O,X,X
SJIOTLZ,O,X,X
SJIOTZL,O,X,X
SJIOLTZ,O,X,X
SJIOLZT,O,X,X
SJIOZTL,O,X,X
SJIOZLT,O,X,X
SJLTIZO,O,O,O
SJLTIOZ,O,O,O
SJLTZIO,O,O,O
SJLTZOI,O,O,O
SJLTOIZ,O,O,O
SJLTOZI,O,O,O
SJLITZO,O,X,O
SJLITOZ,O,X,O
SJLIZTO,O,X,O
SJLIZOT,X,X,O
SJLIOTZ,X,X,O
SJLIOZT,X,X,O
SJLZTIO,O,O,O
SJLZTOI,O,O,O
SJLZITO,O,O,O
SJLZIOT,X,O,O
SJLZOTI,X,X,O
SJLZOIT,X,X,O
SJLOTIZ,X,X,O
SJLOTZI,X,X,O
SJLOITZ,X,X,O
SJLOIZT,X,X,O
SJLOZTI,X,X,O
SJLOZIT,X,X,O
SJZTILO,O,O,O
SJZTIOL,O,O,O
SJZTLIO,O,O,O
SJZTLOI,O,O,O
SJZTOIL,O,O,O
SJZTOLI,O,O,O
SJZITLO,O,X,O
SJZITOL,O,X,O
SJZILTO,O,O,O
SJZILOT,X,O,O
SJZIOTL,O,X,X
SJZIOLT,O,O,X
SJZLTIO,O,O,O
SJZLTOI,O,O,O
SJZLITO,O,O,O
SJZLIOT,X,O,O
SJZLOTI,X,X,O
SJZLOIT,X,X,O
SJZOTIL,O,O,X
SJZOTLI,O,O,X
SJZOITL,O,X,X
SJZOILT,O,O,X
SJZOLTI,O,O,X
SJZOLIT,O,O,X
SJOTILZ,O,O,X
SJOTIZL,O,O,X
SJOTLIZ,O,O,X
SJOTLZI,O,O,X
SJOTZIL,O,O,X
SJOTZLI,O,O,X
SJOITLZ,O,X,X
SJOITZL,O,X,X
SJOILTZ,O,X,X
SJOILZT,O,X,X
SJOIZTL,O,X,X
SJOIZLT,O,X,X
SJOLTIZ,O,O,X
SJOLTZI,O,O,X
SJOLITZ,O,X,X
SJOLIZT,O,X,X
SJOLZTI,O,O,X
SJOLZIT,O,O,X
SJOZTIL,O,O,X
SJOZTLI,O,O,X
SJOZITL,O,X,X
SJOZILT,O,O,X
SJOZLTI,O,O,X
SJOZLIT,O,O,X
SZTILJO,O,O,O
SZTILOJ,O,O,O
SZTIJLO,O,O,O
SZTIJOL,O,O,O
SZTIOLJ,O,O,O
SZTIOJL,O,O,O
SZTLIJO,O,O,O
SZTLIOJ,O,O,O
SZTLJIO,O,O,O
SZTLJOI,O,O,O
SZTLOIJ,O,O,O
SZTLOJI,O,O,O
SZTJILO,O,O,O
SZTJIOL,O,O,O
SZTJLIO,O,O,O
SZTJLOI,O,O,O
SZTJOIL,O,O,O
SZTJOLI,O,O,O
SZTOILJ,O,O,O
SZTOIJL,O,O,O
SZTOLIJ,O,O,O
SZTOLJI,O,O,O
SZTOJIL,O,O,O
SZTOJLI,O,O,O
SZITLJO,O,X,O
SZITLOJ,O,X,O
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,O,X,O
SZITOJL,O,X,O
SZILTJO,O,X,O
SZILTOJ,O,X,O
SZILJTO,O,O,O
SZILJOT,X,O,O
SZILOTJ,O,X,X
SZILOJT,O,O,X
SZIJTLO,O,X,O
SZIJTOL,O,X,O
SZIJLTO,O,O,O
SZIJLOT,X,O,O
SZIJOTL,O,X,X
SZIJOLT,O,O,X
SZIOTLJ,O,X,X
SZIOTJL,O,X,X
SZIOLTJ,O,X,X
SZIOLJT,O,O,X
SZIOJTL,O,X,X
SZIOJLT,O,O,X
SZLTIJO,O,O,O
SZLTIOJ,O,O,O
SZLTJIO,O,O,O
SZLTJOI,O,O,O
SZLTOIJ,O,O,O
SZLTOJI,O,O,O
SZLITJO,O,X,O
SZLITOJ,O,X,O
SZLIJTO,O,O,O
SZLIJOT,X,O,O
SZLIOTJ,O,X,X
SZLIOJT,O,O,X
SZLJTIO,O,O,O
SZLJTOI,O,O,O
SZLJITO,O,O,O
SZLJIOT,X,O,O
SZLJOTI,X,X,O
SZLJOIT,X,X,O
SZLOTIJ,O,O,O
SZLOTJI,O,O,O
SZLOITJ,O,X,X
SZLOIJT,O,O,X
SZLOJTI,O,O,O
SZLOJIT,O,O,O
SZJTILO,O,O,O
SZJTIOL,O,O,O
SZJTLIO,O,O,O
SZJTLOI,O,O,O
SZJTOIL,O,O,O
SZJTOLI,O,O,O
SZJITLO,O,X,O
SZJITOL,O,X,O
SZJILTO,O,O,O
SZJILOT,X,O,O
SZJIOTL,O,X,X
SZJIOLT,O,O,X
SZJLTIO,O,O,O
SZJLTOI,O,O,O
SZJLITO,O,O,O
SZJLIOT,X,O,O
SZJLOTI,X,X,O
SZJLOIT,X,X,O
SZJOTIL,O,O,X
SZJOTLI,O,O,X
SZJOITL,O,X,X
SZJOILT,O,O,X
SZJOLTI,O,O,X
SZJOLIT,O,O,X
SZOTILJ,O,O,X
SZOTIJL,O,O,X
SZOTLIJ,O,O,X
SZOTLJI,O,O,X
SZOTJIL,O,O,X
SZOTJLI,O,O,X
SZOITLJ,O,X,X
SZOITJL,O,X,X
SZOILTJ,O,X,X
SZOILJT,O,O,X
SZOIJTL,O,X,X
SZOIJLT,O,O,X
SZOLTIJ,O,O,X
SZOLTJI,O,O,X
SZOLITJ,O,X,X
SZOLIJT,O,O,X
SZOLJTI,O,O,X
SZOLJIT,O,O,X
SZOJTIL,O,O,X
SZOJTLI,O,O,X
SZOJITL,O,X,X
SZOJILT,O,O,X
SZOJLTI,O,O,X
SZOJLIT,O,O,X
SOTILJZ,O,O,X
SOTILZJ,O,O,X
SOTIJLZ,O,O,X
SOTIJZL,O,O,X
SOTIZLJ,O,O,X
SOTIZJL,O,O,X
SOTLIJZ,O,O,X
SOTLIZJ,O,O,X
SOTLJIZ,O,O,X
SOTLJZI,O,O,X
SOTLZIJ,O,O,X
SOTLZJI,O,O,X
SOTJILZ,O,O,X
SOTJIZL,O,O,X
SOTJLIZ,O,O,X
SOTJLZI,O,O,X
SOTJZIL,O,O,X
SOTJZLI,O,O,X
SOTZILJ,O,O,X
SOTZIJL,O,O,X
SOTZLIJ,O,O,X
SOTZLJI,O,O,X
SOTZJIL,O,O,X
SOTZJLI,O,O,X
SOITLJZ,O,X,X
SOITLZJ,O,X,X
SOITJLZ,O,X,X
SOITJZL,O,X,X
SOITZLJ,O,X,X
SOITZJL,O,X,X
SOILTJZ,O,X,X
SOILTZJ,O,X,X
SOILJTZ,O,X,X
SOILJZT,O,X,X
SOILZTJ,O,X,X
SOILZJT,O,X,X
SOIJTLZ,O,X,X
SOIJTZL,O,X,X
SOIJLTZ,O,X,X
SOIJLZT,O,X,X
SOIJZTL,O,X,X
SOIJZLT,O,X,X
SOIZTLJ,O,X,X
SOIZTJL,O,X,X
SOIZLTJ,O,X,X
SOIZLJT,O,X,X
SOIZJTL,O,X,X
SOIZJLT,O,X,X
SOLTIJZ,O,O,X
SOLTIZJ,O,O,X
SOLTJIZ,O,O,X
SOLTJZI,O,O,X
SOLTZIJ,O,O,X
SOLTZJI,O,O,X
SOLITJZ,O,X,X
SOLITZJ,O,X,X
SOLIJTZ,O,X,X
SOLIJZT,O,X,X
SOLIZTJ,O,X,X
SOLIZJT,O,X,X
SOLJTIZ,O,O,X
SOLJTZI,O,O,X
SOLJITZ,O,X,X
SOLJIZT,O,X,X
SOLJZTI,O,O,X
SOLJZIT,O,O,X
SOLZTIJ,O,O,X
SOLZTJI,O,O,X
SOLZITJ,O,X,X
SOLZIJT,O,O,X
SOLZJTI,O,O,X
SOLZJIT,O,O,X
SOJTILZ,O,O,X
SOJTIZL,O,O,X
SOJTLIZ,O,O,X
SOJTLZI,O,O,X
SOJTZIL,O,O,X
SOJTZLI,O,O,X
SOJITLZ,O,X,X
SOJITZL,O,X,X
SOJILTZ,O,X,X
SOJILZT,O,X,X
SOJIZTL,O,X,X
SOJIZLT,O,X,X
SOJLTIZ,O,O,X
SOJLTZI,O,O,X
SOJLITZ,O,X,X
SOJLIZT,O,X,X
SOJLZTI,O,O,X
SOJLZIT,O,O,X
SOJZTIL,O,O,X
SOJZTLI,O,O,X
SOJZITL,O,X,X
SOJZILT,O,O,X
SOJZLTI,O,O,X
SOJZLIT,O,O,X
SOZTILJ,O,O,X
SOZTIJL,O,O,X
SOZTLIJ,O,O,X
SOZTLJI,O,O,X
SOZTJIL,O,O,X
SOZTJLI,O,O,X
SOZITLJ,O,X,X
SOZITJL,O,X,X
SOZILTJ,O,X,X
SOZILJT,O,O,X
SOZIJTL,O,X,X
SOZIJLT,O,O,X
SOZLTIJ,O,O,X
SOZLTJI,O,O,X
SOZLITJ,O,X,X
SOZLIJT,O,O,X
SOZLJTI,O,O,X
SOZLJIT,O,O,X
SOZJTIL,O,O,X
SOZJTLI,O,O,X
SOZJITL,O,X,X
SOZJILT,O,O,X
SOZJLTI,O,O,X
SOZJLIT,O,O,X
ZTILJSO,O,O,O
ZTILJOS,O,O,O
ZTILSJO,O,O,O
ZTILSOJ,O,O,O
ZTILOJS,O,O,O
ZTILOSJ,O,O,O
ZTIJLSO,O,O,O
ZTIJLOS,O,O,O
ZTIJSLO,O,O,O
ZTIJSOL,O,O,O
ZTIJOLS,O,O,O
ZTIJOSL,O,O,O
ZTISLJO,O,O,O
ZTISLOJ,O,O,O
ZTISJLO,O,O,O
ZTISJOL,O,O,O
ZTISOLJ,O,O,O
ZTISOJL,O,O,O
ZTIOLJS,O,O,O
ZTIOLSJ,O,O,O
ZTIOJLS,O,O,O
ZTIOJSL,O,O,O
ZTIOSLJ,O,O,O
ZTIOSJL,O,O,O
ZTLIJSO,O,O,O
ZTLIJOS,O,O,O
ZTLISJO,O,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,O,O
ZTLIOSJ,O,O,O
ZTLJISO,O,O,O
ZTLJIOS,O,O,O
ZTLJSIO,O,O,O
ZTLJSOI,O,O,O
ZTLJOIS,O,O,O
ZTLJOSI,O,O,O
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,O,O,O
ZTLSJOI,O,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,O
ZTLOIJS,O,O,O
ZTLOISJ,O,O,O
ZTLOJIS,O,O,O
ZTLOJSI,O,O,O
ZTLOSIJ,O,O,O
ZTLOSJI,O,O,O
ZTJILSO,O,O,O
ZTJILOS,O,O,O
ZTJISLO,O,O,O
ZTJISOL,O,O,O
ZTJIOLS,O,O,O
ZTJIOSL,O,O,O
ZTJLISO,O,O,O
ZTJLIOS,O,O,O
ZTJLSIO,O,O,O
ZTJLSOI,O,O,O
ZTJLOIS,O,O,O
ZTJLOSI,O,O,O
ZTJSILO,O,O,O
ZTJSIOL,O,O,O
ZTJSLIO,O,O,O
ZTJSLOI,O,O,O
ZTJSOIL,O,O,O
ZTJSOLI,O,O,O
ZTJOILS,O,O,O
ZTJOISL,O,O,O
ZTJOLIS,O,O,O
ZTJOLSI,O,O,O
ZTJOSIL,O,O,O
ZTJOSLI,O,O,O
ZTSILJO,O,O,O
ZTSILOJ,O,O,O
ZTSIJLO,O,O,O
ZTSIJOL,O,O,O
ZTSIOLJ,O,O,O
ZTSIOJL,O,O,O
ZTSLIJO,O,O,O
ZTSLIOJ,O,O,O
ZTSLJIO,O,O,O
ZTSLJOI,O,O,O
ZTSLOIJ,O,O,O
ZTSLOJI,O,O,O
ZTSJILO,O,O,O
ZTSJIOL,O,O,O
ZTSJLIO,O,O,O
ZTSJLOI,O,O,O
ZTSJOIL,O,O,O
ZTSJOLI,O,O,O
ZTSOILJ,O,O,O
ZTSOIJL,O,O,O
ZTSOLIJ,O,O,O
ZTSOLJI,O,O,O
ZTSOJIL,O,O,O
ZTSOJLI,O,O,O
ZTOILJS,O,O,O
ZTOILSJ,O,O,O
ZTOIJLS,O,O,O
ZTOIJSL,O,O,O
ZTOISLJ,O,O,O
ZTOISJL,O,O,O
ZTOLIJS,O,O,O
ZTOLISJ,O,O,O
ZTOLJIS,O,O,O
ZTOLJSI,O,O,O
ZTOLSIJ,O,O,O
ZTOLSJI,O,O,O
ZTOJILS,O,O,O
ZTOJISL,O,O,O
ZTOJLIS,O,O,O
ZTOJLSI,O,O,O
ZTOJSIL,O,O,O
ZTOJSLI,O,O,O
ZTOSILJ,O,O,O
ZTOSIJL,O,O,O
ZTOSLIJ,O,O,O
ZTOSLJI,O,O,O
ZTOSJIL,O,O,O
ZTOSJLI,O,O,O
ZITLJSO,O,O,O
ZITLJOS,O,O,O
ZITLSJO,O,O,O
ZITLSOJ,O,O,O
ZITLOJS,O,O,O
ZITLOSJ,O,O,O
ZITJLSO,O,O,O
ZITJLOS,O,O,O
ZITJSLO,O,O,O
ZITJSOL,O,O,O
ZITJOLS,O,O,O
ZITJOSL,O,O,O
ZITSLJO,O,O,O
ZITSLOJ,O,O,O
ZITSJLO,O,O,O
ZITSJOL,O,O,O
ZITSOLJ,O,O,O
ZITSOJL,O,O,O
ZITOLJS,O,O,O
ZITOLSJ,O,O,O
ZITOJLS,O,O,O
ZITOJSL,O,O,O
ZITOSLJ,O,O,O
ZITOSJL,O,O,O
ZILTJSO,O,O,O
ZILTJOS,O,O,O
ZILTSJO,O,O,O
ZILTSOJ,O,O,O
ZILTOJS,O,O,O
ZILTOSJ,O,O,O
ZILJTSO,O,O,O
ZILJTOS,O,O,O
ZILJSTO,O,O,O
ZILJSOT,X,O,O
ZILJOTS,O,O,O
ZILJOST,O,O,O
ZILSTJO,O,X,O
ZILSTOJ,O,X,O
ZILSJTO,O,O,O
ZILSJOT,X,O,O
ZILSOTJ,O,X,X
ZILSOJT,O,O,X
ZILOTJS,O,O,O
ZILOTSJ,O,O,O
ZILOJTS,O,O,O
ZILOJST,O,O,O
ZILOSTJ,O,X,X
ZILOSJT,O,O,X
ZIJTLSO,O,O,O
ZIJTLOS,O,O,O
ZIJTSLO,O,O,O
ZIJTSOL,O,O,O
ZIJTOLS,O,O,O
ZIJTOSL,O,O,O
ZIJLTSO,O,O,O
ZIJLTOS,O,O,O
ZIJLSTO,O,O,O
ZIJLSOT,X,O,O
ZIJLOTS,O,O,O
ZIJLOST,O,O,O
ZIJSTLO,O,X,O
ZIJSTOL,O,X,O
ZIJSLTO,O,O,O
ZIJSLOT,X,O,O
ZIJSOTL,O,X,X
ZIJSOLT,O,O,X
ZIJOTLS,O,O,O
ZIJOTSL,O,O,O
ZIJOLTS,O,O,O
ZIJOLST,O,O,O
ZIJOSTL,O,X,X
ZIJOSLT,O,O,X
ZISTLJO,O,X,O
ZISTLOJ,O,X,O
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,O,X,O
ZISTOJL,O,X,O
ZISLTJO,O,X,O
ZISLTOJ,O,X,O
ZISLJTO,O,O,O
ZISLJOT,X,O,O
ZISLOTJ,O,X,X
ZISLOJT,O,O,X
ZISJTLO,O,X,O
ZISJTOL,O,X,O
ZISJLTO,O,O,O
ZISJLOT,X,O,O
ZISJOTL,O,X,X
ZISJOLT,O,O,X
ZISOTLJ,O,X,X
ZISOTJL,O,X,X
ZISOLTJ,O,X,X
ZISOLJT,O,O,X
ZISOJTL,O,X,X
ZISOJLT,O,O,X
ZIOTLJS,O,O,O
ZIOTLSJ,O,O,O
ZIOTJLS,O,O,O
ZIOTJSL,O,O,O
ZIOTSLJ,O,O,O
ZIOTSJL,O,O,O
ZIOLTJS,O,O,O
ZIOLTSJ,O,O,O
ZIOLJTS,O,O,O
ZIOLJST,O,O,O
ZIOLSTJ,O,X,X
ZIOLSJT,O,O,X
ZIOJTLS,O,O,O
ZIOJTSL,O,O,O
ZIOJLTS,O,O,O
ZIOJLST,O,O,O
ZIOJSTL,O,X,X
ZIOJSLT,O,O,X
ZIOSTLJ,O,X,X
ZIOSTJL,O,X,X
ZIOSLTJ,O,X,X
ZIOSLJT,O,O,X
ZIOSJTL,O,X,X
ZIOSJLT,O,O,X
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,O,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,O
ZLTIOSJ,O,O,O
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,O
ZLTSJOI,O,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,O,O,O
ZLTOISJ,O,O,O
ZLTOJIS,O,O,O
ZLTOJSI,O,O,O
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,O
ZLITJSO,O,O,O
ZLITJOS,O,O,O
ZLITSJO,O,O,O
ZLITSOJ,O,O,O
ZLITOJS,O,O,O
ZLITOSJ,O,O,O
ZLIJTSO,O,O,O
ZLIJTOS,O,O,O
ZLIJSTO,O,O,O
ZLIJSOT,X,O,O
ZLIJOTS,O,O,O
ZLIJOST,O,O,O
ZLISTJO,O,X,O
ZLISTOJ,O,X,O
ZLISJTO,O,O,O
ZLISJOT,X,O,O
ZLISOTJ,O,X,X
ZLISOJT,O,O,X
ZLIOTJS,O,O,O
ZLIOTSJ,O,O,O
ZLIOJTS,O,O,O
ZLIOJST,O,O,O
ZLIOSTJ,O,X,X
ZLIOSJT,O,O,X
ZLJTISO,O,O,O
ZLJTIOS,O,O,O
ZLJTSIO,O,O,O
ZLJTSOI,O,O,O
ZLJTOIS,O,O,O
ZLJTOSI,O,O,O
ZLJITSO,O,O,O
ZLJITOS,O,O,O
ZLJISTO,O,O,O
ZLJISOT,X,O,O
ZLJIOTS,O,O,O
ZLJIOST,O,O,O
ZLJSTIO,O,O,O
ZLJSTOI,O,O,O
ZLJSITO,O,O,O
ZLJSIOT,X,O,O
ZLJSOTI,X,X,O
ZLJSOIT,X,X,O
ZLJOTIS,O,O,O
ZLJOTSI,O,O,O
ZLJOITS,O,O,O
ZLJOIST,O,O,O
ZLJOSTI,O,O,O
ZLJOSIT,O,O,O
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,O,O,O
ZLSTJOI,O,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,O
ZLSITJO,O,X,O
ZLSITOJ,O,X,O
ZLSIJTO,O,O,O
ZLSIJOT,X,O,O
ZLSIOTJ,O,X,X
ZLSIOJT,O,O,X
ZLSJTIO,O,O,O
ZLSJTOI,O,O,O
ZLSJITO,O,O,O
ZLSJIOT,X,O,O
ZLSJOTI,X,X,O
ZLSJOIT,X,X,O
ZLSOTIJ,O,O,O
