sequence,v115@9gA8IeA8HeB8FeC8EeE8JeFAJvhFXhBxiB+pBcrBin?BTqB,v115@9gA8IeA8HeB8FeC8EeE8Jez/IvhFWmBxhBXjByrB1u?B0qB,v115@9gA8IeA8HeB8FeC8EeE8JeCAJvhFxhBXjBmlBzmB1u?B0qB,v115@9gA8IeA8HeB8FeC8EeE8Jez/IvhFFhBOnBXjBSqBcr?BxuB
LJTZIOS,X,X,X,X
LJTZSIO,O,X,X,X
LJTZSOI,X,X,X,X
LJTZOIS,X,X,X,X
LJTZOSI,X,X,X,X
LJTOISZ,X,O,X,X
LJTOIZS,O,X,X,X
LJTOSIZ,X,O,X,X
LJTOSZI,X,X,X,X
LJTOZIS,O,X,X,X
LJTOZSI,O,X,X,X
LJITSZO,X,X,X,X
LJITSOZ,X,O,X,X
LJITZSO,O,X,X,X
LJITZOS,X,X,X,X
LJITOSZ,X,O,X,X
LJITOZS,O,X,X,X
LJISTZO,X,X,X,X
LJISTOZ,X,O,X,X
LJISZTO,X,X,X,X
LJISZOT,X,X,X,X
LJISOTZ,X,X,X,X
LJISOZT,X,X,X,X
LJIZTSO,O,X,X,X
LJIZTOS,X,X,X,X
LJIZSTO,O,X,X,X
LJIZSOT,X,X,X,X
LJIZOTS,O,X,X,X
LJIZOST,O,X,X,X
LJIOTSZ,X,X,X,X
LJIOTZS,O,X,X,X
LJIOSTZ,X,X,X,X
LJIOSZT,X,X,X,X
LJIOZTS,O,X,X,X
LJIOZST,O,X,X,X
LJSTIZO,X,X,X,X
LJSTIOZ,X,O,X,X
LJSTZIO,X,X,X,X
LJSTZOI,X,X,X,X
LJSTOIZ,X,O,X,X
LJSTOZI,X,X,X,X
LJSITZO,X,X,X,X
LJSITOZ,X,O,X,X
LJSIZTO,X,X,X,X
LJSIZOT,X,X,X,X
LJSIOTZ,X,X,X,X
LJSIOZT,X,X,X,X
LJSZTIO,X,X,X,X
LJSZTOI,X,X,X,X
LJSZITO,X,X,X,X
LJSZIOT,X,X,X,X
LJSZOTI,X,X,X,X
LJSZOIT,X,X,X,X
LJSOTIZ,X,X,X,X
LJSOTZI,X,X,X,X
LJSOITZ,X,X,X,X
LJSOIZT,X,X,X,X
LJSOZTI,X,X,X,X
LJSOZIT,X,X,X,X
LJZTISO,O,X,X,X
LJZTIOS,X,X,X,X
LJZTSIO,O,X,X,X
LJZTSOI,X,X,X,X
LJZTOIS,X,X,X,X
LJZTOSI,X,X,X,X
LJZITSO,O,X,X,X
LJZITOS,X,X,X,X
LJZISTO,O,X,X,X
LJZISOT,X,X,X,X
LJZIOTS,O,X,X,X
LJZIOST,O,X,X,X
LJZSTIO,O,X,X,X
LJZSTOI,X,X,X,X
LJZSITO,O,X,X,X
LJZSIOT,X,X,X,X
LJZSOTI,X,X,X,X
LJZSOIT,X,X,X,X
LJZOTIS,O,X,X,X
LJZOTSI,O,X,X,X
LJZOITS,O,X,X,X
LJZOIST,O,X,X,X
LJZOSTI,O,X,X,X
LJZOSIT,O,X,X,X
LJOTISZ,X,X,X,X
LJOTIZS,O,X,X,X
LJOTSIZ,X,X,X,X
LJOTSZI,X,X,X,X
LJOTZIS,O,X,X,X
LJOTZSI,O,X,X,X
LJOITSZ,X,X,X,X
LJOITZS,O,X,X,X
LJOISTZ,X,X,X,X
LJOISZT,X,X,X,X
LJOIZTS,O,X,X,X
LJOIZST,O,X,X,X
LJOSTIZ,X,X,X,X
LJOSTZI,X,X,X,X
LJOSITZ,X,X,X,X
LJOSIZT,X,X,X,X
LJOSZTI,X,X,X,X
LJOSZIT,X,X,X,X
LJOZTIS,O,X,X,X
LJOZTSI,O,X,X,X
LJOZITS,O,X,X,X
LJOZIST,O,X,X,X
LJOZSTI,O,X,X,X
LJOZSIT,O,X,X,X
LSTIJZO,X,X,X,X
LSTIJOZ,X,O,X,X
LSTIZJO,X,X,X,X
LSTIZOJ,X,X,X,X
LSTIOJZ,X,O,X,X
LSTIOZJ,X,X,X,X
LSTJIZO,X,X,X,X
LSTJIOZ,X,O,X,X
LSTJZIO,X,X,X,X
LSTJZOI,X,X,X,X
LSTJOIZ,X,O,X,X
LSTJOZI,X,X,X,X
LSTZIJO,X,O,X,X
LSTZIOJ,X,O,X,X
LSTZJIO,X,O,X,X
LSTZJOI,X,O,X,X
LSTZOIJ,X,O,X,X
LSTZOJI,X,O,X,X
LSTOIJZ,X,O,X,X
LSTOIZJ,X,X,X,X
LSTOJIZ,X,O,X,X
LSTOJZI,X,X,X,X
LSTOZIJ,X,O,X,X
LSTOZJI,X,O,X,X
LSITJZO,X,X,X,X
LSITJOZ,X,O,X,X
LSITZJO,X,X,X,X
LSITZOJ,X,X,X,X
LSITOJZ,X,O,X,X
LSITOZJ,X,X,X,X
LSIJTZO,X,X,X,X
LSIJTOZ,X,O,X,X
LSIJZTO,X,X,X,X
LSIJZOT,X,X,X,X
LSIJOTZ,X,X,X,X
LSIJOZT,X,X,X,X
LSIZTJO,X,X,X,X
LSIZTOJ,X,X,X,X
LSIZJTO,X,X,X,X
LSIZJOT,X,X,X,X
LSIZOTJ,X,X,X,X
LSIZOJT,X,X,X,X
LSIOTJZ,X,X,X,X
LSIOTZJ,X,X,X,X
LSIOJTZ,X,X,X,X
LSIOJZT,X,X,X,X
LSIOZTJ,X,X,X,X
LSIOZJT,X,X,X,X
LSJTIZO,X,X,X,X
LSJTIOZ,X,O,X,X
LSJTZIO,X,X,X,X
LSJTZOI,X,X,X,X
LSJTOIZ,X,O,X,X
LSJTOZI,X,X,X,X
LSJITZO,X,X,X,X
LSJITOZ,X,O,X,X
LSJIZTO,X,X,X,X
LSJIZOT,X,X,X,X
LSJIOTZ,X,X,X,X
LSJIOZT,X,X,X,X
LSJZTIO,X,X,X,X
LSJZTOI,X,X,X,X
LSJZITO,X,X,X,X
LSJZIOT,X,X,X,X
LSJZOTI,X,X,X,X
LSJZOIT,X,X,X,X
LSJOTIZ,X,X,X,X
LSJOTZI,X,X,X,X
LSJOITZ,X,X,X,X
LSJOIZT,X,X,X,X
LSJOZTI,X,X,X,X
LSJOZIT,X,X,X,X
LSZTIJO,X,X,X,X
LSZTIOJ,X,X,X,X
LSZTJIO,X,X,X,X
LSZTJOI,X,X,X,X
LSZTOIJ,X,X,X,X
LSZTOJI,X,X,X,X
LSZITJO,X,X,X,X
LSZITOJ,X,X,X,X
LSZIJTO,X,X,X,X
LSZIJOT,X,X,X,X
LSZIOTJ,X,X,X,X
LSZIOJT,X,X,X,X
LSZJTIO,X,X,X,X
LSZJTOI,X,X,X,X
LSZJITO,X,X,X,X
LSZJIOT,X,X,X,X
LSZJOTI,X,X,X,X
LSZJOIT,X,X,X,X
LSZOTIJ,X,X,X,X
LSZOTJI,X,X,X,X
LSZOITJ,X,X,X,X
LSZOIJT,X,X,X,X
LSZOJTI,X,X,X,X
LSZOJIT,X,X,X,X
LSOTIJZ,X,X,X,X
LSOTIZJ,X,X,X,X
LSOTJIZ,X,X,X,X
LSOTJZI,X,X,X,X
LSOTZIJ,X,X,X,X
LSOTZJI,X,X,X,X
LSOITJZ,X,X,X,X
LSOITZJ,X,X,X,X
LSOIJTZ,X,X,X,X
LSOIJZT,X,X,X,X
LSOIZTJ,X,X,X,X
LSOIZJT,X,X,X,X
LSOJTIZ,X,X,X,X
LSOJTZI,X,X,X,X
LSOJITZ,X,X,X,X
LSOJIZT,X,X,X,X
LSOJZTI,X,X,X,X
LSOJZIT,X,X,X,X
LSOZTIJ,X,X,X,X
LSOZTJI,X,X,X,X
LSOZITJ,X,X,X,X
LSOZIJT,X,X,X,X
LSOZJTI,X,X,X,X
LSOZJIT,X,X,X,X
LZTIJSO,X,X,X,X
LZTIJOS,X,X,X,X
LZTISJO,X,X,X,X
LZTISOJ,X,X,X,X
LZTIOJS,X,X,X,X
LZTIOSJ,X,X,X,X
LZTJISO,X,X,X,X
LZTJIOS,X,X,X,X
LZTJSIO,X,X,X,X
LZTJSOI,X,X,X,X
LZTJOIS,X,X,X,X
LZTJOSI,X,X,X,X
LZTSIJO,X,X,X,X
LZTSIOJ,X,X,X,X
LZTSJIO,X,X,X,X
LZTSJOI,X,X,X,X
LZTSOIJ,X,X,X,X
LZTSOJI,X,X,X,X
LZTOIJS,X,X,X,X
LZTOISJ,X,X,X,X
LZTOJIS,X,X,X,X
LZTOJSI,X,X,X,X
LZTOSIJ,X,X,X,X
LZTOSJI,X,X,X,X
LZITJSO,X,X,X,X
LZITJOS,X,X,X,X
LZITSJO,X,X,X,X
LZITSOJ,X,X,X,X
LZITOJS,X,X,X,X
LZITOSJ,X,X,X,X
LZIJTSO,O,X,X,X
LZIJTOS,X,X,X,X
LZIJSTO,O,X,X,X
LZIJSOT,X,X,X,X
LZIJOTS,O,X,X,X
LZIJOST,O,X,X,X
LZISTJO,X,X,X,X
LZISTOJ,X,X,X,X
LZISJTO,O,X,X,X
LZISJOT,X,X,X,X
LZISOTJ,X,X,X,X
LZISOJT,O,X,X,X
LZIOTJS,X,X,X,X
LZIOTSJ,X,X,X,X
LZIOJTS,O,X,X,X
LZIOJST,O,X,X,X
LZIOSTJ,X,X,X,X
LZIOSJT,O,X,X,X
LZJTISO,O,X,X,X
LZJTIOS,X,X,X,X
LZJTSIO,O,X,X,X
LZJTSOI,X,X,X,X
LZJTOIS,X,X,X,X
LZJTOSI,X,X,X,X
LZJITSO,O,X,X,X
LZJITOS,X,X,X,X
LZJISTO,O,X,X,X
LZJISOT,X,X,X,X
LZJIOTS,O,X,X,X
LZJIOST,O,X,X,X
LZJSTIO,O,X,X,X
LZJSTOI,X,X,X,X
LZJSITO,O,X,X,X
LZJSIOT,X,X,X,X
LZJSOTI,X,X,X,X
LZJSOIT,X,X,X,X
LZJOTIS,O,X,X,X
LZJOTSI,O,X,X,X
LZJOITS,O,X,X,X
LZJOIST,O,X,X,X
LZJOSTI,O,X,X,X
LZJOSIT,O,X,X,X
LZSTIJO,X,X,X,X
LZSTIOJ,X,X,X,X
LZSTJIO,X,X,X,X
LZSTJOI,X,X,X,X
LZSTOIJ,X,X,X,X
LZSTOJI,X,X,X,X
LZSITJO,X,X,X,X
LZSITOJ,X,X,X,X
LZSIJTO,O,X,X,X
LZSIJOT,X,X,X,X
LZSIOTJ,X,X,X,X
LZSIOJT,O,X,X,X
LZSJTIO,O,X,X,X
LZSJTOI,X,X,X,X
LZSJITO,O,X,X,X
LZSJIOT,X,X,X,X
LZSJOTI,X,X,X,X
LZSJOIT,X,X,X,X
LZSOTIJ,X,X,X,X
LZSOTJI,X,X,X,X
LZSOITJ,X,X,X,X
LZSOIJT,O,X,X,X
LZSOJTI,O,X,X,X
LZSOJIT,O,X,X,X
LZOTIJS,X,X,X,X
LZOTISJ,X,X,X,X
LZOTJIS,X,X,X,X
LZOTJSI,X,X,X,X
LZOTSIJ,X,X,X,X
LZOTSJI,X,X,X,X
LZOITJS,X,X,X,X
LZOITSJ,X,X,X,X
LZOIJTS,O,X,X,X
LZOIJST,O,X,X,X
LZOISTJ,X,X,X,X
LZOISJT,O,X,X,X
LZOJTIS,O,X,X,X
LZOJTSI,O,X,X,X
LZOJITS,O,X,X,X
LZOJIST,O,X,X,X
LZOJSTI,O,X,X,X
LZOJSIT,O,X,X,X
LZOSTIJ,X,X,X,X
LZOSTJI,X,X,X,X
LZOSITJ,X,X,X,X
LZOSIJT,O,X,X,X
LZOSJTI,O,X,X,X
LZOSJIT,O,X,X,X
LOTIJSZ,X,X,X,X
LOTIJZS,X,X,X,X
LOTISJZ,X,X,X,X
LOTISZJ,X,X,X,X
LOTIZJS,X,X,X,X
LOTIZSJ,X,X,X,X
LOTJISZ,X,X,X,X
LOTJIZS,X,X,X,X
LOTJSIZ,X,X,X,X
LOTJSZI,X,X,X,X
LOTJZIS,X,X,X,X
LOTJZSI,X,X,X,X
LOTSIJZ,X,X,X,X
LOTSIZJ,X,X,X,X
LOTSJIZ,X,X,X,X
LOTSJZI,X,X,X,X
LOTSZIJ,X,X,X,X
LOTSZJI,X,X,X,X
LOTZIJS,X,X,X,X
LOTZISJ,X,X,X,X
LOTZJIS,X,X,X,X
LOTZJSI,X,X,X,X
LOTZSIJ,X,X,X,X
LOTZSJI,X,X,X,X
LOITJSZ,X,X,X,X
LOITJZS,X,X,X,X
LOITSJZ,X,X,X,X
LOITSZJ,X,X,X,X
LOITZJS,X,X,X,X
LOITZSJ,X,X,X,X
LOIJTSZ,X,X,X,X
LOIJTZS,O,X,X,X
LOIJSTZ,X,X,X,X
LOIJSZT,X,X,X,X
LOIJZTS,O,X,X,X
LOIJZST,O,X,X,X
LOISTJZ,X,X,X,X
LOISTZJ,X,X,X,X
LOISJTZ,X,X,X,X
LOISJZT,X,X,X,X
LOISZTJ,X,X,X,X
LOISZJT,X,X,X,X
LOIZTJS,X,X,X,X
LOIZTSJ,X,X,X,X
LOIZJTS,O,X,X,X
LOIZJST,O,X,X,X
LOIZSTJ,X,X,X,X
LOIZSJT,O,X,X,X
LOJTISZ,X,X,X,X
LOJTIZS,O,X,X,X
LOJTSIZ,X,X,X,X
LOJTSZI,X,X,X,X
LOJTZIS,O,X,X,X
LOJTZSI,O,X,X,X
LOJITSZ,X,X,X,X
LOJITZS,O,X,X,X
LOJISTZ,X,X,X,X
LOJISZT,X,X,X,X
LOJIZTS,O,X,X,X
LOJIZST,O,X,X,X
LOJSTIZ,X,X,X,X
LOJSTZI,X,X,X,X
LOJSITZ,X,X,X,X
LOJSIZT,X,X,X,X
LOJSZTI,X,X,X,X
LOJSZIT,X,X,X,X
LOJZTIS,O,X,X,X
LOJZTSI,O,X,X,X
LOJZITS,O,X,X,X
LOJZIST,O,X,X,X
LOJZSTI,O,X,X,X
LOJZSIT,O,X,X,X
LOSTIJZ,X,X,X,X
LOSTIZJ,X,X,X,X
LOSTJIZ,X,X,X,X
LOSTJZI,X,X,X,X
LOSTZIJ,X,X,X,X
LOSTZJI,X,X,X,X
LOSITJZ,X,X,X,X
LOSITZJ,X,X,X,X
LOSIJTZ,X,X,X,X
LOSIJZT,X,X,X,X
LOSIZTJ,X,X,X,X
LOSIZJT,X,X,X,X
LOSJTIZ,X,X,X,X
LOSJTZI,X,X,X,X
LOSJITZ,X,X,X,X
LOSJIZT,X,X,X,X
LOSJZTI,X,X,X,X
LOSJZIT,X,X,X,X
LOSZTIJ,X,X,X,X
LOSZTJI,X,X,X,X
LOSZITJ,X,X,X,X
LOSZIJT,X,X,X,X
LOSZJTI,X,X,X,X
LOSZJIT,X,X,X,X
LOZTIJS,X,X,X,X
LOZTISJ,X,X,X,X
LOZTJIS,X,X,X,X
LOZTJSI,X,X,X,X
LOZTSIJ,X,X,X,X
LOZTSJI,X,X,X,X
LOZITJS,X,X,X,X
LOZITSJ,X,X,X,X
LOZIJTS,O,X,X,X
LOZIJST,O,X,X,X
LOZISTJ,X,X,X,X
LOZISJT,O,X,X,X
LOZJTIS,O,X,X,X
LOZJTSI,O,X,X,X
LOZJITS,O,X,X,X
LOZJIST,O,X,X,X
LOZJSTI,O,X,X,X
LOZJSIT,O,X,X,X
LOZSTIJ,X,X,X,X
LOZSTJI,X,X,X,X
LOZSITJ,X,X,X,X
LOZSIJT,O,X,X,X
LOZSJTI,O,X,X,X
LOZSJIT,O,X,X,X
JTILSZO,X,X,X,X
JTILSOZ,X,X,X,X
JTILZSO,O,X,X,X
JTILZOS,X,X,X,X
JTILOSZ,X,X,X,X
JTILOZS,O,X,X,X
JTISLZO,X,X,X,X
JTISLOZ,X,X,X,X
JTISZLO,X,X,X,X
JTISZOL,X,X,X,X
JTISOLZ,X,X,X,X
JTISOZL,X,X,X,X
JTIZLSO,X,X,X,X
JTIZLOS,X,X,X,X
JTIZSLO,O,X,X,X
JTIZSOL,X,X,X,X
JTIZOLS,X,X,X,X
JTIZOSL,X,X,X,X
JTIOLSZ,X,X,X,X
JTIOLZS,O,X,X,X
JTIOSLZ,X,X,X,X
JTIOSZL,X,X,X,X
JTIOZLS,X,X,X,X
JTIOZSL,O,X,X,X
JTLISZO,X,X,X,X
JTLISOZ,X,X,X,X
JTLIZSO,O,X,X,X
JTLIZOS,X,X,X,X
JTLIOSZ,X,X,X,X
JTLIOZS,O,X,X,X
JTLSIZO,X,X,X,X
JTLSIOZ,X,X,X,X
JTLSZIO,X,X,X,X
JTLSZOI,X,X,X,X
JTLSOIZ,X,X,X,X
JTLSOZI,X,X,X,X
JTLZISO,O,X,X,X
JTLZIOS,X,X,X,X
JTLZSIO,O,X,X,X
JTLZSOI,X,X,X,X
JTLZOIS,X,X,X,X
JTLZOSI,X,X,X,X
JTLOISZ,X,X,X,X
JTLOIZS,O,X,X,X
JTLOSIZ,X,X,X,X
JTLOSZI,X,X,X,X
JTLOZIS,O,X,X,X
JTLOZSI,O,X,X,X
JTSILZO,X,X,X,X
JTSILOZ,X,X,X,X
JTSIZLO,X,X,X,X
JTSIZOL,X,X,X,X
JTSIOLZ,X,X,X,X
JTSIOZL,X,X,X,X
JTSLIZO,X,X,X,X
JTSLIOZ,X,X,X,X
JTSLZIO,X,X,X,X
JTSLZOI,X,X,X,X
JTSLOIZ,X,X,X,X
JTSLOZI,X,X,X,X
JTSZILO,X,X,X,X
JTSZIOL,X,X,X,X
JTSZLIO,X,X,X,X
JTSZLOI,X,X,X,X
JTSZOIL,X,X,X,X
JTSZOLI,X,X,X,X
JTSOILZ,X,X,X,X
JTSOIZL,X,X,X,X
JTSOLIZ,X,X,X,X
JTSOLZI,X,X,X,X
JTSOZIL,X,X,X,X
JTSOZLI,X,X,X,X
JTZILSO,X,X,X,X
JTZILOS,X,X,X,X
JTZISLO,O,X,X,X
JTZISOL,X,X,X,X
JTZIOLS,X,X,X,X
JTZIOSL,X,X,X,X
JTZLISO,O,X,X,X
JTZLIOS,X,X,X,X
JTZLSIO,O,X,X,X
JTZLSOI,X,X,X,X
JTZLOIS,X,X,X,X
JTZLOSI,X,X,X,X
JTZSILO,O,X,X,X
JTZSIOL,X,X,X,X
JTZSLIO,O,X,X,X
JTZSLOI,X,X,X,X
JTZSOIL,X,X,X,X
JTZSOLI,X,X,X,X
JTZOILS,X,X,X,X
JTZOISL,X,X,X,X
JTZOLIS,X,X,X,X
JTZOLSI,X,X,X,X
JTZOSIL,X,X,X,X
JTZOSLI,X,X,X,X
JTOILSZ,X,X,X,X
JTOILZS,O,X,X,X
JTOISLZ,X,X,X,X
JTOISZL,X,X,X,X
JTOIZLS,X,X,X,X
JTOIZSL,O,X,X,X
JTOLISZ,X,X,X,X
JTOLIZS,O,X,X,X
JTOLSIZ,X,X,X,X
JTOLSZI,X,X,X,X
JTOLZIS,O,X,X,X
JTOLZSI,O,X,X,X
JTOSILZ,X,X,X,X
JTOSIZL,X,X,X,X
JTOSLIZ,X,X,X,X
JTOSLZI,X,X,X,X
JTOSZIL,X,X,X,X
JTOSZLI,X,X,X,X
JTOZILS,X,X,X,X
JTOZISL,O,X,X,X
JTOZLIS,O,X,X,X
JTOZLSI,O,X,X,X
JTOZSIL,O,X,X,X
JTOZSLI,O,X,X,X
JITLSZO,X,X,X,X
JITLSOZ,X,X,X,X
JITLZSO,O,X,X,X
JITLZOS,X,X,X,X
JITLOSZ,X,X,X,X
JITLOZS,O,X,X,X
JITSLZO,X,X,X,X
JITSLOZ,X,X,X,X
JITSZLO,X,X,X,X
JITSZOL,X,X,X,X
JITSOLZ,X,X,X,X
JITSOZL,X,X,X,X
JITZLSO,X,X,X,X
JITZLOS,X,X,X,X
JITZSLO,O,X,X,X
JITZSOL,X,X,X,X
JITZOLS,X,X,X,X
JITZOSL,X,X,X,X
JITOLSZ,X,X,X,X
JITOLZS,O,X,X,X
JITOSLZ,X,X,X,X
JITOSZL,X,X,X,X
JITOZLS,X,X,X,X
JITOZSL,O,X,X,X
JILTSZO,X,X,X,X
JILTSOZ,X,X,X,X
JILTZSO,O,X,X,X
JILTZOS,X,X,X,X
JILTOSZ,X,X,X,X
JILTOZS,O,X,X,X
JILSTZO,X,X,X,X
JILSTOZ,X,X,X,X
JILSZTO,X,X,X,O
JILSZOT,X,X,X,O
JILSOTZ,X,X,X,X
JILSOZT,X,X,X,O
JILZTSO,O,X,X,O
JILZTOS,X,X,X,O
JILZSTO,O,X,X,O
JILZSOT,X,X,X,O
JILZOTS,O,X,X,O
JILZOST,O,X,X,O
JILOTSZ,X,X,X,X
JILOTZS,O,X,X,X
JILOSTZ,X,X,X,X
JILOSZT,X,X,X,O
JILOZTS,O,X,X,O
JILOZST,O,X,X,O
JISTLZO,X,X,X,X
JISTLOZ,X,X,X,X
JISTZLO,X,X,X,X
JISTZOL,X,X,X,X
JISTOLZ,X,X,X,X
JISTOZL,X,X,X,X
JISLTZO,X,X,X,X
JISLTOZ,X,X,X,X
JISLZTO,X,X,X,O
JISLZOT,X,X,X,O
JISLOTZ,X,X,X,X
JISLOZT,X,X,X,O
JISZTLO,X,X,X,O
JISZTOL,X,X,X,X
JISZLTO,X,X,X,O
JISZLOT,X,X,X,O
JISZOTL,X,X,X,X
JISZOLT,X,X,X,X
JISOTLZ,X,X,X,X
JISOTZL,X,X,X,X
JISOLTZ,X,X,X,X
JISOLZT,X,X,X,X
JISOZTL,X,X,X,X
JISOZLT,X,X,X,X
JIZTLSO,X,X,X,O
JIZTLOS,X,X,X,O
JIZTSLO,O,X,X,O
JIZTSOL,X,X,X,X
JIZTOLS,X,X,X,X
JIZTOSL,X,X,X,X
JIZLTSO,X,X,X,O
JIZLTOS,X,X,X,O
JIZLSTO,X,X,X,O
JIZLSOT,X,X,X,O
JIZLOTS,X,X,X,O
JIZLOST,X,X,X,O
JIZSTLO,O,X,X,O
JIZSTOL,X,X,X,X
JIZSLTO,X,X,X,O
JIZSLOT,X,X,X,O
JIZSOTL,X,X,X,X
JIZSOLT,X,X,X,X
JIZOTLS,X,X,X,X
JIZOTSL,O,X,X,X
JIZOLTS,X,X,X,X
JIZOLST,X,X,X,X
JIZOSTL,O,X,X,X
JIZOSLT,X,X,X,X
JIOTLSZ,X,X,X,X
JIOTLZS,O,X,X,X
JIOTSLZ,X,X,X,X
JIOTSZL,X,X,X,X
JIOTZLS,X,X,X,X
JIOTZSL,O,X,X,X
JIOLTSZ,X,X,X,X
JIOLTZS,O,X,X,X
JIOLSTZ,X,X,X,X
JIOLSZT,X,X,X,X
JIOLZTS,O,X,X,X
JIOLZST,O,X,X,X
JIOSTLZ,X,X,X,X
JIOSTZL,X,X,X,X
JIOSLTZ,X,X,X,X
JIOSLZT,X,X,X,X
JIOSZTL,X,X,X,X
JIOSZLT,X,X,X,X
JIOZTLS,X,X,X,X
JIOZTSL,O,X,X,X
JIOZLTS,X,X,X,X
JIOZLST,X,X,X,X
JIOZSTL,O,X,X,X
JIOZSLT,X,X,X,X
JLTISZO,X,X,X,X
JLTISOZ,X,X,X,X
JLTIZSO,O,X,X,X
JLTIZOS,X,X,X,X
JLTIOSZ,X,X,X,X
JLTIOZS,O,X,X,X
JLTSIZO,X,X,X,X
JLTSIOZ,X,X,X,X
JLTSZIO,X,X,X,X
JLTSZOI,X,X,X,X
JLTSOIZ,X,X,X,X
JLTSOZI,X,X,X,X
JLTZISO,O,X,X,X
JLTZIOS,X,X,X,X
JLTZSIO,O,X,X,X
JLTZSOI,X,X,X,X
JLTZOIS,X,X,X,X
JLTZOSI,X,X,X,X
JLTOISZ,X,X,X,X
JLTOIZS,O,X,X,X
JLTOSIZ,X,X,X,X
JLTOSZI,X,X,X,X
JLTOZIS,O,X,X,X
JLTOZSI,O,X,X,X
JLITSZO,X,X,X,X
JLITSOZ,X,X,X,X
JLITZSO,O,X,X,X
JLITZOS,X,X,X,X
JLITOSZ,X,X,X,X
JLITOZS,O,X,X,X
JLISTZO,X,X,X,X
JLISTOZ,X,X,X,X
JLISZTO,X,X,X,X
JLISZOT,X,X,X,X
JLISOTZ,X,X,X,X
JLISOZT,X,X,X,X
JLIZTSO,O,X,X,X
JLIZTOS,X,X,X,X
JLIZSTO,O,X,X,X
JLIZSOT,X,X,X,X
JLIZOTS,O,X,X,X
JLIZOST,O,X,X,X
JLIOTSZ,X,X,X,X
JLIOTZS,O,X,X,X
JLIOSTZ,X,X,X,X
JLIOSZT,X,X,X,X
JLIOZTS,O,X,X,X
JLIOZST,O,X,X,X
JLSTIZO,X,X,X,X
JLSTIOZ,X,X,X,X
JLSTZIO,X,X,X,X
JLSTZOI,X,X,X,X
JLSTOIZ,X,X,X,X
JLSTOZI,X,X,X,X
JLSITZO,X,X,X,X
JLSITOZ,X,X,X,X
JLSIZTO,X,X,X,X
JLSIZOT,X,X,X,X
JLSIOTZ,X,X,X,X
JLSIOZT,X,X,X,X
JLSZTIO,X,X,X,X
JLSZTOI,X,X,X,X
JLSZITO,X,X,X,X
JLSZIOT,X,X,X,X
JLSZOTI,X,X,X,X
JLSZOIT,X,X,X,X
JLSOTIZ,X,X,X,X
JLSOTZI,X,X,X,X
JLSOITZ,X,X,X,X
JLSOIZT,X,X,X,X
JLSOZTI,X,X,X,X
JLSOZIT,X,X,X,X
JLZTISO,O,X,X,X
JLZTIOS,X,X,X,X
JLZTSIO,O,X,X,X
JLZTSOI,X,X,X,X
JLZTOIS,X,X,X,X
JLZTOSI,X,X,X,X
JLZITSO,O,X,X,X
JLZITOS,X,X,X,X
JLZISTO,O,X,X,X
JLZISOT,X,X,X,X
JLZIOTS,O,X,X,X
JLZIOST,O,X,X,X
JLZSTIO,O,X,X,X
JLZSTOI,X,X,X,X
JLZSITO,O,X,X,X
JLZSIOT,X,X,X,X
JLZSOTI,X,X,X,X
JLZSOIT,X,X,X,X
JLZOTIS,O,X,X,X
JLZOTSI,O,X,X,X
JLZOITS,O,X,X,X
JLZOIST,O,X,X,X
JLZOSTI,O,X,X,X
JLZOSIT,O,X,X,X
JLOTISZ,X,X,X,X
JLOTIZS,O,X,X,X
JLOTSIZ,X,X,X,X
JLOTSZI,X,X,X,X
JLOTZIS,O,X,X,X
JLOTZSI,O,X,X,X
JLOITSZ,X,X,X,X
JLOITZS,O,X,X,X
JLOISTZ,X,X,X,X
JLOISZT,X,X,X,X
JLOIZTS,O,X,X,X
JLOIZST,O,X,X,X
JLOSTIZ,X,X,X,X
JLOSTZI,X,X,X,X
JLOSITZ,X,X,X,X
JLOSIZT,X,X,X,X
JLOSZTI,X,X,X,X
JLOSZIT,X,X,X,X
JLOZTIS,O,X,X,X
JLOZTSI,O,X,X,X
JLOZITS,O,X,X,X
JLOZIST,O,X,X,X
JLOZSTI,O,X,X,X
JLOZSIT,O,X,X,X
JSTILZO,X,X,X,X
JSTILOZ,X,X,X,X
JSTIZLO,X,X,X,X
JSTIZOL,X,X,X,X
JSTIOLZ,X,X,X,X
JSTIOZL,X,X,X,X
JSTLIZO,X,X,X,X
JSTLIOZ,X,X,X,X
JSTLZIO,X,X,X,X
JSTLZOI,X,X,X,X
JSTLOIZ,X,X,X,X
JSTLOZI,X,X,X,X
JSTZILO,X,X,X,X
JSTZIOL,X,X,X,X
JSTZLIO,X,X,X,X
JSTZLOI,X,X,X,X
JSTZOIL,X,X,X,X
JSTZOLI,X,X,X,X
JSTOILZ,X,X,X,X
JSTOIZL,X,X,X,X
JSTOLIZ,X,X,X,X
JSTOLZI,X,X,X,X
JSTOZIL,X,X,X,X
JSTOZLI,X,X,X,X
JSITLZO,X,X,X,X
JSITLOZ,X,X,X,X
JSITZLO,X,X,X,X
JSITZOL,X,X,X,X
JSITOLZ,X,X,X,X
JSITOZL,X,X,X,X
JSILTZO,X,X,X,X
JSILTOZ,X,X,X,X
JSILZTO,X,X,X,O
JSILZOT,X,X,X,O
JSILOTZ,X,X,X,X
JSILOZT,X,X,X,O
JSIZTLO,X,X,X,O
JSIZTOL,X,X,X,X
JSIZLTO,X,X,X,O
JSIZLOT,X,X,X,O
