sequence,v115@QhA8AeB8AeA8CeB8AeD8CeB8JeZEJvhFzfBulBFiBX?jB0mBSxB,v115@QhA8AeB8AeA8CeB8AeD8CeB8JeZEJvhFCgB0hBXjBl?lBTnBWxB,v115@QhA8AeB8AeA8CeB8AeD8CeB8Jex/IvhF0hBXjBOpBl?lBCsBTsB,v115@QhA8AeB8AeA8CeB8AeD8CeB8Jex/IvhF0hBXjBOpBl?lB6sBzrB
JSIZTLO,X,O,X,X
JSIZTOL,O,X,X,X
JSIZLTO,X,X,X,X
JSIZLOT,X,X,X,X
JSIZOTL,O,X,X,X
JSIZOLT,X,X,X,X
JSIOTLZ,O,X,X,X
JSIOTZL,O,X,X,X
JSIOLTZ,O,X,X,X
JSIOLZT,O,X,X,X
JSIOZTL,O,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,X,X,O,X
JSLTIOZ,O,X,X,X
JSLTZIO,X,X,O,X
JSLTZOI,X,X,O,X
JSLTOIZ,O,X,X,X
JSLTOZI,X,X,X,X
JSLITZO,X,X,X,X
JSLITOZ,O,X,X,X
JSLIZTO,O,X,X,X
JSLIZOT,O,X,X,X
JSLIOTZ,O,X,X,X
JSLIOZT,O,X,X,X
JSLZTIO,O,X,O,X
JSLZTOI,O,X,O,X
JSLZITO,O,X,X,X
JSLZIOT,O,X,X,X
JSLZOTI,O,X,X,X
JSLZOIT,O,X,X,X
JSLOTIZ,O,X,X,X
JSLOTZI,X,X,X,X
JSLOITZ,O,X,X,X
JSLOIZT,O,X,X,X
JSLOZTI,O,X,X,X
JSLOZIT,O,X,X,X
JSZTILO,X,O,X,X
JSZTIOL,O,X,X,X
JSZTLIO,X,O,X,X
JSZTLOI,X,X,X,X
JSZTOIL,O,X,X,X
JSZTOLI,X,X,X,X
JSZITLO,X,O,X,X
JSZITOL,O,X,X,X
JSZILTO,X,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,O,X,X,X
JSZIOLT,X,X,X,X
JSZLTIO,X,X,X,X
JSZLTOI,X,X,X,X
JSZLITO,X,X,X,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,X,X
JSZLOIT,X,X,X,X
JSZOTIL,O,X,X,X
JSZOTLI,X,X,X,X
JSZOITL,O,X,X,X
JSZOILT,X,X,X,X
JSZOLTI,X,X,X,X
JSZOLIT,X,X,X,X
JSOTILZ,O,X,X,X
JSOTIZL,O,X,X,O
JSOTLIZ,X,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,O
JSOTZLI,X,X,X,O
JSOITLZ,O,X,X,X
JSOITZL,O,X,X,X
JSOILTZ,O,X,X,X
JSOILZT,O,X,X,X
JSOIZTL,O,X,X,X
JSOIZLT,X,X,X,X
JSOLTIZ,O,X,X,X
JSOLTZI,X,X,X,X
JSOLITZ,O,X,X,X
JSOLIZT,O,X,X,X
JSOLZTI,O,X,X,X
JSOLZIT,O,X,X,X
JSOZTIL,O,X,X,O
JSOZTLI,X,X,X,O
JSOZITL,O,X,X,X
JSOZILT,X,X,X,X
JSOZLTI,X,X,X,X
JSOZLIT,X,X,X,X
JZTILSO,X,O,X,X
JZTILOS,X,X,X,X
JZTISLO,X,O,X,X
JZTISOL,O,X,X,X
JZTIOLS,X,X,X,X
JZTIOSL,O,X,X,X
JZTLISO,X,O,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,O,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,O,X,X
JZTSIOL,O,X,X,X
JZTSLIO,X,O,X,X
JZTSLOI,X,X,X,X
JZTSOIL,O,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,O,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,O,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,O,X,X
JZITLOS,X,X,X,X
JZITSLO,X,O,X,X
JZITSOL,O,X,X,X
JZITOLS,X,X,X,X
JZITOSL,O,X,X,X
JZILTSO,O,X,X,X
JZILTOS,O,X,X,X
JZILSTO,O,X,X,X
JZILSOT,O,X,X,X
JZILOTS,O,X,X,X
JZILOST,O,X,X,X
JZISTLO,X,O,X,X
JZISTOL,O,X,X,X
JZISLTO,X,X,X,X
JZISLOT,X,X,X,X
JZISOTL,O,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,X,X,X
JZIOTSL,O,X,X,X
JZIOLTS,O,X,X,X
JZIOLST,O,X,X,X
JZIOSTL,O,X,X,X
JZIOSLT,X,X,X,X
JZLTISO,O,X,X,X
JZLTIOS,O,X,X,X
JZLTSIO,O,X,X,X
JZLTSOI,O,X,X,X
JZLTOIS,O,X,X,X
JZLTOSI,O,X,X,X
JZLITSO,O,X,X,X
JZLITOS,O,X,X,X
JZLISTO,O,X,X,X
JZLISOT,O,X,X,X
JZLIOTS,O,X,X,X
JZLIOST,O,X,X,X
JZLSTIO,O,X,X,X
JZLSTOI,O,X,X,X
JZLSITO,O,X,X,X
JZLSIOT,O,X,X,X
JZLSOTI,O,X,X,X
JZLSOIT,O,X,X,X
JZLOTIS,O,X,X,X
JZLOTSI,O,X,X,X
JZLOITS,O,X,X,X
JZLOIST,O,X,X,X
JZLOSTI,O,X,X,X
JZLOSIT,O,X,X,X
JZSTILO,X,O,X,X
JZSTIOL,O,X,X,X
JZSTLIO,X,O,X,X
JZSTLOI,X,X,X,X
JZSTOIL,O,X,X,X
JZSTOLI,X,X,X,X
JZSITLO,X,O,X,X
JZSITOL,O,X,X,X
JZSILTO,X,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,O,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,X,X,X,X
JZSLTOI,X,X,X,X
JZSLITO,X,X,X,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,X,X
JZSLOIT,X,X,X,X
JZSOTIL,O,X,X,X
JZSOTLI,X,X,X,X
JZSOITL,O,X,X,X
JZSOILT,X,X,X,X
JZSOLTI,X,X,X,X
JZSOLIT,X,X,X,X
JZOTILS,X,X,X,X
JZOTISL,O,X,X,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,O,X,X,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,O,X,X,X
JZOILTS,O,X,X,X
JZOILST,O,X,X,X
JZOISTL,O,X,X,X
JZOISLT,X,X,X,X
JZOLTIS,O,X,X,X
JZOLTSI,O,X,X,X
JZOLITS,O,X,X,X
JZOLIST,O,X,X,X
JZOLSTI,O,X,X,X
JZOLSIT,O,X,X,X
JZOSTIL,O,X,X,X
JZOSTLI,X,X,X,X
JZOSITL,O,X,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,X,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,X,X
JOTILZS,X,X,X,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,O
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,O
JOTLISZ,X,X,X,X
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,O
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,O
JOTSZLI,X,X,X,O
JOTZILS,X,X,X,X
JOTZISL,X,X,X,O
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,O
JOTZSLI,X,X,X,O
JOITLSZ,X,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,O,X,X,X
JOILSZT,O,X,X,X
JOILZTS,O,X,X,X
JOILZST,O,X,X,X
JOISTLZ,O,X,X,X
JOISTZL,O,X,X,X
JOISLTZ,O,X,X,X
JOISLZT,O,X,X,X
JOISZTL,O,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,O,X,X,X
JOIZLTS,O,X,X,X
JOIZLST,O,X,X,X
JOIZSTL,O,X,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,X,X
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,O,X,X,X
JOLISZT,O,X,X,X
JOLIZTS,O,X,X,X
JOLIZST,O,X,X,X
JOLSTIZ,O,X,X,X
JOLSTZI,X,X,X,X
JOLSITZ,O,X,X,X
JOLSIZT,O,X,X,X
JOLSZTI,O,X,X,X
JOLSZIT,O,X,X,X
JOLZTIS,O,X,X,X
JOLZTSI,O,X,X,X
JOLZITS,O,X,X,X
JOLZIST,O,X,X,X
JOLZSTI,O,X,X,X
JOLZSIT,O,X,X,X
JOSTILZ,O,X,X,X
JOSTIZL,O,X,X,O
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,O
JOSTZLI,X,X,X,O
JOSITLZ,O,X,X,X
JOSITZL,O,X,X,X
JOSILTZ,O,X,X,X
JOSILZT,O,X,X,X
JOSIZTL,O,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,O,X,X,X
JOSLTZI,X,X,X,X
JOSLITZ,O,X,X,X
JOSLIZT,O,X,X,X
JOSLZTI,O,X,X,X
JOSLZIT,O,X,X,X
JOSZTIL,O,X,X,O
JOSZTLI,X,X,X,O
JOSZITL,O,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,X
JOSZLIT,X,X,X,X
JOZTILS,X,X,X,X
JOZTISL,O,X,X,O
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,O,X,X,O
JOZTSLI,X,X,X,O
JOZITLS,X,X,X,X
JOZITSL,O,X,X,X
JOZILTS,O,X,X,X
JOZILST,O,X,X,X
JOZISTL,O,X,X,X
JOZISLT,X,X,X,X
JOZLTIS,O,X,X,X
JOZLTSI,O,X,X,X
JOZLITS,O,X,X,X
JOZLIST,O,X,X,X
JOZLSTI,O,X,X,X
JOZLSIT,O,X,X,X
JOZSTIL,O,X,X,O
JOZSTLI,X,X,X,O
JOZSITL,O,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,X,O,X,X
STILJOZ,X,X,X,X
STILZJO,X,O,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,O,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,O,X,X
STIJZOL,X,X,X,X
STIJOLZ,O,X,X,X
STIJOZL,O,X,X,X
STIZLJO,X,O,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,X,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,O,X,X,X
STIOJZL,O,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,O,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,O,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,O,O,X
STLJIOZ,X,X,X,X
STLJZIO,X,O,O,X
STLJZOI,X,X,O,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,X,O,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,X,O,X
STLZJOI,X,X,O,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,X,X,X,X
STJILZO,X,O,O,X
STJILOZ,X,X,X,X
STJIZLO,X,O,O,O
STJIZOL,X,X,X,O
STJIOLZ,O,X,X,X
STJIOZL,O,X,X,O
STJLIZO,X,O,O,X
STJLIOZ,X,X,X,X
STJLZIO,X,O,O,X
STJLZOI,X,X,O,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,X,O,O,O
STJZIOL,X,X,X,O
STJZLIO,X,O,O,O
STJZLOI,X,X,O,X
STJZOIL,X,X,X,O
STJZOLI,X,X,X,O
STJOILZ,O,X,X,X
STJOIZL,O,X,X,O
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,X,O
STJOZLI,X,X,X,O
STZILJO,X,O,X,X
STZILOJ,X,X,X,X
STZIJLO,X,X,X,X
STZIJOL,X,X,X,X
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,X
STZLIJO,X,O,X,X
STZLIOJ,X,X,X,X
STZLJIO,X,X,X,X
STZLJOI,X,X,X,X
STZLOIJ,X,X,X,X
STZLOJI,X,X,X,X
STZJILO,X,X,O,O
STZJIOL,X,X,X,O
STZJLIO,X,X,O,O
STZJLOI,X,X,O,X
STZJOIL,X,X,X,O
STZJOLI,X,X,X,O
STZOILJ,X,X,X,X
STZOIJL,X,X,X,X
STZOLIJ,X,X,X,X
STZOLJI,X,X,X,X
STZOJIL,X,X,X,X
STZOJLI,X,X,X,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,O,X,X,X
STOIJZL,O,X,X,X
STOIZLJ,X,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,X,X,X,X
STOJILZ,O,X,X,X
STOJIZL,O,X,X,O
STOJLIZ,X,X,X,X
STOJLZI,X,X,X,X
STOJZIL,X,X,X,O
STOJZLI,X,X,X,O
STOZILJ,X,X,X,X
STOZIJL,X,X,X,X
STOZLIJ,X,X,X,X
STOZLJI,X,X,X,X
STOZJIL,X,X,X,O
STOZJLI,X,X,X,O
SITLJZO,X,O,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,O,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,O,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,O,X,X
SITJZOL,X,X,X,X
SITJOLZ,O,X,X,X
SITJOZL,O,X,X,X
SITZLJO,X,O,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,O,X,X,X
SITOJZL,O,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,O,X,X,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,O,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,O,X,X,X
SILJZTO,O,X,X,X
SILJZOT,O,X,X,X
SILJOTZ,O,X,X,X
SILJOZT,O,X,X,X
SILZTJO,O,X,X,X
SILZTOJ,O,X,X,X
SILZJTO,O,X,X,X
SILZJOT,O,X,X,X
SILZOTJ,O,X,X,X
SILZOJT,O,X,X,X
SILOTJZ,O,X,X,X
SILOTZJ,X,X,X,X
SILOJTZ,O,X,X,X
SILOJZT,O,X,X,X
SILOZTJ,O,X,X,X
SILOZJT,O,X,X,X
SIJTLZO,X,O,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,O,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,O,X,X,X
SIJTOZL,O,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,O,X,X,X
SIJLZTO,O,X,X,X
SIJLZOT,O,X,X,X
SIJLOTZ,O,X,X,X
SIJLOZT,O,X,X,X
SIJZTLO,X,O,X,X
SIJZTOL,O,X,X,X
SIJZLTO,X,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,O,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,O,X,X,X
SIJOTZL,O,X,X,X
SIJOLTZ,O,X,X,X
SIJOLZT,O,X,X,X
SIJOZTL,O,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,X,X,X
SIZTJOL,O,X,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,O,X,X,X
SIZLTJO,X,X,X,X
SIZLTOJ,X,X,X,X
SIZLJTO,X,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,O,X,X,X
SIZJLTO,X,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,O,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,O,X,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,O,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,O,X,X,X
SIOTJZL,O,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,O,X,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,O,X,X,X
SIOLJZT,O,X,X,X
SIOLZTJ,O,X,X,X
SIOLZJT,O,X,X,X
SIOJTLZ,O,X,X,X
SIOJTZL,O,X,X,X
SIOJLTZ,O,X,X,X
SIOJLZT,O,X,X,X
SIOJZTL,O,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,O,X,X,X
SIOZLTJ,X,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,O,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,X,X
SLTIJOZ,O,X,X,X
SLTIZJO,X,X,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,O,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,X,X,O,X
SLTJIOZ,O,X,X,X
SLTJZIO,X,X,O,X
SLTJZOI,X,X,O,X
SLTJOIZ,O,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,X,X,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,X,X,O,X
SLTZJOI,X,X,O,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,O,X,X,X
SLTOIZJ,X,X,X,X
SLTOJIZ,O,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,X,X,X,X
SLITJOZ,O,X,X,X
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,O,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,O,X,X,X
SLIJZTO,O,X,X,X
SLIJZOT,O,X,X,X
SLIJOTZ,O,X,X,X
SLIJOZT,O,X,X,X
SLIZTJO,O,X,X,X
SLIZTOJ,O,X,X,X
SLIZJTO,O,X,X,X
SLIZJOT,O,X,X,X
SLIZOTJ,O,X,X,X
SLIZOJT,O,X,X,X
SLIOTJZ,O,X,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,O,X,X,X
SLIOJZT,O,X,X,X
SLIOZTJ,O,X,X,X
SLIOZJT,O,X,X,X
SLJTIZO,X,X,O,X
SLJTIOZ,O,X,X,X
SLJTZIO,X,X,O,X
SLJTZOI,X,X,O,X
SLJTOIZ,O,X,X,X
SLJTOZI,X,X,X,X
SLJITZO,X,X,X,X
SLJITOZ,O,X,X,X
SLJIZTO,O,X,X,X
SLJIZOT,O,X,X,X
SLJIOTZ,O,X,X,X
SLJIOZT,O,X,X,X
SLJZTIO,O,X,O,X
SLJZTOI,O,X,O,X
SLJZITO,O,X,X,X
SLJZIOT,O,X,X,X
SLJZOTI,O,X,X,X
SLJZOIT,O,X,X,X
SLJOTIZ,O,X,X,X
SLJOTZI,X,X,X,X
SLJOITZ,O,X,X,X
SLJOIZT,O,X,X,X
SLJOZTI,O,X,X,X
SLJOZIT,O,X,X,X
SLZTIJO,O,X,X,X
SLZTIOJ,O,X,X,X
SLZTJIO,O,X,O,X
SLZTJOI,O,X,O,X
SLZTOIJ,O,X,X,X
SLZTOJI,O,X,X,X
SLZITJO,O,X,X,X
SLZITOJ,O,X,X,X
SLZIJTO,O,X,X,X
SLZIJOT,O,X,X,X
SLZIOTJ,O,X,X,X
SLZIOJT,O,X,X,X
SLZJTIO,O,X,O,X
SLZJTOI,O,X,O,X
SLZJITO,O,X,X,X
SLZJIOT,O,X,X,X
SLZJOTI,O,X,X,X
SLZJOIT,O,X,X,X
SLZOTIJ,O,X,X,X
SLZOTJI,O,X,X,X
SLZOITJ,O,X,X,X
SLZOIJT,O,X,X,X
SLZOJTI,O,X,X,X
SLZOJIT,O,X,X,X
SLOTIJZ,O,X,X,X
SLOTIZJ,X,X,X,X
SLOTJIZ,O,X,X,X
SLOTJZI,X,X,X,X
SLOTZIJ,X,X,X,X
SLOTZJI,X,X,X,X
SLOITJZ,O,X,X,X
SLOITZJ,X,X,X,X
SLOIJTZ,O,X,X,X
SLOIJZT,O,X,X,X
SLOIZTJ,O,X,X,X
SLOIZJT,O,X,X,X
SLOJTIZ,O,X,X,X
SLOJTZI,X,X,X,X
SLOJITZ,O,X,X,X
SLOJIZT,O,X,X,X
SLOJZTI,O,X,X,X
SLOJZIT,O,X,X,X
SLOZTIJ,O,X,X,X
SLOZTJI,O,X,X,X
SLOZITJ,O,X,X,X
SLOZIJT,O,X,X,X
SLOZJTI,O,X,X,X
SLOZJIT,O,X,X,X
SJTILZO,X,O,O,X
SJTILOZ,X,X,X,X
SJTIZLO,X,O,O,O
SJTIZOL,X,X,X,O
SJTIOLZ,O,X,X,X
SJTIOZL,O,X,X,O
SJTLIZO,X,O,O,X
SJTLIOZ,X,X,X,X
SJTLZIO,X,O,O,X
SJTLZOI,X,X,O,X
SJTLOIZ,X,X,X,X
SJTLOZI,X,X,X,X
SJTZILO,X,O,O,O
SJTZIOL,X,X,X,O
SJTZLIO,X,O,O,O
SJTZLOI,X,X,O,X
SJTZOIL,X,X,X,O
SJTZOLI,X,X,X,O
SJTOILZ,O,X,X,X
SJTOIZL,O,X,X,O
SJTOLIZ,X,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,X,X,X,O
SJTOZLI,X,X,X,O
SJITLZO,X,O,X,X
SJITLOZ,X,X,X,X
SJITZLO,X,O,X,X
SJITZOL,X,X,X,X
SJITOLZ,O,X,X,X
SJITOZL,O,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,O,X,X,X
SJILZOT,O,X,X,X
SJILOTZ,O,X,X,X
SJILOZT,O,X,X,X
SJIZTLO,X,O,X,X
SJIZTOL,O,X,X,X
SJIZLTO,X,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,O,X,X,X
SJIZOLT,X,X,X,X
SJIOTLZ,O,X,X,X
SJIOTZL,O,X,X,X
SJIOLTZ,O,X,X,X
SJIOLZT,O,X,X,X
SJIOZTL,O,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,X,X,O,X
SJLTIOZ,O,X,X,X
SJLTZIO,X,X,O,X
SJLTZOI,X,X,O,X
SJLTOIZ,O,X,X,X
SJLTOZI,X,X,X,X
SJLITZO,X,X,X,X
SJLITOZ,O,X,X,X
SJLIZTO,O,X,X,X
SJLIZOT,O,X,X,X
SJLIOTZ,O,X,X,X
SJLIOZT,O,X,X,X
SJLZTIO,O,X,O,X
SJLZTOI,O,X,O,X
SJLZITO,O,X,X,X
SJLZIOT,O,X,X,X
SJLZOTI,O,X,X,X
SJLZOIT,O,X,X,X
SJLOTIZ,O,X,X,X
SJLOTZI,X,X,X,X
SJLOITZ,O,X,X,X
SJLOIZT,O,X,X,X
SJLOZTI,O,X,X,X
SJLOZIT,O,X,X,X
SJZTILO,X,O,X,X
SJZTIOL,O,X,X,X
SJZTLIO,X,O,X,X
SJZTLOI,X,X,X,X
SJZTOIL,O,X,X,X
SJZTOLI,X,X,X,X
SJZITLO,X,O,X,X
SJZITOL,O,X,X,X
SJZILTO,X,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,O,X,X,X
SJZIOLT,X,X,X,X
SJZLTIO,X,X,X,X
SJZLTOI,X,X,X,X
SJZLITO,X,X,X,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,X,X
SJZLOIT,X,X,X,X
SJZOTIL,O,X,X,X
SJZOTLI,X,X,X,X
SJZOITL,O,X,X,X
SJZOILT,X,X,X,X
SJZOLTI,X,X,X,X
SJZOLIT,X,X,X,X
SJOTILZ,O,X,X,X
SJOTIZL,O,X,X,O
SJOTLIZ,X,X,X,X
SJOTLZI,X,X,X,X
SJOTZIL,X,X,X,O
SJOTZLI,X,X,X,O
SJOITLZ,O,X,X,X
SJOITZL,O,X,X,X
SJOILTZ,O,X,X,X
SJOILZT,O,X,X,X
SJOIZTL,O,X,X,X
SJOIZLT,X,X,X,X
SJOLTIZ,O,X,X,X
SJOLTZI,X,X,X,X
SJOLITZ,O,X,X,X
SJOLIZT,O,X,X,X
SJOLZTI,O,X,X,X
SJOLZIT,O,X,X,X
SJOZTIL,O,X,X,O
SJOZTLI,X,X,X,O
SJOZITL,O,X,X,X
SJOZILT,X,X,X,X
SJOZLTI,X,X,X,X
SJOZLIT,X,X,X,X
SZTILJO,X,X,X,X
SZTILOJ,X,X,X,X
SZTIJLO,X,X,X,X
SZTIJOL,O,X,X,X
SZTIOLJ,X,X,X,X
SZTIOJL,O,X,X,X
SZTLIJO,X,X,X,X
SZTLIOJ,X,X,X,X
SZTLJIO,X,X,X,X
SZTLJOI,X,X,X,X
SZTLOIJ,X,X,X,X
SZTLOJI,X,X,X,X
SZTJILO,X,X,X,X
SZTJIOL,O,X,X,X
SZTJLIO,X,X,X,X
SZTJLOI,X,X,X,X
SZTJOIL,O,X,X,X
SZTJOLI,X,X,X,X
SZTOILJ,X,X,X,X
SZTOIJL,O,X,X,X
SZTOLIJ,X,X,X,X
SZTOLJI,X,X,X,X
SZTOJIL,O,X,X,X
SZTOJLI,X,X,X,X
SZITLJO,X,X,X,X
SZITLOJ,X,X,X,X
SZITJLO,X,X,X,X
SZITJOL,O,X,X,X
SZITOLJ,X,X,X,X
SZITOJL,O,X,X,X
SZILTJO,X,X,X,X
SZILTOJ,X,X,X,X
SZILJTO,X,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,X,X,X,X
SZIJTOL,O,X,X,X
SZIJLTO,X,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,O,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,O,X,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,O,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,X,X,X,X
SZLTIOJ,X,X,X,X
SZLTJIO,X,X,X,X
SZLTJOI,X,X,X,X
SZLTOIJ,X,X,X,X
SZLTOJI,X,X,X,X
SZLITJO,X,X,X,X
SZLITOJ,X,X,X,X
SZLIJTO,X,X,X,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,X,X,X,X
SZLJTOI,X,X,X,X
SZLJITO,X,X,X,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,X
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,X
