sequence,v115@QhA8GeC8AeC8AeE8JeZEJvhFukBUhBFiBXjBTlBirB,v115@QhA8GeC8AeC8AeE8JeZEJvhFzfBFhBOnBXjBSqBcrB,v115@QhA8GeC8AeC8AeE8JecFJvhFxhBXjBTkBmmBFrBipB
STZIOLJ,X,X,X
STZIOJL,X,X,X
STZLIJO,X,X,X
STZLIOJ,X,X,X
STZLJIO,X,X,X
STZLJOI,X,X,X
STZLOIJ,X,X,X
STZLOJI,X,X,X
STZJILO,X,X,X
STZJIOL,X,X,O
STZJLIO,X,X,X
STZJLOI,X,X,X
STZJOIL,X,X,O
STZJOLI,X,X,O
STZOILJ,X,X,X
STZOIJL,X,X,X
STZOLIJ,X,X,X
STZOLJI,X,X,X
STZOJIL,X,X,O
STZOJLI,X,X,O
STOILJZ,O,X,X
STOILZJ,O,X,X
STOIJLZ,O,X,X
STOIJZL,O,X,O
STOIZLJ,X,X,X
STOIZJL,O,X,X
STOLIJZ,O,X,X
STOLIZJ,O,X,X
STOLJIZ,O,X,X
STOLJZI,O,X,X
STOLZIJ,O,X,X
STOLZJI,O,X,X
STOJILZ,O,X,X
STOJIZL,O,X,O
STOJLIZ,O,X,X
STOJLZI,O,X,X
STOJZIL,O,X,O
STOJZLI,X,X,O
STOZILJ,X,X,X
STOZIJL,O,X,X
STOZLIJ,X,X,X
STOZLJI,X,X,X
STOZJIL,O,X,O
STOZJLI,X,X,O
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,X,X,X
SITJZOL,X,X,O
SITJOLZ,O,X,X
SITJOZL,O,X,O
SITZLJO,X,X,X
SITZLOJ,X,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,O,X,X
SITOLZJ,O,X,X
SITOJLZ,O,X,X
SITOJZL,O,X,O
SITOZLJ,X,X,X
SITOZJL,O,X,X
SILTJZO,O,X,X
SILTJOZ,X,X,X
SILTZJO,O,X,X
SILTZOJ,O,X,X
SILTOJZ,O,X,X
SILTOZJ,O,X,X
SILJTZO,O,X,X
SILJTOZ,X,X,X
SILJZTO,O,O,X
SILJZOT,X,O,X
SILJOTZ,X,X,X
SILJOZT,X,O,X
SILZTJO,O,O,X
SILZTOJ,O,O,X
SILZJTO,O,O,X
SILZJOT,X,O,X
SILZOTJ,O,O,X
SILZOJT,O,O,X
SILOTJZ,O,X,X
SILOTZJ,O,X,X
SILOJTZ,O,X,X
SILOJZT,O,O,X
SILOZTJ,O,O,X
SILOZJT,O,O,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,O,X,X
SIJTOZL,O,X,X
SIJLTZO,O,X,X
SIJLTOZ,X,X,X
SIJLZTO,O,O,X
SIJLZOT,X,O,X
SIJLOTZ,X,X,X
SIJLOZT,X,O,X
SIJZTLO,X,O,X
SIJZTOL,X,X,X
SIJZLTO,X,O,X
SIJZLOT,X,O,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,O,X,X
SIJOTZL,O,X,O
SIJOLTZ,O,X,X
SIJOLZT,O,X,X
SIJOZTL,O,X,X
SIJOZLT,O,X,X
SIZTLJO,X,O,X
SIZTLOJ,X,O,X
SIZTJLO,X,O,X
SIZTJOL,X,X,X
SIZTOLJ,X,X,X
SIZTOJL,X,X,X
SIZLTJO,X,O,X
SIZLTOJ,X,O,X
SIZLJTO,X,O,X
SIZLJOT,X,O,X
SIZLOTJ,X,O,X
SIZLOJT,X,O,X
SIZJTLO,X,O,X
SIZJTOL,X,X,X
SIZJLTO,X,O,X
SIZJLOT,X,O,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,O,X,X
SIOTLZJ,O,X,X
SIOTJLZ,O,X,X
SIOTJZL,O,X,O
SIOTZLJ,X,X,X
SIOTZJL,O,X,X
SIOLTJZ,O,X,X
SIOLTZJ,O,X,X
SIOLJTZ,O,X,X
SIOLJZT,O,X,X
SIOLZTJ,O,X,X
SIOLZJT,O,X,X
SIOJTLZ,O,X,X
SIOJTZL,O,X,O
SIOJLTZ,O,X,X
SIOJLZT,O,X,X
SIOJZTL,O,X,X
SIOJZLT,O,X,X
SIOZTLJ,X,X,X
SIOZTJL,O,X,X
SIOZLTJ,O,X,X
SIOZLJT,O,X,X
SIOZJTL,O,X,X
SIOZJLT,O,X,X
SLTIJZO,O,X,X
SLTIJOZ,X,X,X
SLTIZJO,O,X,X
SLTIZOJ,O,X,X
SLTIOJZ,O,X,X
SLTIOZJ,O,X,X
SLTJIZO,O,X,X
SLTJIOZ,X,X,X
SLTJZIO,O,X,X
SLTJZOI,X,X,X
SLTJOIZ,X,X,X
SLTJOZI,X,X,X
SLTZIJO,O,X,X
SLTZIOJ,O,X,X
SLTZJIO,O,X,X
SLTZJOI,X,X,X
SLTZOIJ,O,X,X
SLTZOJI,O,X,X
SLTOIJZ,O,X,X
SLTOIZJ,O,X,X
SLTOJIZ,O,X,X
SLTOJZI,O,X,X
SLTOZIJ,O,X,X
SLTOZJI,O,X,X
SLITJZO,O,X,X
SLITJOZ,X,X,X
SLITZJO,O,X,X
SLITZOJ,O,X,X
SLITOJZ,O,X,X
SLITOZJ,O,X,X
SLIJTZO,O,X,X
SLIJTOZ,X,X,X
SLIJZTO,O,O,X
SLIJZOT,X,O,X
SLIJOTZ,X,X,X
SLIJOZT,X,O,X
SLIZTJO,O,O,X
SLIZTOJ,O,O,X
SLIZJTO,O,O,X
SLIZJOT,X,O,X
SLIZOTJ,O,O,X
SLIZOJT,O,O,X
SLIOTJZ,O,X,X
SLIOTZJ,O,X,X
SLIOJTZ,O,X,X
SLIOJZT,O,O,X
SLIOZTJ,O,O,X
SLIOZJT,O,O,X
SLJTIZO,O,X,X
SLJTIOZ,X,X,X
SLJTZIO,O,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,O,X,X
SLJITOZ,X,X,X
SLJIZTO,O,O,X
SLJIZOT,X,O,X
SLJIOTZ,X,X,X
SLJIOZT,X,O,X
SLJZTIO,O,O,X
SLJZTOI,X,O,X
SLJZITO,O,O,X
SLJZIOT,X,O,X
SLJZOTI,X,O,X
SLJZOIT,X,O,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,X,O,X
SLJOZTI,X,O,X
SLJOZIT,X,O,X
SLZTIJO,O,O,X
SLZTIOJ,O,O,X
SLZTJIO,O,O,X
SLZTJOI,X,O,X
SLZTOIJ,O,O,X
SLZTOJI,O,O,X
SLZITJO,O,O,X
SLZITOJ,O,O,X
SLZIJTO,O,O,X
SLZIJOT,X,O,X
SLZIOTJ,O,O,X
SLZIOJT,O,O,X
SLZJTIO,O,O,X
SLZJTOI,X,O,X
SLZJITO,O,O,X
SLZJIOT,X,O,X
SLZJOTI,X,O,X
SLZJOIT,X,O,X
SLZOTIJ,O,O,X
SLZOTJI,O,O,X
SLZOITJ,O,O,X
SLZOIJT,O,O,X
SLZOJTI,O,O,X
SLZOJIT,O,O,X
SLOTIJZ,O,X,X
SLOTIZJ,O,X,X
SLOTJIZ,O,X,X
SLOTJZI,O,X,X
SLOTZIJ,O,X,X
SLOTZJI,O,X,X
SLOITJZ,O,X,X
SLOITZJ,O,X,X
SLOIJTZ,O,X,X
SLOIJZT,O,O,X
SLOIZTJ,O,O,X
SLOIZJT,O,O,X
SLOJTIZ,O,X,X
SLOJTZI,O,X,X
SLOJITZ,O,X,X
SLOJIZT,O,O,X
SLOJZTI,O,O,X
SLOJZIT,O,O,X
SLOZTIJ,O,O,X
SLOZTJI,O,O,X
SLOZITJ,O,O,X
SLOZIJT,O,O,X
SLOZJTI,O,O,X
SLOZJIT,O,O,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,O,X,X
SJTIOZL,O,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,X,X
SJTLOZI,X,X,X
SJTZILO,X,X,X
SJTZIOL,X,X,X
SJTZLIO,X,X,X
SJTZLOI,X,X,X
SJTZOIL,X,X,X
SJTZOLI,X,X,X
SJTOILZ,O,X,X
SJTOIZL,O,X,X
SJTOLIZ,O,X,X
SJTOLZI,O,X,X
SJTOZIL,O,X,X
SJTOZLI,X,X,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,O,X,X
SJITOZL,O,X,X
SJILTZO,O,X,X
SJILTOZ,X,X,X
SJILZTO,O,O,X
SJILZOT,X,O,X
SJILOTZ,X,X,X
SJILOZT,X,O,X
SJIZTLO,X,O,X
SJIZTOL,X,X,X
SJIZLTO,X,O,X
SJIZLOT,X,O,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,O,X,X
SJIOTZL,O,X,O
SJIOLTZ,O,X,X
SJIOLZT,O,X,X
SJIOZTL,O,X,X
SJIOZLT,O,X,X
SJLTIZO,O,X,X
SJLTIOZ,X,X,X
SJLTZIO,O,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,X,X
SJLTOZI,X,X,X
SJLITZO,O,X,X
SJLITOZ,X,X,X
SJLIZTO,O,O,X
SJLIZOT,X,O,X
SJLIOTZ,X,X,X
SJLIOZT,X,O,X
SJLZTIO,O,O,X
SJLZTOI,X,O,X
SJLZITO,O,O,X
SJLZIOT,X,O,X
SJLZOTI,X,O,X
SJLZOIT,X,O,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,X,O,X
SJLOZTI,X,O,X
SJLOZIT,X,O,X
SJZTILO,X,O,X
SJZTIOL,X,X,X
SJZTLIO,X,O,X
SJZTLOI,X,O,X
SJZTOIL,X,X,X
SJZTOLI,X,X,X
SJZITLO,X,O,X
SJZITOL,X,X,X
SJZILTO,X,O,X
SJZILOT,X,O,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,X,O,X
SJZLTOI,X,O,X
SJZLITO,X,O,X
SJZLIOT,X,O,X
SJZLOTI,X,O,X
SJZLOIT,X,O,X
SJZOTIL,X,X,O
SJZOTLI,X,X,O
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,O,X,X
SJOTIZL,O,X,O
SJOTLIZ,O,X,X
SJOTLZI,O,X,X
SJOTZIL,O,X,O
SJOTZLI,X,X,O
SJOITLZ,O,X,X
SJOITZL,O,X,O
SJOILTZ,O,X,X
SJOILZT,O,X,X
SJOIZTL,O,X,X
SJOIZLT,O,X,X
SJOLTIZ,O,X,X
SJOLTZI,O,X,X
SJOLITZ,O,X,X
SJOLIZT,O,X,X
SJOLZTI,O,X,X
SJOLZIT,O,X,X
SJOZTIL,O,X,O
SJOZTLI,X,X,O
SJOZITL,O,X,X
SJOZILT,O,X,X
SJOZLTI,O,X,X
SJOZLIT,O,X,X
SZTILJO,X,O,X
SZTILOJ,X,O,X
SZTIJLO,X,O,X
SZTIJOL,X,X,X
SZTIOLJ,X,X,X
SZTIOJL,X,X,X
SZTLIJO,X,O,X
SZTLIOJ,X,O,X
SZTLJIO,X,O,X
SZTLJOI,X,O,X
SZTLOIJ,X,O,X
SZTLOJI,X,O,X
SZTJILO,X,O,X
SZTJIOL,X,X,O
SZTJLIO,X,O,X
SZTJLOI,X,O,X
SZTJOIL,X,X,O
SZTJOLI,X,X,O
SZTOILJ,X,X,X
SZTOIJL,X,X,X
SZTOLIJ,X,X,X
SZTOLJI,X,X,X
SZTOJIL,X,X,O
SZTOJLI,X,X,O
SZITLJO,X,O,X
SZITLOJ,X,O,X
SZITJLO,X,O,X
SZITJOL,X,X,X
SZITOLJ,X,X,X
SZITOJL,X,X,X
SZILTJO,X,O,X
SZILTOJ,X,O,X
SZILJTO,X,O,X
SZILJOT,X,O,X
SZILOTJ,X,O,X
SZILOJT,X,O,X
SZIJTLO,X,O,X
SZIJTOL,X,X,X
SZIJLTO,X,O,X
SZIJLOT,X,O,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,X,O,X
SZLTIOJ,X,O,X
SZLTJIO,X,O,X
SZLTJOI,X,O,X
SZLTOIJ,X,O,X
SZLTOJI,X,O,X
SZLITJO,X,O,X
SZLITOJ,X,O,X
SZLIJTO,X,O,X
SZLIJOT,X,O,X
SZLIOTJ,X,O,X
SZLIOJT,X,O,X
SZLJTIO,X,O,X
SZLJTOI,X,O,X
SZLJITO,X,O,X
SZLJIOT,X,O,X
SZLJOTI,X,O,X
SZLJOIT,X,O,X
SZLOTIJ,X,O,X
SZLOTJI,X,O,X
SZLOITJ,X,O,X
SZLOIJT,X,O,X
SZLOJTI,X,O,X
SZLOJIT,X,O,X
SZJTILO,X,O,X
SZJTIOL,X,X,X
SZJTLIO,X,O,X
SZJTLOI,X,O,X
SZJTOIL,X,X,X
SZJTOLI,X,X,X
SZJITLO,X,O,X
SZJITOL,X,X,X
SZJILTO,X,O,X
SZJILOT,X,O,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,X,O,X
SZJLTOI,X,O,X
SZJLITO,X,O,X
SZJLIOT,X,O,X
SZJLOTI,X,O,X
SZJLOIT,X,O,X
SZJOTIL,X,X,O
SZJOTLI,X,X,O
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,O
SZOTJLI,X,X,O
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,O
SZOJTLI,X,X,O
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,O,X,X
SOTILZJ,O,X,X
SOTIJLZ,O,X,X
SOTIJZL,O,X,O
SOTIZLJ,X,X,X
SOTIZJL,O,X,X
SOTLIJZ,O,X,X
SOTLIZJ,O,X,X
SOTLJIZ,O,X,X
SOTLJZI,O,X,X
SOTLZIJ,O,X,X
SOTLZJI,O,X,X
SOTJILZ,O,X,X
SOTJIZL,O,X,O
SOTJLIZ,O,X,X
SOTJLZI,O,X,X
SOTJZIL,O,X,O
SOTJZLI,X,X,O
SOTZILJ,X,X,X
SOTZIJL,O,X,X
SOTZLIJ,X,X,X
SOTZLJI,X,X,X
SOTZJIL,O,X,O
SOTZJLI,X,X,O
SOITLJZ,O,X,X
SOITLZJ,O,X,X
SOITJLZ,O,X,X
SOITJZL,O,X,O
SOITZLJ,X,X,X
SOITZJL,O,X,X
SOILTJZ,O,X,X
SOILTZJ,O,X,X
SOILJTZ,O,X,X
SOILJZT,O,X,X
SOILZTJ,O,X,X
SOILZJT,O,X,X
SOIJTLZ,O,X,X
SOIJTZL,O,X,O
SOIJLTZ,O,X,X
SOIJLZT,O,X,X
SOIJZTL,O,X,X
SOIJZLT,O,X,X
SOIZTLJ,X,X,X
SOIZTJL,O,X,X
SOIZLTJ,O,X,X
SOIZLJT,O,X,X
SOIZJTL,O,X,X
SOIZJLT,O,X,X
SOLTIJZ,O,X,X
SOLTIZJ,O,X,X
SOLTJIZ,O,X,X
SOLTJZI,O,X,X
SOLTZIJ,O,X,X
SOLTZJI,O,X,X
SOLITJZ,O,X,X
SOLITZJ,O,X,X
SOLIJTZ,O,X,X
SOLIJZT,O,X,X
SOLIZTJ,O,X,X
SOLIZJT,O,X,X
SOLJTIZ,O,X,X
SOLJTZI,O,X,X
SOLJITZ,O,X,X
SOLJIZT,O,X,X
SOLJZTI,O,X,X
SOLJZIT,O,X,X
SOLZTIJ,O,X,X
SOLZTJI,O,X,X
SOLZITJ,O,X,X
SOLZIJT,O,X,X
SOLZJTI,O,X,X
SOLZJIT,O,X,X
SOJTILZ,O,X,X
SOJTIZL,O,X,O
SOJTLIZ,O,X,X
SOJTLZI,O,X,X
SOJTZIL,O,X,O
SOJTZLI,X,X,O
SOJITLZ,O,X,X
SOJITZL,O,X,O
SOJILTZ,O,X,X
SOJILZT,O,X,X
SOJIZTL,O,X,X
SOJIZLT,O,X,X
SOJLTIZ,O,X,X
SOJLTZI,O,X,X
SOJLITZ,O,X,X
SOJLIZT,O,X,X
SOJLZTI,O,X,X
SOJLZIT,O,X,X
SOJZTIL,O,X,O
SOJZTLI,X,X,O
SOJZITL,O,X,X
SOJZILT,O,X,X
SOJZLTI,O,X,X
SOJZLIT,O,X,X
SOZTILJ,X,X,X
SOZTIJL,O,X,X
SOZTLIJ,X,X,X
SOZTLJI,X,X,X
SOZTJIL,O,X,O
SOZTJLI,X,X,O
SOZITLJ,X,X,X
SOZITJL,O,X,X
SOZILTJ,O,X,X
SOZILJT,O,X,X
SOZIJTL,O,X,X
SOZIJLT,O,X,X
SOZLTIJ,O,X,X
SOZLTJI,O,X,X
SOZLITJ,O,X,X
SOZLIJT,O,X,X
SOZLJTI,O,X,X
SOZLJIT,O,X,X
SOZJTIL,O,X,O
SOZJTLI,X,X,O
SOZJITL,O,X,X
SOZJILT,O,X,X
SOZJLTI,O,X,X
SOZJLIT,O,X,X
ZTILJSO,X,O,X
ZTILJOS,X,O,X
ZTILSJO,X,O,X
ZTILSOJ,X,O,X
ZTILOJS,X,O,X
ZTILOSJ,X,O,X
ZTIJLSO,X,O,X
ZTIJLOS,X,O,X
ZTIJSLO,X,O,X
ZTIJSOL,X,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,O,X
ZTISLOJ,X,O,X
ZTISJLO,X,O,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,O,X
ZTLIJOS,X,O,X
ZTLISJO,X,O,X
ZTLISOJ,X,O,X
ZTLIOJS,X,O,X
ZTLIOSJ,X,O,X
ZTLJISO,X,O,X
ZTLJIOS,X,O,X
ZTLJSIO,X,O,X
ZTLJSOI,X,O,X
ZTLJOIS,X,O,X
ZTLJOSI,X,O,X
ZTLSIJO,X,O,X
ZTLSIOJ,X,O,X
ZTLSJIO,X,O,X
ZTLSJOI,X,O,X
ZTLSOIJ,X,O,X
ZTLSOJI,X,O,X
ZTLOIJS,X,O,X
ZTLOISJ,X,O,X
ZTLOJIS,X,O,X
ZTLOJSI,X,O,X
ZTLOSIJ,X,O,X
ZTLOSJI,X,O,X
ZTJILSO,X,O,X
ZTJILOS,X,O,X
ZTJISLO,X,O,X
ZTJISOL,X,X,O
ZTJIOLS,X,X,X
ZTJIOSL,X,X,O
ZTJLISO,X,O,X
ZTJLIOS,X,O,X
ZTJLSIO,X,O,X
ZTJLSOI,X,O,X
ZTJLOIS,X,O,X
ZTJLOSI,X,O,X
ZTJSILO,X,O,X
ZTJSIOL,X,X,O
ZTJSLIO,X,O,X
ZTJSLOI,X,O,X
ZTJSOIL,X,X,O
ZTJSOLI,X,X,O
ZTJOILS,X,X,X
ZTJOISL,X,X,O
ZTJOLIS,X,X,X
ZTJOLSI,X,X,X
ZTJOSIL,X,X,O
ZTJOSLI,X,X,O
ZTSILJO,X,O,X
ZTSILOJ,X,O,X
ZTSIJLO,X,O,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,X,X,X
ZTSLIJO,X,O,X
ZTSLIOJ,X,O,X
ZTSLJIO,X,O,X
ZTSLJOI,X,O,X
ZTSLOIJ,X,O,X
ZTSLOJI,X,O,X
ZTSJILO,X,O,X
ZTSJIOL,X,X,O
ZTSJLIO,X,O,X
ZTSJLOI,X,O,X
ZTSJOIL,X,X,O
ZTSJOLI,X,X,O
ZTSOILJ,X,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,O
ZTSOJLI,X,X,O
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,X,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,X,X
ZTOLISJ,X,X,X
ZTOLJIS,X,X,X
ZTOLJSI,X,X,X
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,X,X,X
ZTOJISL,X,X,O
ZTOJLIS,X,X,X
ZTOJLSI,X,X,X
ZTOJSIL,X,X,O
ZTOJSLI,X,X,O
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,O
ZTOSJLI,X,X,O
ZITLJSO,X,O,X
ZITLJOS,X,O,X
ZITLSJO,X,O,X
ZITLSOJ,X,O,X
ZITLOJS,X,O,X
ZITLOSJ,X,O,X
ZITJLSO,X,O,X
ZITJLOS,X,O,X
ZITJSLO,X,O,X
ZITJSOL,X,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,O,X
ZITSLOJ,X,O,X
ZITSJLO,X,O,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,O,X
ZILTJOS,X,O,X
ZILTSJO,X,O,X
ZILTSOJ,X,O,X
ZILTOJS,X,O,X
ZILTOSJ,X,O,X
ZILJTSO,X,O,X
ZILJTOS,X,O,X
ZILJSTO,X,O,X
ZILJSOT,X,O,X
ZILJOTS,X,O,X
ZILJOST,X,O,X
ZILSTJO,X,O,X
ZILSTOJ,X,O,X
ZILSJTO,X,O,X
ZILSJOT,X,O,X
ZILSOTJ,X,O,X
ZILSOJT,X,O,X
ZILOTJS,X,O,X
ZILOTSJ,X,O,X
ZILOJTS,X,O,X
ZILOJST,X,O,X
ZILOSTJ,X,O,X
ZILOSJT,X,O,X
ZIJTLSO,X,O,X
ZIJTLOS,X,O,X
ZIJTSLO,X,O,X
ZIJTSOL,X,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,O,X
ZIJLTOS,X,O,X
ZIJLSTO,X,O,X
ZIJLSOT,X,O,X
ZIJLOTS,X,O,X
ZIJLOST,X,O,X
ZIJSTLO,X,O,X
ZIJSTOL,X,X,X
ZIJSLTO,X,O,X
ZIJSLOT,X,O,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,X,O,X
ZISTLOJ,X,O,X
ZISTJLO,X,O,X
ZISTJOL,X,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,X,O,X
ZISLTOJ,X,O,X
ZISLJTO,X,O,X
ZISLJOT,X,O,X
ZISLOTJ,X,O,X
ZISLOJT,X,O,X
ZISJTLO,X,O,X
ZISJTOL,X,X,X
ZISJLTO,X,O,X
ZISJLOT,X,O,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,X,X
ZIOJTSL,X,X,X
ZIOJLTS,X,X,X
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,X,O,X
ZLTIJOS,X,O,X
ZLTISJO,X,O,X
ZLTISOJ,X,O,X
ZLTIOJS,X,O,X
ZLTIOSJ,X,O,X
ZLTJISO,X,O,X
ZLTJIOS,X,O,X
ZLTJSIO,X,O,X
ZLTJSOI,X,O,X
ZLTJOIS,X,O,X
ZLTJOSI,X,O,X
ZLTSIJO,X,O,X
ZLTSIOJ,X,O,X
ZLTSJIO,X,O,X
ZLTSJOI,X,O,X
ZLTSOIJ,X,O,X
ZLTSOJI,X,O,X
ZLTOIJS,X,O,X
ZLTOISJ,X,O,X
ZLTOJIS,X,O,X
ZLTOJSI,X,O,X
ZLTOSIJ,X,O,X
ZLTOSJI,X,O,X
ZLITJSO,X,O,X
ZLITJOS,X,O,X
ZLITSJO,X,O,X
ZLITSOJ,X,O,X
ZLITOJS,X,O,X
ZLITOSJ,X,O,X
ZLIJTSO,X,O,X
ZLIJTOS,X,O,X
ZLIJSTO,X,O,X
ZLIJSOT,X,O,X
ZLIJOTS,X,O,X
ZLIJOST,X,O,X
ZLISTJO,X,O,X
ZLISTOJ,X,O,X
ZLISJTO,X,O,X
ZLISJOT,X,O,X
ZLISOTJ,X,O,X
ZLISOJT,X,O,X
ZLIOTJS,X,O,X
ZLIOTSJ,X,O,X
ZLIOJTS,X,O,X
ZLIOJST,X,O,X
ZLIOSTJ,X,O,X
ZLIOSJT,X,O,X
ZLJTISO,X,O,X
ZLJTIOS,X,O,X
ZLJTSIO,X,O,X
ZLJTSOI,X,O,X
ZLJTOIS,X,O,X
ZLJTOSI,X,O,X
ZLJITSO,X,O,X
ZLJITOS,X,O,X
ZLJISTO,X,O,X
ZLJISOT,X,O,X
ZLJIOTS,X,O,X
ZLJIOST,X,O,X
ZLJSTIO,X,O,X
ZLJSTOI,X,O,X
ZLJSITO,X,O,X
ZLJSIOT,X,O,X
ZLJSOTI,X,O,X
ZLJSOIT,X,O,X
ZLJOTIS,X,O,X
ZLJOTSI,X,O,X
ZLJOITS,X,O,X
ZLJOIST,X,O,X
ZLJOSTI,X,O,X
ZLJOSIT,X,O,X
ZLSTIJO,X,O,X
ZLSTIOJ,X,O,X
ZLSTJIO,X,O,X
ZLSTJOI,X,O,X
ZLSTOIJ,X,O,X
ZLSTOJI,X,O,X
ZLSITJO,X,O,X
ZLSITOJ,X,O,X
ZLSIJTO,X,O,X
ZLSIJOT,X,O,X
ZLSIOTJ,X,O,X
ZLSIOJT,X,O,X
ZLSJTIO,X,O,X
ZLSJTOI,X,O,X
ZLSJITO,X,O,X
ZLSJIOT,X,O,X
ZLSJOTI,X,O,X
