sequence,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeFAJvhFXh?BmiB5oBqpBTnB0qB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeCAJvhFXh?BmiB5oB8pBTnB1vB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeXBJvhFKn?BziB5oBupB0qBFqB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeuEJvhFFh?BKnBziB5oBXqB0qB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeXBJvhFOn?B8nB5oBzkB1vBCqB
LTJOZSI,X,X,X,X,X
LTSIJZO,X,X,X,X,X
LTSIJOZ,O,X,X,O,X
LTSIZJO,X,X,X,X,X
LTSIZOJ,X,X,X,X,X
LTSIOJZ,O,X,X,O,X
LTSIOZJ,X,X,X,X,X
LTSJIZO,X,X,X,X,X
LTSJIOZ,O,X,X,O,X
LTSJZIO,X,X,X,X,X
LTSJZOI,X,X,X,X,X
LTSJOIZ,X,X,X,O,X
LTSJOZI,X,X,X,X,X
LTSZIJO,X,X,X,X,X
LTSZIOJ,X,X,X,X,X
LTSZJIO,X,X,X,X,X
LTSZJOI,X,X,X,X,X
LTSZOIJ,X,X,X,X,X
LTSZOJI,X,X,X,X,X
LTSOIJZ,O,X,X,O,X
LTSOIZJ,X,X,X,X,X
LTSOJIZ,O,X,X,O,X
LTSOJZI,X,X,X,X,X
LTSOZIJ,X,X,X,X,X
LTSOZJI,X,X,X,X,X
LTZIJSO,X,X,X,X,X
LTZIJOS,X,X,X,X,X
LTZISJO,X,X,X,X,X
LTZISOJ,X,X,X,X,X
LTZIOJS,X,X,X,X,X
LTZIOSJ,X,X,X,X,X
LTZJISO,X,X,X,X,X
LTZJIOS,X,X,X,X,X
LTZJSIO,X,X,X,X,X
LTZJSOI,X,X,X,X,X
LTZJOIS,X,X,X,X,X
LTZJOSI,X,X,X,X,X
LTZSIJO,X,X,X,X,X
LTZSIOJ,X,X,X,X,X
LTZSJIO,X,X,X,X,X
LTZSJOI,X,X,X,X,X
LTZSOIJ,X,X,X,X,X
LTZSOJI,X,X,X,X,X
LTZOIJS,X,X,X,X,X
LTZOISJ,X,X,X,X,X
LTZOJIS,X,X,X,X,X
LTZOJSI,X,X,X,X,X
LTZOSIJ,X,X,X,X,X
LTZOSJI,X,X,X,X,X
LTOIJSZ,O,X,X,X,X
LTOIJZS,X,X,X,X,X
LTOISJZ,O,X,X,O,X
LTOISZJ,X,X,X,X,X
LTOIZJS,X,X,X,X,X
LTOIZSJ,X,X,X,X,X
LTOJISZ,O,X,X,X,X
LTOJIZS,X,X,X,X,X
LTOJSIZ,O,X,X,X,X
LTOJSZI,X,X,X,X,X
LTOJZIS,X,X,X,X,X
LTOJZSI,X,X,X,X,X
LTOSIJZ,O,X,X,O,X
LTOSIZJ,X,X,X,X,X
LTOSJIZ,O,X,X,O,X
LTOSJZI,X,X,X,X,X
LTOSZIJ,X,X,X,X,X
LTOSZJI,X,X,X,X,X
LTOZIJS,X,X,X,X,X
LTOZISJ,X,X,X,X,X
LTOZJIS,X,X,X,X,X
LTOZJSI,X,X,X,X,X
LTOZSIJ,X,X,X,X,X
LTOZSJI,X,X,X,X,X
LITJSZO,X,X,X,X,X
LITJSOZ,O,X,X,X,X
LITJZSO,X,X,X,X,X
LITJZOS,X,X,X,X,X
LITJOSZ,X,X,X,X,X
LITJOZS,X,X,X,X,X
LITSJZO,X,X,X,X,X
LITSJOZ,O,X,X,O,X
LITSZJO,X,X,X,X,X
LITSZOJ,X,X,X,X,X
LITSOJZ,O,X,X,O,X
LITSOZJ,X,X,X,X,X
LITZJSO,X,X,X,X,X
LITZJOS,X,X,X,X,X
LITZSJO,X,X,X,X,X
LITZSOJ,X,X,X,X,X
LITZOJS,X,X,X,X,X
LITZOSJ,X,X,X,X,X
LITOJSZ,O,X,X,X,X
LITOJZS,X,X,X,X,X
LITOSJZ,O,X,X,O,X
LITOSZJ,X,X,X,X,X
LITOZJS,X,X,X,X,X
LITOZSJ,X,X,X,X,X
LIJTSZO,X,X,X,X,X
LIJTSOZ,O,X,X,X,X
LIJTZSO,X,X,X,X,X
LIJTZOS,X,X,X,X,X
LIJTOSZ,X,X,X,X,X
LIJTOZS,X,X,X,X,X
LIJSTZO,X,X,X,X,X
LIJSTOZ,O,X,X,X,X
LIJSZTO,X,X,X,X,X
LIJSZOT,X,X,X,X,X
LIJSOTZ,X,X,X,X,X
LIJSOZT,X,X,O,X,X
LIJZTSO,O,X,X,X,X
LIJZTOS,X,X,X,X,X
LIJZSTO,O,X,X,X,X
LIJZSOT,X,X,O,X,X
LIJZOTS,X,X,X,X,X
LIJZOST,X,X,O,X,X
LIJOTSZ,X,X,X,X,X
LIJOTZS,X,X,X,X,X
LIJOSTZ,X,X,X,X,X
LIJOSZT,X,X,O,X,X
LIJOZTS,X,X,X,X,X
LIJOZST,X,X,O,X,X
LISTJZO,X,X,X,X,X
LISTJOZ,O,X,X,O,X
LISTZJO,X,X,X,X,X
LISTZOJ,X,X,X,X,X
LISTOJZ,O,X,X,O,X
LISTOZJ,X,X,X,X,X
LISJTZO,X,X,X,X,X
LISJTOZ,O,X,X,O,X
LISJZTO,X,X,X,O,X
LISJZOT,X,X,X,O,X
LISJOTZ,X,X,X,O,X
LISJOZT,X,X,O,O,X
LISZTJO,X,X,X,X,X
LISZTOJ,X,X,X,X,X
LISZJTO,X,X,X,X,X
LISZJOT,X,X,O,X,X
LISZOTJ,X,X,X,X,X
LISZOJT,X,X,O,X,X
LISOTJZ,O,X,X,O,X
LISOTZJ,X,X,X,X,X
LISOJTZ,O,X,X,O,X
LISOJZT,X,X,O,O,X
LISOZTJ,X,X,X,X,X
LISOZJT,X,X,O,X,X
LIZTJSO,O,X,X,X,X
LIZTJOS,X,X,X,X,X
LIZTSJO,O,X,X,X,X
LIZTSOJ,O,X,X,X,X
LIZTOJS,O,X,X,X,X
LIZTOSJ,O,X,X,X,X
LIZJTSO,O,X,X,X,X
LIZJTOS,X,X,X,X,X
LIZJSTO,O,X,X,X,X
LIZJSOT,X,X,O,X,X
LIZJOTS,X,X,X,X,X
LIZJOST,X,X,O,X,X
LIZSTJO,O,X,X,X,X
LIZSTOJ,O,X,X,X,X
LIZSJTO,O,X,X,X,X
LIZSJOT,X,X,O,X,X
LIZSOTJ,O,X,X,X,X
LIZSOJT,O,X,O,X,X
LIZOTJS,O,X,X,X,X
LIZOTSJ,O,X,X,X,X
LIZOJTS,O,X,X,X,X
LIZOJST,O,X,O,X,X
LIZOSTJ,O,X,X,X,X
LIZOSJT,O,X,O,X,X
LIOTJSZ,O,X,X,X,X
LIOTJZS,X,X,X,X,X
LIOTSJZ,O,X,X,O,X
LIOTSZJ,X,X,X,X,X
LIOTZJS,X,X,X,X,X
LIOTZSJ,X,X,X,X,X
LIOJTSZ,O,X,X,X,X
LIOJTZS,X,X,X,X,X
LIOJSTZ,O,X,X,X,X
LIOJSZT,X,X,O,X,X
LIOJZTS,O,X,X,X,X
LIOJZST,O,X,O,X,X
LIOSTJZ,O,X,X,O,X
LIOSTZJ,X,X,X,X,X
LIOSJTZ,O,X,X,O,X
LIOSJZT,X,X,O,O,X
LIOSZTJ,X,X,X,X,X
LIOSZJT,X,X,O,X,X
LIOZTJS,O,X,X,X,X
LIOZTSJ,O,X,X,X,X
LIOZJTS,O,X,X,X,X
LIOZJST,O,X,O,X,X
LIOZSTJ,O,X,X,X,X
LIOZSJT,O,X,O,X,X
LJTISZO,X,X,X,X,X
LJTISOZ,O,X,X,X,X
LJTIZSO,X,X,X,X,X
LJTIZOS,X,X,X,X,X
LJTIOSZ,X,X,X,X,X
LJTIOZS,X,X,X,X,X
LJTSIZO,X,X,X,X,X
LJTSIOZ,O,X,X,X,X
LJTSZIO,X,X,X,X,X
LJTSZOI,X,X,X,X,X
LJTSOIZ,X,X,X,X,X
LJTSOZI,X,X,X,X,X
LJTZISO,X,X,X,X,X
LJTZIOS,X,X,X,X,X
LJTZSIO,X,X,X,X,X
LJTZSOI,X,X,X,X,X
LJTZOIS,X,X,X,X,X
LJTZOSI,X,X,X,X,X
LJTOISZ,X,X,X,X,X
LJTOIZS,X,X,X,X,X
LJTOSIZ,X,X,X,X,X
LJTOSZI,X,X,X,X,X
LJTOZIS,X,X,X,X,X
LJTOZSI,X,X,X,X,X
LJITSZO,X,X,X,X,X
LJITSOZ,O,X,X,X,X
LJITZSO,X,X,X,X,X
LJITZOS,X,X,X,X,X
LJITOSZ,X,X,X,X,X
LJITOZS,X,X,X,X,X
LJISTZO,X,X,X,X,X
LJISTOZ,O,X,X,X,X
LJISZTO,X,X,X,X,X
LJISZOT,X,X,X,X,X
LJISOTZ,X,X,X,X,X
LJISOZT,X,X,O,X,X
LJIZTSO,O,X,X,X,X
LJIZTOS,X,X,X,X,X
LJIZSTO,O,X,X,X,X
LJIZSOT,X,X,O,X,X
LJIZOTS,X,X,X,X,X
LJIZOST,X,X,O,X,X
LJIOTSZ,X,X,X,X,X
LJIOTZS,X,X,X,X,X
LJIOSTZ,X,X,X,X,X
LJIOSZT,X,X,O,X,X
LJIOZTS,X,X,X,X,X
LJIOZST,X,X,O,X,X
LJSTIZO,X,X,X,X,X
LJSTIOZ,O,X,X,X,X
LJSTZIO,X,X,X,X,X
LJSTZOI,X,X,X,X,X
LJSTOIZ,X,X,X,X,X
LJSTOZI,X,X,X,X,X
LJSITZO,X,X,X,X,X
LJSITOZ,O,X,X,X,X
LJSIZTO,X,X,X,X,X
LJSIZOT,X,X,X,X,X
LJSIOTZ,X,X,X,X,X
LJSIOZT,X,X,O,X,X
LJSZTIO,X,X,X,X,X
LJSZTOI,X,X,X,X,X
LJSZITO,X,X,X,X,X
LJSZIOT,X,X,X,X,X
LJSZOTI,X,X,X,X,X
LJSZOIT,X,X,X,X,X
LJSOTIZ,X,X,X,X,X
LJSOTZI,X,X,X,X,X
LJSOITZ,X,X,X,X,X
LJSOIZT,X,X,O,X,X
LJSOZTI,X,X,X,X,X
LJSOZIT,X,X,X,X,X
LJZTISO,O,X,X,X,X
LJZTIOS,X,X,X,X,X
LJZTSIO,O,X,X,X,X
LJZTSOI,X,X,X,X,X
LJZTOIS,X,X,X,X,X
LJZTOSI,X,X,X,X,X
LJZITSO,O,X,X,X,X
LJZITOS,X,X,X,X,X
LJZISTO,O,X,X,X,X
LJZISOT,X,X,O,X,X
LJZIOTS,X,X,X,X,X
LJZIOST,X,X,O,X,X
LJZSTIO,O,X,X,X,X
LJZSTOI,X,X,X,X,X
LJZSITO,O,X,X,X,X
LJZSIOT,X,X,O,X,X
LJZSOTI,X,X,X,X,X
LJZSOIT,X,X,O,X,X
LJZOTIS,X,X,X,X,X
LJZOTSI,X,X,X,X,X
LJZOITS,X,X,X,X,X
LJZOIST,X,X,O,X,X
LJZOSTI,X,X,X,X,X
LJZOSIT,X,X,O,X,X
LJOTISZ,X,X,X,X,X
LJOTIZS,X,X,X,X,X
LJOTSIZ,X,X,X,X,X
LJOTSZI,X,X,X,X,X
LJOTZIS,X,X,X,X,X
LJOTZSI,X,X,X,X,X
LJOITSZ,X,X,X,X,X
LJOITZS,X,X,X,X,X
LJOISTZ,X,X,X,X,X
LJOISZT,X,X,O,X,X
LJOIZTS,X,X,X,X,X
LJOIZST,X,X,O,X,X
LJOSTIZ,X,X,X,X,X
LJOSTZI,X,X,X,X,X
LJOSITZ,X,X,X,X,X
LJOSIZT,X,X,O,X,X
LJOSZTI,X,X,X,X,X
LJOSZIT,X,X,X,X,X
LJOZTIS,X,X,X,X,X
LJOZTSI,X,X,X,X,X
LJOZITS,X,X,X,X,X
LJOZIST,X,X,O,X,X
LJOZSTI,X,X,X,X,X
LJOZSIT,X,X,O,X,X
LSTIJZO,X,X,X,X,X
LSTIJOZ,O,X,X,O,X
LSTIZJO,X,X,X,X,X
LSTIZOJ,X,X,X,X,X
LSTIOJZ,O,X,X,O,X
LSTIOZJ,X,X,X,X,X
LSTJIZO,X,X,X,X,X
LSTJIOZ,O,X,X,O,X
LSTJZIO,X,X,X,X,X
LSTJZOI,X,X,X,X,X
LSTJOIZ,X,X,X,O,X
LSTJOZI,X,X,X,X,X
LSTZIJO,X,X,X,X,X
LSTZIOJ,X,X,X,X,X
LSTZJIO,X,X,X,X,X
LSTZJOI,X,X,X,X,X
LSTZOIJ,X,X,X,X,X
LSTZOJI,X,X,X,X,X
LSTOIJZ,O,X,X,O,X
LSTOIZJ,X,X,X,X,X
LSTOJIZ,O,X,X,O,X
LSTOJZI,X,X,X,X,X
LSTOZIJ,X,X,X,X,X
LSTOZJI,X,X,X,X,X
LSITJZO,X,X,X,X,X
LSITJOZ,O,X,X,O,X
LSITZJO,X,X,X,X,X
LSITZOJ,X,X,X,X,X
LSITOJZ,O,X,X,O,X
LSITOZJ,X,X,X,X,X
LSIJTZO,X,X,X,X,X
LSIJTOZ,O,X,X,O,X
LSIJZTO,X,X,X,O,X
LSIJZOT,X,X,X,O,X
LSIJOTZ,X,X,X,O,X
LSIJOZT,X,X,O,O,X
LSIZTJO,X,X,X,X,X
LSIZTOJ,X,X,X,X,X
LSIZJTO,X,X,X,X,X
LSIZJOT,X,X,O,X,X
LSIZOTJ,X,X,X,X,X
LSIZOJT,X,X,O,X,X
LSIOTJZ,O,X,X,O,X
LSIOTZJ,X,X,X,X,X
LSIOJTZ,O,X,X,O,X
LSIOJZT,X,X,O,O,X
LSIOZTJ,X,X,X,X,X
LSIOZJT,X,X,O,X,X
LSJTIZO,X,X,X,X,X
LSJTIOZ,O,X,X,O,X
LSJTZIO,X,X,X,X,X
LSJTZOI,X,X,X,X,X
LSJTOIZ,X,X,X,O,X
LSJTOZI,X,X,X,X,X
LSJITZO,X,X,X,X,X
LSJITOZ,O,X,X,O,X
LSJIZTO,X,X,X,O,X
LSJIZOT,X,X,X,O,X
LSJIOTZ,X,X,X,O,X
LSJIOZT,X,X,O,O,X
LSJZTIO,X,X,X,X,X
LSJZTOI,X,X,X,X,X
LSJZITO,X,X,X,X,X
LSJZIOT,X,X,X,X,X
LSJZOTI,X,X,X,X,X
LSJZOIT,X,X,X,X,X
LSJOTIZ,X,X,X,O,X
LSJOTZI,X,X,X,X,X
LSJOITZ,X,X,X,O,X
LSJOIZT,X,X,O,O,X
LSJOZTI,X,X,X,X,X
LSJOZIT,X,X,X,X,X
LSZTIJO,X,X,X,X,X
LSZTIOJ,X,X,X,X,X
LSZTJIO,X,X,X,X,X
LSZTJOI,X,X,X,X,X
LSZTOIJ,X,X,X,X,X
LSZTOJI,X,X,X,X,X
LSZITJO,X,X,X,X,X
LSZITOJ,X,X,X,X,X
LSZIJTO,X,X,X,X,X
LSZIJOT,X,X,O,X,X
LSZIOTJ,X,X,X,X,X
LSZIOJT,X,X,O,X,X
LSZJTIO,X,X,X,X,X
LSZJTOI,X,X,X,X,X
LSZJITO,X,X,X,X,X
LSZJIOT,X,X,O,X,X
LSZJOTI,X,X,X,X,X
LSZJOIT,X,X,O,X,X
LSZOTIJ,X,X,X,X,X
LSZOTJI,X,X,X,X,X
LSZOITJ,X,X,X,X,X
LSZOIJT,X,X,O,X,X
LSZOJTI,X,X,X,X,X
LSZOJIT,X,X,O,X,X
LSOTIJZ,O,X,X,O,X
LSOTIZJ,X,X,X,X,X
LSOTJIZ,O,X,X,O,X
LSOTJZI,X,X,X,X,X
LSOTZIJ,X,X,X,X,X
LSOTZJI,X,X,X,X,X
LSOITJZ,O,X,X,O,X
LSOITZJ,X,X,X,X,X
LSOIJTZ,O,X,X,O,X
LSOIJZT,X,X,O,O,X
LSOIZTJ,X,X,X,X,X
LSOIZJT,X,X,O,X,X
LSOJTIZ,O,X,X,O,X
LSOJTZI,X,X,X,X,X
LSOJITZ,O,X,X,O,X
LSOJIZT,X,X,O,O,X
LSOJZTI,X,X,X,X,X
LSOJZIT,X,X,X,X,X
LSOZTIJ,X,X,X,X,X
LSOZTJI,X,X,X,X,X
LSOZITJ,X,X,X,X,X
LSOZIJT,X,X,O,X,X
LSOZJTI,X,X,X,X,X
LSOZJIT,X,X,O,X,X
LZTIJSO,O,X,X,X,X
LZTIJOS,X,X,X,X,X
LZTISJO,O,X,X,X,X
LZTISOJ,O,X,X,X,X
LZTIOJS,O,X,X,X,X
LZTIOSJ,O,X,X,X,X
LZTJISO,O,X,X,X,X
LZTJIOS,X,X,X,X,X
LZTJSIO,O,X,X,X,X
LZTJSOI,X,X,X,X,X
LZTJOIS,X,X,X,X,X
LZTJOSI,X,X,X,X,X
LZTSIJO,O,X,X,X,X
LZTSIOJ,O,X,X,X,X
LZTSJIO,O,X,X,X,X
LZTSJOI,X,X,X,X,X
LZTSOIJ,O,X,X,X,X
LZTSOJI,O,X,X,X,X
LZTOIJS,O,X,X,X,X
LZTOISJ,O,X,X,X,X
LZTOJIS,O,X,X,X,X
LZTOJSI,O,X,X,X,X
LZTOSIJ,O,X,X,X,X
LZTOSJI,O,X,X,X,X
LZITJSO,O,X,X,X,X
LZITJOS,X,X,X,X,X
LZITSJO,O,X,X,X,X
LZITSOJ,O,X,X,X,X
LZITOJS,O,X,X,X,X
LZITOSJ,O,X,X,X,X
LZIJTSO,O,X,X,X,X
LZIJTOS,X,X,X,X,X
LZIJSTO,O,X,X,X,X
LZIJSOT,X,X,O,X,X
LZIJOTS,X,X,X,X,X
LZIJOST,X,X,O,X,X
LZISTJO,O,X,X,X,X
LZISTOJ,O,X,X,X,X
LZISJTO,O,X,X,X,X
LZISJOT,X,X,O,X,X
LZISOTJ,O,X,X,X,X
LZISOJT,O,X,O,X,X
LZIOTJS,O,X,X,X,X
LZIOTSJ,O,X,X,X,X
LZIOJTS,O,X,X,X,X
LZIOJST,O,X,O,X,X
LZIOSTJ,O,X,X,X,X
LZIOSJT,O,X,O,X,X
LZJTISO,O,X,X,X,X
LZJTIOS,X,X,X,X,X
LZJTSIO,O,X,X,X,X
LZJTSOI,X,X,X,X,X
LZJTOIS,X,X,X,X,X
LZJTOSI,X,X,X,X,X
LZJITSO,O,X,X,X,X
LZJITOS,X,X,X,X,X
LZJISTO,O,X,X,X,X
LZJISOT,X,X,O,X,X
LZJIOTS,X,X,X,X,X
LZJIOST,X,X,O,X,X
LZJSTIO,O,X,X,X,X
LZJSTOI,X,X,X,X,X
LZJSITO,O,X,X,X,X
LZJSIOT,X,X,O,X,X
LZJSOTI,X,X,X,X,X
LZJSOIT,X,X,O,X,X
LZJOTIS,X,X,X,X,X
LZJOTSI,X,X,X,X,X
LZJOITS,X,X,X,X,X
LZJOIST,X,X,O,X,X
LZJOSTI,X,X,X,X,X
LZJOSIT,X,X,O,X,X
LZSTIJO,O,X,X,X,X
LZSTIOJ,O,X,X,X,X
LZSTJIO,O,X,X,X,X
LZSTJOI,X,X,X,X,X
LZSTOIJ,O,X,X,X,X
LZSTOJI,O,X,X,X,X
LZSITJO,O,X,X,X,X
LZSITOJ,O,X,X,X,X
LZSIJTO,O,X,X,X,X
LZSIJOT,X,X,O,X,X
LZSIOTJ,O,X,X,X,X
LZSIOJT,O,X,O,X,X
LZSJTIO,O,X,X,X,X
LZSJTOI,X,X,X,X,X
LZSJITO,O,X,X,X,X
LZSJIOT,X,X,O,X,X
LZSJOTI,X,X,X,X,X
LZSJOIT,X,X,O,X,X
LZSOTIJ,O,X,X,X,X
LZSOTJI,O,X,X,X,X
LZSOITJ,O,X,X,X,X
LZSOIJT,O,X,O,X,X
LZSOJTI,O,X,X,X,X
LZSOJIT,O,X,O,X,X
LZOTIJS,O,X,X,X,X
LZOTISJ,O,X,X,X,X
LZOTJIS,O,X,X,X,X
LZOTJSI,O,X,X,X,X
LZOTSIJ,O,X,X,X,X
LZOTSJI,O,X,X,X,X
LZOITJS,O,X,X,X,X
LZOITSJ,O,X,X,X,X
LZOIJTS,O,X,X,X,X
LZOIJST,O,X,O,X,X
LZOISTJ,O,X,X,X,X
LZOISJT,O,X,O,X,X
LZOJTIS,O,X,X,X,X
LZOJTSI,O,X,X,X,X
LZOJITS,O,X,X,X,X
LZOJIST,O,X,O,X,X
LZOJSTI,O,X,X,X,X
LZOJSIT,O,X,O,X,X
LZOSTIJ,O,X,X,X,X
LZOSTJI,O,X,X,X,X
LZOSITJ,O,X,X,X,X
LZOSIJT,O,X,O,X,X
LZOSJTI,O,X,X,X,X
LZOSJIT,O,X,O,X,X
LOTIJSZ,O,X,X,X,X
LOTIJZS,X,X,X,X,X
LOTISJZ,O,X,X,O,X
LOTISZJ,X,X,X,X,X
LOTIZJS,X,X,X,X,X
LOTIZSJ,X,X,X,X,X
LOTJISZ,O,X,X,X,X
LOTJIZS,X,X,X,X,X
LOTJSIZ,O,X,X,X,X
LOTJSZI,X,X,X,X,X
LOTJZIS,X,X,X,X,X
LOTJZSI,X,X,X,X,X
LOTSIJZ,O,X,X,O,X
LOTSIZJ,X,X,X,X,X
LOTSJIZ,O,X,X,O,X
LOTSJZI,X,X,X,X,X
LOTSZIJ,X,X,X,X,X
LOTSZJI,X,X,X,X,X
LOTZIJS,X,X,X,X,X
LOTZISJ,X,X,X,X,X
LOTZJIS,X,X,X,X,X
LOTZJSI,X,X,X,X,X
LOTZSIJ,X,X,X,X,X
LOTZSJI,X,X,X,X,X
LOITJSZ,O,X,X,X,X
LOITJZS,X,X,X,X,X
LOITSJZ,O,X,X,O,X
LOITSZJ,X,X,X,X,X
LOITZJS,X,X,X,X,X
LOITZSJ,X,X,X,X,X
LOIJTSZ,O,X,X,X,X
LOIJTZS,X,X,X,X,X
LOIJSTZ,O,X,X,X,X
LOIJSZT,X,X,O,X,X
LOIJZTS,O,X,X,X,X
LOIJZST,O,X,O,X,X
LOISTJZ,O,X,X,O,X
LOISTZJ,X,X,X,X,X
LOISJTZ,O,X,X,O,X
LOISJZT,X,X,O,O,X
LOISZTJ,X,X,X,X,X
LOISZJT,X,X,O,X,X
LOIZTJS,O,X,X,X,X
LOIZTSJ,O,X,X,X,X
LOIZJTS,O,X,X,X,X
LOIZJST,O,X,O,X,X
LOIZSTJ,O,X,X,X,X
LOIZSJT,O,X,O,X,X
LOJTISZ,O,X,X,X,X
LOJTIZS,X,X,X,X,X
LOJTSIZ,O,X,X,X,X
LOJTSZI,X,X,X,X,X
LOJTZIS,X,X,X,X,X
LOJTZSI,X,X,X,X,X
LOJITSZ,O,X,X,X,X
LOJITZS,X,X,X,X,X
LOJISTZ,O,X,X,X,X
LOJISZT,X,X,O,X,X
LOJIZTS,O,X,X,X,X
LOJIZST,O,X,O,X,X
LOJSTIZ,O,X,X,X,X
LOJSTZI,X,X,X,X,X
LOJSITZ,O,X,X,X,X
LOJSIZT,X,X,O,X,X
LOJSZTI,X,X,X,X,X
LOJSZIT,X,X,X,X,X
LOJZTIS,O,X,X,X,X
LOJZTSI,O,X,X,X,X
LOJZITS,O,X,X,X,X
LOJZIST,O,X,O,X,X
LOJZSTI,O,X,X,X,X
LOJZSIT,O,X,O,X,X
LOSTIJZ,O,X,X,O,X
LOSTIZJ,X,X,X,X,X
LOSTJIZ,O,X,X,O,X
LOSTJZI,X,X,X,X,X
LOSTZIJ,X,X,X,X,X
LOSTZJI,X,X,X,X,X
LOSITJZ,O,X,X,O,X
LOSITZJ,X,X,X,X,X
LOSIJTZ,O,X,X,O,X
LOSIJZT,X,X,O,O,X
LOSIZTJ,X,X,X,X,X
LOSIZJT,X,X,O,X,X
LOSJTIZ,O,X,X,O,X
LOSJTZI,X,X,X,X,X
LOSJITZ,O,X,X,O,X
LOSJIZT,X,X,O,O,X
LOSJZTI,X,X,X,X,X
LOSJZIT,X,X,X,X,X
LOSZTIJ,X,X,X,X,X
LOSZTJI,X,X,X,X,X
LOSZITJ,X,X,X,X,X
LOSZIJT,X,X,O,X,X
LOSZJTI,X,X,X,X,X
LOSZJIT,X,X,O,X,X
LOZTIJS,O,X,X,X,X
LOZTISJ,O,X,X,X,X
LOZTJIS,O,X,X,X,X
LOZTJSI,O,X,X,X,X
LOZTSIJ,O,X,X,X,X
LOZTSJI,O,X,X,X,X
LOZITJS,O,X,X,X,X
LOZITSJ,O,X,X,X,X
LOZIJTS,O,X,X,X,X
LOZIJST,O,X,O,X,X
LOZISTJ,O,X,X,X,X
LOZISJT,O,X,O,X,X
LOZJTIS,O,X,X,X,X
LOZJTSI,O,X,X,X,X
LOZJITS,O,X,X,X,X
LOZJIST,O,X,O,X,X
LOZJSTI,O,X,X,X,X
LOZJSIT,O,X,O,X,X
LOZSTIJ,O,X,X,X,X
LOZSTJI,O,X,X,X,X
LOZSITJ,O,X,X,X,X
LOZSIJT,O,X,O,X,X
LOZSJTI,O,X,X,X,X
LOZSJIT,O,X,O,X,X
JTILSZO,X,X,X,X,X
JTILSOZ,X,X,X,X,X
JTILZSO,X,X,X,X,X
JTILZOS,X,X,X,X,X
JTILOSZ,X,X,X,X,X
JTILOZS,X,X,X,X,X
JTISLZO,X,X,X,X,X
JTISLOZ,X,X,X,X,X
JTISZLO,X,O,X,X,X
JTISZOL,X,X,X,X,X
JTISOLZ,X,X,X,X,X
JTISOZL,X,X,X,X,X
JTIZLSO,X,O,X,X,X
JTIZLOS,X,X,X,X,X
JTIZSLO,X,O,X,X,X
JTIZSOL,X,X,X,X,X
JTIZOLS,X,X,X,X,X
JTIZOSL,X,X,X,X,X
JTIOLSZ,X,X,X,X,X
JTIOLZS,X,X,X,X,X
JTIOSLZ,X,X,X,X,X
JTIOSZL,X,X,X,X,X
JTIOZLS,X,X,X,X,X
JTIOZSL,X,X,X,X,X
JTLISZO,X,X,X,X,X
JTLISOZ,X,X,X,X,X
JTLIZSO,X,X,X,X,X
JTLIZOS,X,X,X,X,X
JTLIOSZ,X,X,X,X,X
JTLIOZS,X,X,X,X,X
JTLSIZO,X,X,X,X,X
JTLSIOZ,X,X,X,X,X
JTLSZIO,X,X,X,X,X
JTLSZOI,X,X,X,X,X
JTLSOIZ,X,X,X,X,X
JTLSOZI,X,X,X,X,X
JTLZISO,X,X,X,X,X
JTLZIOS,X,X,X,X,X
JTLZSIO,X,X,X,X,X
JTLZSOI,X,X,X,X,X
JTLZOIS,X,X,X,X,X
JTLZOSI,X,X,X,X,X
JTLOISZ,X,X,X,X,X
JTLOIZS,X,X,X,X,X
JTLOSIZ,X,X,X,X,X
JTLOSZI,X,X,X,X,X
JTLOZIS,X,X,X,X,X
JTLOZSI,X,X,X,X,X
JTSILZO,X,X,X,X,X
JTSILOZ,X,X,X,X,X
JTSIZLO,X,O,X,X,X
JTSIZOL,X,X,X,X,X
JTSIOLZ,X,X,X,X,X
JTSIOZL,X,X,X,X,X
JTSLIZO,X,X,X,X,X
JTSLIOZ,X,X,X,X,X
JTSLZIO,X,X,X,X,X
JTSLZOI,X,X,X,X,X
JTSLOIZ,X,X,X,X,X
JTSLOZI,X,X,X,X,X
JTSZILO,X,O,X,X,X
JTSZIOL,X,X,X,X,X
JTSZLIO,X,O,X,X,X
JTSZLOI,X,X,X,X,X
JTSZOIL,X,X,X,X,X
JTSZOLI,X,X,X,X,X
JTSOILZ,X,X,X,X,X
JTSOIZL,X,X,X,X,X
JTSOLIZ,X,X,X,X,X
JTSOLZI,X,X,X,X,X
JTSOZIL,X,X,X,X,X
JTSOZLI,X,X,X,X,X
JTZILSO,X,O,X,X,X
JTZILOS,X,X,X,X,X
JTZISLO,X,O,X,X,X
JTZISOL,X,X,X,X,X
JTZIOLS,X,X,X,X,X
JTZIOSL,X,X,X,X,X
JTZLISO,X,O,X,X,X
JTZLIOS,X,X,X,X,X
JTZLSIO,X,O,X,X,X
JTZLSOI,X,X,X,X,X
JTZLOIS,X,X,X,X,X
JTZLOSI,X,X,X,X,X
JTZSILO,X,O,X,X,X
JTZSIOL,X,X,X,X,X
