sequence,v115@IhA8GeC8GeE8CeC8Jei/IvhFclBThBxiBmnBFrBXsB,v115@IhA8GeC8GeE8CeC8Jei/IvhFFhBxiBTlBcrBmnBXsB,v115@IhA8GeC8GeE8CeC8Jei/IvhFclBxiBmmBznBXmB1wB,v115@IhA8GeC8GeE8CeC8Jei/IvhFclBemBfnBxiBznB1wB
JSIOLZT,X,O,X,X
JSIOZTL,X,O,X,X
JSIOZLT,X,O,X,X
JSLTIZO,X,X,X,X
JSLTIOZ,X,X,X,X
JSLTZIO,X,X,X,X
JSLTZOI,X,X,X,X
JSLTOIZ,X,X,X,X
JSLTOZI,X,X,X,X
JSLITZO,X,X,X,X
JSLITOZ,X,X,X,X
JSLIZTO,O,O,X,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,O,X,X
JSLZTIO,O,O,X,X
JSLZTOI,O,X,X,X
JSLZITO,O,O,X,X
JSLZIOT,X,X,X,X
JSLZOTI,X,X,X,X
JSLZOIT,X,X,X,X
JSLOTIZ,X,X,X,X
JSLOTZI,X,X,X,X
JSLOITZ,X,X,X,X
JSLOIZT,X,O,X,X
JSLOZTI,X,O,X,X
JSLOZIT,X,O,X,X
JSZTILO,O,O,X,X
JSZTIOL,O,X,X,X
JSZTLIO,O,O,X,X
JSZTLOI,O,X,X,X
JSZTOIL,O,X,X,X
JSZTOLI,O,X,X,X
JSZITLO,O,O,X,X
JSZITOL,O,X,X,X
JSZILTO,O,O,X,X
JSZILOT,X,X,X,X
JSZIOTL,X,O,X,X
JSZIOLT,X,O,X,X
JSZLTIO,O,O,X,X
JSZLTOI,O,X,X,X
JSZLITO,O,O,X,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,X,X
JSZLOIT,X,X,X,X
JSZOTIL,X,O,X,X
JSZOTLI,X,O,X,X
JSZOITL,X,O,X,X
JSZOILT,X,O,X,X
JSZOLTI,X,O,X,X
JSZOLIT,X,O,X,X
JSOTILZ,X,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,X,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,O,X,X
JSOIZTL,X,O,X,X
JSOIZLT,X,O,X,X
JSOLTIZ,X,X,X,X
JSOLTZI,X,X,X,X
JSOLITZ,X,X,X,X
JSOLIZT,X,O,X,X
JSOLZTI,X,O,X,X
JSOLZIT,X,O,X,X
JSOZTIL,X,O,X,X
JSOZTLI,X,O,X,X
JSOZITL,X,O,X,X
JSOZILT,X,O,X,X
JSOZLTI,X,O,X,X
JSOZLIT,X,O,X,X
JZTILSO,X,X,X,X
JZTILOS,O,O,X,X
JZTISLO,X,X,X,X
JZTISOL,X,X,X,X
JZTIOLS,O,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,X,X,X,X
JZTLIOS,O,O,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,O,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,X,X
JZTSIOL,X,X,X,X
JZTSLIO,X,X,X,X
JZTSLOI,X,X,X,X
JZTSOIL,X,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,O,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,O,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,O,O,X,X
JZITSLO,X,X,X,X
JZITSOL,X,X,X,X
JZITOLS,O,X,X,X
JZITOSL,X,X,X,X
JZILTSO,X,X,X,X
JZILTOS,O,O,X,X
JZILSTO,O,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,X,X
JZILOST,X,X,X,X
JZISTLO,O,X,X,X
JZISTOL,O,X,X,X
JZISLTO,O,X,X,X
JZISLOT,X,X,X,X
JZISOTL,X,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,O,X,X
JZIOTSL,X,X,X,X
JZIOLTS,X,O,X,X
JZIOLST,X,X,X,X
JZIOSTL,X,X,X,X
JZIOSLT,X,X,X,X
JZLTISO,X,X,X,X
JZLTIOS,O,O,X,X
JZLTSIO,X,X,X,X
JZLTSOI,X,X,X,X
JZLTOIS,O,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,X,X,X,X
JZLITOS,O,O,X,X
JZLISTO,O,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,X,X,X,X
JZLSTIO,O,X,X,X
JZLSTOI,O,X,X,X
JZLSITO,O,X,X,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,X,O
JZLOITS,X,X,X,X
JZLOIST,X,X,X,X
JZLOSTI,X,X,X,X
JZLOSIT,X,X,X,X
JZSTILO,O,X,X,X
JZSTIOL,O,X,X,X
JZSTLIO,O,X,X,X
JZSTLOI,O,X,X,X
JZSTOIL,O,X,X,X
JZSTOLI,O,X,X,X
JZSITLO,O,X,X,X
JZSITOL,O,X,X,X
JZSILTO,O,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,X,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,O,X,X,X
JZSLTOI,O,X,X,X
JZSLITO,O,X,X,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,X,X
JZSLOIT,X,X,X,X
JZSOTIL,X,X,X,X
JZSOTLI,X,X,X,X
JZSOITL,X,X,X,X
JZSOILT,X,X,X,X
JZSOLTI,X,X,X,X
JZSOLIT,X,X,X,X
JZOTILS,X,O,X,X
JZOTISL,X,X,X,X
JZOTLIS,X,O,X,X
JZOTLSI,X,X,X,O
JZOTSIL,X,X,X,O
JZOTSLI,X,X,X,O
JZOITLS,X,O,X,X
JZOITSL,X,X,X,X
JZOILTS,X,O,X,X
JZOILST,X,X,X,X
JZOISTL,X,X,X,X
JZOISLT,X,X,X,X
JZOLTIS,X,O,X,X
JZOLTSI,X,X,X,O
JZOLITS,X,O,X,X
JZOLIST,X,X,X,X
JZOLSTI,X,X,X,X
JZOLSIT,X,X,X,X
JZOSTIL,X,X,X,X
JZOSTLI,X,X,X,X
JZOSITL,X,X,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,X,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,X,X
JOTILZS,X,X,X,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,X,X
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,O
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,O
JOTSZLI,X,X,X,O
JOTZILS,X,X,X,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,O
JOTZSIL,X,X,X,O
JOTZSLI,X,X,X,O
JOITLSZ,X,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,X,X,X,X
JOILSZT,X,O,X,X
JOILZTS,X,O,X,X
JOILZST,X,X,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,O,X,X
JOISZTL,X,O,X,X
JOISZLT,X,O,X,X
JOIZTLS,X,O,X,X
JOIZTSL,X,X,X,X
JOIZLTS,X,O,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,X,X
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,X,X,X,X
JOLISZT,X,O,X,X
JOLIZTS,X,O,X,X
JOLIZST,X,X,X,X
JOLSTIZ,X,X,X,X
JOLSTZI,X,X,X,X
JOLSITZ,X,X,X,X
JOLSIZT,X,O,X,X
JOLSZTI,X,O,X,X
JOLSZIT,X,O,X,X
JOLZTIS,X,O,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,O,X,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,X,X,X
JOSTIZL,X,X,X,X
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,O,X,X
JOSIZTL,X,O,X,X
JOSIZLT,X,O,X,X
JOSLTIZ,X,X,X,X
JOSLTZI,X,X,X,X
JOSLITZ,X,X,X,X
JOSLIZT,X,O,X,X
JOSLZTI,X,O,X,X
JOSLZIT,X,O,X,X
JOSZTIL,X,O,X,X
JOSZTLI,X,O,X,X
JOSZITL,X,O,X,X
JOSZILT,X,O,X,X
JOSZLTI,X,O,X,X
JOSZLIT,X,O,X,X
JOZTILS,X,O,X,X
JOZTISL,X,X,X,X
JOZTLIS,X,O,X,X
JOZTLSI,X,X,X,O
JOZTSIL,X,X,X,O
JOZTSLI,X,X,X,O
JOZITLS,X,O,X,X
JOZITSL,X,X,X,X
JOZILTS,X,O,X,X
JOZILST,X,X,X,X
JOZISTL,X,X,X,X
JOZISLT,X,X,X,X
JOZLTIS,X,O,X,X
JOZLTSI,X,X,X,O
JOZLITS,X,O,X,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,X,X,X
JOZSTLI,X,X,X,X
JOZSITL,X,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,X,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,O,X,X,X
STIJZOL,O,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,O,X,X,X
STIZLJO,O,X,X,X
STIZLOJ,O,X,X,X
STIZJLO,O,X,X,X
STIZJOL,O,X,X,X
STIZOLJ,O,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,O,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,X,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,X,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,X,X,X
STLJIOZ,X,X,X,X
STLJZIO,X,X,X,X
STLJZOI,X,X,X,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,X,X,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,X,X,X
STLZJOI,X,X,X,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,X,X,X,X
STJILZO,X,X,X,X
STJILOZ,X,X,X,X
STJIZLO,O,X,X,X
STJIZOL,O,X,X,X
STJIOLZ,X,X,X,X
STJIOZL,O,X,X,X
STJLIZO,X,X,X,X
STJLIOZ,X,X,X,X
STJLZIO,X,X,X,X
STJLZOI,X,X,X,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,O,X,X,X
STJZIOL,O,X,X,X
STJZLIO,O,X,X,X
STJZLOI,O,X,X,X
STJZOIL,O,X,X,X
STJZOLI,O,X,X,X
STJOILZ,X,X,X,X
STJOIZL,O,X,X,X
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,O,X,X,X
STJOZLI,O,X,X,X
STZILJO,O,X,X,X
STZILOJ,O,X,X,X
STZIJLO,O,X,X,X
STZIJOL,O,X,X,X
STZIOLJ,O,X,X,X
STZIOJL,X,X,X,X
STZLIJO,O,X,X,X
STZLIOJ,O,X,X,X
STZLJIO,O,X,X,X
STZLJOI,O,X,X,X
STZLOIJ,O,X,X,X
STZLOJI,O,X,X,X
STZJILO,O,X,X,X
STZJIOL,O,X,X,X
STZJLIO,O,X,X,X
STZJLOI,O,X,X,X
STZJOIL,O,X,X,X
STZJOLI,O,X,X,X
STZOILJ,O,X,X,X
STZOIJL,X,X,X,X
STZOLIJ,O,X,X,X
STZOLJI,O,X,X,X
STZOJIL,O,X,X,X
STZOJLI,O,X,X,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,O,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,X,X,X,X
STOJILZ,X,X,X,X
STOJIZL,O,X,X,X
STOJLIZ,X,X,X,X
STOJLZI,X,X,X,X
STOJZIL,O,X,X,X
STOJZLI,O,X,X,X
STOZILJ,O,X,X,X
STOZIJL,X,X,X,X
STOZLIJ,O,X,X,X
STOZLJI,O,X,X,X
STOZJIL,O,X,X,X
STOZJLI,O,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,O,X,X,X
SITJZOL,O,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,O,X,X,X
SITZLJO,O,X,X,X
SITZLOJ,O,X,X,X
SITZJLO,O,X,X,X
SITZJOL,O,X,X,X
SITZOLJ,O,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,O,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,O,O,X,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,O,X,X
SILZTJO,O,O,X,X
SILZTOJ,O,O,X,X
SILZJTO,O,X,X,X
SILZJOT,X,X,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,X,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,O,X,X
SILOZTJ,X,O,X,X
SILOZJT,X,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,O,X,X,X
SIJTZOL,O,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,O,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,O,O,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,O,X,X
SIJZTLO,O,O,X,X
SIJZTOL,O,X,X,X
SIJZLTO,O,O,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,O,X,X
SIJZOLT,X,O,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,O,X,X
SIJOZTL,X,O,X,X
SIJOZLT,X,O,X,X
SIZTLJO,O,O,X,X
SIZTLOJ,O,O,X,X
SIZTJLO,O,X,X,X
SIZTJOL,O,X,X,X
SIZTOLJ,O,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,O,O,X,X
SIZLTOJ,O,O,X,X
SIZLJTO,O,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,O,X,X,X
SIZJTOL,O,X,X,X
SIZJLTO,O,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,O,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,X,O,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,X,X,X,X
SIOTJZL,X,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,X,O,X,X
SIOLZTJ,X,O,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,X,X,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,X,X,X
SIOJLZT,X,O,X,X
SIOJZTL,X,O,X,X
SIOJZLT,X,O,X,X
SIOZTLJ,X,O,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,X,O,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,X,X
SLTIJOZ,X,X,X,X
SLTIZJO,X,X,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,X,X,X,X
SLTJIOZ,X,X,X,X
SLTJZIO,X,X,X,X
SLTJZOI,X,X,X,X
SLTJOIZ,X,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,X,X,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,X,X,X,X
SLTZJOI,X,X,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,X,X,X,X
SLTOIZJ,X,X,X,X
SLTOJIZ,X,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,X,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,O,O,X,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,O,X,X
SLIZTJO,O,O,X,X
SLIZTOJ,O,O,X,X
SLIZJTO,O,X,X,X
SLIZJOT,X,X,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,X,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,X,O,X,X
SLIOZTJ,X,O,X,X
SLIOZJT,X,X,X,X
SLJTIZO,X,X,X,X
SLJTIOZ,X,X,X,X
SLJTZIO,X,X,X,X
SLJTZOI,X,X,X,X
SLJTOIZ,X,X,X,X
SLJTOZI,X,X,X,X
SLJITZO,X,X,X,X
SLJITOZ,X,X,X,X
SLJIZTO,O,O,X,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,O,X,X
SLJZTIO,O,O,X,X
SLJZTOI,O,X,X,X
SLJZITO,O,O,X,X
SLJZIOT,X,X,X,X
SLJZOTI,X,X,X,X
SLJZOIT,X,X,X,X
SLJOTIZ,X,X,X,X
SLJOTZI,X,X,X,X
SLJOITZ,X,X,X,X
SLJOIZT,X,O,X,X
SLJOZTI,X,O,X,X
SLJOZIT,X,O,X,X
SLZTIJO,O,O,X,X
SLZTIOJ,O,O,X,X
SLZTJIO,O,O,X,X
SLZTJOI,O,X,X,X
SLZTOIJ,O,X,X,X
SLZTOJI,O,X,X,X
SLZITJO,O,O,X,X
SLZITOJ,O,O,X,X
SLZIJTO,O,X,X,X
SLZIJOT,X,X,X,X
SLZIOTJ,X,X,X,X
SLZIOJT,X,X,X,X
SLZJTIO,O,O,X,X
SLZJTOI,O,X,X,X
SLZJITO,O,O,X,X
SLZJIOT,X,X,X,X
SLZJOTI,X,X,X,X
SLZJOIT,X,X,X,X
SLZOTIJ,X,X,X,X
SLZOTJI,X,X,X,X
SLZOITJ,X,X,X,X
SLZOIJT,X,X,X,X
SLZOJTI,X,X,X,X
SLZOJIT,X,X,X,X
SLOTIJZ,X,X,X,X
SLOTIZJ,X,X,X,X
SLOTJIZ,X,X,X,X
SLOTJZI,X,X,X,X
SLOTZIJ,X,X,X,X
SLOTZJI,X,X,X,X
SLOITJZ,X,X,X,X
SLOITZJ,X,X,X,X
SLOIJTZ,X,X,X,X
SLOIJZT,X,O,X,X
SLOIZTJ,X,O,X,X
SLOIZJT,X,X,X,X
SLOJTIZ,X,X,X,X
SLOJTZI,X,X,X,X
SLOJITZ,X,X,X,X
SLOJIZT,X,O,X,X
SLOJZTI,X,O,X,X
SLOJZIT,X,O,X,X
SLOZTIJ,X,O,X,X
SLOZTJI,X,O,X,X
SLOZITJ,X,O,X,X
SLOZIJT,X,X,X,X
SLOZJTI,X,O,X,X
SLOZJIT,X,O,X,X
SJTILZO,X,X,X,X
SJTILOZ,X,X,X,X
SJTIZLO,O,X,X,X
SJTIZOL,O,X,X,X
SJTIOLZ,X,X,X,X
SJTIOZL,O,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,X,X,X,X
SJTLZIO,X,X,X,X
SJTLZOI,X,X,X,X
SJTLOIZ,X,X,X,X
SJTLOZI,X,X,X,X
SJTZILO,O,X,X,X
SJTZIOL,O,X,X,X
SJTZLIO,O,X,X,X
SJTZLOI,O,X,X,X
SJTZOIL,O,X,X,X
SJTZOLI,O,X,X,X
SJTOILZ,X,X,X,X
SJTOIZL,O,X,X,X
SJTOLIZ,X,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,O,X,X,X
SJTOZLI,O,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,O,X,X,X
SJITZOL,O,X,X,X
SJITOLZ,X,X,X,X
SJITOZL,O,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,X,X,X,X
SJILZTO,O,O,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,O,X,X
SJIZTLO,O,O,X,X
SJIZTOL,O,X,X,X
SJIZLTO,O,O,X,X
SJIZLOT,X,X,X,X
SJIZOTL,X,O,X,X
SJIZOLT,X,O,X,X
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,O,X,X
SJIOZTL,X,O,X,X
SJIOZLT,X,O,X,X
SJLTIZO,X,X,X,X
SJLTIOZ,X,X,X,X
SJLTZIO,X,X,X,X
SJLTZOI,X,X,X,X
SJLTOIZ,X,X,X,X
SJLTOZI,X,X,X,X
SJLITZO,X,X,X,X
SJLITOZ,X,X,X,X
SJLIZTO,O,O,X,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,O,X,X
SJLZTIO,O,O,X,X
SJLZTOI,O,X,X,X
SJLZITO,O,O,X,X
SJLZIOT,X,X,X,X
SJLZOTI,X,X,X,X
SJLZOIT,X,X,X,X
SJLOTIZ,X,X,X,X
SJLOTZI,X,X,X,X
SJLOITZ,X,X,X,X
SJLOIZT,X,O,X,X
SJLOZTI,X,O,X,X
SJLOZIT,X,O,X,X
SJZTILO,O,O,X,X
SJZTIOL,O,X,X,X
SJZTLIO,O,O,X,X
SJZTLOI,O,X,X,X
SJZTOIL,O,X,X,X
SJZTOLI,O,X,X,X
SJZITLO,O,O,X,X
SJZITOL,O,X,X,X
SJZILTO,O,O,X,X
SJZILOT,X,X,X,X
SJZIOTL,X,O,X,X
SJZIOLT,X,O,X,X
SJZLTIO,O,O,X,X
SJZLTOI,O,X,X,X
SJZLITO,O,O,X,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,X,X
SJZLOIT,X,X,X,X
SJZOTIL,X,O,X,X
SJZOTLI,X,O,X,X
SJZOITL,X,O,X,X
SJZOILT,X,O,X,X
SJZOLTI,X,O,X,X
SJZOLIT,X,O,X,X
SJOTILZ,X,X,X,X
SJOTIZL,X,X,X,X
SJOTLIZ,X,X,X,X
SJOTLZI,X,X,X,X
SJOTZIL,X,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,X,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,X
SJOILZT,X,O,X,X
SJOIZTL,X,O,X,X
SJOIZLT,X,O,X,X
SJOLTIZ,X,X,X,X
SJOLTZI,X,X,X,X
SJOLITZ,X,X,X,X
SJOLIZT,X,O,X,X
SJOLZTI,X,O,X,X
SJOLZIT,X,O,X,X
SJOZTIL,X,O,X,X
SJOZTLI,X,O,X,X
SJOZITL,X,O,X,X
SJOZILT,X,O,X,X
SJOZLTI,X,O,X,X
SJOZLIT,X,O,X,X
SZTILJO,O,O,X,X
SZTILOJ,O,O,X,X
SZTIJLO,O,X,X,X
SZTIJOL,O,X,X,X
SZTIOLJ,O,X,X,X
SZTIOJL,X,X,X,X
SZTLIJO,O,O,X,X
SZTLIOJ,O,O,X,X
SZTLJIO,O,O,X,X
SZTLJOI,O,X,X,X
SZTLOIJ,O,X,X,X
SZTLOJI,O,X,X,X
SZTJILO,O,O,X,X
SZTJIOL,O,X,X,X
SZTJLIO,O,O,X,X
SZTJLOI,O,X,X,X
SZTJOIL,O,X,X,X
SZTJOLI,O,X,X,X
SZTOILJ,O,X,X,X
SZTOIJL,X,X,X,X
SZTOLIJ,O,X,X,X
SZTOLJI,O,X,X,X
SZTOJIL,O,X,X,X
SZTOJLI,O,X,X,X
SZITLJO,O,O,X,X
SZITLOJ,O,O,X,X
SZITJLO,O,X,X,X
SZITJOL,O,X,X,X
SZITOLJ,O,X,X,X
SZITOJL,X,X,X,X
SZILTJO,O,O,X,X
SZILTOJ,O,O,X,X
SZILJTO,O,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,O,X,X,X
SZIJTOL,O,X,X,X
SZIJLTO,O,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,O,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,X,O,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,O,O,X,X
SZLTIOJ,O,O,X,X
SZLTJIO,O,O,X,X
SZLTJOI,O,X,X,X
SZLTOIJ,O,X,X,X
SZLTOJI,O,X,X,X
SZLITJO,O,O,X,X
SZLITOJ,O,O,X,X
SZLIJTO,O,X,X,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,O,O,X,X
SZLJTOI,O,X,X,X
SZLJITO,O,O,X,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,X
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,X
SZLOTJI,X,X,X,X
SZLOITJ,X,X,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,X,X,X,X
SZJTILO,O,O,X,X
SZJTIOL,O,X,X,X
SZJTLIO,O,O,X,X
SZJTLOI,O,X,X,X
SZJTOIL,O,X,X,X
SZJTOLI,O,X,X,X
SZJITLO,O,O,X,X
