sequence,v115@MhA8HeB8EeI8Je0/IvhFxgBOnB6oBNpB3qBzsB,v115@MhA8HeB8EeI8Jex/IvhFXhBOnB6oBNpBUqBzsB,v115@MhA8HeB8EeI8Je0/IvhFxgBKnBziB+oBNpB3qB
STZLIJO,O,O,O
STZLIOJ,O,O,O
STZLJIO,O,O,O
STZLJOI,O,O,O
STZLOIJ,O,O,O
STZLOJI,O,O,O
STZJILO,O,O,O
STZJIOL,O,O,O
STZJLIO,O,O,O
STZJLOI,O,O,O
STZJOIL,O,O,O
STZJOLI,O,O,O
STZOILJ,O,O,O
STZOIJL,O,O,O
STZOLIJ,O,O,O
STZOLJI,O,O,O
STZOJIL,O,O,O
STZOJLI,O,O,O
STOILJZ,O,O,O
STOILZJ,O,O,O
STOIJLZ,O,O,O
STOIJZL,O,O,O
STOIZLJ,O,O,O
STOIZJL,O,O,O
STOLIJZ,O,O,O
STOLIZJ,O,O,O
STOLJIZ,O,O,O
STOLJZI,O,O,O
STOLZIJ,O,O,O
STOLZJI,O,O,O
STOJILZ,O,O,O
STOJIZL,O,O,O
STOJLIZ,O,O,O
STOJLZI,O,O,O
STOJZIL,O,O,O
STOJZLI,O,O,O
STOZILJ,O,O,O
STOZIJL,O,O,O
STOZLIJ,O,O,O
STOZLJI,O,O,O
STOZJIL,O,O,O
STOZJLI,O,O,O
SITLJZO,O,O,O
SITLJOZ,O,O,O
SITLZJO,O,O,O
SITLZOJ,O,O,O
SITLOJZ,O,O,O
SITLOZJ,O,O,O
SITJLZO,O,O,O
SITJLOZ,O,O,O
SITJZLO,O,O,O
SITJZOL,O,O,O
SITJOLZ,O,O,O
SITJOZL,O,O,O
SITZLJO,O,O,O
SITZLOJ,O,O,O
SITZJLO,O,O,O
SITZJOL,O,O,O
SITZOLJ,O,O,O
SITZOJL,O,O,O
SITOLJZ,O,O,O
SITOLZJ,O,O,O
SITOJLZ,O,O,O
SITOJZL,O,O,O
SITOZLJ,O,O,O
SITOZJL,O,O,O
SILTJZO,O,O,O
SILTJOZ,O,O,O
SILTZJO,O,O,O
SILTZOJ,O,O,O
SILTOJZ,O,O,O
SILTOZJ,O,O,O
SILJTZO,O,O,O
SILJTOZ,O,O,O
SILJZTO,O,O,O
SILJZOT,X,O,O
SILJOTZ,O,O,O
SILJOZT,O,O,O
SILZTJO,O,X,O
SILZTOJ,O,X,O
SILZJTO,O,O,O
SILZJOT,X,O,O
SILZOTJ,O,X,X
SILZOJT,O,O,X
SILOTJZ,O,O,O
SILOTZJ,O,O,O
SILOJTZ,O,O,O
SILOJZT,O,O,O
SILOZTJ,O,X,X
SILOZJT,O,O,X
SIJTLZO,O,O,O
SIJTLOZ,O,O,O
SIJTZLO,O,O,O
SIJTZOL,O,O,O
SIJTOLZ,O,O,O
SIJTOZL,O,O,O
SIJLTZO,O,O,O
SIJLTOZ,O,O,O
SIJLZTO,O,O,O
SIJLZOT,X,O,O
SIJLOTZ,O,O,O
SIJLOZT,O,O,O
SIJZTLO,O,X,O
SIJZTOL,O,X,O
SIJZLTO,O,O,O
SIJZLOT,X,O,O
SIJZOTL,O,X,X
SIJZOLT,O,O,X
SIJOTLZ,O,O,O
SIJOTZL,O,O,O
SIJOLTZ,O,O,O
SIJOLZT,O,O,O
SIJOZTL,O,X,X
SIJOZLT,O,O,X
SIZTLJO,O,X,O
SIZTLOJ,O,X,O
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,O,X,O
SIZTOJL,O,X,O
SIZLTJO,O,X,O
SIZLTOJ,O,X,O
SIZLJTO,O,O,O
SIZLJOT,X,O,O
SIZLOTJ,O,X,X
SIZLOJT,O,O,X
SIZJTLO,O,X,O
SIZJTOL,O,X,O
SIZJLTO,O,O,O
SIZJLOT,X,O,O
SIZJOTL,O,X,X
SIZJOLT,O,O,X
SIZOTLJ,O,X,X
SIZOTJL,O,X,X
SIZOLTJ,O,X,X
SIZOLJT,O,O,X
SIZOJTL,O,X,X
SIZOJLT,O,O,X
SIOTLJZ,O,O,O
SIOTLZJ,O,O,O
SIOTJLZ,O,O,O
SIOTJZL,O,O,O
SIOTZLJ,O,O,O
SIOTZJL,O,O,O
SIOLTJZ,O,O,O
SIOLTZJ,O,O,O
SIOLJTZ,O,O,O
SIOLJZT,O,O,O
SIOLZTJ,O,X,X
SIOLZJT,O,O,X
SIOJTLZ,O,O,O
SIOJTZL,O,O,O
SIOJLTZ,O,O,O
SIOJLZT,O,O,O
SIOJZTL,O,X,X
SIOJZLT,O,O,X
SIOZTLJ,O,X,X
SIOZTJL,O,X,X
SIOZLTJ,O,X,X
SIOZLJT,O,O,X
SIOZJTL,O,X,X
SIOZJLT,O,O,X
SLTIJZO,O,O,O
SLTIJOZ,O,O,O
SLTIZJO,O,O,O
SLTIZOJ,O,O,O
SLTIOJZ,O,O,O
SLTIOZJ,O,O,O
SLTJIZO,O,O,O
SLTJIOZ,O,O,O
SLTJZIO,O,O,O
SLTJZOI,O,O,O
SLTJOIZ,O,O,O
SLTJOZI,O,O,O
SLTZIJO,O,O,O
SLTZIOJ,O,O,O
SLTZJIO,O,O,O
SLTZJOI,O,O,O
SLTZOIJ,O,O,O
SLTZOJI,O,O,O
SLTOIJZ,O,O,O
SLTOIZJ,O,O,O
SLTOJIZ,O,O,O
SLTOJZI,O,O,O
SLTOZIJ,O,O,O
SLTOZJI,O,O,O
SLITJZO,O,O,O
SLITJOZ,O,O,O
SLITZJO,O,O,O
SLITZOJ,O,O,O
SLITOJZ,O,O,O
SLITOZJ,O,O,O
SLIJTZO,O,O,O
SLIJTOZ,O,O,O
SLIJZTO,O,O,O
SLIJZOT,X,O,O
SLIJOTZ,O,O,O
SLIJOZT,O,O,O
SLIZTJO,O,X,O
SLIZTOJ,O,X,O
SLIZJTO,O,O,O
SLIZJOT,X,O,O
SLIZOTJ,O,X,X
SLIZOJT,O,O,X
SLIOTJZ,O,O,O
SLIOTZJ,O,O,O
SLIOJTZ,O,O,O
SLIOJZT,O,O,O
SLIOZTJ,O,X,X
SLIOZJT,O,O,X
SLJTIZO,O,O,O
SLJTIOZ,O,O,O
SLJTZIO,O,O,O
SLJTZOI,O,O,O
SLJTOIZ,O,O,O
SLJTOZI,O,O,O
SLJITZO,O,O,O
SLJITOZ,O,O,O
SLJIZTO,O,O,O
SLJIZOT,X,O,O
SLJIOTZ,O,O,O
SLJIOZT,O,O,O
SLJZTIO,O,O,O
SLJZTOI,O,O,O
SLJZITO,O,O,O
SLJZIOT,X,O,O
SLJZOTI,X,X,O
SLJZOIT,X,X,O
SLJOTIZ,O,O,O
SLJOTZI,O,O,O
SLJOITZ,O,O,O
SLJOIZT,O,O,O
SLJOZTI,O,O,O
SLJOZIT,O,O,O
SLZTIJO,O,O,O
SLZTIOJ,O,O,O
SLZTJIO,O,O,O
SLZTJOI,O,O,O
SLZTOIJ,O,O,O
SLZTOJI,O,O,O
SLZITJO,O,X,O
SLZITOJ,O,X,O
SLZIJTO,O,O,O
SLZIJOT,X,O,O
SLZIOTJ,O,X,X
SLZIOJT,O,O,X
SLZJTIO,O,O,O
SLZJTOI,O,O,O
SLZJITO,O,O,O
SLZJIOT,X,O,O
SLZJOTI,X,X,O
SLZJOIT,X,X,O
SLZOTIJ,O,O,X
SLZOTJI,O,O,X
SLZOITJ,O,X,X
SLZOIJT,O,O,X
SLZOJTI,O,O,X
SLZOJIT,O,O,X
SLOTIJZ,O,O,O
SLOTIZJ,O,O,O
SLOTJIZ,O,O,O
SLOTJZI,O,O,O
SLOTZIJ,O,O,O
SLOTZJI,O,O,O
SLOITJZ,O,O,O
SLOITZJ,O,O,O
SLOIJTZ,O,O,O
SLOIJZT,O,O,O
SLOIZTJ,O,X,X
SLOIZJT,O,O,X
SLOJTIZ,O,O,O
SLOJTZI,O,O,O
SLOJITZ,O,O,O
SLOJIZT,O,O,O
SLOJZTI,O,O,O
SLOJZIT,O,O,O
SLOZTIJ,O,O,X
SLOZTJI,O,O,X
SLOZITJ,O,X,X
SLOZIJT,O,O,X
SLOZJTI,O,O,X
SLOZJIT,O,O,X
SJTILZO,O,O,O
SJTILOZ,O,O,O
SJTIZLO,O,O,O
SJTIZOL,O,O,O
SJTIOLZ,O,O,O
SJTIOZL,O,O,O
SJTLIZO,O,O,O
SJTLIOZ,O,O,O
SJTLZIO,O,O,O
SJTLZOI,O,O,O
SJTLOIZ,O,O,O
SJTLOZI,O,O,O
SJTZILO,O,O,O
SJTZIOL,O,O,O
SJTZLIO,O,O,O
SJTZLOI,O,O,O
SJTZOIL,O,O,O
SJTZOLI,O,O,O
SJTOILZ,O,O,O
SJTOIZL,O,O,O
SJTOLIZ,O,O,O
SJTOLZI,O,O,O
SJTOZIL,O,O,O
SJTOZLI,O,O,O
SJITLZO,O,O,O
SJITLOZ,O,O,O
SJITZLO,O,O,O
SJITZOL,O,O,O
SJITOLZ,O,O,O
SJITOZL,O,O,O
SJILTZO,O,O,O
SJILTOZ,O,O,O
SJILZTO,O,O,O
SJILZOT,X,O,O
SJILOTZ,O,O,O
SJILOZT,O,O,O
SJIZTLO,O,X,O
SJIZTOL,O,X,O
SJIZLTO,O,O,O
SJIZLOT,X,O,O
SJIZOTL,O,X,X
SJIZOLT,O,O,X
SJIOTLZ,O,O,O
SJIOTZL,O,O,O
SJIOLTZ,O,O,O
SJIOLZT,O,O,O
SJIOZTL,O,X,X
SJIOZLT,O,O,X
SJLTIZO,O,O,O
SJLTIOZ,O,O,O
SJLTZIO,O,O,O
SJLTZOI,O,O,O
SJLTOIZ,O,O,O
SJLTOZI,O,O,O
SJLITZO,O,O,O
SJLITOZ,O,O,O
SJLIZTO,O,O,O
SJLIZOT,X,O,O
SJLIOTZ,O,O,O
SJLIOZT,O,O,O
SJLZTIO,O,O,O
SJLZTOI,O,O,O
SJLZITO,O,O,O
SJLZIOT,X,O,O
SJLZOTI,X,X,O
SJLZOIT,X,X,O
SJLOTIZ,O,O,O
SJLOTZI,O,O,O
SJLOITZ,O,O,O
SJLOIZT,O,O,O
SJLOZTI,O,O,O
SJLOZIT,O,O,O
SJZTILO,O,O,O
SJZTIOL,O,O,O
SJZTLIO,O,O,O
SJZTLOI,O,O,O
SJZTOIL,O,O,O
SJZTOLI,O,O,O
SJZITLO,O,X,O
SJZITOL,O,X,O
SJZILTO,O,O,O
SJZILOT,X,O,O
SJZIOTL,O,X,X
SJZIOLT,O,O,X
SJZLTIO,O,O,O
SJZLTOI,O,O,O
SJZLITO,O,O,O
SJZLIOT,X,O,O
SJZLOTI,X,X,O
SJZLOIT,X,X,O
SJZOTIL,O,O,O
SJZOTLI,O,O,O
SJZOITL,O,X,X
SJZOILT,O,O,X
SJZOLTI,O,O,O
SJZOLIT,O,O,O
SJOTILZ,O,O,O
SJOTIZL,O,O,O
SJOTLIZ,O,O,O
SJOTLZI,O,O,O
SJOTZIL,O,O,O
SJOTZLI,O,O,O
SJOITLZ,O,O,O
SJOITZL,O,O,O
SJOILTZ,O,O,O
SJOILZT,O,O,O
SJOIZTL,O,X,X
SJOIZLT,O,O,X
SJOLTIZ,O,O,O
SJOLTZI,O,O,O
SJOLITZ,O,O,O
SJOLIZT,O,O,O
SJOLZTI,O,O,O
SJOLZIT,O,O,O
SJOZTIL,O,O,O
SJOZTLI,O,O,O
SJOZITL,O,X,X
SJOZILT,O,O,X
SJOZLTI,O,O,O
SJOZLIT,O,O,O
SZTILJO,O,O,O
SZTILOJ,O,O,O
SZTIJLO,O,O,O
SZTIJOL,O,O,O
SZTIOLJ,O,O,O
SZTIOJL,O,O,O
SZTLIJO,O,O,O
SZTLIOJ,O,O,O
SZTLJIO,O,O,O
SZTLJOI,O,O,O
SZTLOIJ,O,O,O
SZTLOJI,O,O,O
SZTJILO,O,O,O
SZTJIOL,O,O,O
SZTJLIO,O,O,O
SZTJLOI,O,O,O
SZTJOIL,O,O,O
SZTJOLI,O,O,O
SZTOILJ,O,O,O
SZTOIJL,O,O,O
SZTOLIJ,O,O,O
SZTOLJI,O,O,O
SZTOJIL,O,O,O
SZTOJLI,O,O,O
SZITLJO,O,X,O
SZITLOJ,O,X,O
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,O,X,O
SZITOJL,O,X,O
SZILTJO,O,X,O
SZILTOJ,O,X,O
SZILJTO,O,O,O
SZILJOT,X,O,O
SZILOTJ,O,X,X
SZILOJT,O,O,X
SZIJTLO,O,X,O
SZIJTOL,O,X,O
SZIJLTO,O,O,O
SZIJLOT,X,O,O
SZIJOTL,O,X,X
SZIJOLT,O,O,X
SZIOTLJ,O,X,X
SZIOTJL,O,X,X
SZIOLTJ,O,X,X
SZIOLJT,O,O,X
SZIOJTL,O,X,X
SZIOJLT,O,O,X
SZLTIJO,O,O,O
SZLTIOJ,O,O,O
SZLTJIO,O,O,O
SZLTJOI,O,O,O
SZLTOIJ,O,O,O
SZLTOJI,O,O,O
SZLITJO,O,X,O
SZLITOJ,O,X,O
SZLIJTO,O,O,O
SZLIJOT,X,O,O
SZLIOTJ,O,X,X
SZLIOJT,O,O,X
SZLJTIO,O,O,O
SZLJTOI,O,O,O
SZLJITO,O,O,O
SZLJIOT,X,O,O
SZLJOTI,X,X,O
SZLJOIT,X,X,O
SZLOTIJ,O,O,X
SZLOTJI,O,O,X
SZLOITJ,O,X,X
SZLOIJT,O,O,X
SZLOJTI,O,O,X
SZLOJIT,O,O,X
SZJTILO,O,O,O
SZJTIOL,O,O,O
SZJTLIO,O,O,O
SZJTLOI,O,O,O
SZJTOIL,O,O,O
SZJTOLI,O,O,O
SZJITLO,O,X,O
SZJITOL,O,X,O
SZJILTO,O,O,O
SZJILOT,X,O,O
SZJIOTL,O,X,X
SZJIOLT,O,O,X
SZJLTIO,O,O,O
SZJLTOI,O,O,O
SZJLITO,O,O,O
SZJLIOT,X,O,O
SZJLOTI,X,X,O
SZJLOIT,X,X,O
SZJOTIL,O,O,O
SZJOTLI,O,O,O
SZJOITL,O,X,X
SZJOILT,O,O,X
SZJOLTI,O,O,O
SZJOLIT,O,O,O
SZOTILJ,O,O,X
SZOTIJL,O,O,X
SZOTLIJ,O,O,X
SZOTLJI,O,O,X
SZOTJIL,O,O,X
SZOTJLI,O,O,X
SZOITLJ,O,X,X
SZOITJL,O,X,X
SZOILTJ,O,X,X
SZOILJT,O,O,X
SZOIJTL,O,X,X
SZOIJLT,O,O,X
SZOLTIJ,O,O,X
SZOLTJI,O,O,X
SZOLITJ,O,X,X
SZOLIJT,O,O,X
SZOLJTI,O,O,X
SZOLJIT,O,O,X
SZOJTIL,O,O,X
SZOJTLI,O,O,X
SZOJITL,O,X,X
SZOJILT,O,O,X
SZOJLTI,O,O,X
SZOJLIT,O,O,X
SOTILJZ,O,O,O
SOTILZJ,O,O,O
SOTIJLZ,O,O,O
SOTIJZL,O,O,O
SOTIZLJ,O,O,O
SOTIZJL,O,O,O
SOTLIJZ,O,O,O
SOTLIZJ,O,O,O
SOTLJIZ,O,O,O
SOTLJZI,O,O,O
SOTLZIJ,O,O,O
SOTLZJI,O,O,O
SOTJILZ,O,O,O
SOTJIZL,O,O,O
SOTJLIZ,O,O,O
SOTJLZI,O,O,O
SOTJZIL,O,O,O
SOTJZLI,O,O,O
SOTZILJ,O,O,O
SOTZIJL,O,O,O
SOTZLIJ,O,O,O
SOTZLJI,O,O,O
SOTZJIL,O,O,O
SOTZJLI,O,O,O
SOITLJZ,O,O,O
SOITLZJ,O,O,O
SOITJLZ,O,O,O
SOITJZL,O,O,O
SOITZLJ,O,O,O
SOITZJL,O,O,O
SOILTJZ,O,O,O
SOILTZJ,O,O,O
SOILJTZ,O,O,O
SOILJZT,O,O,O
SOILZTJ,O,X,X
SOILZJT,O,O,X
SOIJTLZ,O,O,O
SOIJTZL,O,O,O
SOIJLTZ,O,O,O
SOIJLZT,O,O,O
SOIJZTL,O,X,X
SOIJZLT,O,O,X
SOIZTLJ,O,X,X
SOIZTJL,O,X,X
SOIZLTJ,O,X,X
SOIZLJT,O,O,X
SOIZJTL,O,X,X
SOIZJLT,O,O,X
SOLTIJZ,O,O,O
SOLTIZJ,O,O,O
SOLTJIZ,O,O,O
SOLTJZI,O,O,O
SOLTZIJ,O,O,O
SOLTZJI,O,O,O
SOLITJZ,O,O,O
SOLITZJ,O,O,O
SOLIJTZ,O,O,O
SOLIJZT,O,O,O
SOLIZTJ,O,X,X
SOLIZJT,O,O,X
SOLJTIZ,O,O,O
SOLJTZI,O,O,O
SOLJITZ,O,O,O
SOLJIZT,O,O,O
SOLJZTI,O,O,O
SOLJZIT,O,O,O
SOLZTIJ,O,O,X
SOLZTJI,O,O,X
SOLZITJ,O,X,X
SOLZIJT,O,O,X
SOLZJTI,O,O,X
SOLZJIT,O,O,X
SOJTILZ,O,O,O
SOJTIZL,O,O,O
SOJTLIZ,O,O,O
SOJTLZI,O,O,O
SOJTZIL,O,O,O
SOJTZLI,O,O,O
SOJITLZ,O,O,O
SOJITZL,O,O,O
SOJILTZ,O,O,O
SOJILZT,O,O,O
SOJIZTL,O,X,X
SOJIZLT,O,O,X
SOJLTIZ,O,O,O
SOJLTZI,O,O,O
SOJLITZ,O,O,O
SOJLIZT,O,O,O
SOJLZTI,O,O,O
SOJLZIT,O,O,O
SOJZTIL,O,O,O
SOJZTLI,O,O,O
SOJZITL,O,X,X
SOJZILT,O,O,X
SOJZLTI,O,O,O
SOJZLIT,O,O,O
SOZTILJ,O,O,X
SOZTIJL,O,O,X
SOZTLIJ,O,O,X
SOZTLJI,O,O,X
SOZTJIL,O,O,X
SOZTJLI,O,O,X
SOZITLJ,O,X,X
SOZITJL,O,X,X
SOZILTJ,O,X,X
SOZILJT,O,O,X
SOZIJTL,O,X,X
SOZIJLT,O,O,X
SOZLTIJ,O,O,X
SOZLTJI,O,O,X
SOZLITJ,O,X,X
SOZLIJT,O,O,X
SOZLJTI,O,O,X
SOZLJIT,O,O,X
SOZJTIL,O,O,X
SOZJTLI,O,O,X
SOZJITL,O,X,X
SOZJILT,O,O,X
SOZJLTI,O,O,X
SOZJLIT,O,O,X
ZTILJSO,O,O,O
ZTILJOS,O,O,O
ZTILSJO,O,O,O
ZTILSOJ,O,O,O
ZTILOJS,O,O,O
ZTILOSJ,O,O,X
ZTIJLSO,O,O,O
ZTIJLOS,O,O,O
ZTIJSLO,O,O,O
ZTIJSOL,O,O,O
ZTIJOLS,O,O,O
ZTIJOSL,O,O,O
ZTISLJO,O,O,O
ZTISLOJ,O,O,O
ZTISJLO,O,O,O
ZTISJOL,O,O,O
ZTISOLJ,O,O,O
ZTISOJL,O,O,O
ZTIOLJS,O,O,O
ZTIOLSJ,O,O,X
ZTIOJLS,O,O,O
ZTIOJSL,O,O,X
ZTIOSLJ,O,O,X
ZTIOSJL,O,O,X
ZTLIJSO,O,O,O
ZTLIJOS,O,O,O
ZTLISJO,O,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,O,O
ZTLIOSJ,O,O,X
ZTLJISO,O,O,O
ZTLJIOS,O,O,O
ZTLJSIO,O,O,O
ZTLJSOI,O,O,O
ZTLJOIS,O,O,O
ZTLJOSI,O,O,O
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,O,O,O
ZTLSJOI,O,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,O
ZTLOIJS,O,O,O
ZTLOISJ,O,O,X
ZTLOJIS,O,O,O
ZTLOJSI,O,O,O
ZTLOSIJ,O,O,O
ZTLOSJI,O,O,O
ZTJILSO,O,O,O
ZTJILOS,O,O,O
ZTJISLO,O,O,O
ZTJISOL,O,O,O
ZTJIOLS,O,O,O
ZTJIOSL,O,O,O
ZTJLISO,O,O,O
ZTJLIOS,O,O,O
ZTJLSIO,O,O,O
ZTJLSOI,O,O,O
ZTJLOIS,O,O,O
ZTJLOSI,O,O,O
ZTJSILO,O,O,O
ZTJSIOL,O,O,O
ZTJSLIO,O,O,O
ZTJSLOI,O,O,O
ZTJSOIL,O,O,O
ZTJSOLI,O,O,O
ZTJOILS,O,O,O
ZTJOISL,O,O,O
ZTJOLIS,O,O,O
ZTJOLSI,O,O,O
ZTJOSIL,O,O,O
ZTJOSLI,O,O,O
ZTSILJO,O,O,O
ZTSILOJ,O,O,O
ZTSIJLO,O,O,O
ZTSIJOL,O,O,O
ZTSIOLJ,O,O,O
ZTSIOJL,O,O,O
ZTSLIJO,O,O,O
ZTSLIOJ,O,O,O
ZTSLJIO,O,O,O
ZTSLJOI,O,O,O
ZTSLOIJ,O,O,O
ZTSLOJI,O,O,O
ZTSJILO,O,O,O
ZTSJIOL,O,O,O
ZTSJLIO,O,O,O
ZTSJLOI,O,O,O
ZTSJOIL,O,O,O
ZTSJOLI,O,O,O
ZTSOILJ,O,O,O
ZTSOIJL,O,O,O
ZTSOLIJ,O,O,O
ZTSOLJI,O,O,O
ZTSOJIL,O,O,O
ZTSOJLI,O,O,O
ZTOILJS,O,O,O
ZTOILSJ,O,O,X
ZTOIJLS,O,O,O
ZTOIJSL,O,O,X
ZTOISLJ,O,O,X
ZTOISJL,O,O,X
ZTOLIJS,O,O,O
ZTOLISJ,O,O,X
ZTOLJIS,O,O,O
ZTOLJSI,O,O,O
ZTOLSIJ,O,O,O
ZTOLSJI,O,O,O
ZTOJILS,O,O,O
ZTOJISL,O,O,O
ZTOJLIS,O,O,O
ZTOJLSI,O,O,O
ZTOJSIL,O,O,O
ZTOJSLI,O,O,O
ZTOSILJ,O,O,O
ZTOSIJL,O,O,O
ZTOSLIJ,O,O,O
ZTOSLJI,O,O,O
ZTOSJIL,O,O,O
ZTOSJLI,O,O,O
ZITLJSO,O,X,O
ZITLJOS,O,X,O
ZITLSJO,O,X,O
ZITLSOJ,O,X,X
ZITLOJS,O,X,O
ZITLOSJ,O,X,X
ZITJLSO,O,X,O
ZITJLOS,O,X,O
ZITJSLO,O,X,O
ZITJSOL,O,X,X
ZITJOLS,O,X,O
ZITJOSL,O,X,X
ZITSLJO,O,X,O
ZITSLOJ,O,X,X
ZITSJLO,O,X,O
ZITSJOL,O,X,X
ZITSOLJ,O,X,X
ZITSOJL,O,X,X
ZITOLJS,O,X,O
ZITOLSJ,O,X,X
ZITOJLS,O,X,O
ZITOJSL,O,X,X
ZITOSLJ,O,X,X
ZITOSJL,O,X,X
ZILTJSO,O,X,O
ZILTJOS,O,X,O
ZILTSJO,O,X,O
ZILTSOJ,O,X,X
ZILTOJS,O,X,O
ZILTOSJ,O,X,X
ZILJTSO,O,X,O
ZILJTOS,O,X,O
ZILJSTO,O,X,O
ZILJSOT,X,X,O
ZILJOTS,X,X,O
ZILJOST,X,X,O
ZILSTJO,O,X,O
ZILSTOJ,O,X,O
ZILSJTO,O,X,O
ZILSJOT,X,X,O
ZILSOTJ,O,X,X
ZILSOJT,O,X,X
ZILOTJS,O,X,X
ZILOTSJ,O,X,X
ZILOJTS,O,X,X
ZILOJST,O,X,X
ZILOSTJ,O,X,X
ZILOSJT,O,X,X
ZIJTLSO,O,X,O
ZIJTLOS,O,X,O
ZIJTSLO,O,X,O
ZIJTSOL,O,X,X
ZIJTOLS,O,X,O
ZIJTOSL,O,X,X
ZIJLTSO,O,X,O
ZIJLTOS,O,X,O
ZIJLSTO,O,X,O
ZIJLSOT,X,X,O
ZIJLOTS,X,X,O
ZIJLOST,X,X,O
ZIJSTLO,O,X,O
ZIJSTOL,O,X,O
ZIJSLTO,O,X,O
ZIJSLOT,X,X,O
ZIJSOTL,O,X,X
ZIJSOLT,O,X,X
ZIJOTLS,O,X,X
ZIJOTSL,O,X,X
ZIJOLTS,O,X,X
ZIJOLST,O,X,X
ZIJOSTL,O,X,X
ZIJOSLT,O,X,X
ZISTLJO,O,X,O
ZISTLOJ,O,X,O
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,O,X,O
ZISTOJL,O,X,O
ZISLTJO,O,X,O
ZISLTOJ,O,X,O
ZISLJTO,O,X,O
ZISLJOT,X,X,O
ZISLOTJ,O,X,X
ZISLOJT,O,X,X
ZISJTLO,O,X,O
ZISJTOL,O,X,O
ZISJLTO,O,X,O
ZISJLOT,X,X,O
ZISJOTL,O,X,X
ZISJOLT,O,X,X
ZISOTLJ,O,X,X
ZISOTJL,O,X,X
ZISOLTJ,O,X,X
ZISOLJT,O,X,X
ZISOJTL,O,X,X
ZISOJLT,O,X,X
ZIOTLJS,O,X,X
ZIOTLSJ,O,X,X
ZIOTJLS,O,X,X
ZIOTJSL,O,X,X
ZIOTSLJ,O,X,X
ZIOTSJL,O,X,X
ZIOLTJS,O,X,X
ZIOLTSJ,O,X,X
ZIOLJTS,O,X,X
ZIOLJST,O,X,X
ZIOLSTJ,O,X,X
ZIOLSJT,O,X,X
ZIOJTLS,O,X,X
ZIOJTSL,O,X,X
ZIOJLTS,O,X,X
ZIOJLST,O,X,X
ZIOJSTL,O,X,X
ZIOJSLT,O,X,X
ZIOSTLJ,O,X,X
ZIOSTJL,O,X,X
ZIOSLTJ,O,X,X
ZIOSLJT,O,X,X
ZIOSJTL,O,X,X
ZIOSJLT,O,X,X
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,O,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,O
ZLTIOSJ,O,O,X
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,O
ZLTSJOI,O,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,O,O,O
ZLTOISJ,O,O,X
ZLTOJIS,O,O,O
ZLTOJSI,O,O,O
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,O
ZLITJSO,O,X,O
ZLITJOS,O,X,O
ZLITSJO,O,X,O
ZLITSOJ,O,X,X
ZLITOJS,O,X,O
ZLITOSJ,O,X,X
ZLIJTSO,O,X,O
ZLIJTOS,O,X,O
ZLIJSTO,O,X,O
ZLIJSOT,X,X,O
ZLIJOTS,X,X,O
ZLIJOST,X,X,O
ZLISTJO,O,X,O
ZLISTOJ,O,X,O
ZLISJTO,O,X,O
ZLISJOT,X,X,O
ZLISOTJ,O,X,X
ZLISOJT,O,X,X
ZLIOTJS,O,X,X
ZLIOTSJ,O,X,X
ZLIOJTS,O,X,X
ZLIOJST,O,X,X
ZLIOSTJ,O,X,X
ZLIOSJT,O,X,X
ZLJTISO,O,O,O
ZLJTIOS,O,O,O
ZLJTSIO,O,O,O
ZLJTSOI,O,O,O
ZLJTOIS,O,O,O
ZLJTOSI,O,O,O
ZLJITSO,O,X,O
ZLJITOS,O,X,O
ZLJISTO,O,X,O
ZLJISOT,X,X,O
ZLJIOTS,X,X,O
ZLJIOST,X,X,O
ZLJSTIO,O,O,O
ZLJSTOI,O,O,O
ZLJSITO,O,O,O
ZLJSIOT,X,O,O
ZLJSOTI,X,X,O
ZLJSOIT,X,X,O
ZLJOTIS,X,X,O
ZLJOTSI,X,X,O
ZLJOITS,X,X,O
ZLJOIST,X,X,O
ZLJOSTI,X,X,O
ZLJOSIT,X,X,O
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,O,O,O
ZLSTJOI,O,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,O
ZLSITJO,O,X,O
ZLSITOJ,O,X,O
ZLSIJTO,O,O,O
ZLSIJOT,X,O,O
ZLSIOTJ,O,X,X
ZLSIOJT,O,O,X
ZLSJTIO,O,O,O
ZLSJTOI,O,O,O
ZLSJITO,O,O,O
ZLSJIOT,X,O,O
ZLSJOTI,X,X,O
ZLSJOIT,X,X,O
ZLSOTIJ,O,O,X
