sequence,v115@UhB8AeA8DeI8JeZEJvhFqpBTlB/rBUnBGoBVyB,v115@UhB8AeA8DeI8JeZEJvhFupBcqB/rBFnB6tBzsB,v115@UhB8AeA8DeI8JeZEJvhFGlB/rBUnBFoBzpBSyB,v115@UhB8AeA8DeI8JeZEJvhFqpBTlB/rBFnB8sB+tB,v115@UhB8AeA8DeI8JecFJvhFxhBTkBlmBGoBXoBipB
LTSZOIJ,O,X,O,X,X
LTSZOJI,O,X,O,X,X
LTSOIJZ,O,X,O,X,X
LTSOIZJ,O,X,O,X,X
LTSOJIZ,O,X,O,X,X
LTSOJZI,O,X,O,X,X
LTSOZIJ,O,X,O,X,X
LTSOZJI,O,X,O,X,X
LTZIJSO,X,X,X,X,X
LTZIJOS,X,X,X,X,X
LTZISJO,X,X,X,X,X
LTZISOJ,X,X,X,X,X
LTZIOJS,X,X,X,X,X
LTZIOSJ,X,X,X,X,X
LTZJISO,X,X,X,X,X
LTZJIOS,X,X,X,X,X
LTZJSIO,X,X,X,X,X
LTZJSOI,X,X,X,X,X
LTZJOIS,X,X,X,X,X
LTZJOSI,X,X,X,X,X
LTZSIJO,X,X,X,X,X
LTZSIOJ,X,X,X,X,X
LTZSJIO,X,X,X,X,X
LTZSJOI,X,X,X,X,X
LTZSOIJ,X,X,X,X,X
LTZSOJI,X,X,X,X,X
LTZOIJS,X,X,X,X,X
LTZOISJ,X,X,X,X,X
LTZOJIS,X,X,X,X,X
LTZOJSI,X,X,X,X,X
LTZOSIJ,X,X,X,X,X
LTZOSJI,X,X,X,X,X
LTOIJSZ,O,X,O,X,X
LTOIJZS,X,X,X,X,X
LTOISJZ,O,X,O,X,X
LTOISZJ,O,X,O,X,X
LTOIZJS,X,X,X,X,X
LTOIZSJ,X,X,X,X,X
LTOJISZ,O,X,O,X,X
LTOJIZS,X,X,X,X,X
LTOJSIZ,O,X,O,X,X
LTOJSZI,O,X,O,X,X
LTOJZIS,X,X,X,X,X
LTOJZSI,X,X,X,X,X
LTOSIJZ,O,X,O,X,X
LTOSIZJ,O,X,O,X,X
LTOSJIZ,O,X,O,X,X
LTOSJZI,O,X,O,X,X
LTOSZIJ,O,X,O,X,X
LTOSZJI,O,X,O,X,X
LTOZIJS,X,X,X,X,X
LTOZISJ,X,X,X,X,X
LTOZJIS,X,X,X,X,X
LTOZJSI,X,X,X,X,X
LTOZSIJ,X,X,X,X,X
LTOZSJI,X,X,X,X,X
LITJSZO,O,X,O,X,X
LITJSOZ,O,X,X,X,X
LITJZSO,X,X,X,X,X
LITJZOS,X,X,X,X,X
LITJOSZ,O,X,X,X,X
LITJOZS,X,X,X,X,X
LITSJZO,O,X,O,X,X
LITSJOZ,O,X,X,X,X
LITSZJO,O,X,O,X,X
LITSZOJ,O,X,O,X,X
LITSOJZ,O,X,O,X,X
LITSOZJ,O,X,O,X,X
LITZJSO,X,X,X,X,X
LITZJOS,X,X,X,X,X
LITZSJO,X,X,X,X,X
LITZSOJ,X,X,X,X,X
LITZOJS,X,X,X,X,X
LITZOSJ,X,X,X,X,X
LITOJSZ,O,X,O,X,X
LITOJZS,X,X,X,X,X
LITOSJZ,O,X,O,X,X
LITOSZJ,O,X,O,X,X
LITOZJS,X,X,X,X,X
LITOZSJ,X,X,X,X,X
LIJTSZO,X,X,O,X,X
LIJTSOZ,X,X,X,X,X
LIJTZSO,X,X,X,X,X
LIJTZOS,X,X,X,X,X
LIJTOSZ,X,X,X,X,X
LIJTOZS,X,X,X,X,X
LIJSTZO,X,X,O,X,X
LIJSTOZ,X,X,X,X,X
LIJSZTO,X,X,O,O,X
LIJSZOT,X,X,X,O,X
LIJSOTZ,X,X,X,X,X
LIJSOZT,X,X,X,O,X
LIJZTSO,X,X,X,X,X
LIJZTOS,X,X,X,X,X
LIJZSTO,X,X,X,O,X
LIJZSOT,X,X,X,O,X
LIJZOTS,X,X,X,X,X
LIJZOST,X,X,X,O,X
LIJOTSZ,X,X,X,X,X
LIJOTZS,X,X,X,X,X
LIJOSTZ,X,X,X,X,X
LIJOSZT,X,X,X,O,X
LIJOZTS,X,X,X,X,X
LIJOZST,X,X,X,O,X
LISTJZO,O,X,O,X,X
LISTJOZ,O,X,X,X,X
LISTZJO,O,O,O,X,X
LISTZOJ,O,X,O,X,X
LISTOJZ,O,X,O,X,X
LISTOZJ,O,X,O,X,X
LISJTZO,X,X,O,X,X
LISJTOZ,X,X,X,X,X
LISJZTO,X,X,O,O,X
LISJZOT,X,X,X,O,X
LISJOTZ,X,X,X,X,X
LISJOZT,X,X,X,O,X
LISZTJO,O,O,O,X,X
LISZTOJ,O,X,O,X,X
LISZJTO,X,O,O,X,X
LISZJOT,X,X,X,X,X
LISZOTJ,O,X,O,X,X
LISZOJT,X,X,O,X,X
LISOTJZ,O,X,O,X,X
LISOTZJ,O,X,O,X,X
LISOJTZ,X,X,O,X,X
LISOJZT,X,X,O,O,X
LISOZTJ,O,X,O,X,X
LISOZJT,X,X,O,X,X
LIZTJSO,X,X,X,X,X
LIZTJOS,X,X,X,X,X
LIZTSJO,X,X,X,X,X
LIZTSOJ,X,X,X,X,X
LIZTOJS,X,X,X,X,X
LIZTOSJ,X,X,X,X,X
LIZJTSO,X,X,X,X,X
LIZJTOS,X,X,X,X,X
LIZJSTO,X,O,X,X,X
LIZJSOT,X,X,X,X,X
LIZJOTS,X,X,X,X,X
LIZJOST,X,X,X,X,X
LIZSTJO,X,O,X,X,X
LIZSTOJ,X,X,X,X,X
LIZSJTO,X,O,X,X,X
LIZSJOT,X,X,X,X,X
LIZSOTJ,X,X,X,X,X
LIZSOJT,X,X,X,X,X
LIZOTJS,X,X,X,X,X
LIZOTSJ,X,X,X,X,X
LIZOJTS,X,X,X,X,X
LIZOJST,X,X,X,X,X
LIZOSTJ,X,X,X,X,X
LIZOSJT,X,X,X,X,X
LIOTJSZ,O,X,O,X,X
LIOTJZS,X,X,X,X,X
LIOTSJZ,O,X,O,X,X
LIOTSZJ,O,X,O,X,X
LIOTZJS,X,X,X,X,X
LIOTZSJ,X,X,X,X,X
LIOJTSZ,X,X,O,X,X
LIOJTZS,X,X,X,X,X
LIOJSTZ,X,X,O,X,X
LIOJSZT,X,X,O,O,X
LIOJZTS,X,X,X,X,X
LIOJZST,X,X,X,O,X
LIOSTJZ,O,X,O,X,X
LIOSTZJ,O,X,O,X,X
LIOSJTZ,X,X,O,X,X
LIOSJZT,X,X,O,O,X
LIOSZTJ,O,X,O,X,X
LIOSZJT,X,X,O,X,X
LIOZTJS,X,X,X,X,X
LIOZTSJ,X,X,X,X,X
LIOZJTS,X,X,X,X,X
LIOZJST,X,X,X,X,X
LIOZSTJ,X,X,X,X,X
LIOZSJT,X,X,X,X,X
LJTISZO,X,X,O,X,X
LJTISOZ,X,X,X,X,X
LJTIZSO,X,X,X,X,X
LJTIZOS,X,X,X,X,X
LJTIOSZ,X,X,X,X,X
LJTIOZS,X,X,X,X,X
LJTSIZO,X,X,O,X,X
LJTSIOZ,X,X,X,X,X
LJTSZIO,X,X,O,X,X
LJTSZOI,X,X,X,X,X
LJTSOIZ,X,X,X,X,X
LJTSOZI,X,X,X,X,X
LJTZISO,X,X,X,X,X
LJTZIOS,X,X,X,X,X
LJTZSIO,X,X,X,X,X
LJTZSOI,X,X,X,X,X
LJTZOIS,X,X,X,X,X
LJTZOSI,X,X,X,X,X
LJTOISZ,X,X,X,X,X
LJTOIZS,X,X,X,X,X
LJTOSIZ,X,X,X,X,X
LJTOSZI,X,X,X,X,X
LJTOZIS,X,X,X,X,X
LJTOZSI,X,X,X,X,X
LJITSZO,X,X,O,X,X
LJITSOZ,X,X,X,X,X
LJITZSO,X,X,X,X,X
LJITZOS,X,X,X,X,X
LJITOSZ,X,X,X,X,X
LJITOZS,X,X,X,X,X
LJISTZO,X,X,O,X,X
LJISTOZ,X,X,X,X,X
LJISZTO,X,X,O,O,X
LJISZOT,X,X,X,O,X
LJISOTZ,X,X,X,X,X
LJISOZT,X,X,X,O,X
LJIZTSO,X,X,X,X,X
LJIZTOS,X,X,X,X,X
LJIZSTO,X,X,X,O,X
LJIZSOT,X,X,X,O,X
LJIZOTS,X,X,X,X,X
LJIZOST,X,X,X,O,X
LJIOTSZ,X,X,X,X,X
LJIOTZS,X,X,X,X,X
LJIOSTZ,X,X,X,X,X
LJIOSZT,X,X,X,O,X
LJIOZTS,X,X,X,X,X
LJIOZST,X,X,X,O,X
LJSTIZO,X,X,O,X,X
LJSTIOZ,X,X,X,X,X
LJSTZIO,X,X,O,X,X
LJSTZOI,X,X,X,X,X
LJSTOIZ,X,X,X,X,X
LJSTOZI,X,X,X,X,X
LJSITZO,X,X,O,X,X
LJSITOZ,X,X,X,X,X
LJSIZTO,X,X,O,O,X
LJSIZOT,X,X,X,O,X
LJSIOTZ,X,X,X,X,X
LJSIOZT,X,X,X,O,X
LJSZTIO,X,X,O,O,X
LJSZTOI,X,X,X,O,X
LJSZITO,X,X,O,O,X
LJSZIOT,X,X,X,O,X
LJSZOTI,X,X,X,O,X
LJSZOIT,X,X,X,O,X
LJSOTIZ,X,X,X,X,X
LJSOTZI,X,X,X,X,X
LJSOITZ,X,X,X,X,X
LJSOIZT,X,X,X,O,X
LJSOZTI,X,X,X,O,X
LJSOZIT,X,X,X,O,X
LJZTISO,X,X,X,X,X
LJZTIOS,X,X,X,X,X
LJZTSIO,X,X,X,X,X
LJZTSOI,X,X,X,X,X
LJZTOIS,X,X,X,X,X
LJZTOSI,X,X,X,X,X
LJZITSO,X,X,X,X,X
LJZITOS,X,X,X,X,X
LJZISTO,X,X,X,O,X
LJZISOT,X,X,X,O,X
LJZIOTS,X,X,X,X,X
LJZIOST,X,X,X,O,X
LJZSTIO,X,X,X,O,X
LJZSTOI,X,X,X,O,X
LJZSITO,X,X,X,O,X
LJZSIOT,X,X,X,O,X
LJZSOTI,X,X,X,O,X
LJZSOIT,X,X,X,O,X
LJZOTIS,X,X,X,X,X
LJZOTSI,X,X,X,X,X
LJZOITS,X,X,X,X,X
LJZOIST,X,X,X,O,X
LJZOSTI,X,X,X,O,X
LJZOSIT,X,X,X,O,X
LJOTISZ,X,X,X,X,X
LJOTIZS,X,X,X,X,X
LJOTSIZ,X,X,X,X,X
LJOTSZI,X,X,X,X,X
LJOTZIS,X,X,X,X,X
LJOTZSI,X,X,X,X,X
LJOITSZ,X,X,X,X,X
LJOITZS,X,X,X,X,X
LJOISTZ,X,X,X,X,X
LJOISZT,X,X,X,O,X
LJOIZTS,X,X,X,X,X
LJOIZST,X,X,X,O,X
LJOSTIZ,X,X,X,X,X
LJOSTZI,X,X,X,X,X
LJOSITZ,X,X,X,X,X
LJOSIZT,X,X,X,O,X
LJOSZTI,X,X,X,O,X
LJOSZIT,X,X,X,O,X
LJOZTIS,X,X,X,X,X
LJOZTSI,X,X,X,X,X
LJOZITS,X,X,X,X,X
LJOZIST,X,X,X,O,X
LJOZSTI,X,X,X,O,X
LJOZSIT,X,X,X,O,X
LSTIJZO,O,X,O,X,X
LSTIJOZ,O,X,X,X,X
LSTIZJO,O,O,O,X,X
LSTIZOJ,O,X,O,X,X
LSTIOJZ,O,X,O,X,X
LSTIOZJ,O,X,O,X,X
LSTJIZO,O,X,O,X,X
LSTJIOZ,O,X,X,X,X
LSTJZIO,O,X,O,X,X
LSTJZOI,O,X,X,X,X
LSTJOIZ,O,X,X,X,X
LSTJOZI,O,X,X,X,X
LSTZIJO,O,O,O,X,X
LSTZIOJ,O,X,O,X,X
LSTZJIO,O,O,O,X,X
LSTZJOI,O,X,X,X,X
LSTZOIJ,O,X,O,X,X
LSTZOJI,O,X,O,X,X
LSTOIJZ,O,X,O,X,X
LSTOIZJ,O,X,O,X,X
LSTOJIZ,O,X,O,X,X
LSTOJZI,O,X,O,X,X
LSTOZIJ,O,X,O,X,X
LSTOZJI,O,X,O,X,X
LSITJZO,O,X,O,X,X
LSITJOZ,O,X,X,X,X
LSITZJO,O,O,O,X,X
LSITZOJ,O,X,O,X,X
LSITOJZ,O,X,O,X,X
LSITOZJ,O,X,O,X,X
LSIJTZO,X,X,O,X,X
LSIJTOZ,X,X,X,X,X
LSIJZTO,X,X,O,O,X
LSIJZOT,X,X,X,O,X
LSIJOTZ,X,X,X,X,X
LSIJOZT,X,X,X,O,X
LSIZTJO,O,O,O,X,X
LSIZTOJ,O,X,O,X,X
LSIZJTO,X,O,O,X,X
LSIZJOT,X,X,X,X,X
LSIZOTJ,O,X,O,X,X
LSIZOJT,X,X,O,X,X
LSIOTJZ,O,X,O,X,X
LSIOTZJ,O,X,O,X,X
LSIOJTZ,X,X,O,X,X
LSIOJZT,X,X,O,O,X
LSIOZTJ,O,X,O,X,X
LSIOZJT,X,X,O,X,X
LSJTIZO,X,X,O,X,X
LSJTIOZ,X,X,X,X,X
LSJTZIO,X,X,O,X,X
LSJTZOI,X,X,X,X,X
LSJTOIZ,X,X,X,X,X
LSJTOZI,X,X,X,X,X
LSJITZO,X,X,O,X,X
LSJITOZ,X,X,X,X,X
LSJIZTO,X,X,O,O,X
LSJIZOT,X,X,X,O,X
LSJIOTZ,X,X,X,X,X
LSJIOZT,X,X,X,O,X
LSJZTIO,X,X,O,O,X
LSJZTOI,X,X,X,O,X
LSJZITO,X,X,O,O,X
LSJZIOT,X,X,X,O,X
LSJZOTI,X,X,X,O,X
LSJZOIT,X,X,X,O,X
LSJOTIZ,X,X,X,X,X
LSJOTZI,X,X,X,X,X
LSJOITZ,X,X,X,X,X
LSJOIZT,X,X,X,O,X
LSJOZTI,X,X,X,O,X
LSJOZIT,X,X,X,O,X
LSZTIJO,O,O,O,X,X
LSZTIOJ,O,X,O,X,X
LSZTJIO,O,O,O,X,X
LSZTJOI,O,X,X,X,X
LSZTOIJ,O,X,O,X,X
LSZTOJI,O,X,O,X,X
LSZITJO,O,O,O,X,X
LSZITOJ,O,X,O,X,X
LSZIJTO,X,O,O,X,X
LSZIJOT,X,X,X,X,X
LSZIOTJ,O,X,O,X,X
LSZIOJT,X,X,O,X,X
LSZJTIO,X,O,O,X,X
LSZJTOI,X,X,X,X,X
LSZJITO,X,O,O,X,X
LSZJIOT,X,X,X,X,X
LSZJOTI,X,X,X,X,X
LSZJOIT,X,X,X,X,X
LSZOTIJ,O,X,O,X,X
LSZOTJI,O,X,O,X,X
LSZOITJ,O,X,O,X,X
LSZOIJT,X,X,O,X,X
LSZOJTI,X,X,O,X,X
LSZOJIT,X,X,O,X,X
LSOTIJZ,O,X,O,X,X
LSOTIZJ,O,X,O,X,X
LSOTJIZ,O,X,O,X,X
LSOTJZI,O,X,O,X,X
LSOTZIJ,O,X,O,X,X
LSOTZJI,O,X,O,X,X
LSOITJZ,O,X,O,X,X
LSOITZJ,O,X,O,X,X
LSOIJTZ,X,X,O,X,X
LSOIJZT,X,X,O,O,X
LSOIZTJ,O,X,O,X,X
LSOIZJT,X,X,O,X,X
LSOJTIZ,X,X,O,X,X
LSOJTZI,X,X,O,X,X
LSOJITZ,X,X,O,X,X
LSOJIZT,X,X,O,O,X
LSOJZTI,X,X,O,O,X
LSOJZIT,X,X,O,O,X
LSOZTIJ,O,X,O,X,X
LSOZTJI,O,X,O,X,X
LSOZITJ,O,X,O,X,X
LSOZIJT,X,X,O,X,X
LSOZJTI,X,X,O,X,X
LSOZJIT,X,X,O,X,X
LZTIJSO,X,X,X,X,X
LZTIJOS,X,X,X,X,X
LZTISJO,X,X,X,X,X
LZTISOJ,X,X,X,X,X
LZTIOJS,X,X,X,X,X
LZTIOSJ,X,X,X,X,X
LZTJISO,X,X,X,X,X
LZTJIOS,X,X,X,X,X
LZTJSIO,X,X,X,X,X
LZTJSOI,X,X,X,X,X
LZTJOIS,X,X,X,X,X
LZTJOSI,X,X,X,X,X
LZTSIJO,X,X,X,X,X
LZTSIOJ,X,X,X,X,X
LZTSJIO,X,X,X,X,X
LZTSJOI,X,X,X,X,X
LZTSOIJ,X,X,X,X,X
LZTSOJI,X,X,X,X,X
LZTOIJS,X,X,X,X,X
LZTOISJ,X,X,X,X,X
LZTOJIS,X,X,X,X,X
LZTOJSI,X,X,X,X,X
LZTOSIJ,X,X,X,X,X
LZTOSJI,X,X,X,X,X
LZITJSO,X,X,X,X,X
LZITJOS,X,X,X,X,X
LZITSJO,X,X,X,X,X
LZITSOJ,X,X,X,X,X
LZITOJS,X,X,X,X,X
LZITOSJ,X,X,X,X,X
LZIJTSO,X,X,X,X,X
LZIJTOS,X,X,X,X,X
LZIJSTO,X,O,X,X,X
LZIJSOT,X,X,X,X,X
LZIJOTS,X,X,X,X,X
LZIJOST,X,X,X,X,X
LZISTJO,X,O,X,X,X
LZISTOJ,X,X,X,X,X
LZISJTO,X,O,X,X,X
LZISJOT,X,X,X,X,X
LZISOTJ,X,X,X,X,X
LZISOJT,X,X,X,X,X
LZIOTJS,X,X,X,X,X
LZIOTSJ,X,X,X,X,X
LZIOJTS,X,X,X,X,X
LZIOJST,X,X,X,X,X
LZIOSTJ,X,X,X,X,X
LZIOSJT,X,X,X,X,X
LZJTISO,X,X,X,X,X
LZJTIOS,X,X,X,X,X
LZJTSIO,X,X,X,X,X
LZJTSOI,X,X,X,X,X
LZJTOIS,X,X,X,X,X
LZJTOSI,X,X,X,X,X
LZJITSO,X,X,X,X,X
LZJITOS,X,X,X,X,X
LZJISTO,X,O,X,X,X
LZJISOT,X,X,X,X,X
LZJIOTS,X,X,X,X,X
LZJIOST,X,X,X,X,X
LZJSTIO,X,O,X,X,X
LZJSTOI,X,X,X,X,X
LZJSITO,X,O,X,X,X
LZJSIOT,X,X,X,X,X
LZJSOTI,X,X,X,X,X
LZJSOIT,X,X,X,X,X
LZJOTIS,X,X,X,X,X
LZJOTSI,X,X,X,X,X
LZJOITS,X,X,X,X,X
LZJOIST,X,X,X,X,X
LZJOSTI,X,X,X,X,X
LZJOSIT,X,X,X,X,X
LZSTIJO,X,O,X,X,X
LZSTIOJ,X,X,X,X,X
LZSTJIO,X,O,X,X,X
LZSTJOI,X,X,X,X,X
LZSTOIJ,X,X,X,X,X
LZSTOJI,X,X,X,X,X
LZSITJO,X,O,X,X,X
LZSITOJ,X,X,X,X,X
LZSIJTO,X,O,X,X,X
LZSIJOT,X,X,X,X,X
LZSIOTJ,X,X,X,X,X
LZSIOJT,X,X,X,X,X
LZSJTIO,X,O,X,X,X
LZSJTOI,X,X,X,X,X
LZSJITO,X,O,X,X,X
LZSJIOT,X,X,X,X,X
LZSJOTI,X,X,X,X,X
LZSJOIT,X,X,X,X,X
LZSOTIJ,X,X,X,X,X
LZSOTJI,X,X,X,X,X
LZSOITJ,X,X,X,X,X
LZSOIJT,X,X,X,X,X
LZSOJTI,X,X,X,X,X
LZSOJIT,X,X,X,X,X
LZOTIJS,X,X,X,X,X
LZOTISJ,X,X,X,X,X
LZOTJIS,X,X,X,X,X
LZOTJSI,X,X,X,X,X
LZOTSIJ,X,X,X,X,X
LZOTSJI,X,X,X,X,X
LZOITJS,X,X,X,X,X
LZOITSJ,X,X,X,X,X
LZOIJTS,X,X,X,X,X
LZOIJST,X,X,X,X,X
LZOISTJ,X,X,X,X,X
LZOISJT,X,X,X,X,X
LZOJTIS,X,X,X,X,X
LZOJTSI,X,X,X,X,X
LZOJITS,X,X,X,X,X
LZOJIST,X,X,X,X,X
LZOJSTI,X,X,X,X,X
LZOJSIT,X,X,X,X,X
LZOSTIJ,X,X,X,X,X
LZOSTJI,X,X,X,X,X
LZOSITJ,X,X,X,X,X
LZOSIJT,X,X,X,X,X
LZOSJTI,X,X,X,X,X
LZOSJIT,X,X,X,X,X
LOTIJSZ,O,X,O,X,X
LOTIJZS,X,X,X,X,X
LOTISJZ,O,X,O,X,X
LOTISZJ,O,X,O,X,X
LOTIZJS,X,X,X,X,X
LOTIZSJ,X,X,X,X,X
LOTJISZ,O,X,O,X,X
LOTJIZS,X,X,X,X,X
LOTJSIZ,O,X,O,X,X
LOTJSZI,O,X,O,X,X
LOTJZIS,X,X,X,X,X
LOTJZSI,X,X,X,X,X
LOTSIJZ,O,X,O,X,X
LOTSIZJ,O,X,O,X,X
LOTSJIZ,O,X,O,X,X
LOTSJZI,O,X,O,X,X
LOTSZIJ,O,X,O,X,X
LOTSZJI,O,X,O,X,X
LOTZIJS,X,X,X,X,X
LOTZISJ,X,X,X,X,X
LOTZJIS,X,X,X,X,X
LOTZJSI,X,X,X,X,X
LOTZSIJ,X,X,X,X,X
LOTZSJI,X,X,X,X,X
LOITJSZ,O,X,O,X,X
LOITJZS,X,X,X,X,X
LOITSJZ,O,X,O,X,X
LOITSZJ,O,X,O,X,X
LOITZJS,X,X,X,X,X
LOITZSJ,X,X,X,X,X
LOIJTSZ,X,X,O,X,X
LOIJTZS,X,X,X,X,X
LOIJSTZ,X,X,O,X,X
LOIJSZT,X,X,O,O,X
LOIJZTS,X,X,X,X,X
LOIJZST,X,X,X,O,X
LOISTJZ,O,X,O,X,X
LOISTZJ,O,X,O,X,X
LOISJTZ,X,X,O,X,X
LOISJZT,X,X,O,O,X
LOISZTJ,O,X,O,X,X
LOISZJT,X,X,O,X,X
LOIZTJS,X,X,X,X,X
LOIZTSJ,X,X,X,X,X
LOIZJTS,X,X,X,X,X
LOIZJST,X,X,X,X,X
LOIZSTJ,X,X,X,X,X
LOIZSJT,X,X,X,X,X
LOJTISZ,X,X,O,X,X
LOJTIZS,X,X,X,X,X
LOJTSIZ,X,X,O,X,X
LOJTSZI,X,X,O,X,X
LOJTZIS,X,X,X,X,X
LOJTZSI,X,X,X,X,X
LOJITSZ,X,X,O,X,X
LOJITZS,X,X,X,X,X
LOJISTZ,X,X,O,X,X
LOJISZT,X,X,O,O,X
LOJIZTS,X,X,X,X,X
LOJIZST,X,X,X,O,X
LOJSTIZ,X,X,O,X,X
LOJSTZI,X,X,O,X,X
LOJSITZ,X,X,O,X,X
LOJSIZT,X,X,O,O,X
LOJSZTI,X,X,O,O,X
LOJSZIT,X,X,O,O,X
LOJZTIS,X,X,X,X,X
LOJZTSI,X,X,X,X,X
LOJZITS,X,X,X,X,X
LOJZIST,X,X,X,O,X
LOJZSTI,X,X,X,O,X
LOJZSIT,X,X,X,O,X
LOSTIJZ,O,X,O,X,X
LOSTIZJ,O,X,O,X,X
LOSTJIZ,O,X,O,X,X
LOSTJZI,O,X,O,X,X
LOSTZIJ,O,X,O,X,X
LOSTZJI,O,X,O,X,X
LOSITJZ,O,X,O,X,X
LOSITZJ,O,X,O,X,X
LOSIJTZ,X,X,O,X,X
LOSIJZT,X,X,O,O,X
LOSIZTJ,O,X,O,X,X
LOSIZJT,X,X,O,X,X
LOSJTIZ,X,X,O,X,X
LOSJTZI,X,X,O,X,X
LOSJITZ,X,X,O,X,X
LOSJIZT,X,X,O,O,X
LOSJZTI,X,X,O,O,X
LOSJZIT,X,X,O,O,X
LOSZTIJ,O,X,O,X,X
LOSZTJI,O,X,O,X,X
LOSZITJ,O,X,O,X,X
LOSZIJT,X,X,O,X,X
LOSZJTI,X,X,O,X,X
LOSZJIT,X,X,O,X,X
LOZTIJS,X,X,X,X,X
LOZTISJ,X,X,X,X,X
LOZTJIS,X,X,X,X,X
LOZTJSI,X,X,X,X,X
LOZTSIJ,X,X,X,X,X
LOZTSJI,X,X,X,X,X
LOZITJS,X,X,X,X,X
LOZITSJ,X,X,X,X,X
LOZIJTS,X,X,X,X,X
LOZIJST,X,X,X,X,X
LOZISTJ,X,X,X,X,X
LOZISJT,X,X,X,X,X
LOZJTIS,X,X,X,X,X
LOZJTSI,X,X,X,X,X
LOZJITS,X,X,X,X,X
LOZJIST,X,X,X,X,X
LOZJSTI,X,X,X,X,X
LOZJSIT,X,X,X,X,X
LOZSTIJ,X,X,X,X,X
LOZSTJI,X,X,X,X,X
LOZSITJ,X,X,X,X,X
LOZSIJT,X,X,X,X,X
LOZSJTI,X,X,X,X,X
LOZSJIT,X,X,X,X,X
JTILSZO,X,X,X,X,X
JTILSOZ,X,X,X,X,X
JTILZSO,X,X,X,X,X
JTILZOS,X,X,X,X,X
JTILOSZ,X,X,X,X,X
JTILOZS,X,X,X,X,X
JTISLZO,X,X,X,X,X
JTISLOZ,X,X,X,X,X
JTISZLO,X,X,X,X,X
JTISZOL,X,X,X,X,X
JTISOLZ,X,X,X,X,X
JTISOZL,X,X,X,X,X
JTIZLSO,X,X,X,X,X
JTIZLOS,X,X,X,X,X
JTIZSLO,X,X,X,X,X
JTIZSOL,X,X,X,X,X
JTIZOLS,X,X,X,X,X
JTIZOSL,X,X,X,X,O
JTIOLSZ,X,X,X,X,X
JTIOLZS,X,X,X,X,X
JTIOSLZ,X,X,X,X,X
JTIOSZL,X,X,X,X,X
JTIOZLS,X,X,X,X,X
JTIOZSL,X,X,X,X,O
JTLISZO,X,X,X,X,X
JTLISOZ,X,X,X,X,X
JTLIZSO,X,X,X,X,X
JTLIZOS,X,X,X,X,X
JTLIOSZ,X,X,X,X,X
JTLIOZS,X,X,X,X,X
JTLSIZO,X,X,X,X,X
JTLSIOZ,X,X,X,X,X
JTLSZIO,X,X,X,X,X
JTLSZOI,X,X,X,X,X
JTLSOIZ,X,X,X,X,X
JTLSOZI,X,X,X,X,X
JTLZISO,X,X,X,X,X
JTLZIOS,X,X,X,X,X
JTLZSIO,X,X,X,X,X
JTLZSOI,X,X,X,X,X
JTLZOIS,X,X,X,X,X
JTLZOSI,X,X,X,X,X
JTLOISZ,X,X,X,X,X
JTLOIZS,X,X,X,X,X
JTLOSIZ,X,X,X,X,X
JTLOSZI,X,X,X,X,X
JTLOZIS,X,X,X,X,X
JTLOZSI,X,X,X,X,X
JTSILZO,X,X,X,X,X
JTSILOZ,X,X,X,X,X
JTSIZLO,X,X,X,X,X
JTSIZOL,X,X,X,X,X
JTSIOLZ,X,X,X,X,X
JTSIOZL,X,X,X,X,X
JTSLIZO,X,X,X,X,X
JTSLIOZ,X,X,X,X,X
JTSLZIO,X,X,X,X,X
JTSLZOI,X,X,X,X,X
JTSLOIZ,X,X,X,X,X
JTSLOZI,X,X,X,X,X
JTSZILO,X,X,X,X,X
JTSZIOL,X,X,X,X,X
JTSZLIO,X,X,X,X,X
JTSZLOI,X,X,X,X,X
JTSZOIL,X,X,X,X,X
JTSZOLI,X,X,X,X,X
JTSOILZ,X,X,X,X,X
JTSOIZL,X,X,X,X,X
JTSOLIZ,X,X,X,X,X
JTSOLZI,X,X,X,X,X
JTSOZIL,X,X,X,X,X
JTSOZLI,X,X,X,X,X
JTZILSO,X,X,X,X,X
JTZILOS,X,X,X,X,X
JTZISLO,X,X,X,X,X
JTZISOL,X,X,X,X,X
JTZIOLS,X,X,X,X,X
JTZIOSL,X,X,X,X,O
JTZLISO,X,X,X,X,X
JTZLIOS,X,X,X,X,X
JTZLSIO,X,X,X,X,X
JTZLSOI,X,X,X,X,X
JTZLOIS,X,X,X,X,X
JTZLOSI,X,X,X,X,X
JTZSILO,X,X,X,X,X
JTZSIOL,X,X,X,X,X
JTZSLIO,X,X,X,X,X
JTZSLOI,X,X,X,X,X
JTZSOIL,X,X,X,X,X
JTZSOLI,X,X,X,X,X
JTZOILS,X,X,X,X,X
JTZOISL,X,X,X,X,O
JTZOLIS,X,X,X,X,X
JTZOLSI,X,X,X,X,X
JTZOSIL,X,X,X,X,O
JTZOSLI,X,X,X,X,O
JTOILSZ,X,X,X,X,X
JTOILZS,X,X,X,X,X
JTOISLZ,X,X,X,X,X
JTOISZL,X,X,X,X,X
JTOIZLS,X,X,X,X,X
JTOIZSL,X,X,X,X,O
JTOLISZ,X,X,X,X,X
JTOLIZS,X,X,X,X,X
JTOLSIZ,X,X,X,X,X
JTOLSZI,X,X,X,X,X
JTOLZIS,X,X,X,X,X
JTOLZSI,X,X,X,X,X
JTOSILZ,X,X,X,X,X
