sequence,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhF0gBlhBGjBTnB/t?BCrB,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhFlgB3hBcnBTjBCr?BGtB,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhFlgBCiBTjB8qBXn?BGtB,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhFlgBzhBGjB8qBSs?B/tB
JSIZLTO,X,X,O,X
JSIZLOT,X,X,O,X
JSIZOTL,X,X,O,X
JSIZOLT,X,X,O,X
JSIOTLZ,X,X,X,X
JSIOTZL,X,X,X,X
JSIOLTZ,X,X,X,X
JSIOLZT,X,X,O,X
JSIOZTL,X,X,O,X
JSIOZLT,X,X,O,X
JSLTIZO,X,X,X,X
JSLTIOZ,X,X,X,X
JSLTZIO,X,X,X,X
JSLTZOI,X,X,X,X
JSLTOIZ,X,X,X,X
JSLTOZI,X,X,X,X
JSLITZO,X,X,X,X
JSLITOZ,X,X,X,X
JSLIZTO,X,X,O,X
JSLIZOT,X,X,O,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,O,X
JSLZTIO,X,X,O,X
JSLZTOI,X,X,O,X
JSLZITO,X,X,O,X
JSLZIOT,X,X,O,X
JSLZOTI,X,X,O,X
JSLZOIT,X,X,O,X
JSLOTIZ,X,X,X,X
JSLOTZI,X,X,X,X
JSLOITZ,X,X,X,X
JSLOIZT,X,X,O,X
JSLOZTI,X,X,O,X
JSLOZIT,X,X,O,X
JSZTILO,X,X,O,X
JSZTIOL,X,X,O,X
JSZTLIO,X,X,O,X
JSZTLOI,X,X,O,X
JSZTOIL,X,X,O,X
JSZTOLI,X,X,O,X
JSZITLO,X,X,O,X
JSZITOL,X,X,O,X
JSZILTO,X,X,O,X
JSZILOT,X,X,O,X
JSZIOTL,X,X,O,X
JSZIOLT,X,X,O,X
JSZLTIO,X,X,O,X
JSZLTOI,X,X,O,X
JSZLITO,X,X,O,X
JSZLIOT,X,X,O,X
JSZLOTI,X,X,O,X
JSZLOIT,X,X,O,X
JSZOTIL,X,X,O,X
JSZOTLI,X,X,O,X
JSZOITL,X,X,O,X
JSZOILT,X,X,O,X
JSZOLTI,X,X,O,X
JSZOLIT,X,X,O,X
JSOTILZ,X,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,X,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,X,O,X
JSOIZTL,X,X,O,X
JSOIZLT,X,X,O,X
JSOLTIZ,X,X,X,X
JSOLTZI,X,X,X,X
JSOLITZ,X,X,X,X
JSOLIZT,X,X,O,X
JSOLZTI,X,X,O,X
JSOLZIT,X,X,O,X
JSOZTIL,X,X,O,X
JSOZTLI,X,X,O,X
JSOZITL,X,X,O,X
JSOZILT,X,X,O,X
JSOZLTI,X,X,O,X
JSOZLIT,X,X,O,X
JZTILSO,X,X,X,X
JZTILOS,X,X,X,X
JZTISLO,X,X,O,X
JZTISOL,X,O,O,X
JZTIOLS,X,X,X,X
JZTIOSL,X,O,O,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,O,X
JZTSIOL,X,O,O,X
JZTSLIO,X,X,O,X
JZTSLOI,X,X,O,X
JZTSOIL,X,O,O,X
JZTSOLI,X,X,O,X
JZTOILS,X,X,X,X
JZTOISL,X,O,O,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,O,O,X
JZTOSLI,X,X,O,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,X
JZITSLO,X,X,O,X
JZITSOL,X,O,O,X
JZITOLS,X,X,X,X
JZITOSL,X,O,O,X
JZILTSO,X,O,X,X
JZILTOS,X,O,X,X
JZILSTO,X,O,X,X
JZILSOT,X,O,X,X
JZILOTS,X,O,X,X
JZILOST,X,O,X,X
JZISTLO,X,X,O,X
JZISTOL,X,O,O,X
JZISLTO,X,O,O,X
JZISLOT,X,O,O,X
JZISOTL,X,O,O,X
JZISOLT,X,O,O,X
JZIOTLS,X,X,X,X
JZIOTSL,X,O,O,X
JZIOLTS,X,O,X,X
JZIOLST,X,O,X,X
JZIOSTL,X,O,O,X
JZIOSLT,X,O,O,X
JZLTISO,X,O,X,X
JZLTIOS,X,O,X,X
JZLTSIO,X,O,X,X
JZLTSOI,X,O,X,X
JZLTOIS,X,O,X,X
JZLTOSI,X,O,X,X
JZLITSO,X,O,X,X
JZLITOS,X,O,X,X
JZLISTO,X,O,X,X
JZLISOT,X,O,X,X
JZLIOTS,X,O,X,X
JZLIOST,X,O,X,X
JZLSTIO,X,O,X,X
JZLSTOI,X,O,X,X
JZLSITO,X,O,X,X
JZLSIOT,X,O,X,X
JZLSOTI,X,O,X,X
JZLSOIT,X,O,X,X
JZLOTIS,X,O,X,X
JZLOTSI,X,O,X,X
JZLOITS,X,O,X,X
JZLOIST,X,O,X,X
JZLOSTI,X,O,X,X
JZLOSIT,X,O,X,X
JZSTILO,X,X,O,X
JZSTIOL,X,O,O,X
JZSTLIO,X,X,O,X
JZSTLOI,X,X,O,X
JZSTOIL,X,O,O,X
JZSTOLI,X,X,O,X
JZSITLO,X,X,O,X
JZSITOL,X,O,O,X
JZSILTO,X,O,O,X
JZSILOT,X,O,O,X
JZSIOTL,X,O,O,X
JZSIOLT,X,O,O,X
JZSLTIO,X,O,O,X
JZSLTOI,X,O,O,X
JZSLITO,X,O,O,X
JZSLIOT,X,O,O,X
JZSLOTI,X,O,O,X
JZSLOIT,X,O,O,X
JZSOTIL,X,O,O,X
JZSOTLI,X,X,O,X
JZSOITL,X,O,O,X
JZSOILT,X,O,O,X
JZSOLTI,X,O,O,X
JZSOLIT,X,O,O,X
JZOTILS,X,X,X,X
JZOTISL,X,O,O,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,X,O,O,X
JZOTSLI,X,X,O,X
JZOITLS,X,X,X,X
JZOITSL,X,O,O,X
JZOILTS,X,O,X,X
JZOILST,X,O,X,X
JZOISTL,X,O,O,X
JZOISLT,X,O,O,X
JZOLTIS,X,O,X,X
JZOLTSI,X,O,X,X
JZOLITS,X,O,X,X
JZOLIST,X,O,X,X
JZOLSTI,X,O,X,X
JZOLSIT,X,O,X,X
JZOSTIL,X,O,O,X
JZOSTLI,X,X,O,X
JZOSITL,X,O,O,X
JZOSILT,X,O,O,X
JZOSLTI,X,O,O,X
JZOSLIT,X,O,O,X
JOTILSZ,X,X,X,X
JOTILZS,X,O,X,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,O,X,X
JOTLISZ,X,X,X,X
JOTLIZS,X,O,X,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,O,X,X
JOTLZSI,X,O,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,X
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,X,X
JOTZISL,X,O,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,O,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,X,O,X,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,O,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,O,X,X
JOILSTZ,X,X,X,X
JOILSZT,X,X,X,X
JOILZTS,X,O,X,X
JOILZST,X,O,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,X,O,X
JOISZTL,X,X,O,X
JOISZLT,X,X,O,X
JOIZTLS,X,X,X,X
JOIZTSL,X,O,O,X
JOIZLTS,X,O,X,X
JOIZLST,X,O,X,X
JOIZSTL,X,O,O,X
JOIZSLT,X,O,O,X
JOLTISZ,X,X,X,X
JOLTIZS,X,O,X,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,O,X,X
JOLTZSI,X,O,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,O,X,X
JOLISTZ,X,X,X,X
JOLISZT,X,X,X,X
JOLIZTS,X,O,X,X
JOLIZST,X,O,X,X
JOLSTIZ,X,X,X,X
JOLSTZI,X,X,X,X
JOLSITZ,X,X,X,X
JOLSIZT,X,X,X,X
JOLSZTI,X,X,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,O,X,X
JOLZTSI,X,O,X,X
JOLZITS,X,O,X,X
JOLZIST,X,O,X,X
JOLZSTI,X,O,X,X
JOLZSIT,X,O,X,X
JOSTILZ,X,X,X,X
JOSTIZL,X,X,X,X
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,X,O,X
JOSIZTL,X,X,O,X
JOSIZLT,X,X,O,X
JOSLTIZ,X,X,X,X
JOSLTZI,X,X,X,X
JOSLITZ,X,X,X,X
JOSLIZT,X,X,O,X
JOSLZTI,X,X,O,X
JOSLZIT,X,X,O,X
JOSZTIL,X,X,O,X
JOSZTLI,X,X,O,X
JOSZITL,X,X,O,X
JOSZILT,X,X,O,X
JOSZLTI,X,X,O,X
JOSZLIT,X,X,O,X
JOZTILS,X,X,X,X
JOZTISL,X,O,O,X
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,X,O,O,X
JOZTSLI,X,X,O,X
JOZITLS,X,X,X,X
JOZITSL,X,O,O,X
JOZILTS,X,O,X,X
JOZILST,X,O,X,X
JOZISTL,X,O,O,X
JOZISLT,X,O,O,X
JOZLTIS,X,O,X,X
JOZLTSI,X,O,X,X
JOZLITS,X,O,X,X
JOZLIST,X,O,X,X
JOZLSTI,X,O,X,X
JOZLSIT,X,O,X,X
JOZSTIL,X,O,O,X
JOZSTLI,X,X,O,X
JOZSITL,X,O,O,X
JOZSILT,X,O,O,X
JOZSLTI,X,O,O,X
JOZSLIT,X,O,O,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,X,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,X,X,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,X,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,X,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,X,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,X,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,X,X,X
STLJIOZ,X,X,X,X
STLJZIO,X,X,X,X
STLJZOI,X,X,X,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,X,X,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,X,X,X
STLZJOI,X,X,X,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,X,X,X,X
STJILZO,X,X,X,X
STJILOZ,X,X,X,X
STJIZLO,X,X,X,X
STJIZOL,X,X,X,X
STJIOLZ,X,X,X,X
STJIOZL,X,X,X,X
STJLIZO,X,X,X,X
STJLIOZ,X,X,X,X
STJLZIO,X,X,X,X
STJLZOI,X,X,X,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,X,X,X,X
STJZIOL,X,X,X,X
STJZLIO,X,X,X,X
STJZLOI,X,X,X,X
STJZOIL,X,X,X,X
STJZOLI,X,X,X,X
STJOILZ,X,X,X,X
STJOIZL,X,X,X,X
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,X,X,X,X
STZILOJ,X,X,X,X
STZIJLO,X,X,X,X
STZIJOL,X,X,X,X
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,X
STZLIJO,X,X,X,X
STZLIOJ,X,X,X,X
STZLJIO,X,X,X,X
STZLJOI,X,X,X,X
STZLOIJ,X,X,X,X
STZLOJI,X,X,X,X
STZJILO,X,X,X,X
STZJIOL,X,X,X,X
STZJLIO,X,X,X,X
STZJLOI,X,X,X,X
STZJOIL,X,X,X,X
STZJOLI,X,X,X,X
STZOILJ,X,X,X,X
STZOIJL,X,X,X,X
STZOLIJ,X,X,X,X
STZOLJI,X,X,X,X
STZOJIL,X,X,X,X
STZOJLI,X,X,X,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,X,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,X,X,X,X
STOJILZ,X,X,X,X
STOJIZL,X,X,X,X
STOJLIZ,X,X,X,X
STOJLZI,X,X,X,X
STOJZIL,X,X,X,X
STOJZLI,X,X,X,X
STOZILJ,X,X,X,X
STOZIJL,X,X,X,X
STOZLIJ,X,X,X,X
STOZLJI,X,X,X,X
STOZJIL,X,X,X,X
STOZJLI,X,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,X,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,O,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,O,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,O,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,O,X,O,O
SILJZOT,X,X,O,O
SILJOTZ,X,X,X,X
SILJOZT,X,X,O,O
SILZTJO,O,X,O,O
SILZTOJ,X,X,X,O
SILZJTO,O,X,O,O
SILZJOT,X,X,O,O
SILZOTJ,O,X,X,O
SILZOJT,O,X,X,O
SILOTJZ,O,X,X,X
SILOTZJ,O,X,X,X
SILOJTZ,O,X,X,X
SILOJZT,O,X,X,O
SILOZTJ,O,X,X,O
SILOZJT,O,X,X,O
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,O,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,O,X,O,O
SIJLZOT,X,X,O,O
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,O,O
SIJZTLO,O,X,O,O
SIJZTOL,O,X,O,X
SIJZLTO,O,X,O,O
SIJZLOT,X,X,O,O
SIJZOTL,O,X,O,X
SIJZOLT,O,X,O,X
SIJOTLZ,O,X,X,X
SIJOTZL,O,X,X,X
SIJOLTZ,O,X,X,X
SIJOLZT,O,X,O,X
SIJOZTL,O,X,O,X
SIJOZLT,O,X,O,X
SIZTLJO,X,X,O,O
SIZTLOJ,X,X,X,O
SIZTJLO,O,X,O,O
SIZTJOL,O,X,O,X
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,O,X,O,O
SIZLTOJ,X,X,X,O
SIZLJTO,O,X,O,O
SIZLJOT,X,X,O,O
SIZLOTJ,O,X,X,O
SIZLOJT,O,X,X,O
SIZJTLO,O,X,O,O
SIZJTOL,O,X,O,X
SIZJLTO,O,X,O,O
SIZJLOT,X,X,O,O
SIZJOTL,O,X,O,X
SIZJOLT,O,X,O,X
SIZOTLJ,X,X,X,X
SIZOTJL,O,X,X,X
SIZOLTJ,O,X,X,X
SIZOLJT,O,X,X,X
SIZOJTL,O,X,X,X
SIZOJLT,O,X,X,X
SIOTLJZ,O,X,X,X
SIOTLZJ,O,X,X,X
SIOTJLZ,O,X,X,X
SIOTJZL,O,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,O,X,X,X
SIOLTJZ,O,X,X,X
SIOLTZJ,O,X,X,X
SIOLJTZ,O,X,X,X
SIOLJZT,O,X,X,X
SIOLZTJ,O,X,X,X
SIOLZJT,O,X,X,X
SIOJTLZ,O,X,X,X
SIOJTZL,O,X,X,X
SIOJLTZ,O,X,X,X
SIOJLZT,O,X,X,X
SIOJZTL,O,X,X,X
SIOJZLT,O,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,O,X,X,X
SIOZLTJ,O,X,X,X
SIOZLJT,O,X,X,X
SIOZJTL,O,X,X,X
SIOZJLT,O,X,X,X
SLTIJZO,O,X,X,X
SLTIJOZ,X,X,X,X
SLTIZJO,O,X,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,O,X,X,X
SLTJIOZ,X,X,X,X
SLTJZIO,O,X,X,X
SLTJZOI,X,X,X,X
SLTJOIZ,X,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,O,X,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,O,X,X,X
SLTZJOI,X,X,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,X,X,X,X
SLTOIZJ,X,X,X,X
SLTOJIZ,X,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,O,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,O,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,O,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,O,X,O,O
SLIJZOT,X,X,O,O
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,O,O
SLIZTJO,O,X,O,O
SLIZTOJ,X,X,X,O
SLIZJTO,O,X,O,O
SLIZJOT,X,X,O,O
SLIZOTJ,O,X,X,O
SLIZOJT,O,X,X,O
SLIOTJZ,O,X,X,X
SLIOTZJ,O,X,X,X
SLIOJTZ,O,X,X,X
SLIOJZT,O,X,X,O
SLIOZTJ,O,X,X,O
SLIOZJT,O,X,X,O
SLJTIZO,O,X,X,X
SLJTIOZ,X,X,X,X
SLJTZIO,O,X,X,X
SLJTZOI,X,X,X,X
SLJTOIZ,X,X,X,X
SLJTOZI,X,X,X,X
SLJITZO,O,X,X,X
SLJITOZ,X,X,X,X
SLJIZTO,O,X,O,O
SLJIZOT,X,X,O,O
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,O,O
SLJZTIO,O,X,O,O
SLJZTOI,X,X,O,O
SLJZITO,O,X,O,O
SLJZIOT,X,X,O,O
SLJZOTI,X,X,O,O
SLJZOIT,X,X,O,O
SLJOTIZ,X,X,X,X
SLJOTZI,X,X,X,X
SLJOITZ,X,X,X,X
SLJOIZT,X,X,O,O
SLJOZTI,X,X,O,O
SLJOZIT,X,X,O,O
SLZTIJO,O,X,O,O
SLZTIOJ,X,X,X,O
SLZTJIO,O,X,O,O
SLZTJOI,X,X,O,O
SLZTOIJ,X,X,X,O
SLZTOJI,X,X,X,O
SLZITJO,O,X,O,O
SLZITOJ,X,X,X,O
SLZIJTO,O,X,O,O
SLZIJOT,X,X,O,O
SLZIOTJ,O,X,X,O
SLZIOJT,O,X,X,O
SLZJTIO,O,X,O,O
SLZJTOI,X,X,O,O
SLZJITO,O,X,O,O
SLZJIOT,X,X,O,O
SLZJOTI,X,X,O,O
SLZJOIT,X,X,O,O
SLZOTIJ,O,X,X,O
SLZOTJI,O,X,X,O
SLZOITJ,O,X,X,O
SLZOIJT,O,X,X,O
SLZOJTI,O,X,X,O
SLZOJIT,O,X,X,O
SLOTIJZ,O,X,X,X
SLOTIZJ,O,X,X,X
SLOTJIZ,O,X,X,X
SLOTJZI,O,X,X,X
SLOTZIJ,O,X,X,X
SLOTZJI,O,X,X,X
SLOITJZ,O,X,X,X
SLOITZJ,O,X,X,X
SLOIJTZ,O,X,X,X
SLOIJZT,O,X,X,O
SLOIZTJ,O,X,X,O
SLOIZJT,O,X,X,O
SLOJTIZ,O,X,X,X
SLOJTZI,O,X,X,X
SLOJITZ,O,X,X,X
SLOJIZT,O,X,X,O
SLOJZTI,O,X,X,O
SLOJZIT,O,X,X,O
SLOZTIJ,O,X,X,O
SLOZTJI,O,X,X,O
SLOZITJ,O,X,X,O
SLOZIJT,O,X,X,O
SLOZJTI,O,X,X,O
SLOZJIT,O,X,X,O
SJTILZO,X,X,X,X
SJTILOZ,X,X,X,X
SJTIZLO,X,X,X,X
SJTIZOL,X,X,X,X
SJTIOLZ,X,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,X,X,X,X
SJTLZIO,X,X,X,X
SJTLZOI,X,X,X,X
SJTLOIZ,X,X,X,X
SJTLOZI,X,X,X,X
SJTZILO,X,X,X,X
SJTZIOL,X,X,X,X
SJTZLIO,X,X,X,X
SJTZLOI,X,X,X,X
SJTZOIL,X,X,X,X
SJTZOLI,X,X,X,X
SJTOILZ,X,X,X,X
SJTOIZL,X,X,X,X
SJTOLIZ,X,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,X,X,X,X
SJTOZLI,X,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,X,X,X,X
SJITOZL,X,X,X,X
SJILTZO,O,X,X,X
SJILTOZ,X,X,X,X
SJILZTO,O,X,O,O
SJILZOT,X,X,O,O
SJILOTZ,X,X,X,X
SJILOZT,X,X,O,O
SJIZTLO,O,X,O,O
SJIZTOL,O,X,O,X
SJIZLTO,O,X,O,O
SJIZLOT,X,X,O,O
SJIZOTL,O,X,O,X
SJIZOLT,O,X,O,X
SJIOTLZ,O,X,X,X
SJIOTZL,O,X,X,X
SJIOLTZ,O,X,X,X
SJIOLZT,O,X,O,X
SJIOZTL,O,X,O,X
SJIOZLT,O,X,O,X
SJLTIZO,O,X,X,X
SJLTIOZ,X,X,X,X
SJLTZIO,O,X,X,X
SJLTZOI,X,X,X,X
SJLTOIZ,X,X,X,X
SJLTOZI,X,X,X,X
SJLITZO,O,X,X,X
SJLITOZ,X,X,X,X
SJLIZTO,O,X,O,O
SJLIZOT,X,X,O,O
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,O,O
SJLZTIO,O,X,O,O
SJLZTOI,X,X,O,O
SJLZITO,O,X,O,O
SJLZIOT,X,X,O,O
SJLZOTI,X,X,O,O
SJLZOIT,X,X,O,O
SJLOTIZ,X,X,X,X
SJLOTZI,X,X,X,X
SJLOITZ,X,X,X,X
SJLOIZT,X,X,O,O
SJLOZTI,X,X,O,O
SJLOZIT,X,X,O,O
SJZTILO,O,X,O,O
SJZTIOL,O,X,O,X
SJZTLIO,X,X,O,O
SJZTLOI,X,X,O,O
SJZTOIL,X,X,O,X
SJZTOLI,X,X,O,X
SJZITLO,O,X,O,O
SJZITOL,O,X,O,X
SJZILTO,O,X,O,O
SJZILOT,X,X,O,O
SJZIOTL,O,X,O,X
SJZIOLT,O,X,O,X
SJZLTIO,O,X,O,O
SJZLTOI,X,X,O,O
SJZLITO,O,X,O,O
SJZLIOT,X,X,O,O
SJZLOTI,X,X,O,O
SJZLOIT,X,X,O,O
SJZOTIL,O,X,O,X
SJZOTLI,X,X,O,X
SJZOITL,O,X,O,X
SJZOILT,O,X,O,X
SJZOLTI,O,X,O,X
SJZOLIT,O,X,O,X
SJOTILZ,O,X,X,X
SJOTIZL,O,X,X,X
SJOTLIZ,O,X,X,X
SJOTLZI,O,X,X,X
SJOTZIL,O,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,O,X,X,X
SJOITZL,O,X,X,X
SJOILTZ,O,X,X,X
SJOILZT,O,X,O,X
SJOIZTL,O,X,O,X
SJOIZLT,O,X,O,X
SJOLTIZ,O,X,X,X
SJOLTZI,O,X,X,X
SJOLITZ,O,X,X,X
SJOLIZT,O,X,O,X
SJOLZTI,O,X,O,X
SJOLZIT,O,X,O,X
SJOZTIL,O,X,O,X
SJOZTLI,X,X,O,X
SJOZITL,O,X,O,X
SJOZILT,O,X,O,X
SJOZLTI,O,X,O,X
SJOZLIT,O,X,O,X
SZTILJO,X,X,O,O
SZTILOJ,X,X,X,O
SZTIJLO,O,X,O,O
SZTIJOL,O,X,O,X
SZTIOLJ,X,X,X,X
SZTIOJL,X,X,X,X
SZTLIJO,X,X,O,O
SZTLIOJ,X,X,X,O
SZTLJIO,X,X,O,O
SZTLJOI,X,X,O,O
SZTLOIJ,X,X,X,O
SZTLOJI,X,X,X,O
SZTJILO,O,X,O,O
SZTJIOL,O,X,O,X
SZTJLIO,X,X,O,O
SZTJLOI,X,X,O,O
SZTJOIL,X,X,O,X
SZTJOLI,X,X,O,X
SZTOILJ,X,X,X,X
SZTOIJL,X,X,X,X
SZTOLIJ,X,X,X,X
SZTOLJI,X,X,X,X
SZTOJIL,X,X,X,X
SZTOJLI,X,X,X,X
SZITLJO,X,X,O,O
SZITLOJ,X,X,X,O
SZITJLO,O,X,O,O
SZITJOL,O,X,O,X
SZITOLJ,X,X,X,X
SZITOJL,X,X,X,X
SZILTJO,O,X,O,O
SZILTOJ,X,X,X,O
SZILJTO,O,X,O,O
SZILJOT,X,X,O,O
SZILOTJ,O,X,X,O
SZILOJT,O,X,X,O
SZIJTLO,O,X,O,O
SZIJTOL,O,X,O,X
SZIJLTO,O,X,O,O
SZIJLOT,X,X,O,O
SZIJOTL,O,X,O,X
SZIJOLT,O,X,O,X
SZIOTLJ,X,X,X,X
SZIOTJL,O,X,X,X
SZIOLTJ,O,X,X,X
SZIOLJT,O,X,X,X
SZIOJTL,O,X,X,X
SZIOJLT,O,X,X,X
SZLTIJO,O,X,O,O
SZLTIOJ,X,X,X,O
SZLTJIO,O,X,O,O
SZLTJOI,X,X,O,O
SZLTOIJ,X,X,X,O
SZLTOJI,X,X,X,O
SZLITJO,O,X,O,O
SZLITOJ,X,X,X,O
SZLIJTO,O,X,O,O
SZLIJOT,X,X,O,O
SZLIOTJ,O,X,X,O
SZLIOJT,O,X,X,O
SZLJTIO,O,X,O,O
SZLJTOI,X,X,O,O
SZLJITO,O,X,O,O
SZLJIOT,X,X,O,O
SZLJOTI,X,X,O,O
SZLJOIT,X,X,O,O
SZLOTIJ,O,X,X,O
SZLOTJI,O,X,X,O
SZLOITJ,O,X,X,O
SZLOIJT,O,X,X,O
