sequence,v115@HhA8IeB8CeA8BeD8CeB8AeB8Je0/IvhFlgBanB5nBT?jBXmB2vB,v115@HhA8IeB8CeA8BeD8CeB8AeB8Jex/IvhFGiBTjBUlBF?mB/sByvB,v115@HhA8IeB8CeA8BeD8CeB8AeB8Je0/IvhFRiBSoBFmB/?sBTqBmqB,v115@HhA8IeB8CeA8BeD8CeB8AeB8JeUBJvhFRiBSoBFlB/?sBzqBmpB,v115@HhA8IeB8CeA8BeD8CeB8AeB8JeRCJvhFSoBUlBFmB/?sBmpBzqB
SILJZTO,O,X,X,X,X
SILJZOT,O,X,X,X,X
SILJOTZ,O,X,X,X,X
SILJOZT,O,X,X,X,X
SILZTJO,X,X,X,X,O
SILZTOJ,O,X,O,X,O
SILZJTO,X,X,X,X,X
SILZJOT,X,X,X,X,X
SILZOTJ,O,X,O,X,X
SILZOJT,X,X,X,X,X
SILOTJZ,X,X,X,X,X
SILOTZJ,O,X,O,O,X
SILOJTZ,O,X,X,X,X
SILOJZT,O,X,X,X,X
SILOZTJ,O,X,O,O,X
SILOZJT,X,X,X,X,X
SIJTLZO,O,X,X,X,X
SIJTLOZ,O,X,X,X,X
SIJTZLO,O,X,X,X,X
SIJTZOL,O,X,X,X,X
SIJTOLZ,O,X,X,X,X
SIJTOZL,O,X,X,X,X
SIJLTZO,O,X,X,X,X
SIJLTOZ,O,X,X,X,X
SIJLZTO,O,X,X,X,X
SIJLZOT,O,X,X,X,X
SIJLOTZ,O,X,X,X,X
SIJLOZT,O,X,X,X,X
SIJZTLO,O,X,X,X,X
SIJZTOL,O,X,X,X,X
SIJZLTO,O,X,X,X,X
SIJZLOT,O,X,X,X,X
SIJZOTL,O,X,X,X,X
SIJZOLT,O,X,X,X,X
SIJOTLZ,O,X,X,X,X
SIJOTZL,O,X,X,X,X
SIJOLTZ,O,X,X,X,X
SIJOLZT,O,X,X,X,X
SIJOZTL,O,X,X,X,X
SIJOZLT,O,X,X,X,X
SIZTLJO,X,X,X,X,O
SIZTLOJ,O,X,O,X,O
SIZTJLO,X,X,X,X,X
SIZTJOL,X,O,X,X,X
SIZTOLJ,O,X,X,X,X
SIZTOJL,X,O,X,X,X
SIZLTJO,X,X,X,X,O
SIZLTOJ,O,X,O,X,O
SIZLJTO,X,X,X,X,X
SIZLJOT,X,X,X,X,X
SIZLOTJ,O,X,O,X,X
SIZLOJT,X,X,X,X,X
SIZJTLO,X,X,X,X,X
SIZJTOL,X,X,X,X,X
SIZJLTO,X,X,X,X,X
SIZJLOT,X,X,X,X,X
SIZJOTL,X,X,X,X,X
SIZJOLT,X,X,X,X,X
SIZOTLJ,O,X,O,X,X
SIZOTJL,X,O,X,X,X
SIZOLTJ,O,X,O,X,X
SIZOLJT,X,X,X,X,X
SIZOJTL,X,X,X,X,X
SIZOJLT,X,X,X,X,X
SIOTLJZ,X,X,X,X,X
SIOTLZJ,O,X,O,O,X
SIOTJLZ,X,X,X,X,X
SIOTJZL,X,X,X,X,X
SIOTZLJ,O,X,O,O,X
SIOTZJL,X,X,X,X,X
SIOLTJZ,X,X,X,X,X
SIOLTZJ,O,X,O,O,X
SIOLJTZ,O,X,X,X,X
SIOLJZT,O,X,X,X,X
SIOLZTJ,O,X,O,O,X
SIOLZJT,X,X,X,X,X
SIOJTLZ,O,X,X,X,X
SIOJTZL,O,X,X,X,X
SIOJLTZ,O,X,X,X,X
SIOJLZT,O,X,X,X,X
SIOJZTL,O,X,X,X,X
SIOJZLT,O,X,X,X,X
SIOZTLJ,O,X,O,O,X
SIOZTJL,X,O,X,X,X
SIOZLTJ,O,X,O,O,X
SIOZLJT,X,X,X,X,X
SIOZJTL,X,X,X,X,X
SIOZJLT,X,X,X,X,X
SLTIJZO,X,X,X,X,X
SLTIJOZ,X,X,X,X,X
SLTIZJO,X,X,X,X,O
SLTIZOJ,O,X,O,X,O
SLTIOJZ,X,X,X,X,X
SLTIOZJ,O,X,X,X,X
SLTJIZO,X,X,X,X,X
SLTJIOZ,X,X,X,X,X
SLTJZIO,X,X,X,X,X
SLTJZOI,X,X,X,X,X
SLTJOIZ,X,X,X,X,X
SLTJOZI,X,X,X,X,X
SLTZIJO,X,X,X,X,O
SLTZIOJ,O,X,O,X,O
SLTZJIO,X,X,X,X,O
SLTZJOI,X,X,X,X,O
SLTZOIJ,O,X,O,X,O
SLTZOJI,X,X,O,X,O
SLTOIJZ,X,X,X,X,X
SLTOIZJ,O,X,X,X,X
SLTOJIZ,X,X,X,X,X
SLTOJZI,X,X,X,X,X
SLTOZIJ,O,X,X,X,X
SLTOZJI,X,X,X,X,X
SLITJZO,X,X,X,X,X
SLITJOZ,X,X,X,X,X
SLITZJO,X,X,X,X,O
SLITZOJ,O,X,O,X,O
SLITOJZ,X,X,X,X,X
SLITOZJ,O,X,X,X,X
SLIJTZO,O,X,X,X,X
SLIJTOZ,O,X,X,X,X
SLIJZTO,O,X,X,X,X
SLIJZOT,O,X,X,X,X
SLIJOTZ,O,X,X,X,X
SLIJOZT,O,X,X,X,X
SLIZTJO,X,X,X,X,O
SLIZTOJ,O,X,O,X,O
SLIZJTO,X,X,X,X,X
SLIZJOT,X,X,X,X,X
SLIZOTJ,O,X,O,X,X
SLIZOJT,X,X,X,X,X
SLIOTJZ,X,X,X,X,X
SLIOTZJ,O,X,O,O,X
SLIOJTZ,O,X,X,X,X
SLIOJZT,O,X,X,X,X
SLIOZTJ,O,X,O,O,X
SLIOZJT,X,X,X,X,X
SLJTIZO,O,X,X,X,X
SLJTIOZ,O,X,X,X,X
SLJTZIO,O,X,X,X,X
SLJTZOI,O,X,X,X,X
SLJTOIZ,O,X,X,X,X
SLJTOZI,O,X,X,X,X
SLJITZO,O,X,X,X,X
SLJITOZ,O,X,X,X,X
SLJIZTO,O,X,X,X,X
SLJIZOT,O,X,X,X,X
SLJIOTZ,O,X,X,X,X
SLJIOZT,O,X,X,X,X
SLJZTIO,O,X,X,X,X
SLJZTOI,O,X,X,X,X
SLJZITO,O,X,X,X,X
SLJZIOT,O,X,X,X,X
SLJZOTI,O,X,X,X,X
SLJZOIT,O,X,X,X,X
SLJOTIZ,O,X,X,X,X
SLJOTZI,O,X,X,X,X
SLJOITZ,O,X,X,X,X
SLJOIZT,O,X,X,X,X
SLJOZTI,O,X,X,X,X
SLJOZIT,O,X,X,X,X
SLZTIJO,X,X,X,X,O
SLZTIOJ,O,X,O,X,O
SLZTJIO,X,X,X,X,O
SLZTJOI,X,X,X,X,O
SLZTOIJ,O,X,O,X,O
SLZTOJI,X,X,O,X,O
SLZITJO,X,X,X,X,O
SLZITOJ,O,X,O,X,O
SLZIJTO,X,X,X,X,X
SLZIJOT,X,X,X,X,X
SLZIOTJ,O,X,O,X,X
SLZIOJT,X,X,X,X,X
SLZJTIO,X,X,X,X,X
SLZJTOI,X,X,X,X,X
SLZJITO,X,X,X,X,X
SLZJIOT,X,X,X,X,X
SLZJOTI,X,X,X,X,X
SLZJOIT,X,X,X,X,X
SLZOTIJ,O,X,O,X,X
SLZOTJI,X,X,O,X,X
SLZOITJ,O,X,O,X,X
SLZOIJT,X,X,X,X,X
SLZOJTI,X,X,X,X,X
SLZOJIT,X,X,X,X,X
SLOTIJZ,X,X,X,X,X
SLOTIZJ,O,X,O,O,X
SLOTJIZ,X,X,X,X,X
SLOTJZI,X,X,X,X,X
SLOTZIJ,O,X,O,O,X
SLOTZJI,X,X,O,O,X
SLOITJZ,X,X,X,X,X
SLOITZJ,O,X,O,O,X
SLOIJTZ,O,X,X,X,X
SLOIJZT,O,X,X,X,X
SLOIZTJ,O,X,O,O,X
SLOIZJT,X,X,X,X,X
SLOJTIZ,O,X,X,X,X
SLOJTZI,O,X,X,X,X
SLOJITZ,O,X,X,X,X
SLOJIZT,O,X,X,X,X
SLOJZTI,O,X,X,X,X
SLOJZIT,O,X,X,X,X
SLOZTIJ,O,X,O,O,X
SLOZTJI,X,X,O,O,X
SLOZITJ,O,X,O,O,X
SLOZIJT,X,X,X,X,X
SLOZJTI,X,X,X,X,X
SLOZJIT,X,X,X,X,X
SJTILZO,O,X,X,X,X
SJTILOZ,O,X,X,X,X
SJTIZLO,O,X,X,X,X
SJTIZOL,O,X,X,X,X
SJTIOLZ,O,X,X,X,X
SJTIOZL,O,X,X,X,X
SJTLIZO,O,X,X,X,X
SJTLIOZ,O,X,X,X,X
SJTLZIO,O,X,X,X,X
SJTLZOI,O,X,X,X,X
SJTLOIZ,O,X,X,X,X
SJTLOZI,O,X,X,X,X
SJTZILO,O,X,X,X,X
SJTZIOL,O,O,X,X,X
SJTZLIO,O,X,X,X,X
SJTZLOI,O,X,X,X,X
SJTZOIL,O,O,X,X,X
SJTZOLI,O,O,X,X,X
SJTOILZ,O,X,X,X,X
SJTOIZL,O,X,X,X,X
SJTOLIZ,O,X,X,X,X
SJTOLZI,O,X,X,X,X
SJTOZIL,O,O,X,X,X
SJTOZLI,O,O,X,X,X
SJITLZO,O,X,X,X,X
SJITLOZ,O,X,X,X,X
SJITZLO,O,X,X,X,X
SJITZOL,O,X,X,X,X
SJITOLZ,O,X,X,X,X
SJITOZL,O,X,X,X,X
SJILTZO,O,X,X,X,X
SJILTOZ,O,X,X,X,X
SJILZTO,O,X,X,X,X
SJILZOT,O,X,X,X,X
SJILOTZ,O,X,X,X,X
SJILOZT,O,X,X,X,X
SJIZTLO,O,X,X,X,X
SJIZTOL,O,X,X,X,X
SJIZLTO,O,X,X,X,X
SJIZLOT,O,X,X,X,X
SJIZOTL,O,X,X,X,X
SJIZOLT,O,X,X,X,X
SJIOTLZ,O,X,X,X,X
SJIOTZL,O,X,X,X,X
SJIOLTZ,O,X,X,X,X
SJIOLZT,O,X,X,X,X
SJIOZTL,O,X,X,X,X
SJIOZLT,O,X,X,X,X
SJLTIZO,O,X,X,X,X
SJLTIOZ,O,X,X,X,X
SJLTZIO,O,X,X,X,X
SJLTZOI,O,X,X,X,X
SJLTOIZ,O,X,X,X,X
SJLTOZI,O,X,X,X,X
SJLITZO,O,X,X,X,X
SJLITOZ,O,X,X,X,X
SJLIZTO,O,X,X,X,X
SJLIZOT,O,X,X,X,X
SJLIOTZ,O,X,X,X,X
SJLIOZT,O,X,X,X,X
SJLZTIO,O,X,X,X,X
SJLZTOI,O,X,X,X,X
SJLZITO,O,X,X,X,X
SJLZIOT,O,X,X,X,X
SJLZOTI,O,X,X,X,X
SJLZOIT,O,X,X,X,X
SJLOTIZ,O,X,X,X,X
SJLOTZI,O,X,X,X,X
SJLOITZ,O,X,X,X,X
SJLOIZT,O,X,X,X,X
SJLOZTI,O,X,X,X,X
SJLOZIT,O,X,X,X,X
SJZTILO,O,X,X,X,X
SJZTIOL,O,O,X,X,X
SJZTLIO,O,X,X,X,X
SJZTLOI,O,X,X,X,X
SJZTOIL,O,O,X,X,X
SJZTOLI,O,O,X,X,X
SJZITLO,O,X,X,X,X
SJZITOL,O,X,X,X,X
SJZILTO,O,X,X,X,X
SJZILOT,O,X,X,X,X
SJZIOTL,O,X,X,X,X
SJZIOLT,O,X,X,X,X
SJZLTIO,O,X,X,X,X
SJZLTOI,O,X,X,X,X
SJZLITO,O,X,X,X,X
SJZLIOT,O,X,X,X,X
SJZLOTI,O,X,X,X,X
SJZLOIT,O,X,X,X,X
SJZOTIL,O,O,X,X,X
SJZOTLI,O,O,X,X,X
SJZOITL,O,X,X,X,X
SJZOILT,O,X,X,X,X
SJZOLTI,O,X,X,X,X
SJZOLIT,O,X,X,X,X
SJOTILZ,O,X,X,X,X
SJOTIZL,O,X,X,X,X
SJOTLIZ,O,X,X,X,X
SJOTLZI,O,X,X,X,X
SJOTZIL,O,O,X,X,X
SJOTZLI,O,O,X,X,X
SJOITLZ,O,X,X,X,X
SJOITZL,O,X,X,X,X
SJOILTZ,O,X,X,X,X
SJOILZT,O,X,X,X,X
SJOIZTL,O,X,X,X,X
SJOIZLT,O,X,X,X,X
SJOLTIZ,O,X,X,X,X
SJOLTZI,O,X,X,X,X
SJOLITZ,O,X,X,X,X
SJOLIZT,O,X,X,X,X
SJOLZTI,O,X,X,X,X
SJOLZIT,O,X,X,X,X
SJOZTIL,O,O,X,X,X
SJOZTLI,O,O,X,X,X
SJOZITL,O,X,X,X,X
SJOZILT,O,X,X,X,X
SJOZLTI,O,X,X,X,X
SJOZLIT,O,X,X,X,X
SZTILJO,X,X,X,X,O
SZTILOJ,O,X,O,X,O
SZTIJLO,X,X,X,X,X
SZTIJOL,X,O,X,X,X
SZTIOLJ,O,X,X,X,X
SZTIOJL,X,O,X,X,X
SZTLIJO,X,X,X,X,O
SZTLIOJ,O,X,O,X,O
SZTLJIO,X,X,X,X,O
SZTLJOI,X,X,X,X,O
SZTLOIJ,O,X,O,X,O
SZTLOJI,X,X,O,X,O
SZTJILO,X,X,X,X,X
SZTJIOL,X,O,X,X,X
SZTJLIO,X,X,X,X,X
SZTJLOI,X,X,X,X,X
SZTJOIL,X,O,X,X,X
SZTJOLI,X,O,X,X,X
SZTOILJ,O,X,X,X,X
SZTOIJL,X,O,X,X,X
SZTOLIJ,O,X,X,X,X
SZTOLJI,X,X,X,X,X
SZTOJIL,X,O,X,X,X
SZTOJLI,X,O,X,X,X
SZITLJO,X,X,X,X,O
SZITLOJ,O,X,O,X,O
SZITJLO,X,X,X,X,X
SZITJOL,X,O,X,X,X
SZITOLJ,O,X,X,X,X
SZITOJL,X,O,X,X,X
SZILTJO,X,X,X,X,O
SZILTOJ,O,X,O,X,O
SZILJTO,X,X,X,X,X
SZILJOT,X,X,X,X,X
SZILOTJ,O,X,O,X,X
SZILOJT,X,X,X,X,X
SZIJTLO,X,X,X,X,X
SZIJTOL,X,X,X,X,X
SZIJLTO,X,X,X,X,X
SZIJLOT,X,X,X,X,X
SZIJOTL,X,X,X,X,X
SZIJOLT,X,X,X,X,X
SZIOTLJ,O,X,O,X,X
SZIOTJL,X,O,X,X,X
SZIOLTJ,O,X,O,X,X
SZIOLJT,X,X,X,X,X
SZIOJTL,X,X,X,X,X
SZIOJLT,X,X,X,X,X
SZLTIJO,X,X,X,X,O
SZLTIOJ,O,X,O,X,O
SZLTJIO,X,X,X,X,O
SZLTJOI,X,X,X,X,O
SZLTOIJ,O,X,O,X,O
SZLTOJI,X,X,O,X,O
SZLITJO,X,X,X,X,O
SZLITOJ,O,X,O,X,O
SZLIJTO,X,X,X,X,X
SZLIJOT,X,X,X,X,X
SZLIOTJ,O,X,O,X,X
SZLIOJT,X,X,X,X,X
SZLJTIO,X,X,X,X,X
SZLJTOI,X,X,X,X,X
SZLJITO,X,X,X,X,X
SZLJIOT,X,X,X,X,X
SZLJOTI,X,X,X,X,X
SZLJOIT,X,X,X,X,X
SZLOTIJ,O,X,O,X,X
SZLOTJI,X,X,O,X,X
SZLOITJ,O,X,O,X,X
SZLOIJT,X,X,X,X,X
SZLOJTI,X,X,X,X,X
SZLOJIT,X,X,X,X,X
SZJTILO,X,X,X,X,X
SZJTIOL,X,O,X,X,X
SZJTLIO,X,X,X,X,X
SZJTLOI,X,X,X,X,X
SZJTOIL,X,O,X,X,X
SZJTOLI,X,O,X,X,X
SZJITLO,X,X,X,X,X
SZJITOL,X,X,X,X,X
SZJILTO,X,X,X,X,X
SZJILOT,X,X,X,X,X
SZJIOTL,X,X,X,X,X
SZJIOLT,X,X,X,X,X
SZJLTIO,X,X,X,X,X
SZJLTOI,X,X,X,X,X
SZJLITO,X,X,X,X,X
SZJLIOT,X,X,X,X,X
SZJLOTI,X,X,X,X,X
SZJLOIT,X,X,X,X,X
SZJOTIL,X,O,X,X,X
SZJOTLI,X,O,X,X,X
SZJOITL,X,X,X,X,X
SZJOILT,X,X,X,X,X
SZJOLTI,X,X,X,X,X
SZJOLIT,X,X,X,X,X
SZOTILJ,O,X,O,X,X
SZOTIJL,X,O,X,X,X
SZOTLIJ,O,X,O,X,X
SZOTLJI,X,X,O,X,X
SZOTJIL,X,O,X,X,X
SZOTJLI,X,O,X,X,X
SZOITLJ,O,X,O,X,X
SZOITJL,X,O,X,X,X
SZOILTJ,O,X,O,X,X
SZOILJT,X,X,X,X,X
SZOIJTL,X,X,X,X,X
SZOIJLT,X,X,X,X,X
SZOLTIJ,O,X,O,X,X
SZOLTJI,X,X,O,X,X
SZOLITJ,O,X,O,X,X
SZOLIJT,X,X,X,X,X
SZOLJTI,X,X,X,X,X
SZOLJIT,X,X,X,X,X
SZOJTIL,X,O,X,X,X
SZOJTLI,X,O,X,X,X
SZOJITL,X,X,X,X,X
SZOJILT,X,X,X,X,X
SZOJLTI,X,X,X,X,X
SZOJLIT,X,X,X,X,X
SOTILJZ,X,X,X,X,X
SOTILZJ,O,X,O,O,X
SOTIJLZ,X,X,X,X,X
SOTIJZL,X,X,X,X,X
SOTIZLJ,O,X,O,O,X
SOTIZJL,X,X,X,X,X
SOTLIJZ,X,X,X,X,X
SOTLIZJ,O,X,O,O,X
SOTLJIZ,X,X,X,X,X
SOTLJZI,X,X,X,X,X
SOTLZIJ,O,X,O,O,X
SOTLZJI,X,X,O,O,X
SOTJILZ,X,X,X,X,X
SOTJIZL,X,X,X,X,X
SOTJLIZ,X,X,X,X,X
SOTJLZI,X,X,X,X,X
SOTJZIL,X,O,X,X,X
SOTJZLI,X,O,X,X,X
SOTZILJ,O,X,O,O,X
SOTZIJL,X,O,X,X,X
SOTZLIJ,O,X,O,O,X
SOTZLJI,X,X,O,O,X
SOTZJIL,X,O,X,X,X
SOTZJLI,X,O,X,X,X
SOITLJZ,X,X,X,X,X
SOITLZJ,O,X,O,O,X
SOITJLZ,X,X,X,X,X
SOITJZL,X,X,X,X,X
SOITZLJ,O,X,O,O,X
SOITZJL,X,X,X,X,X
SOILTJZ,X,X,X,X,X
SOILTZJ,O,X,O,O,X
SOILJTZ,O,X,X,X,X
SOILJZT,O,X,X,X,X
SOILZTJ,O,X,O,O,X
SOILZJT,X,X,X,X,X
SOIJTLZ,O,X,X,X,X
SOIJTZL,O,X,X,X,X
SOIJLTZ,O,X,X,X,X
SOIJLZT,O,X,X,X,X
SOIJZTL,O,X,X,X,X
SOIJZLT,O,X,X,X,X
SOIZTLJ,O,X,O,O,X
SOIZTJL,X,O,X,X,X
SOIZLTJ,O,X,O,O,X
SOIZLJT,X,X,X,X,X
SOIZJTL,X,X,X,X,X
SOIZJLT,X,X,X,X,X
SOLTIJZ,X,X,X,X,X
SOLTIZJ,O,X,O,O,X
SOLTJIZ,X,X,X,X,X
SOLTJZI,X,X,X,X,X
SOLTZIJ,O,X,O,O,X
SOLTZJI,X,X,O,O,X
SOLITJZ,X,X,X,X,X
SOLITZJ,O,X,O,O,X
SOLIJTZ,O,X,X,X,X
SOLIJZT,O,X,X,X,X
SOLIZTJ,O,X,O,O,X
SOLIZJT,X,X,X,X,X
SOLJTIZ,O,X,X,X,X
SOLJTZI,O,X,X,X,X
SOLJITZ,O,X,X,X,X
SOLJIZT,O,X,X,X,X
SOLJZTI,O,X,X,X,X
SOLJZIT,O,X,X,X,X
SOLZTIJ,O,X,O,O,X
SOLZTJI,X,X,O,O,X
SOLZITJ,O,X,O,O,X
SOLZIJT,X,X,X,X,X
SOLZJTI,X,X,X,X,X
SOLZJIT,X,X,X,X,X
SOJTILZ,O,X,X,X,X
SOJTIZL,O,X,X,X,X
SOJTLIZ,O,X,X,X,X
SOJTLZI,O,X,X,X,X
SOJTZIL,O,O,X,X,X
SOJTZLI,O,O,X,X,X
SOJITLZ,O,X,X,X,X
SOJITZL,O,X,X,X,X
SOJILTZ,O,X,X,X,X
SOJILZT,O,X,X,X,X
SOJIZTL,O,X,X,X,X
SOJIZLT,O,X,X,X,X
SOJLTIZ,O,X,X,X,X
SOJLTZI,O,X,X,X,X
SOJLITZ,O,X,X,X,X
SOJLIZT,O,X,X,X,X
SOJLZTI,O,X,X,X,X
SOJLZIT,O,X,X,X,X
SOJZTIL,O,O,X,X,X
SOJZTLI,O,O,X,X,X
SOJZITL,O,X,X,X,X
SOJZILT,O,X,X,X,X
SOJZLTI,O,X,X,X,X
SOJZLIT,O,X,X,X,X
SOZTILJ,O,X,O,O,X
SOZTIJL,X,O,X,X,X
SOZTLIJ,O,X,O,O,X
SOZTLJI,X,X,O,O,X
SOZTJIL,X,O,X,X,X
SOZTJLI,X,O,X,X,X
SOZITLJ,O,X,O,O,X
SOZITJL,X,O,X,X,X
SOZILTJ,O,X,O,O,X
SOZILJT,X,X,X,X,X
SOZIJTL,X,X,X,X,X
SOZIJLT,X,X,X,X,X
SOZLTIJ,O,X,O,O,X
SOZLTJI,X,X,O,O,X
SOZLITJ,O,X,O,O,X
SOZLIJT,X,X,X,X,X
SOZLJTI,X,X,X,X,X
SOZLJIT,X,X,X,X,X
SOZJTIL,X,O,X,X,X
SOZJTLI,X,O,X,X,X
SOZJITL,X,X,X,X,X
SOZJILT,X,X,X,X,X
SOZJLTI,X,X,X,X,X
SOZJLIT,X,X,X,X,X
ZTILJSO,X,X,X,X,X
ZTILJOS,X,X,X,X,X
ZTILSJO,X,X,X,X,X
ZTILSOJ,X,X,X,X,X
ZTILOJS,O,X,X,X,X
ZTILOSJ,O,X,X,X,X
ZTIJLSO,X,X,X,X,X
ZTIJLOS,X,X,X,X,X
ZTIJSLO,X,X,X,X,X
ZTIJSOL,X,X,X,X,X
ZTIJOLS,X,X,X,X,X
ZTIJOSL,X,X,X,X,X
ZTISLJO,X,X,X,X,X
ZTISLOJ,X,X,X,X,X
ZTISJLO,X,X,X,X,X
ZTISJOL,X,O,X,X,X
ZTISOLJ,X,X,X,X,X
ZTISOJL,X,O,X,X,X
ZTIOLJS,O,X,X,X,X
ZTIOLSJ,O,X,X,X,X
ZTIOJLS,X,X,X,X,X
ZTIOJSL,X,X,X,X,X
ZTIOSLJ,X,X,X,X,X
ZTIOSJL,X,O,X,X,X
ZTLIJSO,X,X,X,X,X
ZTLIJOS,X,X,X,X,X
ZTLISJO,X,X,X,X,X
ZTLISOJ,X,X,X,X,X
ZTLIOJS,O,X,X,X,X
ZTLIOSJ,O,X,X,X,X
ZTLJISO,X,X,X,X,X
ZTLJIOS,X,X,X,X,X
ZTLJSIO,X,X,X,X,X
ZTLJSOI,X,X,X,X,X
ZTLJOIS,X,X,X,X,X
ZTLJOSI,X,X,X,X,X
ZTLSIJO,X,X,X,X,X
ZTLSIOJ,X,X,X,X,X
ZTLSJIO,X,X,X,X,X
ZTLSJOI,X,X,X,X,X
ZTLSOIJ,X,X,X,X,X
ZTLSOJI,X,X,X,X,X
ZTLOIJS,O,X,X,X,X
ZTLOISJ,O,X,X,X,X
ZTLOJIS,X,X,X,X,X
ZTLOJSI,X,X,X,X,X
ZTLOSIJ,X,X,X,X,X
ZTLOSJI,X,X,X,X,X
ZTJILSO,X,X,X,X,X
ZTJILOS,X,X,X,X,X
ZTJISLO,X,X,X,X,X
ZTJISOL,X,X,X,X,X
ZTJIOLS,X,X,X,X,X
ZTJIOSL,X,X,X,X,X
ZTJLISO,X,X,X,X,X
ZTJLIOS,X,X,X,X,X
ZTJLSIO,X,X,X,X,X
ZTJLSOI,X,X,X,X,X
ZTJLOIS,X,X,X,X,X
ZTJLOSI,X,X,X,X,X
ZTJSILO,X,X,X,X,X
ZTJSIOL,X,X,X,X,X
ZTJSLIO,X,X,X,X,X
ZTJSLOI,X,X,X,X,X
ZTJSOIL,X,X,X,X,X
ZTJSOLI,X,X,X,X,X
ZTJOILS,X,X,X,X,X
ZTJOISL,X,X,X,X,X
ZTJOLIS,X,X,X,X,X
ZTJOLSI,X,X,X,X,X
ZTJOSIL,X,X,X,X,X
ZTJOSLI,X,X,X,X,X
ZTSILJO,X,X,X,X,O
ZTSILOJ,X,X,O,X,O
ZTSIJLO,X,X,X,X,X
ZTSIJOL,X,O,X,X,X
ZTSIOLJ,X,X,X,X,X
ZTSIOJL,X,O,X,X,X
ZTSLIJO,X,X,X,X,O
ZTSLIOJ,X,X,O,X,O
ZTSLJIO,X,X,X,X,O
ZTSLJOI,X,X,X,X,O
ZTSLOIJ,X,X,O,X,O
ZTSLOJI,X,X,O,X,O
ZTSJILO,X,X,X,X,X
ZTSJIOL,X,O,X,X,X
ZTSJLIO,X,X,X,X,X
ZTSJLOI,X,X,X,X,X
ZTSJOIL,X,O,X,X,X
ZTSJOLI,X,O,X,X,X
ZTSOILJ,X,X,X,X,X
ZTSOIJL,X,O,X,X,X
ZTSOLIJ,X,X,X,X,X
ZTSOLJI,X,X,X,X,X
ZTSOJIL,X,O,X,X,X
ZTSOJLI,X,O,X,X,X
ZTOILJS,O,X,X,X,X
ZTOILSJ,O,X,X,X,X
ZTOIJLS,X,X,X,X,X
ZTOIJSL,X,X,X,X,X
ZTOISLJ,X,X,X,X,X
ZTOISJL,X,O,X,X,X
ZTOLIJS,O,X,X,X,X
ZTOLISJ,O,X,X,X,X
ZTOLJIS,X,X,X,X,X
ZTOLJSI,X,X,X,X,X
ZTOLSIJ,X,X,X,X,X
ZTOLSJI,X,X,X,X,X
ZTOJILS,X,X,X,X,X
ZTOJISL,X,X,X,X,X
ZTOJLIS,X,X,X,X,X
ZTOJLSI,X,X,X,X,X
ZTOJSIL,X,X,X,X,X
ZTOJSLI,X,X,X,X,X
ZTOSILJ,X,X,X,X,X
ZTOSIJL,X,O,X,X,X
ZTOSLIJ,X,X,X,X,X
ZTOSLJI,X,X,X,X,X
ZTOSJIL,X,O,X,X,X
ZTOSJLI,X,O,X,X,X
ZITLJSO,X,X,X,X,X
ZITLJOS,X,X,X,X,X
ZITLSJO,X,X,X,X,X
ZITLSOJ,X,X,X,X,X
ZITLOJS,O,X,X,X,X
ZITLOSJ,O,X,X,X,X
ZITJLSO,X,X,X,X,X
ZITJLOS,X,X,X,X,X
ZITJSLO,X,X,X,X,X
ZITJSOL,X,X,X,X,X
ZITJOLS,X,X,X,X,X
ZITJOSL,X,X,X,X,X
ZITSLJO,X,X,X,X,X
ZITSLOJ,X,X,X,X,X
ZITSJLO,X,X,X,X,X
ZITSJOL,X,O,X,X,X
ZITSOLJ,X,X,X,X,X
ZITSOJL,X,O,X,X,X
ZITOLJS,O,X,X,X,X
ZITOLSJ,O,X,X,X,X
ZITOJLS,X,X,X,X,X
ZITOJSL,X,X,X,X,X
ZITOSLJ,X,X,X,X,X
ZITOSJL,X,O,X,X,X
ZILTJSO,X,X,X,X,X
ZILTJOS,X,X,X,X,X
ZILTSJO,X,X,X,X,X
ZILTSOJ,X,X,X,X,X
ZILTOJS,O,X,X,X,X
ZILTOSJ,O,X,X,X,X
ZILJTSO,X,X,X,X,X
ZILJTOS,O,X,X,X,X
ZILJSTO,O,X,X,X,X
ZILJSOT,O,X,X,X,X
ZILJOTS,O,X,X,X,X
ZILJOST,O,X,X,X,X
ZILSTJO,X,X,X,X,X
ZILSTOJ,O,X,X,X,X
ZILSJTO,X,X,X,X,X
ZILSJOT,X,X,X,X,X
ZILSOTJ,O,X,X,X,X
ZILSOJT,X,X,X,X,X
ZILOTJS,O,X,X,X,X
ZILOTSJ,O,X,X,X,X
ZILOJTS,O,X,X,X,X
ZILOJST,O,X,X,X,X
ZILOSTJ,O,X,X,X,X
ZILOSJT,X,X,X,X,X
ZIJTLSO,X,X,X,X,X
ZIJTLOS,O,X,X,X,X
ZIJTSLO,X,X,X,X,X
ZIJTSOL,X,X,X,X,X
ZIJTOLS,O,X,X,X,X
ZIJTOSL,X,X,X,X,X
ZIJLTSO,X,X,X,X,X
ZIJLTOS,O,X,X,X,X
ZIJLSTO,O,X,X,X,X
ZIJLSOT,O,X,X,X,X
ZIJLOTS,O,X,X,X,X
ZIJLOST,O,X,X,X,X
ZIJSTLO,O,X,X,X,X
ZIJSTOL,O,X,X,X,X
ZIJSLTO,O,X,X,X,X
ZIJSLOT,O,X,X,X,X
ZIJSOTL,O,X,X,X,X
