sequence,v115@RhC8AeA8DeG8CeA8JeT/IvhF/lBRhBGjB0mBlnByxB,v115@RhC8AeA8DeG8CeA8Je2EJvhFRgBFiBTjBCmBftBUsB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBGjBllB3nByxB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBCjBllBXoB2xB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgBcoBllBfsB6sBmsB
JTOLZIS,X,X,O,X,X
JTOLZSI,X,X,X,X,X
JTOSILZ,X,X,X,X,X
JTOSIZL,X,X,X,X,X
JTOSLIZ,X,X,X,X,X
JTOSLZI,X,X,X,O,X
JTOSZIL,X,X,X,O,X
JTOSZLI,X,X,X,O,X
JTOZILS,X,X,O,X,X
JTOZISL,X,X,X,O,X
JTOZLIS,X,X,X,X,X
JTOZLSI,X,X,X,X,X
JTOZSIL,X,X,X,O,X
JTOZSLI,X,X,X,O,X
JITLSZO,X,X,X,X,X
JITLSOZ,X,X,X,X,X
JITLZSO,X,X,X,X,X
JITLZOS,X,X,X,X,X
JITLOSZ,X,X,X,X,X
JITLOZS,X,X,X,X,X
JITSLZO,X,X,X,X,X
JITSLOZ,X,X,X,X,X
JITSZLO,X,X,X,X,X
JITSZOL,X,X,X,X,X
JITSOLZ,X,X,X,X,X
JITSOZL,X,X,X,X,X
JITZLSO,X,X,X,X,X
JITZLOS,X,X,X,X,X
JITZSLO,X,X,X,X,X
JITZSOL,X,X,X,X,X
JITZOLS,X,X,X,X,X
JITZOSL,X,X,X,X,X
JITOLSZ,X,X,X,X,X
JITOLZS,X,X,X,X,X
JITOSLZ,X,X,X,X,X
JITOSZL,X,X,X,X,X
JITOZLS,X,X,X,X,X
JITOZSL,X,X,X,X,X
JILTSZO,X,X,X,X,X
JILTSOZ,X,O,X,X,X
JILTZSO,X,O,X,X,X
JILTZOS,X,X,X,X,X
JILTOSZ,X,X,X,X,X
JILTOZS,X,X,X,X,X
JILSTZO,X,X,X,X,X
JILSTOZ,X,O,X,X,X
JILSZTO,X,X,X,X,X
JILSZOT,X,X,X,X,X
JILSOTZ,X,O,X,X,X
JILSOZT,X,X,X,X,X
JILZTSO,X,O,X,X,X
JILZTOS,X,X,X,X,X
JILZSTO,X,O,X,X,X
JILZSOT,X,O,X,X,X
JILZOTS,X,X,X,X,X
JILZOST,X,X,X,X,X
JILOTSZ,X,X,X,X,X
JILOTZS,X,X,X,X,X
JILOSTZ,X,O,X,X,X
JILOSZT,X,X,X,X,X
JILOZTS,X,X,X,X,X
JILOZST,X,X,X,X,X
JISTLZO,X,X,X,X,X
JISTLOZ,X,X,X,X,X
JISTZLO,X,X,X,X,X
JISTZOL,X,X,X,X,X
JISTOLZ,X,O,X,X,X
JISTOZL,X,X,X,X,X
JISLTZO,X,X,X,X,X
JISLTOZ,X,O,X,X,X
JISLZTO,X,X,X,X,X
JISLZOT,X,X,X,X,X
JISLOTZ,X,O,X,X,X
JISLOZT,X,X,X,X,X
JISZTLO,X,X,X,X,X
JISZTOL,X,X,X,X,X
JISZLTO,X,X,X,X,X
JISZLOT,X,X,X,X,X
JISZOTL,X,X,X,X,X
JISZOLT,X,X,X,X,X
JISOTLZ,X,O,X,X,X
JISOTZL,X,X,X,X,X
JISOLTZ,X,O,X,X,X
JISOLZT,X,X,X,X,X
JISOZTL,X,X,X,X,X
JISOZLT,X,X,X,X,X
JIZTLSO,X,X,X,X,X
JIZTLOS,X,X,X,X,X
JIZTSLO,X,X,X,X,X
JIZTSOL,X,O,X,X,X
JIZTOLS,X,X,X,X,X
JIZTOSL,X,X,X,X,X
JIZLTSO,X,O,X,X,X
JIZLTOS,X,X,X,X,X
JIZLSTO,X,O,X,X,X
JIZLSOT,X,O,X,X,X
JIZLOTS,X,X,X,X,X
JIZLOST,X,X,X,X,X
JIZSTLO,X,X,X,X,X
JIZSTOL,X,O,X,X,X
JIZSLTO,X,O,X,X,X
JIZSLOT,X,O,X,X,X
JIZSOTL,X,O,X,X,X
JIZSOLT,X,O,X,X,X
JIZOTLS,X,X,X,X,X
JIZOTSL,X,X,X,X,X
JIZOLTS,X,X,X,X,X
JIZOLST,X,X,X,X,X
JIZOSTL,X,X,X,X,X
JIZOSLT,X,X,X,X,X
JIOTLSZ,X,X,X,X,X
JIOTLZS,X,X,X,X,X
JIOTSLZ,X,X,X,X,X
JIOTSZL,X,X,X,X,X
JIOTZLS,X,X,X,X,X
JIOTZSL,X,X,X,X,X
JIOLTSZ,X,X,X,X,X
JIOLTZS,X,X,X,X,X
JIOLSTZ,X,O,X,X,X
JIOLSZT,X,X,X,X,X
JIOLZTS,X,X,X,X,X
JIOLZST,X,X,X,X,X
JIOSTLZ,X,O,X,X,X
JIOSTZL,X,X,X,X,X
JIOSLTZ,X,O,X,X,X
JIOSLZT,X,X,X,X,X
JIOSZTL,X,X,X,X,X
JIOSZLT,X,X,X,X,X
JIOZTLS,X,X,X,X,X
JIOZTSL,X,X,X,X,X
JIOZLTS,X,X,X,X,X
JIOZLST,X,X,X,X,X
JIOZSTL,X,X,X,X,X
JIOZSLT,X,X,X,X,X
JLTISZO,X,X,X,X,X
JLTISOZ,X,O,X,X,X
JLTIZSO,X,O,X,X,X
JLTIZOS,X,X,X,X,X
JLTIOSZ,X,X,X,X,X
JLTIOZS,X,X,X,X,X
JLTSIZO,X,X,X,X,X
JLTSIOZ,O,O,X,X,X
JLTSZIO,O,X,O,X,X
JLTSZOI,O,X,O,X,X
JLTSOIZ,O,O,X,X,X
JLTSOZI,O,X,O,X,X
JLTZISO,X,O,X,X,X
JLTZIOS,X,X,O,X,X
JLTZSIO,O,O,X,X,X
JLTZSOI,O,O,X,X,X
JLTZOIS,X,X,O,X,X
JLTZOSI,O,X,X,X,X
JLTOISZ,X,X,X,X,X
JLTOIZS,X,X,X,X,X
JLTOSIZ,O,X,X,X,X
JLTOSZI,O,X,O,X,X
JLTOZIS,X,X,O,X,X
JLTOZSI,O,X,X,X,X
JLITSZO,X,X,X,X,X
JLITSOZ,X,O,X,X,X
JLITZSO,X,O,X,X,X
JLITZOS,X,X,X,X,X
JLITOSZ,X,X,X,X,X
JLITOZS,X,X,X,X,X
JLISTZO,X,X,X,X,X
JLISTOZ,X,O,X,X,X
JLISZTO,X,X,X,X,X
JLISZOT,X,X,X,X,X
JLISOTZ,X,O,X,X,X
JLISOZT,X,X,X,X,X
JLIZTSO,X,O,X,X,X
JLIZTOS,X,X,X,X,X
JLIZSTO,X,O,X,X,X
JLIZSOT,X,O,X,X,X
JLIZOTS,X,X,X,X,X
JLIZOST,X,X,X,X,X
JLIOTSZ,X,X,X,X,X
JLIOTZS,X,X,X,X,X
JLIOSTZ,X,O,X,X,X
JLIOSZT,X,X,X,X,X
JLIOZTS,X,X,X,X,X
JLIOZST,X,X,X,X,X
JLSTIZO,X,X,X,X,X
JLSTIOZ,O,O,X,X,X
JLSTZIO,O,X,O,X,X
JLSTZOI,O,X,O,X,X
JLSTOIZ,O,O,X,X,X
JLSTOZI,O,X,O,X,X
JLSITZO,X,X,X,X,X
JLSITOZ,X,O,X,X,X
JLSIZTO,X,X,X,X,X
JLSIZOT,X,X,X,X,X
JLSIOTZ,O,O,X,X,X
JLSIOZT,O,X,X,X,X
JLSZTIO,X,X,O,X,X
JLSZTOI,X,X,O,X,X
JLSZITO,X,X,X,X,X
JLSZIOT,O,X,O,X,X
JLSZOTI,X,X,O,X,X
JLSZOIT,O,X,O,X,X
JLSOTIZ,O,O,X,X,X
JLSOTZI,O,X,O,X,X
JLSOITZ,O,O,X,X,X
JLSOIZT,O,X,X,X,X
JLSOZTI,X,X,O,X,X
JLSOZIT,O,X,O,X,X
JLZTISO,X,O,X,X,X
JLZTIOS,X,X,O,X,X
JLZTSIO,X,O,X,X,X
JLZTSOI,X,O,X,X,X
JLZTOIS,X,X,O,X,X
JLZTOSI,X,X,X,X,X
JLZITSO,X,O,X,X,X
JLZITOS,X,X,X,X,X
JLZISTO,X,O,X,X,X
JLZISOT,X,O,X,X,X
JLZIOTS,X,X,O,X,X
JLZIOST,X,X,O,X,X
JLZSTIO,X,O,X,X,X
JLZSTOI,X,O,X,X,X
JLZSITO,X,O,X,X,X
JLZSIOT,O,O,X,X,X
JLZSOTI,X,O,X,X,X
JLZSOIT,O,O,X,X,X
JLZOTIS,X,X,O,X,X
JLZOTSI,X,X,X,X,X
JLZOITS,X,X,O,X,X
JLZOIST,X,X,O,X,X
JLZOSTI,X,X,X,X,X
JLZOSIT,O,X,X,X,X
JLOTISZ,X,X,X,X,X
JLOTIZS,X,X,X,X,X
JLOTSIZ,O,X,X,X,X
JLOTSZI,O,X,O,X,X
JLOTZIS,X,X,O,X,X
JLOTZSI,O,X,X,X,X
JLOITSZ,X,X,X,X,X
JLOITZS,X,X,X,X,X
JLOISTZ,X,O,X,X,X
JLOISZT,X,X,X,X,X
JLOIZTS,X,X,X,X,X
JLOIZST,X,X,X,X,X
JLOSTIZ,O,O,X,X,X
JLOSTZI,O,X,O,X,X
JLOSITZ,O,O,X,X,X
JLOSIZT,O,X,X,X,X
JLOSZTI,X,X,O,X,X
JLOSZIT,O,X,O,X,X
JLOZTIS,X,X,O,X,X
JLOZTSI,X,X,X,X,X
JLOZITS,X,X,O,X,X
JLOZIST,X,X,O,X,X
JLOZSTI,X,X,X,X,X
JLOZSIT,O,X,X,X,X
JSTILZO,X,X,X,X,X
JSTILOZ,X,X,X,X,X
JSTIZLO,X,X,X,X,X
JSTIZOL,X,X,X,X,X
JSTIOLZ,X,O,X,X,X
JSTIOZL,X,X,X,X,X
JSTLIZO,X,X,X,X,X
JSTLIOZ,X,O,X,X,X
JSTLZIO,X,X,X,O,X
JSTLZOI,X,X,X,O,X
JSTLOIZ,X,O,X,X,X
JSTLOZI,X,X,X,O,X
JSTZILO,X,X,X,O,X
JSTZIOL,X,X,X,O,X
JSTZLIO,X,X,X,O,X
JSTZLOI,X,X,X,O,X
JSTZOIL,X,X,X,O,X
JSTZOLI,X,X,X,O,X
JSTOILZ,X,O,X,X,X
JSTOIZL,X,X,X,X,X
JSTOLIZ,X,O,X,X,X
JSTOLZI,X,X,X,O,X
JSTOZIL,X,X,X,O,X
JSTOZLI,X,X,X,O,X
JSITLZO,X,X,X,X,X
JSITLOZ,X,X,X,X,X
JSITZLO,X,X,X,X,X
JSITZOL,X,X,X,X,X
JSITOLZ,X,O,X,X,X
JSITOZL,X,X,X,X,X
JSILTZO,X,X,X,X,X
JSILTOZ,X,O,X,X,X
JSILZTO,X,X,X,X,X
JSILZOT,X,X,X,X,X
JSILOTZ,X,O,X,X,X
JSILOZT,X,X,X,X,X
JSIZTLO,X,X,X,X,X
JSIZTOL,X,X,X,X,X
JSIZLTO,X,X,X,X,X
JSIZLOT,X,X,X,X,X
JSIZOTL,X,X,X,X,X
JSIZOLT,X,X,X,X,X
JSIOTLZ,X,O,X,X,X
JSIOTZL,X,X,X,X,X
JSIOLTZ,O,O,X,X,X
JSIOLZT,O,X,X,X,X
JSIOZTL,O,X,X,X,X
JSIOZLT,O,X,X,X,X
JSLTIZO,X,X,X,X,X
JSLTIOZ,O,O,X,X,X
JSLTZIO,O,X,X,O,X
JSLTZOI,O,X,X,O,X
JSLTOIZ,O,O,X,X,X
JSLTOZI,O,X,X,O,X
JSLITZO,X,X,X,X,X
JSLITOZ,X,O,X,X,X
JSLIZTO,X,X,X,X,X
JSLIZOT,X,X,X,X,X
JSLIOTZ,O,O,X,X,X
JSLIOZT,O,X,X,X,X
JSLZTIO,X,X,X,O,X
JSLZTOI,X,X,X,O,X
JSLZITO,X,X,X,X,X
JSLZIOT,O,X,X,O,X
JSLZOTI,X,X,X,O,X
JSLZOIT,O,X,X,O,X
JSLOTIZ,O,O,X,X,X
JSLOTZI,O,X,X,O,X
JSLOITZ,O,O,X,X,X
JSLOIZT,O,X,X,X,X
JSLOZTI,X,X,X,O,X
JSLOZIT,O,X,X,O,X
JSZTILO,X,X,X,O,X
JSZTIOL,X,X,X,O,X
JSZTLIO,X,X,X,O,X
JSZTLOI,X,X,X,O,X
JSZTOIL,X,X,X,O,X
JSZTOLI,X,X,X,O,X
JSZITLO,X,X,X,X,X
JSZITOL,X,X,X,X,X
JSZILTO,X,X,X,X,X
JSZILOT,X,X,X,O,X
JSZIOTL,O,X,X,X,X
JSZIOLT,O,X,X,O,X
JSZLTIO,X,X,X,O,X
JSZLTOI,X,X,X,O,X
JSZLITO,X,X,X,X,X
JSZLIOT,X,X,X,O,X
JSZLOTI,X,X,X,O,X
JSZLOIT,X,X,X,O,X
JSZOTIL,X,X,X,O,X
JSZOTLI,X,X,X,O,X
JSZOITL,O,X,X,X,X
JSZOILT,O,X,X,O,X
JSZOLTI,X,X,X,O,X
JSZOLIT,X,X,X,O,X
JSOTILZ,X,O,X,X,X
JSOTIZL,X,X,X,X,X
JSOTLIZ,X,O,X,X,X
JSOTLZI,X,X,X,O,X
JSOTZIL,X,X,X,O,X
JSOTZLI,X,X,X,O,X
JSOITLZ,X,O,X,X,X
JSOITZL,X,X,X,X,X
JSOILTZ,O,O,X,X,X
JSOILZT,O,X,X,X,X
JSOIZTL,O,X,X,X,X
JSOIZLT,O,X,X,X,X
JSOLTIZ,O,O,X,X,X
JSOLTZI,O,X,X,O,X
JSOLITZ,O,O,X,X,X
JSOLIZT,O,X,X,X,X
JSOLZTI,X,X,X,O,X
JSOLZIT,O,X,X,O,X
JSOZTIL,X,X,X,O,X
JSOZTLI,X,X,X,O,X
JSOZITL,O,X,X,X,X
JSOZILT,O,X,X,O,X
JSOZLTI,X,X,X,O,X
JSOZLIT,X,X,X,O,X
JZTILSO,X,X,X,X,X
JZTILOS,X,X,X,X,X
JZTISLO,X,X,X,O,X
JZTISOL,X,O,X,O,X
JZTIOLS,X,X,O,X,X
JZTIOSL,X,X,X,O,X
JZTLISO,X,O,X,X,X
JZTLIOS,X,X,X,X,X
JZTLSIO,X,O,X,X,X
JZTLSOI,X,O,X,X,X
JZTLOIS,X,X,X,X,X
JZTLOSI,X,X,X,X,X
JZTSILO,X,X,X,O,X
JZTSIOL,X,O,X,O,X
JZTSLIO,X,O,X,O,X
JZTSLOI,X,O,X,O,X
JZTSOIL,X,O,X,O,X
JZTSOLI,X,O,X,O,X
JZTOILS,X,X,O,X,X
JZTOISL,X,X,X,O,X
JZTOLIS,X,X,X,X,X
JZTOLSI,X,X,X,X,X
JZTOSIL,X,X,X,O,X
JZTOSLI,X,X,X,O,X
JZITLSO,X,X,X,X,X
JZITLOS,X,X,X,X,X
JZITSLO,X,X,X,X,X
JZITSOL,X,O,X,X,X
JZITOLS,X,X,X,X,X
JZITOSL,X,X,X,X,X
JZILTSO,X,O,X,X,X
JZILTOS,X,X,X,X,X
JZILSTO,X,O,X,X,X
JZILSOT,X,O,X,X,X
JZILOTS,X,X,X,X,X
JZILOST,X,X,X,X,X
JZISTLO,X,X,X,X,X
JZISTOL,X,O,X,X,X
JZISLTO,X,O,X,X,X
JZISLOT,X,O,X,O,X
JZISOTL,X,O,X,X,X
JZISOLT,X,O,X,O,X
JZIOTLS,X,X,O,X,X
JZIOTSL,X,X,X,X,X
JZIOLTS,X,X,O,X,X
JZIOLST,X,X,O,X,X
JZIOSTL,X,X,X,X,X
JZIOSLT,X,X,X,O,X
JZLTISO,X,O,X,X,X
JZLTIOS,X,X,X,X,X
JZLTSIO,X,O,X,X,X
JZLTSOI,X,O,X,X,X
JZLTOIS,X,X,X,X,X
JZLTOSI,X,X,X,X,X
JZLITSO,X,O,X,X,X
JZLITOS,X,X,X,X,X
JZLISTO,X,O,X,X,X
JZLISOT,X,O,X,X,X
JZLIOTS,X,X,X,X,X
JZLIOST,X,X,X,X,X
JZLSTIO,X,O,X,X,X
JZLSTOI,X,O,X,X,X
JZLSITO,X,O,X,X,X
JZLSIOT,X,O,X,X,X
JZLSOTI,X,O,X,X,X
JZLSOIT,X,O,X,X,X
JZLOTIS,X,X,X,X,X
JZLOTSI,X,X,X,X,X
JZLOITS,X,X,X,X,X
JZLOIST,X,X,X,X,X
JZLOSTI,X,X,X,X,X
JZLOSIT,X,X,X,X,X
JZSTILO,X,X,X,O,X
JZSTIOL,X,O,X,O,X
JZSTLIO,X,O,X,O,X
JZSTLOI,X,O,X,O,X
JZSTOIL,X,O,X,O,X
JZSTOLI,X,O,X,O,X
JZSITLO,X,X,X,X,X
JZSITOL,X,O,X,X,X
JZSILTO,X,O,X,X,X
JZSILOT,X,O,X,O,X
JZSIOTL,O,O,X,X,X
JZSIOLT,O,O,X,O,X
JZSLTIO,X,O,X,O,X
JZSLTOI,X,O,X,O,X
JZSLITO,X,O,X,X,X
JZSLIOT,X,O,X,O,X
JZSLOTI,X,O,X,O,X
JZSLOIT,X,O,X,O,X
JZSOTIL,X,O,X,O,X
JZSOTLI,X,O,X,O,X
JZSOITL,O,O,X,X,X
JZSOILT,O,O,X,O,X
JZSOLTI,X,O,X,O,X
JZSOLIT,X,O,X,O,X
JZOTILS,X,X,O,X,X
JZOTISL,X,X,X,O,X
JZOTLIS,X,X,X,X,X
JZOTLSI,X,X,X,X,X
JZOTSIL,X,X,X,O,X
JZOTSLI,X,X,X,O,X
JZOITLS,X,X,O,X,X
JZOITSL,X,X,X,X,X
JZOILTS,X,X,O,X,X
JZOILST,X,X,O,X,X
JZOISTL,X,X,X,X,X
JZOISLT,X,X,X,O,X
JZOLTIS,X,X,X,X,X
JZOLTSI,X,X,X,X,X
JZOLITS,X,X,X,X,X
JZOLIST,X,X,X,X,X
JZOLSTI,X,X,X,X,X
JZOLSIT,X,X,X,X,X
JZOSTIL,X,X,X,O,X
JZOSTLI,X,X,X,O,X
JZOSITL,O,X,X,X,X
JZOSILT,O,X,X,O,X
JZOSLTI,X,X,X,O,X
JZOSLIT,X,X,X,O,X
JOTILSZ,X,X,X,X,X
JOTILZS,X,X,X,X,X
JOTISLZ,X,X,X,X,X
JOTISZL,X,X,X,X,X
JOTIZLS,X,X,X,X,X
JOTIZSL,X,X,X,X,X
JOTLISZ,X,X,X,X,X
JOTLIZS,X,X,X,X,X
JOTLSIZ,X,X,X,X,X
JOTLSZI,X,X,O,X,X
JOTLZIS,X,X,O,X,X
JOTLZSI,X,X,X,X,X
JOTSILZ,X,X,X,X,X
JOTSIZL,X,X,X,X,X
JOTSLIZ,X,X,X,X,X
JOTSLZI,X,X,X,O,X
JOTSZIL,X,X,X,O,X
JOTSZLI,X,X,X,O,X
JOTZILS,X,X,O,X,X
JOTZISL,X,X,X,O,X
JOTZLIS,X,X,X,X,X
JOTZLSI,X,X,X,X,X
JOTZSIL,X,X,X,O,X
JOTZSLI,X,X,X,O,X
JOITLSZ,X,X,X,X,X
JOITLZS,X,X,X,X,X
JOITSLZ,X,X,X,X,X
JOITSZL,X,X,X,X,X
JOITZLS,X,X,X,X,X
JOITZSL,X,X,X,X,X
JOILTSZ,X,X,X,X,X
JOILTZS,X,X,X,X,X
JOILSTZ,X,O,X,X,X
JOILSZT,X,X,X,X,X
JOILZTS,X,X,X,X,X
JOILZST,X,X,X,X,X
JOISTLZ,X,O,X,X,X
JOISTZL,X,X,X,X,X
JOISLTZ,X,O,X,X,X
JOISLZT,X,X,X,X,X
JOISZTL,X,X,X,X,X
JOISZLT,X,X,X,X,X
JOIZTLS,X,X,X,X,X
JOIZTSL,X,X,X,X,X
JOIZLTS,X,X,X,X,X
JOIZLST,X,X,X,X,X
JOIZSTL,X,X,X,X,X
JOIZSLT,X,X,X,X,X
JOLTISZ,X,X,X,X,X
JOLTIZS,X,X,X,X,X
JOLTSIZ,O,X,X,X,X
JOLTSZI,O,X,O,X,X
JOLTZIS,X,X,O,X,X
JOLTZSI,O,X,X,X,X
JOLITSZ,X,X,X,X,X
JOLITZS,X,X,X,X,X
JOLISTZ,X,O,X,X,X
JOLISZT,X,X,X,X,X
JOLIZTS,X,X,X,X,X
JOLIZST,X,X,X,X,X
JOLSTIZ,O,O,X,X,X
JOLSTZI,O,X,O,X,X
JOLSITZ,O,O,X,X,X
JOLSIZT,O,X,X,X,X
JOLSZTI,X,X,O,X,X
JOLSZIT,O,X,O,X,X
JOLZTIS,X,X,O,X,X
JOLZTSI,X,X,X,X,X
JOLZITS,X,X,O,X,X
JOLZIST,X,X,O,X,X
JOLZSTI,X,X,X,X,X
JOLZSIT,O,X,X,X,X
JOSTILZ,X,O,X,X,X
JOSTIZL,X,X,X,X,X
JOSTLIZ,X,O,X,X,X
JOSTLZI,X,X,X,O,X
JOSTZIL,X,X,X,O,X
JOSTZLI,X,X,X,O,X
JOSITLZ,X,O,X,X,X
JOSITZL,X,X,X,X,X
JOSILTZ,O,O,X,X,X
JOSILZT,O,X,X,X,X
JOSIZTL,O,X,X,X,X
JOSIZLT,O,X,X,X,X
JOSLTIZ,O,O,X,X,X
JOSLTZI,O,X,X,O,X
JOSLITZ,O,O,X,X,X
JOSLIZT,O,X,X,X,X
JOSLZTI,X,X,X,O,X
JOSLZIT,O,X,X,O,X
JOSZTIL,X,X,X,O,X
JOSZTLI,X,X,X,O,X
JOSZITL,O,X,X,X,X
JOSZILT,O,X,X,O,X
JOSZLTI,X,X,X,O,X
JOSZLIT,X,X,X,O,X
JOZTILS,X,X,O,X,X
JOZTISL,X,X,X,O,X
JOZTLIS,X,X,X,X,X
JOZTLSI,X,X,X,X,X
JOZTSIL,X,X,X,O,X
JOZTSLI,X,X,X,O,X
JOZITLS,X,X,O,X,X
JOZITSL,X,X,X,X,X
JOZILTS,X,X,O,X,X
JOZILST,X,X,O,X,X
JOZISTL,X,X,X,X,X
JOZISLT,X,X,X,O,X
JOZLTIS,X,X,X,X,X
JOZLTSI,X,X,X,X,X
JOZLITS,X,X,X,X,X
JOZLIST,X,X,X,X,X
JOZLSTI,X,X,X,X,X
JOZLSIT,X,X,X,X,X
JOZSTIL,X,X,X,O,X
JOZSTLI,X,X,X,O,X
JOZSITL,O,X,X,X,X
JOZSILT,O,X,X,O,X
JOZSLTI,X,X,X,O,X
JOZSLIT,X,X,X,O,X
STILJZO,X,X,X,X,X
STILJOZ,X,X,X,X,X
STILZJO,X,X,X,X,X
STILZOJ,X,X,X,X,O
STILOJZ,X,X,X,X,X
STILOZJ,X,X,X,X,O
STIJLZO,X,X,X,X,X
STIJLOZ,X,X,X,X,X
STIJZLO,X,X,X,X,X
STIJZOL,X,X,X,X,X
STIJOLZ,X,X,X,X,X
STIJOZL,X,X,X,X,X
STIZLJO,X,X,X,X,X
STIZLOJ,X,X,X,O,O
STIZJLO,X,X,X,X,X
STIZJOL,X,X,X,X,X
STIZOLJ,X,X,X,O,O
STIZOJL,X,X,X,X,X
STIOLJZ,X,X,X,X,X
STIOLZJ,X,X,X,X,O
STIOJLZ,X,X,X,X,X
STIOJZL,X,X,X,X,X
STIOZLJ,X,X,X,O,O
STIOZJL,X,X,X,X,X
STLIJZO,X,X,X,X,X
STLIJOZ,X,X,X,X,X
STLIZJO,X,X,X,X,X
STLIZOJ,X,X,X,X,O
STLIOJZ,X,X,X,X,X
STLIOZJ,X,X,X,X,O
STLJIZO,X,X,X,X,X
STLJIOZ,X,X,X,X,X
STLJZIO,X,X,X,X,X
STLJZOI,X,X,X,X,X
STLJOIZ,X,X,X,X,X
STLJOZI,X,X,X,X,X
STLZIJO,X,X,X,X,X
STLZIOJ,X,X,X,O,O
STLZJIO,X,X,X,X,X
STLZJOI,X,X,X,X,X
STLZOIJ,X,X,X,O,O
STLZOJI,X,X,X,X,O
STLOIJZ,X,X,X,X,X
STLOIZJ,X,X,X,X,O
STLOJIZ,X,X,X,X,X
STLOJZI,X,X,X,X,X
STLOZIJ,X,X,X,O,O
STLOZJI,X,X,X,X,O
STJILZO,X,X,X,X,X
STJILOZ,X,X,X,X,X
STJIZLO,X,X,X,X,X
STJIZOL,X,X,X,X,X
STJIOLZ,X,O,X,X,X
STJIOZL,X,X,X,X,X
STJLIZO,X,X,X,X,X
STJLIOZ,X,O,X,X,X
STJLZIO,X,X,X,O,X
STJLZOI,X,X,X,O,X
STJLOIZ,X,O,X,X,X
STJLOZI,X,X,X,O,X
STJZILO,X,X,X,O,X
STJZIOL,X,X,X,O,X
STJZLIO,X,X,X,O,X
STJZLOI,X,X,X,O,X
STJZOIL,X,X,X,O,X
STJZOLI,X,X,X,O,X
STJOILZ,X,O,X,X,X
STJOIZL,X,X,X,X,X
STJOLIZ,X,O,X,X,X
STJOLZI,X,X,X,O,X
STJOZIL,X,X,X,O,X
STJOZLI,X,X,X,O,X
STZILJO,X,X,X,X,X
STZILOJ,X,X,X,O,O
STZIJLO,X,X,X,X,X
STZIJOL,X,X,X,X,X
STZIOLJ,X,X,X,O,O
STZIOJL,X,X,X,X,X
STZLIJO,X,X,X,X,X
STZLIOJ,X,X,X,O,O
STZLJIO,X,X,X,X,X
STZLJOI,X,X,X,X,X
STZLOIJ,X,X,X,O,O
STZLOJI,X,X,X,X,O
STZJILO,X,X,X,X,X
STZJIOL,X,X,X,X,X
STZJLIO,X,X,X,X,X
STZJLOI,X,X,X,X,X
STZJOIL,X,X,X,X,X
STZJOLI,X,X,X,X,X
STZOILJ,X,X,X,O,O
STZOIJL,X,X,X,X,X
STZOLIJ,X,X,X,O,O
STZOLJI,X,X,X,X,O
STZOJIL,X,X,X,X,X
STZOJLI,X,X,X,X,X
STOILJZ,X,X,X,X,X
STOILZJ,X,X,X,X,O
STOIJLZ,X,X,X,X,X
STOIJZL,X,X,X,X,X
STOIZLJ,X,X,X,O,O
STOIZJL,X,X,X,X,X
STOLIJZ,X,X,X,X,X
STOLIZJ,X,X,X,X,O
STOLJIZ,X,X,X,X,X
STOLJZI,X,X,X,X,X
STOLZIJ,X,X,X,O,O
STOLZJI,X,X,X,X,O
STOJILZ,X,O,X,X,X
STOJIZL,X,X,X,X,X
STOJLIZ,X,O,X,X,X
STOJLZI,X,X,X,O,X
STOJZIL,X,X,X,O,X
STOJZLI,X,X,X,O,X
STOZILJ,X,X,X,O,O
STOZIJL,X,X,X,X,X
STOZLIJ,X,X,X,O,O
STOZLJI,X,X,X,X,O
STOZJIL,X,X,X,X,X
STOZJLI,X,X,X,X,X
SITLJZO,X,X,X,X,X
SITLJOZ,X,X,X,X,X
SITLZJO,X,X,X,X,X
SITLZOJ,X,X,X,X,X
SITLOJZ,X,X,X,X,X
SITLOZJ,X,X,X,X,X
SITJLZO,X,X,X,X,X
SITJLOZ,X,X,X,X,X
SITJZLO,X,X,X,X,X
SITJZOL,X,X,X,X,X
SITJOLZ,X,X,X,X,X
SITJOZL,X,X,X,X,X
SITZLJO,X,X,X,X,X
SITZLOJ,X,X,X,X,X
SITZJLO,X,X,X,X,X
SITZJOL,X,X,X,X,X
SITZOLJ,X,X,X,X,X
SITZOJL,X,X,X,X,X
SITOLJZ,X,X,X,X,X
SITOLZJ,X,X,X,X,X
SITOJLZ,X,X,X,X,X
SITOJZL,X,X,X,X,X
SITOZLJ,X,X,X,X,X
SITOZJL,X,X,X,X,X
SILTJZO,X,X,X,X,X
SILTJOZ,O,X,X,X,X
SILTZJO,X,X,X,X,X
SILTZOJ,X,X,X,X,X
SILTOJZ,O,X,X,X,X
SILTOZJ,X,X,X,X,X
SILJTZO,X,X,X,X,X
SILJTOZ,X,X,X,X,X
SILJZTO,X,X,X,X,X
SILJZOT,X,X,X,X,X
SILJOTZ,O,X,X,X,X
SILJOZT,O,X,X,X,X
SILZTJO,O,X,X,X,X
SILZTOJ,O,X,X,X,X
SILZJTO,X,X,X,X,X
SILZJOT,O,X,X,X,X
SILZOTJ,O,X,X,X,X
SILZOJT,O,X,X,X,X
SILOTJZ,O,X,X,X,X
SILOTZJ,X,X,X,X,X
SILOJTZ,O,X,X,X,X
SILOJZT,O,X,X,X,X
SILOZTJ,O,X,X,X,X
