sequence,v115@HhA8IeA8BeA8EeG8BeB8Jex/IvhFmhBCjBzkBFmBXo?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFRhBGjBXlBimBzn?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFamBRiBcoBXlBzm?B+sB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFamBGiBTjBXlBRs?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jex/IvhFmhBcoBzkBFmBSs?B3sB
JTOISZL,X,X,X,X,X
JTOIZLS,X,X,X,X,X
JTOIZSL,X,X,X,X,X
JTOLISZ,X,O,X,X,X
JTOLIZS,X,X,X,X,X
JTOLSIZ,X,X,X,X,X
JTOLSZI,X,X,X,X,X
JTOLZIS,X,X,O,X,X
JTOLZSI,X,X,X,X,X
JTOSILZ,X,X,X,X,X
JTOSIZL,X,X,X,X,X
JTOSLIZ,X,X,X,X,X
JTOSLZI,X,X,X,X,X
JTOSZIL,X,X,X,X,X
JTOSZLI,X,X,X,X,X
JTOZILS,X,X,O,X,X
JTOZISL,X,X,X,X,X
JTOZLIS,X,X,O,X,X
JTOZLSI,X,X,X,X,X
JTOZSIL,X,X,X,X,X
JTOZSLI,X,X,X,X,X
JITLSZO,X,X,X,X,X
JITLSOZ,X,X,X,X,X
JITLZSO,X,X,X,X,X
JITLZOS,X,X,X,X,X
JITLOSZ,X,X,X,X,X
JITLOZS,X,X,X,X,X
JITSLZO,X,X,X,X,X
JITSLOZ,X,X,X,X,X
JITSZLO,X,X,X,X,X
JITSZOL,X,X,X,X,X
JITSOLZ,X,X,X,X,X
JITSOZL,X,X,X,X,X
JITZLSO,X,X,X,X,X
JITZLOS,X,X,X,X,X
JITZSLO,X,X,X,X,X
JITZSOL,X,X,X,X,X
JITZOLS,X,X,X,X,X
JITZOSL,X,X,X,X,X
JITOLSZ,X,X,X,X,X
JITOLZS,X,X,X,X,X
JITOSLZ,X,X,X,X,X
JITOSZL,X,X,X,X,X
JITOZLS,X,X,X,X,X
JITOZSL,X,X,X,X,X
JILTSZO,X,X,X,X,X
JILTSOZ,X,X,X,X,X
JILTZSO,X,X,X,X,X
JILTZOS,X,X,X,X,X
JILTOSZ,X,X,X,X,X
JILTOZS,X,X,X,X,X
JILSTZO,X,X,X,X,X
JILSTOZ,X,X,X,X,X
JILSZTO,X,X,X,X,X
JILSZOT,X,X,X,X,X
JILSOTZ,X,X,X,X,X
JILSOZT,X,X,X,X,X
JILZTSO,X,X,X,X,X
JILZTOS,X,X,X,X,X
JILZSTO,X,X,X,X,X
JILZSOT,X,X,X,X,X
JILZOTS,X,X,X,X,X
JILZOST,X,X,X,X,X
JILOTSZ,X,X,X,X,X
JILOTZS,X,X,X,X,X
JILOSTZ,X,X,X,X,X
JILOSZT,X,X,X,X,X
JILOZTS,X,X,X,X,X
JILOZST,X,X,X,X,X
JISTLZO,X,X,X,X,X
JISTLOZ,X,X,X,X,X
JISTZLO,X,X,X,X,X
JISTZOL,X,X,X,X,X
JISTOLZ,X,X,X,X,X
JISTOZL,X,X,X,X,X
JISLTZO,X,X,X,X,X
JISLTOZ,X,X,X,X,X
JISLZTO,X,X,X,X,X
JISLZOT,X,X,X,X,X
JISLOTZ,X,X,X,X,X
JISLOZT,X,X,X,X,X
JISZTLO,X,X,X,X,X
JISZTOL,X,X,X,X,X
JISZLTO,X,X,X,X,X
JISZLOT,X,X,X,X,X
JISZOTL,X,X,X,X,X
JISZOLT,X,X,X,X,X
JISOTLZ,X,X,X,X,X
JISOTZL,X,X,X,X,X
JISOLTZ,X,X,X,X,X
JISOLZT,X,X,X,X,X
JISOZTL,X,X,X,X,X
JISOZLT,X,X,X,X,X
JIZTLSO,X,X,X,X,X
JIZTLOS,X,X,X,X,X
JIZTSLO,X,X,X,X,X
JIZTSOL,X,X,X,X,X
JIZTOLS,X,X,X,X,X
JIZTOSL,X,X,X,X,X
JIZLTSO,X,X,X,X,X
JIZLTOS,X,X,X,X,X
JIZLSTO,X,X,X,X,X
JIZLSOT,X,X,X,X,X
JIZLOTS,X,X,X,X,X
JIZLOST,X,X,X,X,X
JIZSTLO,X,X,X,X,X
JIZSTOL,X,X,X,X,X
JIZSLTO,X,X,X,X,X
JIZSLOT,X,X,X,X,X
JIZSOTL,X,X,X,X,X
JIZSOLT,X,X,X,X,X
JIZOTLS,X,X,X,X,X
JIZOTSL,X,X,X,X,X
JIZOLTS,X,X,X,X,X
JIZOLST,X,X,X,X,X
JIZOSTL,X,X,X,X,X
JIZOSLT,X,X,X,X,X
JIOTLSZ,X,X,X,X,X
JIOTLZS,X,X,X,X,X
JIOTSLZ,X,X,X,X,X
JIOTSZL,X,X,X,X,X
JIOTZLS,X,X,X,X,X
JIOTZSL,X,X,X,X,X
JIOLTSZ,X,X,X,X,X
JIOLTZS,X,X,X,X,X
JIOLSTZ,X,X,X,X,X
JIOLSZT,X,X,X,X,X
JIOLZTS,X,X,X,X,X
JIOLZST,X,X,X,X,X
JIOSTLZ,X,X,X,X,X
JIOSTZL,X,X,X,X,X
JIOSLTZ,X,X,X,X,X
JIOSLZT,X,X,X,X,X
JIOSZTL,X,X,X,X,X
JIOSZLT,X,X,X,X,X
JIOZTLS,X,X,X,X,X
JIOZTSL,X,X,X,X,X
JIOZLTS,X,X,X,X,X
JIOZLST,X,X,X,X,X
JIOZSTL,X,X,X,X,X
JIOZSLT,X,X,X,X,X
JLTISZO,X,O,X,X,X
JLTISOZ,X,O,X,X,X
JLTIZSO,X,O,X,X,X
JLTIZOS,X,O,X,X,X
JLTIOSZ,X,O,X,X,X
JLTIOZS,X,X,X,X,X
JLTSIZO,X,X,X,X,X
JLTSIOZ,X,X,X,X,X
JLTSZIO,X,X,X,X,X
JLTSZOI,X,X,X,X,X
JLTSOIZ,X,X,X,X,X
JLTSOZI,X,X,X,X,X
JLTZISO,X,X,O,X,X
JLTZIOS,X,X,O,X,X
JLTZSIO,X,X,X,X,X
JLTZSOI,X,X,X,X,X
JLTZOIS,X,X,O,X,X
JLTZOSI,X,X,X,X,X
JLTOISZ,X,X,X,X,X
JLTOIZS,X,X,X,X,X
JLTOSIZ,X,X,X,X,X
JLTOSZI,X,X,X,X,X
JLTOZIS,X,X,O,X,X
JLTOZSI,X,X,X,X,X
JLITSZO,X,O,X,X,X
JLITSOZ,X,O,X,X,X
JLITZSO,X,O,X,X,X
JLITZOS,X,O,X,X,X
JLITOSZ,X,O,X,X,X
JLITOZS,X,X,X,X,X
JLISTZO,X,O,X,X,X
JLISTOZ,X,O,X,X,X
JLISZTO,X,X,X,X,X
JLISZOT,X,X,X,X,X
JLISOTZ,X,X,X,X,X
JLISOZT,X,X,X,X,X
JLIZTSO,X,X,X,X,X
JLIZTOS,X,X,X,X,X
JLIZSTO,X,X,X,X,X
JLIZSOT,X,X,X,X,X
JLIZOTS,X,X,X,X,X
JLIZOST,X,X,X,X,X
JLIOTSZ,X,X,X,X,X
JLIOTZS,X,X,X,X,X
JLIOSTZ,X,X,X,X,X
JLIOSZT,X,X,X,X,X
JLIOZTS,X,X,X,X,X
JLIOZST,X,X,X,X,X
JLSTIZO,X,O,X,X,X
JLSTIOZ,X,O,X,X,X
JLSTZIO,X,X,O,X,X
JLSTZOI,X,X,O,X,X
JLSTOIZ,X,X,X,X,X
JLSTOZI,X,X,O,X,X
JLSITZO,X,O,X,X,X
JLSITOZ,X,O,X,X,X
JLSIZTO,X,X,X,X,X
JLSIZOT,X,X,X,X,X
JLSIOTZ,X,X,X,X,X
JLSIOZT,X,X,X,X,X
JLSZTIO,X,X,O,X,X
JLSZTOI,X,X,O,X,X
JLSZITO,X,X,O,X,X
JLSZIOT,X,X,X,X,X
JLSZOTI,X,X,O,X,X
JLSZOIT,X,X,O,X,X
JLSOTIZ,X,X,X,X,X
JLSOTZI,X,X,O,X,X
JLSOITZ,X,X,X,X,X
JLSOIZT,X,X,X,X,X
JLSOZTI,X,X,O,X,X
JLSOZIT,X,X,O,X,X
JLZTISO,X,X,O,X,X
JLZTIOS,X,X,O,X,X
JLZTSIO,X,X,X,X,X
JLZTSOI,X,X,X,X,X
JLZTOIS,X,X,O,X,X
JLZTOSI,X,X,X,X,X
JLZITSO,X,X,O,X,X
JLZITOS,X,X,O,X,X
JLZISTO,X,X,O,X,X
JLZISOT,X,X,X,X,X
JLZIOTS,X,X,X,X,X
JLZIOST,X,X,X,X,X
JLZSTIO,X,X,O,X,X
JLZSTOI,X,X,O,X,X
JLZSITO,X,X,O,X,X
JLZSIOT,X,X,X,X,X
JLZSOTI,X,X,O,X,X
JLZSOIT,X,X,O,X,X
JLZOTIS,X,X,O,X,X
JLZOTSI,X,X,X,X,X
JLZOITS,X,X,O,X,X
JLZOIST,X,X,O,X,X
JLZOSTI,X,X,O,X,X
JLZOSIT,X,X,O,X,X
JLOTISZ,X,X,X,X,X
JLOTIZS,X,X,X,X,X
JLOTSIZ,X,X,X,X,X
JLOTSZI,X,X,X,X,X
JLOTZIS,X,X,O,X,X
JLOTZSI,X,X,X,X,X
JLOITSZ,X,X,X,X,X
JLOITZS,X,X,X,X,X
JLOISTZ,X,X,X,X,X
JLOISZT,X,X,X,X,X
JLOIZTS,X,X,X,X,X
JLOIZST,X,X,X,X,X
JLOSTIZ,X,X,X,X,X
JLOSTZI,X,X,O,X,X
JLOSITZ,X,X,X,X,X
JLOSIZT,X,X,X,X,X
JLOSZTI,X,X,O,X,X
JLOSZIT,X,X,O,X,X
JLOZTIS,X,X,O,X,X
JLOZTSI,X,X,X,X,X
JLOZITS,X,X,O,X,X
JLOZIST,X,X,O,X,X
JLOZSTI,X,X,O,X,X
JLOZSIT,X,X,O,X,X
JSTILZO,X,O,X,X,X
JSTILOZ,X,O,X,X,X
JSTIZLO,X,O,X,X,X
JSTIZOL,X,O,X,X,X
JSTIOLZ,X,O,X,X,X
JSTIOZL,X,X,X,X,X
JSTLIZO,X,O,X,X,X
JSTLIOZ,X,O,X,X,X
JSTLZIO,X,X,O,X,X
JSTLZOI,X,X,O,X,X
JSTLOIZ,X,X,X,X,X
JSTLOZI,X,X,O,X,X
JSTZILO,X,O,O,X,X
JSTZIOL,X,O,X,X,X
JSTZLIO,X,O,O,X,X
JSTZLOI,X,X,O,X,X
JSTZOIL,X,X,O,X,X
JSTZOLI,X,X,O,X,X
JSTOILZ,X,O,X,X,X
JSTOIZL,X,X,X,X,X
JSTOLIZ,X,O,X,X,X
JSTOLZI,X,X,O,X,X
JSTOZIL,X,X,O,X,X
JSTOZLI,X,X,O,X,X
JSITLZO,X,O,X,X,X
JSITLOZ,X,O,X,X,X
JSITZLO,X,O,X,X,X
JSITZOL,X,O,X,X,X
JSITOLZ,X,O,X,X,X
JSITOZL,X,X,X,X,X
JSILTZO,X,X,X,X,X
JSILTOZ,X,X,X,X,X
JSILZTO,X,X,X,X,X
JSILZOT,X,X,X,X,X
JSILOTZ,X,X,X,X,X
JSILOZT,X,X,X,X,X
JSIZTLO,X,X,X,X,X
JSIZTOL,X,X,X,X,X
JSIZLTO,X,X,X,X,X
JSIZLOT,X,X,X,X,X
JSIZOTL,X,X,X,X,X
JSIZOLT,X,X,X,X,X
JSIOTLZ,X,X,X,X,X
JSIOTZL,X,X,X,X,X
JSIOLTZ,X,X,X,X,X
JSIOLZT,X,X,X,X,X
JSIOZTL,X,X,X,X,X
JSIOZLT,X,X,X,X,X
JSLTIZO,X,O,X,X,X
JSLTIOZ,X,O,X,X,X
JSLTZIO,X,X,O,X,X
JSLTZOI,X,X,O,X,X
JSLTOIZ,X,X,X,X,X
JSLTOZI,X,X,O,X,X
JSLITZO,X,O,X,X,X
JSLITOZ,X,O,X,X,X
JSLIZTO,X,X,X,X,X
JSLIZOT,X,X,X,X,X
JSLIOTZ,X,X,X,X,X
JSLIOZT,X,X,X,X,X
JSLZTIO,X,X,O,X,X
JSLZTOI,X,X,O,X,X
JSLZITO,X,X,O,X,X
JSLZIOT,X,X,X,X,X
JSLZOTI,X,X,O,X,X
JSLZOIT,X,X,O,X,X
JSLOTIZ,X,X,X,X,X
JSLOTZI,X,X,O,X,X
JSLOITZ,X,X,X,X,X
JSLOIZT,X,X,X,X,X
JSLOZTI,X,X,O,X,X
JSLOZIT,X,X,O,X,X
JSZTILO,X,O,O,X,X
JSZTIOL,X,O,X,X,X
JSZTLIO,X,O,O,X,X
JSZTLOI,X,X,O,X,X
JSZTOIL,X,X,O,X,X
JSZTOLI,X,X,O,X,X
JSZITLO,X,O,O,X,X
JSZITOL,X,O,X,X,X
JSZILTO,X,X,O,X,X
JSZILOT,X,X,X,X,X
JSZIOTL,X,X,X,X,X
JSZIOLT,X,X,X,X,X
JSZLTIO,X,O,O,X,X
JSZLTOI,X,X,O,X,X
JSZLITO,X,O,O,X,X
JSZLIOT,X,X,X,X,X
JSZLOTI,X,X,O,X,X
JSZLOIT,X,X,O,X,X
JSZOTIL,X,X,O,X,X
JSZOTLI,X,X,O,X,X
JSZOITL,X,X,O,X,X
JSZOILT,X,X,O,X,X
JSZOLTI,X,X,O,X,X
JSZOLIT,X,X,O,X,X
JSOTILZ,X,O,X,X,X
JSOTIZL,X,X,X,X,X
JSOTLIZ,X,O,X,X,X
JSOTLZI,X,X,O,X,X
JSOTZIL,X,X,O,X,X
JSOTZLI,X,X,O,X,X
JSOITLZ,X,O,X,X,X
JSOITZL,X,X,X,X,X
JSOILTZ,X,X,X,X,X
JSOILZT,X,X,X,X,X
JSOIZTL,X,X,X,X,X
JSOIZLT,X,X,X,X,X
JSOLTIZ,X,O,X,X,X
JSOLTZI,X,X,O,X,X
JSOLITZ,X,O,X,X,X
JSOLIZT,X,X,X,X,X
JSOLZTI,X,X,O,X,X
JSOLZIT,X,X,O,X,X
JSOZTIL,X,X,O,X,X
JSOZTLI,X,X,O,X,X
JSOZITL,X,X,O,X,X
JSOZILT,X,X,O,X,X
JSOZLTI,X,X,O,X,X
JSOZLIT,X,X,O,X,X
JZTILSO,X,X,O,X,X
JZTILOS,X,X,O,X,X
JZTISLO,X,X,X,X,X
JZTISOL,X,X,X,X,X
JZTIOLS,X,X,X,X,X
JZTIOSL,X,X,X,X,X
JZTLISO,X,O,O,X,X
JZTLIOS,X,O,O,X,X
JZTLSIO,X,X,X,X,X
JZTLSOI,X,X,X,X,X
JZTLOIS,X,X,O,X,X
JZTLOSI,X,X,X,X,X
JZTSILO,X,X,X,X,X
JZTSIOL,X,X,X,X,X
JZTSLIO,X,X,X,X,X
JZTSLOI,X,X,X,X,X
JZTSOIL,X,X,X,X,X
JZTSOLI,X,X,X,X,X
JZTOILS,X,X,O,X,X
JZTOISL,X,X,X,X,X
JZTOLIS,X,X,O,X,X
JZTOLSI,X,X,X,X,X
JZTOSIL,X,X,X,X,X
JZTOSLI,X,X,X,X,X
JZITLSO,X,X,O,X,X
JZITLOS,X,X,O,X,X
JZITSLO,X,X,X,X,X
JZITSOL,X,X,X,X,X
JZITOLS,X,X,X,X,X
JZITOSL,X,X,X,X,X
JZILTSO,X,X,O,X,X
JZILTOS,X,X,O,X,X
JZILSTO,X,X,O,X,X
JZILSOT,X,X,X,X,X
JZILOTS,X,X,X,X,X
JZILOST,X,X,X,X,X
JZISTLO,X,X,O,X,X
JZISTOL,X,X,X,X,X
JZISLTO,X,X,O,X,X
JZISLOT,X,X,X,X,X
JZISOTL,X,X,X,X,X
JZISOLT,X,X,X,X,X
JZIOTLS,X,X,X,X,X
JZIOTSL,X,X,X,X,X
JZIOLTS,X,X,X,X,X
JZIOLST,X,X,X,X,X
JZIOSTL,X,X,X,X,X
JZIOSLT,X,X,X,X,X
JZLTISO,X,O,O,X,X
JZLTIOS,X,O,O,X,X
JZLTSIO,X,X,X,X,X
JZLTSOI,X,X,X,X,X
JZLTOIS,X,X,O,X,X
JZLTOSI,X,X,X,X,X
JZLITSO,X,O,O,X,X
JZLITOS,X,O,O,X,X
JZLISTO,X,O,O,X,X
JZLISOT,X,X,X,X,X
JZLIOTS,X,X,X,X,X
JZLIOST,X,X,X,X,X
JZLSTIO,X,O,O,X,X
JZLSTOI,X,X,O,X,X
JZLSITO,X,O,O,X,X
JZLSIOT,X,X,X,X,X
JZLSOTI,X,X,O,X,X
JZLSOIT,X,X,O,X,X
JZLOTIS,X,X,O,X,X
JZLOTSI,X,X,X,X,X
JZLOITS,X,X,O,X,X
JZLOIST,X,X,O,X,X
JZLOSTI,X,X,O,X,X
JZLOSIT,X,X,O,X,X
JZSTILO,X,O,O,X,X
JZSTIOL,X,O,X,X,X
JZSTLIO,X,O,O,X,X
JZSTLOI,X,X,O,X,X
JZSTOIL,X,X,O,X,X
JZSTOLI,X,X,O,X,X
JZSITLO,X,O,O,X,X
JZSITOL,X,O,X,X,X
JZSILTO,X,X,O,X,X
JZSILOT,X,X,X,X,X
JZSIOTL,X,X,X,X,X
JZSIOLT,X,X,X,X,X
JZSLTIO,X,O,O,X,X
JZSLTOI,X,X,O,X,X
JZSLITO,X,O,O,X,X
JZSLIOT,X,X,X,X,X
JZSLOTI,X,X,O,X,X
JZSLOIT,X,X,O,X,X
JZSOTIL,X,X,O,X,X
JZSOTLI,X,X,O,X,X
JZSOITL,X,X,O,X,X
JZSOILT,X,X,O,X,X
JZSOLTI,X,X,O,X,X
JZSOLIT,X,X,O,X,X
JZOTILS,X,X,O,X,X
JZOTISL,X,X,X,X,X
JZOTLIS,X,X,O,X,X
JZOTLSI,X,X,X,X,X
JZOTSIL,X,X,X,X,X
JZOTSLI,X,X,X,X,X
JZOITLS,X,X,O,X,X
JZOITSL,X,X,X,X,X
JZOILTS,X,X,O,X,X
JZOILST,X,X,O,X,X
JZOISTL,X,X,O,X,X
JZOISLT,X,X,O,X,X
JZOLTIS,X,X,O,X,X
JZOLTSI,X,X,X,X,X
JZOLITS,X,X,O,X,X
JZOLIST,X,X,O,X,X
JZOLSTI,X,X,O,X,X
JZOLSIT,X,X,O,X,X
JZOSTIL,X,X,O,X,X
JZOSTLI,X,X,O,X,X
JZOSITL,X,X,O,X,X
JZOSILT,X,X,O,X,X
JZOSLTI,X,X,O,X,X
JZOSLIT,X,X,O,X,X
JOTILSZ,X,X,X,X,X
JOTILZS,X,X,X,X,X
JOTISLZ,X,X,X,X,X
JOTISZL,X,X,X,X,X
JOTIZLS,X,X,X,X,X
JOTIZSL,X,X,X,X,X
JOTLISZ,X,O,X,X,X
JOTLIZS,X,X,X,X,X
JOTLSIZ,X,X,X,X,X
JOTLSZI,X,X,X,X,X
JOTLZIS,X,X,O,X,X
JOTLZSI,X,X,X,X,X
JOTSILZ,X,X,X,X,X
JOTSIZL,X,X,X,X,X
JOTSLIZ,X,X,X,X,X
JOTSLZI,X,X,X,X,X
JOTSZIL,X,X,X,X,X
JOTSZLI,X,X,X,X,X
JOTZILS,X,X,O,X,X
JOTZISL,X,X,X,X,X
JOTZLIS,X,X,O,X,X
JOTZLSI,X,X,X,X,X
JOTZSIL,X,X,X,X,X
JOTZSLI,X,X,X,X,X
JOITLSZ,X,X,X,X,X
JOITLZS,X,X,X,X,X
JOITSLZ,X,X,X,X,X
JOITSZL,X,X,X,X,X
JOITZLS,X,X,X,X,X
JOITZSL,X,X,X,X,X
JOILTSZ,X,X,X,X,X
JOILTZS,X,X,X,X,X
JOILSTZ,X,X,X,X,X
JOILSZT,X,X,X,X,X
JOILZTS,X,X,X,X,X
JOILZST,X,X,X,X,X
JOISTLZ,X,X,X,X,X
JOISTZL,X,X,X,X,X
JOISLTZ,X,X,X,X,X
JOISLZT,X,X,X,X,X
JOISZTL,X,X,X,X,X
JOISZLT,X,X,X,X,X
JOIZTLS,X,X,X,X,X
JOIZTSL,X,X,X,X,X
JOIZLTS,X,X,X,X,X
JOIZLST,X,X,X,X,X
JOIZSTL,X,X,X,X,X
JOIZSLT,X,X,X,X,X
JOLTISZ,X,O,X,X,X
JOLTIZS,X,X,X,X,X
JOLTSIZ,X,X,X,X,X
JOLTSZI,X,X,X,X,X
JOLTZIS,X,X,O,X,X
JOLTZSI,X,X,X,X,X
JOLITSZ,X,O,X,X,X
JOLITZS,X,X,X,X,X
JOLISTZ,X,O,X,X,X
JOLISZT,X,X,X,X,X
JOLIZTS,X,X,X,X,X
JOLIZST,X,X,X,X,X
JOLSTIZ,X,O,X,X,X
JOLSTZI,X,X,O,X,X
JOLSITZ,X,O,X,X,X
JOLSIZT,X,X,X,X,X
JOLSZTI,X,X,O,X,X
JOLSZIT,X,X,O,X,X
JOLZTIS,X,X,O,X,X
JOLZTSI,X,X,X,X,X
JOLZITS,X,X,O,X,X
JOLZIST,X,X,O,X,X
JOLZSTI,X,X,O,X,X
JOLZSIT,X,X,O,X,X
JOSTILZ,X,O,X,X,X
JOSTIZL,X,X,X,X,X
JOSTLIZ,X,O,X,X,X
JOSTLZI,X,X,O,X,X
JOSTZIL,X,X,O,X,X
JOSTZLI,X,X,O,X,X
JOSITLZ,X,O,X,X,X
JOSITZL,X,X,X,X,X
JOSILTZ,X,X,X,X,X
JOSILZT,X,X,X,X,X
JOSIZTL,X,X,X,X,X
JOSIZLT,X,X,X,X,X
JOSLTIZ,X,O,X,X,X
JOSLTZI,X,X,O,X,X
JOSLITZ,X,O,X,X,X
JOSLIZT,X,X,X,X,X
JOSLZTI,X,X,O,X,X
JOSLZIT,X,X,O,X,X
JOSZTIL,X,X,O,X,X
JOSZTLI,X,X,O,X,X
JOSZITL,X,X,O,X,X
JOSZILT,X,X,O,X,X
JOSZLTI,X,X,O,X,X
JOSZLIT,X,X,O,X,X
JOZTILS,X,X,O,X,X
JOZTISL,X,X,X,X,X
JOZTLIS,X,X,O,X,X
JOZTLSI,X,X,X,X,X
JOZTSIL,X,X,X,X,X
JOZTSLI,X,X,X,X,X
JOZITLS,X,X,O,X,X
JOZITSL,X,X,X,X,X
JOZILTS,X,X,O,X,X
JOZILST,X,X,O,X,X
JOZISTL,X,X,O,X,X
JOZISLT,X,X,O,X,X
JOZLTIS,X,X,O,X,X
JOZLTSI,X,X,X,X,X
JOZLITS,X,X,O,X,X
JOZLIST,X,X,O,X,X
JOZLSTI,X,X,O,X,X
JOZLSIT,X,X,O,X,X
JOZSTIL,X,X,O,X,X
JOZSTLI,X,X,O,X,X
JOZSITL,X,X,O,X,X
JOZSILT,X,X,O,X,X
JOZSLTI,X,X,O,X,X
JOZSLIT,X,X,O,X,X
STILJZO,X,O,X,X,X
STILJOZ,O,O,X,X,X
STILZJO,X,O,X,O,X
STILZOJ,X,O,X,O,X
STILOJZ,X,O,X,X,X
STILOZJ,X,X,X,O,X
STIJLZO,X,O,X,X,X
STIJLOZ,O,O,X,O,X
STIJZLO,X,O,X,X,X
STIJZOL,X,O,X,X,X
STIJOLZ,X,O,X,O,X
STIJOZL,X,X,X,X,X
STIZLJO,O,O,X,X,X
STIZLOJ,X,O,X,X,X
STIZJLO,O,O,X,X,X
STIZJOL,X,O,X,X,X
STIZOLJ,X,X,X,X,X
STIZOJL,X,O,X,X,X
STIOLJZ,X,X,X,X,X
STIOLZJ,X,X,X,O,X
STIOJLZ,X,O,X,O,X
STIOJZL,X,X,X,X,X
STIOZLJ,X,X,X,X,X
STIOZJL,X,X,X,X,X
STLIJZO,X,O,X,X,X
STLIJOZ,O,O,X,X,X
STLIZJO,X,O,X,O,X
STLIZOJ,X,O,X,O,X
STLIOJZ,X,O,X,X,X
STLIOZJ,X,X,X,O,X
STLJIZO,X,O,X,X,X
STLJIOZ,O,O,X,X,X
STLJZIO,X,X,O,X,X
STLJZOI,X,X,O,X,X
STLJOIZ,O,X,X,X,X
STLJOZI,X,X,O,X,X
STLZIJO,X,O,O,X,X
STLZIOJ,X,O,X,X,X
STLZJIO,X,O,O,X,X
STLZJOI,X,X,O,X,X
STLZOIJ,X,O,X,X,X
STLZOJI,X,O,X,X,X
STLOIJZ,O,O,X,X,X
STLOIZJ,X,X,X,O,X
STLOJIZ,O,O,X,X,X
STLOJZI,X,X,O,X,X
STLOZIJ,X,X,X,X,X
STLOZJI,X,X,X,X,X
STJILZO,X,O,X,X,X
STJILOZ,O,O,X,X,X
STJIZLO,X,O,X,X,X
STJIZOL,X,O,X,X,X
STJIOLZ,X,O,X,X,X
STJIOZL,X,X,X,X,X
STJLIZO,X,O,X,X,X
STJLIOZ,O,O,X,X,X
STJLZIO,X,X,O,X,X
STJLZOI,X,X,O,X,X
STJLOIZ,O,X,X,X,X
STJLOZI,X,X,O,X,X
STJZILO,X,O,O,X,X
STJZIOL,X,O,X,X,X
STJZLIO,X,O,O,X,X
STJZLOI,X,X,O,X,X
STJZOIL,X,X,O,X,X
STJZOLI,X,X,O,X,X
STJOILZ,O,O,X,X,X
STJOIZL,X,X,X,X,X
STJOLIZ,O,O,X,X,X
STJOLZI,X,X,O,X,X
STJOZIL,X,X,O,X,X
STJOZLI,X,X,O,X,X
STZILJO,O,O,O,X,X
STZILOJ,X,O,X,X,X
STZIJLO,O,O,O,X,X
STZIJOL,X,O,X,X,X
STZIOLJ,X,X,X,X,X
STZIOJL,X,O,X,X,X
STZLIJO,O,O,O,X,X
STZLIOJ,X,O,X,X,X
STZLJIO,O,O,O,X,X
STZLJOI,O,X,O,X,X
STZLOIJ,O,O,X,X,X
STZLOJI,O,O,X,X,X
STZJILO,O,O,O,X,X
STZJIOL,X,O,X,X,X
STZJLIO,O,O,O,X,X
STZJLOI,O,X,O,X,X
STZJOIL,O,X,O,X,X
STZJOLI,O,X,O,X,X
STZOILJ,O,X,X,X,X
STZOIJL,O,O,X,X,X
STZOLIJ,O,O,X,X,X
STZOLJI,O,O,X,X,X
STZOJIL,O,O,X,X,X
STZOJLI,O,O,X,X,X
STOILJZ,O,X,X,X,X
STOILZJ,X,X,X,O,X
STOIJLZ,O,O,X,O,X
STOIJZL,X,X,X,X,X
STOIZLJ,O,X,X,X,X
STOIZJL,O,X,X,X,X
STOLIJZ,O,O,X,X,X
STOLIZJ,X,X,X,O,X
STOLJIZ,O,O,X,X,X
STOLJZI,X,X,O,X,X
STOLZIJ,X,X,X,X,X
STOLZJI,X,X,X,X,X
STOJILZ,O,O,X,X,X
STOJIZL,X,X,X,X,X
STOJLIZ,O,O,X,X,X
STOJLZI,X,X,O,X,X
STOJZIL,X,X,O,X,X
STOJZLI,X,X,O,X,X
STOZILJ,O,X,X,X,X
STOZIJL,O,X,X,X,X
STOZLIJ,O,X,X,X,X
STOZLJI,O,X,X,X,X
STOZJIL,O,X,X,X,X
STOZJLI,O,X,X,X,X
SITLJZO,X,O,X,X,X
SITLJOZ,O,O,X,X,X
SITLZJO,X,O,X,O,X
SITLZOJ,X,O,X,O,X
SITLOJZ,X,O,X,X,X
SITLOZJ,X,X,X,O,X
SITJLZO,X,O,X,X,X
SITJLOZ,O,O,X,O,X
SITJZLO,X,O,X,X,X
SITJZOL,X,O,X,X,X
SITJOLZ,X,O,X,O,X
SITJOZL,X,X,X,X,X
SITZLJO,O,O,X,X,X
SITZLOJ,X,O,X,X,X
SITZJLO,O,O,X,X,X
SITZJOL,X,O,X,X,X
SITZOLJ,X,X,X,X,X
SITZOJL,X,O,X,X,X
SITOLJZ,X,X,X,X,X
SITOLZJ,X,X,X,O,X
SITOJLZ,X,O,X,O,X
SITOJZL,X,X,X,X,X
SITOZLJ,X,X,X,X,X
SITOZJL,X,X,X,X,X
SILTJZO,X,O,X,X,X
SILTJOZ,O,O,X,X,X
SILTZJO,X,O,X,O,X
SILTZOJ,X,O,X,O,X
SILTOJZ,X,O,X,X,X
SILTOZJ,X,X,X,O,X
SILJTZO,X,O,X,X,X
SILJTOZ,X,O,X,X,X
SILJZTO,X,X,X,X,X
SILJZOT,X,X,X,X,X
SILJOTZ,X,X,X,X,X
SILJOZT,X,X,X,X,X
SILZTJO,X,O,X,O,X
SILZTOJ,X,O,X,O,X
