sequence,v115@NhA8IeC8AeC8AeE8Ke0/IvhFlgB3hBziB5oB2pBCrB,v115@NhA8IeC8AeC8AeE8Kei/IvhF3gBumBziB5oB1pB8qB,v115@NhA8IeC8AeC8AeE8KeKEJvhFflBlgBumBziB5oB8qB
STZIOLJ,X,O,X
STZIOJL,O,O,X
STZLIJO,X,O,X
STZLIOJ,X,O,X
STZLJIO,X,O,X
STZLJOI,X,O,X
STZLOIJ,X,O,X
STZLOJI,X,O,X
STZJILO,O,O,X
STZJIOL,O,O,X
STZJLIO,O,O,X
STZJLOI,O,O,X
STZJOIL,O,O,X
STZJOLI,O,O,X
STZOILJ,X,O,X
STZOIJL,O,O,X
STZOLIJ,X,O,X
STZOLJI,X,O,X
STZOJIL,O,O,X
STZOJLI,O,O,X
STOILJZ,O,O,X
STOILZJ,O,O,X
STOIJLZ,O,O,X
STOIJZL,O,O,X
STOIZLJ,X,O,X
STOIZJL,O,O,X
STOLIJZ,O,O,X
STOLIZJ,O,O,X
STOLJIZ,O,O,X
STOLJZI,O,O,X
STOLZIJ,O,O,X
STOLZJI,O,O,X
STOJILZ,O,O,X
STOJIZL,O,O,X
STOJLIZ,O,O,X
STOJLZI,O,O,X
STOJZIL,O,O,X
STOJZLI,O,O,X
STOZILJ,X,O,X
STOZIJL,O,O,X
STOZLIJ,X,O,X
STOZLJI,X,O,X
STOZJIL,O,O,X
STOZJLI,O,O,X
SITLJZO,O,O,X
SITLJOZ,O,O,X
SITLZJO,O,O,X
SITLZOJ,O,O,X
SITLOJZ,O,O,X
SITLOZJ,O,O,X
SITJLZO,O,O,X
SITJLOZ,O,O,X
SITJZLO,O,O,X
SITJZOL,O,O,X
SITJOLZ,O,O,X
SITJOZL,O,O,X
SITZLJO,X,O,X
SITZLOJ,X,O,X
SITZJLO,O,O,X
SITZJOL,O,O,X
SITZOLJ,X,O,X
SITZOJL,O,O,X
SITOLJZ,O,O,X
SITOLZJ,O,O,X
SITOJLZ,O,O,X
SITOJZL,O,O,X
SITOZLJ,X,O,X
SITOZJL,O,O,X
SILTJZO,O,X,O
SILTJOZ,O,X,O
SILTZJO,O,X,O
SILTZOJ,O,X,O
SILTOJZ,O,X,O
SILTOZJ,O,X,O
SILJTZO,O,X,O
SILJTOZ,O,X,O
SILJZTO,O,X,O
SILJZOT,O,X,O
SILJOTZ,O,X,O
SILJOZT,O,X,O
SILZTJO,O,X,O
SILZTOJ,O,X,O
SILZJTO,O,X,O
SILZJOT,O,X,O
SILZOTJ,O,X,O
SILZOJT,O,X,O
SILOTJZ,O,X,O
SILOTZJ,O,X,O
SILOJTZ,O,X,O
SILOJZT,O,X,O
SILOZTJ,O,X,O
SILOZJT,O,X,O
SIJTLZO,O,O,X
SIJTLOZ,O,O,X
SIJTZLO,O,O,X
SIJTZOL,O,O,X
SIJTOLZ,O,O,X
SIJTOZL,O,O,X
SIJLTZO,O,X,O
SIJLTOZ,O,X,O
SIJLZTO,O,X,O
SIJLZOT,O,X,O
SIJLOTZ,O,X,O
SIJLOZT,O,X,O
SIJZTLO,O,O,X
SIJZTOL,O,O,X
SIJZLTO,O,O,O
SIJZLOT,O,O,O
SIJZOTL,O,O,X
SIJZOLT,O,O,O
SIJOTLZ,O,O,X
SIJOTZL,O,O,X
SIJOLTZ,O,X,O
SIJOLZT,O,X,O
SIJOZTL,O,O,X
SIJOZLT,O,O,O
SIZTLJO,X,O,X
SIZTLOJ,X,O,X
SIZTJLO,O,O,X
SIZTJOL,O,O,X
SIZTOLJ,X,O,X
SIZTOJL,O,O,X
SIZLTJO,O,O,O
SIZLTOJ,O,O,O
SIZLJTO,O,O,O
SIZLJOT,O,O,O
SIZLOTJ,O,O,O
SIZLOJT,O,O,O
SIZJTLO,O,O,X
SIZJTOL,O,O,X
SIZJLTO,O,O,O
SIZJLOT,O,O,O
SIZJOTL,O,O,X
SIZJOLT,O,O,O
SIZOTLJ,X,O,X
SIZOTJL,O,O,X
SIZOLTJ,O,O,O
SIZOLJT,O,O,O
SIZOJTL,O,O,X
SIZOJLT,O,O,O
SIOTLJZ,O,O,X
SIOTLZJ,O,O,X
SIOTJLZ,O,O,X
SIOTJZL,O,O,X
SIOTZLJ,X,O,X
SIOTZJL,O,O,X
SIOLTJZ,O,X,O
SIOLTZJ,O,X,O
SIOLJTZ,O,X,O
SIOLJZT,O,X,O
SIOLZTJ,O,X,O
SIOLZJT,O,X,O
SIOJTLZ,O,O,X
SIOJTZL,O,O,X
SIOJLTZ,O,X,O
SIOJLZT,O,X,O
SIOJZTL,O,O,X
SIOJZLT,O,O,O
SIOZTLJ,X,O,X
SIOZTJL,O,O,X
SIOZLTJ,O,O,O
SIOZLJT,O,O,O
SIOZJTL,O,O,X
SIOZJLT,O,O,O
SLTIJZO,O,X,O
SLTIJOZ,O,X,O
SLTIZJO,O,X,O
SLTIZOJ,O,X,O
SLTIOJZ,O,X,O
SLTIOZJ,O,X,O
SLTJIZO,O,X,O
SLTJIOZ,O,X,O
SLTJZIO,O,X,O
SLTJZOI,O,X,O
SLTJOIZ,O,X,O
SLTJOZI,O,X,O
SLTZIJO,O,X,O
SLTZIOJ,O,X,O
SLTZJIO,O,X,O
SLTZJOI,O,X,O
SLTZOIJ,O,X,O
SLTZOJI,O,X,O
SLTOIJZ,O,X,O
SLTOIZJ,O,X,O
SLTOJIZ,O,X,O
SLTOJZI,O,X,O
SLTOZIJ,O,X,O
SLTOZJI,O,X,O
SLITJZO,O,X,O
SLITJOZ,O,X,O
SLITZJO,O,X,O
SLITZOJ,O,X,O
SLITOJZ,O,X,O
SLITOZJ,O,X,O
SLIJTZO,O,X,O
SLIJTOZ,O,X,O
SLIJZTO,O,X,O
SLIJZOT,O,X,O
SLIJOTZ,O,X,O
SLIJOZT,O,X,O
SLIZTJO,O,X,O
SLIZTOJ,O,X,O
SLIZJTO,O,X,O
SLIZJOT,O,X,O
SLIZOTJ,O,X,O
SLIZOJT,O,X,O
SLIOTJZ,O,X,O
SLIOTZJ,O,X,O
SLIOJTZ,O,X,O
SLIOJZT,O,X,O
SLIOZTJ,O,X,O
SLIOZJT,O,X,O
SLJTIZO,O,X,O
SLJTIOZ,O,X,O
SLJTZIO,O,X,O
SLJTZOI,O,X,O
SLJTOIZ,O,X,O
SLJTOZI,O,X,O
SLJITZO,O,X,O
SLJITOZ,O,X,O
SLJIZTO,O,X,O
SLJIZOT,O,X,O
SLJIOTZ,O,X,O
SLJIOZT,O,X,O
SLJZTIO,O,X,O
SLJZTOI,O,X,O
SLJZITO,O,X,O
SLJZIOT,O,X,O
SLJZOTI,O,X,O
SLJZOIT,O,X,O
SLJOTIZ,O,X,O
SLJOTZI,O,X,O
SLJOITZ,O,X,O
SLJOIZT,O,X,O
SLJOZTI,O,X,O
SLJOZIT,O,X,O
SLZTIJO,O,X,O
SLZTIOJ,O,X,O
SLZTJIO,O,X,O
SLZTJOI,O,X,O
SLZTOIJ,O,X,O
SLZTOJI,O,X,O
SLZITJO,O,X,O
SLZITOJ,O,X,O
SLZIJTO,O,X,O
SLZIJOT,O,X,O
SLZIOTJ,O,X,O
SLZIOJT,O,X,O
SLZJTIO,O,X,O
SLZJTOI,O,X,O
SLZJITO,O,X,O
SLZJIOT,O,X,O
SLZJOTI,O,X,O
SLZJOIT,O,X,O
SLZOTIJ,O,X,O
SLZOTJI,O,X,O
SLZOITJ,O,X,O
SLZOIJT,O,X,O
SLZOJTI,O,X,O
SLZOJIT,O,X,O
SLOTIJZ,O,X,O
SLOTIZJ,O,X,O
SLOTJIZ,O,X,O
SLOTJZI,O,X,O
SLOTZIJ,O,X,O
SLOTZJI,O,X,O
SLOITJZ,O,X,O
SLOITZJ,O,X,O
SLOIJTZ,O,X,O
SLOIJZT,O,X,O
SLOIZTJ,O,X,O
SLOIZJT,O,X,O
SLOJTIZ,O,X,O
SLOJTZI,O,X,O
SLOJITZ,O,X,O
SLOJIZT,O,X,O
SLOJZTI,O,X,O
SLOJZIT,O,X,O
SLOZTIJ,O,X,O
SLOZTJI,O,X,O
SLOZITJ,O,X,O
SLOZIJT,O,X,O
SLOZJTI,O,X,O
SLOZJIT,O,X,O
SJTILZO,O,O,X
SJTILOZ,O,O,X
SJTIZLO,O,O,X
SJTIZOL,O,O,X
SJTIOLZ,O,O,X
SJTIOZL,O,O,X
SJTLIZO,O,O,X
SJTLIOZ,O,O,X
SJTLZIO,O,O,X
SJTLZOI,O,O,X
SJTLOIZ,O,O,X
SJTLOZI,O,O,X
SJTZILO,O,O,X
SJTZIOL,O,O,X
SJTZLIO,O,O,X
SJTZLOI,O,O,X
SJTZOIL,O,O,X
SJTZOLI,O,O,X
SJTOILZ,O,O,X
SJTOIZL,O,O,X
SJTOLIZ,O,O,X
SJTOLZI,O,O,X
SJTOZIL,O,O,X
SJTOZLI,O,O,X
SJITLZO,O,O,X
SJITLOZ,O,O,X
SJITZLO,O,O,X
SJITZOL,O,O,X
SJITOLZ,O,O,X
SJITOZL,O,O,X
SJILTZO,O,X,O
SJILTOZ,O,X,O
SJILZTO,O,X,O
SJILZOT,O,X,O
SJILOTZ,O,X,O
SJILOZT,O,X,O
SJIZTLO,O,O,X
SJIZTOL,O,O,X
SJIZLTO,O,O,O
SJIZLOT,O,O,O
SJIZOTL,O,O,X
SJIZOLT,O,O,O
SJIOTLZ,O,O,X
SJIOTZL,O,O,X
SJIOLTZ,O,X,O
SJIOLZT,O,X,O
SJIOZTL,O,O,X
SJIOZLT,O,O,O
SJLTIZO,O,X,O
SJLTIOZ,O,X,O
SJLTZIO,O,X,O
SJLTZOI,O,X,O
SJLTOIZ,O,X,O
SJLTOZI,O,X,O
SJLITZO,O,X,O
SJLITOZ,O,X,O
SJLIZTO,O,X,O
SJLIZOT,O,X,O
SJLIOTZ,O,X,O
SJLIOZT,O,X,O
SJLZTIO,O,X,O
SJLZTOI,O,X,O
SJLZITO,O,X,O
SJLZIOT,O,X,O
SJLZOTI,O,X,O
SJLZOIT,O,X,O
SJLOTIZ,O,X,O
SJLOTZI,O,X,O
SJLOITZ,O,X,O
SJLOIZT,O,X,O
SJLOZTI,O,X,O
SJLOZIT,O,X,O
SJZTILO,O,O,X
SJZTIOL,O,O,X
SJZTLIO,O,O,X
SJZTLOI,O,O,X
SJZTOIL,O,O,X
SJZTOLI,O,O,X
SJZITLO,O,O,X
SJZITOL,O,O,X
SJZILTO,O,O,O
SJZILOT,O,O,O
SJZIOTL,O,O,X
SJZIOLT,O,O,O
SJZLTIO,O,O,O
SJZLTOI,O,O,O
SJZLITO,O,O,O
SJZLIOT,O,O,O
SJZLOTI,O,O,O
SJZLOIT,O,O,O
SJZOTIL,O,O,X
SJZOTLI,O,O,X
SJZOITL,O,O,X
SJZOILT,O,O,O
SJZOLTI,O,O,O
SJZOLIT,O,O,O
SJOTILZ,O,O,X
SJOTIZL,O,O,X
SJOTLIZ,O,O,X
SJOTLZI,O,O,X
SJOTZIL,O,O,X
SJOTZLI,O,O,X
SJOITLZ,O,O,X
SJOITZL,O,O,X
SJOILTZ,O,X,O
SJOILZT,O,X,O
SJOIZTL,O,O,X
SJOIZLT,O,O,O
SJOLTIZ,O,X,O
SJOLTZI,O,X,O
SJOLITZ,O,X,O
SJOLIZT,O,X,O
SJOLZTI,O,X,O
SJOLZIT,O,X,O
SJOZTIL,O,O,X
SJOZTLI,O,O,X
SJOZITL,O,O,X
SJOZILT,O,O,O
SJOZLTI,O,O,O
SJOZLIT,O,O,O
SZTILJO,X,O,X
SZTILOJ,X,O,X
SZTIJLO,O,O,X
SZTIJOL,O,O,X
SZTIOLJ,X,O,X
SZTIOJL,O,O,X
SZTLIJO,X,O,X
SZTLIOJ,X,O,X
SZTLJIO,X,O,X
SZTLJOI,X,O,X
SZTLOIJ,X,O,X
SZTLOJI,X,O,X
SZTJILO,O,O,X
SZTJIOL,O,O,X
SZTJLIO,O,O,X
SZTJLOI,O,O,X
SZTJOIL,O,O,X
SZTJOLI,O,O,X
SZTOILJ,X,O,X
SZTOIJL,O,O,X
SZTOLIJ,X,O,X
SZTOLJI,X,O,X
SZTOJIL,O,O,X
SZTOJLI,O,O,X
SZITLJO,X,O,X
SZITLOJ,X,O,X
SZITJLO,O,O,X
SZITJOL,O,O,X
SZITOLJ,X,O,X
SZITOJL,O,O,X
SZILTJO,O,O,O
SZILTOJ,O,O,O
SZILJTO,O,O,O
SZILJOT,O,O,O
SZILOTJ,O,O,O
SZILOJT,O,O,O
SZIJTLO,O,O,X
SZIJTOL,O,O,X
SZIJLTO,O,O,O
SZIJLOT,O,O,O
SZIJOTL,O,O,X
SZIJOLT,O,O,O
SZIOTLJ,X,O,X
SZIOTJL,O,O,X
SZIOLTJ,O,O,O
SZIOLJT,O,O,O
SZIOJTL,O,O,X
SZIOJLT,O,O,O
SZLTIJO,O,O,O
SZLTIOJ,O,O,O
SZLTJIO,O,O,O
SZLTJOI,O,O,O
SZLTOIJ,O,O,O
SZLTOJI,O,O,O
SZLITJO,O,O,O
SZLITOJ,O,O,O
SZLIJTO,O,O,O
SZLIJOT,O,O,O
SZLIOTJ,O,O,O
SZLIOJT,O,O,O
SZLJTIO,O,O,O
SZLJTOI,O,O,O
SZLJITO,O,O,O
SZLJIOT,O,O,O
SZLJOTI,O,O,O
SZLJOIT,O,O,O
SZLOTIJ,O,O,O
SZLOTJI,O,O,O
SZLOITJ,O,O,O
SZLOIJT,O,O,O
SZLOJTI,O,O,O
SZLOJIT,O,O,O
SZJTILO,O,O,X
SZJTIOL,O,O,X
SZJTLIO,O,O,X
SZJTLOI,O,O,X
SZJTOIL,O,O,X
SZJTOLI,O,O,X
SZJITLO,O,O,X
SZJITOL,O,O,X
SZJILTO,O,O,O
SZJILOT,O,O,O
SZJIOTL,O,O,X
SZJIOLT,O,O,O
SZJLTIO,O,O,O
SZJLTOI,O,O,O
SZJLITO,O,O,O
SZJLIOT,O,O,O
SZJLOTI,O,O,O
SZJLOIT,O,O,O
SZJOTIL,O,O,X
SZJOTLI,O,O,X
SZJOITL,O,O,X
SZJOILT,O,O,O
SZJOLTI,O,O,O
SZJOLIT,O,O,O
SZOTILJ,X,O,X
SZOTIJL,O,O,X
SZOTLIJ,X,O,X
SZOTLJI,X,O,X
SZOTJIL,O,O,X
SZOTJLI,O,O,X
SZOITLJ,X,O,X
SZOITJL,O,O,X
SZOILTJ,O,O,O
SZOILJT,O,O,O
SZOIJTL,O,O,X
SZOIJLT,O,O,O
SZOLTIJ,O,O,O
SZOLTJI,O,O,O
SZOLITJ,O,O,O
SZOLIJT,O,O,O
SZOLJTI,O,O,O
SZOLJIT,O,O,O
SZOJTIL,O,O,X
SZOJTLI,O,O,X
SZOJITL,O,O,X
SZOJILT,O,O,O
SZOJLTI,O,O,O
SZOJLIT,O,O,O
SOTILJZ,O,O,X
SOTILZJ,O,O,X
SOTIJLZ,O,O,X
SOTIJZL,O,O,X
SOTIZLJ,X,O,X
SOTIZJL,O,O,X
SOTLIJZ,O,O,X
SOTLIZJ,O,O,X
SOTLJIZ,O,O,X
SOTLJZI,O,O,X
SOTLZIJ,O,O,X
SOTLZJI,O,O,X
SOTJILZ,O,O,X
SOTJIZL,O,O,X
SOTJLIZ,O,O,X
SOTJLZI,O,O,X
SOTJZIL,O,O,X
SOTJZLI,O,O,X
SOTZILJ,X,O,X
SOTZIJL,O,O,X
SOTZLIJ,X,O,X
SOTZLJI,X,O,X
SOTZJIL,O,O,X
SOTZJLI,O,O,X
SOITLJZ,O,O,X
SOITLZJ,O,O,X
SOITJLZ,O,O,X
SOITJZL,O,O,X
SOITZLJ,X,O,X
SOITZJL,O,O,X
SOILTJZ,O,X,O
SOILTZJ,O,X,O
SOILJTZ,O,X,O
SOILJZT,O,X,O
SOILZTJ,O,X,O
SOILZJT,O,X,O
SOIJTLZ,O,O,X
SOIJTZL,O,O,X
SOIJLTZ,O,X,O
SOIJLZT,O,X,O
SOIJZTL,O,O,X
SOIJZLT,O,O,O
SOIZTLJ,X,O,X
SOIZTJL,O,O,X
SOIZLTJ,O,O,O
SOIZLJT,O,O,O
SOIZJTL,O,O,X
SOIZJLT,O,O,O
SOLTIJZ,O,X,O
SOLTIZJ,O,X,O
SOLTJIZ,O,X,O
SOLTJZI,O,X,O
SOLTZIJ,O,X,O
SOLTZJI,O,X,O
SOLITJZ,O,X,O
SOLITZJ,O,X,O
SOLIJTZ,O,X,O
SOLIJZT,O,X,O
SOLIZTJ,O,X,O
SOLIZJT,O,X,O
SOLJTIZ,O,X,O
SOLJTZI,O,X,O
SOLJITZ,O,X,O
SOLJIZT,O,X,O
SOLJZTI,O,X,O
SOLJZIT,O,X,O
SOLZTIJ,O,X,O
SOLZTJI,O,X,O
SOLZITJ,O,X,O
SOLZIJT,O,X,O
SOLZJTI,O,X,O
SOLZJIT,O,X,O
SOJTILZ,O,O,X
SOJTIZL,O,O,X
SOJTLIZ,O,O,X
SOJTLZI,O,O,X
SOJTZIL,O,O,X
SOJTZLI,O,O,X
SOJITLZ,O,O,X
SOJITZL,O,O,X
SOJILTZ,O,X,O
SOJILZT,O,X,O
SOJIZTL,O,O,X
SOJIZLT,O,O,O
SOJLTIZ,O,X,O
SOJLTZI,O,X,O
SOJLITZ,O,X,O
SOJLIZT,O,X,O
SOJLZTI,O,X,O
SOJLZIT,O,X,O
SOJZTIL,O,O,X
SOJZTLI,O,O,X
SOJZITL,O,O,X
SOJZILT,O,O,O
SOJZLTI,O,O,O
SOJZLIT,O,O,O
SOZTILJ,X,O,X
SOZTIJL,O,O,X
SOZTLIJ,X,O,X
SOZTLJI,X,O,X
SOZTJIL,O,O,X
SOZTJLI,O,O,X
SOZITLJ,X,O,X
SOZITJL,O,O,X
SOZILTJ,O,O,O
SOZILJT,O,O,O
SOZIJTL,O,O,X
SOZIJLT,O,O,O
SOZLTIJ,O,O,O
SOZLTJI,O,O,O
SOZLITJ,O,O,O
SOZLIJT,O,O,O
SOZLJTI,O,O,O
SOZLJIT,O,O,O
SOZJTIL,O,O,X
SOZJTLI,O,O,X
SOZJITL,O,O,X
SOZJILT,O,O,O
SOZJLTI,O,O,O
SOZJLIT,O,O,O
ZTILJSO,X,O,O
ZTILJOS,X,O,O
ZTILSJO,X,O,O
ZTILSOJ,X,O,O
ZTILOJS,X,O,O
ZTILOSJ,X,O,O
ZTIJLSO,X,O,O
ZTIJLOS,X,O,O
ZTIJSLO,X,O,X
ZTIJSOL,X,O,X
ZTIJOLS,X,O,O
ZTIJOSL,X,O,X
ZTISLJO,X,O,X
ZTISLOJ,X,O,X
ZTISJLO,X,O,X
ZTISJOL,X,O,X
ZTISOLJ,X,O,X
ZTISOJL,X,O,X
ZTIOLJS,X,O,O
ZTIOLSJ,X,O,O
ZTIOJLS,X,O,O
ZTIOJSL,X,O,X
ZTIOSLJ,X,O,X
ZTIOSJL,X,O,X
ZTLIJSO,X,O,O
ZTLIJOS,X,O,O
ZTLISJO,X,O,O
ZTLISOJ,X,O,O
ZTLIOJS,X,O,O
ZTLIOSJ,X,O,O
ZTLJISO,X,O,O
ZTLJIOS,X,O,O
ZTLJSIO,X,O,O
ZTLJSOI,X,O,O
ZTLJOIS,X,O,O
ZTLJOSI,X,O,O
ZTLSIJO,X,O,O
ZTLSIOJ,X,O,O
ZTLSJIO,X,O,O
ZTLSJOI,X,O,O
ZTLSOIJ,X,O,O
ZTLSOJI,X,O,O
ZTLOIJS,X,O,O
ZTLOISJ,X,O,O
ZTLOJIS,X,O,O
ZTLOJSI,X,O,O
ZTLOSIJ,X,O,O
ZTLOSJI,X,O,O
ZTJILSO,X,O,O
ZTJILOS,X,O,O
ZTJISLO,X,O,X
ZTJISOL,X,O,X
ZTJIOLS,X,O,O
ZTJIOSL,X,O,X
ZTJLISO,X,O,O
ZTJLIOS,X,O,O
ZTJLSIO,X,O,O
ZTJLSOI,X,O,O
ZTJLOIS,X,O,O
ZTJLOSI,X,O,O
ZTJSILO,X,O,X
ZTJSIOL,X,O,X
ZTJSLIO,X,O,X
ZTJSLOI,X,O,X
ZTJSOIL,X,O,X
ZTJSOLI,X,O,X
ZTJOILS,X,O,O
ZTJOISL,X,O,X
ZTJOLIS,X,O,O
ZTJOLSI,X,O,O
ZTJOSIL,X,O,X
ZTJOSLI,X,O,X
ZTSILJO,X,O,X
ZTSILOJ,X,O,X
ZTSIJLO,X,O,X
ZTSIJOL,X,O,X
ZTSIOLJ,X,O,X
ZTSIOJL,X,O,X
ZTSLIJO,X,O,X
ZTSLIOJ,X,O,X
ZTSLJIO,X,O,X
ZTSLJOI,X,O,X
ZTSLOIJ,X,O,X
ZTSLOJI,X,O,X
ZTSJILO,X,O,X
ZTSJIOL,X,O,X
ZTSJLIO,X,O,X
ZTSJLOI,X,O,X
ZTSJOIL,X,O,X
ZTSJOLI,X,O,X
ZTSOILJ,X,O,X
ZTSOIJL,X,O,X
ZTSOLIJ,X,O,X
ZTSOLJI,X,O,X
ZTSOJIL,X,O,X
ZTSOJLI,X,O,X
ZTOILJS,X,O,O
ZTOILSJ,X,O,O
ZTOIJLS,X,O,O
ZTOIJSL,X,O,X
ZTOISLJ,X,O,X
ZTOISJL,X,O,X
ZTOLIJS,X,O,O
ZTOLISJ,X,O,O
ZTOLJIS,X,O,O
ZTOLJSI,X,O,O
ZTOLSIJ,X,O,O
ZTOLSJI,X,O,O
ZTOJILS,X,O,O
ZTOJISL,X,O,X
ZTOJLIS,X,O,O
ZTOJLSI,X,O,O
ZTOJSIL,X,O,X
ZTOJSLI,X,O,X
ZTOSILJ,X,O,X
ZTOSIJL,X,O,X
ZTOSLIJ,X,O,X
ZTOSLJI,X,O,X
ZTOSJIL,X,O,X
ZTOSJLI,X,O,X
ZITLJSO,X,O,O
ZITLJOS,X,O,O
ZITLSJO,X,O,O
ZITLSOJ,X,O,O
ZITLOJS,X,O,O
ZITLOSJ,X,O,O
ZITJLSO,X,O,O
ZITJLOS,X,O,O
ZITJSLO,X,O,X
ZITJSOL,X,O,X
ZITJOLS,X,O,O
ZITJOSL,X,O,X
ZITSLJO,X,O,X
ZITSLOJ,X,O,X
ZITSJLO,X,O,X
ZITSJOL,X,O,X
ZITSOLJ,X,O,X
ZITSOJL,X,O,X
ZITOLJS,X,O,O
ZITOLSJ,X,O,O
ZITOJLS,X,O,O
ZITOJSL,X,O,X
ZITOSLJ,X,O,X
ZITOSJL,X,O,X
ZILTJSO,O,O,O
ZILTJOS,O,O,O
ZILTSJO,O,O,O
ZILTSOJ,O,O,O
ZILTOJS,O,O,O
ZILTOSJ,O,O,O
ZILJTSO,O,O,O
ZILJTOS,O,O,O
ZILJSTO,O,O,O
ZILJSOT,O,O,O
ZILJOTS,O,O,O
ZILJOST,O,O,O
ZILSTJO,O,O,O
ZILSTOJ,O,O,O
ZILSJTO,O,O,O
ZILSJOT,O,O,O
ZILSOTJ,O,O,O
ZILSOJT,O,O,O
ZILOTJS,O,O,O
ZILOTSJ,O,O,O
ZILOJTS,O,O,O
ZILOJST,O,O,O
ZILOSTJ,O,O,O
ZILOSJT,O,O,O
ZIJTLSO,O,O,O
ZIJTLOS,O,O,O
ZIJTSLO,O,O,X
ZIJTSOL,O,O,X
ZIJTOLS,O,O,O
ZIJTOSL,O,O,X
ZIJLTSO,O,O,O
ZIJLTOS,O,O,O
ZIJLSTO,O,O,O
ZIJLSOT,O,O,O
ZIJLOTS,O,O,O
ZIJLOST,O,O,O
ZIJSTLO,O,O,X
ZIJSTOL,O,O,X
ZIJSLTO,O,O,O
ZIJSLOT,O,O,O
ZIJSOTL,O,O,X
ZIJSOLT,O,O,O
ZIJOTLS,O,O,O
ZIJOTSL,O,O,X
ZIJOLTS,O,O,O
ZIJOLST,O,O,O
ZIJOSTL,O,O,X
ZIJOSLT,O,O,O
ZISTLJO,X,O,X
ZISTLOJ,X,O,X
ZISTJLO,O,O,X
ZISTJOL,O,O,X
ZISTOLJ,X,O,X
ZISTOJL,O,O,X
ZISLTJO,O,O,O
ZISLTOJ,O,O,O
ZISLJTO,O,O,O
ZISLJOT,O,O,O
ZISLOTJ,O,O,O
ZISLOJT,O,O,O
ZISJTLO,O,O,X
ZISJTOL,O,O,X
ZISJLTO,O,O,O
ZISJLOT,O,O,O
ZISJOTL,O,O,X
ZISJOLT,O,O,O
ZISOTLJ,X,O,X
ZISOTJL,O,O,X
ZISOLTJ,O,O,O
ZISOLJT,O,O,O
ZISOJTL,O,O,X
ZISOJLT,O,O,O
ZIOTLJS,X,O,O
ZIOTLSJ,X,O,O
ZIOTJLS,X,O,O
ZIOTJSL,X,O,X
ZIOTSLJ,X,O,X
ZIOTSJL,X,O,X
ZIOLTJS,O,O,O
ZIOLTSJ,O,O,O
ZIOLJTS,O,O,O
ZIOLJST,O,O,O
ZIOLSTJ,O,O,O
ZIOLSJT,O,O,O
ZIOJTLS,O,O,O
ZIOJTSL,O,O,X
ZIOJLTS,O,O,O
ZIOJLST,O,O,O
ZIOJSTL,O,O,X
ZIOJSLT,O,O,O
ZIOSTLJ,X,O,X
ZIOSTJL,O,O,X
ZIOSLTJ,O,O,O
ZIOSLJT,O,O,O
ZIOSJTL,O,O,X
ZIOSJLT,O,O,O
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,O,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,O
ZLTIOSJ,O,O,O
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,O
ZLTSJOI,O,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,O,O,O
ZLTOISJ,O,O,O
ZLTOJIS,O,O,O
ZLTOJSI,O,O,O
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,O
ZLITJSO,O,O,O
ZLITJOS,O,O,O
ZLITSJO,O,O,O
ZLITSOJ,O,O,O
ZLITOJS,O,O,O
ZLITOSJ,O,O,O
ZLIJTSO,O,O,O
ZLIJTOS,O,O,O
ZLIJSTO,O,O,O
ZLIJSOT,O,O,O
ZLIJOTS,O,O,O
ZLIJOST,O,O,O
ZLISTJO,O,O,O
ZLISTOJ,O,O,O
ZLISJTO,O,O,O
ZLISJOT,O,O,O
ZLISOTJ,O,O,O
ZLISOJT,O,O,O
ZLIOTJS,O,O,O
ZLIOTSJ,O,O,O
ZLIOJTS,O,O,O
ZLIOJST,O,O,O
ZLIOSTJ,O,O,O
ZLIOSJT,O,O,O
ZLJTISO,O,O,O
ZLJTIOS,O,O,O
ZLJTSIO,O,O,O
ZLJTSOI,O,O,O
ZLJTOIS,O,O,O
ZLJTOSI,O,O,O
ZLJITSO,O,O,O
ZLJITOS,O,O,O
ZLJISTO,O,O,O
ZLJISOT,O,O,O
ZLJIOTS,O,O,O
ZLJIOST,O,O,O
ZLJSTIO,O,O,O
ZLJSTOI,O,O,O
ZLJSITO,O,O,O
ZLJSIOT,O,O,O
ZLJSOTI,O,O,O
ZLJSOIT,O,O,O
ZLJOTIS,O,O,O
ZLJOTSI,O,O,O
ZLJOITS,O,O,O
ZLJOIST,O,O,O
ZLJOSTI,O,O,O
ZLJOSIT,O,O,O
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,O,O,O
ZLSTJOI,O,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,O
ZLSITJO,O,O,O
ZLSITOJ,O,O,O
ZLSIJTO,O,O,O
ZLSIJOT,O,O,O
ZLSIOTJ,O,O,O
ZLSIOJT,O,O,O
ZLSJTIO,O,O,O
ZLSJTOI,O,O,O
ZLSJITO,O,O,O
ZLSJIOT,O,O,O
ZLSJOTI,O,O,O
