sequence,v115@QhC8BeA8CeD8AeB8CeB8JeT/IvhFZlBulBFiBXjB0m?BSxB,v115@QhC8BeA8CeD8AeB8CeB8JeT/IvhFigBxiBcqBlmB3n?BWxB,v115@QhC8BeA8CeD8AeB8CeB8Je2EJvhFRgBXjBcqBlmBTs?BCsB,v115@QhC8BeA8CeD8AeB8CeB8Je2EJvhFRgB3hBcqBlnBzr?BCtB,v115@QhC8BeA8CeD8AeB8CeB8Je2EJvhFRgBcqBlmB3nBzr?BCtB
SILZJTO,O,X,X,X,X
SILZJOT,O,X,X,X,X
SILZOTJ,O,X,X,X,X
SILZOJT,O,X,X,X,X
SILOTJZ,O,X,X,X,X
SILOTZJ,X,X,X,X,X
SILOJTZ,O,X,X,X,X
SILOJZT,O,X,X,X,X
SILOZTJ,O,X,X,X,X
SILOZJT,O,X,X,X,X
SIJTLZO,X,X,X,X,X
SIJTLOZ,X,X,X,X,X
SIJTZLO,X,X,X,X,X
SIJTZOL,X,X,X,X,X
SIJTOLZ,O,X,X,X,X
SIJTOZL,O,X,X,X,X
SIJLTZO,X,X,X,X,X
SIJLTOZ,O,X,X,X,X
SIJLZTO,O,X,X,X,X
SIJLZOT,O,X,X,X,X
SIJLOTZ,O,X,X,X,X
SIJLOZT,O,X,X,X,X
SIJZTLO,X,X,X,X,X
SIJZTOL,O,X,X,X,X
SIJZLTO,X,X,X,X,X
SIJZLOT,X,X,X,X,X
SIJZOTL,O,X,X,X,X
SIJZOLT,X,X,X,X,X
SIJOTLZ,O,X,X,X,X
SIJOTZL,O,X,X,X,X
SIJOLTZ,O,X,X,X,X
SIJOLZT,O,X,X,X,X
SIJOZTL,O,X,X,X,X
SIJOZLT,X,X,X,X,X
SIZTLJO,X,X,X,X,X
SIZTLOJ,X,O,X,X,X
SIZTJLO,X,X,X,X,X
SIZTJOL,O,X,X,X,X
SIZTOLJ,X,O,X,X,X
SIZTOJL,O,X,X,X,X
SIZLTJO,X,X,X,X,X
SIZLTOJ,X,X,X,X,X
SIZLJTO,X,X,X,X,X
SIZLJOT,X,X,X,X,X
SIZLOTJ,X,X,X,X,X
SIZLOJT,X,X,X,X,X
SIZJTLO,X,X,X,X,X
SIZJTOL,O,X,X,X,X
SIZJLTO,X,X,X,X,X
SIZJLOT,X,X,X,X,X
SIZJOTL,O,X,X,X,X
SIZJOLT,X,X,X,X,X
SIZOTLJ,X,O,X,X,X
SIZOTJL,O,X,X,X,X
SIZOLTJ,X,X,X,X,X
SIZOLJT,X,X,X,X,X
SIZOJTL,O,X,X,X,X
SIZOJLT,X,X,X,X,X
SIOTLJZ,X,X,X,X,X
SIOTLZJ,X,X,X,X,X
SIOTJLZ,O,X,X,X,X
SIOTJZL,O,X,X,X,X
SIOTZLJ,X,O,X,X,X
SIOTZJL,X,X,X,X,X
SIOLTJZ,O,X,X,X,X
SIOLTZJ,X,X,X,X,X
SIOLJTZ,O,X,X,X,X
SIOLJZT,O,X,X,X,X
SIOLZTJ,O,X,X,X,X
SIOLZJT,O,X,X,X,X
SIOJTLZ,O,X,X,X,X
SIOJTZL,O,X,X,X,X
SIOJLTZ,O,X,X,X,X
SIOJLZT,O,X,X,X,X
SIOJZTL,O,X,X,X,X
SIOJZLT,X,X,X,X,X
SIOZTLJ,X,O,X,X,X
SIOZTJL,O,X,X,X,X
SIOZLTJ,X,X,X,X,X
SIOZLJT,X,X,X,X,X
SIOZJTL,O,X,X,X,X
SIOZJLT,X,X,X,X,X
SLTIJZO,X,X,X,X,X
SLTIJOZ,O,X,X,X,X
SLTIZJO,X,X,X,X,X
SLTIZOJ,X,X,X,X,X
SLTIOJZ,O,X,X,X,X
SLTIOZJ,X,X,X,X,X
SLTJIZO,X,X,X,X,X
SLTJIOZ,O,X,X,X,X
SLTJZIO,X,X,X,X,X
SLTJZOI,X,X,X,X,X
SLTJOIZ,O,X,X,X,X
SLTJOZI,X,X,X,X,X
SLTZIJO,X,X,X,X,X
SLTZIOJ,X,X,X,X,X
SLTZJIO,X,X,X,X,X
SLTZJOI,X,X,X,X,X
SLTZOIJ,X,X,X,X,X
SLTZOJI,X,X,X,X,X
SLTOIJZ,O,X,X,X,X
SLTOIZJ,X,X,X,X,X
SLTOJIZ,O,X,X,X,X
SLTOJZI,X,X,X,X,X
SLTOZIJ,X,X,X,X,X
SLTOZJI,X,X,X,X,X
SLITJZO,X,X,X,X,X
SLITJOZ,O,X,X,X,X
SLITZJO,X,X,X,X,X
SLITZOJ,X,X,X,X,X
SLITOJZ,O,X,X,X,X
SLITOZJ,X,X,X,X,X
SLIJTZO,X,X,X,X,X
SLIJTOZ,O,X,X,X,X
SLIJZTO,O,X,X,X,X
SLIJZOT,O,X,X,X,X
SLIJOTZ,O,X,X,X,X
SLIJOZT,O,X,X,X,X
SLIZTJO,O,X,X,X,X
SLIZTOJ,O,X,X,X,X
SLIZJTO,O,X,X,X,X
SLIZJOT,O,X,X,X,X
SLIZOTJ,O,X,X,X,X
SLIZOJT,O,X,X,X,X
SLIOTJZ,O,X,X,X,X
SLIOTZJ,X,X,X,X,X
SLIOJTZ,O,X,X,X,X
SLIOJZT,O,X,X,X,X
SLIOZTJ,O,X,X,X,X
SLIOZJT,O,X,X,X,X
SLJTIZO,X,X,X,X,X
SLJTIOZ,O,X,X,X,X
SLJTZIO,X,X,X,X,X
SLJTZOI,X,X,X,X,X
SLJTOIZ,O,X,X,X,X
SLJTOZI,X,X,X,X,X
SLJITZO,X,X,X,X,X
SLJITOZ,O,X,X,X,X
SLJIZTO,O,X,X,X,X
SLJIZOT,O,X,X,X,X
SLJIOTZ,O,X,X,X,X
SLJIOZT,O,X,X,X,X
SLJZTIO,O,X,X,X,X
SLJZTOI,O,X,X,X,X
SLJZITO,O,X,X,X,X
SLJZIOT,O,X,X,X,X
SLJZOTI,O,X,X,X,X
SLJZOIT,O,X,X,X,X
SLJOTIZ,O,X,X,X,X
SLJOTZI,X,X,X,X,X
SLJOITZ,O,X,X,X,X
SLJOIZT,O,X,X,X,X
SLJOZTI,O,X,X,X,X
SLJOZIT,O,X,X,X,X
SLZTIJO,O,X,X,X,X
SLZTIOJ,O,X,X,X,X
SLZTJIO,O,X,X,X,X
SLZTJOI,O,X,X,X,X
SLZTOIJ,O,X,X,X,X
SLZTOJI,O,X,X,X,X
SLZITJO,O,X,X,X,X
SLZITOJ,O,X,X,X,X
SLZIJTO,O,X,X,X,X
SLZIJOT,O,X,X,X,X
SLZIOTJ,O,X,X,X,X
SLZIOJT,O,X,X,X,X
SLZJTIO,O,X,X,X,X
SLZJTOI,O,X,X,X,X
SLZJITO,O,X,X,X,X
SLZJIOT,O,X,X,X,X
SLZJOTI,O,X,X,X,X
SLZJOIT,O,X,X,X,X
SLZOTIJ,O,X,X,X,X
SLZOTJI,O,X,X,X,X
SLZOITJ,O,X,X,X,X
SLZOIJT,O,X,X,X,X
SLZOJTI,O,X,X,X,X
SLZOJIT,O,X,X,X,X
SLOTIJZ,O,X,X,X,X
SLOTIZJ,X,X,X,X,X
SLOTJIZ,O,X,X,X,X
SLOTJZI,X,X,X,X,X
SLOTZIJ,X,X,X,X,X
SLOTZJI,X,X,X,X,X
SLOITJZ,O,X,X,X,X
SLOITZJ,X,X,X,X,X
SLOIJTZ,O,X,X,X,X
SLOIJZT,O,X,X,X,X
SLOIZTJ,O,X,X,X,X
SLOIZJT,O,X,X,X,X
SLOJTIZ,O,X,X,X,X
SLOJTZI,X,X,X,X,X
SLOJITZ,O,X,X,X,X
SLOJIZT,O,X,X,X,X
SLOJZTI,O,X,X,X,X
SLOJZIT,O,X,X,X,X
SLOZTIJ,O,X,X,X,X
SLOZTJI,O,X,X,X,X
SLOZITJ,O,X,X,X,X
SLOZIJT,O,X,X,X,X
SLOZJTI,O,X,X,X,X
SLOZJIT,O,X,X,X,X
SJTILZO,X,X,X,X,X
SJTILOZ,X,X,X,X,X
SJTIZLO,X,X,X,X,X
SJTIZOL,X,X,X,X,X
SJTIOLZ,O,X,X,X,X
SJTIOZL,O,X,X,X,X
SJTLIZO,X,X,X,X,X
SJTLIOZ,X,X,X,X,X
SJTLZIO,X,X,X,X,X
SJTLZOI,X,X,X,X,X
SJTLOIZ,X,X,X,X,X
SJTLOZI,X,X,X,X,X
SJTZILO,X,X,X,X,X
SJTZIOL,X,X,X,X,X
SJTZLIO,X,X,X,X,X
SJTZLOI,X,X,X,X,X
SJTZOIL,X,X,X,X,X
SJTZOLI,X,X,X,X,X
SJTOILZ,O,X,X,X,X
SJTOIZL,O,X,X,X,X
SJTOLIZ,X,X,X,X,X
SJTOLZI,X,X,X,X,X
SJTOZIL,X,X,X,X,X
SJTOZLI,X,X,X,X,X
SJITLZO,X,X,X,X,X
SJITLOZ,X,X,X,X,X
SJITZLO,X,X,X,X,X
SJITZOL,X,X,X,X,X
SJITOLZ,O,X,X,X,X
SJITOZL,O,X,X,X,X
SJILTZO,X,X,X,X,X
SJILTOZ,O,X,X,X,X
SJILZTO,O,X,X,X,X
SJILZOT,O,X,X,X,X
SJILOTZ,O,X,X,X,X
SJILOZT,O,X,X,X,X
SJIZTLO,X,X,X,X,X
SJIZTOL,O,X,X,X,X
SJIZLTO,X,X,X,X,X
SJIZLOT,X,X,X,X,X
SJIZOTL,O,X,X,X,X
SJIZOLT,X,X,X,X,X
SJIOTLZ,O,X,X,X,X
SJIOTZL,O,X,X,X,X
SJIOLTZ,O,X,X,X,X
SJIOLZT,O,X,X,X,X
SJIOZTL,O,X,X,X,X
SJIOZLT,X,X,X,X,X
SJLTIZO,X,X,X,X,X
SJLTIOZ,O,X,X,X,X
SJLTZIO,X,X,X,X,X
SJLTZOI,X,X,X,X,X
SJLTOIZ,O,X,X,X,X
SJLTOZI,X,X,X,X,X
SJLITZO,X,X,X,X,X
SJLITOZ,O,X,X,X,X
SJLIZTO,O,X,X,X,X
SJLIZOT,O,X,X,X,X
SJLIOTZ,O,X,X,X,X
SJLIOZT,O,X,X,X,X
SJLZTIO,O,X,X,X,X
SJLZTOI,O,X,X,X,X
SJLZITO,O,X,X,X,X
SJLZIOT,O,X,X,X,X
SJLZOTI,O,X,X,X,X
SJLZOIT,O,X,X,X,X
SJLOTIZ,O,X,X,X,X
SJLOTZI,X,X,X,X,X
SJLOITZ,O,X,X,X,X
SJLOIZT,O,X,X,X,X
SJLOZTI,O,X,X,X,X
SJLOZIT,O,X,X,X,X
SJZTILO,X,X,X,X,X
SJZTIOL,O,X,X,X,X
SJZTLIO,X,X,X,X,X
SJZTLOI,X,X,X,X,X
SJZTOIL,O,X,X,X,X
SJZTOLI,X,X,X,X,X
SJZITLO,X,X,X,X,X
SJZITOL,O,X,X,X,X
SJZILTO,X,X,X,X,X
SJZILOT,X,X,X,X,X
SJZIOTL,O,X,X,X,X
SJZIOLT,X,X,X,X,X
SJZLTIO,X,X,X,X,X
SJZLTOI,X,X,X,X,X
SJZLITO,X,X,X,X,X
SJZLIOT,X,X,X,X,X
SJZLOTI,X,X,X,X,X
SJZLOIT,X,X,X,X,X
SJZOTIL,O,X,X,X,X
SJZOTLI,X,X,X,X,X
SJZOITL,O,X,X,X,X
SJZOILT,X,X,X,X,X
SJZOLTI,X,X,X,X,X
SJZOLIT,X,X,X,X,X
SJOTILZ,O,X,X,X,X
SJOTIZL,O,X,X,X,X
SJOTLIZ,X,X,X,X,X
SJOTLZI,X,X,X,X,X
SJOTZIL,X,X,X,X,X
SJOTZLI,X,X,X,X,X
SJOITLZ,O,X,X,X,X
SJOITZL,O,X,X,X,X
SJOILTZ,O,X,X,X,X
SJOILZT,O,X,X,X,X
SJOIZTL,O,X,X,X,X
SJOIZLT,X,X,X,X,X
SJOLTIZ,O,X,X,X,X
SJOLTZI,X,X,X,X,X
SJOLITZ,O,X,X,X,X
SJOLIZT,O,X,X,X,X
SJOLZTI,O,X,X,X,X
SJOLZIT,O,X,X,X,X
SJOZTIL,O,X,X,X,X
SJOZTLI,X,X,X,X,X
SJOZITL,O,X,X,X,X
SJOZILT,X,X,X,X,X
SJOZLTI,X,X,X,X,X
SJOZLIT,X,X,X,X,X
SZTILJO,X,X,X,X,X
SZTILOJ,X,O,X,X,X
SZTIJLO,X,X,X,X,O
SZTIJOL,O,X,O,X,O
SZTIOLJ,X,O,X,X,X
SZTIOJL,O,X,X,X,X
SZTLIJO,X,X,X,X,X
SZTLIOJ,X,O,X,X,X
SZTLJIO,X,X,X,X,X
SZTLJOI,X,X,X,X,X
SZTLOIJ,X,O,X,X,X
SZTLOJI,X,O,X,X,X
SZTJILO,X,X,X,X,O
SZTJIOL,O,X,O,X,O
SZTJLIO,X,X,X,X,O
SZTJLOI,X,X,X,X,O
SZTJOIL,O,X,O,X,O
SZTJOLI,X,X,O,X,O
SZTOILJ,X,O,X,X,X
SZTOIJL,O,X,X,X,X
SZTOLIJ,X,O,X,X,X
SZTOLJI,X,O,X,X,X
SZTOJIL,O,X,X,X,X
SZTOJLI,X,X,X,X,X
SZITLJO,X,X,X,X,X
SZITLOJ,X,O,X,X,X
SZITJLO,X,X,X,X,O
SZITJOL,O,X,O,X,O
SZITOLJ,X,O,X,X,X
SZITOJL,O,X,X,X,X
SZILTJO,X,X,X,X,X
SZILTOJ,X,X,X,X,X
SZILJTO,X,X,X,X,X
SZILJOT,X,X,X,X,X
SZILOTJ,X,X,X,X,X
SZILOJT,X,X,X,X,X
SZIJTLO,X,X,X,X,O
SZIJTOL,O,X,O,X,O
SZIJLTO,X,X,X,X,X
SZIJLOT,X,X,X,X,X
SZIJOTL,O,X,O,X,X
SZIJOLT,X,X,X,X,X
SZIOTLJ,X,O,X,X,X
SZIOTJL,O,X,O,X,X
SZIOLTJ,X,X,X,X,X
SZIOLJT,X,X,X,X,X
SZIOJTL,O,X,O,X,X
SZIOJLT,X,X,X,X,X
SZLTIJO,X,X,X,X,X
SZLTIOJ,X,O,X,X,X
SZLTJIO,X,X,X,X,X
SZLTJOI,X,X,X,X,X
SZLTOIJ,X,O,X,X,X
SZLTOJI,X,O,X,X,X
SZLITJO,X,X,X,X,X
SZLITOJ,X,X,X,X,X
SZLIJTO,X,X,X,X,X
SZLIJOT,X,X,X,X,X
SZLIOTJ,X,X,X,X,X
SZLIOJT,X,X,X,X,X
SZLJTIO,X,X,X,X,X
SZLJTOI,X,X,X,X,X
SZLJITO,X,X,X,X,X
SZLJIOT,X,X,X,X,X
SZLJOTI,X,X,X,X,X
SZLJOIT,X,X,X,X,X
SZLOTIJ,X,O,X,X,X
SZLOTJI,X,O,X,X,X
SZLOITJ,X,X,X,X,X
SZLOIJT,X,X,X,X,X
SZLOJTI,X,X,X,X,X
SZLOJIT,X,X,X,X,X
SZJTILO,X,X,X,X,O
SZJTIOL,O,X,O,X,O
SZJTLIO,X,X,X,X,O
SZJTLOI,X,X,X,X,O
SZJTOIL,O,X,O,X,O
SZJTOLI,X,X,O,X,O
SZJITLO,X,X,X,X,O
SZJITOL,O,X,O,X,O
SZJILTO,X,X,X,X,X
SZJILOT,X,X,X,X,X
SZJIOTL,O,X,O,X,X
SZJIOLT,X,X,X,X,X
SZJLTIO,X,X,X,X,X
SZJLTOI,X,X,X,X,X
SZJLITO,X,X,X,X,X
SZJLIOT,X,X,X,X,X
SZJLOTI,X,X,X,X,X
SZJLOIT,X,X,X,X,X
SZJOTIL,O,X,O,X,X
SZJOTLI,X,X,O,X,X
SZJOITL,O,X,O,X,X
SZJOILT,X,X,X,X,X
SZJOLTI,X,X,X,X,X
SZJOLIT,X,X,X,X,X
SZOTILJ,X,O,X,X,X
SZOTIJL,O,X,O,X,X
SZOTLIJ,X,O,X,X,X
SZOTLJI,X,O,X,X,X
SZOTJIL,O,X,O,X,X
SZOTJLI,X,X,O,X,X
SZOITLJ,X,O,X,X,X
SZOITJL,O,X,O,X,X
SZOILTJ,X,X,X,X,X
SZOILJT,X,X,X,X,X
SZOIJTL,O,X,O,X,X
SZOIJLT,X,X,X,X,X
SZOLTIJ,X,O,X,X,X
SZOLTJI,X,O,X,X,X
SZOLITJ,X,X,X,X,X
SZOLIJT,X,X,X,X,X
SZOLJTI,X,X,X,X,X
SZOLJIT,X,X,X,X,X
SZOJTIL,O,X,O,X,X
SZOJTLI,X,X,O,X,X
SZOJITL,O,X,O,X,X
SZOJILT,X,X,X,X,X
SZOJLTI,X,X,X,X,X
SZOJLIT,X,X,X,X,X
SOTILJZ,X,X,X,X,X
SOTILZJ,X,X,X,X,X
SOTIJLZ,O,X,X,X,X
SOTIJZL,O,X,X,X,X
SOTIZLJ,X,O,X,X,X
SOTIZJL,X,X,X,X,X
SOTLIJZ,X,X,X,X,X
SOTLIZJ,X,X,X,X,X
SOTLJIZ,X,X,X,X,X
SOTLJZI,X,X,X,X,X
SOTLZIJ,X,X,X,X,X
SOTLZJI,X,X,X,X,X
SOTJILZ,O,X,X,X,X
SOTJIZL,O,X,X,X,X
SOTJLIZ,X,X,X,X,X
SOTJLZI,X,X,X,X,X
SOTJZIL,X,X,X,X,X
SOTJZLI,X,X,X,X,X
SOTZILJ,X,O,X,X,X
SOTZIJL,X,X,O,X,X
SOTZLIJ,X,O,X,X,X
SOTZLJI,X,O,X,X,X
SOTZJIL,X,X,O,X,X
SOTZJLI,X,X,O,X,X
SOITLJZ,X,X,X,X,X
SOITLZJ,X,X,X,X,X
SOITJLZ,O,X,X,X,X
SOITJZL,O,X,X,X,X
SOITZLJ,X,O,X,X,X
SOITZJL,X,X,X,X,X
SOILTJZ,O,X,X,X,X
SOILTZJ,X,X,X,X,X
SOILJTZ,O,X,X,X,X
SOILJZT,O,X,X,X,X
SOILZTJ,O,X,X,X,X
SOILZJT,O,X,X,X,X
SOIJTLZ,O,X,X,X,X
SOIJTZL,O,X,X,X,X
SOIJLTZ,O,X,X,X,X
SOIJLZT,O,X,X,X,X
SOIJZTL,O,X,X,X,X
SOIJZLT,X,X,X,X,X
SOIZTLJ,X,O,X,X,X
SOIZTJL,O,X,X,X,X
SOIZLTJ,X,X,X,X,X
SOIZLJT,X,X,X,X,X
SOIZJTL,O,X,X,X,X
SOIZJLT,X,X,X,X,X
SOLTIJZ,O,X,X,X,X
SOLTIZJ,X,X,X,X,X
SOLTJIZ,O,X,X,X,X
SOLTJZI,X,X,X,X,X
SOLTZIJ,X,X,X,X,X
SOLTZJI,X,X,X,X,X
SOLITJZ,O,X,X,X,X
SOLITZJ,X,X,X,X,X
SOLIJTZ,O,X,X,X,X
SOLIJZT,O,X,X,X,X
SOLIZTJ,O,X,X,X,X
SOLIZJT,O,X,X,X,X
SOLJTIZ,O,X,X,X,X
SOLJTZI,X,X,X,X,X
SOLJITZ,O,X,X,X,X
SOLJIZT,O,X,X,X,X
SOLJZTI,O,X,X,X,X
SOLJZIT,O,X,X,X,X
SOLZTIJ,O,X,X,X,X
SOLZTJI,O,X,X,X,X
SOLZITJ,O,X,X,X,X
SOLZIJT,O,X,X,X,X
SOLZJTI,O,X,X,X,X
SOLZJIT,O,X,X,X,X
SOJTILZ,O,X,X,X,X
SOJTIZL,O,X,X,X,X
SOJTLIZ,X,X,X,X,X
SOJTLZI,X,X,X,X,X
SOJTZIL,X,X,X,X,X
SOJTZLI,X,X,X,X,X
SOJITLZ,O,X,X,X,X
SOJITZL,O,X,X,X,X
SOJILTZ,O,X,X,X,X
SOJILZT,O,X,X,X,X
SOJIZTL,O,X,X,X,X
SOJIZLT,X,X,X,X,X
SOJLTIZ,O,X,X,X,X
SOJLTZI,X,X,X,X,X
SOJLITZ,O,X,X,X,X
SOJLIZT,O,X,X,X,X
SOJLZTI,O,X,X,X,X
SOJLZIT,O,X,X,X,X
SOJZTIL,O,X,X,X,X
SOJZTLI,X,X,X,X,X
SOJZITL,O,X,X,X,X
SOJZILT,X,X,X,X,X
SOJZLTI,X,X,X,X,X
SOJZLIT,X,X,X,X,X
SOZTILJ,X,O,X,X,X
SOZTIJL,O,X,O,X,X
SOZTLIJ,X,O,X,X,X
SOZTLJI,X,O,X,X,X
SOZTJIL,O,X,O,X,X
SOZTJLI,X,X,O,X,X
SOZITLJ,X,O,X,X,X
SOZITJL,O,X,O,X,X
SOZILTJ,X,X,X,X,X
SOZILJT,X,X,X,X,X
SOZIJTL,O,X,O,X,X
SOZIJLT,X,X,X,X,X
SOZLTIJ,X,O,X,X,X
SOZLTJI,X,O,X,X,X
SOZLITJ,X,X,X,X,X
SOZLIJT,X,X,X,X,X
SOZLJTI,X,X,X,X,X
SOZLJIT,X,X,X,X,X
SOZJTIL,O,X,O,X,X
SOZJTLI,X,X,O,X,X
SOZJITL,O,X,O,X,X
SOZJILT,X,X,X,X,X
SOZJLTI,X,X,X,X,X
SOZJLIT,X,X,X,X,X
ZTILJSO,X,X,X,X,X
ZTILJOS,X,X,X,X,X
ZTILSJO,X,X,X,X,X
ZTILSOJ,X,X,X,X,X
ZTILOJS,X,X,X,X,X
ZTILOSJ,X,X,X,X,X
ZTIJLSO,X,X,X,X,X
ZTIJLOS,X,X,X,X,X
ZTIJSLO,X,X,X,X,O
ZTIJSOL,O,X,O,X,O
ZTIJOLS,X,X,X,X,X
ZTIJOSL,O,X,X,X,X
ZTISLJO,X,X,X,X,X
ZTISLOJ,X,X,X,X,X
ZTISJLO,X,X,X,X,O
ZTISJOL,O,X,O,X,O
ZTISOLJ,X,X,X,X,X
ZTISOJL,O,X,X,X,X
ZTIOLJS,X,X,X,X,X
ZTIOLSJ,X,X,X,X,X
ZTIOJLS,X,X,X,X,X
ZTIOJSL,O,X,X,X,X
ZTIOSLJ,X,X,X,X,X
ZTIOSJL,O,X,X,X,X
ZTLIJSO,X,X,X,X,X
ZTLIJOS,X,X,X,X,X
ZTLISJO,X,X,X,X,X
ZTLISOJ,X,X,X,X,X
ZTLIOJS,X,X,X,X,X
ZTLIOSJ,X,X,X,X,X
ZTLJISO,X,X,X,X,X
ZTLJIOS,X,X,X,X,X
ZTLJSIO,X,X,X,X,X
ZTLJSOI,X,X,X,X,X
ZTLJOIS,X,X,X,X,X
ZTLJOSI,X,X,X,X,X
ZTLSIJO,X,X,X,X,X
ZTLSIOJ,X,O,X,X,X
ZTLSJIO,X,X,X,X,X
ZTLSJOI,X,X,X,X,X
ZTLSOIJ,X,O,X,X,X
ZTLSOJI,X,O,X,X,X
ZTLOIJS,X,X,X,X,X
ZTLOISJ,X,X,X,X,X
ZTLOJIS,X,X,X,X,X
ZTLOJSI,X,X,X,X,X
ZTLOSIJ,X,O,X,X,X
ZTLOSJI,X,O,X,X,X
ZTJILSO,X,X,X,X,X
ZTJILOS,X,X,X,X,X
ZTJISLO,X,X,X,X,O
ZTJISOL,O,X,O,X,O
ZTJIOLS,X,X,X,X,X
ZTJIOSL,O,X,X,X,X
ZTJLISO,X,X,X,X,X
ZTJLIOS,X,X,X,X,X
ZTJLSIO,X,X,X,X,X
ZTJLSOI,X,X,X,X,X
ZTJLOIS,X,X,X,X,X
ZTJLOSI,X,X,X,X,X
ZTJSILO,X,X,X,X,O
ZTJSIOL,O,X,O,X,O
ZTJSLIO,X,X,X,X,O
ZTJSLOI,X,X,X,X,O
ZTJSOIL,O,X,O,X,O
ZTJSOLI,X,X,O,X,O
ZTJOILS,X,X,X,X,X
ZTJOISL,O,X,X,X,X
ZTJOLIS,X,X,X,X,X
ZTJOLSI,X,X,X,X,X
ZTJOSIL,O,X,X,X,X
ZTJOSLI,X,X,X,X,X
ZTSILJO,X,X,X,X,X
ZTSILOJ,X,O,X,X,X
ZTSIJLO,X,X,X,X,O
ZTSIJOL,O,X,O,X,O
ZTSIOLJ,X,O,X,X,X
ZTSIOJL,O,X,X,X,X
ZTSLIJO,X,X,X,X,X
ZTSLIOJ,X,O,X,X,X
ZTSLJIO,X,X,X,X,X
ZTSLJOI,X,X,X,X,X
ZTSLOIJ,X,O,X,X,X
ZTSLOJI,X,O,X,X,X
ZTSJILO,X,X,X,X,O
ZTSJIOL,O,X,O,X,O
ZTSJLIO,X,X,X,X,O
ZTSJLOI,X,X,X,X,O
ZTSJOIL,O,X,O,X,O
ZTSJOLI,X,X,O,X,O
ZTSOILJ,X,O,X,X,X
ZTSOIJL,O,X,X,X,X
ZTSOLIJ,X,O,X,X,X
ZTSOLJI,X,O,X,X,X
ZTSOJIL,O,X,X,X,X
ZTSOJLI,X,X,X,X,X
ZTOILJS,X,X,X,X,X
ZTOILSJ,X,X,X,X,X
ZTOIJLS,X,X,X,X,X
ZTOIJSL,O,X,X,X,X
ZTOISLJ,X,X,X,X,X
ZTOISJL,O,X,X,X,X
ZTOLIJS,X,X,X,X,X
ZTOLISJ,X,X,X,X,X
ZTOLJIS,X,X,X,X,X
ZTOLJSI,X,X,X,X,X
ZTOLSIJ,X,O,X,X,X
ZTOLSJI,X,O,X,X,X
ZTOJILS,X,X,X,X,X
ZTOJISL,O,X,X,X,X
ZTOJLIS,X,X,X,X,X
ZTOJLSI,X,X,X,X,X
ZTOJSIL,O,X,X,X,X
ZTOJSLI,X,X,X,X,X
ZTOSILJ,X,O,X,X,X
ZTOSIJL,O,X,X,X,X
ZTOSLIJ,X,O,X,X,X
ZTOSLJI,X,O,X,X,X
ZTOSJIL,O,X,X,X,X
ZTOSJLI,X,X,X,X,X
ZITLJSO,X,X,X,X,X
ZITLJOS,X,X,X,X,X
ZITLSJO,X,X,X,X,X
ZITLSOJ,X,X,X,X,X
ZITLOJS,X,X,X,X,X
ZITLOSJ,X,X,X,X,X
ZITJLSO,X,X,X,X,X
ZITJLOS,X,X,X,X,X
ZITJSLO,X,X,X,X,O
ZITJSOL,O,X,O,X,O
ZITJOLS,X,X,X,X,X
ZITJOSL,O,X,X,X,X
ZITSLJO,X,X,X,X,X
ZITSLOJ,X,X,X,X,X
ZITSJLO,X,X,X,X,O
ZITSJOL,O,X,O,X,O
ZITSOLJ,X,X,X,X,X
ZITSOJL,O,X,X,X,X
ZITOLJS,X,X,X,X,X
ZITOLSJ,X,X,X,X,X
ZITOJLS,X,X,X,X,X
ZITOJSL,O,X,X,X,X
ZITOSLJ,X,X,X,X,X
ZITOSJL,O,X,X,X,X
ZILTJSO,O,X,X,X,X
ZILTJOS,O,X,X,X,X
ZILTSJO,O,X,X,X,X
ZILTSOJ,O,X,X,X,X
ZILTOJS,O,X,X,X,X
ZILTOSJ,O,X,X,X,X
ZILJTSO,O,X,X,X,X
ZILJTOS,O,X,X,X,X
ZILJSTO,O,X,X,X,X
ZILJSOT,O,X,X,X,X
ZILJOTS,O,X,X,X,X
ZILJOST,O,X,X,X,X
ZILSTJO,O,X,X,X,X
ZILSTOJ,O,X,X,X,X
ZILSJTO,O,X,X,X,X
ZILSJOT,O,X,X,X,X
ZILSOTJ,O,X,X,X,X
ZILSOJT,O,X,X,X,X
ZILOTJS,O,X,X,X,X
ZILOTSJ,O,X,X,X,X
ZILOJTS,O,X,X,X,X
ZILOJST,O,X,X,X,X
ZILOSTJ,O,X,X,X,X
ZILOSJT,O,X,X,X,X
ZIJTLSO,X,X,X,X,X
ZIJTLOS,X,X,X,X,X
ZIJTSLO,X,X,X,X,O
ZIJTSOL,O,X,O,X,O
ZIJTOLS,X,X,X,X,X
ZIJTOSL,O,X,X,X,X
ZIJLTSO,O,X,X,X,X
ZIJLTOS,O,X,X,X,X
ZIJLSTO,O,X,X,X,X
ZIJLSOT,O,X,X,X,X
ZIJLOTS,O,X,X,X,X
ZIJLOST,O,X,X,X,X
ZIJSTLO,X,X,X,X,O
ZIJSTOL,O,X,O,X,O
ZIJSLTO,X,X,X,X,X
ZIJSLOT,X,X,X,X,X
ZIJSOTL,O,X,O,X,X
ZIJSOLT,X,X,X,X,X
ZIJOTLS,X,X,X,X,X
ZIJOTSL,O,X,O,O,X
ZIJOLTS,O,X,X,X,X
ZIJOLST,O,X,X,X,X
ZIJOSTL,O,X,O,O,X
