sequence,v115@QhB8CeA8DeF8BeC8Je2EJvhFRgB3hBFjBSqB0nBzrB,v115@QhB8CeA8DeF8BeC8Jex/IvhF6mBTiBOoB0kBllBXsB,v115@QhB8CeA8DeF8BeC8Jex/IvhF0hB6nBOoBlkB3lBzrB,v115@QhB8CeA8DeF8BeC8Jei/IvhFulBFiBXjBzkBRsB0rB,v115@QhB8CeA8DeF8BeC8Je/EJvhFRgBOoBTlBlmBcsBCsB
JTOLSIZ,O,X,O,X,X
JTOLSZI,X,X,O,X,X
JTOLZIS,X,X,O,X,X
JTOLZSI,X,X,O,X,X
JTOSILZ,O,X,O,X,X
JTOSIZL,O,X,O,X,X
JTOSLIZ,O,X,O,X,X
JTOSLZI,X,X,O,X,X
JTOSZIL,X,X,O,X,X
JTOSZLI,X,X,O,X,X
JTOZILS,X,X,O,X,X
JTOZISL,X,X,X,X,X
JTOZLIS,X,X,O,X,X
JTOZLSI,X,X,O,X,X
JTOZSIL,X,X,O,X,X
JTOZSLI,X,X,O,X,X
JITLSZO,X,X,X,X,X
JITLSOZ,X,X,X,O,X
JITLZSO,X,X,X,X,X
JITLZOS,X,X,X,X,X
JITLOSZ,X,X,X,X,X
JITLOZS,X,X,X,X,X
JITSLZO,O,X,X,X,X
JITSLOZ,X,X,X,O,X
JITSZLO,O,X,X,X,X
JITSZOL,X,X,X,X,X
JITSOLZ,X,X,X,O,X
JITSOZL,X,X,X,X,X
JITZLSO,X,X,X,X,X
JITZLOS,X,X,X,X,X
JITZSLO,O,X,X,X,X
JITZSOL,X,X,X,X,X
JITZOLS,X,X,X,X,X
JITZOSL,X,X,X,X,X
JITOLSZ,X,X,X,O,X
JITOLZS,X,X,X,X,X
JITOSLZ,O,X,X,O,X
JITOSZL,O,X,X,X,X
JITOZLS,X,X,X,X,X
JITOZSL,X,X,X,X,X
JILTSZO,X,X,X,X,X
JILTSOZ,X,X,X,O,X
JILTZSO,X,X,X,X,X
JILTZOS,X,X,X,X,X
JILTOSZ,X,X,X,X,X
JILTOZS,X,X,X,X,X
JILSTZO,X,X,X,X,X
JILSTOZ,X,X,X,O,X
JILSZTO,X,X,X,X,X
JILSZOT,X,X,X,X,X
JILSOTZ,X,X,X,X,X
JILSOZT,X,X,X,X,X
JILZTSO,X,X,X,X,X
JILZTOS,X,X,X,X,X
JILZSTO,X,X,X,X,X
JILZSOT,X,X,X,X,X
JILZOTS,X,X,X,X,X
JILZOST,X,X,X,X,X
JILOTSZ,X,X,X,X,X
JILOTZS,X,X,X,X,X
JILOSTZ,X,X,X,X,X
JILOSZT,X,X,X,X,X
JILOZTS,X,X,X,X,X
JILOZST,X,X,X,X,X
JISTLZO,O,X,X,X,X
JISTLOZ,X,X,X,O,X
JISTZLO,O,X,X,X,X
JISTZOL,X,X,X,X,X
JISTOLZ,X,X,X,O,X
JISTOZL,X,X,X,X,X
JISLTZO,X,X,X,X,X
JISLTOZ,X,X,X,O,X
JISLZTO,X,X,X,X,X
JISLZOT,X,X,X,X,X
JISLOTZ,X,X,X,X,X
JISLOZT,X,X,X,X,X
JISZTLO,O,X,X,X,X
JISZTOL,X,X,X,X,X
JISZLTO,X,X,X,X,X
JISZLOT,X,X,X,X,X
JISZOTL,X,X,X,X,X
JISZOLT,X,X,X,X,X
JISOTLZ,X,X,X,O,X
JISOTZL,X,X,X,X,X
JISOLTZ,X,X,X,O,X
JISOLZT,X,X,X,O,X
JISOZTL,X,X,X,O,X
JISOZLT,X,X,X,O,X
JIZTLSO,X,X,X,X,X
JIZTLOS,X,X,X,X,X
JIZTSLO,O,X,X,X,X
JIZTSOL,X,X,X,X,X
JIZTOLS,X,X,X,X,X
JIZTOSL,X,X,X,X,X
JIZLTSO,X,X,X,X,X
JIZLTOS,X,X,X,X,X
JIZLSTO,X,X,X,X,X
JIZLSOT,X,X,X,X,X
JIZLOTS,X,X,X,X,X
JIZLOST,X,X,X,X,X
JIZSTLO,O,X,X,X,X
JIZSTOL,X,X,X,X,X
JIZSLTO,X,X,X,X,X
JIZSLOT,X,X,X,X,X
JIZSOTL,X,X,X,X,X
JIZSOLT,X,X,X,X,X
JIZOTLS,X,X,X,X,X
JIZOTSL,X,X,X,X,X
JIZOLTS,X,X,X,X,X
JIZOLST,X,X,X,X,X
JIZOSTL,X,X,X,X,X
JIZOSLT,X,X,X,X,X
JIOTLSZ,X,X,X,X,X
JIOTLZS,X,X,X,X,X
JIOTSLZ,O,X,X,X,X
JIOTSZL,O,X,X,X,X
JIOTZLS,X,X,X,X,X
JIOTZSL,X,X,X,X,X
JIOLTSZ,X,X,X,X,X
JIOLTZS,X,X,X,X,X
JIOLSTZ,X,X,X,O,X
JIOLSZT,X,X,X,O,X
JIOLZTS,X,X,X,O,X
JIOLZST,X,X,X,O,X
JIOSTLZ,O,X,X,O,X
JIOSTZL,O,X,X,X,X
JIOSLTZ,X,X,X,O,X
JIOSLZT,X,X,X,O,X
JIOSZTL,O,X,X,O,X
JIOSZLT,X,X,X,O,X
JIOZTLS,X,X,X,O,X
JIOZTSL,O,X,X,O,X
JIOZLTS,X,X,X,O,X
JIOZLST,X,X,X,O,X
JIOZSTL,O,X,X,O,X
JIOZSLT,X,X,X,O,X
JLTISZO,O,X,X,X,X
JLTISOZ,X,X,X,X,X
JLTIZSO,O,X,X,X,X
JLTIZOS,X,X,X,X,X
JLTIOSZ,O,X,X,X,X
JLTIOZS,X,X,X,X,X
JLTSIZO,O,X,O,X,X
JLTSIOZ,X,X,X,X,X
JLTSZIO,X,X,O,X,X
JLTSZOI,X,X,X,X,X
JLTSOIZ,X,X,X,X,X
JLTSOZI,X,X,X,X,X
JLTZISO,O,X,X,X,X
JLTZIOS,X,X,X,X,X
JLTZSIO,O,X,X,X,X
JLTZSOI,X,X,X,X,X
JLTZOIS,X,X,X,X,X
JLTZOSI,X,X,X,X,X
JLTOISZ,O,X,X,X,X
JLTOIZS,X,X,X,X,X
JLTOSIZ,O,X,X,X,X
JLTOSZI,X,X,X,X,X
JLTOZIS,X,X,X,X,X
JLTOZSI,X,X,X,X,X
JLITSZO,O,X,X,X,X
JLITSOZ,X,X,X,O,X
JLITZSO,O,X,X,X,X
JLITZOS,X,X,X,X,X
JLITOSZ,O,X,X,X,X
JLITOZS,X,X,X,X,X
JLISTZO,O,X,X,X,X
JLISTOZ,X,X,X,O,X
JLISZTO,O,X,X,X,X
JLISZOT,X,X,X,X,X
JLISOTZ,X,X,X,X,X
JLISOZT,X,X,X,X,X
JLIZTSO,O,X,X,X,X
JLIZTOS,X,X,X,X,X
JLIZSTO,O,X,X,X,X
JLIZSOT,X,X,X,X,X
JLIZOTS,X,X,X,X,X
JLIZOST,X,X,X,X,X
JLIOTSZ,O,X,X,X,X
JLIOTZS,X,X,X,X,X
JLIOSTZ,O,X,X,X,X
JLIOSZT,O,X,X,X,X
JLIOZTS,O,X,X,X,X
JLIOZST,O,X,X,X,X
JLSTIZO,O,X,O,X,X
JLSTIOZ,X,X,X,O,X
JLSTZIO,X,X,O,X,X
JLSTZOI,X,X,X,X,X
JLSTOIZ,X,X,X,O,X
JLSTOZI,X,X,X,X,X
JLSITZO,O,X,X,X,X
JLSITOZ,X,X,X,O,X
JLSIZTO,O,X,O,X,X
JLSIZOT,X,X,X,X,X
JLSIOTZ,X,X,X,X,X
JLSIOZT,X,X,X,X,X
JLSZTIO,O,X,O,X,X
JLSZTOI,X,X,X,X,X
JLSZITO,O,X,O,X,X
JLSZIOT,X,X,X,X,X
JLSZOTI,X,X,X,X,X
JLSZOIT,X,X,X,X,X
JLSOTIZ,X,X,X,X,X
JLSOTZI,X,X,X,X,X
JLSOITZ,X,X,X,X,X
JLSOIZT,X,X,X,X,X
JLSOZTI,X,X,X,X,X
JLSOZIT,X,X,X,X,X
JLZTISO,O,X,X,X,X
JLZTIOS,X,X,X,X,X
JLZTSIO,O,X,X,X,X
JLZTSOI,X,X,X,X,X
JLZTOIS,X,X,X,X,X
JLZTOSI,X,X,X,X,X
JLZITSO,O,X,X,X,X
JLZITOS,X,X,X,X,X
JLZISTO,O,X,X,X,X
JLZISOT,X,X,X,X,X
JLZIOTS,X,X,X,X,X
JLZIOST,X,X,X,X,X
JLZSTIO,O,X,X,X,X
JLZSTOI,X,X,X,X,X
JLZSITO,O,X,X,X,X
JLZSIOT,X,X,X,X,X
JLZSOTI,X,X,X,X,X
JLZSOIT,X,X,X,X,X
JLZOTIS,X,X,X,X,X
JLZOTSI,X,X,X,X,X
JLZOITS,X,X,X,X,X
JLZOIST,X,X,X,X,X
JLZOSTI,X,X,X,X,X
JLZOSIT,X,X,X,X,X
JLOTISZ,O,X,X,X,X
JLOTIZS,X,X,X,X,X
JLOTSIZ,O,X,X,X,X
JLOTSZI,X,X,X,X,X
JLOTZIS,X,X,X,X,X
JLOTZSI,X,X,X,X,X
JLOITSZ,O,X,X,X,X
JLOITZS,X,X,X,X,X
JLOISTZ,O,X,X,X,X
JLOISZT,O,X,X,X,X
JLOIZTS,O,X,X,X,X
JLOIZST,O,X,X,X,X
JLOSTIZ,O,X,X,X,X
JLOSTZI,X,X,X,X,X
JLOSITZ,O,X,X,X,X
JLOSIZT,O,X,X,X,X
JLOSZTI,O,X,X,X,X
JLOSZIT,O,X,X,X,X
JLOZTIS,O,X,X,X,X
JLOZTSI,O,X,X,X,X
JLOZITS,O,X,X,X,X
JLOZIST,O,X,X,X,X
JLOZSTI,O,X,X,X,X
JLOZSIT,O,X,X,X,X
JSTILZO,O,X,O,X,X
JSTILOZ,X,O,X,X,X
JSTIZLO,O,X,O,X,X
JSTIZOL,X,X,X,X,X
JSTIOLZ,X,O,O,X,X
JSTIOZL,X,X,O,X,X
JSTLIZO,O,X,O,X,X
JSTLIOZ,X,O,X,O,X
JSTLZIO,X,O,O,X,X
JSTLZOI,X,O,X,X,X
JSTLOIZ,X,O,X,O,X
JSTLOZI,X,O,X,X,X
JSTZILO,X,O,O,X,X
JSTZIOL,X,O,X,X,X
JSTZLIO,X,O,O,X,X
JSTZLOI,X,O,X,X,X
JSTZOIL,X,O,X,X,X
JSTZOLI,X,O,X,X,X
JSTOILZ,X,O,O,X,X
JSTOIZL,X,X,O,X,X
JSTOLIZ,X,O,O,O,X
JSTOLZI,X,O,O,X,X
JSTOZIL,X,O,O,X,X
JSTOZLI,X,O,O,X,X
JSITLZO,O,X,X,X,X
JSITLOZ,X,X,X,O,X
JSITZLO,O,X,X,X,X
JSITZOL,X,X,X,X,X
JSITOLZ,X,X,X,O,X
JSITOZL,X,X,X,X,X
JSILTZO,X,X,X,X,X
JSILTOZ,X,X,X,O,X
JSILZTO,X,X,O,X,X
JSILZOT,X,X,X,X,X
JSILOTZ,X,X,X,X,X
JSILOZT,X,X,X,X,X
JSIZTLO,O,X,X,X,X
JSIZTOL,X,X,X,X,X
JSIZLTO,X,X,O,X,X
JSIZLOT,X,X,X,X,X
JSIZOTL,X,X,X,X,X
JSIZOLT,X,X,X,X,X
JSIOTLZ,X,X,X,O,X
JSIOTZL,X,X,X,X,X
JSIOLTZ,X,X,X,O,X
JSIOLZT,X,X,O,O,X
JSIOZTL,X,X,X,O,X
JSIOZLT,X,X,O,O,X
JSLTIZO,O,X,O,X,X
JSLTIOZ,X,O,X,O,X
JSLTZIO,X,O,O,X,X
JSLTZOI,X,O,X,X,X
JSLTOIZ,X,O,X,O,X
JSLTOZI,X,O,X,X,X
JSLITZO,O,X,X,X,X
JSLITOZ,X,X,X,O,X
JSLIZTO,O,X,O,X,X
JSLIZOT,X,X,X,X,X
JSLIOTZ,X,X,X,X,X
JSLIOZT,X,X,X,X,X
JSLZTIO,O,O,O,X,X
JSLZTOI,X,O,X,X,X
JSLZITO,O,X,O,X,X
JSLZIOT,X,O,X,X,X
JSLZOTI,X,O,X,X,X
JSLZOIT,X,O,X,X,X
JSLOTIZ,X,O,X,X,X
JSLOTZI,X,O,X,X,X
JSLOITZ,X,X,X,X,X
JSLOIZT,X,X,X,X,X
JSLOZTI,X,O,X,X,X
JSLOZIT,X,O,X,X,X
JSZTILO,O,O,O,X,X
JSZTIOL,X,O,X,X,X
JSZTLIO,O,O,O,X,X
JSZTLOI,X,O,X,X,X
JSZTOIL,X,O,X,X,O
JSZTOLI,X,O,X,X,O
JSZITLO,O,X,X,X,X
JSZITOL,X,X,X,X,X
JSZILTO,X,X,O,X,X
JSZILOT,X,O,X,X,X
JSZIOTL,X,O,X,X,X
JSZIOLT,X,O,X,X,X
JSZLTIO,O,O,O,X,X
JSZLTOI,X,O,X,X,X
JSZLITO,O,X,O,X,X
JSZLIOT,X,O,X,X,X
JSZLOTI,X,O,X,X,X
JSZLOIT,X,O,X,X,X
JSZOTIL,X,O,X,X,O
JSZOTLI,X,O,X,X,O
JSZOITL,X,O,X,X,O
JSZOILT,X,O,X,X,X
JSZOLTI,X,O,X,X,X
JSZOLIT,X,O,X,X,X
JSOTILZ,X,O,O,X,X
JSOTIZL,X,X,O,X,X
JSOTLIZ,X,O,O,O,X
JSOTLZI,X,O,O,X,X
JSOTZIL,X,O,O,X,X
JSOTZLI,X,O,O,X,X
JSOITLZ,X,X,X,O,X
JSOITZL,X,X,X,X,X
JSOILTZ,X,X,X,O,X
JSOILZT,X,X,O,O,X
JSOIZTL,X,X,X,O,O
JSOIZLT,X,X,O,O,X
JSOLTIZ,X,O,O,O,X
JSOLTZI,X,O,O,X,X
JSOLITZ,X,X,X,O,X
JSOLIZT,X,X,O,O,X
JSOLZTI,X,O,O,X,X
JSOLZIT,X,O,O,X,X
JSOZTIL,X,O,O,X,O
JSOZTLI,X,O,O,X,O
JSOZITL,X,O,X,X,O
JSOZILT,X,O,O,X,X
JSOZLTI,X,O,O,X,X
JSOZLIT,X,O,O,X,X
JZTILSO,X,O,X,X,X
JZTILOS,X,X,X,X,X
JZTISLO,O,O,X,X,X
JZTISOL,X,O,X,X,X
JZTIOLS,X,X,X,X,X
JZTIOSL,X,X,X,X,X
JZTLISO,O,O,X,X,X
JZTLIOS,X,X,X,X,X
JZTLSIO,O,O,X,X,X
JZTLSOI,X,O,X,X,X
JZTLOIS,X,X,X,X,X
JZTLOSI,X,X,X,X,X
JZTSILO,O,O,X,X,X
JZTSIOL,X,O,X,X,X
JZTSLIO,O,O,X,X,X
JZTSLOI,X,O,X,X,X
JZTSOIL,X,O,X,X,O
JZTSOLI,X,O,X,X,O
JZTOILS,X,X,X,X,X
JZTOISL,X,X,X,X,X
JZTOLIS,X,X,X,X,X
JZTOLSI,X,X,X,X,X
JZTOSIL,X,X,X,X,O
JZTOSLI,X,X,X,X,O
JZITLSO,X,X,X,X,X
JZITLOS,X,X,X,X,X
JZITSLO,O,X,X,X,X
JZITSOL,X,X,X,X,X
JZITOLS,X,X,X,X,X
JZITOSL,X,X,X,X,X
JZILTSO,X,X,X,X,X
JZILTOS,X,X,X,X,X
JZILSTO,X,X,X,X,X
JZILSOT,X,X,X,X,X
JZILOTS,X,X,X,X,X
JZILOST,X,X,X,X,X
JZISTLO,O,X,X,X,X
JZISTOL,X,X,X,X,X
JZISLTO,X,X,X,X,X
JZISLOT,X,O,X,X,X
JZISOTL,X,O,X,X,X
JZISOLT,X,O,X,X,X
JZIOTLS,X,X,X,X,X
JZIOTSL,X,X,X,X,X
JZIOLTS,X,X,X,X,X
JZIOLST,X,X,X,X,X
JZIOSTL,X,X,X,X,X
JZIOSLT,X,X,X,X,X
JZLTISO,O,X,X,X,X
JZLTIOS,X,X,X,X,X
JZLTSIO,O,X,X,X,X
JZLTSOI,X,X,X,X,X
JZLTOIS,X,X,X,X,X
JZLTOSI,X,X,X,X,X
JZLITSO,O,X,X,X,X
JZLITOS,X,X,X,X,X
JZLISTO,O,X,X,X,X
JZLISOT,X,X,X,X,X
JZLIOTS,X,X,X,X,X
JZLIOST,X,X,X,X,X
JZLSTIO,O,X,X,X,X
JZLSTOI,X,X,X,X,X
JZLSITO,O,X,X,X,X
JZLSIOT,X,X,X,X,X
JZLSOTI,X,X,X,X,X
JZLSOIT,X,X,X,X,X
JZLOTIS,X,X,X,X,X
JZLOTSI,X,X,X,X,X
JZLOITS,X,X,X,X,X
JZLOIST,X,X,X,X,X
JZLOSTI,X,X,X,X,X
JZLOSIT,X,X,X,X,X
JZSTILO,O,O,X,X,X
JZSTIOL,X,O,X,X,X
JZSTLIO,O,O,X,X,X
JZSTLOI,X,O,X,X,X
JZSTOIL,X,O,X,X,O
JZSTOLI,X,O,X,X,O
JZSITLO,O,X,X,X,X
JZSITOL,X,X,X,X,X
JZSILTO,X,X,X,X,X
JZSILOT,X,O,X,X,X
JZSIOTL,X,O,X,X,X
JZSIOLT,X,O,X,X,X
JZSLTIO,O,O,X,X,X
JZSLTOI,X,O,X,X,X
JZSLITO,O,X,X,X,X
JZSLIOT,X,O,X,X,X
JZSLOTI,X,O,X,X,X
JZSLOIT,X,O,X,X,X
JZSOTIL,X,O,X,X,O
JZSOTLI,X,O,X,X,O
JZSOITL,X,O,X,X,O
JZSOILT,X,O,X,X,X
JZSOLTI,X,O,X,X,X
JZSOLIT,X,O,X,X,X
JZOTILS,X,X,X,X,X
JZOTISL,X,X,X,X,X
JZOTLIS,X,X,X,X,X
JZOTLSI,X,X,X,X,X
JZOTSIL,X,X,X,X,O
JZOTSLI,X,X,X,X,O
JZOITLS,X,X,X,X,X
JZOITSL,X,X,X,X,X
JZOILTS,X,X,X,X,X
JZOILST,X,X,X,X,X
JZOISTL,X,X,X,X,X
JZOISLT,X,X,X,X,X
JZOLTIS,X,X,X,X,X
JZOLTSI,X,X,X,X,X
JZOLITS,X,X,X,X,X
JZOLIST,X,X,X,X,X
JZOLSTI,X,X,X,X,X
JZOLSIT,X,X,X,X,X
JZOSTIL,X,X,X,X,O
JZOSTLI,X,X,X,X,O
JZOSITL,X,X,X,X,O
JZOSILT,X,X,X,X,X
JZOSLTI,X,X,X,X,X
JZOSLIT,X,X,X,X,X
JOTILSZ,X,X,X,X,X
JOTILZS,X,X,O,X,X
JOTISLZ,O,X,X,X,X
JOTISZL,O,X,X,X,X
JOTIZLS,X,X,O,X,X
JOTIZSL,X,X,X,X,X
JOTLISZ,O,X,X,X,X
JOTLIZS,X,X,O,X,X
JOTLSIZ,O,X,O,X,X
JOTLSZI,X,X,O,X,X
JOTLZIS,X,X,O,X,X
JOTLZSI,X,X,O,X,X
JOTSILZ,O,X,O,X,X
JOTSIZL,O,X,O,X,X
JOTSLIZ,O,X,O,X,X
JOTSLZI,X,X,O,X,X
JOTSZIL,X,X,O,X,X
JOTSZLI,X,X,O,X,X
JOTZILS,X,X,O,X,X
JOTZISL,X,X,X,X,X
JOTZLIS,X,X,O,X,X
JOTZLSI,X,X,O,X,X
JOTZSIL,X,X,O,X,X
JOTZSLI,X,X,O,X,X
JOITLSZ,X,X,X,X,X
JOITLZS,X,X,X,X,X
JOITSLZ,O,X,X,X,X
JOITSZL,O,X,X,X,X
JOITZLS,X,X,X,X,X
JOITZSL,X,X,X,X,X
JOILTSZ,X,X,X,X,X
JOILTZS,X,X,X,X,X
JOILSTZ,X,X,X,O,X
JOILSZT,X,X,X,O,X
JOILZTS,X,X,X,O,X
JOILZST,X,X,X,O,X
JOISTLZ,O,X,X,O,X
JOISTZL,O,X,X,X,X
JOISLTZ,X,X,X,O,X
JOISLZT,X,X,X,O,X
JOISZTL,O,X,X,O,X
JOISZLT,X,X,X,O,X
JOIZTLS,X,X,X,O,X
JOIZTSL,O,X,X,O,X
JOIZLTS,X,X,X,O,X
JOIZLST,X,X,X,O,X
JOIZSTL,O,X,X,O,X
JOIZSLT,X,X,X,O,X
JOLTISZ,O,X,X,X,X
JOLTIZS,X,X,O,X,X
JOLTSIZ,O,X,O,X,X
JOLTSZI,X,X,O,X,X
JOLTZIS,X,X,O,X,X
JOLTZSI,X,X,O,X,X
JOLITSZ,O,X,X,X,X
JOLITZS,X,X,X,X,X
JOLISTZ,O,X,X,O,X
JOLISZT,O,X,X,O,X
JOLIZTS,O,X,X,O,X
JOLIZST,O,X,X,O,X
JOLSTIZ,O,X,O,O,X
JOLSTZI,X,X,O,X,X
JOLSITZ,O,X,X,O,X
JOLSIZT,O,X,O,O,X
JOLSZTI,O,X,O,X,X
JOLSZIT,O,X,O,X,X
JOLZTIS,O,X,O,X,X
JOLZTSI,O,X,O,X,X
JOLZITS,O,X,X,X,X
JOLZIST,O,X,X,X,X
JOLZSTI,O,X,O,X,X
JOLZSIT,O,X,O,X,X
JOSTILZ,O,X,O,X,X
JOSTIZL,O,X,O,X,X
JOSTLIZ,O,X,O,O,X
JOSTLZI,X,X,O,X,X
JOSTZIL,X,X,O,X,X
JOSTZLI,X,X,O,X,X
JOSITLZ,O,X,X,O,X
JOSITZL,O,X,X,X,X
JOSILTZ,X,X,X,O,X
JOSILZT,X,X,O,O,X
JOSIZTL,O,X,X,O,O
JOSIZLT,X,X,O,O,X
JOSLTIZ,O,X,O,O,X
JOSLTZI,X,X,O,X,X
JOSLITZ,O,X,X,O,X
JOSLIZT,O,X,O,O,X
JOSLZTI,O,X,O,X,X
JOSLZIT,O,X,O,X,X
JOSZTIL,O,X,O,X,O
JOSZTLI,O,X,O,X,O
JOSZITL,O,X,X,X,O
JOSZILT,X,X,O,X,X
JOSZLTI,O,X,O,X,X
JOSZLIT,O,X,O,X,X
JOZTILS,X,X,O,X,X
JOZTISL,O,X,X,X,X
JOZTLIS,O,X,O,X,X
JOZTLSI,O,X,O,X,X
JOZTSIL,O,X,O,X,O
JOZTSLI,O,X,O,X,O
JOZITLS,X,X,X,X,X
JOZITSL,O,X,X,X,X
JOZILTS,X,X,X,X,X
JOZILST,X,X,X,X,X
JOZISTL,O,X,X,X,X
JOZISLT,X,X,X,X,X
JOZLTIS,O,X,O,X,X
JOZLTSI,O,X,O,X,X
JOZLITS,O,X,X,X,X
JOZLIST,O,X,X,X,X
JOZLSTI,O,X,O,X,X
JOZLSIT,O,X,O,X,X
JOZSTIL,O,X,O,X,O
JOZSTLI,O,X,O,X,O
JOZSITL,O,X,X,X,O
JOZSILT,X,X,O,X,X
JOZSLTI,O,X,O,X,X
JOZSLIT,O,X,O,X,X
STILJZO,X,X,O,X,X
STILJOZ,X,O,X,X,X
STILZJO,X,X,O,X,X
STILZOJ,X,X,X,X,X
STILOJZ,X,O,X,X,X
STILOZJ,X,X,X,X,X
STIJLZO,O,X,O,X,X
STIJLOZ,X,O,X,X,X
STIJZLO,O,X,O,X,X
STIJZOL,X,X,X,X,X
STIJOLZ,X,O,O,X,X
STIJOZL,X,X,O,X,X
STIZLJO,X,X,O,X,X
STIZLOJ,X,X,X,X,X
STIZJLO,X,X,O,X,X
STIZJOL,X,X,X,X,X
STIZOLJ,X,X,X,X,X
STIZOJL,X,X,X,X,X
STIOLJZ,X,O,O,X,X
STIOLZJ,X,X,O,X,X
STIOJLZ,X,O,O,X,X
STIOJZL,X,X,O,X,X
STIOZLJ,X,X,O,X,X
STIOZJL,X,X,O,X,X
STLIJZO,O,X,O,X,X
STLIJOZ,X,O,X,X,X
STLIZJO,X,X,O,X,X
STLIZOJ,X,X,X,X,X
STLIOJZ,X,O,X,X,X
STLIOZJ,X,X,X,X,X
STLJIZO,O,X,O,X,X
STLJIOZ,X,O,X,O,X
STLJZIO,X,O,O,X,X
STLJZOI,X,O,X,X,X
STLJOIZ,X,O,X,O,X
STLJOZI,X,O,X,X,X
STLZIJO,X,O,O,X,X
STLZIOJ,X,O,X,X,X
STLZJIO,X,O,O,X,X
STLZJOI,X,O,X,X,X
STLZOIJ,X,O,X,X,X
STLZOJI,X,O,X,X,X
STLOIJZ,X,O,X,X,X
STLOIZJ,X,X,X,X,X
STLOJIZ,X,O,X,X,X
STLOJZI,X,O,X,X,X
STLOZIJ,X,O,X,X,X
STLOZJI,X,O,X,X,X
STJILZO,O,X,O,X,X
STJILOZ,X,O,X,X,X
STJIZLO,O,X,O,X,X
STJIZOL,X,X,X,X,X
STJIOLZ,X,O,O,X,X
STJIOZL,X,X,O,X,X
STJLIZO,O,X,O,X,X
STJLIOZ,X,O,X,O,X
STJLZIO,X,O,O,X,X
STJLZOI,X,O,X,X,X
STJLOIZ,X,O,X,O,X
STJLOZI,X,O,X,X,X
STJZILO,X,O,O,X,X
STJZIOL,X,O,X,X,X
STJZLIO,X,O,O,X,X
STJZLOI,X,O,X,X,X
STJZOIL,X,O,X,X,X
STJZOLI,X,O,X,X,X
STJOILZ,X,O,O,X,X
STJOIZL,X,X,O,X,X
STJOLIZ,X,O,O,O,X
STJOLZI,X,O,O,X,X
STJOZIL,X,O,O,X,X
STJOZLI,X,O,O,X,X
STZILJO,X,O,O,X,X
STZILOJ,X,O,X,X,X
STZIJLO,X,O,O,X,X
STZIJOL,X,O,X,X,X
STZIOLJ,X,O,X,X,X
STZIOJL,X,O,X,X,X
STZLIJO,X,O,O,X,X
STZLIOJ,X,O,X,X,X
STZLJIO,X,O,O,X,X
STZLJOI,X,O,X,X,X
STZLOIJ,X,O,X,X,X
STZLOJI,X,O,X,X,X
STZJILO,X,O,O,X,X
STZJIOL,X,O,X,X,X
STZJLIO,X,O,O,X,X
STZJLOI,X,O,X,X,X
STZJOIL,X,O,X,X,X
STZJOLI,X,O,X,X,X
STZOILJ,X,O,X,X,X
STZOIJL,X,O,X,X,X
STZOLIJ,X,O,X,X,X
STZOLJI,X,O,X,X,X
STZOJIL,X,O,X,X,X
STZOJLI,X,O,X,X,X
STOILJZ,X,O,O,X,X
STOILZJ,X,X,O,X,X
STOIJLZ,X,O,O,X,X
STOIJZL,X,X,O,X,X
STOIZLJ,X,X,O,X,X
STOIZJL,X,X,O,X,X
STOLIJZ,X,O,O,X,X
STOLIZJ,X,X,O,X,X
STOLJIZ,X,O,O,O,X
STOLJZI,X,O,O,X,X
STOLZIJ,X,O,O,X,X
STOLZJI,X,O,O,X,X
STOJILZ,X,O,O,X,X
STOJIZL,X,X,O,X,X
STOJLIZ,X,O,O,O,X
STOJLZI,X,O,O,X,X
STOJZIL,X,O,O,X,X
STOJZLI,X,O,O,X,X
STOZILJ,X,O,O,X,X
STOZIJL,X,O,O,X,X
STOZLIJ,X,O,O,X,X
STOZLJI,X,O,O,X,X
STOZJIL,X,O,O,X,X
STOZJLI,X,O,O,X,X
SITLJZO,X,X,X,X,X
SITLJOZ,X,X,X,O,X
SITLZJO,X,X,X,X,X
SITLZOJ,X,X,X,X,X
SITLOJZ,X,X,X,X,X
SITLOZJ,X,X,X,X,X
SITJLZO,O,X,X,X,X
SITJLOZ,X,X,X,O,X
SITJZLO,O,X,X,X,X
SITJZOL,X,X,X,X,X
SITJOLZ,X,X,X,O,X
SITJOZL,X,X,X,X,X
SITZLJO,X,X,X,X,X
SITZLOJ,X,X,X,X,X
SITZJLO,X,X,X,X,X
SITZJOL,X,X,X,X,X
SITZOLJ,X,X,X,X,X
SITZOJL,X,X,X,X,X
SITOLJZ,X,X,X,O,X
SITOLZJ,X,X,X,X,X
SITOJLZ,X,X,X,O,X
SITOJZL,X,X,X,X,X
SITOZLJ,X,X,X,X,X
SITOZJL,X,X,X,X,X
SILTJZO,X,X,X,X,X
SILTJOZ,X,X,X,O,X
SILTZJO,X,X,X,X,X
SILTZOJ,X,X,X,X,X
SILTOJZ,X,X,X,X,X
SILTOZJ,X,X,X,X,X
SILJTZO,X,X,X,X,X
SILJTOZ,X,X,X,O,X
SILJZTO,X,X,O,X,X
SILJZOT,X,X,X,X,X
SILJOTZ,X,X,X,X,X
SILJOZT,X,X,X,X,X
SILZTJO,X,X,X,X,X
SILZTOJ,X,X,X,X,X
SILZJTO,X,X,O,X,X
SILZJOT,X,X,X,X,X
SILZOTJ,X,X,X,X,X
SILZOJT,X,X,X,X,X
SILOTJZ,X,X,X,X,X
SILOTZJ,X,X,X,X,X
