sequence,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukBzgBFiB/?qBcrBisB,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukBUhBFiBT?lBXrBisB,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukB3gBFiBT?mB0qBisB,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukBclB/mBF?iBzqBisB
JSIZTOL,O,O,X,X
JSIZLTO,O,O,X,X
JSIZLOT,O,X,X,X
JSIZOTL,O,X,X,X
JSIZOLT,O,X,X,X
JSIOTLZ,X,X,X,X
JSIOTZL,X,X,X,X
JSIOLTZ,X,X,X,X
JSIOLZT,X,X,X,X
JSIOZTL,X,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,O,O,X,X
JSLTIOZ,X,X,X,X
JSLTZIO,O,O,X,X
JSLTZOI,O,X,X,X
JSLTOIZ,X,X,X,X
JSLTOZI,X,X,X,X
JSLITZO,O,O,X,X
JSLITOZ,X,X,X,X
JSLIZTO,O,O,X,X
JSLIZOT,O,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,O,O,X,X
JSLZTOI,O,X,X,X
JSLZITO,O,O,X,X
JSLZIOT,O,X,X,X
JSLZOTI,O,X,X,X
JSLZOIT,O,X,X,X
JSLOTIZ,X,X,X,X
JSLOTZI,X,X,X,X
JSLOITZ,X,X,X,X
JSLOIZT,X,X,X,X
JSLOZTI,X,X,X,X
JSLOZIT,X,X,X,X
JSZTILO,X,X,X,X
JSZTIOL,O,O,X,X
JSZTLIO,X,X,X,X
JSZTLOI,X,X,X,X
JSZTOIL,O,X,X,X
JSZTOLI,X,X,X,X
JSZITLO,X,X,X,X
JSZITOL,O,O,X,X
JSZILTO,O,O,X,X
JSZILOT,O,X,X,X
JSZIOTL,O,X,X,X
JSZIOLT,O,X,X,X
JSZLTIO,O,O,X,X
JSZLTOI,O,X,X,X
JSZLITO,O,O,X,X
JSZLIOT,O,X,X,X
JSZLOTI,O,X,X,X
JSZLOIT,O,X,X,X
JSZOTIL,O,X,X,X
JSZOTLI,X,X,X,X
JSZOITL,O,X,X,X
JSZOILT,O,X,X,X
JSZOLTI,O,X,X,X
JSZOLIT,O,X,X,X
JSOTILZ,X,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,X,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,X,X,X
JSOIZTL,X,X,X,X
JSOIZLT,X,X,X,X
JSOLTIZ,X,X,X,X
JSOLTZI,X,X,X,X
JSOLITZ,X,X,X,X
JSOLIZT,X,X,X,X
JSOLZTI,X,X,X,X
JSOLZIT,X,X,X,X
JSOZTIL,X,X,X,X
JSOZTLI,X,X,X,X
JSOZITL,X,X,X,X
JSOZILT,X,X,X,X
JSOZLTI,X,X,X,X
JSOZLIT,X,X,X,X
JZTILSO,X,X,X,X
JZTILOS,X,X,X,X
JZTISLO,X,X,X,X
JZTISOL,O,X,O,X
JZTIOLS,X,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,X,X
JZTSIOL,O,X,O,X
JZTSLIO,X,X,X,X
JZTSLOI,X,X,X,X
JZTSOIL,O,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,X
JZITSLO,X,X,X,X
JZITSOL,O,X,O,X
JZITOLS,X,X,X,X
JZITOSL,X,X,X,X
JZILTSO,O,X,O,X
JZILTOS,X,X,X,X
JZILSTO,O,X,O,O
JZILSOT,O,X,X,X
JZILOTS,X,X,O,X
JZILOST,X,X,O,X
JZISTLO,X,X,X,O
JZISTOL,O,X,O,O
JZISLTO,O,X,O,O
JZISLOT,O,X,X,X
JZISOTL,O,X,O,X
JZISOLT,O,X,O,X
JZIOTLS,X,X,X,X
JZIOTSL,X,X,O,X
JZIOLTS,X,X,O,X
JZIOLST,X,X,O,X
JZIOSTL,X,X,O,X
JZIOSLT,X,X,O,X
JZLTISO,O,X,O,X
JZLTIOS,X,X,X,X
JZLTSIO,O,X,O,X
JZLTSOI,O,X,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,O,X,O,X
JZLITOS,X,X,X,X
JZLISTO,O,X,O,O
JZLISOT,O,X,X,X
JZLIOTS,X,X,O,X
JZLIOST,X,X,O,X
JZLSTIO,O,X,O,O
JZLSTOI,O,X,X,X
JZLSITO,O,X,O,O
JZLSIOT,O,X,X,X
JZLSOTI,O,X,X,X
JZLSOIT,O,X,X,X
JZLOTIS,X,X,O,X
JZLOTSI,X,X,O,X
JZLOITS,X,X,O,X
JZLOIST,X,X,O,X
JZLOSTI,X,X,O,X
JZLOSIT,X,X,O,X
JZSTILO,X,X,X,O
JZSTIOL,O,X,O,O
JZSTLIO,X,X,X,X
JZSTLOI,X,X,X,X
JZSTOIL,O,X,X,X
JZSTOLI,X,X,X,X
JZSITLO,X,X,X,O
JZSITOL,O,X,O,O
JZSILTO,O,X,O,O
JZSILOT,O,X,X,X
JZSIOTL,O,X,O,X
JZSIOLT,O,X,O,X
JZSLTIO,O,X,O,O
JZSLTOI,O,X,X,X
JZSLITO,O,X,O,O
JZSLIOT,O,X,X,X
JZSLOTI,O,X,X,X
JZSLOIT,O,X,X,X
JZSOTIL,O,X,O,X
JZSOTLI,X,X,X,X
JZSOITL,O,X,O,X
JZSOILT,O,X,O,X
JZSOLTI,O,X,O,X
JZSOLIT,O,X,O,X
JZOTILS,X,X,X,X
JZOTISL,X,X,O,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,X,X,O,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,X,X,O,X
JZOILTS,X,X,O,X
JZOILST,X,X,O,X
JZOISTL,X,X,O,X
JZOISLT,X,X,O,X
JZOLTIS,X,X,O,X
JZOLTSI,X,X,O,X
JZOLITS,X,X,O,X
JZOLIST,X,X,O,X
JZOLSTI,X,X,O,X
JZOLSIT,X,X,O,X
JZOSTIL,X,X,O,X
JZOSTLI,X,X,X,X
JZOSITL,X,X,O,X
JZOSILT,X,X,O,X
JZOSLTI,X,X,O,X
JZOSLIT,X,X,O,X
JOTILSZ,X,X,X,X
JOTILZS,X,X,X,X
JOTISLZ,X,X,O,X
JOTISZL,X,X,O,X
JOTIZLS,X,O,X,X
JOTIZSL,X,O,X,X
JOTLISZ,X,X,X,X
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,O,X
JOTSIZL,X,X,O,X
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,O,X,X
JOTZISL,X,O,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,O,X
JOITSZL,X,X,O,X
JOITZLS,X,O,X,X
JOITZSL,X,O,X,X
JOILTSZ,X,X,O,X
JOILTZS,X,O,X,X
JOILSTZ,X,X,O,X
JOILSZT,X,X,X,X
JOILZTS,X,O,X,X
JOILZST,X,X,X,X
JOISTLZ,X,X,O,X
JOISTZL,X,X,O,X
JOISLTZ,X,X,O,X
JOISLZT,X,X,X,X
JOISZTL,X,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,O,X,X
JOIZTSL,X,O,X,X
JOIZLTS,X,O,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,O,X
JOLTIZS,X,O,X,X
JOLTSIZ,X,X,O,X
JOLTSZI,X,X,X,X
JOLTZIS,X,O,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,O,X
JOLITZS,X,O,X,X
JOLISTZ,X,X,O,X
JOLISZT,X,X,X,X
JOLIZTS,X,O,X,X
JOLIZST,X,X,X,X
JOLSTIZ,X,X,O,X
JOLSTZI,X,X,X,X
JOLSITZ,X,X,O,X
JOLSIZT,X,X,X,X
JOLSZTI,X,X,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,O,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,O,X,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,X,O,X
JOSTIZL,X,X,O,X
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,X,O,X
JOSITZL,X,X,O,X
JOSILTZ,X,X,O,X
JOSILZT,X,X,X,X
JOSIZTL,X,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,X,O,X
JOSLTZI,X,X,X,X
JOSLITZ,X,X,O,X
JOSLIZT,X,X,X,X
JOSLZTI,X,X,X,X
JOSLZIT,X,X,X,X
JOSZTIL,X,X,X,X
JOSZTLI,X,X,X,X
JOSZITL,X,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,X
JOSZLIT,X,X,X,X
JOZTILS,X,O,X,X
JOZTISL,X,O,X,X
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,X,X,X,X
JOZTSLI,X,X,X,X
JOZITLS,X,O,X,X
JOZITSL,X,O,X,X
JOZILTS,X,O,X,X
JOZILST,X,X,X,X
JOZISTL,X,X,X,X
JOZISLT,X,X,X,X
JOZLTIS,X,O,X,X
JOZLTSI,X,X,X,X
JOZLITS,X,O,X,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,X,X,X
JOZSTLI,X,X,X,X
JOZSITL,X,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,X,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,X,X,X
STIJZOL,O,O,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,X,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,X,X,O
STIZJOL,O,O,X,O
STIZOLJ,X,X,X,X
STIZOJL,O,O,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,O,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,O,X,X
STLIJZO,X,X,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,X,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,X,X,X
STLJIOZ,X,X,X,X
STLJZIO,X,X,X,X
STLJZOI,X,X,X,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,X,X,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,X,X,X
STLZJOI,X,X,X,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,X,X,X,X
STJILZO,X,X,X,X
STJILOZ,X,X,X,X
STJIZLO,X,X,X,X
STJIZOL,O,O,X,X
STJIOLZ,X,X,X,X
STJIOZL,X,X,X,X
STJLIZO,X,X,X,X
STJLIOZ,X,X,X,X
STJLZIO,X,X,X,X
STJLZOI,X,X,X,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,X,X,X,X
STJZIOL,O,O,X,X
STJZLIO,X,X,X,X
STJZLOI,X,X,X,X
STJZOIL,O,X,X,X
STJZOLI,X,X,X,X
STJOILZ,X,X,X,X
STJOIZL,X,X,X,X
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,X,X,X,X
STZILOJ,X,X,X,X
STZIJLO,X,X,X,O
STZIJOL,O,O,X,O
STZIOLJ,X,X,X,X
STZIOJL,O,O,X,X
STZLIJO,X,X,X,X
STZLIOJ,X,X,X,X
STZLJIO,X,X,X,X
STZLJOI,X,X,X,X
STZLOIJ,X,X,X,X
STZLOJI,X,X,X,X
STZJILO,X,X,X,O
STZJIOL,O,O,X,O
STZJLIO,X,X,X,X
STZJLOI,X,X,X,X
STZJOIL,O,X,X,X
STZJOLI,X,X,X,X
STZOILJ,X,X,X,X
STZOIJL,O,O,X,X
STZOLIJ,X,X,X,X
STZOLJI,X,X,X,X
STZOJIL,O,O,X,X
STZOJLI,X,X,X,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,O,X,X
STOIZLJ,X,X,X,X
STOIZJL,X,O,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,X,X,X,X
STOJILZ,X,X,X,X
STOJIZL,X,O,X,X
STOJLIZ,X,X,X,X
STOJLZI,X,X,X,X
STOJZIL,X,O,X,X
STOJZLI,X,X,X,X
STOZILJ,X,X,X,X
STOZIJL,X,O,X,X
STOZLIJ,X,X,X,X
STOZLJI,X,X,X,X
STOZJIL,X,O,X,X
STOZJLI,X,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,O,O,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,X,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,X,X,O
SITZJOL,O,O,X,O
SITZOLJ,X,X,X,X
SITZOJL,O,O,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,O,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,O,X,X
SILTJZO,O,O,X,X
SILTJOZ,X,X,X,X
SILTZJO,O,O,X,O
SILTZOJ,O,O,X,X
SILTOJZ,X,O,X,X
SILTOZJ,X,O,X,X
SILJTZO,O,O,X,X
SILJTOZ,X,X,X,X
SILJZTO,O,O,X,X
SILJZOT,O,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,O,O,X,O
SILZTOJ,O,O,X,X
SILZJTO,O,O,X,O
SILZJOT,O,X,X,X
SILZOTJ,O,O,X,X
SILZOJT,O,O,X,X
SILOTJZ,X,O,X,X
SILOTZJ,X,O,X,X
SILOJTZ,X,O,X,X
SILOJZT,X,O,X,X
SILOZTJ,X,O,X,X
SILOZJT,X,O,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,O,O,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,O,O,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,O,O,X,X
SIJLZOT,O,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,X,X,X,X
SIJZTOL,O,O,X,X
SIJZLTO,O,O,X,X
SIJZLOT,O,X,X,X
SIJZOTL,O,X,X,X
SIJZOLT,O,X,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,X,X,O
SIZTJOL,O,O,X,O
SIZTOLJ,X,X,X,X
SIZTOJL,O,O,X,X
SIZLTJO,O,O,X,O
SIZLTOJ,O,O,X,X
SIZLJTO,O,O,X,O
SIZLJOT,O,X,X,X
SIZLOTJ,O,O,X,X
SIZLOJT,O,O,X,X
SIZJTLO,X,X,X,O
SIZJTOL,O,O,X,O
SIZJLTO,O,O,X,O
SIZJLOT,O,X,X,X
SIZJOTL,O,X,X,X
SIZJOLT,O,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,O,O,X,X
SIZOLTJ,O,O,X,X
SIZOLJT,O,O,X,X
SIZOJTL,O,O,X,X
SIZOJLT,O,O,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,X,X,X,X
SIOTJZL,X,O,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,O,X,X
SIOLTJZ,X,O,X,X
SIOLTZJ,X,O,X,X
SIOLJTZ,X,O,X,X
SIOLJZT,X,O,X,X
SIOLZTJ,X,O,X,X
SIOLZJT,X,O,X,X
SIOJTLZ,X,X,X,X
SIOJTZL,X,O,X,X
SIOJLTZ,X,O,X,X
SIOJLZT,X,O,X,X
SIOJZTL,X,O,X,X
SIOJZLT,X,O,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,X,O,X,X
SIOZLTJ,X,O,X,X
SIOZLJT,X,O,X,X
SIOZJTL,X,O,X,X
SIOZJLT,X,O,X,X
SLTIJZO,O,O,X,X
SLTIJOZ,X,X,X,X
SLTIZJO,O,O,X,O
SLTIZOJ,O,O,X,X
SLTIOJZ,X,O,X,X
SLTIOZJ,X,O,X,X
SLTJIZO,O,O,X,X
SLTJIOZ,X,X,X,X
SLTJZIO,O,O,X,X
SLTJZOI,O,X,X,X
SLTJOIZ,X,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,O,O,X,O
SLTZIOJ,O,O,X,X
SLTZJIO,O,O,X,O
SLTZJOI,O,X,X,X
SLTZOIJ,O,O,X,X
SLTZOJI,O,O,X,X
SLTOIJZ,X,O,X,X
SLTOIZJ,X,O,X,X
SLTOJIZ,X,O,X,X
SLTOJZI,X,O,X,X
SLTOZIJ,X,O,X,X
SLTOZJI,X,O,X,X
SLITJZO,O,O,X,X
SLITJOZ,X,X,X,X
SLITZJO,O,O,X,O
SLITZOJ,O,O,X,X
SLITOJZ,X,O,X,X
SLITOZJ,X,O,X,X
SLIJTZO,O,O,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,O,O,X,X
SLIJZOT,O,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,O,O,X,O
SLIZTOJ,O,O,X,X
SLIZJTO,O,O,X,O
SLIZJOT,O,X,X,X
SLIZOTJ,O,O,X,X
SLIZOJT,O,O,X,X
SLIOTJZ,X,O,X,X
SLIOTZJ,X,O,X,X
SLIOJTZ,X,O,X,X
SLIOJZT,X,O,X,X
SLIOZTJ,X,O,X,X
SLIOZJT,X,O,X,X
SLJTIZO,O,O,X,X
SLJTIOZ,X,X,X,X
SLJTZIO,O,O,X,X
SLJTZOI,O,X,X,X
SLJTOIZ,X,X,X,X
SLJTOZI,X,X,X,X
SLJITZO,O,O,X,X
SLJITOZ,X,X,X,X
SLJIZTO,O,O,X,X
SLJIZOT,O,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,O,O,X,X
SLJZTOI,O,X,X,X
SLJZITO,O,O,X,X
SLJZIOT,O,X,X,X
SLJZOTI,O,X,X,X
SLJZOIT,O,X,X,X
SLJOTIZ,X,X,X,X
SLJOTZI,X,X,X,X
SLJOITZ,X,X,X,X
SLJOIZT,X,X,X,X
SLJOZTI,X,X,X,X
SLJOZIT,X,X,X,X
SLZTIJO,O,O,X,O
SLZTIOJ,O,O,X,X
SLZTJIO,O,O,X,O
SLZTJOI,O,X,X,X
SLZTOIJ,O,O,X,X
SLZTOJI,O,O,X,X
SLZITJO,O,O,X,O
SLZITOJ,O,O,X,X
SLZIJTO,O,O,X,O
SLZIJOT,O,X,X,X
SLZIOTJ,O,O,X,X
SLZIOJT,O,O,X,X
SLZJTIO,O,O,X,O
SLZJTOI,O,X,X,X
SLZJITO,O,O,X,O
SLZJIOT,O,X,X,X
SLZJOTI,O,X,X,X
SLZJOIT,O,X,X,X
SLZOTIJ,O,O,X,X
SLZOTJI,O,O,X,X
SLZOITJ,O,O,X,X
SLZOIJT,O,O,X,X
SLZOJTI,O,O,X,X
SLZOJIT,O,O,X,X
SLOTIJZ,X,O,X,X
SLOTIZJ,X,O,X,X
SLOTJIZ,X,O,X,X
SLOTJZI,X,O,X,X
SLOTZIJ,X,O,X,X
SLOTZJI,X,O,X,X
SLOITJZ,X,O,X,X
SLOITZJ,X,O,X,X
SLOIJTZ,X,O,X,X
SLOIJZT,X,O,X,X
SLOIZTJ,X,O,X,X
SLOIZJT,X,O,X,X
SLOJTIZ,X,O,X,X
SLOJTZI,X,O,X,X
SLOJITZ,X,O,X,X
SLOJIZT,X,O,X,X
SLOJZTI,X,O,X,X
SLOJZIT,X,O,X,X
SLOZTIJ,X,O,X,X
SLOZTJI,X,O,X,X
SLOZITJ,X,O,X,X
SLOZIJT,X,O,X,X
SLOZJTI,X,O,X,X
SLOZJIT,X,O,X,X
SJTILZO,X,X,X,X
SJTILOZ,X,X,X,X
SJTIZLO,X,X,X,X
SJTIZOL,O,O,X,X
SJTIOLZ,X,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,X,X,X,X
SJTLZIO,X,X,X,X
SJTLZOI,X,X,X,X
SJTLOIZ,X,X,X,X
SJTLOZI,X,X,X,X
SJTZILO,X,X,X,X
SJTZIOL,O,O,X,X
SJTZLIO,X,X,X,X
SJTZLOI,X,X,X,X
SJTZOIL,O,X,X,X
SJTZOLI,X,X,X,X
SJTOILZ,X,X,X,X
SJTOIZL,X,X,X,X
SJTOLIZ,X,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,X,X,X,X
SJTOZLI,X,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,X,X,X,X
SJITZOL,O,O,X,X
SJITOLZ,X,X,X,X
SJITOZL,X,X,X,X
SJILTZO,O,O,X,X
SJILTOZ,X,X,X,X
SJILZTO,O,O,X,X
SJILZOT,O,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,X,X,X,X
SJIZTOL,O,O,X,X
SJIZLTO,O,O,X,X
SJIZLOT,O,X,X,X
SJIZOTL,O,X,X,X
SJIZOLT,O,X,X,X
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,X,X,X
SJIOZTL,X,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,O,O,X,X
SJLTIOZ,X,X,X,X
SJLTZIO,O,O,X,X
SJLTZOI,O,X,X,X
SJLTOIZ,X,X,X,X
SJLTOZI,X,X,X,X
SJLITZO,O,O,X,X
SJLITOZ,X,X,X,X
SJLIZTO,O,O,X,X
SJLIZOT,O,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,O,O,X,X
SJLZTOI,O,X,X,X
SJLZITO,O,O,X,X
SJLZIOT,O,X,X,X
SJLZOTI,O,X,X,X
SJLZOIT,O,X,X,X
SJLOTIZ,X,X,X,X
SJLOTZI,X,X,X,X
SJLOITZ,X,X,X,X
SJLOIZT,X,X,X,X
SJLOZTI,X,X,X,X
SJLOZIT,X,X,X,X
SJZTILO,X,X,X,X
SJZTIOL,O,O,X,X
SJZTLIO,X,X,X,X
SJZTLOI,X,X,X,X
SJZTOIL,O,X,X,X
SJZTOLI,X,X,X,X
SJZITLO,X,X,X,X
SJZITOL,O,O,X,X
SJZILTO,O,O,X,X
SJZILOT,O,X,X,X
SJZIOTL,O,X,X,X
SJZIOLT,O,X,X,X
SJZLTIO,O,O,X,X
SJZLTOI,O,X,X,X
SJZLITO,O,O,X,X
SJZLIOT,O,X,X,X
SJZLOTI,O,X,X,X
SJZLOIT,O,X,X,X
SJZOTIL,O,X,X,X
SJZOTLI,X,X,X,X
SJZOITL,O,X,X,X
SJZOILT,O,X,X,X
SJZOLTI,O,X,X,X
SJZOLIT,O,X,X,X
SJOTILZ,X,X,X,X
SJOTIZL,X,X,X,X
SJOTLIZ,X,X,X,X
SJOTLZI,X,X,X,X
SJOTZIL,X,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,X,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,X
SJOILZT,X,X,X,X
SJOIZTL,X,X,X,X
SJOIZLT,X,X,X,X
SJOLTIZ,X,X,X,X
SJOLTZI,X,X,X,X
SJOLITZ,X,X,X,X
SJOLIZT,X,X,X,X
SJOLZTI,X,X,X,X
SJOLZIT,X,X,X,X
SJOZTIL,X,X,X,X
SJOZTLI,X,X,X,X
SJOZITL,X,X,X,X
SJOZILT,X,X,X,X
SJOZLTI,X,X,X,X
SJOZLIT,X,X,X,X
SZTILJO,X,X,X,X
SZTILOJ,X,X,X,X
SZTIJLO,X,X,X,O
SZTIJOL,O,O,X,O
SZTIOLJ,X,X,X,X
SZTIOJL,O,O,X,X
SZTLIJO,X,X,X,X
SZTLIOJ,X,X,X,X
SZTLJIO,X,X,X,X
SZTLJOI,X,X,X,X
SZTLOIJ,X,X,X,X
SZTLOJI,X,X,X,X
SZTJILO,X,X,X,O
SZTJIOL,O,O,X,O
SZTJLIO,X,X,X,X
SZTJLOI,X,X,X,X
SZTJOIL,O,X,X,X
SZTJOLI,X,X,X,X
SZTOILJ,X,X,X,X
SZTOIJL,O,O,X,X
SZTOLIJ,X,X,X,X
SZTOLJI,X,X,X,X
SZTOJIL,O,O,X,X
SZTOJLI,X,X,X,X
SZITLJO,X,X,X,X
SZITLOJ,X,X,X,X
SZITJLO,X,X,X,O
SZITJOL,O,O,X,O
SZITOLJ,X,X,X,X
SZITOJL,O,O,X,X
SZILTJO,O,O,X,O
SZILTOJ,O,O,X,X
SZILJTO,O,O,X,O
SZILJOT,O,X,X,X
SZILOTJ,O,O,X,X
SZILOJT,O,O,X,X
SZIJTLO,X,X,X,O
SZIJTOL,O,O,X,O
SZIJLTO,O,O,X,O
SZIJLOT,O,X,X,X
SZIJOTL,O,X,X,X
SZIJOLT,O,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,O,O,X,X
SZIOLTJ,O,O,X,X
SZIOLJT,O,O,X,X
SZIOJTL,O,O,X,X
SZIOJLT,O,O,X,X
SZLTIJO,O,O,X,O
SZLTIOJ,O,O,X,X
SZLTJIO,O,O,X,O
SZLTJOI,O,X,X,X
SZLTOIJ,O,O,X,X
SZLTOJI,O,O,X,X
SZLITJO,O,O,X,O
SZLITOJ,O,O,X,X
SZLIJTO,O,O,X,O
SZLIJOT,O,X,X,X
SZLIOTJ,O,O,X,X
SZLIOJT,O,O,X,X
SZLJTIO,O,O,X,O
SZLJTOI,O,X,X,X
SZLJITO,O,O,X,O
SZLJIOT,O,X,X,X
SZLJOTI,O,X,X,X
SZLJOIT,O,X,X,X
SZLOTIJ,O,O,X,X
SZLOTJI,O,O,X,X
SZLOITJ,O,O,X,X
