sequence,v115@JhB8HeC8FeF8BeA8JeZEJvhFukBUhBFiBTjBSsBXtB,v115@JhB8HeC8FeF8BeA8JeZEJvhFukBFhB0iBzmBStBXtB,v115@JhB8HeC8FeF8BeA8JeRBJvhFGjBTkB0mBlnBXtBipB
STZIOLJ,O,X,O
STZIOJL,O,X,O
STZLIJO,O,X,O
STZLIOJ,O,X,O
STZLJIO,O,X,O
STZLJOI,O,X,O
STZLOIJ,O,X,O
STZLOJI,O,X,O
STZJILO,O,X,O
STZJIOL,O,X,O
STZJLIO,O,X,O
STZJLOI,O,X,O
STZJOIL,O,X,O
STZJOLI,O,X,O
STZOILJ,O,X,O
STZOIJL,O,X,O
STZOLIJ,O,X,O
STZOLJI,O,X,O
STZOJIL,O,X,O
STZOJLI,O,X,O
STOILJZ,O,O,X
STOILZJ,O,O,X
STOIJLZ,O,O,X
STOIJZL,O,O,O
STOIZLJ,O,O,O
STOIZJL,O,O,O
STOLIJZ,O,O,X
STOLIZJ,O,O,X
STOLJIZ,O,O,X
STOLJZI,O,O,O
STOLZIJ,O,O,O
STOLZJI,O,O,O
STOJILZ,O,O,X
STOJIZL,O,O,O
STOJLIZ,O,O,X
STOJLZI,O,O,O
STOJZIL,O,O,O
STOJZLI,O,O,O
STOZILJ,O,O,O
STOZIJL,O,O,O
STOZLIJ,O,O,O
STOZLJI,O,O,O
STOZJIL,O,O,O
STOZJLI,O,O,O
SITLJZO,O,X,X
SITLJOZ,O,X,X
SITLZJO,O,X,X
SITLZOJ,O,X,X
SITLOJZ,O,X,X
SITLOZJ,O,X,X
SITJLZO,O,X,X
SITJLOZ,O,X,X
SITJZLO,O,X,O
SITJZOL,O,X,O
SITJOLZ,O,O,X
SITJOZL,O,O,O
SITZLJO,O,X,O
SITZLOJ,O,X,O
SITZJLO,O,X,O
SITZJOL,O,X,O
SITZOLJ,O,X,O
SITZOJL,O,X,O
SITOLJZ,O,O,X
SITOLZJ,O,O,X
SITOJLZ,O,O,X
SITOJZL,O,O,O
SITOZLJ,O,O,O
SITOZJL,O,O,O
SILTJZO,O,X,X
SILTJOZ,O,X,X
SILTZJO,O,X,X
SILTZOJ,O,X,X
SILTOJZ,O,X,X
SILTOZJ,O,X,X
SILJTZO,O,X,X
SILJTOZ,O,X,X
SILJZTO,O,X,X
SILJZOT,O,X,X
SILJOTZ,O,O,X
SILJOZT,O,O,X
SILZTJO,O,X,O
SILZTOJ,O,X,O
SILZJTO,O,X,X
SILZJOT,O,X,X
SILZOTJ,O,X,O
SILZOJT,O,X,X
SILOTJZ,O,O,X
SILOTZJ,O,O,X
SILOJTZ,O,O,X
SILOJZT,O,O,X
SILOZTJ,O,O,O
SILOZJT,O,O,X
SIJTLZO,O,X,X
SIJTLOZ,O,X,X
SIJTZLO,O,X,O
SIJTZOL,O,X,O
SIJTOLZ,O,O,X
SIJTOZL,O,O,O
SIJLTZO,O,X,X
SIJLTOZ,O,X,X
SIJLZTO,O,X,X
SIJLZOT,O,X,X
SIJLOTZ,O,O,X
SIJLOZT,O,O,X
SIJZTLO,O,X,O
SIJZTOL,O,X,O
SIJZLTO,O,X,X
SIJZLOT,O,X,X
SIJZOTL,O,X,O
SIJZOLT,O,X,X
SIJOTLZ,O,O,X
SIJOTZL,O,O,O
SIJOLTZ,O,O,X
SIJOLZT,O,O,X
SIJOZTL,O,O,O
SIJOZLT,O,O,X
SIZTLJO,O,X,O
SIZTLOJ,O,X,O
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,O,X,O
SIZTOJL,O,X,O
SIZLTJO,O,X,O
SIZLTOJ,O,X,O
SIZLJTO,O,X,X
SIZLJOT,O,X,X
SIZLOTJ,O,X,O
SIZLOJT,O,X,X
SIZJTLO,O,X,O
SIZJTOL,O,X,O
SIZJLTO,O,X,X
SIZJLOT,O,X,X
SIZJOTL,O,X,O
SIZJOLT,O,X,X
SIZOTLJ,O,X,O
SIZOTJL,O,X,O
SIZOLTJ,O,X,O
SIZOLJT,O,X,X
SIZOJTL,O,X,O
SIZOJLT,O,X,X
SIOTLJZ,O,O,X
SIOTLZJ,O,O,X
SIOTJLZ,O,O,X
SIOTJZL,O,O,O
SIOTZLJ,O,O,O
SIOTZJL,O,O,O
SIOLTJZ,O,O,X
SIOLTZJ,O,O,X
SIOLJTZ,O,O,X
SIOLJZT,O,O,X
SIOLZTJ,O,O,O
SIOLZJT,O,O,X
SIOJTLZ,O,O,X
SIOJTZL,O,O,O
SIOJLTZ,O,O,X
SIOJLZT,O,O,X
SIOJZTL,O,O,O
SIOJZLT,O,O,X
SIOZTLJ,O,O,O
SIOZTJL,O,O,O
SIOZLTJ,O,O,O
SIOZLJT,O,O,X
SIOZJTL,O,O,O
SIOZJLT,O,O,X
SLTIJZO,O,X,X
SLTIJOZ,O,X,X
SLTIZJO,O,X,X
SLTIZOJ,O,X,X
SLTIOJZ,O,X,X
SLTIOZJ,O,X,X
SLTJIZO,O,X,X
SLTJIOZ,O,X,X
SLTJZIO,O,X,O
SLTJZOI,O,X,O
SLTJOIZ,O,X,X
SLTJOZI,O,X,O
SLTZIJO,O,X,O
SLTZIOJ,O,X,O
SLTZJIO,O,X,O
SLTZJOI,O,X,O
SLTZOIJ,O,X,O
SLTZOJI,O,X,O
SLTOIJZ,O,X,X
SLTOIZJ,O,X,X
SLTOJIZ,O,X,X
SLTOJZI,O,X,O
SLTOZIJ,O,X,O
SLTOZJI,O,X,O
SLITJZO,O,X,X
SLITJOZ,O,X,X
SLITZJO,O,X,X
SLITZOJ,O,X,X
SLITOJZ,O,X,X
SLITOZJ,O,X,X
SLIJTZO,O,X,X
SLIJTOZ,O,X,X
SLIJZTO,O,X,X
SLIJZOT,O,X,X
SLIJOTZ,O,O,X
SLIJOZT,O,O,X
SLIZTJO,O,X,O
SLIZTOJ,O,X,O
SLIZJTO,O,X,X
SLIZJOT,O,X,X
SLIZOTJ,O,X,O
SLIZOJT,O,X,X
SLIOTJZ,O,O,X
SLIOTZJ,O,O,X
SLIOJTZ,O,O,X
SLIOJZT,O,O,X
SLIOZTJ,O,O,O
SLIOZJT,O,O,X
SLJTIZO,O,X,X
SLJTIOZ,O,X,X
SLJTZIO,O,X,O
SLJTZOI,O,X,O
SLJTOIZ,O,X,X
SLJTOZI,O,X,O
SLJITZO,O,X,X
SLJITOZ,O,X,X
SLJIZTO,O,X,X
SLJIZOT,O,X,X
SLJIOTZ,O,O,X
SLJIOZT,O,O,X
SLJZTIO,O,X,X
SLJZTOI,O,X,X
SLJZITO,O,X,X
SLJZIOT,O,X,X
SLJZOTI,O,X,X
SLJZOIT,O,X,X
SLJOTIZ,O,O,X
SLJOTZI,O,O,O
SLJOITZ,O,O,X
SLJOIZT,O,O,X
SLJOZTI,O,O,X
SLJOZIT,O,O,X
SLZTIJO,O,X,O
SLZTIOJ,O,X,O
SLZTJIO,O,X,O
SLZTJOI,O,X,O
SLZTOIJ,O,X,O
SLZTOJI,O,X,O
SLZITJO,O,X,O
SLZITOJ,O,X,O
SLZIJTO,O,X,X
SLZIJOT,O,X,X
SLZIOTJ,O,X,O
SLZIOJT,O,X,X
SLZJTIO,O,X,X
SLZJTOI,O,X,X
SLZJITO,O,X,X
SLZJIOT,O,X,X
SLZJOTI,O,X,X
SLZJOIT,O,X,X
SLZOTIJ,O,X,O
SLZOTJI,O,X,O
SLZOITJ,O,X,O
SLZOIJT,O,X,X
SLZOJTI,O,X,X
SLZOJIT,O,X,X
SLOTIJZ,O,O,X
SLOTIZJ,O,O,X
SLOTJIZ,O,O,X
SLOTJZI,O,O,O
SLOTZIJ,O,O,O
SLOTZJI,O,O,O
SLOITJZ,O,O,X
SLOITZJ,O,O,X
SLOIJTZ,O,O,X
SLOIJZT,O,O,X
SLOIZTJ,O,O,O
SLOIZJT,O,O,X
SLOJTIZ,O,O,X
SLOJTZI,O,O,O
SLOJITZ,O,O,X
SLOJIZT,O,O,X
SLOJZTI,O,O,X
SLOJZIT,O,O,X
SLOZTIJ,O,O,O
SLOZTJI,O,O,O
SLOZITJ,O,O,O
SLOZIJT,O,O,X
SLOZJTI,O,O,X
SLOZJIT,O,O,X
SJTILZO,O,X,X
SJTILOZ,O,X,X
SJTIZLO,O,X,O
SJTIZOL,O,X,O
SJTIOLZ,O,O,X
SJTIOZL,O,O,O
SJTLIZO,O,X,X
SJTLIOZ,O,X,X
SJTLZIO,O,X,O
SJTLZOI,O,X,O
SJTLOIZ,O,X,X
SJTLOZI,O,X,O
SJTZILO,O,X,O
SJTZIOL,O,X,O
SJTZLIO,O,X,O
SJTZLOI,O,X,O
SJTZOIL,O,X,O
SJTZOLI,O,X,O
SJTOILZ,O,O,X
SJTOIZL,O,O,O
SJTOLIZ,O,O,X
SJTOLZI,O,O,O
SJTOZIL,O,O,O
SJTOZLI,O,O,O
SJITLZO,O,X,X
SJITLOZ,O,X,X
SJITZLO,O,X,O
SJITZOL,O,X,O
SJITOLZ,O,O,X
SJITOZL,O,O,O
SJILTZO,O,X,X
SJILTOZ,O,X,X
SJILZTO,O,X,X
SJILZOT,O,X,X
SJILOTZ,O,O,X
SJILOZT,O,O,X
SJIZTLO,O,X,O
SJIZTOL,O,X,O
SJIZLTO,O,X,X
SJIZLOT,O,X,X
SJIZOTL,O,X,O
SJIZOLT,O,X,X
SJIOTLZ,O,O,X
SJIOTZL,O,O,O
SJIOLTZ,O,O,X
SJIOLZT,O,O,X
SJIOZTL,O,O,O
SJIOZLT,O,O,X
SJLTIZO,O,X,X
SJLTIOZ,O,X,X
SJLTZIO,O,X,O
SJLTZOI,O,X,O
SJLTOIZ,O,X,X
SJLTOZI,O,X,O
SJLITZO,O,X,X
SJLITOZ,O,X,X
SJLIZTO,O,X,X
SJLIZOT,O,X,X
SJLIOTZ,O,O,X
SJLIOZT,O,O,X
SJLZTIO,O,X,X
SJLZTOI,O,X,X
SJLZITO,O,X,X
SJLZIOT,O,X,X
SJLZOTI,O,X,X
SJLZOIT,O,X,X
SJLOTIZ,O,O,X
SJLOTZI,O,O,O
SJLOITZ,O,O,X
SJLOIZT,O,O,X
SJLOZTI,O,O,X
SJLOZIT,O,O,X
SJZTILO,O,X,O
SJZTIOL,O,X,O
SJZTLIO,O,X,O
SJZTLOI,O,X,O
SJZTOIL,O,X,O
SJZTOLI,O,X,O
SJZITLO,O,X,O
SJZITOL,O,X,O
SJZILTO,O,X,X
SJZILOT,O,X,X
SJZIOTL,O,X,O
SJZIOLT,O,X,X
SJZLTIO,O,X,X
SJZLTOI,O,X,X
SJZLITO,O,X,X
SJZLIOT,O,X,X
SJZLOTI,O,X,X
SJZLOIT,O,X,X
SJZOTIL,O,X,O
SJZOTLI,O,X,O
SJZOITL,O,X,O
SJZOILT,O,X,X
SJZOLTI,O,X,X
SJZOLIT,O,X,X
SJOTILZ,O,O,X
SJOTIZL,O,O,O
SJOTLIZ,O,O,X
SJOTLZI,O,O,O
SJOTZIL,O,O,O
SJOTZLI,O,O,O
SJOITLZ,O,O,X
SJOITZL,O,O,O
SJOILTZ,O,O,X
SJOILZT,O,O,X
SJOIZTL,O,O,O
SJOIZLT,O,O,X
SJOLTIZ,O,O,X
SJOLTZI,O,O,O
SJOLITZ,O,O,X
SJOLIZT,O,O,X
SJOLZTI,O,O,X
SJOLZIT,O,O,X
SJOZTIL,O,O,O
SJOZTLI,O,O,O
SJOZITL,O,O,O
SJOZILT,O,O,X
SJOZLTI,O,O,X
SJOZLIT,O,O,X
SZTILJO,O,X,O
SZTILOJ,O,X,O
SZTIJLO,O,X,O
SZTIJOL,O,X,O
SZTIOLJ,O,X,O
SZTIOJL,O,X,O
SZTLIJO,O,X,O
SZTLIOJ,O,X,O
SZTLJIO,O,X,O
SZTLJOI,O,X,O
SZTLOIJ,O,X,O
SZTLOJI,O,X,O
SZTJILO,O,X,O
SZTJIOL,O,X,O
SZTJLIO,O,X,O
SZTJLOI,O,X,O
SZTJOIL,O,X,O
SZTJOLI,O,X,O
SZTOILJ,O,X,O
SZTOIJL,O,X,O
SZTOLIJ,O,X,O
SZTOLJI,O,X,O
SZTOJIL,O,X,O
SZTOJLI,O,X,O
SZITLJO,O,X,O
SZITLOJ,O,X,O
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,O,X,O
SZITOJL,O,X,O
SZILTJO,O,X,O
SZILTOJ,O,X,O
SZILJTO,O,X,X
SZILJOT,O,X,X
SZILOTJ,O,X,O
SZILOJT,O,X,X
SZIJTLO,O,X,O
SZIJTOL,O,X,O
SZIJLTO,O,X,X
SZIJLOT,O,X,X
SZIJOTL,O,X,O
SZIJOLT,O,X,X
SZIOTLJ,O,X,O
SZIOTJL,O,X,O
SZIOLTJ,O,X,O
SZIOLJT,O,X,X
SZIOJTL,O,X,O
SZIOJLT,O,X,X
SZLTIJO,O,X,O
SZLTIOJ,O,X,O
SZLTJIO,O,X,O
SZLTJOI,O,X,O
SZLTOIJ,O,X,O
SZLTOJI,O,X,O
SZLITJO,O,X,O
SZLITOJ,O,X,O
SZLIJTO,O,X,X
SZLIJOT,O,X,X
SZLIOTJ,O,X,O
SZLIOJT,O,X,X
SZLJTIO,O,X,X
SZLJTOI,O,X,X
SZLJITO,O,X,X
SZLJIOT,O,X,X
SZLJOTI,O,X,X
SZLJOIT,O,X,X
SZLOTIJ,O,X,O
SZLOTJI,O,X,O
SZLOITJ,O,X,O
SZLOIJT,O,X,X
SZLOJTI,O,X,X
SZLOJIT,O,X,X
SZJTILO,O,X,O
SZJTIOL,O,X,O
SZJTLIO,O,X,O
SZJTLOI,O,X,O
SZJTOIL,O,X,O
SZJTOLI,O,X,O
SZJITLO,O,X,O
SZJITOL,O,X,O
SZJILTO,O,X,X
SZJILOT,O,X,X
SZJIOTL,O,X,O
SZJIOLT,O,X,X
SZJLTIO,O,X,X
SZJLTOI,O,X,X
SZJLITO,O,X,X
SZJLIOT,O,X,X
SZJLOTI,O,X,X
SZJLOIT,O,X,X
SZJOTIL,O,X,O
SZJOTLI,O,X,O
SZJOITL,O,X,O
SZJOILT,O,X,X
SZJOLTI,O,X,X
SZJOLIT,O,X,X
SZOTILJ,O,X,O
SZOTIJL,O,X,O
SZOTLIJ,O,X,O
SZOTLJI,O,X,O
SZOTJIL,O,X,O
SZOTJLI,O,X,O
SZOITLJ,O,X,O
SZOITJL,O,X,O
SZOILTJ,O,X,O
SZOILJT,O,X,X
SZOIJTL,O,X,O
SZOIJLT,O,X,X
SZOLTIJ,O,X,O
SZOLTJI,O,X,O
SZOLITJ,O,X,O
SZOLIJT,O,X,X
SZOLJTI,O,X,X
SZOLJIT,O,X,X
SZOJTIL,O,X,O
SZOJTLI,O,X,O
SZOJITL,O,X,O
SZOJILT,O,X,X
SZOJLTI,O,X,X
SZOJLIT,O,X,X
SOTILJZ,O,O,X
SOTILZJ,O,O,X
SOTIJLZ,O,O,X
SOTIJZL,O,O,O
SOTIZLJ,O,O,O
SOTIZJL,O,O,O
SOTLIJZ,O,O,X
SOTLIZJ,O,O,X
SOTLJIZ,O,O,X
SOTLJZI,O,O,O
SOTLZIJ,O,O,O
SOTLZJI,O,O,O
SOTJILZ,O,O,X
SOTJIZL,O,O,O
SOTJLIZ,O,O,X
SOTJLZI,O,O,O
SOTJZIL,O,O,O
SOTJZLI,O,O,O
SOTZILJ,O,O,O
SOTZIJL,O,O,O
SOTZLIJ,O,O,O
SOTZLJI,O,O,O
SOTZJIL,O,O,O
SOTZJLI,O,O,O
SOITLJZ,O,O,X
SOITLZJ,O,O,X
SOITJLZ,O,O,X
SOITJZL,O,O,O
SOITZLJ,O,O,O
SOITZJL,O,O,O
SOILTJZ,O,O,X
SOILTZJ,O,O,X
SOILJTZ,O,O,X
SOILJZT,O,O,X
SOILZTJ,O,O,O
SOILZJT,O,O,X
SOIJTLZ,O,O,X
SOIJTZL,O,O,O
SOIJLTZ,O,O,X
SOIJLZT,O,O,X
SOIJZTL,O,O,O
SOIJZLT,O,O,X
SOIZTLJ,O,O,O
SOIZTJL,O,O,O
SOIZLTJ,O,O,O
SOIZLJT,O,O,X
SOIZJTL,O,O,O
SOIZJLT,O,O,X
SOLTIJZ,O,O,X
SOLTIZJ,O,O,X
SOLTJIZ,O,O,X
SOLTJZI,O,O,O
SOLTZIJ,O,O,O
SOLTZJI,O,O,O
SOLITJZ,O,O,X
SOLITZJ,O,O,X
SOLIJTZ,O,O,X
SOLIJZT,O,O,X
SOLIZTJ,O,O,O
SOLIZJT,O,O,X
SOLJTIZ,O,O,X
SOLJTZI,O,O,O
SOLJITZ,O,O,X
SOLJIZT,O,O,X
SOLJZTI,O,O,X
SOLJZIT,O,O,X
SOLZTIJ,O,O,O
SOLZTJI,O,O,O
SOLZITJ,O,O,O
SOLZIJT,O,O,X
SOLZJTI,O,O,X
SOLZJIT,O,O,X
SOJTILZ,O,O,X
SOJTIZL,O,O,O
SOJTLIZ,O,O,X
SOJTLZI,O,O,O
SOJTZIL,O,O,O
SOJTZLI,O,O,O
SOJITLZ,O,O,X
SOJITZL,O,O,O
SOJILTZ,O,O,X
SOJILZT,O,O,X
SOJIZTL,O,O,O
SOJIZLT,O,O,X
SOJLTIZ,O,O,X
SOJLTZI,O,O,O
SOJLITZ,O,O,X
SOJLIZT,O,O,X
SOJLZTI,O,O,X
SOJLZIT,O,O,X
SOJZTIL,O,O,O
SOJZTLI,O,O,O
SOJZITL,O,O,O
SOJZILT,O,O,X
SOJZLTI,O,O,X
SOJZLIT,O,O,X
SOZTILJ,O,O,O
SOZTIJL,O,O,O
SOZTLIJ,O,O,O
SOZTLJI,O,O,O
SOZTJIL,O,O,O
SOZTJLI,O,O,O
SOZITLJ,O,O,O
SOZITJL,O,O,O
SOZILTJ,O,O,O
SOZILJT,O,O,X
SOZIJTL,O,O,O
SOZIJLT,O,O,X
SOZLTIJ,O,O,O
SOZLTJI,O,O,O
SOZLITJ,O,O,O
SOZLIJT,O,O,X
SOZLJTI,O,O,X
SOZLJIT,O,O,X
SOZJTIL,O,O,O
SOZJTLI,O,O,O
SOZJITL,O,O,O
SOZJILT,O,O,X
SOZJLTI,O,O,X
SOZJLIT,O,O,X
ZTILJSO,O,X,X
ZTILJOS,O,X,X
ZTILSJO,O,X,X
ZTILSOJ,O,X,X
ZTILOJS,O,X,X
ZTILOSJ,O,X,X
ZTIJLSO,O,X,X
ZTIJLOS,O,X,X
ZTIJSLO,O,X,X
ZTIJSOL,O,X,X
ZTIJOLS,O,O,X
ZTIJOSL,O,O,X
ZTISLJO,O,X,O
ZTISLOJ,O,X,O
ZTISJLO,O,X,O
ZTISJOL,O,X,O
ZTISOLJ,O,X,O
ZTISOJL,O,X,O
ZTIOLJS,O,O,X
ZTIOLSJ,O,O,X
ZTIOJLS,O,O,X
ZTIOJSL,O,O,X
ZTIOSLJ,O,O,O
ZTIOSJL,O,O,O
ZTLIJSO,O,X,X
ZTLIJOS,O,X,X
ZTLISJO,O,X,X
ZTLISOJ,O,X,X
ZTLIOJS,O,X,X
ZTLIOSJ,O,X,X
ZTLJISO,O,X,X
ZTLJIOS,O,X,X
ZTLJSIO,O,X,X
ZTLJSOI,O,X,X
ZTLJOIS,O,X,X
ZTLJOSI,O,X,X
ZTLSIJO,O,X,X
ZTLSIOJ,O,X,X
ZTLSJIO,O,X,X
ZTLSJOI,O,X,X
ZTLSOIJ,O,X,X
ZTLSOJI,O,X,X
ZTLOIJS,O,X,X
ZTLOISJ,O,X,X
ZTLOJIS,O,X,X
ZTLOJSI,O,X,X
ZTLOSIJ,O,X,X
ZTLOSJI,O,X,X
ZTJILSO,O,X,X
ZTJILOS,O,X,X
ZTJISLO,O,X,X
ZTJISOL,O,X,X
ZTJIOLS,O,O,X
ZTJIOSL,O,O,X
ZTJLISO,O,X,X
ZTJLIOS,O,X,X
ZTJLSIO,O,X,X
ZTJLSOI,O,X,X
ZTJLOIS,O,X,X
ZTJLOSI,O,X,X
ZTJSILO,O,X,X
ZTJSIOL,O,X,X
ZTJSLIO,O,X,X
ZTJSLOI,O,X,X
ZTJSOIL,O,X,X
ZTJSOLI,O,X,X
ZTJOILS,O,O,X
ZTJOISL,O,O,X
ZTJOLIS,O,O,X
ZTJOLSI,O,O,X
ZTJOSIL,O,O,X
ZTJOSLI,O,O,X
ZTSILJO,O,X,O
ZTSILOJ,O,X,O
ZTSIJLO,O,X,O
ZTSIJOL,O,X,O
ZTSIOLJ,O,X,O
ZTSIOJL,O,X,O
ZTSLIJO,O,X,O
ZTSLIOJ,O,X,O
ZTSLJIO,O,X,O
ZTSLJOI,O,X,O
ZTSLOIJ,O,X,O
ZTSLOJI,O,X,O
ZTSJILO,O,X,O
ZTSJIOL,O,X,O
ZTSJLIO,O,X,O
ZTSJLOI,O,X,O
ZTSJOIL,O,X,O
ZTSJOLI,O,X,O
ZTSOILJ,O,X,O
ZTSOIJL,O,X,O
ZTSOLIJ,O,X,O
ZTSOLJI,O,X,O
ZTSOJIL,O,X,O
ZTSOJLI,O,X,O
ZTOILJS,O,O,X
ZTOILSJ,O,O,X
ZTOIJLS,O,O,X
ZTOIJSL,O,O,X
ZTOISLJ,O,O,O
ZTOISJL,O,O,O
ZTOLIJS,O,O,X
ZTOLISJ,O,O,X
ZTOLJIS,O,O,X
ZTOLJSI,O,O,X
ZTOLSIJ,O,O,X
ZTOLSJI,O,O,X
ZTOJILS,O,O,X
ZTOJISL,O,O,X
ZTOJLIS,O,O,X
ZTOJLSI,O,O,X
ZTOJSIL,O,O,X
ZTOJSLI,O,O,X
ZTOSILJ,O,O,O
ZTOSIJL,O,O,O
ZTOSLIJ,O,O,O
ZTOSLJI,O,O,O
ZTOSJIL,O,O,O
ZTOSJLI,O,O,O
ZITLJSO,O,X,X
ZITLJOS,O,X,X
ZITLSJO,O,X,X
ZITLSOJ,O,X,X
ZITLOJS,O,X,X
ZITLOSJ,O,X,X
ZITJLSO,O,X,X
ZITJLOS,O,X,X
ZITJSLO,O,X,X
ZITJSOL,O,X,X
ZITJOLS,O,O,X
ZITJOSL,O,O,X
ZITSLJO,O,X,O
ZITSLOJ,O,X,O
ZITSJLO,O,X,O
ZITSJOL,O,X,O
ZITSOLJ,O,X,O
ZITSOJL,O,X,O
ZITOLJS,O,O,X
ZITOLSJ,O,O,X
ZITOJLS,O,O,X
ZITOJSL,O,O,X
ZITOSLJ,O,O,O
ZITOSJL,O,O,O
ZILTJSO,O,X,X
ZILTJOS,O,X,X
ZILTSJO,O,X,X
ZILTSOJ,O,X,X
ZILTOJS,O,X,X
ZILTOSJ,O,X,X
ZILJTSO,O,X,X
ZILJTOS,O,X,X
ZILJSTO,O,X,X
ZILJSOT,O,X,X
ZILJOTS,O,O,X
ZILJOST,O,O,X
ZILSTJO,O,X,O
ZILSTOJ,O,X,O
ZILSJTO,O,X,X
ZILSJOT,O,X,X
ZILSOTJ,O,X,O
ZILSOJT,O,X,X
ZILOTJS,O,O,X
ZILOTSJ,O,O,X
ZILOJTS,O,O,X
ZILOJST,O,O,X
ZILOSTJ,O,O,O
ZILOSJT,O,O,X
ZIJTLSO,O,X,X
ZIJTLOS,O,X,X
ZIJTSLO,O,X,X
ZIJTSOL,O,X,X
ZIJTOLS,O,O,X
ZIJTOSL,O,O,X
ZIJLTSO,O,X,X
ZIJLTOS,O,X,X
ZIJLSTO,O,X,X
ZIJLSOT,O,X,X
ZIJLOTS,O,O,X
ZIJLOST,O,O,X
ZIJSTLO,O,X,O
ZIJSTOL,O,X,O
ZIJSLTO,O,X,X
ZIJSLOT,O,X,X
ZIJSOTL,O,X,O
ZIJSOLT,O,X,X
ZIJOTLS,O,O,X
ZIJOTSL,O,O,X
ZIJOLTS,O,O,X
ZIJOLST,O,O,X
ZIJOSTL,O,O,O
ZIJOSLT,O,O,X
ZISTLJO,O,X,O
ZISTLOJ,O,X,O
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,O,X,O
ZISTOJL,O,X,O
ZISLTJO,O,X,O
ZISLTOJ,O,X,O
ZISLJTO,O,X,X
ZISLJOT,O,X,X
ZISLOTJ,O,X,O
ZISLOJT,O,X,X
ZISJTLO,O,X,O
ZISJTOL,O,X,O
ZISJLTO,O,X,X
ZISJLOT,O,X,X
ZISJOTL,O,X,O
ZISJOLT,O,X,X
ZISOTLJ,O,X,O
ZISOTJL,O,X,O
ZISOLTJ,O,X,O
ZISOLJT,O,X,X
ZISOJTL,O,X,O
ZISOJLT,O,X,X
ZIOTLJS,O,O,X
ZIOTLSJ,O,O,X
ZIOTJLS,O,O,X
ZIOTJSL,O,O,X
ZIOTSLJ,O,O,O
ZIOTSJL,O,O,O
ZIOLTJS,O,O,X
ZIOLTSJ,O,O,X
ZIOLJTS,O,O,X
ZIOLJST,O,O,X
ZIOLSTJ,O,O,O
ZIOLSJT,O,O,X
ZIOJTLS,O,O,X
ZIOJTSL,O,O,X
ZIOJLTS,O,O,X
ZIOJLST,O,O,X
ZIOJSTL,O,O,O
ZIOJSLT,O,O,X
ZIOSTLJ,O,O,O
ZIOSTJL,O,O,O
ZIOSLTJ,O,O,O
ZIOSLJT,O,O,X
ZIOSJTL,O,O,O
ZIOSJLT,O,O,X
ZLTIJSO,O,X,X
ZLTIJOS,O,X,X
ZLTISJO,O,X,X
ZLTISOJ,O,X,X
ZLTIOJS,O,X,X
ZLTIOSJ,O,X,X
ZLTJISO,O,X,X
ZLTJIOS,O,X,X
ZLTJSIO,O,X,X
ZLTJSOI,O,X,X
ZLTJOIS,O,X,X
ZLTJOSI,O,X,X
ZLTSIJO,O,X,X
ZLTSIOJ,O,X,X
ZLTSJIO,O,X,X
ZLTSJOI,O,X,X
ZLTSOIJ,O,X,X
ZLTSOJI,O,X,X
ZLTOIJS,O,X,X
ZLTOISJ,O,X,X
ZLTOJIS,O,X,X
ZLTOJSI,O,X,X
ZLTOSIJ,O,X,X
ZLTOSJI,O,X,X
ZLITJSO,O,X,X
ZLITJOS,O,X,X
ZLITSJO,O,X,X
ZLITSOJ,O,X,X
ZLITOJS,O,X,X
ZLITOSJ,O,X,X
ZLIJTSO,O,X,X
ZLIJTOS,O,X,X
ZLIJSTO,O,X,X
ZLIJSOT,O,X,X
ZLIJOTS,O,O,X
ZLIJOST,O,O,X
ZLISTJO,O,X,O
ZLISTOJ,O,X,O
ZLISJTO,O,X,X
ZLISJOT,O,X,X
ZLISOTJ,O,X,O
ZLISOJT,O,X,X
ZLIOTJS,O,O,X
ZLIOTSJ,O,O,X
ZLIOJTS,O,O,X
ZLIOJST,O,O,X
ZLIOSTJ,O,O,O
ZLIOSJT,O,O,X
ZLJTISO,O,X,X
ZLJTIOS,O,X,X
ZLJTSIO,O,X,X
ZLJTSOI,O,X,X
ZLJTOIS,O,X,X
ZLJTOSI,O,X,X
ZLJITSO,O,X,X
ZLJITOS,O,X,X
ZLJISTO,O,X,X
ZLJISOT,O,X,X
ZLJIOTS,O,O,X
ZLJIOST,O,O,X
ZLJSTIO,O,X,X
ZLJSTOI,O,X,X
ZLJSITO,O,X,X
ZLJSIOT,O,X,X
ZLJSOTI,O,X,X
ZLJSOIT,O,X,X
ZLJOTIS,O,O,X
ZLJOTSI,O,O,X
ZLJOITS,O,O,X
ZLJOIST,O,O,X
ZLJOSTI,O,O,X
ZLJOSIT,O,O,X
ZLSTIJO,O,X,O
ZLSTIOJ,O,X,O
ZLSTJIO,O,X,O
ZLSTJOI,O,X,O
ZLSTOIJ,O,X,O
ZLSTOJI,O,X,O
ZLSITJO,O,X,O
ZLSITOJ,O,X,O
ZLSIJTO,O,X,X
ZLSIJOT,O,X,X
ZLSIOTJ,O,X,O
ZLSIOJT,O,X,X
ZLSJTIO,O,X,X
ZLSJTOI,O,X,X
ZLSJITO,O,X,X
ZLSJIOT,O,X,X
ZLSJOTI,O,X,X
