sequence,v115@IhB8HeB8FeF8CeB8JeOEJvhF0gBxhBTjBSrBlsBXsB,v115@IhB8HeB8FeF8CeB8JeOEJvhF0gBSnBTjBRrB3sBlrB,v115@IhB8HeB8FeF8CeB8JeOEJvhFxgB8mBCjBzlBXoBVxB
STZIJLO,X,X,X
STZIJOL,X,X,X
STZIOLJ,X,X,X
STZIOJL,X,X,X
STZLIJO,X,X,X
STZLIOJ,X,X,X
STZLJIO,X,X,X
STZLJOI,X,X,X
STZLOIJ,X,X,X
STZLOJI,X,X,X
STZJILO,X,X,X
STZJIOL,X,X,X
STZJLIO,X,X,X
STZJLOI,X,X,X
STZJOIL,X,X,X
STZJOLI,X,X,X
STZOILJ,X,X,X
STZOIJL,X,X,X
STZOLIJ,X,X,X
STZOLJI,X,X,X
STZOJIL,X,X,X
STZOJLI,X,X,X
STOILJZ,X,X,X
STOILZJ,X,X,X
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,X,X,X
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,X
STOLJIZ,X,X,X
STOLJZI,X,X,X
STOLZIJ,X,X,X
STOLZJI,X,X,X
STOJILZ,X,X,X
STOJIZL,X,X,X
STOJLIZ,X,X,X
STOJLZI,X,X,X
STOJZIL,X,X,X
STOJZLI,X,X,X
STOZILJ,X,X,X
STOZIJL,X,X,X
STOZLIJ,X,X,X
STOZLJI,X,X,X
STOZJIL,X,X,X
STOZJLI,X,X,X
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,X,X,X
SITJZOL,X,X,X
SITJOLZ,X,X,X
SITJOZL,X,X,X
SITZLJO,X,X,X
SITZLOJ,X,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,X,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,X,X
SILTZJO,X,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,X,X,X
SILJZOT,X,O,X
SILJOTZ,X,X,X
SILJOZT,X,O,X
SILZTJO,X,X,X
SILZTOJ,X,X,X
SILZJTO,X,X,X
SILZJOT,X,O,X
SILZOTJ,X,X,X
SILZOJT,X,O,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,X,O,X
SILOZTJ,X,X,X
SILOZJT,X,O,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,X,X,X
SIJTOZL,X,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,X,X,X
SIJLZOT,X,O,X
SIJLOTZ,X,X,X
SIJLOZT,X,O,X
SIJZTLO,X,X,X
SIJZTOL,X,X,X
SIJZLTO,X,X,X
SIJZLOT,X,O,X
SIJZOTL,X,X,X
SIJZOLT,X,O,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,X,X
SIJOLZT,X,O,X
SIJOZTL,X,X,X
SIJOZLT,X,O,X
SIZTLJO,X,X,X
SIZTLOJ,X,X,X
SIZTJLO,X,X,X
SIZTJOL,X,X,X
SIZTOLJ,X,X,X
SIZTOJL,X,X,X
SIZLTJO,X,X,X
SIZLTOJ,X,X,X
SIZLJTO,X,X,X
SIZLJOT,X,O,X
SIZLOTJ,X,X,X
SIZLOJT,X,O,X
SIZJTLO,X,X,X
SIZJTOL,X,X,X
SIZJLTO,X,X,X
SIZJLOT,X,O,X
SIZJOTL,X,X,X
SIZJOLT,X,O,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,O,X
SIZOJTL,X,X,X
SIZOJLT,X,O,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,X
SIOLJTZ,X,X,X
SIOLJZT,X,O,X
SIOLZTJ,X,X,X
SIOLZJT,X,O,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,X,O,X
SIOJZTL,X,X,X
SIOJZLT,X,O,X
SIOZTLJ,X,X,X
SIOZTJL,X,X,X
SIOZLTJ,X,X,X
SIOZLJT,X,O,X
SIOZJTL,X,X,X
SIOZJLT,X,O,X
SLTIJZO,X,X,X
SLTIJOZ,X,X,X
SLTIZJO,X,X,X
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,X,X,X
SLTJIOZ,X,X,X
SLTJZIO,X,X,X
SLTJZOI,X,X,X
SLTJOIZ,X,X,X
SLTJOZI,X,X,X
SLTZIJO,X,X,X
SLTZIOJ,X,X,X
SLTZJIO,X,X,X
SLTZJOI,X,X,X
SLTZOIJ,X,X,X
SLTZOJI,X,X,X
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,X,X
SLTOZIJ,X,X,X
SLTOZJI,X,X,X
SLITJZO,X,X,X
SLITJOZ,X,X,X
SLITZJO,X,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,X,X,X
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,X,X,X
SLIZTJO,X,X,X
SLIZTOJ,X,X,X
SLIZJTO,X,X,X
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,X,X,X
SLIOJZT,X,X,X
SLIOZTJ,X,X,X
SLIOZJT,X,X,X
SLJTIZO,X,X,X
SLJTIOZ,X,X,X
SLJTZIO,X,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,X,X,X
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,X,X,X
SLJZTIO,X,X,X
SLJZTOI,X,X,X
SLJZITO,X,X,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,O,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,O
SLJOITZ,X,X,X
SLJOIZT,X,X,X
SLJOZTI,X,X,X
SLJOZIT,X,O,X
SLZTIJO,X,X,X
SLZTIOJ,X,X,X
SLZTJIO,X,X,X
SLZTJOI,X,X,X
SLZTOIJ,X,X,X
SLZTOJI,X,X,X
SLZITJO,X,X,X
SLZITOJ,X,X,X
SLZIJTO,X,X,X
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,X,X,X
SLZJTOI,X,X,X
SLZJITO,X,X,X
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,O,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,O,X
SLOTIJZ,X,X,X
SLOTIZJ,X,X,X
SLOTJIZ,X,X,X
SLOTJZI,X,X,O
SLOTZIJ,X,X,O
SLOTZJI,X,X,O
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,X,X,X
SLOIJZT,X,X,X
SLOIZTJ,X,X,X
SLOIZJT,X,X,X
SLOJTIZ,X,X,X
SLOJTZI,X,X,O
SLOJITZ,X,X,X
SLOJIZT,X,X,X
SLOJZTI,X,X,X
SLOJZIT,X,O,X
SLOZTIJ,X,X,X
SLOZTJI,X,X,X
SLOZITJ,X,X,X
SLOZIJT,X,X,X
SLOZJTI,X,X,X
SLOZJIT,X,O,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,X,X,X
SJTIOZL,X,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,X,X
SJTLOZI,X,X,X
SJTZILO,X,X,X
SJTZIOL,X,X,X
SJTZLIO,X,X,X
SJTZLOI,X,X,X
SJTZOIL,X,X,X
SJTZOLI,X,X,X
SJTOILZ,X,X,X
SJTOIZL,X,X,X
SJTOLIZ,X,X,X
SJTOLZI,X,X,X
SJTOZIL,X,X,X
SJTOZLI,X,X,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,X,X,X
SJITOZL,X,X,X
SJILTZO,X,X,X
SJILTOZ,X,X,X
SJILZTO,X,X,X
SJILZOT,X,O,X
SJILOTZ,X,X,X
SJILOZT,X,O,X
SJIZTLO,X,X,X
SJIZTOL,X,X,X
SJIZLTO,X,X,X
SJIZLOT,X,O,X
SJIZOTL,X,X,X
SJIZOLT,X,O,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,X,X
SJIOLZT,X,O,X
SJIOZTL,X,X,X
SJIOZLT,X,O,X
SJLTIZO,X,X,X
SJLTIOZ,X,X,X
SJLTZIO,X,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,X,X
SJLTOZI,X,X,X
SJLITZO,X,X,X
SJLITOZ,X,X,X
SJLIZTO,X,X,X
SJLIZOT,X,X,X
SJLIOTZ,X,X,X
SJLIOZT,X,X,X
SJLZTIO,X,X,X
SJLZTOI,X,X,X
SJLZITO,X,X,X
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,O,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,O
SJLOITZ,X,X,X
SJLOIZT,X,X,X
SJLOZTI,X,X,X
SJLOZIT,X,O,X
SJZTILO,X,X,X
SJZTIOL,X,X,X
SJZTLIO,X,X,X
SJZTLOI,X,X,X
SJZTOIL,X,X,X
SJZTOLI,X,X,X
SJZITLO,X,X,X
SJZITOL,X,X,X
SJZILTO,X,X,X
SJZILOT,X,O,X
SJZIOTL,X,X,X
SJZIOLT,X,O,X
SJZLTIO,X,X,X
SJZLTOI,X,X,X
SJZLITO,X,X,X
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,O,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,X,O,X
SJZOLTI,X,X,X
SJZOLIT,X,O,X
SJOTILZ,X,X,X
SJOTIZL,X,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,O
SJOTZIL,X,X,O
SJOTZLI,X,X,O
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,X,X
SJOILZT,X,O,X
SJOIZTL,X,X,X
SJOIZLT,X,O,X
SJOLTIZ,X,X,X
SJOLTZI,X,X,O
SJOLITZ,X,X,X
SJOLIZT,X,X,X
SJOLZTI,X,X,X
SJOLZIT,X,O,X
SJOZTIL,X,X,X
SJOZTLI,X,X,X
SJOZITL,X,X,X
SJOZILT,X,O,X
SJOZLTI,X,X,X
SJOZLIT,X,O,X
SZTILJO,X,X,X
SZTILOJ,X,X,X
SZTIJLO,X,X,X
SZTIJOL,X,X,X
SZTIOLJ,X,X,X
SZTIOJL,X,X,X
SZTLIJO,X,X,X
SZTLIOJ,X,X,X
SZTLJIO,X,X,X
SZTLJOI,X,X,X
SZTLOIJ,X,X,X
SZTLOJI,X,X,X
SZTJILO,X,X,X
SZTJIOL,X,X,X
SZTJLIO,X,X,X
SZTJLOI,X,X,X
SZTJOIL,X,X,X
SZTJOLI,X,X,X
SZTOILJ,X,X,X
SZTOIJL,X,X,X
SZTOLIJ,X,X,X
SZTOLJI,X,X,X
SZTOJIL,X,X,X
SZTOJLI,X,X,X
SZITLJO,X,X,X
SZITLOJ,X,X,X
SZITJLO,X,X,X
SZITJOL,X,X,X
SZITOLJ,X,X,X
SZITOJL,X,X,X
SZILTJO,X,X,X
SZILTOJ,X,X,X
SZILJTO,X,X,X
SZILJOT,X,O,X
SZILOTJ,X,X,X
SZILOJT,X,O,X
SZIJTLO,X,X,X
SZIJTOL,X,X,X
SZIJLTO,X,X,X
SZIJLOT,X,O,X
SZIJOTL,X,X,X
SZIJOLT,X,O,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,O,X
SZIOJTL,X,X,X
SZIOJLT,X,O,X
SZLTIJO,X,X,X
SZLTIOJ,X,X,X
SZLTJIO,X,X,X
SZLTJOI,X,X,X
SZLTOIJ,X,X,X
SZLTOJI,X,X,X
SZLITJO,X,X,X
SZLITOJ,X,X,X
SZLIJTO,X,X,X
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,X,X,X
SZLJTOI,X,X,X
SZLJITO,X,X,X
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,O,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,O,X
SZJTILO,X,X,X
SZJTIOL,X,X,X
SZJTLIO,X,X,X
SZJTLOI,X,X,X
SZJTOIL,X,X,X
SZJTOLI,X,X,X
SZJITLO,X,X,X
SZJITOL,X,X,X
SZJILTO,X,X,X
SZJILOT,X,O,X
SZJIOTL,X,X,X
SZJIOLT,X,O,X
SZJLTIO,X,X,X
SZJLTOI,X,X,X
SZJLITO,X,X,X
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,O,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,O,X
SZJOLTI,X,X,X
SZJOLIT,X,O,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,O,X
SZOIJTL,X,X,X
SZOIJLT,X,O,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,O,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,O,X
SZOJLTI,X,X,X
SZOJLIT,X,O,X
SOTILJZ,X,X,X
SOTILZJ,X,X,X
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,X,X,X
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,X
SOTLJIZ,X,X,X
SOTLJZI,X,X,O
SOTLZIJ,X,X,O
SOTLZJI,X,X,O
SOTJILZ,X,X,X
SOTJIZL,X,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,O
SOTJZIL,X,X,O
SOTJZLI,X,X,O
SOTZILJ,X,X,O
SOTZIJL,X,X,O
SOTZLIJ,X,X,O
SOTZLJI,X,X,O
SOTZJIL,X,X,O
SOTZJLI,X,X,O
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,X
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,X
SOILJTZ,X,X,X
SOILJZT,X,O,X
SOILZTJ,X,X,X
SOILZJT,X,O,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,X,O,X
SOIJZTL,X,X,X
SOIJZLT,X,O,X
SOIZTLJ,X,X,X
SOIZTJL,X,X,X
SOIZLTJ,X,X,X
SOIZLJT,X,O,X
SOIZJTL,X,X,X
SOIZJLT,X,O,X
SOLTIJZ,X,X,X
SOLTIZJ,X,X,X
SOLTJIZ,X,X,X
SOLTJZI,X,X,O
SOLTZIJ,X,X,O
SOLTZJI,X,X,O
SOLITJZ,X,X,X
SOLITZJ,X,X,X
SOLIJTZ,X,X,X
SOLIJZT,X,X,X
SOLIZTJ,X,X,X
SOLIZJT,X,X,X
SOLJTIZ,X,X,X
SOLJTZI,X,X,O
SOLJITZ,X,X,X
SOLJIZT,X,X,X
SOLJZTI,X,X,X
SOLJZIT,X,O,X
SOLZTIJ,X,X,X
SOLZTJI,X,X,X
SOLZITJ,X,X,X
SOLZIJT,X,X,X
SOLZJTI,X,X,X
SOLZJIT,X,O,X
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,O
SOJTZIL,X,X,O
SOJTZLI,X,X,O
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,X,O,X
SOJIZTL,X,X,X
SOJIZLT,X,O,X
SOJLTIZ,X,X,X
SOJLTZI,X,X,O
SOJLITZ,X,X,X
SOJLIZT,X,X,X
SOJLZTI,X,X,X
SOJLZIT,X,O,X
SOJZTIL,X,X,X
SOJZTLI,X,X,X
SOJZITL,X,X,X
SOJZILT,X,O,X
SOJZLTI,X,X,X
SOJZLIT,X,O,X
SOZTILJ,X,X,X
SOZTIJL,X,X,X
SOZTLIJ,X,X,X
SOZTLJI,X,X,X
SOZTJIL,X,X,X
SOZTJLI,X,X,X
SOZITLJ,X,X,X
SOZITJL,X,X,X
SOZILTJ,X,X,X
SOZILJT,X,O,X
SOZIJTL,X,X,X
SOZIJLT,X,O,X
SOZLTIJ,X,X,X
SOZLTJI,X,X,X
SOZLITJ,X,X,X
SOZLIJT,X,X,X
SOZLJTI,X,X,X
SOZLJIT,X,O,X
SOZJTIL,X,X,X
SOZJTLI,X,X,X
SOZJITL,X,X,X
SOZJILT,X,O,X
SOZJLTI,X,X,X
SOZJLIT,X,O,X
ZTILJSO,X,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,X,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,X,X,X
ZTIJSLO,X,X,X
ZTIJSOL,X,X,X
ZTIJOLS,O,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,O,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,O,X,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,O,X,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,O,X,X
ZTLJSIO,O,X,X
ZTLJSOI,O,X,X
ZTLJOIS,O,X,X
ZTLJOSI,O,X,X
ZTLSIJO,X,X,X
ZTLSIOJ,X,X,X
ZTLSJIO,X,X,X
ZTLSJOI,X,X,X
ZTLSOIJ,X,X,X
ZTLSOJI,X,X,X
ZTLOIJS,O,X,X
ZTLOISJ,X,X,X
ZTLOJIS,O,X,X
ZTLOJSI,O,X,X
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,X,X,X
ZTJILOS,X,X,X
ZTJISLO,X,X,X
ZTJISOL,X,X,X
ZTJIOLS,O,X,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,O,X,X
ZTJLSIO,O,X,X
ZTJLSOI,O,X,X
ZTJLOIS,O,X,X
ZTJLOSI,O,X,X
ZTJSILO,X,X,X
ZTJSIOL,X,X,X
ZTJSLIO,X,X,X
ZTJSLOI,X,X,X
ZTJSOIL,X,X,X
ZTJSOLI,X,X,X
ZTJOILS,O,X,X
ZTJOISL,X,X,X
ZTJOLIS,O,X,X
ZTJOLSI,O,X,X
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,X,X,X
ZTSILOJ,X,X,X
ZTSIJLO,X,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,X,X,X
ZTSLIJO,X,X,X
ZTSLIOJ,X,X,X
ZTSLJIO,X,X,X
ZTSLJOI,X,X,X
ZTSLOIJ,X,X,X
ZTSLOJI,X,X,X
ZTSJILO,X,X,X
ZTSJIOL,X,X,X
ZTSJLIO,X,X,X
ZTSJLOI,X,X,X
ZTSJOIL,X,X,X
ZTSJOLI,X,X,X
ZTSOILJ,X,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,O,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,O,X,X
ZTOLISJ,X,X,X
ZTOLJIS,O,X,X
ZTOLJSI,O,X,X
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,O,X,X
ZTOJISL,X,X,X
ZTOJLIS,O,X,X
ZTOJLSI,O,X,X
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,X,X,X
ZITJSOL,X,X,X
ZITJOLS,O,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,O,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,O,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,O,X,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,O,X,X
ZILJSTO,X,X,X
ZILJSOT,X,X,X
ZILJOTS,O,X,X
ZILJOST,X,X,X
ZILSTJO,X,X,X
ZILSTOJ,X,X,X
ZILSJTO,X,X,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,O,X,X
ZILOJST,X,X,X
ZILOSTJ,X,X,X
ZILOSJT,X,X,X
ZIJTLSO,X,X,X
ZIJTLOS,X,X,X
ZIJTSLO,X,X,X
ZIJTSOL,X,X,X
ZIJTOLS,O,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,X
ZIJLTOS,O,X,X
ZIJLSTO,X,X,X
ZIJLSOT,X,X,X
ZIJLOTS,O,X,X
ZIJLOST,X,X,X
ZIJSTLO,X,X,X
ZIJSTOL,X,X,X
ZIJSLTO,X,X,X
ZIJSLOT,X,O,X
ZIJSOTL,X,X,X
ZIJSOLT,X,O,X
ZIJOTLS,O,X,X
ZIJOTSL,X,X,X
ZIJOLTS,O,X,X
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,O,X
ZISTLJO,X,X,X
ZISTLOJ,X,X,X
ZISTJLO,X,X,X
ZISTJOL,X,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,X,X,X
ZISLTOJ,X,X,X
ZISLJTO,X,X,X
ZISLJOT,X,O,X
ZISLOTJ,X,X,X
ZISLOJT,X,O,X
ZISJTLO,X,X,X
ZISJTOL,X,X,X
ZISJLTO,X,X,X
ZISJLOT,X,O,X
ZISJOTL,X,X,X
ZISJOLT,X,O,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,O,X
ZISOJTL,X,X,X
ZISOJLT,X,O,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,O,X,X
ZIOJTSL,X,X,X
ZIOJLTS,O,X,X
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,O,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,O,X
ZIOSJTL,X,X,X
ZIOSJLT,X,O,X
ZLTIJSO,X,X,X
ZLTIJOS,O,X,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,O,X,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,O,X,X
ZLTJSIO,O,X,X
ZLTJSOI,O,X,X
ZLTJOIS,O,X,X
ZLTJOSI,O,X,X
ZLTSIJO,X,X,X
ZLTSIOJ,X,X,X
ZLTSJIO,X,X,X
ZLTSJOI,X,X,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,O,X,X
ZLTOISJ,X,X,X
ZLTOJIS,O,X,X
ZLTOJSI,O,X,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,O,X,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,O,X,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,O,X,X
ZLIJSTO,X,X,X
ZLIJSOT,X,X,X
ZLIJOTS,O,X,X
ZLIJOST,X,X,X
ZLISTJO,X,X,X
ZLISTOJ,X,X,X
ZLISJTO,X,X,X
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,O,X,X
ZLIOJST,X,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,X,X,X
ZLJTISO,X,X,X
ZLJTIOS,O,X,X
ZLJTSIO,O,X,X
ZLJTSOI,O,X,X
ZLJTOIS,O,X,X
ZLJTOSI,O,X,X
ZLJITSO,X,X,X
ZLJITOS,O,X,X
ZLJISTO,X,X,X
ZLJISOT,X,X,X
ZLJIOTS,O,X,X
ZLJIOST,X,X,X
ZLJSTIO,X,X,X
ZLJSTOI,X,X,X
ZLJSITO,X,X,X
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,O,X,X
ZLJOTSI,O,X,X
ZLJOITS,O,X,X
ZLJOIST,X,X,X
ZLJOSTI,X,X,X
ZLJOSIT,X,X,X
ZLSTIJO,X,X,X
ZLSTIOJ,X,X,X
ZLSTJIO,X,X,X
ZLSTJOI,X,X,X
ZLSTOIJ,X,X,X
ZLSTOJI,X,X,X
ZLSITJO,X,X,X
ZLSITOJ,X,X,X
ZLSIJTO,X,X,X
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
ZLSIOJT,X,X,X
ZLSJTIO,X,X,X
ZLSJTOI,X,X,X
ZLSJITO,X,X,X
