sequence,v115@KhA8FeA8BeB8EeH8Le/EJvhFalBRhBGjB0mBlnBTtB,v115@KhA8FeA8BeB8EeH8Le/EJvhFalBFhB8mBziB5oBmsB,v115@KhA8FeA8BeB8EeH8LeT/IvhFelBFhB8mB5oBatB3sB,v115@KhA8FeA8BeB8EeH8LeyEJvhFFhBmiB5oBzmBftB0pB
JSIOLZT,X,O,X,X
JSIOZTL,X,O,X,X
JSIOZLT,X,O,X,X
JSLTIZO,X,X,X,X
JSLTIOZ,X,X,X,X
JSLTZIO,X,X,X,X
JSLTZOI,X,X,X,X
JSLTOIZ,X,X,X,X
JSLTOZI,X,X,X,X
JSLITZO,X,X,X,X
JSLITOZ,X,X,X,X
JSLIZTO,X,O,X,X
JSLIZOT,X,O,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,O,X,X
JSLZTIO,X,O,X,X
JSLZTOI,X,O,X,X
JSLZITO,X,O,X,X
JSLZIOT,X,O,X,X
JSLZOTI,X,O,X,X
JSLZOIT,X,O,X,X
JSLOTIZ,X,X,X,X
JSLOTZI,X,X,X,X
JSLOITZ,X,X,X,X
JSLOIZT,X,O,X,X
JSLOZTI,X,O,X,X
JSLOZIT,X,O,X,X
JSZTILO,X,O,X,X
JSZTIOL,X,O,X,X
JSZTLIO,X,O,X,X
JSZTLOI,X,O,X,X
JSZTOIL,X,O,X,X
JSZTOLI,X,O,X,X
JSZITLO,X,O,X,X
JSZITOL,X,O,X,X
JSZILTO,X,O,X,X
JSZILOT,X,O,X,X
JSZIOTL,X,O,X,X
JSZIOLT,X,O,X,X
JSZLTIO,X,O,X,X
JSZLTOI,X,O,X,X
JSZLITO,X,O,X,X
JSZLIOT,X,O,X,X
JSZLOTI,X,O,X,X
JSZLOIT,X,O,X,X
JSZOTIL,X,O,X,X
JSZOTLI,X,O,X,X
JSZOITL,X,O,X,X
JSZOILT,X,O,X,X
JSZOLTI,X,O,X,X
JSZOLIT,X,O,X,X
JSOTILZ,X,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,X,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,O,X,X
JSOIZTL,X,O,X,X
JSOIZLT,X,O,X,X
JSOLTIZ,X,X,X,X
JSOLTZI,X,X,X,X
JSOLITZ,X,X,X,X
JSOLIZT,X,O,X,X
JSOLZTI,X,O,X,X
JSOLZIT,X,O,X,X
JSOZTIL,X,O,X,X
JSOZTLI,X,O,X,X
JSOZITL,X,O,X,X
JSOZILT,X,O,X,X
JSOZLTI,X,O,X,X
JSOZLIT,X,O,X,X
JZTILSO,X,X,X,X
JZTILOS,X,X,O,X
JZTISLO,X,O,X,X
JZTISOL,X,O,X,X
JZTIOLS,X,X,O,X
JZTIOSL,X,O,X,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,O,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,O,X
JZTLOSI,X,X,X,X
JZTSILO,X,O,X,X
JZTSIOL,X,O,X,X
JZTSLIO,X,O,X,X
JZTSLOI,X,O,X,X
JZTSOIL,X,O,X,X
JZTSOLI,X,O,X,X
JZTOILS,X,X,O,X
JZTOISL,X,O,X,X
JZTOLIS,X,X,O,X
JZTOLSI,X,X,X,X
JZTOSIL,X,O,X,X
JZTOSLI,X,O,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,O,X
JZITSLO,X,O,X,X
JZITSOL,X,O,X,X
JZITOLS,X,X,O,X
JZITOSL,X,O,X,X
JZILTSO,X,X,X,X
JZILTOS,X,X,O,X
JZILSTO,X,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,O,X
JZILOST,X,X,X,X
JZISTLO,X,O,X,X
JZISTOL,X,O,X,X
JZISLTO,X,O,X,X
JZISLOT,X,O,X,X
JZISOTL,X,O,X,X
JZISOLT,X,O,X,X
JZIOTLS,X,X,O,X
JZIOTSL,X,O,X,X
JZIOLTS,X,X,O,X
JZIOLST,X,X,X,X
JZIOSTL,X,O,X,X
JZIOSLT,X,O,X,X
JZLTISO,X,X,X,X
JZLTIOS,X,X,O,X
JZLTSIO,X,X,X,X
JZLTSOI,X,X,X,X
JZLTOIS,X,X,O,X
JZLTOSI,X,X,X,X
JZLITSO,X,X,X,X
JZLITOS,X,X,O,X
JZLISTO,X,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,O,X
JZLIOST,X,X,X,X
JZLSTIO,X,X,X,X
JZLSTOI,X,X,X,X
JZLSITO,X,X,X,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,X,O,X
JZLOTSI,X,X,X,X
JZLOITS,X,X,O,X
JZLOIST,X,X,X,X
JZLOSTI,X,X,X,X
JZLOSIT,X,X,X,X
JZSTILO,X,O,X,X
JZSTIOL,X,O,X,X
JZSTLIO,X,O,X,X
JZSTLOI,X,O,X,X
JZSTOIL,X,O,X,X
JZSTOLI,X,O,X,X
JZSITLO,X,O,X,X
JZSITOL,X,O,X,X
JZSILTO,X,O,X,X
JZSILOT,X,O,X,X
JZSIOTL,X,O,X,X
JZSIOLT,X,O,X,X
JZSLTIO,X,O,X,X
JZSLTOI,X,O,X,X
JZSLITO,X,O,X,X
JZSLIOT,X,O,X,X
JZSLOTI,X,O,X,X
JZSLOIT,X,O,X,X
JZSOTIL,X,O,X,X
JZSOTLI,X,O,X,X
JZSOITL,X,O,X,X
JZSOILT,X,O,X,X
JZSOLTI,X,O,X,X
JZSOLIT,X,O,X,X
JZOTILS,X,X,O,X
JZOTISL,X,O,X,X
JZOTLIS,X,X,O,X
JZOTLSI,X,X,X,X
JZOTSIL,X,O,X,X
JZOTSLI,X,O,X,X
JZOITLS,X,X,O,X
JZOITSL,X,O,X,X
JZOILTS,X,X,O,X
JZOILST,X,X,X,X
JZOISTL,X,O,X,X
JZOISLT,X,O,X,X
JZOLTIS,X,X,O,X
JZOLTSI,X,X,X,X
JZOLITS,X,X,O,X
JZOLIST,X,X,X,X
JZOLSTI,X,X,X,X
JZOLSIT,X,X,X,X
JZOSTIL,X,O,X,X
JZOSTLI,X,O,X,X
JZOSITL,X,O,X,X
JZOSILT,X,O,X,X
JZOSLTI,X,O,X,X
JZOSLIT,X,O,X,X
JOTILSZ,X,X,X,X
JOTILZS,X,X,O,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,O,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,X,X
JOTLIZS,X,X,O,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,O,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,X
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,O,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,O,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,X,X,O,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,O,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,O,X
JOILSTZ,X,X,X,X
JOILSZT,X,X,X,X
JOILZTS,X,X,O,X
JOILZST,X,X,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,O,X,X
JOISZTL,X,O,X,X
JOISZLT,X,O,X,X
JOIZTLS,X,X,O,X
JOIZTSL,X,O,X,X
JOIZLTS,X,X,O,X
JOIZLST,X,X,X,X
JOIZSTL,X,O,X,X
JOIZSLT,X,O,X,X
JOLTISZ,X,X,X,X
JOLTIZS,X,X,O,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,O,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,O,X
JOLISTZ,X,X,X,X
JOLISZT,X,X,X,X
JOLIZTS,X,X,O,X
JOLIZST,X,X,X,X
JOLSTIZ,X,X,X,X
JOLSTZI,X,X,X,X
JOLSITZ,X,X,X,X
JOLSIZT,X,X,X,X
JOLSZTI,X,X,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,X,O,X
JOLZTSI,X,X,X,X
JOLZITS,X,X,O,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,X,X,X
JOSTIZL,X,X,X,X
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,O,X,X
JOSIZTL,X,O,X,X
JOSIZLT,X,O,X,X
JOSLTIZ,X,X,X,X
JOSLTZI,X,X,X,X
JOSLITZ,X,X,X,X
JOSLIZT,X,O,X,X
JOSLZTI,X,O,X,X
JOSLZIT,X,O,X,X
JOSZTIL,X,O,X,X
JOSZTLI,X,O,X,X
JOSZITL,X,O,X,X
JOSZILT,X,O,X,X
JOSZLTI,X,O,X,X
JOSZLIT,X,O,X,X
JOZTILS,X,X,O,X
JOZTISL,X,O,X,X
JOZTLIS,X,X,O,X
JOZTLSI,X,X,X,X
JOZTSIL,X,O,X,X
JOZTSLI,X,O,X,X
JOZITLS,X,X,O,X
JOZITSL,X,O,X,X
JOZILTS,X,X,O,X
JOZILST,X,X,X,X
JOZISTL,X,O,X,X
JOZISLT,X,O,X,X
JOZLTIS,X,X,O,X
JOZLTSI,X,X,X,X
JOZLITS,X,X,O,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,O,X,X
JOZSTLI,X,O,X,X
JOZSITL,X,O,X,X
JOZSILT,X,O,X,X
JOZSLTI,X,O,X,X
JOZSLIT,X,O,X,X
STILJZO,O,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,O,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,O,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,X,X,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,O,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,O,X,X
STIZJOL,X,O,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,O,X,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,O,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,O,X,X,X
STLJIOZ,X,X,X,X
STLJZIO,O,X,X,X
STLJZOI,X,X,X,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,O,O,X,X
STLZIOJ,X,X,X,X
STLZJIO,O,O,X,X
STLZJOI,X,O,X,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,X,X,X,X
STJILZO,O,X,X,X
STJILOZ,X,X,X,X
STJIZLO,X,X,X,X
STJIZOL,X,X,X,X
STJIOLZ,X,X,X,X
STJIOZL,X,X,X,X
STJLIZO,O,X,X,X
STJLIOZ,X,X,X,X
STJLZIO,O,X,X,X
STJLZOI,X,X,X,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,O,X,X,X
STJZIOL,X,X,X,X
STJZLIO,O,X,X,X
STJZLOI,X,X,X,X
STJZOIL,X,X,X,X
STJZOLI,X,X,X,X
STJOILZ,X,X,X,X
STJOIZL,X,X,X,X
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,O,O,X,X
STZILOJ,X,X,X,X
STZIJLO,O,O,X,X
STZIJOL,X,O,X,X
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,X
STZLIJO,O,O,X,X
STZLIOJ,X,X,X,X
STZLJIO,O,O,X,X
STZLJOI,X,O,X,X
STZLOIJ,X,X,X,X
STZLOJI,X,X,X,X
STZJILO,O,O,X,X
STZJIOL,X,O,X,X
STZJLIO,O,O,X,X
STZJLOI,X,O,X,X
STZJOIL,X,O,X,X
STZJOLI,X,O,X,X
STZOILJ,X,X,X,X
STZOIJL,X,X,X,X
STZOLIJ,X,X,X,X
STZOLJI,X,X,X,X
STZOJIL,X,X,X,X
STZOJLI,X,X,X,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,X,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,X,X,X,X
STOJILZ,X,X,X,X
STOJIZL,X,X,X,X
STOJLIZ,X,X,X,X
STOJLZI,X,X,X,X
STOJZIL,X,X,X,X
STOJZLI,X,X,X,X
STOZILJ,X,X,X,X
STOZIJL,X,X,X,X
STOZLIJ,X,X,X,X
STOZLJI,X,X,X,X
STOZJIL,X,X,X,X
STOZJLI,X,X,X,X
SITLJZO,O,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,O,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,O,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,O,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,O,X,X
SITZJOL,X,O,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,O,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,X,O,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,X,O,X,X
SILJZOT,X,O,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,O,X,X
SILZTJO,O,O,X,X
SILZTOJ,X,X,X,X
SILZJTO,X,O,X,X
SILZJOT,X,O,X,X
SILZOTJ,O,X,X,X
SILZOJT,O,X,X,X
SILOTJZ,O,X,X,O
SILOTZJ,X,X,X,X
SILOJTZ,O,X,X,O
SILOJZT,O,X,X,X
SILOZTJ,O,X,X,X
SILOZJT,O,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,X,O,X,X
SIJLZOT,X,O,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,O,X,X
SIJZTLO,X,O,X,X
SIJZTOL,X,O,X,X
SIJZLTO,X,O,X,X
SIJZLOT,X,O,X,X
SIJZOTL,X,O,X,X
SIJZOLT,X,O,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,O,X,X
SIJOZTL,X,O,X,X
SIJOZLT,X,O,X,X
SIZTLJO,O,O,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,O,O,X,X
SIZTJOL,X,O,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,O,O,X,X
SIZLTOJ,X,X,X,X
SIZLJTO,X,O,X,X
SIZLJOT,X,O,X,X
SIZLOTJ,O,X,X,X
SIZLOJT,O,X,X,X
SIZJTLO,X,O,X,X
SIZJTOL,X,O,X,X
SIZJLTO,X,O,X,X
SIZJLOT,X,O,X,X
SIZJOTL,X,O,X,X
SIZJOLT,X,O,X,X
SIZOTLJ,O,X,X,X
SIZOTJL,O,X,X,X
SIZOLTJ,O,X,X,X
SIZOLJT,O,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,O,X,X,X
SIOTLJZ,O,X,X,O
SIOTLZJ,X,X,X,X
SIOTJLZ,O,X,X,O
SIOTJZL,X,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,O,X,X,O
SIOLTZJ,X,X,X,X
SIOLJTZ,O,X,X,O
SIOLJZT,O,X,X,X
SIOLZTJ,O,X,X,X
SIOLZJT,O,X,X,X
SIOJTLZ,X,X,X,O
SIOJTZL,X,X,X,X
SIOJLTZ,O,X,X,O
SIOJLZT,O,X,X,X
SIOJZTL,X,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,O,X,X,X
SIOZTJL,O,X,X,X
SIOZLTJ,O,X,X,X
SIOZLJT,O,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,O,X,X,X
SLTIJZO,O,X,X,X
SLTIJOZ,X,X,X,X
SLTIZJO,X,O,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,O,X,X,X
SLTJIOZ,X,X,X,X
SLTJZIO,O,X,X,X
SLTJZOI,X,X,X,X
SLTJOIZ,X,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,O,O,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,O,O,X,X
SLTZJOI,X,O,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,X,X,X,X
SLTOIZJ,X,X,X,X
SLTOJIZ,X,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,O,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,X,O,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,X,O,X,X
SLIJZOT,X,O,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,O,X,X
SLIZTJO,O,O,X,X
SLIZTOJ,X,X,X,X
SLIZJTO,X,O,X,X
SLIZJOT,X,O,X,X
SLIZOTJ,O,X,X,X
SLIZOJT,O,X,X,X
SLIOTJZ,O,X,X,O
SLIOTZJ,X,X,X,X
SLIOJTZ,O,X,X,O
SLIOJZT,O,X,X,X
SLIOZTJ,O,X,X,X
SLIOZJT,O,X,X,X
SLJTIZO,X,X,X,X
SLJTIOZ,X,X,X,X
SLJTZIO,X,X,X,X
SLJTZOI,X,X,X,X
SLJTOIZ,X,X,X,X
SLJTOZI,X,X,X,X
SLJITZO,X,X,X,X
SLJITOZ,X,X,X,X
SLJIZTO,X,O,X,X
SLJIZOT,X,O,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,O,X,X
SLJZTIO,X,O,X,X
SLJZTOI,X,O,X,X
SLJZITO,X,O,X,X
SLJZIOT,X,O,X,X
SLJZOTI,X,O,X,X
SLJZOIT,X,O,X,X
SLJOTIZ,X,X,X,X
SLJOTZI,X,X,X,X
SLJOITZ,X,X,X,X
SLJOIZT,X,O,X,X
SLJOZTI,X,O,X,X
SLJOZIT,X,O,X,X
SLZTIJO,O,O,X,X
SLZTIOJ,X,X,X,X
SLZTJIO,O,O,X,X
SLZTJOI,X,O,X,X
SLZTOIJ,X,X,X,X
SLZTOJI,X,X,X,X
SLZITJO,O,O,X,X
SLZITOJ,X,X,X,X
SLZIJTO,X,O,X,X
SLZIJOT,X,O,X,X
SLZIOTJ,O,X,X,X
SLZIOJT,O,X,X,X
SLZJTIO,X,O,X,X
SLZJTOI,X,O,X,X
SLZJITO,X,O,X,X
SLZJIOT,X,O,X,X
SLZJOTI,X,O,X,X
SLZJOIT,X,O,X,X
SLZOTIJ,O,X,X,X
SLZOTJI,O,X,X,X
SLZOITJ,O,X,X,X
SLZOIJT,O,X,X,X
SLZOJTI,X,X,X,X
SLZOJIT,O,X,X,X
SLOTIJZ,O,X,X,O
SLOTIZJ,X,X,X,X
SLOTJIZ,O,X,X,O
SLOTJZI,O,X,X,X
SLOTZIJ,O,X,X,X
SLOTZJI,O,X,X,X
SLOITJZ,O,X,X,O
SLOITZJ,X,X,X,X
SLOIJTZ,O,X,X,O
SLOIJZT,O,X,X,X
SLOIZTJ,O,X,X,X
SLOIZJT,O,X,X,X
SLOJTIZ,O,X,X,O
SLOJTZI,O,X,X,X
SLOJITZ,O,X,X,O
SLOJIZT,O,X,X,X
SLOJZTI,X,X,X,X
SLOJZIT,O,X,X,X
SLOZTIJ,O,X,X,X
SLOZTJI,O,X,X,X
SLOZITJ,O,X,X,X
SLOZIJT,O,X,X,X
SLOZJTI,X,X,X,X
SLOZJIT,O,X,X,X
SJTILZO,X,X,X,X
SJTILOZ,X,X,X,X
SJTIZLO,X,X,X,X
SJTIZOL,X,X,X,X
SJTIOLZ,X,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,X,X,X,X
SJTLZIO,X,X,X,X
SJTLZOI,X,X,X,X
SJTLOIZ,X,X,X,X
SJTLOZI,X,X,X,X
SJTZILO,X,X,X,X
SJTZIOL,X,X,X,X
SJTZLIO,X,X,X,X
SJTZLOI,X,X,X,X
SJTZOIL,X,X,X,X
SJTZOLI,X,X,X,X
SJTOILZ,X,X,X,X
SJTOIZL,X,X,X,X
SJTOLIZ,X,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,X,X,X,X
SJTOZLI,X,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,X,X,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,X,X,X,X
SJILZTO,X,O,X,X
SJILZOT,X,O,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,O,X,X
SJIZTLO,X,O,X,X
SJIZTOL,X,O,X,X
SJIZLTO,X,O,X,X
SJIZLOT,X,O,X,X
SJIZOTL,X,O,X,X
SJIZOLT,X,O,X,X
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,O,X,X
SJIOZTL,X,O,X,X
SJIOZLT,X,O,X,X
SJLTIZO,X,X,X,X
SJLTIOZ,X,X,X,X
SJLTZIO,X,X,X,X
SJLTZOI,X,X,X,X
SJLTOIZ,X,X,X,X
SJLTOZI,X,X,X,X
SJLITZO,X,X,X,X
SJLITOZ,X,X,X,X
SJLIZTO,X,O,X,X
SJLIZOT,X,O,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,O,X,X
SJLZTIO,X,O,X,X
SJLZTOI,X,O,X,X
SJLZITO,X,O,X,X
SJLZIOT,X,O,X,X
SJLZOTI,X,O,X,X
SJLZOIT,X,O,X,X
SJLOTIZ,X,X,X,X
SJLOTZI,X,X,X,X
SJLOITZ,X,X,X,X
SJLOIZT,X,O,X,X
SJLOZTI,X,O,X,X
SJLOZIT,X,O,X,X
SJZTILO,X,O,X,X
SJZTIOL,X,O,X,X
SJZTLIO,X,O,X,X
SJZTLOI,X,O,X,X
SJZTOIL,X,O,X,X
SJZTOLI,X,O,X,X
SJZITLO,X,O,X,X
SJZITOL,X,O,X,X
SJZILTO,X,O,X,X
SJZILOT,X,O,X,X
SJZIOTL,X,O,X,X
SJZIOLT,X,O,X,X
SJZLTIO,X,O,X,X
SJZLTOI,X,O,X,X
SJZLITO,X,O,X,X
SJZLIOT,X,O,X,X
SJZLOTI,X,O,X,X
SJZLOIT,X,O,X,X
SJZOTIL,X,O,X,X
SJZOTLI,X,O,X,X
SJZOITL,X,O,X,X
SJZOILT,X,O,X,X
SJZOLTI,X,O,X,X
SJZOLIT,X,O,X,X
SJOTILZ,X,X,X,X
SJOTIZL,X,X,X,X
SJOTLIZ,X,X,X,X
SJOTLZI,X,X,X,X
SJOTZIL,X,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,X,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,X
SJOILZT,X,O,X,X
SJOIZTL,X,O,X,X
SJOIZLT,X,O,X,X
SJOLTIZ,X,X,X,X
SJOLTZI,X,X,X,X
SJOLITZ,X,X,X,X
SJOLIZT,X,O,X,X
SJOLZTI,X,O,X,X
SJOLZIT,X,O,X,X
SJOZTIL,X,O,X,X
SJOZTLI,X,O,X,X
SJOZITL,X,O,X,X
SJOZILT,X,O,X,X
SJOZLTI,X,O,X,X
SJOZLIT,X,O,X,X
SZTILJO,O,O,X,X
SZTILOJ,X,X,X,X
SZTIJLO,O,O,X,X
SZTIJOL,X,O,X,X
SZTIOLJ,X,X,X,X
SZTIOJL,X,X,X,X
SZTLIJO,O,O,X,X
SZTLIOJ,X,X,X,X
SZTLJIO,O,O,X,X
SZTLJOI,X,O,X,X
SZTLOIJ,X,X,X,X
SZTLOJI,X,X,X,X
SZTJILO,O,O,X,X
SZTJIOL,X,O,X,X
SZTJLIO,O,O,X,X
SZTJLOI,X,O,X,X
SZTJOIL,X,O,X,X
SZTJOLI,X,O,X,X
SZTOILJ,X,X,X,X
SZTOIJL,X,X,X,X
SZTOLIJ,X,X,X,X
SZTOLJI,X,X,X,X
SZTOJIL,X,X,X,X
SZTOJLI,X,X,X,X
SZITLJO,O,O,X,X
SZITLOJ,X,X,X,X
SZITJLO,O,O,X,X
SZITJOL,X,O,X,X
SZITOLJ,X,X,X,X
SZITOJL,X,X,X,X
SZILTJO,O,O,X,X
SZILTOJ,X,X,X,X
SZILJTO,X,O,X,X
SZILJOT,X,O,X,X
SZILOTJ,O,X,X,X
SZILOJT,O,X,X,X
SZIJTLO,X,O,X,X
SZIJTOL,X,O,X,X
SZIJLTO,X,O,X,X
SZIJLOT,X,O,X,X
SZIJOTL,X,O,X,X
SZIJOLT,X,O,X,X
SZIOTLJ,O,X,X,X
SZIOTJL,O,X,X,X
SZIOLTJ,O,X,X,X
SZIOLJT,O,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,O,X,X,X
SZLTIJO,O,O,X,X
SZLTIOJ,X,X,X,X
SZLTJIO,O,O,X,X
SZLTJOI,X,O,X,X
SZLTOIJ,X,X,X,X
SZLTOJI,X,X,X,X
SZLITJO,O,O,X,X
SZLITOJ,X,X,X,X
SZLIJTO,X,O,X,X
SZLIJOT,X,O,X,X
SZLIOTJ,O,X,X,X
SZLIOJT,O,X,X,X
SZLJTIO,X,O,X,X
SZLJTOI,X,O,X,X
SZLJITO,X,O,X,X
SZLJIOT,X,O,X,X
SZLJOTI,X,O,X,X
SZLJOIT,X,O,X,X
SZLOTIJ,O,X,X,X
SZLOTJI,O,X,X,X
SZLOITJ,O,X,X,X
SZLOIJT,O,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,O,X,X,X
SZJTILO,X,O,X,X
SZJTIOL,X,O,X,X
SZJTLIO,X,O,X,X
SZJTLOI,X,O,X,X
SZJTOIL,X,O,X,X
SZJTOLI,X,O,X,X
SZJITLO,X,O,X,X
