sequence,v115@JhA8GeC8GeE8AeC8KeT/IvhF6lBlhBcnBeoB5oB/rB,v115@JhA8GeC8GeE8AeC8KeT/IvhF0gBlhB3iB5oBysBGrB,v115@JhA8GeC8GeE8AeC8KeT/IvhF6lB0hBmiB5oB/rB1xB
STZIJLO,O,X,O
STZIJOL,O,X,O
STZIOLJ,O,X,O
STZIOJL,O,X,O
STZLIJO,O,X,O
STZLIOJ,O,X,O
STZLJIO,O,X,O
STZLJOI,O,X,O
STZLOIJ,O,X,O
STZLOJI,O,X,O
STZJILO,O,X,O
STZJIOL,O,X,O
STZJLIO,O,X,O
STZJLOI,O,X,O
STZJOIL,O,X,O
STZJOLI,O,X,O
STZOILJ,O,X,O
STZOIJL,O,X,O
STZOLIJ,O,X,O
STZOLJI,O,X,O
STZOJIL,O,X,O
STZOJLI,O,X,O
STOILJZ,O,X,O
STOILZJ,O,X,O
STOIJLZ,O,X,O
STOIJZL,O,X,O
STOIZLJ,O,X,O
STOIZJL,O,X,O
STOLIJZ,O,X,O
STOLIZJ,O,X,O
STOLJIZ,O,X,O
STOLJZI,O,X,O
STOLZIJ,O,X,O
STOLZJI,O,X,O
STOJILZ,O,X,O
STOJIZL,O,X,O
STOJLIZ,O,X,O
STOJLZI,O,X,O
STOJZIL,O,X,O
STOJZLI,O,X,O
STOZILJ,O,X,O
STOZIJL,O,X,O
STOZLIJ,O,X,O
STOZLJI,O,X,O
STOZJIL,O,X,O
STOZJLI,O,X,O
SITLJZO,O,X,O
SITLJOZ,O,X,O
SITLZJO,O,X,O
SITLZOJ,O,X,O
SITLOJZ,O,X,O
SITLOZJ,O,X,O
SITJLZO,O,X,O
SITJLOZ,O,X,O
SITJZLO,O,X,O
SITJZOL,O,X,O
SITJOLZ,O,X,O
SITJOZL,O,X,O
SITZLJO,O,X,O
SITZLOJ,O,X,O
SITZJLO,O,X,O
SITZJOL,O,X,O
SITZOLJ,O,X,O
SITZOJL,O,X,O
SITOLJZ,O,X,O
SITOLZJ,O,X,O
SITOJLZ,O,X,O
SITOJZL,O,X,O
SITOZLJ,O,X,O
SITOZJL,O,X,O
SILTJZO,O,O,O
SILTJOZ,O,O,O
SILTZJO,O,O,O
SILTZOJ,O,O,O
SILTOJZ,O,O,O
SILTOZJ,O,O,O
SILJTZO,O,O,O
SILJTOZ,O,O,O
SILJZTO,O,O,O
SILJZOT,O,O,O
SILJOTZ,O,O,O
SILJOZT,O,O,O
SILZTJO,O,O,O
SILZTOJ,O,O,O
SILZJTO,O,O,O
SILZJOT,O,O,O
SILZOTJ,O,O,O
SILZOJT,O,O,O
SILOTJZ,O,O,O
SILOTZJ,O,O,O
SILOJTZ,O,O,O
SILOJZT,O,O,O
SILOZTJ,O,O,O
SILOZJT,O,O,O
SIJTLZO,O,O,O
SIJTLOZ,O,O,O
SIJTZLO,O,O,O
SIJTZOL,O,O,O
SIJTOLZ,O,O,O
SIJTOZL,O,O,O
SIJLTZO,O,O,O
SIJLTOZ,O,O,O
SIJLZTO,O,O,O
SIJLZOT,O,O,O
SIJLOTZ,O,O,O
SIJLOZT,O,O,O
SIJZTLO,O,O,O
SIJZTOL,O,O,O
SIJZLTO,O,O,O
SIJZLOT,O,O,O
SIJZOTL,O,O,O
SIJZOLT,O,O,O
SIJOTLZ,O,O,O
SIJOTZL,O,O,O
SIJOLTZ,O,O,O
SIJOLZT,O,O,O
SIJOZTL,O,O,O
SIJOZLT,O,O,O
SIZTLJO,O,O,O
SIZTLOJ,O,O,O
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,O,O,O
SIZTOJL,O,X,O
SIZLTJO,O,O,O
SIZLTOJ,O,O,O
SIZLJTO,O,O,O
SIZLJOT,O,O,O
SIZLOTJ,O,O,O
SIZLOJT,O,O,O
SIZJTLO,O,O,O
SIZJTOL,O,O,O
SIZJLTO,O,O,O
SIZJLOT,O,O,O
SIZJOTL,O,O,O
SIZJOLT,O,O,O
SIZOTLJ,O,O,O
SIZOTJL,O,X,O
SIZOLTJ,O,O,O
SIZOLJT,O,O,O
SIZOJTL,O,O,O
SIZOJLT,O,O,O
SIOTLJZ,O,X,O
SIOTLZJ,O,X,O
SIOTJLZ,O,X,O
SIOTJZL,O,X,O
SIOTZLJ,O,X,O
SIOTZJL,O,X,O
SIOLTJZ,O,O,O
SIOLTZJ,O,O,O
SIOLJTZ,O,O,O
SIOLJZT,O,O,O
SIOLZTJ,O,O,O
SIOLZJT,O,O,O
SIOJTLZ,O,O,O
SIOJTZL,O,O,O
SIOJLTZ,O,O,O
SIOJLZT,O,O,O
SIOJZTL,O,O,O
SIOJZLT,O,O,O
SIOZTLJ,O,O,O
SIOZTJL,O,X,O
SIOZLTJ,O,O,O
SIOZLJT,O,O,O
SIOZJTL,O,O,O
SIOZJLT,O,O,O
SLTIJZO,O,O,O
SLTIJOZ,O,O,O
SLTIZJO,O,O,O
SLTIZOJ,O,O,O
SLTIOJZ,O,O,O
SLTIOZJ,O,O,O
SLTJIZO,O,O,O
SLTJIOZ,O,O,O
SLTJZIO,O,O,O
SLTJZOI,O,O,O
SLTJOIZ,O,O,O
SLTJOZI,O,O,O
SLTZIJO,O,O,O
SLTZIOJ,O,O,O
SLTZJIO,O,O,O
SLTZJOI,O,O,O
SLTZOIJ,O,O,O
SLTZOJI,O,O,O
SLTOIJZ,O,O,O
SLTOIZJ,O,O,O
SLTOJIZ,O,O,O
SLTOJZI,O,O,O
SLTOZIJ,O,O,O
SLTOZJI,O,O,O
SLITJZO,O,O,O
SLITJOZ,O,O,O
SLITZJO,O,O,O
SLITZOJ,O,O,O
SLITOJZ,O,O,O
SLITOZJ,O,O,O
SLIJTZO,O,O,O
SLIJTOZ,O,O,O
SLIJZTO,O,O,O
SLIJZOT,O,O,O
SLIJOTZ,O,O,O
SLIJOZT,O,O,O
SLIZTJO,O,O,O
SLIZTOJ,O,O,O
SLIZJTO,O,O,O
SLIZJOT,O,O,O
SLIZOTJ,O,O,O
SLIZOJT,O,O,O
SLIOTJZ,O,O,O
SLIOTZJ,O,O,O
SLIOJTZ,O,O,O
SLIOJZT,O,O,O
SLIOZTJ,O,O,O
SLIOZJT,O,O,O
SLJTIZO,O,O,O
SLJTIOZ,O,O,O
SLJTZIO,O,O,O
SLJTZOI,O,O,O
SLJTOIZ,O,O,O
SLJTOZI,O,O,O
SLJITZO,O,O,O
SLJITOZ,O,O,O
SLJIZTO,O,O,O
SLJIZOT,O,O,O
SLJIOTZ,O,O,O
SLJIOZT,O,O,O
SLJZTIO,O,O,O
SLJZTOI,O,O,O
SLJZITO,O,O,O
SLJZIOT,O,O,O
SLJZOTI,O,O,O
SLJZOIT,O,O,O
SLJOTIZ,O,O,O
SLJOTZI,O,O,O
SLJOITZ,O,O,O
SLJOIZT,O,O,O
SLJOZTI,O,O,O
SLJOZIT,O,O,O
SLZTIJO,O,O,O
SLZTIOJ,O,O,O
SLZTJIO,O,O,O
SLZTJOI,O,O,O
SLZTOIJ,O,O,O
SLZTOJI,O,O,O
SLZITJO,O,O,O
SLZITOJ,O,O,O
SLZIJTO,O,O,O
SLZIJOT,O,O,O
SLZIOTJ,O,O,O
SLZIOJT,O,O,O
SLZJTIO,O,O,O
SLZJTOI,O,O,O
SLZJITO,O,O,O
SLZJIOT,O,O,O
SLZJOTI,O,O,O
SLZJOIT,O,O,O
SLZOTIJ,O,O,O
SLZOTJI,O,O,O
SLZOITJ,O,O,O
SLZOIJT,O,O,O
SLZOJTI,O,O,O
SLZOJIT,O,O,O
SLOTIJZ,O,O,O
SLOTIZJ,O,O,O
SLOTJIZ,O,O,O
SLOTJZI,O,O,O
SLOTZIJ,O,O,O
SLOTZJI,O,O,O
SLOITJZ,O,O,O
SLOITZJ,O,O,O
SLOIJTZ,O,O,O
SLOIJZT,O,O,O
SLOIZTJ,O,O,O
SLOIZJT,O,O,O
SLOJTIZ,O,O,O
SLOJTZI,O,O,O
SLOJITZ,O,O,O
SLOJIZT,O,O,O
SLOJZTI,O,O,O
SLOJZIT,O,O,O
SLOZTIJ,O,O,O
SLOZTJI,O,O,O
SLOZITJ,O,O,O
SLOZIJT,O,O,O
SLOZJTI,O,O,O
SLOZJIT,O,O,O
SJTILZO,O,O,O
SJTILOZ,O,O,O
SJTIZLO,O,O,O
SJTIZOL,O,O,O
SJTIOLZ,O,O,O
SJTIOZL,O,O,O
SJTLIZO,O,O,O
SJTLIOZ,O,O,O
SJTLZIO,O,O,O
SJTLZOI,O,O,O
SJTLOIZ,O,O,O
SJTLOZI,O,O,O
SJTZILO,O,O,O
SJTZIOL,O,O,O
SJTZLIO,O,O,O
SJTZLOI,O,O,O
SJTZOIL,O,O,O
SJTZOLI,O,O,O
SJTOILZ,O,O,O
SJTOIZL,O,O,O
SJTOLIZ,O,O,O
SJTOLZI,O,O,O
SJTOZIL,O,O,O
SJTOZLI,O,O,O
SJITLZO,O,O,O
SJITLOZ,O,O,O
SJITZLO,O,O,O
SJITZOL,O,O,O
SJITOLZ,O,O,O
SJITOZL,O,O,O
SJILTZO,O,O,O
SJILTOZ,O,O,O
SJILZTO,O,O,O
SJILZOT,O,O,O
SJILOTZ,O,O,O
SJILOZT,O,O,O
SJIZTLO,O,O,O
SJIZTOL,O,O,O
SJIZLTO,O,O,O
SJIZLOT,O,O,O
SJIZOTL,O,O,O
SJIZOLT,O,O,O
SJIOTLZ,O,O,O
SJIOTZL,O,O,O
SJIOLTZ,O,O,O
SJIOLZT,O,O,O
SJIOZTL,O,O,O
SJIOZLT,O,O,O
SJLTIZO,O,O,O
SJLTIOZ,O,O,O
SJLTZIO,O,O,O
SJLTZOI,O,O,O
SJLTOIZ,O,O,O
SJLTOZI,O,O,O
SJLITZO,O,O,O
SJLITOZ,O,O,O
SJLIZTO,O,O,O
SJLIZOT,O,O,O
SJLIOTZ,O,O,O
SJLIOZT,O,O,O
SJLZTIO,O,O,O
SJLZTOI,O,O,O
SJLZITO,O,O,O
SJLZIOT,O,O,O
SJLZOTI,O,O,O
SJLZOIT,O,O,O
SJLOTIZ,O,O,O
SJLOTZI,O,O,O
SJLOITZ,O,O,O
SJLOIZT,O,O,O
SJLOZTI,O,O,O
SJLOZIT,O,O,O
SJZTILO,O,O,O
SJZTIOL,O,O,O
SJZTLIO,O,O,O
SJZTLOI,O,O,O
SJZTOIL,O,O,O
SJZTOLI,O,O,O
SJZITLO,O,O,O
SJZITOL,O,O,O
SJZILTO,O,O,O
SJZILOT,O,O,O
SJZIOTL,O,O,O
SJZIOLT,O,O,O
SJZLTIO,O,O,O
SJZLTOI,O,O,O
SJZLITO,O,O,O
SJZLIOT,O,O,O
SJZLOTI,O,O,O
SJZLOIT,O,O,O
SJZOTIL,O,O,O
SJZOTLI,O,O,O
SJZOITL,O,O,O
SJZOILT,O,O,O
SJZOLTI,O,O,O
SJZOLIT,O,O,O
SJOTILZ,O,O,O
SJOTIZL,O,O,O
SJOTLIZ,O,O,O
SJOTLZI,O,O,O
SJOTZIL,O,O,O
SJOTZLI,O,O,O
SJOITLZ,O,O,O
SJOITZL,O,O,O
SJOILTZ,O,O,O
SJOILZT,O,O,O
SJOIZTL,O,O,O
SJOIZLT,O,O,O
SJOLTIZ,O,O,O
SJOLTZI,O,O,O
SJOLITZ,O,O,O
SJOLIZT,O,O,O
SJOLZTI,O,O,O
SJOLZIT,O,O,O
SJOZTIL,O,O,O
SJOZTLI,O,O,O
SJOZITL,O,O,O
SJOZILT,O,O,O
SJOZLTI,O,O,O
SJOZLIT,O,O,O
SZTILJO,O,O,O
SZTILOJ,O,O,O
SZTIJLO,O,X,O
SZTIJOL,O,X,O
SZTIOLJ,O,O,O
SZTIOJL,O,X,O
SZTLIJO,O,O,O
SZTLIOJ,O,O,O
SZTLJIO,O,O,O
SZTLJOI,O,O,O
SZTLOIJ,O,O,O
SZTLOJI,O,O,O
SZTJILO,O,X,O
SZTJIOL,O,X,O
SZTJLIO,O,X,O
SZTJLOI,O,X,O
SZTJOIL,O,X,O
SZTJOLI,O,X,O
SZTOILJ,O,O,O
SZTOIJL,O,X,O
SZTOLIJ,O,O,O
SZTOLJI,O,O,O
SZTOJIL,O,X,O
SZTOJLI,O,X,O
SZITLJO,O,O,O
SZITLOJ,O,O,O
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,O,O,O
SZITOJL,O,X,O
SZILTJO,O,O,O
SZILTOJ,O,O,O
SZILJTO,O,O,O
SZILJOT,O,O,O
SZILOTJ,O,O,O
SZILOJT,O,O,O
SZIJTLO,O,O,O
SZIJTOL,O,O,O
SZIJLTO,O,O,O
SZIJLOT,O,O,O
SZIJOTL,O,O,O
SZIJOLT,O,O,O
SZIOTLJ,O,O,O
SZIOTJL,O,X,O
SZIOLTJ,O,O,O
SZIOLJT,O,O,O
SZIOJTL,O,O,O
SZIOJLT,O,O,O
SZLTIJO,O,O,O
SZLTIOJ,O,O,O
SZLTJIO,O,O,O
SZLTJOI,O,O,O
SZLTOIJ,O,O,O
SZLTOJI,O,O,O
SZLITJO,O,O,O
SZLITOJ,O,O,O
SZLIJTO,O,O,O
SZLIJOT,O,O,O
SZLIOTJ,O,O,O
SZLIOJT,O,O,O
SZLJTIO,O,O,O
SZLJTOI,O,O,O
SZLJITO,O,O,O
SZLJIOT,O,O,O
SZLJOTI,O,O,O
SZLJOIT,O,O,O
SZLOTIJ,O,O,O
SZLOTJI,O,O,O
SZLOITJ,O,O,O
SZLOIJT,O,O,O
SZLOJTI,O,O,O
SZLOJIT,O,O,O
SZJTILO,O,O,O
SZJTIOL,O,O,O
SZJTLIO,O,O,O
SZJTLOI,O,O,O
SZJTOIL,O,O,O
SZJTOLI,O,O,O
SZJITLO,O,O,O
SZJITOL,O,O,O
SZJILTO,O,O,O
SZJILOT,O,O,O
SZJIOTL,O,O,O
SZJIOLT,O,O,O
SZJLTIO,O,O,O
SZJLTOI,O,O,O
SZJLITO,O,O,O
SZJLIOT,O,O,O
SZJLOTI,O,O,O
SZJLOIT,O,O,O
SZJOTIL,O,O,O
SZJOTLI,O,O,O
SZJOITL,O,O,O
SZJOILT,O,O,O
SZJOLTI,O,O,O
SZJOLIT,O,O,O
SZOTILJ,O,O,O
SZOTIJL,O,X,O
SZOTLIJ,O,O,O
SZOTLJI,O,O,O
SZOTJIL,O,X,O
SZOTJLI,O,X,O
SZOITLJ,O,O,O
SZOITJL,O,X,O
SZOILTJ,O,O,O
SZOILJT,O,O,O
SZOIJTL,O,O,O
SZOIJLT,O,O,O
SZOLTIJ,O,O,O
SZOLTJI,O,O,O
SZOLITJ,O,O,O
SZOLIJT,O,O,O
SZOLJTI,O,O,O
SZOLJIT,O,O,O
SZOJTIL,O,O,O
SZOJTLI,O,O,O
SZOJITL,O,O,O
SZOJILT,O,O,O
SZOJLTI,O,O,O
SZOJLIT,O,O,O
SOTILJZ,O,X,O
SOTILZJ,O,X,O
SOTIJLZ,O,X,O
SOTIJZL,O,X,O
SOTIZLJ,O,X,O
SOTIZJL,O,X,O
SOTLIJZ,O,X,O
SOTLIZJ,O,X,O
SOTLJIZ,O,X,O
SOTLJZI,O,X,O
SOTLZIJ,O,X,O
SOTLZJI,O,X,O
SOTJILZ,O,X,O
SOTJIZL,O,X,O
SOTJLIZ,O,X,O
SOTJLZI,O,X,O
SOTJZIL,O,X,O
SOTJZLI,O,X,O
SOTZILJ,O,X,O
SOTZIJL,O,X,O
SOTZLIJ,O,X,O
SOTZLJI,O,X,O
SOTZJIL,O,X,O
SOTZJLI,O,X,O
SOITLJZ,O,X,O
SOITLZJ,O,X,O
SOITJLZ,O,X,O
SOITJZL,O,X,O
SOITZLJ,O,X,O
SOITZJL,O,X,O
SOILTJZ,O,O,O
SOILTZJ,O,O,O
SOILJTZ,O,O,O
SOILJZT,O,O,O
SOILZTJ,O,O,O
SOILZJT,O,O,O
SOIJTLZ,O,O,O
SOIJTZL,O,O,O
SOIJLTZ,O,O,O
SOIJLZT,O,O,O
SOIJZTL,O,O,O
SOIJZLT,O,O,O
SOIZTLJ,O,O,O
SOIZTJL,O,X,O
SOIZLTJ,O,O,O
SOIZLJT,O,O,O
SOIZJTL,O,O,O
SOIZJLT,O,O,O
SOLTIJZ,O,O,O
SOLTIZJ,O,O,O
SOLTJIZ,O,O,O
SOLTJZI,O,O,O
SOLTZIJ,O,O,O
SOLTZJI,O,O,O
SOLITJZ,O,O,O
SOLITZJ,O,O,O
SOLIJTZ,O,O,O
SOLIJZT,O,O,O
SOLIZTJ,O,O,O
SOLIZJT,O,O,O
SOLJTIZ,O,O,O
SOLJTZI,O,O,O
SOLJITZ,O,O,O
SOLJIZT,O,O,O
SOLJZTI,O,O,O
SOLJZIT,O,O,O
SOLZTIJ,O,O,O
SOLZTJI,O,O,O
SOLZITJ,O,O,O
SOLZIJT,O,O,O
SOLZJTI,O,O,O
SOLZJIT,O,O,O
SOJTILZ,O,O,O
SOJTIZL,O,O,O
SOJTLIZ,O,O,O
SOJTLZI,O,O,O
SOJTZIL,O,O,O
SOJTZLI,O,O,O
SOJITLZ,O,O,O
SOJITZL,O,O,O
SOJILTZ,O,O,O
SOJILZT,O,O,O
SOJIZTL,O,O,O
SOJIZLT,O,O,O
SOJLTIZ,O,O,O
SOJLTZI,O,O,O
SOJLITZ,O,O,O
SOJLIZT,O,O,O
SOJLZTI,O,O,O
SOJLZIT,O,O,O
SOJZTIL,O,O,O
SOJZTLI,O,O,O
SOJZITL,O,O,O
SOJZILT,O,O,O
SOJZLTI,O,O,O
SOJZLIT,O,O,O
SOZTILJ,O,O,O
SOZTIJL,O,X,O
SOZTLIJ,O,O,O
SOZTLJI,O,O,O
SOZTJIL,O,X,O
SOZTJLI,O,X,O
SOZITLJ,O,O,O
SOZITJL,O,X,O
SOZILTJ,O,O,O
SOZILJT,O,O,O
SOZIJTL,O,O,O
SOZIJLT,O,O,O
SOZLTIJ,O,O,O
SOZLTJI,O,O,O
SOZLITJ,O,O,O
SOZLIJT,O,O,O
SOZLJTI,O,O,O
SOZLJIT,O,O,O
SOZJTIL,O,O,O
SOZJTLI,O,O,O
SOZJITL,O,O,O
SOZJILT,O,O,O
SOZJLTI,O,O,O
SOZJLIT,O,O,O
ZTILJSO,X,O,O
ZTILJOS,X,O,O
ZTILSJO,X,O,O
ZTILSOJ,X,O,O
ZTILOJS,X,O,O
ZTILOSJ,X,O,O
ZTIJLSO,X,O,O
ZTIJLOS,X,O,O
ZTIJSLO,X,O,O
ZTIJSOL,X,O,O
ZTIJOLS,X,O,O
ZTIJOSL,X,O,O
ZTISLJO,X,O,O
ZTISLOJ,X,O,O
ZTISJLO,X,X,O
ZTISJOL,X,X,O
ZTISOLJ,X,O,O
ZTISOJL,X,X,O
ZTIOLJS,X,O,O
ZTIOLSJ,X,O,O
ZTIOJLS,X,O,O
ZTIOJSL,X,O,O
ZTIOSLJ,X,O,O
ZTIOSJL,X,X,O
ZTLIJSO,X,O,O
ZTLIJOS,X,O,O
ZTLISJO,X,O,O
ZTLISOJ,X,O,O
ZTLIOJS,X,O,O
ZTLIOSJ,X,O,O
ZTLJISO,O,O,O
ZTLJIOS,O,O,O
ZTLJSIO,O,O,O
ZTLJSOI,O,O,O
ZTLJOIS,O,O,O
ZTLJOSI,O,O,O
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,O,O,O
ZTLSJOI,O,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,O
ZTLOIJS,X,O,O
ZTLOISJ,X,O,O
ZTLOJIS,O,O,O
ZTLOJSI,O,O,O
ZTLOSIJ,O,O,O
ZTLOSJI,O,O,O
ZTJILSO,O,O,O
ZTJILOS,O,O,O
ZTJISLO,O,O,O
ZTJISOL,O,O,O
ZTJIOLS,O,O,O
ZTJIOSL,O,O,O
ZTJLISO,O,O,O
ZTJLIOS,O,O,O
ZTJLSIO,O,O,O
ZTJLSOI,O,O,O
ZTJLOIS,O,O,O
ZTJLOSI,O,O,O
ZTJSILO,O,O,O
ZTJSIOL,O,O,O
ZTJSLIO,O,O,O
ZTJSLOI,O,O,O
ZTJSOIL,O,O,O
ZTJSOLI,O,O,O
ZTJOILS,O,O,O
ZTJOISL,O,O,O
ZTJOLIS,O,O,O
ZTJOLSI,O,O,O
ZTJOSIL,O,O,O
ZTJOSLI,O,O,O
ZTSILJO,O,O,O
ZTSILOJ,O,O,O
ZTSIJLO,O,X,O
ZTSIJOL,O,X,O
ZTSIOLJ,O,O,O
ZTSIOJL,O,X,O
ZTSLIJO,O,O,O
ZTSLIOJ,O,O,O
ZTSLJIO,O,O,O
ZTSLJOI,O,O,O
ZTSLOIJ,O,O,O
ZTSLOJI,O,O,O
ZTSJILO,O,X,O
ZTSJIOL,O,X,O
ZTSJLIO,O,X,O
ZTSJLOI,O,X,O
ZTSJOIL,O,X,O
ZTSJOLI,O,X,O
ZTSOILJ,O,O,O
ZTSOIJL,O,X,O
ZTSOLIJ,O,O,O
ZTSOLJI,O,O,O
ZTSOJIL,O,X,O
ZTSOJLI,O,X,O
ZTOILJS,X,O,O
ZTOILSJ,X,O,O
ZTOIJLS,X,O,O
ZTOIJSL,X,O,O
ZTOISLJ,X,O,O
ZTOISJL,X,X,O
ZTOLIJS,X,O,O
ZTOLISJ,X,O,O
ZTOLJIS,O,O,O
ZTOLJSI,O,O,O
ZTOLSIJ,O,O,O
ZTOLSJI,O,O,O
ZTOJILS,O,O,O
ZTOJISL,O,O,O
ZTOJLIS,O,O,O
ZTOJLSI,O,O,O
ZTOJSIL,O,O,O
ZTOJSLI,O,O,O
ZTOSILJ,O,O,O
ZTOSIJL,O,X,O
ZTOSLIJ,O,O,O
ZTOSLJI,O,O,O
ZTOSJIL,O,X,O
ZTOSJLI,O,X,O
ZITLJSO,X,O,O
ZITLJOS,X,O,O
ZITLSJO,X,O,O
ZITLSOJ,X,O,O
ZITLOJS,X,O,O
ZITLOSJ,X,O,O
ZITJLSO,X,O,O
ZITJLOS,X,O,O
ZITJSLO,X,O,O
ZITJSOL,X,O,O
ZITJOLS,X,O,O
ZITJOSL,X,O,O
ZITSLJO,X,O,O
ZITSLOJ,X,O,O
ZITSJLO,X,X,O
ZITSJOL,X,X,O
ZITSOLJ,X,O,O
ZITSOJL,X,X,O
ZITOLJS,X,O,O
ZITOLSJ,X,O,O
ZITOJLS,X,O,O
ZITOJSL,X,O,O
ZITOSLJ,X,O,O
ZITOSJL,X,X,O
ZILTJSO,X,O,O
ZILTJOS,X,O,O
ZILTSJO,X,O,O
ZILTSOJ,X,O,O
ZILTOJS,X,O,O
ZILTOSJ,X,O,O
ZILJTSO,O,O,X
ZILJTOS,O,O,X
ZILJSTO,O,O,X
ZILJSOT,O,O,X
ZILJOTS,O,O,X
ZILJOST,O,O,X
ZILSTJO,O,O,O
ZILSTOJ,O,O,O
ZILSJTO,O,O,O
ZILSJOT,O,O,O
ZILSOTJ,O,O,O
ZILSOJT,O,O,O
ZILOTJS,X,O,O
ZILOTSJ,X,O,O
ZILOJTS,O,O,X
ZILOJST,O,O,X
ZILOSTJ,O,O,O
ZILOSJT,O,O,O
ZIJTLSO,O,O,X
ZIJTLOS,O,O,X
ZIJTSLO,O,O,X
ZIJTSOL,O,O,X
ZIJTOLS,O,O,X
ZIJTOSL,O,O,X
ZIJLTSO,O,O,X
ZIJLTOS,O,O,X
ZIJLSTO,O,O,X
ZIJLSOT,O,O,X
ZIJLOTS,O,O,X
ZIJLOST,O,O,X
ZIJSTLO,O,O,X
ZIJSTOL,O,O,X
ZIJSLTO,O,O,X
ZIJSLOT,O,O,X
ZIJSOTL,O,O,X
ZIJSOLT,O,O,X
ZIJOTLS,O,O,X
ZIJOTSL,O,O,X
ZIJOLTS,O,O,X
ZIJOLST,O,O,X
ZIJOSTL,O,O,X
ZIJOSLT,O,O,X
ZISTLJO,O,O,O
ZISTLOJ,O,O,O
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,O,O,O
ZISTOJL,O,X,O
ZISLTJO,O,O,O
ZISLTOJ,O,O,O
ZISLJTO,O,O,O
ZISLJOT,O,O,O
ZISLOTJ,O,O,O
ZISLOJT,O,O,O
ZISJTLO,O,O,O
ZISJTOL,O,O,O
ZISJLTO,O,O,O
ZISJLOT,O,O,O
ZISJOTL,O,O,O
ZISJOLT,O,O,O
ZISOTLJ,O,O,O
ZISOTJL,O,X,O
ZISOLTJ,O,O,O
ZISOLJT,O,O,O
ZISOJTL,O,O,O
ZISOJLT,O,O,O
ZIOTLJS,X,O,O
ZIOTLSJ,X,O,O
ZIOTJLS,X,O,O
ZIOTJSL,X,O,O
ZIOTSLJ,X,O,O
ZIOTSJL,X,X,O
ZIOLTJS,X,O,O
ZIOLTSJ,X,O,O
ZIOLJTS,O,O,X
ZIOLJST,O,O,X
ZIOLSTJ,O,O,O
ZIOLSJT,O,O,O
ZIOJTLS,O,O,X
ZIOJTSL,O,O,X
ZIOJLTS,O,O,X
ZIOJLST,O,O,X
ZIOJSTL,O,O,X
ZIOJSLT,O,O,X
ZIOSTLJ,O,O,O
ZIOSTJL,O,X,O
ZIOSLTJ,O,O,O
ZIOSLJT,O,O,O
ZIOSJTL,O,O,O
ZIOSJLT,O,O,O
ZLTIJSO,X,O,O
ZLTIJOS,X,O,O
ZLTISJO,X,O,O
ZLTISOJ,X,O,O
ZLTIOJS,X,O,O
ZLTIOSJ,X,O,O
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,O
ZLTSJOI,O,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,X,O,O
ZLTOISJ,X,O,O
ZLTOJIS,O,O,O
ZLTOJSI,O,O,O
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,O
ZLITJSO,X,O,O
ZLITJOS,X,O,O
ZLITSJO,X,O,O
ZLITSOJ,X,O,O
ZLITOJS,X,O,O
ZLITOSJ,X,O,O
ZLIJTSO,O,O,X
ZLIJTOS,O,O,X
ZLIJSTO,O,O,X
ZLIJSOT,O,O,X
ZLIJOTS,O,O,X
ZLIJOST,O,O,X
ZLISTJO,O,O,O
ZLISTOJ,O,O,O
ZLISJTO,O,O,O
ZLISJOT,O,O,O
ZLISOTJ,O,O,O
ZLISOJT,O,O,O
ZLIOTJS,X,O,O
ZLIOTSJ,X,O,O
ZLIOJTS,O,O,X
ZLIOJST,O,O,X
ZLIOSTJ,O,O,O
ZLIOSJT,O,O,O
ZLJTISO,O,O,X
ZLJTIOS,O,O,X
ZLJTSIO,O,O,X
ZLJTSOI,O,O,X
ZLJTOIS,O,O,X
ZLJTOSI,O,O,X
ZLJITSO,O,O,X
ZLJITOS,O,O,X
ZLJISTO,O,O,X
ZLJISOT,O,O,X
ZLJIOTS,O,O,X
ZLJIOST,O,O,X
ZLJSTIO,O,O,X
ZLJSTOI,O,O,X
ZLJSITO,O,O,X
ZLJSIOT,O,O,X
ZLJSOTI,O,O,X
ZLJSOIT,O,O,X
ZLJOTIS,O,O,X
ZLJOTSI,O,O,X
ZLJOITS,O,O,X
ZLJOIST,O,O,X
ZLJOSTI,O,O,X
ZLJOSIT,O,O,X
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,O,O,O
ZLSTJOI,O,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,O
ZLSITJO,O,O,O
ZLSITOJ,O,O,O
ZLSIJTO,O,O,O
ZLSIJOT,O,O,O
ZLSIOTJ,O,O,O
ZLSIOJT,O,O,O
ZLSJTIO,O,O,O
ZLSJTOI,O,O,O
ZLSJITO,O,O,O
