sequence,v115@IhA8GeC8GeC8CeE8Jei/IvhFUhBFiBXjBOqBzqBRxB,v115@IhA8GeC8GeC8CeE8Jei/IvhF1lBxhBXjBcrB2sBTqB,v115@IhA8GeC8GeC8CeE8Jei/IvhFclBxhBXjBTmB2sB1vB,v115@IhA8GeC8GeC8CeE8Jei/IvhFfnBxiBllBznBUmB2vB
LJTZOIS,X,X,X,X
LJTZOSI,X,X,X,X
LJTOISZ,X,X,X,O
LJTOIZS,X,X,X,X
LJTOSIZ,X,X,X,O
LJTOSZI,X,X,X,O
LJTOZIS,X,X,X,X
LJTOZSI,X,X,X,X
LJITSZO,O,X,X,X
LJITSOZ,X,X,X,X
LJITZSO,O,X,X,X
LJITZOS,X,X,X,X
LJITOSZ,X,X,X,X
LJITOZS,X,X,X,X
LJISTZO,O,X,X,X
LJISTOZ,X,X,X,X
LJISZTO,O,X,X,X
LJISZOT,X,X,X,X
LJISOTZ,X,X,X,X
LJISOZT,X,X,X,X
LJIZTSO,O,X,X,X
LJIZTOS,X,X,X,X
LJIZSTO,O,X,X,X
LJIZSOT,X,X,X,X
LJIZOTS,X,X,X,X
LJIZOST,X,X,X,X
LJIOTSZ,X,X,X,O
LJIOTZS,X,X,X,X
LJIOSTZ,X,X,X,O
LJIOSZT,X,X,X,X
LJIOZTS,X,X,X,X
LJIOZST,X,X,X,X
LJSTIZO,O,X,X,X
LJSTIOZ,X,X,X,X
LJSTZIO,O,X,X,X
LJSTZOI,O,X,X,X
LJSTOIZ,X,X,X,O
LJSTOZI,X,X,X,O
LJSITZO,O,X,X,X
LJSITOZ,X,X,X,X
LJSIZTO,O,X,X,X
LJSIZOT,X,X,X,X
LJSIOTZ,X,X,X,X
LJSIOZT,X,X,X,X
LJSZTIO,O,O,X,X
LJSZTOI,O,X,X,X
LJSZITO,O,X,X,X
LJSZIOT,X,X,X,X
LJSZOTI,X,X,X,X
LJSZOIT,X,X,X,X
LJSOTIZ,X,X,X,O
LJSOTZI,X,O,X,O
LJSOITZ,X,X,X,O
LJSOIZT,X,X,X,X
LJSOZTI,X,X,X,X
LJSOZIT,X,X,X,X
LJZTISO,O,O,X,X
LJZTIOS,X,X,X,X
LJZTSIO,O,O,X,X
LJZTSOI,O,X,X,X
LJZTOIS,X,X,X,X
LJZTOSI,X,X,X,X
LJZITSO,O,X,X,X
LJZITOS,X,X,X,X
LJZISTO,O,X,X,X
LJZISOT,X,X,X,X
LJZIOTS,X,X,X,X
LJZIOST,X,X,X,X
LJZSTIO,O,O,X,X
LJZSTOI,O,X,X,X
LJZSITO,O,X,X,X
LJZSIOT,X,X,X,X
LJZSOTI,X,X,X,X
LJZSOIT,X,X,X,X
LJZOTIS,X,X,X,X
LJZOTSI,X,X,X,X
LJZOITS,X,X,X,X
LJZOIST,X,X,X,X
LJZOSTI,X,X,X,X
LJZOSIT,X,X,X,X
LJOTISZ,X,X,X,O
LJOTIZS,X,X,X,X
LJOTSIZ,X,X,X,O
LJOTSZI,X,O,X,O
LJOTZIS,X,O,X,X
LJOTZSI,X,O,X,X
LJOITSZ,X,X,X,O
LJOITZS,X,X,X,X
LJOISTZ,X,X,X,O
LJOISZT,X,X,X,X
LJOIZTS,X,X,X,X
LJOIZST,X,X,X,X
LJOSTIZ,X,X,X,O
LJOSTZI,X,O,X,O
LJOSITZ,X,X,X,O
LJOSIZT,X,X,X,X
LJOSZTI,X,X,X,X
LJOSZIT,X,X,X,X
LJOZTIS,X,X,X,X
LJOZTSI,X,X,X,X
LJOZITS,X,X,X,X
LJOZIST,X,X,X,X
LJOZSTI,X,X,X,X
LJOZSIT,X,X,X,X
LSTIJZO,O,X,X,X
LSTIJOZ,X,X,X,X
LSTIZJO,O,X,X,X
LSTIZOJ,O,X,X,X
LSTIOJZ,X,X,X,X
LSTIOZJ,O,X,X,X
LSTJIZO,O,X,X,X
LSTJIOZ,X,X,X,X
LSTJZIO,O,X,X,X
LSTJZOI,O,X,X,X
LSTJOIZ,X,X,X,X
LSTJOZI,X,X,X,X
LSTZIJO,X,X,X,X
LSTZIOJ,X,X,X,X
LSTZJIO,X,X,X,X
LSTZJOI,X,X,X,X
LSTZOIJ,X,X,X,X
LSTZOJI,X,X,X,X
LSTOIJZ,X,X,X,X
LSTOIZJ,X,X,X,X
LSTOJIZ,X,X,X,X
LSTOJZI,X,X,X,X
LSTOZIJ,X,X,X,X
LSTOZJI,O,X,X,X
LSITJZO,O,X,X,X
LSITJOZ,X,X,X,X
LSITZJO,O,X,X,X
LSITZOJ,O,X,X,X
LSITOJZ,X,X,X,X
LSITOZJ,O,X,X,X
LSIJTZO,O,X,X,X
LSIJTOZ,X,X,X,X
LSIJZTO,O,X,X,X
LSIJZOT,X,X,X,X
LSIJOTZ,X,X,X,X
LSIJOZT,X,X,X,X
LSIZTJO,O,X,X,X
LSIZTOJ,O,X,X,X
LSIZJTO,X,X,X,X
LSIZJOT,X,X,X,X
LSIZOTJ,X,X,X,X
LSIZOJT,X,X,X,X
LSIOTJZ,X,X,X,X
LSIOTZJ,O,X,X,X
LSIOJTZ,X,X,X,X
LSIOJZT,X,X,X,X
LSIOZTJ,O,X,X,X
LSIOZJT,X,X,X,X
LSJTIZO,O,X,X,X
LSJTIOZ,X,X,X,X
LSJTZIO,O,X,X,X
LSJTZOI,O,X,X,X
LSJTOIZ,X,X,X,O
LSJTOZI,X,X,X,O
LSJITZO,O,X,X,X
LSJITOZ,X,X,X,X
LSJIZTO,O,X,X,X
LSJIZOT,X,X,X,X
LSJIOTZ,X,X,X,X
LSJIOZT,X,X,X,X
LSJZTIO,O,O,X,X
LSJZTOI,O,X,X,X
LSJZITO,O,X,X,X
LSJZIOT,X,X,X,X
LSJZOTI,X,X,X,X
LSJZOIT,X,X,X,X
LSJOTIZ,X,X,X,O
LSJOTZI,X,O,X,O
LSJOITZ,X,X,X,O
LSJOIZT,X,X,X,X
LSJOZTI,X,X,X,X
LSJOZIT,X,X,X,X
LSZTIJO,X,O,X,X
LSZTIOJ,X,X,X,X
LSZTJIO,X,O,X,X
LSZTJOI,X,X,X,X
LSZTOIJ,X,X,X,X
LSZTOJI,X,X,X,X
LSZITJO,X,X,X,X
LSZITOJ,X,X,X,X
LSZIJTO,X,X,X,X
LSZIJOT,X,X,X,X
LSZIOTJ,X,X,X,X
LSZIOJT,X,X,X,X
LSZJTIO,X,O,X,X
LSZJTOI,X,X,X,X
LSZJITO,X,X,X,X
LSZJIOT,X,X,X,X
LSZJOTI,X,X,X,X
LSZJOIT,X,X,X,X
LSZOTIJ,X,X,X,X
LSZOTJI,X,X,X,X
LSZOITJ,X,X,X,X
LSZOIJT,X,X,X,X
LSZOJTI,X,X,X,X
LSZOJIT,X,X,X,X
LSOTIJZ,X,X,X,X
LSOTIZJ,X,X,X,X
LSOTJIZ,X,X,X,X
LSOTJZI,X,O,X,X
LSOTZIJ,X,O,X,X
LSOTZJI,O,O,X,X
LSOITJZ,X,X,X,X
LSOITZJ,X,X,X,X
LSOIJTZ,X,X,X,O
LSOIJZT,X,X,X,X
LSOIZTJ,X,X,X,X
LSOIZJT,X,X,X,X
LSOJTIZ,X,X,X,O
LSOJTZI,X,O,X,O
LSOJITZ,X,X,X,O
LSOJIZT,X,X,X,X
LSOJZTI,X,X,X,X
LSOJZIT,X,X,X,X
LSOZTIJ,X,X,X,X
LSOZTJI,O,X,X,X
LSOZITJ,X,X,X,X
LSOZIJT,X,X,X,X
LSOZJTI,X,X,X,X
LSOZJIT,X,X,X,X
LZTIJSO,X,O,X,X
LZTIJOS,X,X,X,X
LZTISJO,X,O,X,X
LZTISOJ,X,X,X,X
LZTIOJS,X,X,X,X
LZTIOSJ,X,X,X,X
LZTJISO,X,O,X,X
LZTJIOS,X,X,X,X
LZTJSIO,X,O,X,X
LZTJSOI,X,X,X,X
LZTJOIS,X,X,X,X
LZTJOSI,X,X,X,X
LZTSIJO,X,O,X,X
LZTSIOJ,X,X,X,X
LZTSJIO,X,O,X,X
LZTSJOI,X,X,X,X
LZTSOIJ,X,X,X,X
LZTSOJI,X,X,X,X
LZTOIJS,X,X,X,X
LZTOISJ,X,X,X,X
LZTOJIS,X,X,X,X
LZTOJSI,X,X,X,X
LZTOSIJ,X,X,X,X
LZTOSJI,X,X,X,X
LZITJSO,X,X,X,X
LZITJOS,X,X,X,X
LZITSJO,X,X,X,X
LZITSOJ,X,X,X,X
LZITOJS,X,X,X,X
LZITOSJ,X,X,X,X
LZIJTSO,X,X,X,X
LZIJTOS,X,X,X,X
LZIJSTO,X,X,X,X
LZIJSOT,X,X,X,X
LZIJOTS,X,X,X,X
LZIJOST,X,X,X,X
LZISTJO,X,X,X,X
LZISTOJ,X,X,X,X
LZISJTO,X,X,X,X
LZISJOT,X,X,X,X
LZISOTJ,X,X,X,X
LZISOJT,X,X,X,X
LZIOTJS,X,X,X,X
LZIOTSJ,X,X,X,X
LZIOJTS,X,X,X,X
LZIOJST,X,X,X,X
LZIOSTJ,X,X,X,X
LZIOSJT,X,X,X,X
LZJTISO,X,O,X,X
LZJTIOS,X,X,X,X
LZJTSIO,X,O,X,X
LZJTSOI,X,X,X,X
LZJTOIS,X,X,X,X
LZJTOSI,X,X,X,X
LZJITSO,X,X,X,X
LZJITOS,X,X,X,X
LZJISTO,X,X,X,X
LZJISOT,X,X,X,X
LZJIOTS,X,X,X,X
LZJIOST,X,X,X,X
LZJSTIO,X,O,X,X
LZJSTOI,X,X,X,X
LZJSITO,X,X,X,X
LZJSIOT,X,X,X,X
LZJSOTI,X,X,X,X
LZJSOIT,X,X,X,X
LZJOTIS,X,X,X,X
LZJOTSI,X,X,X,X
LZJOITS,X,X,X,X
LZJOIST,X,X,X,X
LZJOSTI,X,X,X,X
LZJOSIT,X,X,X,X
LZSTIJO,X,O,X,X
LZSTIOJ,X,X,X,X
LZSTJIO,X,O,X,X
LZSTJOI,X,X,X,X
LZSTOIJ,X,X,X,X
LZSTOJI,X,X,X,X
LZSITJO,X,X,X,X
LZSITOJ,X,X,X,X
LZSIJTO,X,X,X,X
LZSIJOT,X,X,X,X
LZSIOTJ,X,X,X,X
LZSIOJT,X,X,X,X
LZSJTIO,X,O,X,X
LZSJTOI,X,X,X,X
LZSJITO,X,X,X,X
LZSJIOT,X,X,X,X
LZSJOTI,X,X,X,X
LZSJOIT,X,X,X,X
LZSOTIJ,X,X,X,X
LZSOTJI,X,X,X,X
LZSOITJ,X,X,X,X
LZSOIJT,X,X,X,X
LZSOJTI,X,X,X,X
LZSOJIT,X,X,X,X
LZOTIJS,X,X,X,X
LZOTISJ,X,X,X,X
LZOTJIS,X,X,X,X
LZOTJSI,X,X,X,X
LZOTSIJ,X,X,X,X
LZOTSJI,X,X,X,X
LZOITJS,X,X,X,X
LZOITSJ,X,X,X,X
LZOIJTS,X,X,X,X
LZOIJST,X,X,X,X
LZOISTJ,X,X,X,X
LZOISJT,X,X,X,X
LZOJTIS,X,X,X,X
LZOJTSI,X,X,X,X
LZOJITS,X,X,X,X
LZOJIST,X,X,X,X
LZOJSTI,X,X,X,X
LZOJSIT,X,X,X,X
LZOSTIJ,X,X,X,X
LZOSTJI,X,X,X,X
LZOSITJ,X,X,X,X
LZOSIJT,X,X,X,X
LZOSJTI,X,X,X,X
LZOSJIT,X,X,X,X
LOTIJSZ,X,X,X,X
LOTIJZS,X,X,X,X
LOTISJZ,X,X,X,X
LOTISZJ,X,X,X,X
LOTIZJS,X,X,X,X
LOTIZSJ,X,X,X,X
LOTJISZ,X,X,X,X
LOTJIZS,X,X,X,X
LOTJSIZ,X,X,X,X
LOTJSZI,X,O,X,X
LOTJZIS,X,O,X,X
LOTJZSI,X,O,X,X
LOTSIJZ,X,X,X,X
LOTSIZJ,X,X,X,X
LOTSJIZ,X,X,X,X
LOTSJZI,X,O,X,X
LOTSZIJ,X,O,X,X
LOTSZJI,X,O,X,X
LOTZIJS,X,O,X,X
LOTZISJ,X,O,X,X
LOTZJIS,X,O,X,X
LOTZJSI,X,O,X,X
LOTZSIJ,X,O,X,X
LOTZSJI,X,O,X,X
LOITJSZ,X,X,X,X
LOITJZS,X,X,X,X
LOITSJZ,X,X,X,X
LOITSZJ,O,X,X,X
LOITZJS,X,X,X,X
LOITZSJ,O,X,X,X
LOIJTSZ,X,X,X,O
LOIJTZS,X,X,X,X
LOIJSTZ,X,X,X,O
LOIJSZT,X,X,X,X
LOIJZTS,X,X,X,X
LOIJZST,X,X,X,X
LOISTJZ,X,X,X,X
LOISTZJ,O,X,X,X
LOISJTZ,X,X,X,O
LOISJZT,X,X,X,X
LOISZTJ,O,X,X,X
LOISZJT,X,X,X,X
LOIZTJS,X,X,X,X
LOIZTSJ,O,X,X,X
LOIZJTS,X,X,X,X
LOIZJST,X,X,X,X
LOIZSTJ,O,X,X,X
LOIZSJT,X,X,X,X
LOJTISZ,X,X,X,O
LOJTIZS,X,X,X,X
LOJTSIZ,X,X,X,O
LOJTSZI,X,O,X,O
LOJTZIS,X,O,X,X
LOJTZSI,X,O,X,X
LOJITSZ,X,X,X,O
LOJITZS,X,X,X,X
LOJISTZ,X,X,X,O
LOJISZT,X,X,X,X
LOJIZTS,X,X,X,X
LOJIZST,X,X,X,X
LOJSTIZ,X,X,X,O
LOJSTZI,X,O,X,O
LOJSITZ,X,X,X,O
LOJSIZT,X,X,X,X
LOJSZTI,X,X,X,X
LOJSZIT,X,X,X,X
LOJZTIS,X,X,X,X
LOJZTSI,X,X,X,X
LOJZITS,X,X,X,X
LOJZIST,X,X,X,X
LOJZSTI,X,X,X,X
LOJZSIT,X,X,X,X
LOSTIJZ,X,X,X,X
LOSTIZJ,X,X,X,X
LOSTJIZ,X,X,X,X
LOSTJZI,X,O,X,X
LOSTZIJ,X,O,X,X
LOSTZJI,O,O,X,X
LOSITJZ,X,X,X,X
LOSITZJ,X,X,X,X
LOSIJTZ,X,X,X,O
LOSIJZT,X,X,X,X
LOSIZTJ,X,X,X,X
LOSIZJT,X,X,X,X
LOSJTIZ,X,X,X,O
LOSJTZI,X,O,X,O
LOSJITZ,X,X,X,O
LOSJIZT,X,X,X,X
LOSJZTI,X,X,X,X
LOSJZIT,X,X,X,X
LOSZTIJ,X,X,X,X
LOSZTJI,O,X,X,X
LOSZITJ,X,X,X,X
LOSZIJT,X,X,X,X
LOSZJTI,X,X,X,X
LOSZJIT,X,X,X,X
LOZTIJS,X,X,X,X
LOZTISJ,O,X,X,X
LOZTJIS,X,X,X,X
LOZTJSI,X,X,X,X
LOZTSIJ,X,X,X,X
LOZTSJI,O,X,X,X
LOZITJS,X,X,X,X
LOZITSJ,O,X,X,X
LOZIJTS,X,X,X,X
LOZIJST,X,X,X,X
LOZISTJ,O,X,X,X
LOZISJT,X,X,X,X
LOZJTIS,X,X,X,X
LOZJTSI,X,X,X,X
LOZJITS,X,X,X,X
LOZJIST,X,X,X,X
LOZJSTI,X,X,X,X
LOZJSIT,X,X,X,X
LOZSTIJ,X,X,X,X
LOZSTJI,O,X,X,X
LOZSITJ,X,X,X,X
LOZSIJT,X,X,X,X
LOZSJTI,X,X,X,X
LOZSJIT,X,X,X,X
JTILSZO,X,X,X,X
JTILSOZ,X,X,X,X
JTILZSO,X,X,X,X
JTILZOS,X,X,X,X
JTILOSZ,X,X,X,X
JTILOZS,X,X,X,X
JTISLZO,X,X,X,X
JTISLOZ,X,X,X,X
JTISZLO,X,X,O,X
JTISZOL,X,X,X,X
JTISOLZ,X,X,X,X
JTISOZL,X,X,X,X
JTIZLSO,X,X,O,X
JTIZLOS,X,X,X,X
JTIZSLO,X,X,O,X
JTIZSOL,X,X,X,X
JTIZOLS,X,X,X,X
JTIZOSL,X,X,X,X
JTIOLSZ,X,X,X,X
JTIOLZS,X,X,X,X
JTIOSLZ,X,X,X,X
JTIOSZL,X,X,X,X
JTIOZLS,X,X,X,X
JTIOZSL,X,X,X,X
JTLISZO,X,X,X,X
JTLISOZ,X,X,X,X
JTLIZSO,X,X,X,X
JTLIZOS,X,X,X,X
JTLIOSZ,X,X,X,X
JTLIOZS,X,X,X,X
JTLSIZO,X,X,X,X
JTLSIOZ,X,X,X,X
JTLSZIO,X,X,X,X
JTLSZOI,X,X,X,X
JTLSOIZ,X,X,X,O
JTLSOZI,X,X,X,O
JTLZISO,X,X,X,X
JTLZIOS,X,X,X,X
JTLZSIO,X,X,X,X
JTLZSOI,X,X,X,X
JTLZOIS,X,X,X,X
JTLZOSI,X,X,X,X
JTLOISZ,X,X,X,O
JTLOIZS,X,X,X,X
JTLOSIZ,X,X,X,O
JTLOSZI,X,X,X,O
JTLOZIS,X,X,X,X
JTLOZSI,X,X,X,X
JTSILZO,X,X,X,X
JTSILOZ,X,X,X,X
JTSIZLO,X,X,O,X
JTSIZOL,X,X,X,X
JTSIOLZ,X,X,X,X
JTSIOZL,X,X,X,X
JTSLIZO,X,X,X,X
JTSLIOZ,X,X,X,X
JTSLZIO,X,X,X,X
JTSLZOI,X,X,X,X
JTSLOIZ,X,X,X,O
JTSLOZI,X,X,X,O
JTSZILO,X,X,O,X
JTSZIOL,X,X,X,X
JTSZLIO,X,X,O,X
JTSZLOI,X,X,O,X
JTSZOIL,X,X,O,X
JTSZOLI,X,X,O,X
JTSOILZ,X,X,X,O
JTSOIZL,X,X,O,X
JTSOLIZ,X,X,X,O
JTSOLZI,X,X,X,O
JTSOZIL,X,X,O,X
JTSOZLI,X,X,O,X
JTZILSO,X,X,O,X
JTZILOS,X,X,X,X
JTZISLO,X,X,O,X
JTZISOL,X,X,X,X
JTZIOLS,X,X,X,X
JTZIOSL,X,X,X,X
JTZLISO,X,X,O,X
JTZLIOS,X,X,X,X
JTZLSIO,X,X,O,X
JTZLSOI,X,X,O,X
JTZLOIS,X,X,O,X
JTZLOSI,X,X,O,X
JTZSILO,X,X,O,X
JTZSIOL,X,X,X,X
JTZSLIO,X,X,O,X
JTZSLOI,X,X,O,X
JTZSOIL,X,X,O,X
JTZSOLI,X,X,O,X
JTZOILS,X,X,O,X
JTZOISL,X,X,O,X
JTZOLIS,X,X,O,X
JTZOLSI,X,X,O,X
JTZOSIL,X,X,O,X
JTZOSLI,X,X,O,X
JTOILSZ,X,X,X,O
JTOILZS,X,X,X,X
JTOISLZ,X,X,X,O
JTOISZL,X,X,O,X
JTOIZLS,X,X,O,X
JTOIZSL,X,X,O,X
JTOLISZ,X,X,X,O
JTOLIZS,X,X,X,X
JTOLSIZ,X,X,X,O
JTOLSZI,X,X,X,O
JTOLZIS,X,X,X,X
JTOLZSI,X,X,X,X
JTOSILZ,X,X,X,O
JTOSIZL,X,X,O,X
JTOSLIZ,X,X,X,O
JTOSLZI,X,X,X,O
JTOSZIL,X,X,O,X
JTOSZLI,X,X,O,X
JTOZILS,X,X,O,X
JTOZISL,X,X,O,X
JTOZLIS,X,X,O,X
JTOZLSI,X,X,O,X
JTOZSIL,X,X,O,X
JTOZSLI,X,X,O,X
JITLSZO,O,X,X,X
JITLSOZ,X,X,X,X
JITLZSO,O,X,X,X
JITLZOS,X,X,X,X
JITLOSZ,X,X,X,X
JITLOZS,X,X,X,X
JITSLZO,O,X,X,X
JITSLOZ,X,X,X,X
JITSZLO,O,X,O,X
JITSZOL,X,X,X,X
JITSOLZ,X,X,X,X
JITSOZL,X,X,X,X
JITZLSO,O,X,O,X
JITZLOS,X,X,X,X
JITZSLO,O,X,O,X
JITZSOL,X,X,X,X
JITZOLS,X,X,X,X
JITZOSL,X,X,X,X
JITOLSZ,X,X,X,X
JITOLZS,X,X,X,X
JITOSLZ,X,X,X,X
JITOSZL,X,X,X,X
JITOZLS,X,X,X,X
JITOZSL,X,X,X,X
JILTSZO,O,X,X,X
JILTSOZ,X,X,X,X
JILTZSO,O,X,X,X
JILTZOS,X,X,X,X
JILTOSZ,X,X,X,X
JILTOZS,X,X,X,X
JILSTZO,O,X,X,X
JILSTOZ,X,X,X,X
JILSZTO,O,X,X,X
JILSZOT,X,X,X,X
JILSOTZ,X,X,X,X
JILSOZT,X,X,X,X
JILZTSO,O,X,X,X
JILZTOS,X,X,X,X
JILZSTO,O,X,X,X
JILZSOT,X,X,X,X
JILZOTS,X,X,X,X
JILZOST,X,X,X,X
JILOTSZ,X,X,X,O
JILOTZS,X,X,X,X
JILOSTZ,X,X,X,O
JILOSZT,X,X,X,X
JILOZTS,X,X,X,X
JILOZST,X,X,X,X
JISTLZO,O,X,X,X
JISTLOZ,X,X,X,X
JISTZLO,O,X,O,X
JISTZOL,X,X,X,X
JISTOLZ,X,X,X,X
JISTOZL,X,X,X,X
JISLTZO,O,X,X,X
JISLTOZ,X,X,X,X
JISLZTO,O,X,X,X
JISLZOT,X,X,X,X
JISLOTZ,X,X,X,X
JISLOZT,X,X,X,X
JISZTLO,O,O,X,X
JISZTOL,X,X,X,X
JISZLTO,O,X,X,X
JISZLOT,X,X,X,X
JISZOTL,X,X,X,X
JISZOLT,X,X,X,X
JISOTLZ,X,X,X,X
JISOTZL,X,X,O,X
JISOLTZ,X,X,X,X
JISOLZT,X,X,X,X
JISOZTL,X,X,X,X
JISOZLT,X,X,X,X
JIZTLSO,O,O,X,X
JIZTLOS,X,X,X,X
JIZTSLO,O,O,X,X
JIZTSOL,X,X,X,X
JIZTOLS,X,X,X,X
JIZTOSL,X,X,X,X
JIZLTSO,O,X,X,X
JIZLTOS,X,X,X,X
JIZLSTO,O,X,X,X
JIZLSOT,X,X,X,X
JIZLOTS,X,X,X,X
JIZLOST,X,X,X,X
JIZSTLO,O,O,X,X
JIZSTOL,X,X,X,X
JIZSLTO,O,X,X,X
JIZSLOT,X,X,X,X
JIZSOTL,X,X,X,X
JIZSOLT,X,X,X,X
JIZOTLS,X,X,X,X
JIZOTSL,X,X,X,X
JIZOLTS,X,X,X,X
JIZOLST,X,X,X,X
JIZOSTL,X,X,X,X
JIZOSLT,X,X,X,X
JIOTLSZ,X,X,X,O
JIOTLZS,X,X,X,X
JIOTSLZ,X,X,X,O
JIOTSZL,X,X,O,X
JIOTZLS,X,X,O,X
JIOTZSL,X,X,O,X
JIOLTSZ,X,X,X,O
JIOLTZS,X,X,X,X
JIOLSTZ,X,X,X,O
JIOLSZT,X,X,X,X
JIOLZTS,X,X,X,X
JIOLZST,X,X,X,X
JIOSTLZ,X,X,X,O
JIOSTZL,X,X,O,X
JIOSLTZ,X,X,X,O
JIOSLZT,X,X,X,X
JIOSZTL,X,X,X,X
JIOSZLT,X,X,X,X
JIOZTLS,X,X,X,X
JIOZTSL,X,X,X,X
JIOZLTS,X,X,X,X
JIOZLST,X,X,X,X
JIOZSTL,X,X,X,X
JIOZSLT,X,X,X,X
JLTISZO,X,X,X,X
JLTISOZ,X,X,X,X
JLTIZSO,X,X,X,X
JLTIZOS,X,X,X,X
JLTIOSZ,X,X,X,X
JLTIOZS,X,X,X,X
JLTSIZO,X,X,X,X
JLTSIOZ,X,X,X,X
JLTSZIO,X,X,X,X
JLTSZOI,X,X,X,X
JLTSOIZ,X,X,X,O
JLTSOZI,X,X,X,O
JLTZISO,X,X,X,X
JLTZIOS,X,X,X,X
JLTZSIO,X,X,X,X
JLTZSOI,X,X,X,X
JLTZOIS,X,X,X,X
JLTZOSI,X,X,X,X
JLTOISZ,X,X,X,O
JLTOIZS,X,X,X,X
JLTOSIZ,X,X,X,O
JLTOSZI,X,X,X,O
JLTOZIS,X,X,X,X
JLTOZSI,X,X,X,X
JLITSZO,O,X,X,X
JLITSOZ,X,X,X,X
JLITZSO,O,X,X,X
JLITZOS,X,X,X,X
JLITOSZ,X,X,X,X
JLITOZS,X,X,X,X
JLISTZO,O,X,X,X
JLISTOZ,X,X,X,X
JLISZTO,O,X,X,X
JLISZOT,X,X,X,X
JLISOTZ,X,X,X,X
JLISOZT,X,X,X,X
JLIZTSO,O,X,X,X
JLIZTOS,X,X,X,X
JLIZSTO,O,X,X,X
JLIZSOT,X,X,X,X
JLIZOTS,X,X,X,X
JLIZOST,X,X,X,X
JLIOTSZ,X,X,X,O
JLIOTZS,X,X,X,X
JLIOSTZ,X,X,X,O
JLIOSZT,X,X,X,X
JLIOZTS,X,X,X,X
JLIOZST,X,X,X,X
JLSTIZO,O,X,X,X
JLSTIOZ,X,X,X,X
JLSTZIO,O,X,X,X
JLSTZOI,O,X,X,X
JLSTOIZ,X,X,X,O
JLSTOZI,X,X,X,O
JLSITZO,O,X,X,X
JLSITOZ,X,X,X,X
JLSIZTO,O,X,X,X
JLSIZOT,X,X,X,X
JLSIOTZ,X,X,X,X
JLSIOZT,X,X,X,X
JLSZTIO,O,O,X,X
JLSZTOI,O,X,X,X
JLSZITO,O,X,X,X
JLSZIOT,X,X,X,X
JLSZOTI,X,X,X,X
JLSZOIT,X,X,X,X
JLSOTIZ,X,X,X,O
JLSOTZI,X,O,X,O
JLSOITZ,X,X,X,O
JLSOIZT,X,X,X,X
JLSOZTI,X,X,X,X
JLSOZIT,X,X,X,X
JLZTISO,O,O,X,X
JLZTIOS,X,X,X,X
JLZTSIO,O,O,X,X
JLZTSOI,O,X,X,X
JLZTOIS,X,X,X,X
JLZTOSI,X,X,X,X
JLZITSO,O,X,X,X
JLZITOS,X,X,X,X
JLZISTO,O,X,X,X
JLZISOT,X,X,X,X
JLZIOTS,X,X,X,X
JLZIOST,X,X,X,X
JLZSTIO,O,O,X,X
JLZSTOI,O,X,X,X
JLZSITO,O,X,X,X
JLZSIOT,X,X,X,X
JLZSOTI,X,X,X,X
JLZSOIT,X,X,X,X
JLZOTIS,X,X,X,X
JLZOTSI,X,X,X,X
JLZOITS,X,X,X,X
JLZOIST,X,X,X,X
JLZOSTI,X,X,X,X
JLZOSIT,X,X,X,X
JLOTISZ,X,X,X,O
JLOTIZS,X,X,X,X
JLOTSIZ,X,X,X,O
JLOTSZI,X,O,X,O
JLOTZIS,X,O,X,X
JLOTZSI,X,O,X,X
JLOITSZ,X,X,X,O
JLOITZS,X,X,X,X
JLOISTZ,X,X,X,O
JLOISZT,X,X,X,X
JLOIZTS,X,X,X,X
JLOIZST,X,X,X,X
JLOSTIZ,X,X,X,O
JLOSTZI,X,O,X,O
JLOSITZ,X,X,X,O
JLOSIZT,X,X,X,X
JLOSZTI,X,X,X,X
JLOSZIT,X,X,X,X
JLOZTIS,X,X,X,X
JLOZTSI,X,X,X,X
JLOZITS,X,X,X,X
JLOZIST,X,X,X,X
JLOZSTI,X,X,X,X
JLOZSIT,X,X,X,X
JSTILZO,O,X,X,X
JSTILOZ,X,X,X,X
JSTIZLO,O,X,O,X
JSTIZOL,X,X,X,X
JSTIOLZ,X,X,X,X
JSTIOZL,X,X,X,X
JSTLIZO,O,X,X,X
JSTLIOZ,X,X,X,X
JSTLZIO,O,X,X,X
JSTLZOI,O,X,X,X
JSTLOIZ,X,X,X,O
JSTLOZI,X,X,X,O
JSTZILO,X,X,O,X
JSTZIOL,X,X,X,X
JSTZLIO,O,X,O,X
JSTZLOI,O,X,O,X
JSTZOIL,X,X,O,X
JSTZOLI,X,X,O,X
JSTOILZ,X,X,X,O
JSTOIZL,X,X,O,X
JSTOLIZ,X,X,X,O
JSTOLZI,X,X,X,O
JSTOZIL,X,X,O,X
JSTOZLI,X,X,O,X
JSITLZO,O,X,X,X
JSITLOZ,X,X,X,X
JSITZLO,O,X,O,X
JSITZOL,X,X,X,X
JSITOLZ,X,X,X,X
JSITOZL,X,X,X,X
JSILTZO,O,X,X,X
JSILTOZ,X,X,X,X
JSILZTO,O,X,X,X
JSILZOT,X,X,X,X
JSILOTZ,X,X,X,X
JSILOZT,X,X,X,X
JSIZTLO,O,O,X,X
JSIZTOL,X,X,X,X
JSIZLTO,O,X,X,X
JSIZLOT,X,X,X,X
JSIZOTL,X,X,X,X
JSIZOLT,X,X,X,X
JSIOTLZ,X,X,X,X
JSIOTZL,X,X,O,X
