sequence,v115@UhC8AeB8AeA8BeF8Kel/IvhFUhBanBziB5oB/pBOqB,v115@UhC8AeB8AeA8BeF8KeUBJvhFanBziB5oB/pBFlBmpB,v115@UhC8AeB8AeA8BeF8KeOFJvhFXhBxiBTkBFnB6tB0pB,v115@UhC8AeB8AeA8BeF8KeT/IvhFOlBXhBxiBFnB6tB0pB
LJTZOIS,X,X,X,X
LJTZOSI,X,X,X,X
LJTOISZ,X,X,X,X
LJTOIZS,X,X,X,X
LJTOSIZ,X,X,X,X
LJTOSZI,X,X,X,X
LJTOZIS,X,X,X,X
LJTOZSI,X,X,X,X
LJITSZO,X,X,X,X
LJITSOZ,X,X,X,X
LJITZSO,X,X,X,X
LJITZOS,X,X,X,X
LJITOSZ,X,X,X,X
LJITOZS,X,X,X,X
LJISTZO,O,X,X,X
LJISTOZ,O,X,X,X
LJISZTO,O,X,X,X
LJISZOT,O,X,X,X
LJISOTZ,O,X,X,X
LJISOZT,O,X,X,X
LJIZTSO,X,X,X,X
LJIZTOS,X,X,X,X
LJIZSTO,O,X,X,X
LJIZSOT,O,X,X,X
LJIZOTS,X,X,X,X
LJIZOST,O,X,X,X
LJIOTSZ,X,X,X,X
LJIOTZS,X,X,X,X
LJIOSTZ,O,X,X,X
LJIOSZT,O,X,X,X
LJIOZTS,X,X,X,X
LJIOZST,O,X,X,X
LJSTIZO,O,X,X,X
LJSTIOZ,O,X,X,X
LJSTZIO,O,X,X,X
LJSTZOI,O,X,X,X
LJSTOIZ,O,X,X,X
LJSTOZI,O,X,X,X
LJSITZO,O,X,X,X
LJSITOZ,O,X,X,X
LJSIZTO,O,X,X,X
LJSIZOT,O,X,X,X
LJSIOTZ,O,X,X,X
LJSIOZT,O,X,X,X
LJSZTIO,O,X,X,X
LJSZTOI,O,X,X,X
LJSZITO,O,X,X,X
LJSZIOT,O,X,X,X
LJSZOTI,O,X,X,X
LJSZOIT,O,X,X,X
LJSOTIZ,O,X,X,X
LJSOTZI,O,X,X,X
LJSOITZ,O,X,X,X
LJSOIZT,O,X,X,X
LJSOZTI,O,X,X,X
LJSOZIT,O,X,X,X
LJZTISO,X,X,X,X
LJZTIOS,X,X,X,X
LJZTSIO,X,X,X,X
LJZTSOI,X,X,X,X
LJZTOIS,X,X,X,X
LJZTOSI,X,X,X,X
LJZITSO,X,X,X,X
LJZITOS,X,X,X,X
LJZISTO,O,X,X,X
LJZISOT,O,X,X,X
LJZIOTS,X,X,X,X
LJZIOST,O,X,X,X
LJZSTIO,O,X,X,X
LJZSTOI,O,X,X,X
LJZSITO,O,X,X,X
LJZSIOT,O,X,X,X
LJZSOTI,O,X,X,X
LJZSOIT,O,X,X,X
LJZOTIS,X,X,X,X
LJZOTSI,X,X,X,X
LJZOITS,X,X,X,X
LJZOIST,O,X,X,X
LJZOSTI,O,X,X,X
LJZOSIT,O,X,X,X
LJOTISZ,X,X,X,X
LJOTIZS,X,X,X,X
LJOTSIZ,X,X,X,X
LJOTSZI,X,X,X,X
LJOTZIS,X,X,X,X
LJOTZSI,X,X,X,X
LJOITSZ,X,X,X,X
LJOITZS,X,X,X,X
LJOISTZ,O,X,X,X
LJOISZT,O,X,X,X
LJOIZTS,X,X,X,X
LJOIZST,O,X,X,X
LJOSTIZ,O,X,X,X
LJOSTZI,O,X,X,X
LJOSITZ,O,X,X,X
LJOSIZT,O,X,X,X
LJOSZTI,O,X,X,X
LJOSZIT,O,X,X,X
LJOZTIS,X,X,X,X
LJOZTSI,X,X,X,X
LJOZITS,X,X,X,X
LJOZIST,O,X,X,X
LJOZSTI,O,X,X,X
LJOZSIT,O,X,X,X
LSTIJZO,X,X,X,O
LSTIJOZ,X,X,O,X
LSTIZJO,X,X,X,O
LSTIZOJ,O,O,X,O
LSTIOJZ,X,X,O,X
LSTIOZJ,O,O,X,X
LSTJIZO,X,X,X,O
LSTJIOZ,X,X,O,X
LSTJZIO,X,X,X,O
LSTJZOI,X,X,X,O
LSTJOIZ,X,X,O,X
LSTJOZI,X,X,O,X
LSTZIJO,X,X,X,O
LSTZIOJ,O,O,X,O
LSTZJIO,X,X,X,O
LSTZJOI,X,X,X,O
LSTZOIJ,O,O,X,O
LSTZOJI,X,X,X,O
LSTOIJZ,X,X,O,X
LSTOIZJ,O,O,X,X
LSTOJIZ,X,X,O,X
LSTOJZI,X,X,O,X
LSTOZIJ,O,O,X,X
LSTOZJI,X,X,X,X
LSITJZO,X,X,X,X
LSITJOZ,X,X,X,X
LSITZJO,X,X,X,X
LSITZOJ,O,O,X,X
LSITOJZ,X,X,X,X
LSITOZJ,O,O,X,X
LSIJTZO,O,X,X,X
LSIJTOZ,O,X,X,X
LSIJZTO,O,X,X,X
LSIJZOT,O,X,X,O
LSIJOTZ,O,X,X,X
LSIJOZT,O,X,X,X
LSIZTJO,X,X,X,X
LSIZTOJ,O,O,X,X
LSIZJTO,X,X,X,X
LSIZJOT,X,X,X,O
LSIZOTJ,O,O,X,X
LSIZOJT,X,X,X,O
LSIOTJZ,X,X,X,X
LSIOTZJ,O,O,X,X
LSIOJTZ,O,X,X,X
LSIOJZT,O,X,X,X
LSIOZTJ,O,O,X,X
LSIOZJT,X,X,X,X
LSJTIZO,O,X,X,O
LSJTIOZ,O,X,O,X
LSJTZIO,O,X,X,O
LSJTZOI,O,X,X,O
LSJTOIZ,O,X,O,X
LSJTOZI,O,X,O,X
LSJITZO,O,X,X,X
LSJITOZ,O,X,X,X
LSJIZTO,O,X,X,X
LSJIZOT,O,X,X,O
LSJIOTZ,O,X,X,X
LSJIOZT,O,X,X,X
LSJZTIO,O,X,X,O
LSJZTOI,O,X,X,O
LSJZITO,O,X,X,X
LSJZIOT,O,X,X,O
LSJZOTI,O,X,X,O
LSJZOIT,O,X,X,O
LSJOTIZ,O,X,O,X
LSJOTZI,O,X,O,X
LSJOITZ,O,X,X,X
LSJOIZT,O,X,X,X
LSJOZTI,O,X,X,X
LSJOZIT,O,X,X,X
LSZTIJO,X,X,X,O
LSZTIOJ,O,O,X,O
LSZTJIO,X,X,X,O
LSZTJOI,X,X,X,O
LSZTOIJ,O,O,X,O
LSZTOJI,X,X,X,O
LSZITJO,X,X,X,X
LSZITOJ,O,O,X,X
LSZIJTO,X,X,X,X
LSZIJOT,X,X,X,O
LSZIOTJ,O,O,X,X
LSZIOJT,X,X,X,O
LSZJTIO,X,X,X,O
LSZJTOI,X,X,X,O
LSZJITO,X,X,X,X
LSZJIOT,X,X,X,O
LSZJOTI,X,X,X,O
LSZJOIT,X,X,X,O
LSZOTIJ,O,O,X,O
LSZOTJI,X,X,X,O
LSZOITJ,O,O,X,X
LSZOIJT,X,X,X,O
LSZOJTI,X,X,X,O
LSZOJIT,X,X,X,O
LSOTIJZ,X,X,O,X
LSOTIZJ,O,O,X,X
LSOTJIZ,X,X,O,X
LSOTJZI,X,X,O,X
LSOTZIJ,O,O,X,X
LSOTZJI,X,X,X,X
LSOITJZ,X,X,X,X
LSOITZJ,O,O,X,X
LSOIJTZ,O,X,X,X
LSOIJZT,O,X,X,X
LSOIZTJ,O,O,X,X
LSOIZJT,X,X,X,X
LSOJTIZ,O,X,O,X
LSOJTZI,O,X,O,X
LSOJITZ,O,X,X,X
LSOJIZT,O,X,X,X
LSOJZTI,O,X,X,X
LSOJZIT,O,X,X,X
LSOZTIJ,O,O,X,X
LSOZTJI,X,X,X,X
LSOZITJ,O,O,X,X
LSOZIJT,X,X,X,X
LSOZJTI,X,X,X,X
LSOZJIT,X,X,X,X
LZTIJSO,X,X,X,O
LZTIJOS,X,X,X,O
LZTISJO,X,X,X,O
LZTISOJ,X,X,X,O
LZTIOJS,X,X,X,O
LZTIOSJ,X,X,X,O
LZTJISO,X,X,X,O
LZTJIOS,X,X,X,O
LZTJSIO,X,X,X,O
LZTJSOI,X,X,X,O
LZTJOIS,X,X,X,O
LZTJOSI,X,X,X,O
LZTSIJO,X,X,X,O
LZTSIOJ,X,X,X,O
LZTSJIO,X,X,X,O
LZTSJOI,X,X,X,O
LZTSOIJ,X,X,X,O
LZTSOJI,X,X,X,O
LZTOIJS,X,X,X,O
LZTOISJ,X,X,X,O
LZTOJIS,X,X,X,O
LZTOJSI,X,X,X,O
LZTOSIJ,X,X,X,O
LZTOSJI,X,X,X,O
LZITJSO,X,X,X,X
LZITJOS,X,X,X,X
LZITSJO,X,X,X,X
LZITSOJ,X,X,X,X
LZITOJS,X,X,X,X
LZITOSJ,X,X,X,X
LZIJTSO,X,X,X,O
LZIJTOS,X,X,X,O
LZIJSTO,O,X,X,X
LZIJSOT,O,X,X,O
LZIJOTS,X,X,X,O
LZIJOST,O,X,X,O
LZISTJO,X,X,X,X
LZISTOJ,O,O,X,X
LZISJTO,X,X,X,X
LZISJOT,X,X,X,O
LZISOTJ,O,O,X,X
LZISOJT,X,X,X,O
LZIOTJS,X,X,X,X
LZIOTSJ,X,X,X,X
LZIOJTS,X,X,X,O
LZIOJST,O,X,X,O
LZIOSTJ,O,O,X,X
LZIOSJT,X,X,X,O
LZJTISO,X,X,X,O
LZJTIOS,X,X,X,O
LZJTSIO,X,X,X,O
LZJTSOI,X,X,X,O
LZJTOIS,X,X,X,O
LZJTOSI,X,X,X,O
LZJITSO,X,X,X,O
LZJITOS,X,X,X,O
LZJISTO,O,X,X,X
LZJISOT,O,X,X,O
LZJIOTS,X,X,X,O
LZJIOST,O,X,X,O
LZJSTIO,O,X,X,O
LZJSTOI,O,X,X,O
LZJSITO,O,X,X,X
LZJSIOT,O,X,X,O
LZJSOTI,O,X,X,O
LZJSOIT,O,X,X,O
LZJOTIS,X,X,X,O
LZJOTSI,X,X,X,O
LZJOITS,X,X,X,O
LZJOIST,O,X,X,O
LZJOSTI,O,X,X,O
LZJOSIT,O,X,X,O
LZSTIJO,X,X,X,O
LZSTIOJ,O,O,X,O
LZSTJIO,X,X,X,O
LZSTJOI,X,X,X,O
LZSTOIJ,O,O,X,O
LZSTOJI,X,X,X,O
LZSITJO,X,X,X,X
LZSITOJ,O,O,X,X
LZSIJTO,X,X,X,X
LZSIJOT,X,X,X,O
LZSIOTJ,O,O,X,X
LZSIOJT,X,X,X,O
LZSJTIO,X,X,X,O
LZSJTOI,X,X,X,O
LZSJITO,X,X,X,X
LZSJIOT,X,X,X,O
LZSJOTI,X,X,X,O
LZSJOIT,X,X,X,O
LZSOTIJ,O,O,X,O
LZSOTJI,X,X,X,O
LZSOITJ,O,O,X,X
LZSOIJT,X,X,X,O
LZSOJTI,X,X,X,O
LZSOJIT,X,X,X,O
LZOTIJS,X,X,X,O
LZOTISJ,X,X,X,O
LZOTJIS,X,X,X,O
LZOTJSI,X,X,X,O
LZOTSIJ,X,X,X,O
LZOTSJI,X,X,X,O
LZOITJS,X,X,X,X
LZOITSJ,X,X,X,X
LZOIJTS,X,X,X,O
LZOIJST,O,X,X,O
LZOISTJ,O,O,X,X
LZOISJT,X,X,X,O
LZOJTIS,X,X,X,O
LZOJTSI,X,X,X,O
LZOJITS,X,X,X,O
LZOJIST,O,X,X,O
LZOJSTI,O,X,X,O
LZOJSIT,O,X,X,O
LZOSTIJ,O,O,X,O
LZOSTJI,X,X,X,O
LZOSITJ,O,O,X,X
LZOSIJT,X,X,X,O
LZOSJTI,X,X,X,O
LZOSJIT,X,X,X,O
LOTIJSZ,X,X,X,X
LOTIJZS,X,X,X,X
LOTISJZ,X,X,O,X
LOTISZJ,X,X,X,X
LOTIZJS,X,X,X,X
LOTIZSJ,X,X,X,X
LOTJISZ,X,X,X,X
LOTJIZS,X,X,X,X
LOTJSIZ,X,X,X,X
LOTJSZI,X,X,X,X
LOTJZIS,X,X,X,X
LOTJZSI,X,X,X,X
LOTSIJZ,X,X,O,X
LOTSIZJ,X,X,X,X
LOTSJIZ,X,X,O,X
LOTSJZI,X,X,O,X
LOTSZIJ,X,X,X,X
LOTSZJI,X,X,X,X
LOTZIJS,X,X,X,X
LOTZISJ,X,X,X,X
LOTZJIS,X,X,X,X
LOTZJSI,X,X,X,X
LOTZSIJ,X,X,X,X
LOTZSJI,X,X,X,X
LOITJSZ,X,X,X,X
LOITJZS,X,X,X,X
LOITSJZ,X,X,X,X
LOITSZJ,X,X,X,X
LOITZJS,X,X,X,X
LOITZSJ,X,X,X,X
LOIJTSZ,X,X,X,X
LOIJTZS,X,X,X,X
LOIJSTZ,O,X,X,X
LOIJSZT,O,X,X,X
LOIJZTS,X,X,X,X
LOIJZST,O,X,X,X
LOISTJZ,X,X,X,X
LOISTZJ,O,O,X,X
LOISJTZ,O,X,X,X
LOISJZT,O,X,X,X
LOISZTJ,O,O,X,X
LOISZJT,X,X,X,X
LOIZTJS,X,X,X,X
LOIZTSJ,X,X,X,X
LOIZJTS,X,X,X,X
LOIZJST,O,X,X,X
LOIZSTJ,O,O,X,X
LOIZSJT,X,X,X,X
LOJTISZ,X,X,X,X
LOJTIZS,X,X,X,X
LOJTSIZ,X,X,X,X
LOJTSZI,X,X,X,X
LOJTZIS,X,X,X,X
LOJTZSI,X,X,X,X
LOJITSZ,X,X,X,X
LOJITZS,X,X,X,X
LOJISTZ,O,X,X,X
LOJISZT,O,X,X,X
LOJIZTS,X,X,X,X
LOJIZST,O,X,X,X
LOJSTIZ,O,X,X,X
LOJSTZI,O,X,X,X
LOJSITZ,O,X,X,X
LOJSIZT,O,X,X,X
LOJSZTI,O,X,X,X
LOJSZIT,O,X,X,X
LOJZTIS,X,X,X,X
LOJZTSI,X,X,X,X
LOJZITS,X,X,X,X
LOJZIST,O,X,X,X
LOJZSTI,O,X,X,X
LOJZSIT,O,X,X,X
LOSTIJZ,X,X,O,X
LOSTIZJ,O,O,X,X
LOSTJIZ,X,X,O,X
LOSTJZI,X,X,O,X
LOSTZIJ,O,O,X,X
LOSTZJI,X,X,X,X
LOSITJZ,X,X,X,X
LOSITZJ,O,O,X,X
LOSIJTZ,O,X,X,X
LOSIJZT,O,X,X,X
LOSIZTJ,O,O,X,X
LOSIZJT,X,X,X,X
LOSJTIZ,O,X,O,X
LOSJTZI,O,X,O,X
LOSJITZ,O,X,X,X
LOSJIZT,O,X,X,X
LOSJZTI,O,X,X,X
LOSJZIT,O,X,X,X
LOSZTIJ,O,O,X,X
LOSZTJI,X,X,X,X
LOSZITJ,O,O,X,X
LOSZIJT,X,X,X,X
LOSZJTI,X,X,X,X
LOSZJIT,X,X,X,X
LOZTIJS,X,X,X,X
LOZTISJ,X,X,X,X
LOZTJIS,X,X,X,X
LOZTJSI,X,X,X,X
LOZTSIJ,X,X,X,X
LOZTSJI,X,X,X,X
LOZITJS,X,X,X,X
LOZITSJ,X,X,X,X
LOZIJTS,X,X,X,X
LOZIJST,O,X,X,X
LOZISTJ,O,O,X,X
LOZISJT,X,X,X,X
LOZJTIS,X,X,X,X
LOZJTSI,X,X,X,X
LOZJITS,X,X,X,X
LOZJIST,O,X,X,X
LOZJSTI,O,X,X,X
LOZJSIT,O,X,X,X
LOZSTIJ,O,O,X,X
LOZSTJI,X,X,X,X
LOZSITJ,O,O,X,X
LOZSIJT,X,X,X,X
LOZSJTI,X,X,X,X
LOZSJIT,X,X,X,X
JTILSZO,X,X,X,X
JTILSOZ,X,X,X,X
JTILZSO,X,X,X,X
JTILZOS,X,X,X,X
JTILOSZ,X,X,X,X
JTILOZS,X,X,X,X
JTISLZO,X,X,X,X
JTISLOZ,X,X,X,X
JTISZLO,X,X,X,X
JTISZOL,X,X,X,X
JTISOLZ,X,X,X,X
JTISOZL,X,X,X,X
JTIZLSO,X,X,X,X
JTIZLOS,X,X,X,X
JTIZSLO,X,X,X,X
JTIZSOL,X,X,X,X
JTIZOLS,X,X,X,X
JTIZOSL,X,X,X,X
JTIOLSZ,X,X,X,X
JTIOLZS,X,X,X,X
JTIOSLZ,X,X,X,X
JTIOSZL,X,X,X,X
JTIOZLS,X,X,X,X
JTIOZSL,X,X,X,X
JTLISZO,X,X,X,X
JTLISOZ,X,X,X,X
JTLIZSO,X,X,X,X
JTLIZOS,X,X,X,X
JTLIOSZ,X,X,X,X
JTLIOZS,X,X,X,X
JTLSIZO,X,X,X,X
JTLSIOZ,X,X,X,X
JTLSZIO,X,X,X,X
JTLSZOI,X,X,X,X
JTLSOIZ,X,X,X,X
JTLSOZI,X,X,X,X
JTLZISO,X,X,X,X
JTLZIOS,X,X,X,X
JTLZSIO,X,X,X,X
JTLZSOI,X,X,X,X
JTLZOIS,X,X,X,X
JTLZOSI,X,X,X,X
JTLOISZ,X,X,X,X
JTLOIZS,X,X,X,X
JTLOSIZ,X,X,X,X
JTLOSZI,X,X,X,X
JTLOZIS,X,X,X,X
JTLOZSI,X,X,X,X
JTSILZO,X,X,X,X
JTSILOZ,X,X,X,X
JTSIZLO,X,X,X,X
JTSIZOL,X,X,X,X
JTSIOLZ,X,X,X,X
JTSIOZL,X,X,X,X
JTSLIZO,X,X,X,X
JTSLIOZ,X,X,X,X
JTSLZIO,X,X,X,X
JTSLZOI,X,X,X,X
JTSLOIZ,X,X,X,X
JTSLOZI,X,X,X,X
JTSZILO,X,X,X,X
JTSZIOL,X,X,X,X
JTSZLIO,X,X,X,X
JTSZLOI,X,X,X,X
JTSZOIL,X,X,X,X
JTSZOLI,X,X,X,X
JTSOILZ,X,X,X,X
JTSOIZL,X,X,X,X
JTSOLIZ,X,X,X,X
JTSOLZI,X,X,X,X
JTSOZIL,X,X,X,X
JTSOZLI,X,X,X,X
JTZILSO,X,X,X,X
JTZILOS,X,X,X,X
JTZISLO,X,X,X,X
JTZISOL,X,X,X,X
JTZIOLS,X,X,X,X
JTZIOSL,X,X,X,X
JTZLISO,X,X,X,X
JTZLIOS,X,X,X,X
JTZLSIO,X,X,X,X
JTZLSOI,X,X,X,X
JTZLOIS,X,X,X,X
JTZLOSI,X,X,X,X
JTZSILO,X,X,X,X
JTZSIOL,X,X,X,X
JTZSLIO,X,X,X,X
JTZSLOI,X,X,X,X
JTZSOIL,X,X,X,X
JTZSOLI,X,X,X,X
JTZOILS,X,X,X,X
JTZOISL,X,X,X,X
JTZOLIS,X,X,X,X
JTZOLSI,X,X,X,X
JTZOSIL,X,X,X,X
JTZOSLI,X,X,X,X
JTOILSZ,X,X,X,X
JTOILZS,X,X,X,X
JTOISLZ,X,X,X,X
JTOISZL,X,X,X,X
JTOIZLS,X,X,X,X
JTOIZSL,X,X,X,X
JTOLISZ,X,X,X,X
JTOLIZS,X,X,X,X
JTOLSIZ,X,X,X,X
JTOLSZI,X,X,X,X
JTOLZIS,X,X,X,X
JTOLZSI,X,X,X,X
JTOSILZ,X,X,X,X
JTOSIZL,X,X,X,X
JTOSLIZ,X,X,X,X
JTOSLZI,X,X,X,X
JTOSZIL,X,X,X,X
JTOSZLI,X,X,X,X
JTOZILS,X,X,X,X
JTOZISL,X,X,X,X
JTOZLIS,X,X,X,X
JTOZLSI,X,X,X,X
JTOZSIL,X,X,X,X
JTOZSLI,X,X,X,X
JITLSZO,X,X,X,X
JITLSOZ,X,X,X,X
JITLZSO,X,X,X,X
JITLZOS,X,X,X,X
JITLOSZ,X,X,X,X
JITLOZS,X,X,X,X
JITSLZO,X,X,X,X
JITSLOZ,X,X,X,X
JITSZLO,X,X,X,X
JITSZOL,X,X,X,X
JITSOLZ,X,X,X,X
JITSOZL,X,X,X,X
JITZLSO,X,X,X,X
JITZLOS,X,X,X,X
JITZSLO,X,X,X,X
JITZSOL,X,X,X,X
JITZOLS,X,X,X,X
JITZOSL,X,X,X,X
JITOLSZ,X,X,X,X
JITOLZS,X,X,X,X
JITOSLZ,X,X,X,X
JITOSZL,X,X,X,X
JITOZLS,X,X,X,X
JITOZSL,X,X,X,X
JILTSZO,X,X,X,X
JILTSOZ,X,X,X,X
JILTZSO,X,X,X,X
JILTZOS,X,X,X,X
JILTOSZ,X,X,X,X
JILTOZS,X,X,X,X
JILSTZO,O,X,X,X
JILSTOZ,O,X,X,X
JILSZTO,O,X,X,X
JILSZOT,O,X,X,X
JILSOTZ,O,X,X,X
JILSOZT,O,X,X,X
JILZTSO,X,X,X,X
JILZTOS,X,X,X,X
JILZSTO,O,X,X,X
JILZSOT,O,X,X,X
JILZOTS,X,X,X,X
JILZOST,O,X,X,X
JILOTSZ,X,X,X,X
JILOTZS,X,X,X,X
JILOSTZ,O,X,X,X
JILOSZT,O,X,X,X
JILOZTS,X,X,X,X
JILOZST,O,X,X,X
JISTLZO,O,X,X,X
JISTLOZ,O,X,X,X
JISTZLO,O,X,X,X
JISTZOL,O,X,X,X
JISTOLZ,O,X,X,X
JISTOZL,O,X,X,X
JISLTZO,O,X,X,X
JISLTOZ,O,X,X,X
JISLZTO,O,X,X,X
JISLZOT,O,X,X,X
JISLOTZ,O,X,X,X
JISLOZT,O,X,X,X
JISZTLO,O,X,X,X
JISZTOL,O,X,X,X
JISZLTO,O,X,X,X
JISZLOT,O,X,X,X
JISZOTL,O,X,X,X
JISZOLT,O,X,X,X
JISOTLZ,O,X,X,X
JISOTZL,O,X,X,X
JISOLTZ,O,X,X,X
JISOLZT,O,X,X,X
JISOZTL,O,X,X,X
JISOZLT,O,X,X,X
JIZTLSO,X,X,X,X
JIZTLOS,X,X,X,X
JIZTSLO,X,X,X,X
JIZTSOL,X,X,X,X
JIZTOLS,X,X,X,X
JIZTOSL,X,X,X,X
JIZLTSO,X,X,X,X
JIZLTOS,X,X,X,X
JIZLSTO,O,X,X,X
JIZLSOT,O,X,X,X
JIZLOTS,X,X,X,X
JIZLOST,O,X,X,X
JIZSTLO,O,X,X,X
JIZSTOL,O,X,X,X
JIZSLTO,O,X,X,X
JIZSLOT,O,X,X,X
JIZSOTL,O,X,X,X
JIZSOLT,O,X,X,X
JIZOTLS,X,X,X,X
JIZOTSL,X,X,X,X
JIZOLTS,X,X,X,X
JIZOLST,O,X,X,X
JIZOSTL,O,X,X,X
JIZOSLT,O,X,X,X
JIOTLSZ,X,X,X,X
JIOTLZS,X,X,X,X
JIOTSLZ,X,X,X,X
JIOTSZL,X,X,X,X
JIOTZLS,X,X,X,X
JIOTZSL,X,X,X,X
JIOLTSZ,X,X,X,X
JIOLTZS,X,X,X,X
JIOLSTZ,O,X,X,X
JIOLSZT,O,X,X,X
JIOLZTS,X,X,X,X
JIOLZST,O,X,X,X
JIOSTLZ,O,X,X,X
JIOSTZL,O,X,X,X
JIOSLTZ,O,X,X,X
JIOSLZT,O,X,X,X
JIOSZTL,O,X,X,X
JIOSZLT,O,X,X,X
JIOZTLS,X,X,X,X
JIOZTSL,X,X,X,X
JIOZLTS,X,X,X,X
JIOZLST,O,X,X,X
JIOZSTL,O,X,X,X
JIOZSLT,O,X,X,X
JLTISZO,X,X,X,X
JLTISOZ,X,X,X,X
JLTIZSO,X,X,X,X
JLTIZOS,X,X,X,X
JLTIOSZ,X,X,X,X
JLTIOZS,X,X,X,X
JLTSIZO,X,X,X,X
JLTSIOZ,X,X,X,X
JLTSZIO,X,X,X,X
JLTSZOI,X,X,X,X
JLTSOIZ,X,X,X,X
JLTSOZI,X,X,X,X
JLTZISO,X,X,X,X
JLTZIOS,X,X,X,X
JLTZSIO,X,X,X,X
JLTZSOI,X,X,X,X
JLTZOIS,X,X,X,X
JLTZOSI,X,X,X,X
JLTOISZ,X,X,X,X
JLTOIZS,X,X,X,X
JLTOSIZ,X,X,X,X
JLTOSZI,X,X,X,X
JLTOZIS,X,X,X,X
JLTOZSI,X,X,X,X
JLITSZO,X,X,X,X
JLITSOZ,X,X,X,X
JLITZSO,X,X,X,X
JLITZOS,X,X,X,X
JLITOSZ,X,X,X,X
JLITOZS,X,X,X,X
JLISTZO,O,X,X,X
JLISTOZ,O,X,X,X
JLISZTO,O,X,X,X
JLISZOT,O,X,X,X
JLISOTZ,O,X,X,X
JLISOZT,O,X,X,X
JLIZTSO,X,X,X,X
JLIZTOS,X,X,X,X
JLIZSTO,O,X,X,X
JLIZSOT,O,X,X,X
JLIZOTS,X,X,X,X
JLIZOST,O,X,X,X
JLIOTSZ,X,X,X,X
JLIOTZS,X,X,X,X
JLIOSTZ,O,X,X,X
JLIOSZT,O,X,X,X
JLIOZTS,X,X,X,X
JLIOZST,O,X,X,X
JLSTIZO,O,X,X,X
JLSTIOZ,O,X,X,X
JLSTZIO,O,X,X,X
JLSTZOI,O,X,X,X
JLSTOIZ,O,X,X,X
JLSTOZI,O,X,X,X
JLSITZO,O,X,X,X
JLSITOZ,O,X,X,X
JLSIZTO,O,X,X,X
JLSIZOT,O,X,X,X
JLSIOTZ,O,X,X,X
JLSIOZT,O,X,X,X
JLSZTIO,O,X,X,X
JLSZTOI,O,X,X,X
JLSZITO,O,X,X,X
JLSZIOT,O,X,X,X
JLSZOTI,O,X,X,X
JLSZOIT,O,X,X,X
JLSOTIZ,O,X,X,X
JLSOTZI,O,X,X,X
JLSOITZ,O,X,X,X
JLSOIZT,O,X,X,X
JLSOZTI,O,X,X,X
JLSOZIT,O,X,X,X
JLZTISO,X,X,X,X
JLZTIOS,X,X,X,X
JLZTSIO,X,X,X,X
JLZTSOI,X,X,X,X
JLZTOIS,X,X,X,X
JLZTOSI,X,X,X,X
JLZITSO,X,X,X,X
JLZITOS,X,X,X,X
JLZISTO,O,X,X,X
JLZISOT,O,X,X,X
JLZIOTS,X,X,X,X
JLZIOST,O,X,X,X
JLZSTIO,O,X,X,X
JLZSTOI,O,X,X,X
JLZSITO,O,X,X,X
JLZSIOT,O,X,X,X
JLZSOTI,O,X,X,X
JLZSOIT,O,X,X,X
JLZOTIS,X,X,X,X
JLZOTSI,X,X,X,X
JLZOITS,X,X,X,X
JLZOIST,O,X,X,X
JLZOSTI,O,X,X,X
JLZOSIT,O,X,X,X
JLOTISZ,X,X,X,X
JLOTIZS,X,X,X,X
JLOTSIZ,X,X,X,X
JLOTSZI,X,X,X,X
JLOTZIS,X,X,X,X
JLOTZSI,X,X,X,X
JLOITSZ,X,X,X,X
JLOITZS,X,X,X,X
JLOISTZ,O,X,X,X
JLOISZT,O,X,X,X
JLOIZTS,X,X,X,X
JLOIZST,O,X,X,X
JLOSTIZ,O,X,X,X
JLOSTZI,O,X,X,X
JLOSITZ,O,X,X,X
JLOSIZT,O,X,X,X
JLOSZTI,O,X,X,X
JLOSZIT,O,X,X,X
JLOZTIS,X,X,X,X
JLOZTSI,X,X,X,X
JLOZITS,X,X,X,X
JLOZIST,O,X,X,X
JLOZSTI,O,X,X,X
JLOZSIT,O,X,X,X
JSTILZO,O,X,X,X
JSTILOZ,O,X,X,X
JSTIZLO,O,X,X,X
JSTIZOL,O,X,X,X
JSTIOLZ,O,X,X,X
JSTIOZL,O,X,X,X
JSTLIZO,O,X,X,X
JSTLIOZ,O,X,X,X
JSTLZIO,O,X,X,X
JSTLZOI,O,X,X,X
JSTLOIZ,O,X,X,X
JSTLOZI,O,X,X,X
JSTZILO,O,X,X,X
JSTZIOL,O,X,X,X
JSTZLIO,O,X,X,X
JSTZLOI,O,X,X,X
JSTZOIL,O,X,X,X
JSTZOLI,O,X,X,X
JSTOILZ,O,X,X,X
JSTOIZL,O,X,X,X
JSTOLIZ,O,X,X,X
JSTOLZI,O,X,X,X
JSTOZIL,O,X,X,X
JSTOZLI,O,X,X,X
JSITLZO,O,X,X,X
JSITLOZ,O,X,X,X
JSITZLO,O,X,X,X
JSITZOL,O,X,X,X
JSITOLZ,O,X,X,X
JSITOZL,O,X,X,X
JSILTZO,O,X,X,X
JSILTOZ,O,X,X,X
JSILZTO,O,X,X,X
JSILZOT,O,X,X,X
JSILOTZ,O,X,X,X
JSILOZT,O,X,X,X
JSIZTLO,O,X,X,X
JSIZTOL,O,X,X,X
JSIZLTO,O,X,X,X
JSIZLOT,O,X,X,X
JSIZOTL,O,X,X,X
JSIZOLT,O,X,X,X
JSIOTLZ,O,X,X,X
JSIOTZL,O,X,X,X
