sequence,v115@MhB8GeC8DeF8BeA8JeZEJvhFUgBFhB6nBTjBWqBXtB,v115@MhB8GeC8DeF8BeA8JeZEJvhFukBFhB0iBTlBStBXtB,v115@MhB8GeC8DeF8BeA8JeZEJvhFFgBXhB0iB6oBWqBzsB
STZIJLO,X,X,X
STZIJOL,X,X,X
STZIOLJ,X,X,X
STZIOJL,X,X,X
STZLIJO,X,X,O
STZLIOJ,X,X,X
STZLJIO,X,X,X
STZLJOI,X,X,X
STZLOIJ,X,X,X
STZLOJI,X,X,X
STZJILO,X,X,X
STZJIOL,X,X,X
STZJLIO,X,X,X
STZJLOI,X,X,X
STZJOIL,X,X,X
STZJOLI,X,X,X
STZOILJ,X,X,X
STZOIJL,X,X,X
STZOLIJ,X,X,X
STZOLJI,X,X,X
STZOJIL,X,X,X
STZOJLI,X,X,X
STOILJZ,O,X,X
STOILZJ,X,X,O
STOIJLZ,O,X,X
STOIJZL,O,X,X
STOIZLJ,X,X,O
STOIZJL,X,X,X
STOLIJZ,O,X,X
STOLIZJ,X,X,O
STOLJIZ,O,X,X
STOLJZI,O,X,X
STOLZIJ,X,X,O
STOLZJI,X,X,X
STOJILZ,O,X,X
STOJIZL,O,X,X
STOJLIZ,O,X,X
STOJLZI,O,X,X
STOJZIL,O,X,X
STOJZLI,O,X,X
STOZILJ,X,X,O
STOZIJL,X,X,X
STOZLIJ,X,X,O
STOZLJI,X,X,X
STOZJIL,X,X,X
STOZJLI,X,X,X
SITLJZO,O,X,X
SITLJOZ,O,X,X
SITLZJO,X,X,O
SITLZOJ,X,X,X
SITLOJZ,O,X,X
SITLOZJ,X,X,X
SITJLZO,O,X,X
SITJLOZ,O,X,X
SITJZLO,O,X,X
SITJZOL,O,X,X
SITJOLZ,O,X,X
SITJOZL,O,X,X
SITZLJO,X,X,O
SITZLOJ,X,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,O,X,X
SITOLZJ,X,X,O
SITOJLZ,O,X,X
SITOJZL,O,X,X
SITOZLJ,X,X,O
SITOZJL,X,X,X
SILTJZO,O,X,X
SILTJOZ,O,X,X
SILTZJO,X,X,O
SILTZOJ,X,X,X
SILTOJZ,O,X,X
SILTOZJ,X,X,X
SILJTZO,O,X,O
SILJTOZ,O,X,X
SILJZTO,O,X,O
SILJZOT,O,X,X
SILJOTZ,O,X,X
SILJOZT,O,X,X
SILZTJO,X,X,O
SILZTOJ,X,X,X
SILZJTO,X,X,O
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,O,X,X
SILOTZJ,X,X,X
SILOJTZ,O,X,X
SILOJZT,O,X,X
SILOZTJ,X,X,X
SILOZJT,X,X,X
SIJTLZO,O,X,O
SIJTLOZ,O,X,X
SIJTZLO,O,X,O
SIJTZOL,O,X,X
SIJTOLZ,O,X,O
SIJTOZL,O,X,O
SIJLTZO,O,X,O
SIJLTOZ,O,X,X
SIJLZTO,O,X,O
SIJLZOT,O,X,X
SIJLOTZ,O,X,X
SIJLOZT,O,X,X
SIJZTLO,O,X,O
SIJZTOL,O,X,X
SIJZLTO,O,X,O
SIJZLOT,O,X,X
SIJZOTL,O,X,X
SIJZOLT,O,X,X
SIJOTLZ,O,X,O
SIJOTZL,O,X,O
SIJOLTZ,O,X,O
SIJOLZT,O,X,O
SIJOZTL,O,X,O
SIJOZLT,O,X,O
SIZTLJO,X,X,O
SIZTLOJ,X,X,X
SIZTJLO,X,X,X
SIZTJOL,X,X,X
SIZTOLJ,X,X,X
SIZTOJL,X,X,X
SIZLTJO,X,X,O
SIZLTOJ,X,X,X
SIZLJTO,X,X,O
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,X,X,O
SIZJTOL,X,X,X
SIZJLTO,X,X,O
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,O,X,X
SIOTLZJ,X,X,O
SIOTJLZ,O,X,X
SIOTJZL,O,X,X
SIOTZLJ,X,X,O
SIOTZJL,X,X,X
SIOLTJZ,O,X,X
SIOLTZJ,X,X,O
SIOLJTZ,O,X,O
SIOLJZT,O,X,O
SIOLZTJ,X,X,O
SIOLZJT,X,X,O
SIOJTLZ,O,X,O
SIOJTZL,O,X,O
SIOJLTZ,O,X,O
SIOJLZT,O,X,O
SIOJZTL,O,X,O
SIOJZLT,O,X,O
SIOZTLJ,X,X,O
SIOZTJL,X,X,X
SIOZLTJ,X,X,O
SIOZLJT,X,X,O
SIOZJTL,X,X,O
SIOZJLT,X,X,O
SLTIJZO,O,X,X
SLTIJOZ,O,X,X
SLTIZJO,X,X,O
SLTIZOJ,X,X,X
SLTIOJZ,O,X,X
SLTIOZJ,X,X,X
SLTJIZO,O,X,X
SLTJIOZ,O,X,X
SLTJZIO,O,X,X
SLTJZOI,O,X,X
SLTJOIZ,O,X,X
SLTJOZI,O,X,X
SLTZIJO,X,X,O
SLTZIOJ,X,X,X
SLTZJIO,X,X,X
SLTZJOI,X,X,X
SLTZOIJ,X,X,X
SLTZOJI,X,X,X
SLTOIJZ,O,X,X
SLTOIZJ,X,X,X
SLTOJIZ,O,X,X
SLTOJZI,O,X,X
SLTOZIJ,X,X,X
SLTOZJI,X,X,X
SLITJZO,O,X,X
SLITJOZ,O,X,X
SLITZJO,X,X,O
SLITZOJ,X,X,X
SLITOJZ,O,X,X
SLITOZJ,X,X,X
SLIJTZO,O,X,O
SLIJTOZ,O,X,X
SLIJZTO,O,X,O
SLIJZOT,O,X,X
SLIJOTZ,O,X,X
SLIJOZT,O,X,X
SLIZTJO,X,X,O
SLIZTOJ,X,X,X
SLIZJTO,X,X,O
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,O,X,X
SLIOTZJ,X,X,X
SLIOJTZ,O,X,X
SLIOJZT,O,X,X
SLIOZTJ,X,X,X
SLIOZJT,X,X,X
SLJTIZO,O,X,O
SLJTIOZ,O,X,X
SLJTZIO,O,X,O
SLJTZOI,O,X,X
SLJTOIZ,O,X,X
SLJTOZI,O,X,X
SLJITZO,O,X,O
SLJITOZ,O,X,X
SLJIZTO,O,X,O
SLJIZOT,O,X,X
SLJIOTZ,O,X,X
SLJIOZT,O,X,X
SLJZTIO,O,X,O
SLJZTOI,O,X,X
SLJZITO,O,X,O
SLJZIOT,O,X,X
SLJZOTI,O,X,X
SLJZOIT,O,X,X
SLJOTIZ,O,X,X
SLJOTZI,O,X,X
SLJOITZ,O,X,X
SLJOIZT,O,X,X
SLJOZTI,O,X,X
SLJOZIT,O,X,X
SLZTIJO,X,X,O
SLZTIOJ,X,X,X
SLZTJIO,X,X,X
SLZTJOI,X,X,X
SLZTOIJ,X,X,X
SLZTOJI,X,X,X
SLZITJO,X,X,O
SLZITOJ,X,X,X
SLZIJTO,X,X,O
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,X,X,O
SLZJTOI,X,X,X
SLZJITO,X,X,O
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,O,X,X
SLOTIZJ,X,X,X
SLOTJIZ,O,X,X
SLOTJZI,O,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,O,X,X
SLOITZJ,X,X,X
SLOIJTZ,O,X,X
SLOIJZT,O,X,X
SLOIZTJ,X,X,X
SLOIZJT,X,X,X
SLOJTIZ,O,X,X
SLOJTZI,O,X,X
SLOJITZ,O,X,X
SLOJIZT,O,X,X
SLOJZTI,O,X,X
SLOJZIT,O,X,X
SLOZTIJ,X,X,X
SLOZTJI,X,X,X
SLOZITJ,X,X,X
SLOZIJT,X,X,X
SLOZJTI,X,X,X
SLOZJIT,X,X,X
SJTILZO,O,X,O
SJTILOZ,O,X,X
SJTIZLO,O,X,O
SJTIZOL,O,X,X
SJTIOLZ,O,X,O
SJTIOZL,O,X,O
SJTLIZO,O,X,O
SJTLIOZ,O,X,X
SJTLZIO,O,X,O
SJTLZOI,O,X,X
SJTLOIZ,O,X,X
SJTLOZI,O,X,X
SJTZILO,O,X,O
SJTZIOL,O,X,X
SJTZLIO,O,X,O
SJTZLOI,O,X,X
SJTZOIL,O,X,X
SJTZOLI,O,X,X
SJTOILZ,O,X,O
SJTOIZL,O,X,O
SJTOLIZ,O,X,O
SJTOLZI,O,X,O
SJTOZIL,O,X,O
SJTOZLI,O,X,O
SJITLZO,O,X,O
SJITLOZ,O,X,X
SJITZLO,O,X,O
SJITZOL,O,X,X
SJITOLZ,O,X,O
SJITOZL,O,X,O
SJILTZO,O,X,O
SJILTOZ,O,X,X
SJILZTO,O,X,O
SJILZOT,O,X,X
SJILOTZ,O,X,X
SJILOZT,O,X,X
SJIZTLO,O,X,O
SJIZTOL,O,X,X
SJIZLTO,O,X,O
SJIZLOT,O,X,X
SJIZOTL,O,X,X
SJIZOLT,O,X,X
SJIOTLZ,O,X,O
SJIOTZL,O,X,O
SJIOLTZ,O,X,O
SJIOLZT,O,X,O
SJIOZTL,O,X,O
SJIOZLT,O,X,O
SJLTIZO,O,X,O
SJLTIOZ,O,X,X
SJLTZIO,O,X,O
SJLTZOI,O,X,X
SJLTOIZ,O,X,X
SJLTOZI,O,X,X
SJLITZO,O,X,O
SJLITOZ,O,X,X
SJLIZTO,O,X,O
SJLIZOT,O,X,X
SJLIOTZ,O,X,X
SJLIOZT,O,X,X
SJLZTIO,O,X,O
SJLZTOI,O,X,X
SJLZITO,O,X,O
SJLZIOT,O,X,X
SJLZOTI,O,X,X
SJLZOIT,O,X,X
SJLOTIZ,O,X,X
SJLOTZI,O,X,X
SJLOITZ,O,X,X
SJLOIZT,O,X,X
SJLOZTI,O,X,X
SJLOZIT,O,X,X
SJZTILO,O,X,O
SJZTIOL,O,X,X
SJZTLIO,O,X,O
SJZTLOI,O,X,X
SJZTOIL,O,X,X
SJZTOLI,O,X,X
SJZITLO,O,X,O
SJZITOL,O,X,X
SJZILTO,O,X,O
SJZILOT,O,X,X
SJZIOTL,O,X,X
SJZIOLT,O,X,X
SJZLTIO,O,X,O
SJZLTOI,O,X,X
SJZLITO,O,X,O
SJZLIOT,O,X,X
SJZLOTI,O,X,X
SJZLOIT,O,X,X
SJZOTIL,O,X,X
SJZOTLI,O,X,X
SJZOITL,O,X,X
SJZOILT,O,X,X
SJZOLTI,O,X,X
SJZOLIT,O,X,X
SJOTILZ,O,X,O
SJOTIZL,O,X,O
SJOTLIZ,O,X,O
SJOTLZI,O,X,O
SJOTZIL,O,X,O
SJOTZLI,O,X,O
SJOITLZ,O,X,O
SJOITZL,O,X,O
SJOILTZ,O,X,O
SJOILZT,O,X,O
SJOIZTL,O,X,O
SJOIZLT,O,X,O
SJOLTIZ,O,X,O
SJOLTZI,O,X,O
SJOLITZ,O,X,O
SJOLIZT,O,X,O
SJOLZTI,O,X,O
SJOLZIT,O,X,O
SJOZTIL,O,X,O
SJOZTLI,O,X,O
SJOZITL,O,X,O
SJOZILT,O,X,O
SJOZLTI,O,X,O
SJOZLIT,O,X,O
SZTILJO,X,X,O
SZTILOJ,X,X,X
SZTIJLO,X,X,X
SZTIJOL,X,X,X
SZTIOLJ,X,X,X
SZTIOJL,X,X,X
SZTLIJO,X,X,O
SZTLIOJ,X,X,X
SZTLJIO,X,X,X
SZTLJOI,X,X,X
SZTLOIJ,X,X,X
SZTLOJI,X,X,X
SZTJILO,X,X,X
SZTJIOL,X,X,X
SZTJLIO,X,X,X
SZTJLOI,X,X,X
SZTJOIL,X,X,X
SZTJOLI,X,X,X
SZTOILJ,X,X,X
SZTOIJL,X,X,X
SZTOLIJ,X,X,X
SZTOLJI,X,X,X
SZTOJIL,X,X,X
SZTOJLI,X,X,X
SZITLJO,X,X,O
SZITLOJ,X,X,X
SZITJLO,X,X,X
SZITJOL,X,X,X
SZITOLJ,X,X,X
SZITOJL,X,X,X
SZILTJO,X,X,O
SZILTOJ,X,X,X
SZILJTO,X,X,O
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,X,X,O
SZIJTOL,X,X,X
SZIJLTO,X,X,O
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,X,X,O
SZLTIOJ,X,X,X
SZLTJIO,X,X,X
SZLTJOI,X,X,X
SZLTOIJ,X,X,X
SZLTOJI,X,X,X
SZLITJO,X,X,O
SZLITOJ,X,X,X
SZLIJTO,X,X,O
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,X,X,O
SZLJTOI,X,X,X
SZLJITO,X,X,O
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,X,X,O
SZJTIOL,X,X,X
SZJTLIO,X,X,O
SZJTLOI,X,X,X
SZJTOIL,X,X,X
SZJTOLI,X,X,X
SZJITLO,X,X,O
SZJITOL,X,X,X
SZJILTO,X,X,O
SZJILOT,X,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,X,X,O
SZJLTOI,X,X,X
SZJLITO,X,X,O
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,O,X,X
SOTILZJ,X,X,O
SOTIJLZ,O,X,X
SOTIJZL,O,X,X
SOTIZLJ,X,X,O
SOTIZJL,X,X,X
SOTLIJZ,O,X,X
SOTLIZJ,X,X,O
SOTLJIZ,O,X,X
SOTLJZI,O,X,X
SOTLZIJ,X,X,O
SOTLZJI,X,X,X
SOTJILZ,O,X,X
SOTJIZL,O,X,X
SOTJLIZ,O,X,X
SOTJLZI,O,X,X
SOTJZIL,O,X,X
SOTJZLI,O,X,X
SOTZILJ,X,X,O
SOTZIJL,X,X,X
SOTZLIJ,X,X,O
SOTZLJI,X,X,X
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,O,X,X
SOITLZJ,X,X,O
SOITJLZ,O,X,X
SOITJZL,O,X,X
SOITZLJ,X,X,O
SOITZJL,X,X,X
SOILTJZ,O,X,X
SOILTZJ,X,X,O
SOILJTZ,O,X,O
SOILJZT,O,X,O
SOILZTJ,X,X,O
SOILZJT,X,X,O
SOIJTLZ,O,X,O
SOIJTZL,O,X,O
SOIJLTZ,O,X,O
SOIJLZT,O,X,O
SOIJZTL,O,X,O
SOIJZLT,O,X,O
SOIZTLJ,X,X,O
SOIZTJL,X,X,X
SOIZLTJ,X,X,O
SOIZLJT,X,X,O
SOIZJTL,X,X,O
SOIZJLT,X,X,O
SOLTIJZ,O,X,X
SOLTIZJ,X,X,O
SOLTJIZ,O,X,X
SOLTJZI,O,X,X
SOLTZIJ,X,X,O
SOLTZJI,X,X,X
SOLITJZ,O,X,X
SOLITZJ,X,X,O
SOLIJTZ,O,X,O
SOLIJZT,O,X,O
SOLIZTJ,X,X,O
SOLIZJT,X,X,O
SOLJTIZ,O,X,O
SOLJTZI,O,X,O
SOLJITZ,O,X,O
SOLJIZT,O,X,O
SOLJZTI,O,X,O
SOLJZIT,O,X,O
SOLZTIJ,X,X,O
SOLZTJI,X,X,X
SOLZITJ,X,X,O
SOLZIJT,X,X,O
SOLZJTI,X,X,O
SOLZJIT,X,X,O
SOJTILZ,O,X,O
SOJTIZL,O,X,O
SOJTLIZ,O,X,O
SOJTLZI,O,X,O
SOJTZIL,O,X,O
SOJTZLI,O,X,O
SOJITLZ,O,X,O
SOJITZL,O,X,O
SOJILTZ,O,X,O
SOJILZT,O,X,O
SOJIZTL,O,X,O
SOJIZLT,O,X,O
SOJLTIZ,O,X,O
SOJLTZI,O,X,O
SOJLITZ,O,X,O
SOJLIZT,O,X,O
SOJLZTI,O,X,O
SOJLZIT,O,X,O
SOJZTIL,O,X,O
SOJZTLI,O,X,O
SOJZITL,O,X,O
SOJZILT,O,X,O
SOJZLTI,O,X,O
SOJZLIT,O,X,O
SOZTILJ,X,X,O
SOZTIJL,X,X,X
SOZTLIJ,X,X,O
SOZTLJI,X,X,X
SOZTJIL,X,X,X
SOZTJLI,X,X,X
SOZITLJ,X,X,O
SOZITJL,X,X,X
SOZILTJ,X,X,O
SOZILJT,X,X,O
SOZIJTL,X,X,O
SOZIJLT,X,X,O
SOZLTIJ,X,X,O
SOZLTJI,X,X,X
SOZLITJ,X,X,O
SOZLIJT,X,X,O
SOZLJTI,X,X,O
SOZLJIT,X,X,O
SOZJTIL,X,X,O
SOZJTLI,X,X,O
SOZJITL,X,X,O
SOZJILT,X,X,O
SOZJLTI,X,X,O
SOZJLIT,X,X,O
ZTILJSO,X,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,O,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,X,X,X
ZTIJSLO,X,X,X
ZTIJSOL,X,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,O,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,O,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,X,X,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,X,O,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,X,X,X
ZTLJSIO,X,X,X
ZTLJSOI,X,X,X
ZTLJOIS,X,X,X
ZTLJOSI,X,X,X
ZTLSIJO,X,X,X
ZTLSIOJ,X,X,X
ZTLSJIO,X,X,X
ZTLSJOI,X,X,X
ZTLSOIJ,X,X,X
ZTLSOJI,X,X,X
ZTLOIJS,X,O,X
ZTLOISJ,X,X,X
ZTLOJIS,X,O,X
ZTLOJSI,X,X,X
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,X,X,X
ZTJILOS,X,X,X
ZTJISLO,X,X,X
ZTJISOL,X,X,X
ZTJIOLS,X,X,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,X,X,X
ZTJLSIO,X,X,X
ZTJLSOI,X,X,X
ZTJLOIS,X,X,X
ZTJLOSI,X,X,X
ZTJSILO,X,X,X
ZTJSIOL,X,X,X
ZTJSLIO,X,X,X
ZTJSLOI,X,X,X
ZTJSOIL,X,X,X
ZTJSOLI,X,X,X
ZTJOILS,X,X,X
ZTJOISL,X,X,X
ZTJOLIS,X,X,X
ZTJOLSI,X,X,X
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,X,X,X
ZTSILOJ,X,X,X
ZTSIJLO,X,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,X,X,X
ZTSLIJO,X,X,X
ZTSLIOJ,X,X,X
ZTSLJIO,X,X,X
ZTSLJOI,X,X,X
ZTSLOIJ,X,X,X
ZTSLOJI,X,X,X
ZTSJILO,X,X,X
ZTSJIOL,X,X,X
ZTSJLIO,X,X,X
ZTSJLOI,X,X,X
ZTSJOIL,X,X,X
ZTSJOLI,X,X,X
ZTSOILJ,X,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,O,X
ZTOILSJ,X,X,X
ZTOIJLS,X,O,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,O,X
ZTOLISJ,X,X,X
ZTOLJIS,X,O,X
ZTOLJSI,X,X,X
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,X,O,X
ZTOJISL,X,X,X
ZTOJLIS,X,O,X
ZTOJLSI,X,X,X
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,O,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,X,X,X
ZITJSOL,X,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,O,X
ZITOLSJ,X,X,X
ZITOJLS,X,O,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,O,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,O
ZILJTOS,X,X,X
ZILJSTO,X,X,O
ZILJSOT,X,X,X
ZILJOTS,X,X,X
ZILJOST,X,X,X
ZILSTJO,X,X,O
ZILSTOJ,X,X,X
ZILSJTO,X,X,O
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,O,X
ZILOTSJ,X,X,X
ZILOJTS,X,O,X
ZILOJST,X,X,X
ZILOSTJ,X,X,X
ZILOSJT,X,X,X
ZIJTLSO,X,X,O
ZIJTLOS,X,X,X
ZIJTSLO,X,X,O
ZIJTSOL,X,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,O
ZIJLTOS,X,X,X
ZIJLSTO,X,X,O
ZIJLSOT,X,X,X
ZIJLOTS,X,X,X
ZIJLOST,X,X,X
ZIJSTLO,X,X,O
ZIJSTOL,X,X,X
ZIJSLTO,X,X,O
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,X,X,O
ZISTLOJ,X,X,X
ZISTJLO,X,X,X
ZISTJOL,X,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,X,X,O
ZISLTOJ,X,X,X
ZISLJTO,X,X,O
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,X,X,O
ZISJTOL,X,X,X
ZISJLTO,X,X,O
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,O,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,O,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,O,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,O,X
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,O,X
ZIOJTSL,X,X,X
ZIOJLTS,X,O,X
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,X,X,X
ZLTIJOS,X,X,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,O,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,X,X,X
ZLTJSIO,X,X,X
ZLTJSOI,X,X,X
ZLTJOIS,X,X,X
ZLTJOSI,X,X,X
ZLTSIJO,X,X,X
ZLTSIOJ,X,X,X
ZLTSJIO,X,X,X
ZLTSJOI,X,X,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,O,X
ZLTOISJ,X,X,X
ZLTOJIS,X,O,X
ZLTOJSI,X,X,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,X,X,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,O,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,O
ZLIJTOS,X,X,X
ZLIJSTO,X,X,O
ZLIJSOT,X,X,X
ZLIJOTS,X,X,X
ZLIJOST,X,X,X
ZLISTJO,X,X,O
ZLISTOJ,X,X,X
ZLISJTO,X,X,O
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,O,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,O,X
ZLIOJST,X,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,X,X,X
ZLJTISO,X,X,O
ZLJTIOS,X,X,X
ZLJTSIO,X,X,O
ZLJTSOI,X,X,X
ZLJTOIS,X,X,X
ZLJTOSI,X,X,X
ZLJITSO,X,X,O
ZLJITOS,X,X,X
ZLJISTO,X,X,O
ZLJISOT,X,X,X
ZLJIOTS,X,X,X
ZLJIOST,X,X,X
ZLJSTIO,X,X,O
ZLJSTOI,X,X,X
ZLJSITO,X,X,O
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,X,X
ZLJOTSI,X,X,X
ZLJOITS,X,X,X
ZLJOIST,X,X,X
ZLJOSTI,X,X,X
ZLJOSIT,X,X,X
ZLSTIJO,X,X,O
ZLSTIOJ,X,X,X
ZLSTJIO,X,X,X
ZLSTJOI,X,X,X
ZLSTOIJ,X,X,X
ZLSTOJI,X,X,X
ZLSITJO,X,X,O
ZLSITOJ,X,X,X
ZLSIJTO,X,X,O
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
ZLSIOJT,X,X,X
ZLSJTIO,X,X,O
ZLSJTOI,X,X,X
ZLSJITO,X,X,O
