sequence,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgBlhBaoB5oBzl?B8rB,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgB8lBzhBaoB5o?BlrB,v115@OhA8CeB8DeA8BeE8AeC8Kex/IvhF8lBzhBGjBikB/t?BlrB
ZLSIOJT,O,O,O
ZLSJTIO,O,O,O
ZLSJTOI,O,O,O
ZLSJITO,O,O,O
ZLSJIOT,O,O,O
ZLSJOTI,O,O,O
ZLSJOIT,O,O,O
ZLSOTIJ,O,O,O
ZLSOTJI,O,O,O
ZLSOITJ,O,O,O
ZLSOIJT,O,O,O
ZLSOJTI,O,O,O
ZLSOJIT,O,O,O
ZLOTIJS,O,O,O
ZLOTISJ,O,O,O
ZLOTJIS,O,O,O
ZLOTJSI,O,O,O
ZLOTSIJ,O,O,O
ZLOTSJI,O,O,O
ZLOITJS,O,O,O
ZLOITSJ,O,O,O
ZLOIJTS,O,O,X
ZLOIJST,O,O,X
ZLOISTJ,O,O,O
ZLOISJT,O,O,O
ZLOJTIS,O,O,X
ZLOJTSI,O,O,X
ZLOJITS,O,O,X
ZLOJIST,O,O,X
ZLOJSTI,O,O,X
ZLOJSIT,O,O,X
ZLOSTIJ,O,O,O
ZLOSTJI,O,O,O
ZLOSITJ,O,O,O
ZLOSIJT,O,O,O
ZLOSJTI,O,O,O
ZLOSJIT,O,O,O
ZJTILSO,O,O,X
ZJTILOS,O,O,X
ZJTISLO,O,O,O
ZJTISOL,O,O,O
ZJTIOLS,O,O,X
ZJTIOSL,O,O,O
ZJTLISO,O,O,O
ZJTLIOS,O,O,O
ZJTLSIO,O,O,O
ZJTLSOI,O,O,O
ZJTLOIS,O,O,O
ZJTLOSI,O,O,O
ZJTSILO,O,O,O
ZJTSIOL,O,O,O
ZJTSLIO,O,O,O
ZJTSLOI,O,O,O
ZJTSOIL,O,O,O
ZJTSOLI,O,O,O
ZJTOILS,O,O,X
ZJTOISL,O,O,O
ZJTOLIS,O,O,O
ZJTOLSI,O,O,O
ZJTOSIL,O,O,O
ZJTOSLI,O,O,O
ZJITLSO,O,O,X
ZJITLOS,O,O,X
ZJITSLO,O,O,O
ZJITSOL,O,O,O
ZJITOLS,O,O,X
ZJITOSL,O,O,O
ZJILTSO,O,O,X
ZJILTOS,O,O,X
ZJILSTO,O,O,X
ZJILSOT,O,O,X
ZJILOTS,O,O,X
ZJILOST,O,O,X
ZJISTLO,O,O,O
ZJISTOL,O,O,O
ZJISLTO,O,O,O
ZJISLOT,O,O,X
ZJISOTL,O,O,O
ZJISOLT,O,O,X
ZJIOTLS,O,O,X
ZJIOTSL,O,O,X
ZJIOLTS,O,O,X
ZJIOLST,O,O,X
ZJIOSTL,O,O,X
ZJIOSLT,O,O,X
ZJLTISO,O,O,O
ZJLTIOS,O,O,O
ZJLTSIO,O,O,O
ZJLTSOI,O,O,O
ZJLTOIS,O,O,O
ZJLTOSI,O,O,O
ZJLITSO,O,O,O
ZJLITOS,O,O,O
ZJLISTO,O,O,O
ZJLISOT,O,O,O
ZJLIOTS,O,O,X
ZJLIOST,O,O,X
ZJLSTIO,O,O,O
ZJLSTOI,O,O,O
ZJLSITO,O,O,O
ZJLSIOT,O,O,O
ZJLSOTI,O,O,O
ZJLSOIT,O,O,O
ZJLOTIS,O,O,X
ZJLOTSI,O,O,X
ZJLOITS,O,O,X
ZJLOIST,O,O,X
ZJLOSTI,O,O,X
ZJLOSIT,O,O,X
ZJSTILO,O,O,O
ZJSTIOL,O,O,O
ZJSTLIO,O,O,O
ZJSTLOI,O,O,O
ZJSTOIL,O,O,O
ZJSTOLI,O,O,O
ZJSITLO,O,O,O
ZJSITOL,O,O,O
ZJSILTO,O,O,O
ZJSILOT,O,O,O
ZJSIOTL,O,O,O
ZJSIOLT,O,O,X
ZJSLTIO,O,O,O
ZJSLTOI,O,O,O
ZJSLITO,O,O,O
ZJSLIOT,O,O,O
ZJSLOTI,O,O,O
ZJSLOIT,O,O,O
ZJSOTIL,O,O,O
ZJSOTLI,O,O,O
ZJSOITL,O,O,O
ZJSOILT,O,O,X
ZJSOLTI,O,O,O
ZJSOLIT,O,O,O
ZJOTILS,O,O,X
ZJOTISL,O,O,X
ZJOTLIS,O,O,X
ZJOTLSI,O,O,X
ZJOTSIL,O,O,X
ZJOTSLI,O,O,X
ZJOITLS,O,O,X
ZJOITSL,O,O,X
ZJOILTS,O,O,X
ZJOILST,O,O,X
ZJOISTL,O,O,X
ZJOISLT,O,O,X
ZJOLTIS,O,O,X
ZJOLTSI,O,O,X
ZJOLITS,O,O,X
ZJOLIST,O,O,X
ZJOLSTI,O,O,X
ZJOLSIT,O,O,X
ZJOSTIL,O,O,X
ZJOSTLI,O,O,X
ZJOSITL,O,O,X
ZJOSILT,O,O,X
ZJOSLTI,O,O,X
ZJOSLIT,O,O,X
ZSTILJO,O,O,O
ZSTILOJ,O,O,O
ZSTIJLO,O,O,O
ZSTIJOL,O,O,O
ZSTIOLJ,O,O,O
ZSTIOJL,O,O,O
ZSTLIJO,O,O,O
ZSTLIOJ,O,O,O
ZSTLJIO,O,O,O
ZSTLJOI,O,O,O
ZSTLOIJ,O,O,O
ZSTLOJI,O,O,O
ZSTJILO,O,O,O
ZSTJIOL,O,O,O
ZSTJLIO,O,O,O
ZSTJLOI,O,O,O
ZSTJOIL,O,O,O
ZSTJOLI,O,O,O
ZSTOILJ,O,O,O
ZSTOIJL,O,O,O
ZSTOLIJ,O,O,O
ZSTOLJI,O,O,O
ZSTOJIL,O,O,O
ZSTOJLI,O,O,O
ZSITLJO,O,O,O
ZSITLOJ,O,O,O
ZSITJLO,O,O,O
ZSITJOL,O,O,O
ZSITOLJ,O,O,O
ZSITOJL,O,O,O
ZSILTJO,O,O,O
ZSILTOJ,O,O,O
ZSILJTO,O,O,O
ZSILJOT,O,O,O
ZSILOTJ,O,O,O
ZSILOJT,O,O,O
ZSIJTLO,O,O,O
ZSIJTOL,O,O,O
ZSIJLTO,O,O,O
ZSIJLOT,O,O,O
ZSIJOTL,O,O,O
ZSIJOLT,O,O,X
ZSIOTLJ,O,O,O
ZSIOTJL,O,O,O
ZSIOLTJ,O,O,X
ZSIOLJT,O,O,X
ZSIOJTL,O,O,O
ZSIOJLT,O,O,X
ZSLTIJO,O,O,O
ZSLTIOJ,O,O,O
ZSLTJIO,O,O,O
ZSLTJOI,O,O,O
ZSLTOIJ,O,O,O
ZSLTOJI,O,O,O
ZSLITJO,O,O,O
ZSLITOJ,O,O,O
ZSLIJTO,O,O,O
ZSLIJOT,O,O,O
ZSLIOTJ,O,O,O
ZSLIOJT,O,O,O
ZSLJTIO,O,O,O
ZSLJTOI,O,O,O
ZSLJITO,O,O,O
ZSLJIOT,O,O,O
ZSLJOTI,O,O,O
ZSLJOIT,O,O,O
ZSLOTIJ,O,O,O
ZSLOTJI,O,O,O
ZSLOITJ,O,O,O
ZSLOIJT,O,O,O
ZSLOJTI,O,O,O
ZSLOJIT,O,O,O
ZSJTILO,O,O,O
ZSJTIOL,O,O,O
ZSJTLIO,O,O,O
ZSJTLOI,O,O,O
ZSJTOIL,O,O,O
ZSJTOLI,O,O,O
ZSJITLO,O,O,O
ZSJITOL,O,O,O
ZSJILTO,O,O,O
ZSJILOT,O,O,O
ZSJIOTL,O,O,O
ZSJIOLT,O,O,X
ZSJLTIO,O,O,O
ZSJLTOI,O,O,O
ZSJLITO,O,O,O
ZSJLIOT,O,O,O
ZSJLOTI,O,O,O
ZSJLOIT,O,O,O
ZSJOTIL,O,O,O
ZSJOTLI,O,O,O
ZSJOITL,O,O,O
ZSJOILT,O,O,X
ZSJOLTI,O,O,O
ZSJOLIT,O,O,O
ZSOTILJ,O,O,O
ZSOTIJL,O,O,O
ZSOTLIJ,O,O,O
ZSOTLJI,O,O,O
ZSOTJIL,O,O,O
ZSOTJLI,O,O,O
ZSOITLJ,O,O,O
ZSOITJL,O,O,O
ZSOILTJ,O,O,X
ZSOILJT,O,O,X
ZSOIJTL,O,O,O
ZSOIJLT,O,O,X
ZSOLTIJ,O,O,O
ZSOLTJI,O,O,O
ZSOLITJ,O,O,O
ZSOLIJT,O,O,O
ZSOLJTI,O,O,O
ZSOLJIT,O,O,O
ZSOJTIL,O,O,O
ZSOJTLI,O,O,O
ZSOJITL,O,O,O
ZSOJILT,O,O,X
ZSOJLTI,O,O,O
ZSOJLIT,O,O,O
ZOTILJS,O,O,O
ZOTILSJ,O,O,O
ZOTIJLS,O,O,X
ZOTIJSL,O,O,O
ZOTISLJ,O,O,O
ZOTISJL,O,O,O
ZOTLIJS,O,O,O
ZOTLISJ,O,O,O
ZOTLJIS,O,O,O
ZOTLJSI,O,O,O
ZOTLSIJ,O,O,O
ZOTLSJI,O,O,O
ZOTJILS,O,O,X
ZOTJISL,O,O,O
ZOTJLIS,O,O,O
ZOTJLSI,O,O,O
ZOTJSIL,O,O,O
ZOTJSLI,O,O,O
ZOTSILJ,O,O,O
ZOTSIJL,O,O,O
ZOTSLIJ,O,O,O
ZOTSLJI,O,O,O
ZOTSJIL,O,O,O
ZOTSJLI,O,O,O
ZOITLJS,O,O,X
ZOITLSJ,O,O,O
ZOITJLS,O,O,X
ZOITJSL,O,O,O
ZOITSLJ,O,O,O
ZOITSJL,O,O,O
ZOILTJS,O,O,X
ZOILTSJ,O,O,X
ZOILJTS,O,O,X
ZOILJST,O,O,X
ZOILSTJ,O,O,X
ZOILSJT,O,O,X
ZOIJTLS,O,O,X
ZOIJTSL,O,O,X
ZOIJLTS,O,O,X
ZOIJLST,O,O,X
ZOIJSTL,O,O,X
ZOIJSLT,O,O,X
ZOISTLJ,O,O,O
ZOISTJL,O,O,O
ZOISLTJ,O,O,X
ZOISLJT,O,O,X
ZOISJTL,O,O,O
ZOISJLT,O,O,X
ZOLTIJS,O,O,O
ZOLTISJ,O,O,O
ZOLTJIS,O,O,O
ZOLTJSI,O,O,O
ZOLTSIJ,O,O,O
ZOLTSJI,O,O,O
ZOLITJS,O,O,O
ZOLITSJ,O,O,O
ZOLIJTS,O,O,X
ZOLIJST,O,O,X
ZOLISTJ,O,O,O
ZOLISJT,O,O,O
ZOLJTIS,O,O,X
ZOLJTSI,O,O,X
ZOLJITS,O,O,X
ZOLJIST,O,O,X
ZOLJSTI,O,O,X
ZOLJSIT,O,O,X
ZOLSTIJ,O,O,O
ZOLSTJI,O,O,O
ZOLSITJ,O,O,O
ZOLSIJT,O,O,O
ZOLSJTI,O,O,O
ZOLSJIT,O,O,O
ZOJTILS,O,O,X
ZOJTISL,O,O,X
ZOJTLIS,O,O,X
ZOJTLSI,O,O,X
ZOJTSIL,O,O,X
ZOJTSLI,O,O,X
ZOJITLS,O,O,X
ZOJITSL,O,O,X
ZOJILTS,O,O,X
ZOJILST,O,O,X
ZOJISTL,O,O,X
ZOJISLT,O,O,X
ZOJLTIS,O,O,X
ZOJLTSI,O,O,X
ZOJLITS,O,O,X
ZOJLIST,O,O,X
ZOJLSTI,O,O,X
ZOJLSIT,O,O,X
ZOJSTIL,O,O,X
ZOJSTLI,O,O,X
ZOJSITL,O,O,X
ZOJSILT,O,O,X
ZOJSLTI,O,O,X
ZOJSLIT,O,O,X
ZOSTILJ,O,O,O
ZOSTIJL,O,O,O
ZOSTLIJ,O,O,O
ZOSTLJI,O,O,O
ZOSTJIL,O,O,O
ZOSTJLI,O,O,O
ZOSITLJ,O,O,O
ZOSITJL,O,O,O
ZOSILTJ,O,O,X
ZOSILJT,O,O,X
ZOSIJTL,O,O,O
ZOSIJLT,O,O,X
ZOSLTIJ,O,O,O
ZOSLTJI,O,O,O
ZOSLITJ,O,O,O
ZOSLIJT,O,O,O
ZOSLJTI,O,O,O
ZOSLJIT,O,O,O
ZOSJTIL,O,O,O
ZOSJTLI,O,O,O
ZOSJITL,O,O,O
ZOSJILT,O,O,X
ZOSJLTI,O,O,O
ZOSJLIT,O,O,O
OTILJSZ,O,O,X
OTILJZS,O,O,X
OTILSJZ,O,O,O
OTILSZJ,O,O,O
OTILZJS,O,O,O
OTILZSJ,O,O,O
OTIJLSZ,O,O,X
OTIJLZS,O,O,X
OTIJSLZ,O,O,X
OTIJSZL,O,O,X
OTIJZLS,O,O,X
OTIJZSL,O,O,X
OTISLJZ,O,O,O
OTISLZJ,O,O,O
OTISJLZ,O,O,O
OTISJZL,O,O,O
OTISZLJ,O,O,O
OTISZJL,O,O,O
OTIZLJS,O,O,O
OTIZLSJ,O,O,O
OTIZJLS,O,O,X
OTIZJSL,O,O,O
OTIZSLJ,O,O,O
OTIZSJL,O,O,O
OTLIJSZ,O,O,X
OTLIJZS,O,O,X
OTLISJZ,O,O,O
OTLISZJ,O,O,O
OTLIZJS,O,O,O
OTLIZSJ,O,O,O
OTLJISZ,O,O,X
OTLJIZS,O,O,X
OTLJSIZ,O,O,O
OTLJSZI,O,O,O
OTLJZIS,O,O,O
OTLJZSI,O,O,O
OTLSIJZ,O,O,O
OTLSIZJ,O,O,O
OTLSJIZ,O,O,O
OTLSJZI,O,O,O
OTLSZIJ,O,O,O
OTLSZJI,O,O,O
OTLZIJS,O,O,O
OTLZISJ,O,O,O
OTLZJIS,O,O,O
OTLZJSI,O,O,O
OTLZSIJ,O,O,O
OTLZSJI,O,O,O
OTJILSZ,O,O,X
OTJILZS,O,O,X
OTJISLZ,O,O,X
OTJISZL,O,O,X
OTJIZLS,O,O,X
OTJIZSL,O,O,X
OTJLISZ,O,O,X
OTJLIZS,O,O,X
OTJLSIZ,O,O,O
OTJLSZI,O,O,O
OTJLZIS,O,O,O
OTJLZSI,O,O,O
OTJSILZ,O,O,O
OTJSIZL,O,O,O
OTJSLIZ,O,O,O
OTJSLZI,O,O,O
OTJSZIL,O,O,O
OTJSZLI,O,O,O
OTJZILS,O,O,X
OTJZISL,O,O,O
OTJZLIS,O,O,O
OTJZLSI,O,O,O
OTJZSIL,O,O,O
OTJZSLI,O,O,O
OTSILJZ,O,O,O
OTSILZJ,O,O,O
OTSIJLZ,O,O,O
OTSIJZL,O,O,O
OTSIZLJ,O,O,O
OTSIZJL,O,O,O
OTSLIJZ,O,O,O
OTSLIZJ,O,O,O
OTSLJIZ,O,O,O
OTSLJZI,O,O,O
OTSLZIJ,O,O,O
OTSLZJI,O,O,O
OTSJILZ,O,O,O
OTSJIZL,O,O,O
OTSJLIZ,O,O,O
OTSJLZI,O,O,O
OTSJZIL,O,O,O
OTSJZLI,O,O,O
OTSZILJ,O,O,O
OTSZIJL,O,O,O
OTSZLIJ,O,O,O
OTSZLJI,O,O,O
OTSZJIL,O,O,O
OTSZJLI,O,O,O
OTZILJS,O,O,O
OTZILSJ,O,O,O
OTZIJLS,O,O,X
OTZIJSL,O,O,O
OTZISLJ,O,O,O
OTZISJL,O,O,O
OTZLIJS,O,O,O
OTZLISJ,O,O,O
OTZLJIS,O,O,O
OTZLJSI,O,O,O
OTZLSIJ,O,O,O
OTZLSJI,O,O,O
OTZJILS,O,O,X
OTZJISL,O,O,O
OTZJLIS,O,O,O
OTZJLSI,O,O,O
OTZJSIL,O,O,O
OTZJSLI,O,O,O
OTZSILJ,O,O,O
OTZSIJL,O,O,O
OTZSLIJ,O,O,O
OTZSLJI,O,O,O
OTZSJIL,O,O,O
OTZSJLI,O,O,O
OITLJSZ,O,O,X
OITLJZS,O,O,X
OITLSJZ,O,O,X
OITLSZJ,O,O,X
OITLZJS,O,O,X
OITLZSJ,O,O,X
OITJLSZ,O,O,X
OITJLZS,O,O,X
OITJSLZ,O,O,X
OITJSZL,O,O,X
OITJZLS,O,O,X
OITJZSL,O,O,X
OITSLJZ,O,O,X
OITSLZJ,O,O,X
OITSJLZ,O,O,X
OITSJZL,O,O,X
OITSZLJ,O,O,X
OITSZJL,O,O,X
OITZLJS,O,O,X
OITZLSJ,O,O,X
OITZJLS,O,O,X
OITZJSL,O,O,X
OITZSLJ,O,O,X
OITZSJL,O,O,X
OILTJSZ,O,O,X
OILTJZS,O,O,X
OILTSJZ,O,O,X
OILTSZJ,O,O,X
OILTZJS,O,O,X
OILTZSJ,O,O,X
OILJTSZ,O,O,X
OILJTZS,O,O,X
OILJSTZ,O,X,X
OILJSZT,O,O,X
OILJZTS,O,O,X
OILJZST,O,O,X
OILSTJZ,O,X,X
OILSTZJ,O,X,X
OILSJTZ,O,X,X
OILSJZT,O,O,X
OILSZTJ,O,O,X
OILSZJT,O,O,X
OILZTJS,O,O,X
OILZTSJ,O,O,X
OILZJTS,O,O,X
OILZJST,O,O,X
OILZSTJ,O,O,X
OILZSJT,O,O,X
OIJTLSZ,O,O,X
OIJTLZS,O,O,X
OIJTSLZ,O,O,X
OIJTSZL,O,O,X
OIJTZLS,O,O,X
OIJTZSL,O,O,X
OIJLTSZ,O,O,X
OIJLTZS,O,O,X
OIJLSTZ,O,X,X
OIJLSZT,O,O,X
OIJLZTS,O,O,X
OIJLZST,O,O,X
OIJSTLZ,O,X,X
OIJSTZL,O,X,X
OIJSLTZ,O,X,X
OIJSLZT,O,O,X
OIJSZTL,O,O,X
OIJSZLT,O,O,X
OIJZTLS,O,O,X
OIJZTSL,O,O,X
OIJZLTS,O,O,X
OIJZLST,O,O,X
OIJZSTL,O,O,X
OIJZSLT,O,O,X
OISTLJZ,O,X,X
OISTLZJ,O,X,X
OISTJLZ,O,X,X
OISTJZL,O,X,X
OISTZLJ,O,X,X
OISTZJL,O,X,X
OISLTJZ,O,X,X
OISLTZJ,O,X,X
OISLJTZ,O,X,X
OISLJZT,O,O,X
OISLZTJ,O,O,X
OISLZJT,O,O,X
OISJTLZ,O,X,X
OISJTZL,O,X,X
OISJLTZ,O,X,X
OISJLZT,O,O,X
OISJZTL,O,O,X
OISJZLT,O,O,X
OISZTLJ,O,O,X
OISZTJL,O,O,X
OISZLTJ,O,O,X
OISZLJT,O,O,X
OISZJTL,O,O,X
OISZJLT,O,O,X
OIZTLJS,O,O,X
OIZTLSJ,O,O,X
OIZTJLS,O,O,X
OIZTJSL,O,O,X
OIZTSLJ,O,O,X
OIZTSJL,O,O,X
OIZLTJS,O,O,X
OIZLTSJ,O,O,X
OIZLJTS,O,O,X
OIZLJST,O,O,X
OIZLSTJ,O,O,X
OIZLSJT,O,O,X
OIZJTLS,O,O,X
OIZJTSL,O,O,X
OIZJLTS,O,O,X
OIZJLST,O,O,X
OIZJSTL,O,O,X
OIZJSLT,O,O,X
OIZSTLJ,O,O,X
OIZSTJL,O,O,X
OIZSLTJ,O,O,X
OIZSLJT,O,O,X
OIZSJTL,O,O,X
OIZSJLT,O,O,X
OLTIJSZ,O,O,X
OLTIJZS,O,O,X
OLTISJZ,O,O,O
OLTISZJ,O,O,O
OLTIZJS,O,O,O
OLTIZSJ,O,O,O
OLTJISZ,O,O,X
OLTJIZS,O,O,X
OLTJSIZ,O,O,O
OLTJSZI,O,O,O
OLTJZIS,O,O,O
OLTJZSI,O,O,O
OLTSIJZ,O,O,O
OLTSIZJ,O,O,O
OLTSJIZ,O,O,O
OLTSJZI,O,O,O
OLTSZIJ,O,O,O
OLTSZJI,O,O,O
OLTZIJS,O,O,O
OLTZISJ,O,O,O
OLTZJIS,O,O,O
OLTZJSI,O,O,O
OLTZSIJ,O,O,O
OLTZSJI,O,O,O
OLITJSZ,O,O,X
OLITJZS,O,O,X
OLITSJZ,O,O,X
OLITSZJ,O,O,X
OLITZJS,O,O,X
OLITZSJ,O,O,X
OLIJTSZ,O,O,X
OLIJTZS,O,O,X
OLIJSTZ,O,X,X
OLIJSZT,O,O,X
OLIJZTS,O,O,X
OLIJZST,O,O,X
OLISTJZ,O,X,X
OLISTZJ,O,X,X
OLISJTZ,O,X,X
OLISJZT,O,O,O
OLISZTJ,O,O,O
OLISZJT,O,O,O
OLIZTJS,O,O,O
OLIZTSJ,O,O,O
OLIZJTS,O,O,X
OLIZJST,O,O,X
OLIZSTJ,O,O,O
OLIZSJT,O,O,O
OLJTISZ,O,O,X
OLJTIZS,O,O,X
OLJTSIZ,O,O,X
OLJTSZI,O,O,X
OLJTZIS,O,O,X
OLJTZSI,O,O,X
OLJITSZ,O,O,X
OLJITZS,O,O,X
OLJISTZ,O,X,X
OLJISZT,O,O,X
OLJIZTS,O,O,X
OLJIZST,O,O,X
OLJSTIZ,O,X,X
OLJSTZI,O,X,X
OLJSITZ,O,X,X
OLJSIZT,O,O,X
OLJSZTI,O,O,X
OLJSZIT,O,O,X
OLJZTIS,O,O,X
OLJZTSI,O,O,X
OLJZITS,O,O,X
OLJZIST,O,O,X
OLJZSTI,O,O,X
OLJZSIT,O,O,X
OLSTIJZ,O,X,O
OLSTIZJ,O,X,O
OLSTJIZ,O,X,O
OLSTJZI,O,X,O
OLSTZIJ,O,X,O
OLSTZJI,O,X,O
OLSITJZ,O,X,X
OLSITZJ,O,X,X
OLSIJTZ,O,X,X
OLSIJZT,O,O,O
OLSIZTJ,O,O,O
OLSIZJT,O,O,O
OLSJTIZ,O,X,O
OLSJTZI,O,X,O
OLSJITZ,O,X,X
OLSJIZT,O,O,O
OLSJZTI,O,O,O
OLSJZIT,O,O,O
OLSZTIJ,O,O,O
OLSZTJI,O,O,O
OLSZITJ,O,O,O
OLSZIJT,O,O,O
OLSZJTI,O,O,O
OLSZJIT,O,O,O
OLZTIJS,O,O,O
OLZTISJ,O,O,O
OLZTJIS,O,O,O
OLZTJSI,O,O,O
OLZTSIJ,O,O,O
OLZTSJI,O,O,O
OLZITJS,O,O,O
OLZITSJ,O,O,O
OLZIJTS,O,O,X
OLZIJST,O,O,X
OLZISTJ,O,O,O
OLZISJT,O,O,O
OLZJTIS,O,O,X
OLZJTSI,O,O,X
OLZJITS,O,O,X
OLZJIST,O,O,X
OLZJSTI,O,O,X
OLZJSIT,O,O,X
OLZSTIJ,O,O,O
OLZSTJI,O,O,O
OLZSITJ,O,O,O
OLZSIJT,O,O,O
OLZSJTI,O,O,O
OLZSJIT,O,O,O
OJTILSZ,O,O,X
OJTILZS,O,O,X
OJTISLZ,O,O,X
OJTISZL,O,O,X
OJTIZLS,O,O,X
OJTIZSL,O,O,X
OJTLISZ,O,O,X
OJTLIZS,O,O,X
OJTLSIZ,O,O,X
OJTLSZI,O,O,X
OJTLZIS,O,O,X
OJTLZSI,O,O,X
OJTSILZ,O,O,X
OJTSIZL,O,O,X
OJTSLIZ,O,O,X
OJTSLZI,O,O,X
OJTSZIL,O,O,X
OJTSZLI,O,O,X
OJTZILS,O,O,X
OJTZISL,O,O,X
OJTZLIS,O,O,X
OJTZLSI,O,O,X
OJTZSIL,O,O,X
OJTZSLI,O,O,X
OJITLSZ,O,O,X
OJITLZS,O,O,X
OJITSLZ,O,O,X
OJITSZL,O,O,X
OJITZLS,O,O,X
OJITZSL,O,O,X
OJILTSZ,O,O,X
OJILTZS,O,O,X
OJILSTZ,O,X,X
OJILSZT,O,O,X
OJILZTS,O,O,X
OJILZST,O,O,X
OJISTLZ,O,X,X
OJISTZL,O,X,X
OJISLTZ,O,X,X
OJISLZT,O,O,X
OJISZTL,O,O,X
OJISZLT,O,O,X
OJIZTLS,O,O,X
OJIZTSL,O,O,X
OJIZLTS,O,O,X
OJIZLST,O,O,X
OJIZSTL,O,O,X
OJIZSLT,O,O,X
OJLTISZ,O,O,X
OJLTIZS,O,O,X
OJLTSIZ,O,O,X
OJLTSZI,O,O,X
OJLTZIS,O,O,X
OJLTZSI,O,O,X
OJLITSZ,O,O,X
OJLITZS,O,O,X
OJLISTZ,O,X,X
OJLISZT,O,O,X
OJLIZTS,O,O,X
OJLIZST,O,O,X
OJLSTIZ,O,X,X
OJLSTZI,O,X,X
OJLSITZ,O,X,X
OJLSIZT,O,O,X
OJLSZTI,O,O,X
OJLSZIT,O,O,X
OJLZTIS,O,O,X
OJLZTSI,O,O,X
OJLZITS,O,O,X
OJLZIST,O,O,X
OJLZSTI,O,O,X
OJLZSIT,O,O,X
OJSTILZ,O,X,X
OJSTIZL,O,X,X
OJSTLIZ,O,X,X
OJSTLZI,O,X,X
OJSTZIL,O,X,X
OJSTZLI,O,X,X
OJSITLZ,O,X,X
OJSITZL,O,X,X
OJSILTZ,O,X,X
OJSILZT,O,O,X
OJSIZTL,O,O,X
OJSIZLT,O,O,X
OJSLTIZ,O,X,X
OJSLTZI,O,X,X
OJSLITZ,O,X,X
OJSLIZT,O,O,X
OJSLZTI,O,O,X
OJSLZIT,O,O,X
OJSZTIL,O,O,X
OJSZTLI,O,O,X
OJSZITL,O,O,X
OJSZILT,O,O,X
OJSZLTI,O,O,X
OJSZLIT,O,O,X
OJZTILS,O,O,X
OJZTISL,O,O,X
OJZTLIS,O,O,X
OJZTLSI,O,O,X
OJZTSIL,O,O,X
OJZTSLI,O,O,X
OJZITLS,O,O,X
OJZITSL,O,O,X
OJZILTS,O,O,X
OJZILST,O,O,X
OJZISTL,O,O,X
OJZISLT,O,O,X
OJZLTIS,O,O,X
OJZLTSI,O,O,X
OJZLITS,O,O,X
OJZLIST,O,O,X
OJZLSTI,O,O,X
OJZLSIT,O,O,X
OJZSTIL,O,O,X
OJZSTLI,O,O,X
OJZSITL,O,O,X
OJZSILT,O,O,X
OJZSLTI,O,O,X
OJZSLIT,O,O,X
OSTILJZ,O,X,O
OSTILZJ,O,X,O
OSTIJLZ,O,X,O
OSTIJZL,O,X,O
OSTIZLJ,O,X,O
OSTIZJL,O,X,O
OSTLIJZ,O,X,O
OSTLIZJ,O,X,O
OSTLJIZ,O,X,O
OSTLJZI,O,X,O
OSTLZIJ,O,X,O
OSTLZJI,O,X,O
OSTJILZ,O,X,O
OSTJIZL,O,X,O
OSTJLIZ,O,X,O
OSTJLZI,O,X,O
OSTJZIL,O,X,O
OSTJZLI,O,X,O
OSTZILJ,O,X,O
OSTZIJL,O,X,O
OSTZLIJ,O,X,O
OSTZLJI,O,X,O
OSTZJIL,O,X,O
OSTZJLI,O,X,O
OSITLJZ,O,X,X
OSITLZJ,O,X,X
OSITJLZ,O,X,X
OSITJZL,O,X,X
OSITZLJ,O,X,X
OSITZJL,O,X,X
OSILTJZ,O,X,X
OSILTZJ,O,X,X
OSILJTZ,O,X,X
OSILJZT,O,O,X
OSILZTJ,O,O,X
OSILZJT,O,O,X
OSIJTLZ,O,X,X
OSIJTZL,O,X,X
OSIJLTZ,O,X,X
OSIJLZT,O,O,X
OSIJZTL,O,O,X
OSIJZLT,O,O,X
OSIZTLJ,O,O,X
OSIZTJL,O,O,X
OSIZLTJ,O,O,X
OSIZLJT,O,O,X
OSIZJTL,O,O,X
OSIZJLT,O,O,X
OSLTIJZ,O,X,O
OSLTIZJ,O,X,O
OSLTJIZ,O,X,O
OSLTJZI,O,X,O
OSLTZIJ,O,X,O
OSLTZJI,O,X,O
OSLITJZ,O,X,X
OSLITZJ,O,X,X
OSLIJTZ,O,X,X
OSLIJZT,O,O,O
OSLIZTJ,O,O,O
OSLIZJT,O,O,O
OSLJTIZ,O,X,O
OSLJTZI,O,X,O
OSLJITZ,O,X,X
OSLJIZT,O,O,O
OSLJZTI,O,O,O
OSLJZIT,O,O,O
OSLZTIJ,O,O,O
OSLZTJI,O,O,O
OSLZITJ,O,O,O
OSLZIJT,O,O,O
OSLZJTI,O,O,O
OSLZJIT,O,O,O
OSJTILZ,O,X,O
OSJTIZL,O,X,O
OSJTLIZ,O,X,O
OSJTLZI,O,X,O
OSJTZIL,O,X,O
OSJTZLI,O,X,O
OSJITLZ,O,X,X
OSJITZL,O,X,X
OSJILTZ,O,X,X
OSJILZT,O,O,X
OSJIZTL,O,O,X
OSJIZLT,O,O,X
OSJLTIZ,O,X,O
OSJLTZI,O,X,O
OSJLITZ,O,X,X
OSJLIZT,O,O,O
OSJLZTI,O,O,O
OSJLZIT,O,O,O
OSJZTIL,O,O,O
OSJZTLI,O,O,O
OSJZITL,O,O,O
