sequence,v115@ShB8AeC8DeF8BeA8JeZEJvhFzfBulB3hBFjB6sBctB,v115@ShB8AeC8DeF8BeA8JeZEJvhFzfBulB3hBlnBctBCtB,v115@ShB8AeC8DeF8BeA8Jex/IvhF0hB6nBOpBllBToBXtB,v115@ShB8AeC8DeF8BeA8Jex/IvhF0hB6nBTjBOpBllBXtB
SZJITOL,O,O,X,X
SZJILTO,X,X,X,X
SZJILOT,X,X,X,O
SZJIOTL,O,O,X,X
SZJIOLT,X,X,X,O
SZJLTIO,X,X,X,O
SZJLTOI,X,X,X,O
SZJLITO,X,X,X,X
SZJLIOT,X,X,X,O
SZJLOTI,X,X,X,O
SZJLOIT,X,X,X,O
SZJOTIL,O,O,X,O
SZJOTLI,X,X,X,O
SZJOITL,O,O,X,X
SZJOILT,X,X,X,O
SZJOLTI,X,X,X,O
SZJOLIT,X,X,X,O
SZOTILJ,X,X,X,O
SZOTIJL,O,O,X,X
SZOTLIJ,X,X,X,O
SZOTLJI,X,X,X,O
SZOTJIL,O,O,X,O
SZOTJLI,X,X,X,O
SZOITLJ,X,X,X,X
SZOITJL,O,O,X,X
SZOILTJ,X,X,X,X
SZOILJT,X,X,X,X
SZOIJTL,O,O,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,X,X,X,O
SZOLTJI,X,X,X,O
SZOLITJ,X,X,X,X
SZOLIJT,X,X,X,X
SZOLJTI,X,X,X,O
SZOLJIT,X,X,X,O
SZOJTIL,O,O,X,O
SZOJTLI,X,X,X,O
SZOJITL,O,O,X,X
SZOJILT,X,X,X,O
SZOJLTI,X,X,X,O
SZOJLIT,X,X,X,O
SOTILJZ,X,X,X,X
SOTILZJ,X,X,X,O
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,O
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,X,X,O
SOTLJIZ,X,X,X,O
SOTLJZI,X,X,X,O
SOTLZIJ,X,X,X,O
SOTLZJI,X,X,X,O
SOTJILZ,X,X,X,O
SOTJIZL,X,X,X,O
SOTJLIZ,X,X,X,O
SOTJLZI,X,X,X,O
SOTJZIL,X,X,X,O
SOTJZLI,X,X,X,O
SOTZILJ,X,X,X,O
SOTZIJL,X,X,X,X
SOTZLIJ,X,X,X,O
SOTZLJI,X,X,X,O
SOTZJIL,X,X,X,O
SOTZJLI,X,X,X,O
SOITLJZ,X,X,X,X
SOITLZJ,X,X,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,X,X
SOILJTZ,X,X,X,X
SOILJZT,O,X,X,X
SOILZTJ,O,X,X,X
SOILZJT,O,X,X,X
SOIJTLZ,X,X,X,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,O,X,X,X
SOIJZTL,O,O,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,X,X,X
SOIZTJL,O,O,X,X
SOIZLTJ,X,X,X,X
SOIZLJT,X,X,X,X
SOIZJTL,O,O,X,X
SOIZJLT,X,X,X,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,X,X,O
SOLTJIZ,X,X,X,O
SOLTJZI,X,X,X,O
SOLTZIJ,X,X,X,O
SOLTZJI,X,X,X,O
SOLITJZ,X,X,X,X
SOLITZJ,X,X,X,X
SOLIJTZ,X,X,X,X
SOLIJZT,O,X,X,X
SOLIZTJ,O,X,X,X
SOLIZJT,O,X,X,X
SOLJTIZ,X,X,X,O
SOLJTZI,X,X,X,O
SOLJITZ,X,X,X,O
SOLJIZT,O,X,X,O
SOLJZTI,O,X,X,O
SOLJZIT,O,X,X,O
SOLZTIJ,O,X,X,O
SOLZTJI,O,X,X,O
SOLZITJ,O,X,X,X
SOLZIJT,O,X,X,X
SOLZJTI,O,X,X,O
SOLZJIT,O,X,X,O
SOJTILZ,X,X,X,O
SOJTIZL,X,X,X,O
SOJTLIZ,X,X,X,O
SOJTLZI,X,X,X,O
SOJTZIL,X,X,X,O
SOJTZLI,X,X,X,O
SOJITLZ,X,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,O
SOJILZT,O,X,X,O
SOJIZTL,O,O,X,X
SOJIZLT,X,X,X,O
SOJLTIZ,X,X,X,O
SOJLTZI,X,X,X,O
SOJLITZ,X,X,X,O
SOJLIZT,O,X,X,O
SOJLZTI,O,X,X,O
SOJLZIT,O,X,X,O
SOJZTIL,O,O,X,O
SOJZTLI,X,X,X,O
SOJZITL,O,O,X,X
SOJZILT,X,X,X,O
SOJZLTI,X,X,X,O
SOJZLIT,X,X,X,O
SOZTILJ,X,X,X,O
SOZTIJL,O,O,X,X
SOZTLIJ,X,X,X,O
SOZTLJI,X,X,X,O
SOZTJIL,O,O,X,O
SOZTJLI,X,X,X,O
SOZITLJ,X,X,X,X
SOZITJL,O,O,X,X
SOZILTJ,X,X,X,X
SOZILJT,X,X,X,X
SOZIJTL,O,O,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,X,X,X,O
SOZLTJI,X,X,X,O
SOZLITJ,X,X,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,X,O
SOZLJIT,X,X,X,O
SOZJTIL,O,O,X,O
SOZJTLI,X,X,X,O
SOZJITL,O,O,X,X
SOZJILT,X,X,X,O
SOZJLTI,X,X,X,O
SOZJLIT,X,X,X,O
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,O
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,O,O,X,X
ZTIJOLS,X,X,X,X
ZTIJOSL,O,O,X,X
ZTISLJO,X,X,X,X
ZTISLOJ,X,X,X,O
ZTISJLO,X,X,X,X
ZTISJOL,O,O,X,X
ZTISOLJ,X,X,X,O
ZTISOJL,O,O,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,O,O,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,O,O,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,X,X,X,X
ZTLISOJ,X,X,X,O
ZTLIOJS,X,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,X,X,X,O
ZTLJIOS,X,X,O,X
ZTLJSIO,X,X,X,O
ZTLJSOI,X,X,X,O
ZTLJOIS,X,X,O,X
ZTLJOSI,X,X,O,X
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,O
ZTLSJIO,X,X,X,O
ZTLSJOI,X,X,X,O
ZTLSOIJ,X,X,X,O
ZTLSOJI,X,X,X,O
ZTLOIJS,X,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,X,X,O,X
ZTLOJSI,X,X,O,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,X,O
ZTJILOS,X,X,O,X
ZTJISLO,X,X,X,O
ZTJISOL,O,O,X,O
ZTJIOLS,X,X,O,X
ZTJIOSL,O,O,X,X
ZTJLISO,X,X,X,O
ZTJLIOS,X,X,O,X
ZTJLSIO,X,X,X,O
ZTJLSOI,X,X,X,O
ZTJLOIS,X,X,O,X
ZTJLOSI,X,X,O,X
ZTJSILO,X,X,X,O
ZTJSIOL,O,O,X,O
ZTJSLIO,X,X,X,O
ZTJSLOI,X,X,X,O
ZTJSOIL,O,O,X,O
ZTJSOLI,X,X,X,O
ZTJOILS,X,X,O,X
ZTJOISL,O,O,X,X
ZTJOLIS,X,X,O,X
ZTJOLSI,X,X,O,X
ZTJOSIL,O,O,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,X,X,X,X
ZTSILOJ,X,X,X,O
ZTSIJLO,X,X,X,X
ZTSIJOL,O,O,X,X
ZTSIOLJ,X,X,X,O
ZTSIOJL,O,O,X,X
ZTSLIJO,X,X,X,X
ZTSLIOJ,X,X,X,O
ZTSLJIO,X,X,X,O
ZTSLJOI,X,X,X,O
ZTSLOIJ,X,X,X,O
ZTSLOJI,X,X,X,O
ZTSJILO,X,X,X,O
ZTSJIOL,O,O,X,O
ZTSJLIO,X,X,X,O
ZTSJLOI,X,X,X,O
ZTSJOIL,O,O,X,O
ZTSJOLI,X,X,X,O
ZTSOILJ,X,X,X,O
ZTSOIJL,O,O,X,X
ZTSOLIJ,X,X,X,O
ZTSOLJI,X,X,X,O
ZTSOJIL,O,O,X,O
ZTSOJLI,X,X,X,O
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,O,O,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,O,O,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,X,X,O,X
ZTOLJSI,X,X,O,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,O,X
ZTOJISL,O,O,X,X
ZTOJLIS,X,X,O,X
ZTOJLSI,X,X,O,X
ZTOJSIL,O,O,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,X,X,X
ZTOSIJL,O,O,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,O,O,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,O,O,X,X
ZITJOLS,X,X,X,X
ZITJOSL,O,O,X,X
ZITSLJO,X,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,O,O,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,O,O,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,O,O,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,O,O,X,X
ZILTJSO,O,X,X,X
ZILTJOS,O,X,X,X
ZILTSJO,O,X,X,X
ZILTSOJ,O,X,X,X
ZILTOJS,O,X,X,X
ZILTOSJ,O,X,X,X
ZILJTSO,O,X,X,X
ZILJTOS,O,X,X,X
ZILJSTO,O,X,X,X
ZILJSOT,O,X,X,X
ZILJOTS,O,X,X,X
ZILJOST,O,X,X,X
ZILSTJO,O,X,X,X
ZILSTOJ,O,X,X,X
ZILSJTO,O,X,X,X
ZILSJOT,O,X,X,X
ZILSOTJ,O,X,X,X
ZILSOJT,O,X,X,X
ZILOTJS,O,X,X,X
ZILOTSJ,O,X,X,X
ZILOJTS,O,X,X,X
ZILOJST,O,X,X,X
ZILOSTJ,O,X,X,X
ZILOSJT,O,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,O,O,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,O,O,X,X
ZIJLTSO,O,X,X,X
ZIJLTOS,O,X,X,X
ZIJLSTO,O,X,X,X
ZIJLSOT,O,X,X,X
ZIJLOTS,O,X,X,X
ZIJLOST,O,X,X,X
ZIJSTLO,X,X,X,X
ZIJSTOL,O,O,X,X
ZIJSLTO,X,X,X,X
ZIJSLOT,X,X,X,X
ZIJSOTL,O,O,X,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,O,O,X,X
ZIJOLTS,O,X,X,X
ZIJOLST,O,X,X,X
ZIJOSTL,O,O,X,X
ZIJOSLT,X,X,X,X
ZISTLJO,X,X,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,X,X,X
ZISTJOL,O,O,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,O,O,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,X,X,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,O,O,X,X
ZISJLTO,X,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,O,O,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,O,O,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,O,O,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,O,O,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,O,O,X,X
ZIOLTJS,O,X,X,X
ZIOLTSJ,O,X,X,X
ZIOLJTS,O,X,X,X
ZIOLJST,O,X,X,X
ZIOLSTJ,O,X,X,X
ZIOLSJT,O,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,O,O,X,X
ZIOJLTS,O,X,X,X
ZIOJLST,O,X,X,X
ZIOJSTL,O,O,X,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,O,O,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,O,O,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,O,X,X,X
ZLTIJOS,O,X,X,X
ZLTISJO,O,X,X,X
ZLTISOJ,O,X,X,O
ZLTIOJS,O,X,X,X
ZLTIOSJ,O,X,X,X
ZLTJISO,O,X,X,O
ZLTJIOS,O,X,O,X
ZLTJSIO,O,X,X,O
ZLTJSOI,O,X,X,O
ZLTJOIS,O,X,O,X
ZLTJOSI,O,X,O,X
ZLTSIJO,O,X,X,X
ZLTSIOJ,O,X,X,O
ZLTSJIO,O,X,X,O
ZLTSJOI,O,X,X,O
ZLTSOIJ,O,X,X,O
ZLTSOJI,O,X,X,O
ZLTOIJS,O,X,X,X
ZLTOISJ,O,X,X,X
ZLTOJIS,O,X,O,X
ZLTOJSI,O,X,O,X
ZLTOSIJ,O,X,X,X
ZLTOSJI,O,X,X,X
ZLITJSO,O,X,X,X
ZLITJOS,O,X,X,X
ZLITSJO,O,X,X,X
ZLITSOJ,O,X,X,X
ZLITOJS,O,X,X,X
ZLITOSJ,O,X,X,X
ZLIJTSO,O,X,X,X
ZLIJTOS,O,X,X,X
ZLIJSTO,O,X,X,X
ZLIJSOT,O,X,X,X
ZLIJOTS,O,X,X,X
ZLIJOST,O,X,X,X
ZLISTJO,O,X,X,X
ZLISTOJ,O,X,X,X
ZLISJTO,O,X,X,X
ZLISJOT,O,X,X,X
ZLISOTJ,O,X,X,X
ZLISOJT,O,X,X,X
ZLIOTJS,O,X,X,X
ZLIOTSJ,O,X,X,X
ZLIOJTS,O,X,X,X
ZLIOJST,O,X,X,X
ZLIOSTJ,O,X,X,X
ZLIOSJT,O,X,X,X
ZLJTISO,O,X,X,O
ZLJTIOS,O,X,O,X
ZLJTSIO,O,X,X,O
ZLJTSOI,O,X,X,O
ZLJTOIS,O,X,O,X
ZLJTOSI,O,X,O,X
ZLJITSO,O,X,X,X
ZLJITOS,O,X,X,X
ZLJISTO,O,X,X,X
ZLJISOT,O,X,X,O
ZLJIOTS,O,X,X,X
ZLJIOST,O,X,X,X
ZLJSTIO,O,X,X,O
ZLJSTOI,O,X,X,O
ZLJSITO,O,X,X,X
ZLJSIOT,O,X,X,O
ZLJSOTI,O,X,X,O
ZLJSOIT,O,X,X,O
ZLJOTIS,O,X,O,X
ZLJOTSI,O,X,O,X
ZLJOITS,O,X,X,X
ZLJOIST,O,X,X,X
ZLJOSTI,O,X,X,X
ZLJOSIT,O,X,X,X
ZLSTIJO,O,X,X,X
ZLSTIOJ,O,X,X,O
ZLSTJIO,O,X,X,O
ZLSTJOI,O,X,X,O
ZLSTOIJ,O,X,X,O
ZLSTOJI,O,X,X,O
ZLSITJO,O,X,X,X
ZLSITOJ,O,X,X,X
ZLSIJTO,O,X,X,X
ZLSIJOT,O,X,X,X
ZLSIOTJ,O,X,X,X
ZLSIOJT,O,X,X,X
ZLSJTIO,O,X,X,O
ZLSJTOI,O,X,X,O
ZLSJITO,O,X,X,X
ZLSJIOT,O,X,X,O
ZLSJOTI,O,X,X,O
ZLSJOIT,O,X,X,O
ZLSOTIJ,O,X,X,O
ZLSOTJI,O,X,X,O
ZLSOITJ,O,X,X,X
ZLSOIJT,O,X,X,X
ZLSOJTI,O,X,X,O
ZLSOJIT,O,X,X,O
ZLOTIJS,O,X,X,X
ZLOTISJ,O,X,X,X
ZLOTJIS,O,X,O,X
ZLOTJSI,O,X,O,X
ZLOTSIJ,O,X,X,X
ZLOTSJI,O,X,X,X
ZLOITJS,O,X,X,X
ZLOITSJ,O,X,X,X
ZLOIJTS,O,X,X,X
ZLOIJST,O,X,X,X
ZLOISTJ,O,X,X,X
ZLOISJT,O,X,X,X
ZLOJTIS,O,X,O,X
ZLOJTSI,O,X,O,X
ZLOJITS,O,X,X,X
ZLOJIST,O,X,X,X
ZLOJSTI,O,X,X,X
ZLOJSIT,O,X,X,X
ZLOSTIJ,O,X,X,X
ZLOSTJI,O,X,X,X
ZLOSITJ,O,X,X,X
ZLOSIJT,O,X,X,X
ZLOSJTI,O,X,X,X
ZLOSJIT,O,X,X,X
ZJTILSO,X,X,X,O
ZJTILOS,X,X,O,X
ZJTISLO,X,X,X,O
ZJTISOL,O,O,X,O
ZJTIOLS,X,X,O,X
ZJTIOSL,O,O,X,X
ZJTLISO,X,X,X,O
ZJTLIOS,X,X,O,X
ZJTLSIO,X,X,X,O
ZJTLSOI,X,X,X,O
ZJTLOIS,X,X,O,X
ZJTLOSI,X,X,O,X
ZJTSILO,X,X,X,O
ZJTSIOL,O,O,X,O
ZJTSLIO,X,X,X,O
ZJTSLOI,X,X,X,O
ZJTSOIL,O,O,X,O
ZJTSOLI,X,X,X,O
ZJTOILS,X,X,O,X
ZJTOISL,O,O,X,X
ZJTOLIS,X,X,O,X
ZJTOLSI,X,X,O,X
ZJTOSIL,O,O,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,X,X
ZJITSOL,O,O,X,X
ZJITOLS,X,X,X,X
ZJITOSL,O,O,X,X
ZJILTSO,O,X,X,X
ZJILTOS,O,X,X,X
ZJILSTO,O,X,X,X
ZJILSOT,O,X,X,O
ZJILOTS,O,X,X,X
ZJILOST,O,X,X,X
ZJISTLO,X,X,X,X
ZJISTOL,O,O,X,X
ZJISLTO,X,X,X,X
ZJISLOT,X,X,X,O
ZJISOTL,O,O,X,X
ZJISOLT,X,X,X,O
ZJIOTLS,X,X,X,X
ZJIOTSL,O,O,X,X
ZJIOLTS,O,X,X,X
ZJIOLST,O,X,X,X
ZJIOSTL,O,O,X,X
ZJIOSLT,X,X,X,X
ZJLTISO,O,X,X,O
ZJLTIOS,O,X,O,X
ZJLTSIO,O,X,X,O
ZJLTSOI,O,X,X,O
ZJLTOIS,O,X,O,X
ZJLTOSI,O,X,O,X
ZJLITSO,O,X,X,X
ZJLITOS,O,X,X,X
ZJLISTO,O,X,X,X
ZJLISOT,O,X,X,O
ZJLIOTS,O,X,X,X
ZJLIOST,O,X,X,X
ZJLSTIO,O,X,X,O
ZJLSTOI,O,X,X,O
ZJLSITO,O,X,X,X
ZJLSIOT,O,X,X,O
ZJLSOTI,O,X,X,O
ZJLSOIT,O,X,X,O
ZJLOTIS,O,X,O,X
ZJLOTSI,O,X,O,X
ZJLOITS,O,X,X,X
ZJLOIST,O,X,X,X
ZJLOSTI,O,X,X,X
ZJLOSIT,O,X,X,X
ZJSTILO,X,X,X,O
ZJSTIOL,O,O,X,O
ZJSTLIO,X,X,X,O
ZJSTLOI,X,X,X,O
ZJSTOIL,O,O,X,O
ZJSTOLI,X,X,X,O
ZJSITLO,X,X,X,X
ZJSITOL,O,O,X,X
ZJSILTO,X,X,X,X
ZJSILOT,X,X,X,O
ZJSIOTL,O,O,X,X
ZJSIOLT,X,X,X,O
ZJSLTIO,X,X,X,O
ZJSLTOI,X,X,X,O
ZJSLITO,X,X,X,X
ZJSLIOT,X,X,X,O
ZJSLOTI,X,X,X,O
ZJSLOIT,X,X,X,O
ZJSOTIL,O,O,X,O
ZJSOTLI,X,X,X,O
ZJSOITL,O,O,X,X
ZJSOILT,X,X,X,O
ZJSOLTI,X,X,X,O
ZJSOLIT,X,X,X,O
ZJOTILS,X,X,O,X
ZJOTISL,O,O,X,X
ZJOTLIS,X,X,O,X
ZJOTLSI,X,X,O,X
ZJOTSIL,O,O,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,X,X
ZJOITSL,O,O,X,X
ZJOILTS,O,X,X,X
ZJOILST,O,X,X,X
ZJOISTL,O,O,X,X
ZJOISLT,X,X,X,X
ZJOLTIS,O,X,O,X
ZJOLTSI,O,X,O,X
ZJOLITS,O,X,X,X
ZJOLIST,O,X,X,X
ZJOLSTI,O,X,X,X
ZJOLSIT,O,X,X,X
ZJOSTIL,O,O,X,X
ZJOSTLI,X,X,X,X
ZJOSITL,O,O,X,X
ZJOSILT,X,X,X,X
ZJOSLTI,X,X,X,X
ZJOSLIT,X,X,X,X
ZSTILJO,X,X,X,X
ZSTILOJ,X,X,X,O
ZSTIJLO,X,X,X,X
ZSTIJOL,O,O,X,X
ZSTIOLJ,X,X,X,O
ZSTIOJL,O,O,X,X
ZSTLIJO,X,X,X,X
ZSTLIOJ,X,X,X,O
ZSTLJIO,X,X,X,O
ZSTLJOI,X,X,X,O
ZSTLOIJ,X,X,X,O
ZSTLOJI,X,X,X,O
ZSTJILO,X,X,X,O
ZSTJIOL,O,O,X,O
ZSTJLIO,X,X,X,O
ZSTJLOI,X,X,X,O
ZSTJOIL,O,O,X,O
ZSTJOLI,X,X,X,O
ZSTOILJ,X,X,X,O
ZSTOIJL,O,O,X,X
ZSTOLIJ,X,X,X,O
ZSTOLJI,X,X,X,O
ZSTOJIL,O,O,X,O
ZSTOJLI,X,X,X,O
ZSITLJO,X,X,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,X,X,X,X
ZSITJOL,O,O,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,O,O,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,X,X,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,O,O,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,O,O,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,O,O,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,O,O,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,X,X,X,X
ZSLTIOJ,X,X,X,O
ZSLTJIO,X,X,X,O
ZSLTJOI,X,X,X,O
ZSLTOIJ,X,X,X,O
ZSLTOJI,X,X,X,O
ZSLITJO,X,X,X,X
ZSLITOJ,X,X,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,X,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,X,X,X,O
ZSLJTOI,X,X,X,O
ZSLJITO,X,X,X,X
ZSLJIOT,X,X,X,O
ZSLJOTI,X,X,X,O
ZSLJOIT,X,X,X,O
ZSLOTIJ,X,X,X,O
ZSLOTJI,X,X,X,O
ZSLOITJ,X,X,X,X
ZSLOIJT,X,X,X,X
ZSLOJTI,X,X,X,O
ZSLOJIT,X,X,X,O
ZSJTILO,X,X,X,O
ZSJTIOL,O,O,X,O
ZSJTLIO,X,X,X,O
ZSJTLOI,X,X,X,O
ZSJTOIL,O,O,X,O
ZSJTOLI,X,X,X,O
ZSJITLO,X,X,X,X
ZSJITOL,O,O,X,X
ZSJILTO,X,X,X,X
ZSJILOT,X,X,X,O
ZSJIOTL,O,O,X,X
ZSJIOLT,X,X,X,O
ZSJLTIO,X,X,X,O
ZSJLTOI,X,X,X,O
ZSJLITO,X,X,X,X
ZSJLIOT,X,X,X,O
ZSJLOTI,X,X,X,O
ZSJLOIT,X,X,X,O
ZSJOTIL,O,O,X,O
ZSJOTLI,X,X,X,O
ZSJOITL,O,O,X,X
ZSJOILT,X,X,X,O
ZSJOLTI,X,X,X,O
ZSJOLIT,X,X,X,O
ZSOTILJ,X,X,X,O
ZSOTIJL,O,O,X,X
ZSOTLIJ,X,X,X,O
ZSOTLJI,X,X,X,O
ZSOTJIL,O,O,X,O
ZSOTJLI,X,X,X,O
ZSOITLJ,X,X,X,X
ZSOITJL,O,O,X,X
ZSOILTJ,X,X,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,O,O,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,X,X,X,O
ZSOLTJI,X,X,X,O
ZSOLITJ,X,X,X,X
ZSOLIJT,X,X,X,X
ZSOLJTI,X,X,X,O
ZSOLJIT,X,X,X,O
ZSOJTIL,O,O,X,O
ZSOJTLI,X,X,X,O
ZSOJITL,O,O,X,X
ZSOJILT,X,X,X,O
ZSOJLTI,X,X,X,O
ZSOJLIT,X,X,X,O
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,O,O,X,X
ZOTISLJ,X,X,X,X
ZOTISJL,O,O,X,X
ZOTLIJS,X,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,X,X,O,X
ZOTLJSI,X,X,O,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,O,X
ZOTJISL,O,O,X,X
ZOTJLIS,X,X,O,X
ZOTJLSI,X,X,O,X
ZOTJSIL,O,O,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,X,X,X
ZOTSIJL,O,O,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,O,O,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,O,O,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,O,O,X,X
ZOILTJS,O,X,X,X
ZOILTSJ,O,X,X,X
ZOILJTS,O,X,X,X
ZOILJST,O,X,X,X
ZOILSTJ,O,X,X,X
ZOILSJT,O,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,O,O,X,X
ZOIJLTS,O,X,X,X
ZOIJLST,O,X,X,X
ZOIJSTL,O,O,X,X
ZOIJSLT,X,X,X,X
ZOISTLJ,X,X,X,X
ZOISTJL,O,O,X,X
ZOISLTJ,X,X,X,X
ZOISLJT,X,X,X,X
ZOISJTL,O,O,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,O,X,X,X
ZOLTISJ,O,X,X,X
ZOLTJIS,O,X,O,X
ZOLTJSI,O,X,O,X
ZOLTSIJ,O,X,X,X
ZOLTSJI,O,X,X,X
ZOLITJS,O,X,X,X
ZOLITSJ,O,X,X,X
ZOLIJTS,O,X,X,X
ZOLIJST,O,X,X,X
ZOLISTJ,O,X,X,X
ZOLISJT,O,X,X,X
ZOLJTIS,O,X,O,X
ZOLJTSI,O,X,O,X
ZOLJITS,O,X,X,X
ZOLJIST,O,X,X,X
ZOLJSTI,O,X,X,X
ZOLJSIT,O,X,X,X
ZOLSTIJ,O,X,X,X
ZOLSTJI,O,X,X,X
ZOLSITJ,O,X,X,X
ZOLSIJT,O,X,X,X
ZOLSJTI,O,X,X,X
