sequence,v115@KhB8HeC8DeA8BeF8KeT/IvhFOlBlhB3iB5oBysB0pB,v115@KhB8HeC8DeA8BeF8KeXAJvhFlhBaoB5oB2pBTnB0pB,v115@KhB8HeC8DeA8BeF8KeOEJvhFXgB0hBliB5oBysBzpB
ZLSJOTI,O,X,X
ZLSJOIT,O,X,X
ZLSOTIJ,O,X,X
ZLSOTJI,O,X,X
ZLSOITJ,O,X,X
ZLSOIJT,O,X,X
ZLSOJTI,O,X,X
ZLSOJIT,O,X,X
ZLOTIJS,O,X,O
ZLOTISJ,O,X,O
ZLOTJIS,O,X,O
ZLOTJSI,O,X,O
ZLOTSIJ,O,X,O
ZLOTSJI,O,X,O
ZLOITJS,O,X,O
ZLOITSJ,O,X,O
ZLOIJTS,O,X,O
ZLOIJST,O,X,O
ZLOISTJ,O,X,O
ZLOISJT,O,X,O
ZLOJTIS,O,X,O
ZLOJTSI,O,X,O
ZLOJITS,O,X,O
ZLOJIST,O,X,O
ZLOJSTI,O,X,O
ZLOJSIT,O,X,O
ZLOSTIJ,O,X,O
ZLOSTJI,O,X,O
ZLOSITJ,O,X,O
ZLOSIJT,O,X,O
ZLOSJTI,O,X,O
ZLOSJIT,O,X,O
ZJTILSO,O,X,X
ZJTILOS,O,X,X
ZJTISLO,X,X,O
ZJTISOL,X,X,X
ZJTIOLS,O,X,X
ZJTIOSL,X,X,X
ZJTLISO,O,X,X
ZJTLIOS,O,X,X
ZJTLSIO,O,X,X
ZJTLSOI,O,X,X
ZJTLOIS,O,X,X
ZJTLOSI,O,X,X
ZJTSILO,X,X,O
ZJTSIOL,X,X,X
ZJTSLIO,X,X,X
ZJTSLOI,X,X,X
ZJTSOIL,X,X,X
ZJTSOLI,X,X,X
ZJTOILS,O,X,X
ZJTOISL,X,X,X
ZJTOLIS,O,X,X
ZJTOLSI,O,X,X
ZJTOSIL,X,X,X
ZJTOSLI,X,X,X
ZJITLSO,O,X,X
ZJITLOS,O,X,X
ZJITSLO,X,X,O
ZJITSOL,X,X,X
ZJITOLS,O,X,X
ZJITOSL,X,X,X
ZJILTSO,O,X,O
ZJILTOS,O,X,X
ZJILSTO,O,X,O
ZJILSOT,O,X,X
ZJILOTS,O,X,X
ZJILOST,O,X,X
ZJISTLO,X,X,O
ZJISTOL,X,X,X
ZJISLTO,X,X,O
ZJISLOT,X,X,X
ZJISOTL,X,X,X
ZJISOLT,X,X,X
ZJIOTLS,O,X,X
ZJIOTSL,X,X,X
ZJIOLTS,O,X,X
ZJIOLST,O,X,X
ZJIOSTL,X,X,X
ZJIOSLT,X,X,X
ZJLTISO,O,X,O
ZJLTIOS,O,X,X
ZJLTSIO,O,X,O
ZJLTSOI,O,X,X
ZJLTOIS,O,X,X
ZJLTOSI,O,X,X
ZJLITSO,O,X,O
ZJLITOS,O,X,X
ZJLISTO,O,X,O
ZJLISOT,O,X,X
ZJLIOTS,O,X,X
ZJLIOST,O,X,X
ZJLSTIO,O,X,O
ZJLSTOI,O,X,X
ZJLSITO,O,X,O
ZJLSIOT,O,X,X
ZJLSOTI,O,X,X
ZJLSOIT,O,X,X
ZJLOTIS,O,X,X
ZJLOTSI,O,X,X
ZJLOITS,O,X,X
ZJLOIST,O,X,X
ZJLOSTI,O,X,X
ZJLOSIT,O,X,X
ZJSTILO,X,X,O
ZJSTIOL,X,X,X
ZJSTLIO,X,X,X
ZJSTLOI,X,X,X
ZJSTOIL,X,X,X
ZJSTOLI,X,X,X
ZJSITLO,X,X,O
ZJSITOL,X,X,X
ZJSILTO,X,X,O
ZJSILOT,X,X,X
ZJSIOTL,X,X,X
ZJSIOLT,X,X,X
ZJSLTIO,X,X,O
ZJSLTOI,X,X,X
ZJSLITO,X,X,O
ZJSLIOT,X,X,X
ZJSLOTI,X,X,X
ZJSLOIT,X,X,X
ZJSOTIL,X,X,X
ZJSOTLI,X,X,X
ZJSOITL,X,X,X
ZJSOILT,X,X,X
ZJSOLTI,X,X,X
ZJSOLIT,X,X,X
ZJOTILS,O,X,X
ZJOTISL,X,X,X
ZJOTLIS,O,X,X
ZJOTLSI,O,X,X
ZJOTSIL,X,X,X
ZJOTSLI,X,X,X
ZJOITLS,O,X,X
ZJOITSL,X,X,X
ZJOILTS,O,X,X
ZJOILST,O,X,X
ZJOISTL,X,X,X
ZJOISLT,X,X,X
ZJOLTIS,O,X,X
ZJOLTSI,O,X,X
ZJOLITS,O,X,X
ZJOLIST,O,X,X
ZJOLSTI,O,X,X
ZJOLSIT,O,X,X
ZJOSTIL,X,X,X
ZJOSTLI,X,X,X
ZJOSITL,X,X,X
ZJOSILT,X,X,X
ZJOSLTI,X,X,X
ZJOSLIT,X,X,X
ZSTILJO,X,X,X
ZSTILOJ,X,X,X
ZSTIJLO,X,X,O
ZSTIJOL,X,X,X
ZSTIOLJ,X,X,X
ZSTIOJL,X,X,X
ZSTLIJO,X,X,X
ZSTLIOJ,X,X,X
ZSTLJIO,X,X,X
ZSTLJOI,X,X,X
ZSTLOIJ,X,X,X
ZSTLOJI,X,X,X
ZSTJILO,X,X,O
ZSTJIOL,X,X,X
ZSTJLIO,X,X,X
ZSTJLOI,X,X,X
ZSTJOIL,X,X,X
ZSTJOLI,X,X,X
ZSTOILJ,X,X,X
ZSTOIJL,X,X,X
ZSTOLIJ,X,X,X
ZSTOLJI,X,X,X
ZSTOJIL,X,X,X
ZSTOJLI,X,X,X
ZSITLJO,X,X,X
ZSITLOJ,X,X,X
ZSITJLO,X,X,O
ZSITJOL,X,X,X
ZSITOLJ,X,X,X
ZSITOJL,X,X,X
ZSILTJO,X,X,O
ZSILTOJ,X,X,X
ZSILJTO,X,X,O
ZSILJOT,X,X,X
ZSILOTJ,X,X,X
ZSILOJT,X,X,X
ZSIJTLO,X,X,O
ZSIJTOL,X,X,X
ZSIJLTO,X,X,O
ZSIJLOT,X,X,X
ZSIJOTL,X,X,X
ZSIJOLT,X,X,X
ZSIOTLJ,X,X,X
ZSIOTJL,X,X,X
ZSIOLTJ,X,X,X
ZSIOLJT,X,X,X
ZSIOJTL,X,X,X
ZSIOJLT,X,X,X
ZSLTIJO,X,X,O
ZSLTIOJ,X,X,X
ZSLTJIO,X,X,O
ZSLTJOI,X,X,X
ZSLTOIJ,X,X,X
ZSLTOJI,X,X,X
ZSLITJO,X,X,O
ZSLITOJ,X,X,X
ZSLIJTO,X,X,O
ZSLIJOT,X,X,X
ZSLIOTJ,X,X,X
ZSLIOJT,X,X,X
ZSLJTIO,X,X,O
ZSLJTOI,X,X,X
ZSLJITO,X,X,O
ZSLJIOT,X,X,X
ZSLJOTI,X,X,X
ZSLJOIT,X,X,X
ZSLOTIJ,X,X,X
ZSLOTJI,X,X,X
ZSLOITJ,X,X,X
ZSLOIJT,X,X,X
ZSLOJTI,X,X,X
ZSLOJIT,X,X,X
ZSJTILO,X,X,O
ZSJTIOL,X,X,X
ZSJTLIO,X,X,X
ZSJTLOI,X,X,X
ZSJTOIL,X,X,X
ZSJTOLI,X,X,X
ZSJITLO,X,X,O
ZSJITOL,X,X,X
ZSJILTO,X,X,O
ZSJILOT,X,X,X
ZSJIOTL,X,X,X
ZSJIOLT,X,X,X
ZSJLTIO,X,X,O
ZSJLTOI,X,X,X
ZSJLITO,X,X,O
ZSJLIOT,X,X,X
ZSJLOTI,X,X,X
ZSJLOIT,X,X,X
ZSJOTIL,X,X,X
ZSJOTLI,X,X,X
ZSJOITL,X,X,X
ZSJOILT,X,X,X
ZSJOLTI,X,X,X
ZSJOLIT,X,X,X
ZSOTILJ,X,X,X
ZSOTIJL,X,X,X
ZSOTLIJ,X,X,X
ZSOTLJI,X,X,X
ZSOTJIL,X,X,X
ZSOTJLI,X,X,X
ZSOITLJ,X,X,X
ZSOITJL,X,X,X
ZSOILTJ,X,X,X
ZSOILJT,X,X,X
ZSOIJTL,X,X,X
ZSOIJLT,X,X,X
ZSOLTIJ,X,X,X
ZSOLTJI,X,X,X
ZSOLITJ,X,X,X
ZSOLIJT,X,X,X
ZSOLJTI,X,X,X
ZSOLJIT,X,X,X
ZSOJTIL,X,X,X
ZSOJTLI,X,X,X
ZSOJITL,X,X,X
ZSOJILT,X,X,X
ZSOJLTI,X,X,X
ZSOJLIT,X,X,X
ZOTILJS,O,X,X
ZOTILSJ,O,X,X
ZOTIJLS,O,X,X
ZOTIJSL,X,X,O
ZOTISLJ,X,X,X
ZOTISJL,X,X,O
ZOTLIJS,O,X,X
ZOTLISJ,O,X,X
ZOTLJIS,O,X,X
ZOTLJSI,O,X,X
ZOTLSIJ,O,X,X
ZOTLSJI,O,X,X
ZOTJILS,O,X,X
ZOTJISL,X,X,O
ZOTJLIS,O,X,X
ZOTJLSI,O,X,X
ZOTJSIL,X,X,O
ZOTJSLI,X,X,X
ZOTSILJ,X,X,X
ZOTSIJL,X,X,O
ZOTSLIJ,X,X,X
ZOTSLJI,X,X,X
ZOTSJIL,X,X,O
ZOTSJLI,X,X,X
ZOITLJS,O,X,X
ZOITLSJ,O,X,X
ZOITJLS,O,X,X
ZOITJSL,X,X,O
ZOITSLJ,X,X,X
ZOITSJL,X,X,O
ZOILTJS,O,X,O
ZOILTSJ,O,X,O
ZOILJTS,O,X,O
ZOILJST,O,X,O
ZOILSTJ,O,X,O
ZOILSJT,O,X,O
ZOIJTLS,O,X,X
ZOIJTSL,X,X,O
ZOIJLTS,O,X,O
ZOIJLST,O,X,O
ZOIJSTL,X,X,O
ZOIJSLT,X,X,O
ZOISTLJ,X,X,X
ZOISTJL,X,X,O
ZOISLTJ,X,X,O
ZOISLJT,X,X,O
ZOISJTL,X,X,O
ZOISJLT,X,X,O
ZOLTIJS,O,X,O
ZOLTISJ,O,X,O
ZOLTJIS,O,X,O
ZOLTJSI,O,X,O
ZOLTSIJ,O,X,O
ZOLTSJI,O,X,O
ZOLITJS,O,X,O
ZOLITSJ,O,X,O
ZOLIJTS,O,X,O
ZOLIJST,O,X,O
ZOLISTJ,O,X,O
ZOLISJT,O,X,O
ZOLJTIS,O,X,O
ZOLJTSI,O,X,O
ZOLJITS,O,X,O
ZOLJIST,O,X,O
ZOLJSTI,O,X,O
ZOLJSIT,O,X,O
ZOLSTIJ,O,X,O
ZOLSTJI,O,X,O
ZOLSITJ,O,X,O
ZOLSIJT,O,X,O
ZOLSJTI,O,X,O
ZOLSJIT,O,X,O
ZOJTILS,O,X,X
ZOJTISL,X,X,O
ZOJTLIS,O,X,X
ZOJTLSI,O,X,X
ZOJTSIL,X,X,O
ZOJTSLI,X,X,X
ZOJITLS,O,X,X
ZOJITSL,X,X,O
ZOJILTS,O,X,O
ZOJILST,O,X,O
ZOJISTL,X,X,O
ZOJISLT,X,X,O
ZOJLTIS,O,X,O
ZOJLTSI,O,X,O
ZOJLITS,O,X,O
ZOJLIST,O,X,O
ZOJLSTI,O,X,O
ZOJLSIT,O,X,O
ZOJSTIL,X,X,O
ZOJSTLI,X,X,X
ZOJSITL,X,X,O
ZOJSILT,X,X,O
ZOJSLTI,X,X,O
ZOJSLIT,X,X,O
ZOSTILJ,X,X,X
ZOSTIJL,X,X,O
ZOSTLIJ,X,X,X
ZOSTLJI,X,X,X
ZOSTJIL,X,X,O
ZOSTJLI,X,X,X
ZOSITLJ,X,X,X
ZOSITJL,X,X,O
ZOSILTJ,X,X,O
ZOSILJT,X,X,O
ZOSIJTL,X,X,O
ZOSIJLT,X,X,O
ZOSLTIJ,X,X,O
ZOSLTJI,X,X,O
ZOSLITJ,X,X,O
ZOSLIJT,X,X,O
ZOSLJTI,X,X,O
ZOSLJIT,X,X,O
ZOSJTIL,X,X,O
ZOSJTLI,X,X,X
ZOSJITL,X,X,O
ZOSJILT,X,X,O
ZOSJLTI,X,X,O
ZOSJLIT,X,X,O
OTILJSZ,X,O,X
OTILJZS,X,X,X
OTILSJZ,X,O,X
OTILSZJ,X,X,X
OTILZJS,X,X,X
OTILZSJ,X,X,X
OTIJLSZ,X,O,X
OTIJLZS,X,X,X
OTIJSLZ,X,O,X
OTIJSZL,X,X,X
OTIJZLS,X,X,X
OTIJZSL,X,X,X
OTISLJZ,X,O,X
OTISLZJ,X,X,X
OTISJLZ,X,O,X
OTISJZL,X,X,X
OTISZLJ,X,X,X
OTISZJL,X,X,X
OTIZLJS,X,X,X
OTIZLSJ,X,X,X
OTIZJLS,X,X,X
OTIZJSL,X,X,X
OTIZSLJ,X,X,X
OTIZSJL,X,X,X
OTLIJSZ,X,O,X
OTLIJZS,X,X,X
OTLISJZ,X,O,X
OTLISZJ,X,X,X
OTLIZJS,X,X,X
OTLIZSJ,X,X,X
OTLJISZ,X,O,X
OTLJIZS,X,X,X
OTLJSIZ,X,O,X
OTLJSZI,X,X,X
OTLJZIS,X,X,X
OTLJZSI,X,X,X
OTLSIJZ,X,O,X
OTLSIZJ,X,X,X
OTLSJIZ,X,O,X
OTLSJZI,X,X,X
OTLSZIJ,X,X,X
OTLSZJI,X,X,X
OTLZIJS,X,X,X
OTLZISJ,X,X,X
OTLZJIS,X,X,X
OTLZJSI,X,X,X
OTLZSIJ,X,X,X
OTLZSJI,X,X,X
OTJILSZ,X,O,X
OTJILZS,X,X,X
OTJISLZ,X,O,X
OTJISZL,X,X,X
OTJIZLS,X,X,X
OTJIZSL,X,X,X
OTJLISZ,X,O,X
OTJLIZS,X,X,X
OTJLSIZ,X,O,X
OTJLSZI,X,X,X
OTJLZIS,X,X,X
OTJLZSI,X,X,X
OTJSILZ,X,O,X
OTJSIZL,X,X,X
OTJSLIZ,X,O,X
OTJSLZI,X,X,X
OTJSZIL,X,X,X
OTJSZLI,X,X,X
OTJZILS,X,X,X
OTJZISL,X,X,X
OTJZLIS,X,X,X
OTJZLSI,X,X,X
OTJZSIL,X,X,X
OTJZSLI,X,X,X
OTSILJZ,X,O,X
OTSILZJ,X,X,X
OTSIJLZ,X,O,X
OTSIJZL,X,X,X
OTSIZLJ,X,X,X
OTSIZJL,X,X,X
OTSLIJZ,X,O,X
OTSLIZJ,X,X,X
OTSLJIZ,X,O,X
OTSLJZI,X,X,X
OTSLZIJ,X,X,X
OTSLZJI,X,X,X
OTSJILZ,X,O,X
OTSJIZL,X,X,X
OTSJLIZ,X,O,X
OTSJLZI,X,X,X
OTSJZIL,X,X,X
OTSJZLI,X,X,X
OTSZILJ,X,X,X
OTSZIJL,X,X,X
OTSZLIJ,X,X,X
OTSZLJI,X,X,X
OTSZJIL,X,X,X
OTSZJLI,X,X,X
OTZILJS,X,X,X
OTZILSJ,X,X,X
OTZIJLS,X,X,X
OTZIJSL,X,X,X
OTZISLJ,X,X,X
OTZISJL,X,X,X
OTZLIJS,X,X,X
OTZLISJ,X,X,X
OTZLJIS,X,X,X
OTZLJSI,X,X,X
OTZLSIJ,X,X,X
OTZLSJI,X,X,X
OTZJILS,X,X,X
OTZJISL,X,X,X
OTZJLIS,X,X,X
OTZJLSI,X,X,X
OTZJSIL,X,X,X
OTZJSLI,X,X,X
OTZSILJ,X,X,X
OTZSIJL,X,X,X
OTZSLIJ,X,X,X
OTZSLJI,X,X,X
OTZSJIL,X,X,X
OTZSJLI,X,X,X
OITLJSZ,X,O,X
OITLJZS,X,X,X
OITLSJZ,X,O,X
OITLSZJ,X,X,X
OITLZJS,X,X,X
OITLZSJ,X,X,X
OITJLSZ,X,O,X
OITJLZS,X,X,X
OITJSLZ,X,O,X
OITJSZL,X,X,X
OITJZLS,X,X,X
OITJZSL,X,X,X
OITSLJZ,X,O,X
OITSLZJ,X,X,X
OITSJLZ,X,O,X
OITSJZL,X,X,X
OITSZLJ,X,X,X
OITSZJL,X,X,X
OITZLJS,X,X,X
OITZLSJ,X,X,X
OITZJLS,X,X,X
OITZJSL,X,X,X
OITZSLJ,X,X,X
OITZSJL,X,X,X
OILTJSZ,X,O,O
OILTJZS,X,X,O
OILTSJZ,X,O,O
OILTSZJ,X,X,O
OILTZJS,X,X,O
OILTZSJ,X,X,O
OILJTSZ,X,O,O
OILJTZS,X,X,O
OILJSTZ,X,O,O
OILJSZT,X,X,O
OILJZTS,X,X,O
OILJZST,X,X,O
OILSTJZ,X,O,O
OILSTZJ,X,X,O
OILSJTZ,X,O,O
OILSJZT,X,X,O
OILSZTJ,X,X,O
OILSZJT,X,X,O
OILZTJS,X,X,O
OILZTSJ,X,X,O
OILZJTS,X,X,O
OILZJST,X,X,O
OILZSTJ,X,X,O
OILZSJT,X,X,O
OIJTLSZ,X,O,X
OIJTLZS,X,X,X
OIJTSLZ,X,O,X
OIJTSZL,X,X,X
OIJTZLS,X,X,X
OIJTZSL,X,X,X
OIJLTSZ,X,O,O
OIJLTZS,X,X,O
OIJLSTZ,X,O,O
OIJLSZT,X,X,O
OIJLZTS,X,X,O
OIJLZST,X,X,O
OIJSTLZ,X,O,X
OIJSTZL,X,X,X
OIJSLTZ,X,O,O
OIJSLZT,X,X,O
OIJSZTL,X,X,O
OIJSZLT,X,X,O
OIJZTLS,X,X,X
OIJZTSL,X,X,O
OIJZLTS,X,X,O
OIJZLST,X,X,O
OIJZSTL,X,X,O
OIJZSLT,X,X,O
OISTLJZ,X,O,X
OISTLZJ,X,X,X
OISTJLZ,X,O,X
OISTJZL,X,X,X
OISTZLJ,X,X,X
OISTZJL,X,X,X
OISLTJZ,X,O,O
OISLTZJ,X,X,O
OISLJTZ,X,O,O
OISLJZT,X,X,O
OISLZTJ,X,X,O
OISLZJT,X,X,O
OISJTLZ,X,O,X
OISJTZL,X,X,X
OISJLTZ,X,O,O
OISJLZT,X,X,O
OISJZTL,X,X,O
OISJZLT,X,X,O
OISZTLJ,X,X,X
OISZTJL,X,X,O
OISZLTJ,X,X,O
OISZLJT,X,X,O
OISZJTL,X,X,O
OISZJLT,X,X,O
OIZTLJS,X,X,X
OIZTLSJ,X,X,X
OIZTJLS,X,X,X
OIZTJSL,X,X,O
OIZTSLJ,X,X,X
OIZTSJL,X,X,O
OIZLTJS,X,X,O
OIZLTSJ,X,X,O
OIZLJTS,X,X,O
OIZLJST,X,X,O
OIZLSTJ,X,X,O
OIZLSJT,X,X,O
OIZJTLS,X,X,X
OIZJTSL,X,X,O
OIZJLTS,X,X,O
OIZJLST,X,X,O
OIZJSTL,X,X,O
OIZJSLT,X,X,O
OIZSTLJ,X,X,X
OIZSTJL,X,X,O
OIZSLTJ,X,X,O
OIZSLJT,X,X,O
OIZSJTL,X,X,O
OIZSJLT,X,X,O
OLTIJSZ,X,O,O
OLTIJZS,X,X,O
OLTISJZ,X,O,O
OLTISZJ,X,X,O
OLTIZJS,X,X,O
OLTIZSJ,X,X,O
OLTJISZ,X,O,O
OLTJIZS,X,X,O
OLTJSIZ,X,O,O
OLTJSZI,X,X,O
OLTJZIS,X,X,O
OLTJZSI,X,X,O
OLTSIJZ,X,O,O
OLTSIZJ,X,X,O
OLTSJIZ,X,O,O
OLTSJZI,X,X,O
OLTSZIJ,X,X,O
OLTSZJI,X,X,O
OLTZIJS,X,X,O
OLTZISJ,X,X,O
OLTZJIS,X,X,O
OLTZJSI,X,X,O
OLTZSIJ,X,X,O
OLTZSJI,X,X,O
OLITJSZ,X,O,O
OLITJZS,X,X,O
OLITSJZ,X,O,O
OLITSZJ,X,X,O
OLITZJS,X,X,O
OLITZSJ,X,X,O
OLIJTSZ,X,O,O
OLIJTZS,X,X,O
OLIJSTZ,X,O,O
OLIJSZT,X,X,O
OLIJZTS,X,X,O
OLIJZST,X,X,O
OLISTJZ,X,O,O
OLISTZJ,X,X,O
OLISJTZ,X,O,O
OLISJZT,X,X,O
OLISZTJ,X,X,O
OLISZJT,X,X,O
OLIZTJS,X,X,O
OLIZTSJ,X,X,O
OLIZJTS,X,X,O
OLIZJST,X,X,O
OLIZSTJ,X,X,O
OLIZSJT,X,X,O
OLJTISZ,X,O,O
OLJTIZS,X,X,O
OLJTSIZ,X,O,O
OLJTSZI,X,X,O
OLJTZIS,X,X,O
OLJTZSI,X,X,O
OLJITSZ,X,O,O
OLJITZS,X,X,O
OLJISTZ,X,O,O
OLJISZT,X,X,O
OLJIZTS,X,X,O
OLJIZST,X,X,O
OLJSTIZ,X,O,O
OLJSTZI,X,X,O
OLJSITZ,X,O,O
OLJSIZT,X,X,O
OLJSZTI,X,X,O
OLJSZIT,X,X,O
OLJZTIS,X,X,O
OLJZTSI,X,X,O
OLJZITS,X,X,O
OLJZIST,X,X,O
OLJZSTI,X,X,O
OLJZSIT,X,X,O
OLSTIJZ,X,O,O
OLSTIZJ,X,X,O
OLSTJIZ,X,O,O
OLSTJZI,X,X,O
OLSTZIJ,X,X,O
OLSTZJI,X,X,O
OLSITJZ,X,O,O
OLSITZJ,X,X,O
OLSIJTZ,X,O,O
OLSIJZT,X,X,O
OLSIZTJ,X,X,O
OLSIZJT,X,X,O
OLSJTIZ,X,O,O
OLSJTZI,X,X,O
OLSJITZ,X,O,O
OLSJIZT,X,X,O
OLSJZTI,X,X,O
OLSJZIT,X,X,O
OLSZTIJ,X,X,O
OLSZTJI,X,X,O
OLSZITJ,X,X,O
OLSZIJT,X,X,O
OLSZJTI,X,X,O
OLSZJIT,X,X,O
OLZTIJS,X,X,O
OLZTISJ,X,X,O
OLZTJIS,X,X,O
OLZTJSI,X,X,O
OLZTSIJ,X,X,O
OLZTSJI,X,X,O
OLZITJS,X,X,O
OLZITSJ,X,X,O
OLZIJTS,X,X,O
OLZIJST,X,X,O
OLZISTJ,X,X,O
OLZISJT,X,X,O
OLZJTIS,X,X,O
OLZJTSI,X,X,O
OLZJITS,X,X,O
OLZJIST,X,X,O
OLZJSTI,X,X,O
OLZJSIT,X,X,O
OLZSTIJ,X,X,O
OLZSTJI,X,X,O
OLZSITJ,X,X,O
OLZSIJT,X,X,O
OLZSJTI,X,X,O
OLZSJIT,X,X,O
OJTILSZ,X,O,X
OJTILZS,X,X,X
OJTISLZ,X,O,X
OJTISZL,X,X,X
OJTIZLS,X,X,X
OJTIZSL,X,X,X
OJTLISZ,X,O,X
OJTLIZS,X,X,X
OJTLSIZ,X,O,X
OJTLSZI,X,X,X
OJTLZIS,X,X,X
OJTLZSI,X,X,X
OJTSILZ,X,O,X
OJTSIZL,X,X,X
OJTSLIZ,X,O,X
OJTSLZI,X,X,X
OJTSZIL,X,X,X
OJTSZLI,X,X,X
OJTZILS,X,X,X
OJTZISL,X,X,X
OJTZLIS,X,X,X
OJTZLSI,X,X,X
OJTZSIL,X,X,X
OJTZSLI,X,X,X
OJITLSZ,X,O,X
OJITLZS,X,X,X
OJITSLZ,X,O,X
OJITSZL,X,X,X
OJITZLS,X,X,X
OJITZSL,X,X,X
OJILTSZ,X,O,O
OJILTZS,X,X,O
OJILSTZ,X,O,O
OJILSZT,X,X,O
OJILZTS,X,X,O
OJILZST,X,X,O
OJISTLZ,X,O,X
OJISTZL,X,X,X
OJISLTZ,X,O,O
OJISLZT,X,X,O
OJISZTL,X,X,O
OJISZLT,X,X,O
OJIZTLS,X,X,X
OJIZTSL,X,X,O
OJIZLTS,X,X,O
OJIZLST,X,X,O
OJIZSTL,X,X,O
OJIZSLT,X,X,O
OJLTISZ,X,O,O
OJLTIZS,X,X,O
OJLTSIZ,X,O,O
OJLTSZI,X,X,O
OJLTZIS,X,X,O
OJLTZSI,X,X,O
OJLITSZ,X,O,O
OJLITZS,X,X,O
OJLISTZ,X,O,O
OJLISZT,X,X,O
OJLIZTS,X,X,O
OJLIZST,X,X,O
OJLSTIZ,X,O,O
OJLSTZI,X,X,O
OJLSITZ,X,O,O
OJLSIZT,X,X,O
OJLSZTI,X,X,O
OJLSZIT,X,X,O
OJLZTIS,X,X,O
OJLZTSI,X,X,O
OJLZITS,X,X,O
OJLZIST,X,X,O
OJLZSTI,X,X,O
OJLZSIT,X,X,O
OJSTILZ,X,O,X
OJSTIZL,X,X,X
OJSTLIZ,X,O,X
OJSTLZI,X,X,X
OJSTZIL,X,X,X
OJSTZLI,X,X,X
OJSITLZ,X,O,X
OJSITZL,X,X,X
OJSILTZ,X,O,O
OJSILZT,X,X,O
OJSIZTL,X,X,O
OJSIZLT,X,X,O
OJSLTIZ,X,O,O
OJSLTZI,X,X,O
OJSLITZ,X,O,O
OJSLIZT,X,X,O
OJSLZTI,X,X,O
OJSLZIT,X,X,O
OJSZTIL,X,X,O
OJSZTLI,X,X,X
OJSZITL,X,X,O
OJSZILT,X,X,O
OJSZLTI,X,X,O
OJSZLIT,X,X,O
OJZTILS,X,X,X
OJZTISL,X,X,O
OJZTLIS,X,X,X
OJZTLSI,X,X,X
OJZTSIL,X,X,O
OJZTSLI,X,X,X
OJZITLS,X,X,X
OJZITSL,X,X,O
OJZILTS,X,X,O
OJZILST,X,X,O
OJZISTL,X,X,O
OJZISLT,X,X,O
OJZLTIS,X,X,O
OJZLTSI,X,X,O
OJZLITS,X,X,O
OJZLIST,X,X,O
OJZLSTI,X,X,O
OJZLSIT,X,X,O
OJZSTIL,X,X,O
OJZSTLI,X,X,X
OJZSITL,X,X,O
OJZSILT,X,X,O
OJZSLTI,X,X,O
OJZSLIT,X,X,O
OSTILJZ,X,O,X
OSTILZJ,X,X,X
OSTIJLZ,X,O,X
OSTIJZL,X,X,X
OSTIZLJ,X,X,X
OSTIZJL,X,X,X
OSTLIJZ,X,O,X
OSTLIZJ,X,X,X
OSTLJIZ,X,O,X
OSTLJZI,X,X,X
OSTLZIJ,X,X,X
OSTLZJI,X,X,X
OSTJILZ,X,O,X
OSTJIZL,X,X,X
OSTJLIZ,X,O,X
OSTJLZI,X,X,X
OSTJZIL,X,X,X
OSTJZLI,X,X,X
OSTZILJ,X,X,X
OSTZIJL,X,X,X
OSTZLIJ,X,X,X
OSTZLJI,X,X,X
OSTZJIL,X,X,X
OSTZJLI,X,X,X
OSITLJZ,X,O,X
OSITLZJ,X,X,X
OSITJLZ,X,O,X
OSITJZL,X,X,X
OSITZLJ,X,X,X
OSITZJL,X,X,X
OSILTJZ,X,O,O
OSILTZJ,X,X,O
OSILJTZ,X,O,O
OSILJZT,X,X,O
OSILZTJ,X,X,O
OSILZJT,X,X,O
OSIJTLZ,X,O,X
OSIJTZL,X,X,X
OSIJLTZ,X,O,O
OSIJLZT,X,X,O
OSIJZTL,X,X,O
OSIJZLT,X,X,O
OSIZTLJ,X,X,X
OSIZTJL,X,X,O
OSIZLTJ,X,X,O
OSIZLJT,X,X,O
OSIZJTL,X,X,O
OSIZJLT,X,X,O
OSLTIJZ,X,O,O
OSLTIZJ,X,X,O
OSLTJIZ,X,O,O
OSLTJZI,X,X,O
OSLTZIJ,X,X,O
OSLTZJI,X,X,O
OSLITJZ,X,O,O
OSLITZJ,X,X,O
OSLIJTZ,X,O,O
OSLIJZT,X,X,O
OSLIZTJ,X,X,O
OSLIZJT,X,X,O
OSLJTIZ,X,O,O
OSLJTZI,X,X,O
OSLJITZ,X,O,O
OSLJIZT,X,X,O
OSLJZTI,X,X,O
OSLJZIT,X,X,O
OSLZTIJ,X,X,O
OSLZTJI,X,X,O
OSLZITJ,X,X,O
OSLZIJT,X,X,O
OSLZJTI,X,X,O
OSLZJIT,X,X,O
OSJTILZ,X,O,X
OSJTIZL,X,X,X
OSJTLIZ,X,O,X
OSJTLZI,X,X,X
OSJTZIL,X,X,X
OSJTZLI,X,X,X
OSJITLZ,X,O,X
OSJITZL,X,X,X
OSJILTZ,X,O,O
OSJILZT,X,X,O
OSJIZTL,X,X,O
OSJIZLT,X,X,O
OSJLTIZ,X,O,O
OSJLTZI,X,X,O
OSJLITZ,X,O,O
OSJLIZT,X,X,O
OSJLZTI,X,X,O
OSJLZIT,X,X,O
OSJZTIL,X,X,O
OSJZTLI,X,X,X
OSJZITL,X,X,O
OSJZILT,X,X,O
OSJZLTI,X,X,O
OSJZLIT,X,X,O
OSZTILJ,X,X,X
OSZTIJL,X,X,O
OSZTLIJ,X,X,X
