sequence,v115@QhB8EeA8BeC8BeF8Jei/IvhFRhBFjBzkBGmB0nB3qB,v115@QhB8EeA8BeC8BeF8Jem/IvhFChBxiB0kBlmBznB3qB,v115@QhB8EeA8BeC8BeF8Je/EJvhFRgBumBFjBKqBzqB0sB,v115@QhB8EeA8BeC8BeF8JeT/IvhFigBumBFjB0nBRqB3qB
JSIOLZT,O,X,X,X
JSIOZTL,O,X,X,X
JSIOZLT,O,X,X,X
JSLTIZO,O,X,O,X
JSLTIOZ,O,X,O,X
JSLTZIO,X,X,X,X
JSLTZOI,X,X,X,X
JSLTOIZ,X,X,O,X
JSLTOZI,X,X,X,X
JSLITZO,O,X,O,X
JSLITOZ,O,X,O,X
JSLIZTO,O,X,O,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,O,X,O,X
JSLZTOI,X,X,O,X
JSLZITO,O,X,O,X
JSLZIOT,X,X,X,X
JSLZOTI,X,X,O,X
JSLZOIT,X,X,O,X
JSLOTIZ,X,X,O,X
JSLOTZI,X,X,X,X
JSLOITZ,X,X,O,X
JSLOIZT,X,X,O,X
JSLOZTI,X,X,O,X
JSLOZIT,X,X,O,X
JSZTILO,O,X,O,X
JSZTIOL,O,X,X,X
JSZTLIO,O,X,O,X
JSZTLOI,X,X,O,X
JSZTOIL,O,X,X,X
JSZTOLI,O,X,X,X
JSZITLO,O,X,O,X
JSZITOL,O,X,X,X
JSZILTO,O,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,O,X,X,X
JSZIOLT,O,X,X,X
JSZLTIO,O,X,O,X
JSZLTOI,X,X,O,X
JSZLITO,O,X,O,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,O,X
JSZLOIT,X,X,O,X
JSZOTIL,O,X,X,X
JSZOTLI,O,X,X,X
JSZOITL,O,X,X,X
JSZOILT,O,X,X,X
JSZOLTI,O,X,X,X
JSZOLIT,O,X,X,X
JSOTILZ,O,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,O,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,O,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,O,X,X,X
JSOILZT,O,X,X,X
JSOIZTL,O,X,X,X
JSOIZLT,O,X,X,X
JSOLTIZ,O,X,X,X
JSOLTZI,X,X,X,X
JSOLITZ,O,X,X,X
JSOLIZT,O,X,X,X
JSOLZTI,O,X,X,X
JSOLZIT,O,X,X,X
JSOZTIL,O,X,X,X
JSOZTLI,O,X,X,X
JSOZITL,O,X,X,X
JSOZILT,O,X,X,X
JSOZLTI,O,X,X,X
JSOZLIT,O,X,X,X
JZTILSO,O,X,X,X
JZTILOS,O,X,X,X
JZTISLO,O,X,X,O
JZTISOL,O,X,X,O
JZTIOLS,O,X,X,X
JZTIOSL,X,X,X,O
JZTLISO,O,X,X,X
JZTLIOS,O,X,X,X
JZTLSIO,X,X,O,X
JZTLSOI,X,X,O,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,O,X
JZTSILO,O,X,O,X
JZTSIOL,O,X,X,X
JZTSLIO,O,X,O,X
JZTSLOI,X,X,O,X
JZTSOIL,O,X,X,X
JZTSOLI,O,X,X,X
JZTOILS,O,X,X,X
JZTOISL,X,X,X,O
JZTOLIS,O,X,X,X
JZTOLSI,X,X,O,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,O,X,X,X
JZITLOS,O,X,X,X
JZITSLO,O,X,X,O
JZITSOL,O,X,X,O
JZITOLS,O,X,X,X
JZITOSL,X,X,X,O
JZILTSO,O,X,X,X
JZILTOS,O,X,X,X
JZILSTO,X,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,X,X
JZILOST,X,X,X,X
JZISTLO,O,X,X,O
JZISTOL,O,X,X,O
JZISLTO,O,X,X,O
JZISLOT,X,X,X,O
JZISOTL,O,X,X,O
JZISOLT,O,X,X,O
JZIOTLS,O,X,X,X
JZIOTSL,X,X,X,O
JZIOLTS,O,X,X,X
JZIOLST,X,X,X,X
JZIOSTL,X,X,X,O
JZIOSLT,X,X,X,O
JZLTISO,O,X,X,X
JZLTIOS,O,X,X,X
JZLTSIO,X,X,O,X
JZLTSOI,X,X,O,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,O,X
JZLITSO,O,X,X,X
JZLITOS,O,X,X,X
JZLISTO,X,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,X,X,X,X
JZLSTIO,X,X,O,X
JZLSTOI,X,X,O,X
JZLSITO,X,X,O,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,O,X
JZLSOIT,X,X,O,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,O,X
JZLOITS,X,X,X,X
JZLOIST,X,X,X,X
JZLOSTI,X,X,O,X
JZLOSIT,X,X,O,X
JZSTILO,O,X,O,X
JZSTIOL,O,X,X,X
JZSTLIO,O,X,O,X
JZSTLOI,X,X,O,X
JZSTOIL,O,X,X,X
JZSTOLI,O,X,X,X
JZSITLO,O,X,O,X
JZSITOL,O,X,X,X
JZSILTO,O,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,O,X,X,X
JZSIOLT,O,X,X,X
JZSLTIO,O,X,O,X
JZSLTOI,X,X,O,X
JZSLITO,O,X,O,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,O,X
JZSLOIT,X,X,O,X
JZSOTIL,O,X,X,X
JZSOTLI,O,X,X,X
JZSOITL,O,X,X,X
JZSOILT,O,X,X,X
JZSOLTI,O,X,X,X
JZSOLIT,O,X,X,X
JZOTILS,O,X,X,X
JZOTISL,X,X,X,O
JZOTLIS,O,X,X,X
JZOTLSI,X,X,O,X
JZOTSIL,X,X,X,X
JZOTSLI,X,X,X,X
JZOITLS,O,X,X,X
JZOITSL,X,X,X,O
JZOILTS,O,X,X,X
JZOILST,X,X,X,X
JZOISTL,X,X,X,O
JZOISLT,X,X,X,O
JZOLTIS,O,X,X,X
JZOLTSI,X,X,O,X
JZOLITS,O,X,X,X
JZOLIST,X,X,X,X
JZOLSTI,X,X,O,X
JZOLSIT,X,X,O,X
JZOSTIL,X,X,X,X
JZOSTLI,X,X,X,X
JZOSITL,X,X,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,X,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,X,X
JOTILZS,O,X,X,O
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,X,X
JOTLIZS,O,X,X,X
JOTLSIZ,X,X,O,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,X
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,X,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,O,X,X,O
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,O,X,X,O
JOILSTZ,X,X,X,X
JOILSZT,X,X,X,X
JOILZTS,O,X,X,O
JOILZST,X,X,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,X,X,X
JOISZTL,X,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,O,X,X,X
JOIZTSL,X,X,X,O
JOIZLTS,O,X,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,X,O
JOIZSLT,X,X,X,O
JOLTISZ,X,X,X,X
JOLTIZS,O,X,X,X
JOLTSIZ,X,X,O,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,O,X,X,X
JOLISTZ,X,X,X,X
JOLISZT,X,X,X,X
JOLIZTS,O,X,X,X
JOLIZST,X,X,X,X
JOLSTIZ,X,X,O,X
JOLSTZI,X,X,X,X
JOLSITZ,X,X,O,X
JOLSIZT,X,X,O,X
JOLSZTI,X,X,O,X
JOLSZIT,X,X,O,X
JOLZTIS,O,X,X,X
JOLZTSI,X,X,O,X
JOLZITS,O,X,X,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,O,X
JOLZSIT,X,X,O,X
JOSTILZ,X,X,X,X
JOSTIZL,X,X,X,X
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,X,X,X
JOSIZTL,X,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,X,X,X
JOSLTZI,X,X,X,X
JOSLITZ,X,X,X,X
JOSLIZT,X,X,X,X
JOSLZTI,X,X,X,X
JOSLZIT,X,X,X,X
JOSZTIL,X,X,X,X
JOSZTLI,X,X,X,X
JOSZITL,X,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,X
JOSZLIT,X,X,X,X
JOZTILS,O,X,X,X
JOZTISL,X,X,X,O
JOZTLIS,O,X,X,X
JOZTLSI,X,X,O,X
JOZTSIL,X,X,X,X
JOZTSLI,X,X,X,X
JOZITLS,O,X,X,X
JOZITSL,X,X,X,O
JOZILTS,O,X,X,X
JOZILST,X,X,X,X
JOZISTL,X,X,X,O
JOZISLT,X,X,X,O
JOZLTIS,O,X,X,X
JOZLTSI,X,X,O,X
JOZLITS,O,X,X,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,O,X
JOZLSIT,X,X,O,X
JOZSTIL,X,X,X,X
JOZSTLI,X,X,X,X
JOZSITL,X,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,X,X,O,X
STILJOZ,X,X,O,X
STILZJO,X,O,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,O,X
STIJLOZ,X,X,O,X
STIJZLO,X,X,O,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,O,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,O,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,X,O,X
STLIJOZ,X,X,O,X
STLIZJO,X,O,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,O,X,O,X
STLJIOZ,O,X,O,X
STLJZIO,X,X,X,X
STLJZOI,X,X,X,X
STLJOIZ,X,X,O,X
STLJOZI,X,X,X,X
STLZIJO,X,O,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,O,X,X
STLZJOI,X,O,X,X
STLZOIJ,X,O,X,X
STLZOJI,X,O,X,X
STLOIJZ,X,X,O,X
STLOIZJ,X,O,X,X
STLOJIZ,X,X,O,X
STLOJZI,X,X,X,X
STLOZIJ,X,O,X,X
STLOZJI,X,O,X,X
STJILZO,O,X,O,X
STJILOZ,O,X,O,X
STJIZLO,X,X,O,X
STJIZOL,X,X,X,X
STJIOLZ,O,X,X,X
STJIOZL,X,X,X,X
STJLIZO,O,X,O,X
STJLIOZ,O,X,O,X
STJLZIO,X,X,X,X
STJLZOI,X,X,X,X
STJLOIZ,X,X,O,X
STJLOZI,X,X,X,X
STJZILO,X,X,X,X
STJZIOL,X,X,X,X
STJZLIO,X,X,X,X
STJZLOI,X,X,X,X
STJZOIL,X,X,X,X
STJZOLI,X,X,X,X
STJOILZ,O,X,X,X
STJOIZL,X,X,X,X
STJOLIZ,O,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,X,O,X,X
STZILOJ,X,X,X,X
STZIJLO,X,O,X,X
STZIJOL,X,X,X,X
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,X
STZLIJO,X,O,X,X
STZLIOJ,X,X,X,X
STZLJIO,X,O,X,X
STZLJOI,X,O,X,X
STZLOIJ,X,O,X,X
STZLOJI,X,O,X,X
STZJILO,X,O,X,X
STZJIOL,X,X,X,X
STZJLIO,X,O,X,X
STZJLOI,X,O,X,X
STZJOIL,X,O,X,X
STZJOLI,X,O,X,X
STZOILJ,X,O,X,X
STZOIJL,X,O,X,X
STZOLIJ,X,O,X,X
STZOLJI,X,O,X,X
STZOJIL,X,O,X,X
STZOJLI,X,O,X,X
STOILJZ,X,X,X,X
STOILZJ,X,O,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,X,O,X,X
STOIZJL,X,O,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,O,X,X
STOLJIZ,O,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,O,X,X
STOLZJI,X,O,X,X
STOJILZ,O,X,X,X
STOJIZL,X,X,X,X
STOJLIZ,O,X,X,X
STOJLZI,X,X,X,X
STOJZIL,X,X,X,X
STOJZLI,X,X,X,X
STOZILJ,X,O,X,X
STOZIJL,X,O,X,X
STOZLIJ,X,O,X,X
STOZLJI,X,O,X,X
STOZJIL,X,O,X,X
STOZJLI,X,O,X,X
SITLJZO,X,X,O,X
SITLJOZ,X,X,O,X
SITLZJO,X,O,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,O,X
SITJLOZ,X,X,O,X
SITJZLO,X,X,O,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,O,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,O,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,O,X
SILTJOZ,X,X,O,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,O,X
SILJTOZ,X,X,O,X
SILJZTO,X,X,O,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,X,X,O,X
SILZTOJ,X,X,X,X
SILZJTO,X,O,O,X
SILZJOT,X,O,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,X,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,X,X,X
SILOZTJ,X,X,X,X
SILOZJT,X,X,X,X
SIJTLZO,X,X,O,X
SIJTLOZ,X,X,O,X
SIJTZLO,X,X,O,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,X,X,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,X,X,O,X
SIJZTOL,X,X,X,X
SIJZLTO,X,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,O,O,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,O,O,X
SIZTJOL,X,X,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,X,X,O,X
SIZLTOJ,X,X,X,X
SIZLJTO,X,O,O,X
SIZLJOT,X,O,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,O,O,X
SIZJTOL,X,X,X,X
SIZJLTO,X,O,X,X
SIZJLOT,X,O,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,X,X,X,X
SIOTJZL,X,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,X,X,X,X
SIOLZTJ,X,X,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,X,X,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,X,X,X
SIOJLZT,X,X,X,X
SIOJZTL,X,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,X,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,O,X
SLTIJOZ,X,X,O,X
SLTIZJO,X,X,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,O,X,O,X
SLTJIOZ,O,X,O,X
SLTJZIO,X,X,X,X
SLTJZOI,X,X,X,X
SLTJOIZ,X,X,O,X
SLTJOZI,X,X,X,X
SLTZIJO,X,X,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,X,X,X,X
SLTZJOI,X,X,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,X,X,O,X
SLTOIZJ,X,X,X,X
SLTOJIZ,X,X,O,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,X,X,O,X
SLITJOZ,X,X,O,X
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,O,X
SLIJTOZ,X,X,O,X
SLIJZTO,X,X,O,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,X,X,O,X
SLIZTOJ,X,X,X,X
SLIZJTO,X,O,O,X
SLIZJOT,X,O,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,X,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,X,X,X,X
SLIOZTJ,X,X,X,X
SLIOZJT,X,X,X,X
SLJTIZO,O,X,O,X
SLJTIOZ,O,X,O,X
SLJTZIO,X,X,X,X
SLJTZOI,X,X,X,X
SLJTOIZ,X,X,O,X
SLJTOZI,X,X,X,X
SLJITZO,O,X,O,X
SLJITOZ,O,X,O,X
SLJIZTO,O,X,O,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,O,X,O,X
SLJZTOI,X,X,O,X
SLJZITO,O,X,O,X
SLJZIOT,X,X,X,X
SLJZOTI,X,X,O,X
SLJZOIT,X,X,O,X
SLJOTIZ,X,X,O,X
SLJOTZI,X,X,X,X
SLJOITZ,X,X,O,X
SLJOIZT,X,X,O,X
SLJOZTI,X,X,O,X
SLJOZIT,X,X,O,X
SLZTIJO,O,X,O,X
SLZTIOJ,O,X,X,X
SLZTJIO,O,X,O,X
SLZTJOI,X,X,O,X
SLZTOIJ,X,X,O,X
SLZTOJI,X,X,O,X
SLZITJO,O,X,O,X
SLZITOJ,O,X,X,X
SLZIJTO,X,O,O,X
SLZIJOT,X,O,X,X
SLZIOTJ,X,X,X,X
SLZIOJT,X,X,X,X
SLZJTIO,O,X,O,X
SLZJTOI,X,X,O,X
SLZJITO,O,O,O,X
SLZJIOT,X,O,X,X
SLZJOTI,X,X,O,X
SLZJOIT,X,O,O,X
SLZOTIJ,X,X,O,X
SLZOTJI,X,X,O,X
SLZOITJ,X,X,O,X
SLZOIJT,X,O,O,X
SLZOJTI,X,X,O,X
SLZOJIT,X,O,O,X
SLOTIJZ,X,X,O,X
SLOTIZJ,X,X,X,X
SLOTJIZ,X,X,O,X
SLOTJZI,X,X,X,X
SLOTZIJ,X,X,X,X
SLOTZJI,X,X,X,X
SLOITJZ,X,X,O,X
SLOITZJ,X,X,X,X
SLOIJTZ,X,X,O,X
SLOIJZT,X,X,O,X
SLOIZTJ,X,X,O,X
SLOIZJT,X,O,O,X
SLOJTIZ,X,X,O,X
SLOJTZI,X,X,X,X
SLOJITZ,X,X,O,X
SLOJIZT,X,X,O,X
SLOJZTI,X,X,O,X
SLOJZIT,X,X,O,X
SLOZTIJ,X,X,O,X
SLOZTJI,X,X,O,X
SLOZITJ,X,X,O,X
SLOZIJT,X,O,O,X
SLOZJTI,X,X,O,X
SLOZJIT,X,O,O,X
SJTILZO,O,X,O,X
SJTILOZ,O,X,O,X
SJTIZLO,X,X,O,X
SJTIZOL,X,X,X,X
SJTIOLZ,O,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,O,X,O,X
SJTLIOZ,O,X,O,X
SJTLZIO,X,X,X,X
SJTLZOI,X,X,X,X
SJTLOIZ,X,X,O,X
SJTLOZI,X,X,X,X
SJTZILO,X,X,X,X
SJTZIOL,X,X,X,X
SJTZLIO,X,X,X,X
SJTZLOI,X,X,X,X
SJTZOIL,X,X,X,X
SJTZOLI,X,X,X,X
SJTOILZ,O,X,X,X
SJTOIZL,X,X,X,X
SJTOLIZ,O,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,X,X,X,X
SJTOZLI,X,X,X,X
SJITLZO,O,X,O,X
SJITLOZ,O,X,O,X
SJITZLO,X,X,O,X
SJITZOL,X,X,X,X
SJITOLZ,O,X,X,X
SJITOZL,X,X,X,X
SJILTZO,O,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,O,X,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,O,X,O,X
SJIZTOL,O,X,X,X
SJIZLTO,O,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,O,X,X,X
SJIZOLT,O,X,X,X
SJIOTLZ,O,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,O,X,X,X
SJIOLZT,O,X,X,X
SJIOZTL,O,X,X,X
SJIOZLT,O,X,X,X
SJLTIZO,O,X,O,X
SJLTIOZ,O,X,O,X
SJLTZIO,X,X,X,X
SJLTZOI,X,X,X,X
SJLTOIZ,X,X,O,X
SJLTOZI,X,X,X,X
SJLITZO,O,X,O,X
SJLITOZ,O,X,O,X
SJLIZTO,O,X,O,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,O,X,O,X
SJLZTOI,X,X,O,X
SJLZITO,O,X,O,X
SJLZIOT,X,X,X,X
SJLZOTI,X,X,O,X
SJLZOIT,X,X,O,X
SJLOTIZ,X,X,O,X
SJLOTZI,X,X,X,X
SJLOITZ,X,X,O,X
SJLOIZT,X,X,O,X
SJLOZTI,X,X,O,X
SJLOZIT,X,X,O,X
SJZTILO,O,X,O,X
SJZTIOL,O,X,X,X
SJZTLIO,O,X,O,X
SJZTLOI,X,X,O,X
SJZTOIL,O,X,X,X
SJZTOLI,O,X,X,X
SJZITLO,O,X,O,X
SJZITOL,O,X,X,X
SJZILTO,O,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,O,X,X,X
SJZIOLT,O,X,X,X
SJZLTIO,O,X,O,X
SJZLTOI,X,X,O,X
SJZLITO,O,X,O,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,O,X
SJZLOIT,X,X,O,X
SJZOTIL,O,X,X,X
SJZOTLI,O,X,X,X
SJZOITL,O,X,X,X
SJZOILT,O,X,X,X
SJZOLTI,O,X,X,X
SJZOLIT,O,X,X,X
SJOTILZ,O,X,X,X
SJOTIZL,X,X,X,X
SJOTLIZ,O,X,X,X
SJOTLZI,X,X,X,X
SJOTZIL,X,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,O,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,O,X,X,X
SJOILZT,O,X,X,X
SJOIZTL,O,X,X,X
SJOIZLT,O,X,X,X
SJOLTIZ,O,X,X,X
SJOLTZI,X,X,X,X
SJOLITZ,O,X,X,X
SJOLIZT,O,X,X,X
SJOLZTI,O,X,X,X
SJOLZIT,O,X,X,X
SJOZTIL,O,X,X,X
SJOZTLI,O,X,X,X
SJOZITL,O,X,X,X
SJOZILT,O,X,X,X
SJOZLTI,O,X,X,X
SJOZLIT,O,X,X,X
SZTILJO,O,O,O,X
SZTILOJ,O,X,X,X
SZTIJLO,O,O,O,X
SZTIJOL,O,X,X,X
SZTIOLJ,O,X,X,X
SZTIOJL,X,X,X,X
SZTLIJO,O,O,O,X
SZTLIOJ,O,X,X,X
SZTLJIO,O,O,O,X
SZTLJOI,X,O,O,X
SZTLOIJ,X,O,O,X
SZTLOJI,X,O,O,X
SZTJILO,O,O,O,X
SZTJIOL,O,X,X,X
SZTJLIO,O,O,O,X
SZTJLOI,X,O,O,X
SZTJOIL,O,O,X,X
SZTJOLI,O,O,X,X
SZTOILJ,O,O,X,X
SZTOIJL,X,O,X,X
SZTOLIJ,O,O,X,X
SZTOLJI,O,O,X,X
SZTOJIL,O,O,X,X
SZTOJLI,O,O,X,X
SZITLJO,O,O,O,X
SZITLOJ,O,X,X,X
SZITJLO,O,O,O,X
SZITJOL,O,X,X,X
SZITOLJ,O,X,X,X
SZITOJL,X,X,X,X
SZILTJO,O,X,O,X
SZILTOJ,O,X,X,X
SZILJTO,X,O,O,X
SZILJOT,X,O,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,O,O,O,X
SZIJTOL,O,X,X,X
SZIJLTO,O,O,X,X
SZIJLOT,X,O,X,X
SZIJOTL,O,X,X,X
SZIJOLT,O,X,X,X
SZIOTLJ,O,X,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,O,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,O,X,O,X
SZLTIOJ,O,X,X,X
SZLTJIO,O,X,O,X
SZLTJOI,X,X,O,X
SZLTOIJ,X,X,O,X
SZLTOJI,X,X,O,X
SZLITJO,O,X,O,X
SZLITOJ,O,X,X,X
SZLIJTO,X,O,O,X
SZLIJOT,X,O,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,O,X,O,X
SZLJTOI,X,X,O,X
SZLJITO,O,O,O,X
SZLJIOT,X,O,X,X
SZLJOTI,X,X,O,X
SZLJOIT,X,O,O,X
SZLOTIJ,X,X,O,X
SZLOTJI,X,X,O,X
SZLOITJ,X,X,O,X
SZLOIJT,X,O,O,X
SZLOJTI,X,X,O,X
SZLOJIT,X,O,O,X
SZJTILO,O,O,O,X
SZJTIOL,O,X,X,X
SZJTLIO,O,O,O,X
SZJTLOI,X,O,O,X
SZJTOIL,O,O,X,X
SZJTOLI,O,O,X,X
SZJITLO,O,O,O,X
