sequence,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFufB3bBTeBy?lB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFCbBehBTeBX?gB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei6IvhFzbBckB2lBx?iBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFWgBTeBylB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFmbB0gBxiBX?jBikBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhFOkBzgBxiB0?fBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jex6IvhFygBTeBOkB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFlbBykB8lBx?iBXjBmpB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT+IvhFRgB0iBlkB3?lBOkBiqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhF0fBzgBxiBO?kBXjBFqB
IOSZTJL,X,X,X,O,X,X,X,X,X,X
IOSZLTJ,X,X,X,O,X,X,X,X,X,X
IOSZLJT,X,X,X,O,X,X,X,X,X,X
IOSZJTL,X,X,X,O,X,X,X,X,X,X
IOSZJLT,X,X,X,O,X,X,X,X,X,X
IOZTLJS,O,O,O,X,O,O,X,X,X,O
IOZTLSJ,O,X,X,X,O,X,X,X,X,O
IOZTJLS,O,O,O,X,O,O,X,O,X,O
IOZTJSL,O,O,O,X,X,X,X,X,X,X
IOZTSLJ,O,X,X,O,X,X,X,X,X,O
IOZTSJL,O,O,X,O,X,X,X,X,X,X
IOZLTJS,O,O,O,X,O,O,X,X,X,O
IOZLTSJ,O,X,X,X,X,X,X,X,X,O
IOZLJTS,X,O,O,X,O,O,X,X,X,X
IOZLJST,O,O,O,X,O,O,X,X,X,X
IOZLSTJ,O,X,X,O,X,X,X,X,X,X
IOZLSJT,O,X,X,O,O,X,X,X,X,X
IOZJTLS,O,O,O,X,O,X,X,O,X,X
IOZJTSL,O,O,X,X,X,X,X,X,X,X
IOZJLTS,X,O,O,X,O,O,X,O,X,X
IOZJLST,O,O,O,X,O,O,X,O,X,X
IOZJSTL,X,O,X,O,X,X,X,X,X,X
IOZJSLT,X,O,O,O,X,X,X,X,X,X
IOZSTLJ,O,X,X,O,X,X,X,X,X,X
IOZSTJL,O,O,X,O,X,X,X,X,X,X
IOZSLTJ,O,X,X,O,X,X,X,X,X,X
IOZSLJT,O,X,X,O,X,X,X,X,X,X
IOZSJTL,X,O,X,O,X,X,X,X,X,X
IOZSJLT,X,O,X,O,X,X,X,X,X,X
LTIJSZO,O,O,X,X,X,X,X,X,X,X
LTIJSOZ,O,O,X,X,X,X,X,X,X,X
LTIJZSO,O,O,O,X,O,X,X,X,X,X
LTIJZOS,O,O,O,X,O,X,X,X,X,X
LTIJOSZ,O,O,X,X,X,O,X,X,X,X
LTIJOZS,O,X,O,X,O,O,X,X,X,X
LTISJZO,O,X,X,X,X,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,X,X,O,X,X,X,X,X
LTISZOJ,O,X,X,X,O,X,X,X,X,X
LTISOJZ,O,X,X,X,X,X,X,X,X,X
LTISOZJ,O,X,X,X,O,X,X,X,X,X
LTIZJSO,O,O,O,X,O,X,X,X,X,X
LTIZJOS,O,O,O,X,O,X,X,X,X,X
LTIZSJO,O,X,O,X,O,X,X,X,X,X
LTIZSOJ,O,X,X,X,O,X,X,X,X,X
LTIZOJS,O,O,O,X,O,X,X,X,X,O
LTIZOSJ,O,X,X,X,O,X,X,X,X,O
LTIOJSZ,O,O,X,X,X,O,X,X,X,X
LTIOJZS,O,X,X,X,O,O,X,X,X,O
LTIOSJZ,O,X,X,X,X,O,X,X,X,X
LTIOSZJ,O,X,X,X,O,X,X,X,X,O
LTIOZJS,O,X,X,X,O,O,X,X,X,O
LTIOZSJ,O,X,X,X,O,X,X,X,X,O
LTJISZO,O,O,X,X,X,X,X,X,X,X
LTJISOZ,O,O,X,X,X,X,X,X,X,X
LTJIZSO,O,O,O,X,O,X,X,X,X,X
LTJIZOS,O,O,O,X,O,X,X,X,X,X
LTJIOSZ,O,O,X,X,X,O,X,X,X,X
LTJIOZS,O,X,O,X,O,O,X,X,X,X
LTJSIZO,O,O,X,X,X,X,X,X,X,X
LTJSIOZ,O,O,X,X,X,X,X,X,X,X
LTJSZIO,O,O,X,X,X,X,X,X,X,X
LTJSZOI,O,O,X,X,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,X,X,X,X,X,X
LTJSOZI,O,O,X,X,X,X,X,X,X,X
LTJZISO,O,O,O,X,O,X,X,X,X,X
LTJZIOS,O,O,O,X,O,X,X,X,X,X
LTJZSIO,O,O,O,X,O,X,X,X,X,X
LTJZSOI,O,O,O,X,O,X,X,X,X,X
LTJZOIS,O,O,O,X,O,X,X,X,X,X
LTJZOSI,O,O,O,X,O,X,X,X,X,X
LTJOISZ,O,O,X,X,X,O,X,X,X,X
LTJOIZS,O,X,O,X,O,O,X,X,X,X
LTJOSIZ,O,O,X,X,X,O,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,X
LTJOZIS,O,X,O,X,O,O,X,X,X,X
LTJOZSI,O,X,O,X,O,X,X,X,X,X
LTSIJZO,O,X,X,X,X,X,X,X,X,X
LTSIJOZ,O,X,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,X,O,X,X,X,O,X
LTSIZOJ,O,X,X,X,O,X,X,X,O,X
LTSIOJZ,O,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,O,X,X,X,X,X
LTSJIZO,O,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,X,X,X,X,X
LTSJZOI,O,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,O,X,X,X,O,X
LTSZIOJ,O,X,X,X,O,X,X,X,O,X
LTSZJIO,O,X,X,X,O,X,X,X,O,X
LTSZJOI,O,X,X,X,O,X,X,X,O,X
LTSZOIJ,O,X,X,X,O,X,X,X,O,X
LTSZOJI,O,X,X,X,O,X,X,X,O,X
LTSOIJZ,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,O,X,X,X,X,X
LTSOJIZ,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,O,X,X,X,X,X
LTSOZJI,O,X,X,X,O,X,X,X,X,X
LTZIJSO,O,O,O,X,O,X,X,X,X,X
LTZIJOS,O,O,O,X,O,X,X,X,X,X
LTZISJO,O,X,O,X,O,X,X,X,X,X
LTZISOJ,O,X,X,X,O,X,X,X,X,X
LTZIOJS,O,O,O,X,O,X,X,X,X,O
LTZIOSJ,O,X,X,X,O,X,X,X,X,O
LTZJISO,O,O,O,X,O,X,X,X,X,X
LTZJIOS,O,O,O,X,O,X,X,X,X,X
LTZJSIO,O,O,O,X,O,X,X,X,X,X
LTZJSOI,O,O,O,X,O,X,X,X,X,X
LTZJOIS,O,O,O,X,O,X,X,X,X,X
LTZJOSI,O,O,O,X,O,X,X,X,X,X
LTZSIJO,O,X,O,X,O,X,X,X,O,X
LTZSIOJ,O,X,X,X,O,X,X,X,O,X
LTZSJIO,O,X,O,X,O,X,X,X,O,X
LTZSJOI,O,X,O,X,O,X,X,X,O,X
LTZSOIJ,O,X,X,X,O,X,X,X,O,X
LTZSOJI,O,X,X,X,O,X,X,X,O,X
LTZOIJS,O,O,O,X,O,X,X,X,X,O
LTZOISJ,O,X,X,X,O,X,X,X,X,O
LTZOJIS,O,O,O,X,O,X,X,X,X,O
LTZOJSI,O,O,O,X,O,X,X,X,X,X
LTZOSIJ,O,X,X,X,O,X,X,X,O,O
LTZOSJI,O,X,X,X,O,X,X,X,O,X
LTOIJSZ,O,O,X,X,X,O,X,X,X,X
LTOIJZS,O,X,X,X,O,O,X,X,X,O
LTOISJZ,O,X,X,X,X,O,X,X,X,X
LTOISZJ,O,X,X,X,O,X,X,X,X,O
LTOIZJS,O,X,X,X,O,O,X,X,X,O
LTOIZSJ,O,X,X,X,O,X,X,X,X,O
LTOJISZ,O,O,X,X,X,O,X,X,X,X
LTOJIZS,O,X,X,X,O,O,X,X,X,O
LTOJSIZ,O,O,X,X,X,O,X,X,X,X
LTOJSZI,O,O,X,X,X,X,X,X,X,X
LTOJZIS,O,X,X,X,O,O,X,X,X,O
LTOJZSI,O,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,X,X,X,O,X,X,X,X
LTOSIZJ,O,X,X,X,O,X,X,X,X,O
LTOSJIZ,O,X,X,X,X,O,X,X,X,X
LTOSJZI,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,O,X,X,X,X,O
LTOSZJI,O,X,X,X,O,X,X,X,X,X
LTOZIJS,O,X,X,X,O,O,X,X,X,O
LTOZISJ,O,X,X,X,O,X,X,X,X,O
LTOZJIS,O,X,X,X,O,O,X,X,X,O
LTOZJSI,O,X,X,X,O,X,X,X,X,X
LTOZSIJ,O,X,X,X,O,X,X,X,X,O
LTOZSJI,O,X,X,X,O,X,X,X,X,X
LITJSZO,O,O,X,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,X,X,X,X,X,X
LITJZSO,O,O,O,X,O,X,X,X,X,X
LITJZOS,O,O,O,X,O,X,X,X,X,X
LITJOSZ,O,O,X,X,X,O,X,X,X,X
LITJOZS,O,X,O,X,O,O,X,X,X,X
LITSJZO,O,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,X,X,O,X,X,X,X,X
LITSZOJ,O,X,X,X,O,X,X,X,X,X
LITSOJZ,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,O,X,X,X,X,X
LITZJSO,O,O,O,X,O,X,X,X,X,X
LITZJOS,O,O,O,X,O,X,X,X,X,X
LITZSJO,O,X,O,X,O,X,X,X,X,X
LITZSOJ,O,X,X,X,O,X,X,X,X,X
LITZOJS,O,O,O,X,O,X,X,X,X,O
LITZOSJ,O,X,X,X,O,X,X,X,X,O
LITOJSZ,O,O,X,X,X,O,X,X,X,X
LITOJZS,O,X,X,X,O,O,X,X,X,O
LITOSJZ,O,X,X,X,X,O,X,X,X,X
LITOSZJ,O,X,X,X,O,X,X,X,X,O
LITOZJS,O,X,X,X,O,O,X,X,X,O
LITOZSJ,O,X,X,X,O,X,X,X,X,O
LIJTSZO,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,X,X,X,X
LIJTZSO,X,O,O,X,X,X,X,O,X,X
LIJTZOS,X,O,O,X,X,X,X,O,X,X
LIJTOSZ,X,O,X,X,X,O,X,X,X,X
LIJTOZS,X,X,O,X,X,O,X,O,X,X
LIJSTZO,O,O,X,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,X,X,X,O,X,X
LIJSZOT,O,O,X,X,X,X,X,O,X,X
LIJSOTZ,O,O,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,X,O,X,X
LIJZTSO,X,O,X,X,X,X,X,O,X,X
LIJZTOS,X,O,O,X,O,X,X,O,X,X
LIJZSTO,O,O,X,X,X,X,X,O,X,X
LIJZSOT,O,O,O,X,O,X,X,O,X,X
LIJZOTS,X,O,O,X,O,X,X,O,X,X
LIJZOST,O,O,O,X,O,X,X,O,X,X
LIJOTSZ,X,O,X,X,X,O,X,X,X,X
LIJOTZS,X,X,O,X,X,O,X,O,X,X
LIJOSTZ,O,O,X,X,X,O,X,X,X,X
LIJOSZT,O,O,X,X,X,O,X,O,X,X
LIJOZTS,X,X,O,X,O,O,X,O,X,X
LIJOZST,X,X,O,X,O,O,X,O,X,X
LISTJZO,O,X,X,O,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,O,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,O,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,O,X,X,X,X,X,X
LISJZOT,O,X,X,O,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,O,X,X,X,X,X,X
LISZTJO,O,X,X,O,X,X,X,X,X,X
LISZTOJ,O,X,X,O,X,X,X,X,X,X
LISZJTO,O,X,X,O,X,X,X,X,X,X
LISZJOT,O,X,X,O,O,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,X,X,X,X
LISZOJT,O,X,X,O,O,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,O,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,X,X,X,X,X
LISOZJT,O,X,X,O,O,X,X,X,X,X
LIZTJSO,O,O,O,X,O,X,X,O,X,X
LIZTJOS,O,O,O,X,O,X,X,O,X,X
LIZTSJO,O,X,O,X,O,X,X,X,X,X
LIZTSOJ,O,X,X,X,O,X,X,X,X,X
LIZTOJS,O,O,O,X,O,X,X,X,X,X
LIZTOSJ,O,X,X,X,O,X,X,X,X,X
LIZJTSO,X,O,O,X,O,X,X,O,X,X
LIZJTOS,X,O,O,X,O,X,X,O,X,X
LIZJSTO,O,O,X,X,X,X,X,O,X,X
LIZJSOT,O,O,O,X,O,X,X,O,X,X
LIZJOTS,X,O,O,X,O,X,X,O,X,X
LIZJOST,O,O,O,X,O,X,X,O,X,X
LIZSTJO,O,X,O,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,X,X,X,X
LIZSJTO,O,X,X,O,X,X,X,X,X,X
LIZSJOT,O,X,O,O,O,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,X,X
LIZSOJT,O,X,X,O,O,X,X,X,X,X
LIZOTJS,O,O,O,X,O,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,O,X,O,X,X,X,X,X
LIZOJST,O,O,O,X,O,X,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,X,X,X
LIZOSJT,O,X,X,O,O,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,O,X,X,X,X
LIOTJZS,O,X,X,X,X,O,X,X,X,O
LIOTSJZ,O,X,X,X,X,O,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,O
LIOTZJS,O,X,X,X,O,O,X,X,X,O
LIOTZSJ,O,X,X,X,X,X,X,X,X,O
LIOJTSZ,X,O,X,X,X,O,X,X,X,X
LIOJTZS,X,X,X,X,X,O,X,X,X,O
LIOJSTZ,O,O,X,X,X,O,X,X,X,X
LIOJSZT,O,O,X,X,X,O,X,X,X,X
LIOJZTS,X,X,X,X,O,O,X,X,X,X
LIOJZST,X,X,X,X,O,O,X,X,X,X
LIOSTJZ,O,X,X,X,X,O,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,O
LIOSJTZ,O,X,X,X,X,O,X,X,X,X
LIOSJZT,O,X,X,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X
LIOZTJS,X,X,X,X,O,O,X,X,X,O
LIOZTSJ,O,X,X,X,X,X,X,X,X,O
LIOZJTS,X,X,X,X,O,O,X,X,X,X
LIOZJST,O,X,X,X,O,O,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X
LJTISZO,O,O,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,X,X,X,X,X
LJTIZSO,O,O,O,X,X,X,X,O,X,X
LJTIZOS,O,O,O,X,X,X,X,O,X,X
LJTIOSZ,O,O,X,X,X,O,X,X,X,X
LJTIOZS,O,X,O,X,X,O,X,O,X,X
LJTSIZO,O,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X,X,X
LJTZISO,O,O,O,X,X,X,X,O,X,X
LJTZIOS,O,O,O,X,X,X,X,O,X,X
LJTZSIO,O,O,O,X,X,X,X,O,X,X
LJTZSOI,O,O,O,X,X,X,X,O,X,X
LJTZOIS,O,O,O,X,X,X,X,O,X,X
LJTZOSI,O,O,O,X,X,X,X,O,X,X
LJTOISZ,O,O,X,X,X,O,X,X,X,X
LJTOIZS,O,X,O,X,X,O,X,O,X,X
LJTOSIZ,O,O,X,X,X,O,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,O,X,O,X,X
LJTOZSI,O,X,O,X,X,X,X,O,X,X
LJITSZO,X,O,X,X,X,X,X,X,X,X
LJITSOZ,X,O,X,X,X,X,X,X,X,X
LJITZSO,X,O,O,X,X,X,X,O,X,X
LJITZOS,X,O,O,X,X,X,X,O,X,X
LJITOSZ,X,O,X,X,X,O,X,X,X,X
LJITOZS,X,X,O,X,X,O,X,O,X,X
LJISTZO,O,O,X,X,X,X,X,X,X,X
LJISTOZ,O,O,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,O,X,X
LJISZOT,O,O,X,X,X,X,X,O,X,X
LJISOTZ,O,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,O,X,X
LJIZTSO,X,O,X,X,X,X,X,O,X,X
LJIZTOS,X,O,O,X,O,X,X,O,X,X
LJIZSTO,O,O,X,X,X,X,X,O,X,X
LJIZSOT,O,O,O,X,O,X,X,O,X,X
LJIZOTS,X,O,O,X,O,X,X,O,X,X
LJIZOST,O,O,O,X,O,X,X,O,X,X
LJIOTSZ,X,O,X,X,X,O,X,X,X,X
LJIOTZS,X,X,O,X,X,O,X,O,X,X
LJIOSTZ,O,O,X,X,X,O,X,X,X,X
LJIOSZT,O,O,X,X,X,O,X,O,X,X
LJIOZTS,X,X,O,X,O,O,X,O,X,X
LJIOZST,X,X,O,X,O,O,X,O,X,X
LJSTIZO,O,O,X,X,X,X,O,X,X,X
LJSTIOZ,O,O,X,X,X,X,O,X,X,X
LJSTZIO,O,O,X,X,X,X,O,X,X,X
LJSTZOI,O,O,X,X,X,X,O,X,X,X
LJSTOIZ,O,O,X,X,X,X,O,X,X,X
LJSTOZI,O,X,X,X,X,X,O,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,O,X,X
LJSIZOT,O,O,X,X,X,X,X,O,X,X
LJSIOTZ,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,O,X,X
LJSZTIO,O,O,X,X,X,X,O,O,X,X
LJSZTOI,O,O,X,X,X,X,O,O,X,X
LJSZITO,O,O,X,X,X,X,X,O,X,X
LJSZIOT,O,O,X,X,X,X,X,O,X,X
LJSZOTI,O,O,X,X,X,X,O,O,X,X
LJSZOIT,O,O,X,X,X,X,X,O,X,X
LJSOTIZ,O,O,X,X,X,X,O,X,X,X
LJSOTZI,O,X,X,X,X,X,O,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,O,X,X
LJSOZTI,O,O,X,X,X,X,X,O,X,X
LJSOZIT,O,O,X,X,X,X,X,O,X,X
LJZTISO,O,O,X,X,X,X,X,O,X,X
LJZTIOS,O,O,O,X,O,X,X,O,X,X
LJZTSIO,O,O,X,X,X,X,X,O,X,X
LJZTSOI,O,O,X,X,X,X,X,O,X,X
LJZTOIS,O,O,O,X,O,X,X,O,X,X
LJZTOSI,O,O,X,X,X,X,X,O,X,X
LJZITSO,X,O,X,X,X,X,X,O,X,X
LJZITOS,X,O,O,X,O,X,X,O,X,X
LJZISTO,O,O,X,X,X,X,X,O,X,X
LJZISOT,O,O,O,X,O,X,X,O,X,X
LJZIOTS,X,O,O,X,O,X,X,O,X,X
LJZIOST,O,O,O,X,O,X,X,O,X,X
LJZSTIO,O,O,X,X,X,X,O,O,X,X
LJZSTOI,O,O,X,X,X,X,O,O,X,X
LJZSITO,O,O,X,X,X,X,X,O,X,X
LJZSIOT,O,O,O,X,O,X,X,O,X,X
LJZSOTI,O,O,X,X,X,X,O,O,X,X
LJZSOIT,O,O,O,X,O,X,X,O,X,X
LJZOTIS,O,O,O,X,O,X,X,O,X,X
LJZOTSI,O,O,X,X,X,X,X,O,X,X
LJZOITS,X,O,O,X,O,X,X,O,X,X
LJZOIST,O,O,O,X,O,X,X,O,X,X
LJZOSTI,O,O,X,X,X,X,O,O,X,X
LJZOSIT,O,O,O,X,O,X,X,O,X,X
LJOTISZ,O,O,X,X,X,O,X,X,X,X
LJOTIZS,O,X,O,X,X,O,X,O,X,X
LJOTSIZ,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,X,X,O,X,X
LJOTZSI,O,X,O,X,X,X,X,O,X,X
LJOITSZ,X,O,X,X,X,O,X,X,X,X
LJOITZS,X,X,O,X,X,O,X,O,X,X
LJOISTZ,O,O,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,X,O,X,O,X,X
LJOIZTS,X,X,O,X,O,O,X,O,X,X
LJOIZST,X,X,O,X,O,O,X,O,X,X
LJOSTIZ,O,O,X,X,X,X,O,X,X,X
LJOSTZI,O,X,X,X,X,X,O,X,X,X
LJOSITZ,O,O,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,O,X,O,X,X
LJOSZTI,X,X,X,X,X,X,X,O,X,X
LJOSZIT,O,O,X,X,X,X,X,O,X,X
LJOZTIS,X,X,O,X,O,X,X,O,X,X
LJOZTSI,X,X,X,X,X,X,X,O,X,X
LJOZITS,X,X,O,X,O,O,X,O,X,X
LJOZIST,X,X,O,X,O,O,X,O,X,X
LJOZSTI,X,X,X,X,X,X,X,O,X,X
LJOZSIT,X,X,O,X,O,X,X,O,X,X
LSTIJZO,O,X,X,O,X,X,O,X,X,X
LSTIJOZ,O,X,X,X,X,X,O,X,X,X
LSTIZJO,O,X,X,O,X,X,O,X,O,X
LSTIZOJ,O,X,X,O,X,X,O,X,O,X
LSTIOJZ,O,X,X,X,X,X,O,X,X,X
LSTIOZJ,O,X,X,X,X,X,O,X,X,X
LSTJIZO,O,X,X,O,X,X,O,X,X,X
LSTJIOZ,O,X,X,X,X,X,O,X,X,X
LSTJZIO,O,X,X,O,X,X,O,X,X,X
LSTJZOI,O,X,X,O,X,X,O,X,X,X
LSTJOIZ,O,X,X,X,X,X,O,X,X,X
LSTJOZI,O,X,X,X,X,X,O,X,X,X
LSTZIJO,O,X,X,O,X,X,O,X,O,X
LSTZIOJ,O,X,X,O,X,X,O,X,O,X
LSTZJIO,O,X,X,O,X,X,O,X,O,X
LSTZJOI,O,X,X,O,X,X,O,X,O,X
LSTZOIJ,O,X,X,O,X,X,O,X,O,X
LSTZOJI,O,X,X,O,X,X,O,X,O,X
LSTOIJZ,O,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,X,X,X,X,X,O,X,X,X
LSTOJIZ,O,X,X,X,X,X,O,X,X,X
LSTOJZI,O,X,X,X,X,X,O,X,X,X
LSTOZIJ,O,X,X,X,X,X,O,X,X,X
LSTOZJI,O,X,X,X,X,X,O,X,X,X
LSITJZO,O,X,X,O,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,X,X,O,X,X,X,X,X,X
LSITZOJ,O,X,X,O,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X
LSIJTZO,O,X,X,O,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,O,X,X,X,X,X,X
LSIJZOT,O,X,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,O,X,X,X,X,X,X
LSIZTJO,O,X,X,O,X,X,X,X,X,X
LSIZTOJ,O,X,X,O,X,X,X,X,X,X
LSIZJTO,O,X,X,O,X,X,X,X,X,X
LSIZJOT,O,X,X,O,O,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,X,X
LSIZOJT,O,X,X,O,O,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,X,X,X,X
LSIOZJT,O,X,X,O,O,X,X,X,X,X
LSJTIZO,O,X,X,O,X,X,O,X,X,X
LSJTIOZ,O,X,X,X,X,X,O,X,X,X
LSJTZIO,O,X,X,O,X,X,O,X,X,X
LSJTZOI,O,X,X,O,X,X,O,X,X,X
LSJTOIZ,O,X,X,X,X,X,O,X,X,X
LSJTOZI,O,X,X,X,X,X,O,X,X,X
LSJITZO,O,X,X,O,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,X,O,X,X,X,X,X,X
LSJIZOT,O,X,X,O,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,O,X,X,X,X,X,X
LSJZTIO,O,X,X,O,X,X,O,X,X,X
LSJZTOI,O,X,X,O,X,X,O,X,X,X
LSJZITO,O,X,X,O,X,X,X,X,X,X
LSJZIOT,O,X,X,O,X,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,O,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,O,X,X,X
LSJOTZI,O,X,X,X,X,X,O,X,X,X
LSJOITZ,O,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,O,X,X,X,X,X,X
LSJOZTI,O,X,X,O,X,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X,X,X
LSZTIJO,O,X,X,O,X,X,O,X,O,X
LSZTIOJ,O,X,X,O,X,X,O,X,O,X
LSZTJIO,O,X,X,O,X,X,O,X,O,X
LSZTJOI,O,X,X,O,X,X,O,X,O,X
LSZTOIJ,O,X,X,O,X,X,O,X,O,X
LSZTOJI,O,X,X,O,X,X,O,X,O,X
LSZITJO,O,X,X,O,X,X,X,X,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,X
LSZIJTO,O,X,X,O,X,X,X,X,X,X
LSZIJOT,O,X,X,O,O,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,X
LSZIOJT,O,X,X,O,O,X,X,X,X,X
LSZJTIO,O,X,X,O,X,X,O,X,X,X
LSZJTOI,O,X,X,O,X,X,O,X,X,X
LSZJITO,O,X,X,O,X,X,X,X,X,X
LSZJIOT,O,X,X,O,O,X,X,X,X,X
LSZJOTI,O,X,X,O,X,X,O,X,X,X
LSZJOIT,O,X,X,O,O,X,X,X,X,X
