sequence,v115@RhA8FeB8AeD8AeE8JeT/IvhFxgB0iB6oBXlBmmBFrB,v115@RhA8FeB8AeD8AeE8JeyEJvhFzgBfnBxiBGoB0kBFrB,v115@RhA8FeB8AeD8AeE8Jex/IvhFXhB0iB6oBlkBzmBmqB
STZIJLO,X,X,X
STZIJOL,X,X,X
STZIOLJ,O,X,X
STZIOJL,X,X,X
STZLIJO,X,X,X
STZLIOJ,O,X,X
STZLJIO,X,X,X
STZLJOI,X,X,X
STZLOIJ,O,X,X
STZLOJI,X,X,X
STZJILO,X,X,X
STZJIOL,X,X,X
STZJLIO,X,X,X
STZJLOI,X,X,X
STZJOIL,X,X,X
STZJOLI,X,X,X
STZOILJ,O,X,X
STZOIJL,X,X,X
STZOLIJ,O,X,X
STZOLJI,X,X,X
STZOJIL,X,X,X
STZOJLI,X,X,X
STOILJZ,O,X,X
STOILZJ,O,X,X
STOIJLZ,O,X,X
STOIJZL,O,X,X
STOIZLJ,O,X,X
STOIZJL,X,X,X
STOLIJZ,O,X,X
STOLIZJ,O,X,X
STOLJIZ,O,O,X
STOLJZI,O,O,X
STOLZIJ,O,X,X
STOLZJI,X,X,X
STOJILZ,O,O,X
STOJIZL,O,X,X
STOJLIZ,O,O,X
STOJLZI,O,O,X
STOJZIL,O,X,X
STOJZLI,O,X,X
STOZILJ,O,X,X
STOZIJL,X,X,X
STOZLIJ,O,X,X
STOZLJI,X,X,X
STOZJIL,X,X,X
STOZJLI,X,X,X
SITLJZO,O,X,X
SITLJOZ,O,X,X
SITLZJO,X,X,X
SITLZOJ,O,X,X
SITLOJZ,O,X,X
SITLOZJ,O,X,X
SITJLZO,O,X,X
SITJLOZ,O,X,X
SITJZLO,O,X,X
SITJZOL,O,X,X
SITJOLZ,O,X,X
SITJOZL,O,X,X
SITZLJO,X,X,X
SITZLOJ,O,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,O,X,X
SITZOJL,X,X,X
SITOLJZ,O,X,X
SITOLZJ,O,X,X
SITOJLZ,O,X,X
SITOJZL,O,X,X
SITOZLJ,O,X,X
SITOZJL,X,X,X
SILTJZO,O,X,X
SILTJOZ,O,X,X
SILTZJO,X,X,X
SILTZOJ,O,X,X
SILTOJZ,O,X,X
SILTOZJ,O,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,X,X,X
SILJZOT,O,X,X
SILJOTZ,X,X,X
SILJOZT,O,X,X
SILZTJO,X,X,X
SILZTOJ,X,X,X
SILZJTO,X,X,X
SILZJOT,X,X,X
SILZOTJ,O,X,X
SILZOJT,O,X,X
SILOTJZ,O,X,X
SILOTZJ,O,X,X
SILOJTZ,X,X,X
SILOJZT,O,X,X
SILOZTJ,O,X,X
SILOZJT,O,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,X,X,X
SIJTOZL,X,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,X,X,X
SIJLZOT,O,X,X
SIJLOTZ,X,X,X
SIJLOZT,O,X,X
SIJZTLO,X,X,X
SIJZTOL,X,X,X
SIJZLTO,X,X,X
SIJZLOT,O,X,X
SIJZOTL,X,X,X
SIJZOLT,O,X,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,X,X
SIJOLZT,O,X,X
SIJOZTL,X,X,X
SIJOZLT,O,X,X
SIZTLJO,X,X,X
SIZTLOJ,X,X,X
SIZTJLO,X,X,X
SIZTJOL,X,X,X
SIZTOLJ,X,X,X
SIZTOJL,X,X,X
SIZLTJO,X,X,X
SIZLTOJ,X,X,X
SIZLJTO,X,X,X
SIZLJOT,X,X,X
SIZLOTJ,O,X,X
SIZLOJT,O,X,X
SIZJTLO,X,X,X
SIZJTOL,X,X,X
SIZJLTO,X,X,X
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,O,X,X
SIZOLJT,O,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,O,X,X
SIOTLZJ,O,X,X
SIOTJLZ,O,X,X
SIOTJZL,O,X,X
SIOTZLJ,O,X,X
SIOTZJL,X,X,X
SIOLTJZ,O,X,X
SIOLTZJ,O,X,X
SIOLJTZ,X,X,X
SIOLJZT,O,X,X
SIOLZTJ,O,X,X
SIOLZJT,O,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,O,X,X
SIOJZTL,X,X,X
SIOJZLT,O,X,X
SIOZTLJ,X,X,X
SIOZTJL,X,X,X
SIOZLTJ,O,X,X
SIOZLJT,O,X,X
SIOZJTL,X,X,X
SIOZJLT,X,X,X
SLTIJZO,O,X,X
SLTIJOZ,O,X,X
SLTIZJO,X,X,X
SLTIZOJ,O,X,X
SLTIOJZ,O,X,X
SLTIOZJ,O,X,X
SLTJIZO,O,X,X
SLTJIOZ,O,O,X
SLTJZIO,O,X,X
SLTJZOI,O,X,X
SLTJOIZ,O,O,X
SLTJOZI,O,O,X
SLTZIJO,X,X,X
SLTZIOJ,O,X,X
SLTZJIO,X,X,X
SLTZJOI,X,X,X
SLTZOIJ,O,X,X
SLTZOJI,X,X,X
SLTOIJZ,O,X,X
SLTOIZJ,O,X,X
SLTOJIZ,O,O,X
SLTOJZI,O,O,X
SLTOZIJ,O,X,X
SLTOZJI,X,X,X
SLITJZO,O,X,X
SLITJOZ,O,X,X
SLITZJO,X,X,X
SLITZOJ,O,X,X
SLITOJZ,O,X,X
SLITOZJ,O,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,X,X,X
SLIJZOT,O,X,X
SLIJOTZ,X,X,X
SLIJOZT,O,X,X
SLIZTJO,X,X,X
SLIZTOJ,X,X,X
SLIZJTO,X,X,X
SLIZJOT,X,X,X
SLIZOTJ,O,X,X
SLIZOJT,O,X,X
SLIOTJZ,O,X,X
SLIOTZJ,O,X,X
SLIOJTZ,X,X,X
SLIOJZT,O,X,X
SLIOZTJ,O,X,X
SLIOZJT,O,X,X
SLJTIZO,X,X,X
SLJTIOZ,X,O,X
SLJTZIO,X,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,O,X
SLJTOZI,X,O,X
SLJITZO,X,X,X
SLJITOZ,X,O,X
SLJIZTO,X,X,X
SLJIZOT,O,X,X
SLJIOTZ,X,X,X
SLJIOZT,O,X,X
SLJZTIO,X,X,X
SLJZTOI,X,X,X
SLJZITO,X,X,X
SLJZIOT,O,X,X
SLJZOTI,O,X,X
SLJZOIT,O,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,O,X,X
SLJOZTI,O,X,X
SLJOZIT,O,X,X
SLZTIJO,X,X,X
SLZTIOJ,O,X,X
SLZTJIO,X,X,X
SLZTJOI,X,X,X
SLZTOIJ,O,X,X
SLZTOJI,X,X,X
SLZITJO,X,X,X
SLZITOJ,X,X,X
SLZIJTO,X,X,X
SLZIJOT,X,X,X
SLZIOTJ,O,X,X
SLZIOJT,O,X,X
SLZJTIO,X,X,X
SLZJTOI,X,X,X
SLZJITO,X,X,X
SLZJIOT,O,X,X
SLZJOTI,O,X,X
SLZJOIT,O,X,X
SLZOTIJ,O,X,X
SLZOTJI,X,X,X
SLZOITJ,O,X,X
SLZOIJT,O,X,X
SLZOJTI,O,X,X
SLZOJIT,O,X,X
SLOTIJZ,O,X,X
SLOTIZJ,O,X,X
SLOTJIZ,O,X,X
SLOTJZI,O,X,X
SLOTZIJ,O,X,X
SLOTZJI,X,X,X
SLOITJZ,O,X,X
SLOITZJ,O,X,X
SLOIJTZ,X,X,X
SLOIJZT,O,X,X
SLOIZTJ,O,X,X
SLOIZJT,O,X,X
SLOJTIZ,X,X,X
SLOJTZI,X,X,X
SLOJITZ,X,X,X
SLOJIZT,O,X,X
SLOJZTI,O,X,X
SLOJZIT,O,X,X
SLOZTIJ,O,X,X
SLOZTJI,X,X,X
SLOZITJ,O,X,X
SLOZIJT,O,X,X
SLOZJTI,O,X,X
SLOZJIT,O,X,X
SJTILZO,X,X,X
SJTILOZ,X,O,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,X,O,X
SJTIOZL,X,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,O,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,O,X
SJTLOZI,X,O,X
SJTZILO,X,X,X
SJTZIOL,X,X,X
SJTZLIO,X,X,X
SJTZLOI,X,X,X
SJTZOIL,X,X,X
SJTZOLI,X,X,X
SJTOILZ,X,O,X
SJTOIZL,X,X,X
SJTOLIZ,X,O,X
SJTOLZI,X,O,X
SJTOZIL,X,X,X
SJTOZLI,X,X,X
SJITLZO,X,X,X
SJITLOZ,X,O,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,X,O,X
SJITOZL,X,X,X
SJILTZO,X,X,X
SJILTOZ,X,O,X
SJILZTO,X,X,X
SJILZOT,O,X,X
SJILOTZ,X,X,X
SJILOZT,O,X,X
SJIZTLO,X,X,X
SJIZTOL,X,X,X
SJIZLTO,X,X,X
SJIZLOT,O,X,X
SJIZOTL,X,X,X
SJIZOLT,O,X,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,X,X
SJIOLZT,O,X,X
SJIOZTL,X,X,X
SJIOZLT,O,X,X
SJLTIZO,X,X,X
SJLTIOZ,X,O,X
SJLTZIO,X,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,O,X
SJLTOZI,X,O,X
SJLITZO,X,X,X
SJLITOZ,X,O,X
SJLIZTO,X,X,X
SJLIZOT,O,X,X
SJLIOTZ,X,X,X
SJLIOZT,O,X,X
SJLZTIO,X,X,X
SJLZTOI,X,X,X
SJLZITO,X,X,X
SJLZIOT,O,X,X
SJLZOTI,O,X,X
SJLZOIT,O,X,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,O,X,X
SJLOZTI,O,X,X
SJLOZIT,O,X,X
SJZTILO,X,X,X
SJZTIOL,X,X,X
SJZTLIO,X,X,X
SJZTLOI,X,X,X
SJZTOIL,X,X,X
SJZTOLI,X,X,X
SJZITLO,X,X,X
SJZITOL,X,X,X
SJZILTO,X,X,X
SJZILOT,O,X,X
SJZIOTL,X,X,X
SJZIOLT,O,X,X
SJZLTIO,X,X,X
SJZLTOI,X,X,X
SJZLITO,X,X,X
SJZLIOT,O,X,X
SJZLOTI,O,X,X
SJZLOIT,O,X,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,O,X,X
SJZOLTI,O,X,X
SJZOLIT,O,X,X
SJOTILZ,X,X,X
SJOTIZL,X,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,X,X,X
SJOTZLI,X,X,X
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,X,X
SJOILZT,O,X,X
SJOIZTL,X,X,X
SJOIZLT,O,X,X
SJOLTIZ,X,X,X
SJOLTZI,X,X,X
SJOLITZ,X,X,X
SJOLIZT,O,X,X
SJOLZTI,O,X,X
SJOLZIT,O,X,X
SJOZTIL,X,X,X
SJOZTLI,X,X,X
SJOZITL,X,X,X
SJOZILT,O,X,X
SJOZLTI,O,X,X
SJOZLIT,O,X,X
SZTILJO,X,X,X
SZTILOJ,O,X,X
SZTIJLO,X,X,X
SZTIJOL,X,X,X
SZTIOLJ,O,X,X
SZTIOJL,X,X,X
SZTLIJO,X,X,X
SZTLIOJ,O,X,X
SZTLJIO,X,X,X
SZTLJOI,X,X,X
SZTLOIJ,O,X,X
SZTLOJI,X,X,X
SZTJILO,X,X,X
SZTJIOL,X,X,X
SZTJLIO,X,X,X
SZTJLOI,X,X,X
SZTJOIL,X,X,X
SZTJOLI,X,X,X
SZTOILJ,O,X,X
SZTOIJL,X,X,X
SZTOLIJ,O,X,X
SZTOLJI,X,X,X
SZTOJIL,X,X,X
SZTOJLI,X,X,X
SZITLJO,X,X,X
SZITLOJ,X,X,X
SZITJLO,X,X,X
SZITJOL,X,X,X
SZITOLJ,X,X,X
SZITOJL,X,X,X
SZILTJO,X,X,X
SZILTOJ,X,X,X
SZILJTO,X,X,X
SZILJOT,X,X,X
SZILOTJ,O,X,X
SZILOJT,O,X,X
SZIJTLO,X,X,X
SZIJTOL,X,X,X
SZIJLTO,X,X,X
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,O,X,X
SZIOLJT,O,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,X,X,X
SZLTIOJ,O,X,X
SZLTJIO,X,X,X
SZLTJOI,X,X,X
SZLTOIJ,O,X,X
SZLTOJI,X,X,X
SZLITJO,X,X,X
SZLITOJ,X,X,X
SZLIJTO,X,X,X
SZLIJOT,X,X,X
SZLIOTJ,O,X,X
SZLIOJT,O,X,X
SZLJTIO,X,X,X
SZLJTOI,X,X,X
SZLJITO,X,X,X
SZLJIOT,O,X,X
SZLJOTI,O,X,X
SZLJOIT,O,X,X
SZLOTIJ,O,X,X
SZLOTJI,X,X,X
SZLOITJ,O,X,X
SZLOIJT,O,X,X
SZLOJTI,O,X,X
SZLOJIT,O,X,X
SZJTILO,X,X,X
SZJTIOL,X,X,X
SZJTLIO,X,X,X
SZJTLOI,X,X,X
SZJTOIL,X,X,X
SZJTOLI,X,X,X
SZJITLO,X,X,X
SZJITOL,X,X,X
SZJILTO,X,X,X
SZJILOT,O,X,X
SZJIOTL,X,X,X
SZJIOLT,O,X,X
SZJLTIO,X,X,X
SZJLTOI,X,X,X
SZJLITO,X,X,X
SZJLIOT,O,X,X
SZJLOTI,O,X,X
SZJLOIT,O,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,O,X,X
SZJOLTI,O,X,X
SZJOLIT,O,X,X
SZOTILJ,O,X,X
SZOTIJL,X,X,X
SZOTLIJ,O,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,O,X,X
SZOILJT,O,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,O,X,X
SZOLTJI,X,X,X
SZOLITJ,O,X,X
SZOLIJT,O,X,X
SZOLJTI,O,X,X
SZOLJIT,O,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,O,X,X
SZOJLTI,O,X,X
SZOJLIT,O,X,X
SOTILJZ,O,X,X
SOTILZJ,O,X,X
SOTIJLZ,O,X,X
SOTIJZL,O,X,X
SOTIZLJ,O,X,X
SOTIZJL,X,X,X
SOTLIJZ,O,X,X
SOTLIZJ,O,X,X
SOTLJIZ,O,X,X
SOTLJZI,O,X,X
SOTLZIJ,O,X,X
SOTLZJI,X,X,X
SOTJILZ,O,X,X
SOTJIZL,O,X,X
SOTJLIZ,O,X,X
SOTJLZI,O,X,X
SOTJZIL,O,X,X
SOTJZLI,O,X,X
SOTZILJ,O,X,X
SOTZIJL,X,X,X
SOTZLIJ,O,X,X
SOTZLJI,X,X,X
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,O,X,X
SOITLZJ,O,X,X
SOITJLZ,O,X,X
SOITJZL,O,X,X
SOITZLJ,O,X,X
SOITZJL,X,X,X
SOILTJZ,O,X,X
SOILTZJ,O,X,X
SOILJTZ,X,X,X
SOILJZT,O,X,X
SOILZTJ,O,X,X
SOILZJT,O,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,O,X,X
SOIJZTL,X,X,X
SOIJZLT,O,X,X
SOIZTLJ,X,X,X
SOIZTJL,X,X,X
SOIZLTJ,O,X,X
SOIZLJT,O,X,X
SOIZJTL,X,X,X
SOIZJLT,X,X,X
SOLTIJZ,O,X,X
SOLTIZJ,O,X,X
SOLTJIZ,O,X,X
SOLTJZI,O,X,X
SOLTZIJ,O,X,X
SOLTZJI,X,X,X
SOLITJZ,O,X,X
SOLITZJ,O,X,X
SOLIJTZ,X,X,X
SOLIJZT,O,X,X
SOLIZTJ,O,X,X
SOLIZJT,O,X,X
SOLJTIZ,X,X,X
SOLJTZI,X,X,X
SOLJITZ,X,X,X
SOLJIZT,O,X,X
SOLJZTI,O,X,X
SOLJZIT,O,X,X
SOLZTIJ,O,X,X
SOLZTJI,X,X,X
SOLZITJ,O,X,X
SOLZIJT,O,X,X
SOLZJTI,O,X,X
SOLZJIT,O,X,X
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,X,X,X
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,O,X,X
SOJIZTL,X,X,X
SOJIZLT,O,X,X
SOJLTIZ,X,X,X
SOJLTZI,X,X,X
SOJLITZ,X,X,X
SOJLIZT,O,X,X
SOJLZTI,O,X,X
SOJLZIT,O,X,X
SOJZTIL,X,X,X
SOJZTLI,X,X,X
SOJZITL,X,X,X
SOJZILT,O,X,X
SOJZLTI,O,X,X
SOJZLIT,O,X,X
SOZTILJ,O,X,X
SOZTIJL,X,X,X
SOZTLIJ,O,X,X
SOZTLJI,X,X,X
SOZTJIL,X,X,X
SOZTJLI,X,X,X
SOZITLJ,X,X,X
SOZITJL,X,X,X
SOZILTJ,O,X,X
SOZILJT,O,X,X
SOZIJTL,X,X,X
SOZIJLT,X,X,X
SOZLTIJ,O,X,X
SOZLTJI,X,X,X
SOZLITJ,O,X,X
SOZLIJT,O,X,X
SOZLJTI,O,X,X
SOZLJIT,O,X,X
SOZJTIL,X,X,X
SOZJTLI,X,X,X
SOZJITL,X,X,X
SOZJILT,O,X,X
SOZJLTI,O,X,X
SOZJLIT,O,X,X
ZTILJSO,X,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,X,O
ZTILOSJ,X,X,O
ZTIJLSO,X,X,X
ZTIJLOS,X,X,X
ZTIJSLO,X,X,X
ZTIJSOL,X,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,O
ZTIOLSJ,X,X,O
ZTIOJLS,X,X,O
ZTIOJSL,X,X,O
ZTIOSLJ,X,X,O
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,X,X,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,X,X,O
ZTLIOSJ,X,X,O
ZTLJISO,O,X,X
ZTLJIOS,O,X,X
ZTLJSIO,O,X,X
ZTLJSOI,O,X,X
ZTLJOIS,O,X,X
ZTLJOSI,X,X,X
ZTLSIJO,X,X,X
ZTLSIOJ,O,X,X
ZTLSJIO,X,X,X
ZTLSJOI,X,X,X
ZTLSOIJ,O,X,X
ZTLSOJI,X,X,X
ZTLOIJS,X,X,O
ZTLOISJ,X,X,O
ZTLOJIS,O,X,O
ZTLOJSI,X,X,O
ZTLOSIJ,X,X,O
ZTLOSJI,X,X,X
ZTJILSO,O,X,X
ZTJILOS,O,X,X
ZTJISLO,O,X,X
ZTJISOL,O,X,X
ZTJIOLS,O,X,X
ZTJIOSL,X,X,X
ZTJLISO,O,X,X
ZTJLIOS,O,X,X
ZTJLSIO,O,X,X
ZTJLSOI,O,X,X
ZTJLOIS,O,X,X
ZTJLOSI,X,X,X
ZTJSILO,O,X,X
ZTJSIOL,O,X,X
ZTJSLIO,O,X,X
ZTJSLOI,O,X,X
ZTJSOIL,O,X,X
ZTJSOLI,O,X,X
ZTJOILS,O,X,X
ZTJOISL,X,X,X
ZTJOLIS,O,X,X
ZTJOLSI,X,X,X
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,X,X,X
ZTSILOJ,O,X,X
ZTSIJLO,X,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,O,X,X
ZTSIOJL,X,X,X
ZTSLIJO,X,X,X
ZTSLIOJ,O,X,X
ZTSLJIO,X,X,X
ZTSLJOI,X,X,X
ZTSLOIJ,O,X,X
ZTSLOJI,X,X,X
ZTSJILO,X,X,X
ZTSJIOL,X,X,X
ZTSJLIO,X,X,X
ZTSJLOI,X,X,X
ZTSJOIL,X,X,X
ZTSJOLI,X,X,X
ZTSOILJ,O,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,O,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,X,O
ZTOILSJ,X,X,O
ZTOIJLS,X,X,O
ZTOIJSL,X,X,O
ZTOISLJ,X,X,O
ZTOISJL,X,X,X
ZTOLIJS,X,X,O
ZTOLISJ,X,X,O
ZTOLJIS,O,X,O
ZTOLJSI,X,X,O
ZTOLSIJ,X,X,O
ZTOLSJI,X,X,X
ZTOJILS,O,X,O
ZTOJISL,X,X,O
ZTOJLIS,O,X,O
ZTOJLSI,X,X,O
ZTOJSIL,X,X,O
ZTOJSLI,X,X,O
ZTOSILJ,X,X,O
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,O
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,X,X,X
ZITJSOL,X,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,X,X,X
ZILJSTO,X,X,X
ZILJSOT,X,X,X
ZILJOTS,X,X,X
ZILJOST,X,X,X
ZILSTJO,X,X,X
ZILSTOJ,X,X,X
ZILSJTO,X,X,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,X,X,X
ZILOSTJ,X,X,X
ZILOSJT,X,X,X
ZIJTLSO,X,X,X
ZIJTLOS,X,X,X
ZIJTSLO,X,X,X
ZIJTSOL,X,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,X
ZIJLTOS,X,X,X
ZIJLSTO,X,X,X
ZIJLSOT,X,X,X
ZIJLOTS,X,X,X
ZIJLOST,X,X,X
ZIJSTLO,X,X,X
ZIJSTOL,X,X,X
ZIJSLTO,X,X,X
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,X,X,X
ZISTLOJ,X,X,X
ZISTJLO,X,X,X
ZISTJOL,X,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,X,X,X
ZISLTOJ,X,X,X
ZISLJTO,X,X,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,X,X,X
ZISJTOL,X,X,X
ZISJLTO,X,X,X
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,X,X
ZIOJTSL,X,X,X
ZIOJLTS,X,X,X
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,X,X,X
ZLTIJOS,X,X,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,X,O
ZLTIOSJ,X,X,O
ZLTJISO,O,X,X
ZLTJIOS,O,X,X
ZLTJSIO,O,X,X
ZLTJSOI,O,X,X
ZLTJOIS,O,X,X
ZLTJOSI,X,X,X
ZLTSIJO,X,X,X
ZLTSIOJ,O,X,X
ZLTSJIO,X,X,X
ZLTSJOI,X,X,X
ZLTSOIJ,O,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,X,O
ZLTOISJ,X,X,O
ZLTOJIS,O,X,O
ZLTOJSI,X,X,O
ZLTOSIJ,X,X,O
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,X,X,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,X,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,X,X,X
ZLIJSTO,X,X,X
ZLIJSOT,X,X,X
ZLIJOTS,X,X,X
ZLIJOST,X,X,X
ZLISTJO,X,X,X
ZLISTOJ,X,X,X
ZLISJTO,X,X,X
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,X,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,X,X,X
ZLJTISO,X,X,O
ZLJTIOS,X,X,X
ZLJTSIO,X,X,O
ZLJTSOI,X,X,X
ZLJTOIS,X,X,X
ZLJTOSI,X,X,X
ZLJITSO,X,X,X
ZLJITOS,X,X,X
ZLJISTO,X,X,X
ZLJISOT,O,X,X
ZLJIOTS,O,X,X
ZLJIOST,O,X,X
ZLJSTIO,X,X,O
ZLJSTOI,X,X,X
ZLJSITO,X,X,O
ZLJSIOT,O,X,O
ZLJSOTI,O,X,X
ZLJSOIT,O,X,X
ZLJOTIS,O,X,X
ZLJOTSI,X,X,X
ZLJOITS,O,X,X
ZLJOIST,O,X,X
ZLJOSTI,O,X,X
ZLJOSIT,O,X,X
ZLSTIJO,X,X,X
ZLSTIOJ,O,X,X
ZLSTJIO,X,X,X
ZLSTJOI,X,X,X
ZLSTOIJ,O,X,X
ZLSTOJI,X,X,X
ZLSITJO,X,X,X
ZLSITOJ,X,X,X
ZLSIJTO,X,X,X
ZLSIJOT,X,X,X
ZLSIOTJ,O,X,X
ZLSIOJT,O,X,X
ZLSJTIO,X,X,X
ZLSJTOI,X,X,X
ZLSJITO,X,X,X
