sequence,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgB8lBzhBaoB5o?BlrB,v115@OhA8CeB8DeA8BeE8AeC8Kex/IvhF8lBzhBGjBikB/t?BlrB,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgBlhBaoB5oBzl?B8rB
STJOZIL,X,O,X
STJOZLI,X,O,X
STZILJO,X,X,X
STZILOJ,X,X,X
STZIJLO,X,X,X
STZIJOL,X,O,X
STZIOLJ,X,X,X
STZIOJL,X,O,X
STZLIJO,X,O,X
STZLIOJ,X,O,X
STZLJIO,X,O,X
STZLJOI,X,O,X
STZLOIJ,X,O,X
STZLOJI,X,O,X
STZJILO,X,X,X
STZJIOL,X,O,X
STZJLIO,X,O,X
STZJLOI,X,O,X
STZJOIL,X,O,X
STZJOLI,X,O,X
STZOILJ,X,X,X
STZOIJL,X,O,X
STZOLIJ,X,O,X
STZOLJI,X,O,X
STZOJIL,X,O,X
STZOJLI,X,O,X
STOILJZ,X,X,X
STOILZJ,X,X,X
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,X,X,X
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,X
STOLJIZ,X,X,X
STOLJZI,X,O,X
STOLZIJ,X,O,X
STOLZJI,X,O,X
STOJILZ,X,X,X
STOJIZL,X,X,X
STOJLIZ,X,X,X
STOJLZI,X,O,X
STOJZIL,X,O,X
STOJZLI,X,O,X
STOZILJ,X,X,X
STOZIJL,X,O,X
STOZLIJ,X,O,X
STOZLJI,X,O,X
STOZJIL,X,O,X
STOZJLI,X,O,X
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,X,X,X
SITJZOL,X,X,X
SITJOLZ,X,X,X
SITJOZL,X,X,X
SITZLJO,X,X,X
SITZLOJ,X,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,X,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,X,X
SILTZJO,X,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,O,X,O
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,X,X,O
SILZTJO,O,X,O
SILZTOJ,O,X,X
SILZJTO,O,X,O
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,X,X,O
SILOZTJ,X,X,O
SILOZJT,X,X,O
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,X,X,X
SIJTOZL,X,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,O,X,O
SIJLZOT,X,X,X
SIJLOTZ,X,X,X
SIJLOZT,X,X,O
SIJZTLO,O,X,O
SIJZTOL,O,X,X
SIJZLTO,O,X,O
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,X,X
SIJOLZT,X,X,O
SIJOZTL,X,X,O
SIJOZLT,X,X,O
SIZTLJO,O,X,O
SIZTLOJ,O,X,X
SIZTJLO,O,X,O
SIZTJOL,O,X,X
SIZTOLJ,O,X,X
SIZTOJL,O,X,X
SIZLTJO,O,X,O
SIZLTOJ,O,X,X
SIZLJTO,O,X,O
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,X,O
SIZJTOL,O,X,X
SIZJLTO,O,X,O
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,X
SIOLJTZ,X,X,X
SIOLJZT,X,X,O
SIOLZTJ,X,X,O
SIOLZJT,X,X,O
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,X,X,O
SIOJZTL,X,X,O
SIOJZLT,X,X,O
SIOZTLJ,X,X,O
SIOZTJL,X,X,O
SIOZLTJ,X,X,O
SIOZLJT,X,X,O
SIOZJTL,X,X,O
SIOZJLT,X,X,O
SLTIJZO,X,X,X
SLTIJOZ,X,X,X
SLTIZJO,X,X,X
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,X,X,X
SLTJIOZ,X,X,X
SLTJZIO,X,O,X
SLTJZOI,X,O,X
SLTJOIZ,X,X,X
SLTJOZI,X,O,X
SLTZIJO,X,O,X
SLTZIOJ,X,O,X
SLTZJIO,X,O,X
SLTZJOI,X,O,X
SLTZOIJ,X,O,X
SLTZOJI,X,O,X
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,O,X
SLTOZIJ,X,O,X
SLTOZJI,X,O,X
SLITJZO,X,X,X
SLITJOZ,X,X,X
SLITZJO,X,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,O,O,O
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,X,X,O
SLIZTJO,O,O,O
SLIZTOJ,O,O,X
SLIZJTO,O,O,O
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,X,X,X
SLIOJZT,X,X,O
SLIOZTJ,X,X,O
SLIOZJT,X,X,O
SLJTIZO,X,X,X
SLJTIOZ,X,X,X
SLJTZIO,X,O,X
SLJTZOI,X,O,X
SLJTOIZ,X,X,X
SLJTOZI,X,O,X
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,O,O,O
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,X,X,O
SLJZTIO,O,O,O
SLJZTOI,O,O,X
SLJZITO,O,O,O
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,X,X,O
SLJOZTI,X,X,O
SLJOZIT,X,X,O
SLZTIJO,O,O,O
SLZTIOJ,O,O,X
SLZTJIO,O,O,O
SLZTJOI,O,O,X
SLZTOIJ,O,O,X
SLZTOJI,O,O,X
SLZITJO,O,O,O
SLZITOJ,O,O,X
SLZIJTO,O,O,O
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,O,O,O
SLZJTOI,O,O,X
SLZJITO,O,O,O
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,X,X
SLOTIZJ,X,X,X
SLOTJIZ,X,X,X
SLOTJZI,X,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,X,X,X
SLOIJZT,X,X,O
SLOIZTJ,X,X,O
SLOIZJT,X,X,O
SLOJTIZ,X,X,X
SLOJTZI,X,X,X
SLOJITZ,X,X,X
SLOJIZT,X,X,O
SLOJZTI,X,X,O
SLOJZIT,X,X,O
SLOZTIJ,X,X,O
SLOZTJI,X,X,O
SLOZITJ,X,X,O
SLOZIJT,X,X,O
SLOZJTI,X,X,O
SLOZJIT,X,X,O
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,X,X,X
SJTIOZL,X,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,O,X
SJTLZOI,X,O,X
SJTLOIZ,X,X,X
SJTLOZI,X,O,X
SJTZILO,X,X,X
SJTZIOL,X,O,X
SJTZLIO,X,O,X
SJTZLOI,X,O,X
SJTZOIL,X,O,X
SJTZOLI,X,O,X
SJTOILZ,X,X,X
SJTOIZL,X,X,X
SJTOLIZ,X,X,X
SJTOLZI,X,O,X
SJTOZIL,X,O,X
SJTOZLI,X,O,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,X,X,X
SJITOZL,X,X,X
SJILTZO,X,X,X
SJILTOZ,X,X,X
SJILZTO,O,X,O
SJILZOT,X,X,X
SJILOTZ,X,X,X
SJILOZT,X,X,O
SJIZTLO,O,X,O
SJIZTOL,O,X,X
SJIZLTO,O,X,O
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,X,X
SJIOLZT,X,X,O
SJIOZTL,X,X,O
SJIOZLT,X,X,O
SJLTIZO,X,X,X
SJLTIOZ,X,X,X
SJLTZIO,X,O,X
SJLTZOI,X,O,X
SJLTOIZ,X,X,X
SJLTOZI,X,O,X
SJLITZO,X,X,X
SJLITOZ,X,X,X
SJLIZTO,O,O,O
SJLIZOT,X,X,X
SJLIOTZ,X,X,X
SJLIOZT,X,X,O
SJLZTIO,O,O,O
SJLZTOI,O,O,X
SJLZITO,O,O,O
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,X,X,O
SJLOZTI,X,X,O
SJLOZIT,X,X,O
SJZTILO,O,X,O
SJZTIOL,O,O,X
SJZTLIO,O,O,O
SJZTLOI,O,O,X
SJZTOIL,O,O,X
SJZTOLI,O,O,X
SJZITLO,O,X,O
SJZITOL,O,O,X
SJZILTO,O,X,O
SJZILOT,X,X,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,O,O,O
SJZLTOI,O,O,X
SJZLITO,O,O,O
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,X,X
SJOTIZL,X,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,X,X,X
SJOTZLI,X,X,X
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,X,X
SJOILZT,X,X,O
SJOIZTL,X,X,O
SJOIZLT,X,X,O
SJOLTIZ,X,X,X
SJOLTZI,X,X,X
SJOLITZ,X,X,X
SJOLIZT,X,X,O
SJOLZTI,X,X,O
SJOLZIT,X,X,O
SJOZTIL,X,X,O
SJOZTLI,X,X,O
SJOZITL,X,X,O
SJOZILT,X,X,O
SJOZLTI,X,X,O
SJOZLIT,X,X,O
SZTILJO,O,X,O
SZTILOJ,O,X,X
SZTIJLO,O,X,O
SZTIJOL,O,O,X
SZTIOLJ,O,X,X
SZTIOJL,O,O,X
SZTLIJO,O,O,O
SZTLIOJ,O,O,X
SZTLJIO,O,O,O
SZTLJOI,O,O,X
SZTLOIJ,O,O,X
SZTLOJI,O,O,X
SZTJILO,O,X,O
SZTJIOL,O,O,X
SZTJLIO,O,O,O
SZTJLOI,O,O,X
SZTJOIL,O,O,X
SZTJOLI,O,O,X
SZTOILJ,O,X,X
SZTOIJL,O,O,X
SZTOLIJ,O,O,X
SZTOLJI,O,O,X
SZTOJIL,O,O,X
SZTOJLI,O,O,X
SZITLJO,O,X,O
SZITLOJ,O,X,X
SZITJLO,O,X,O
SZITJOL,O,O,X
SZITOLJ,O,X,X
SZITOJL,O,O,X
SZILTJO,O,X,O
SZILTOJ,O,X,X
SZILJTO,O,X,O
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,X,O
SZIJTOL,O,O,X
SZIJLTO,O,X,O
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,O,O
SZLTIOJ,O,O,X
SZLTJIO,O,O,O
SZLTJOI,O,O,X
SZLTOIJ,O,O,X
SZLTOJI,O,O,X
SZLITJO,O,O,O
SZLITOJ,O,O,X
SZLIJTO,O,O,O
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,O,O
SZLJTOI,O,O,X
SZLJITO,O,O,O
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,X,O
SZJTIOL,O,O,X
SZJTLIO,O,O,O
SZJTLOI,O,O,X
SZJTOIL,O,O,X
SZJTOLI,O,O,X
SZJITLO,O,X,O
SZJITOL,O,O,X
SZJILTO,O,X,O
SZJILOT,X,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,O,O,O
SZJLTOI,O,O,X
SZJLITO,O,O,O
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,X,X
SOTILZJ,X,X,X
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,X,X,X
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,X
SOTLJIZ,X,X,X
SOTLJZI,X,X,X
SOTLZIJ,X,X,X
SOTLZJI,X,X,X
SOTJILZ,X,X,X
SOTJIZL,X,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,X
SOTJZIL,X,X,X
SOTJZLI,X,X,X
SOTZILJ,X,X,X
SOTZIJL,X,X,X
SOTZLIJ,X,X,X
SOTZLJI,X,X,X
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,X
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,X
SOILJTZ,X,X,X
SOILJZT,X,X,O
SOILZTJ,X,X,O
SOILZJT,X,X,O
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,X,X,O
SOIJZTL,X,X,O
SOIJZLT,X,X,O
SOIZTLJ,X,X,O
SOIZTJL,X,X,O
SOIZLTJ,X,X,O
SOIZLJT,X,X,O
SOIZJTL,X,X,O
SOIZJLT,X,X,O
SOLTIJZ,X,X,X
SOLTIZJ,X,X,X
SOLTJIZ,X,X,X
SOLTJZI,X,X,X
SOLTZIJ,X,X,X
SOLTZJI,X,X,X
SOLITJZ,X,X,X
SOLITZJ,X,X,X
SOLIJTZ,X,X,X
SOLIJZT,X,X,O
SOLIZTJ,X,X,O
SOLIZJT,X,X,O
SOLJTIZ,X,X,X
SOLJTZI,X,X,X
SOLJITZ,X,X,X
SOLJIZT,X,X,O
SOLJZTI,X,X,O
SOLJZIT,X,X,O
SOLZTIJ,X,X,O
SOLZTJI,X,X,O
SOLZITJ,X,X,O
SOLZIJT,X,X,O
SOLZJTI,X,X,O
SOLZJIT,X,X,O
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,X,X,X
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,X,X,O
SOJIZTL,X,X,O
SOJIZLT,X,X,O
SOJLTIZ,X,X,X
SOJLTZI,X,X,X
SOJLITZ,X,X,X
SOJLIZT,X,X,O
SOJLZTI,X,X,O
SOJLZIT,X,X,O
SOJZTIL,X,X,O
SOJZTLI,X,X,O
SOJZITL,X,X,O
SOJZILT,X,X,O
SOJZLTI,X,X,O
SOJZLIT,X,X,O
SOZTILJ,X,X,O
SOZTIJL,X,X,O
SOZTLIJ,X,X,O
SOZTLJI,X,X,O
SOZTJIL,X,X,O
SOZTJLI,X,X,O
SOZITLJ,X,X,O
SOZITJL,X,X,O
SOZILTJ,X,X,O
SOZILJT,X,X,O
SOZIJTL,X,X,O
SOZIJLT,X,X,O
SOZLTIJ,X,X,O
SOZLTJI,X,X,O
SOZLITJ,X,X,O
SOZLIJT,X,X,O
SOZLJTI,X,X,O
SOZLJIT,X,X,O
SOZJTIL,X,X,O
SOZJTLI,X,X,O
SOZJITL,X,X,O
SOZJILT,X,X,O
SOZJLTI,X,X,O
SOZJLIT,X,X,O
ZTILJSO,O,X,O
ZTILJOS,O,X,X
ZTILSJO,O,X,O
ZTILSOJ,O,X,X
ZTILOJS,O,X,X
ZTILOSJ,O,X,X
ZTIJLSO,O,X,O
ZTIJLOS,O,X,X
ZTIJSLO,O,X,O
ZTIJSOL,O,X,X
ZTIJOLS,O,X,X
ZTIJOSL,O,X,X
ZTISLJO,O,X,O
ZTISLOJ,O,X,X
ZTISJLO,O,X,O
ZTISJOL,O,O,X
ZTISOLJ,O,X,X
ZTISOJL,O,O,X
ZTIOLJS,O,X,X
ZTIOLSJ,O,X,X
ZTIOJLS,O,X,X
ZTIOJSL,O,X,X
ZTIOSLJ,O,X,X
ZTIOSJL,O,O,X
ZTLIJSO,O,X,O
ZTLIJOS,O,X,X
ZTLISJO,O,O,O
ZTLISOJ,O,O,X
ZTLIOJS,O,X,X
ZTLIOSJ,O,O,X
ZTLJISO,O,X,O
ZTLJIOS,O,X,X
ZTLJSIO,O,X,O
ZTLJSOI,O,X,X
ZTLJOIS,O,X,X
ZTLJOSI,O,X,X
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,X
ZTLSJIO,O,O,O
ZTLSJOI,O,O,X
ZTLSOIJ,O,O,X
ZTLSOJI,O,O,X
ZTLOIJS,O,X,X
ZTLOISJ,O,O,X
ZTLOJIS,O,X,X
ZTLOJSI,O,X,X
ZTLOSIJ,O,O,X
ZTLOSJI,O,O,X
ZTJILSO,O,X,O
ZTJILOS,O,X,X
ZTJISLO,O,X,O
ZTJISOL,O,X,X
ZTJIOLS,O,X,X
ZTJIOSL,O,X,X
ZTJLISO,O,X,O
ZTJLIOS,O,X,X
ZTJLSIO,O,X,O
ZTJLSOI,O,X,X
ZTJLOIS,O,X,X
ZTJLOSI,O,X,X
ZTJSILO,O,X,O
ZTJSIOL,O,X,X
ZTJSLIO,O,X,O
ZTJSLOI,O,X,X
ZTJSOIL,O,X,X
ZTJSOLI,O,X,X
ZTJOILS,O,X,X
ZTJOISL,O,X,X
ZTJOLIS,O,X,X
ZTJOLSI,O,X,X
ZTJOSIL,O,X,X
ZTJOSLI,O,X,X
ZTSILJO,O,X,O
ZTSILOJ,O,X,X
ZTSIJLO,O,X,O
ZTSIJOL,O,O,X
ZTSIOLJ,O,X,X
ZTSIOJL,O,O,X
ZTSLIJO,O,O,O
ZTSLIOJ,O,O,X
ZTSLJIO,O,O,O
ZTSLJOI,O,O,X
ZTSLOIJ,O,O,X
ZTSLOJI,O,O,X
ZTSJILO,O,X,O
ZTSJIOL,O,O,X
ZTSJLIO,O,O,O
ZTSJLOI,O,O,X
ZTSJOIL,O,O,X
ZTSJOLI,O,O,X
ZTSOILJ,O,X,X
ZTSOIJL,O,O,X
ZTSOLIJ,O,O,X
ZTSOLJI,O,O,X
ZTSOJIL,O,O,X
ZTSOJLI,O,O,X
ZTOILJS,O,X,X
ZTOILSJ,O,X,X
ZTOIJLS,O,X,X
ZTOIJSL,O,X,X
ZTOISLJ,O,X,X
ZTOISJL,O,O,X
ZTOLIJS,O,X,X
ZTOLISJ,O,O,X
ZTOLJIS,O,X,X
ZTOLJSI,O,X,X
ZTOLSIJ,O,O,X
ZTOLSJI,O,O,X
ZTOJILS,O,X,X
ZTOJISL,O,X,X
ZTOJLIS,O,X,X
ZTOJLSI,O,X,X
ZTOJSIL,O,X,X
ZTOJSLI,O,X,X
ZTOSILJ,O,X,X
ZTOSIJL,O,O,X
ZTOSLIJ,O,O,X
ZTOSLJI,O,O,X
ZTOSJIL,O,O,X
ZTOSJLI,O,O,X
ZITLJSO,O,X,O
ZITLJOS,O,X,X
ZITLSJO,O,X,O
ZITLSOJ,O,X,X
ZITLOJS,O,X,X
ZITLOSJ,O,X,X
ZITJLSO,O,X,O
ZITJLOS,O,X,X
ZITJSLO,O,X,O
ZITJSOL,O,X,X
ZITJOLS,O,X,X
ZITJOSL,O,X,X
ZITSLJO,O,X,O
ZITSLOJ,O,X,X
ZITSJLO,O,X,O
ZITSJOL,O,O,X
ZITSOLJ,O,X,X
ZITSOJL,O,O,X
ZITOLJS,O,X,X
ZITOLSJ,O,X,X
ZITOJLS,O,X,X
ZITOJSL,O,X,X
ZITOSLJ,O,X,X
ZITOSJL,O,O,X
ZILTJSO,O,X,O
ZILTJOS,O,X,X
ZILTSJO,O,X,O
ZILTSOJ,O,X,X
ZILTOJS,O,X,X
ZILTOSJ,O,X,X
ZILJTSO,O,X,O
ZILJTOS,O,X,X
ZILJSTO,O,X,O
ZILJSOT,X,X,X
ZILJOTS,X,X,O
ZILJOST,X,X,O
ZILSTJO,O,X,O
ZILSTOJ,O,X,X
ZILSJTO,O,X,O
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,O
ZILOTSJ,X,X,O
ZILOJTS,X,X,O
ZILOJST,X,X,O
ZILOSTJ,X,X,O
ZILOSJT,X,X,O
ZIJTLSO,O,X,O
ZIJTLOS,O,X,X
ZIJTSLO,O,X,O
ZIJTSOL,O,X,X
ZIJTOLS,O,X,X
ZIJTOSL,O,X,X
ZIJLTSO,O,X,O
ZIJLTOS,O,X,X
ZIJLSTO,O,X,O
ZIJLSOT,X,X,X
ZIJLOTS,X,X,O
ZIJLOST,X,X,O
ZIJSTLO,O,X,O
ZIJSTOL,O,X,X
ZIJSLTO,O,X,O
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,O
ZIJOTSL,X,X,O
ZIJOLTS,X,X,O
ZIJOLST,X,X,O
ZIJOSTL,X,X,O
ZIJOSLT,X,X,O
ZISTLJO,O,X,O
ZISTLOJ,O,X,X
ZISTJLO,O,X,O
ZISTJOL,O,O,X
ZISTOLJ,O,X,X
ZISTOJL,O,O,X
ZISLTJO,O,X,O
ZISLTOJ,O,X,X
ZISLJTO,O,X,O
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,X,O
ZISJTOL,O,O,X
ZISJLTO,O,X,O
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,O
ZIOTLSJ,X,X,O
ZIOTJLS,X,X,O
ZIOTJSL,X,X,O
ZIOTSLJ,X,X,O
ZIOTSJL,X,X,O
ZIOLTJS,X,X,O
ZIOLTSJ,X,X,O
ZIOLJTS,X,X,O
ZIOLJST,X,X,O
ZIOLSTJ,X,X,O
ZIOLSJT,X,X,O
ZIOJTLS,X,X,O
ZIOJTSL,X,X,O
ZIOJLTS,X,X,O
ZIOJLST,X,X,O
ZIOJSTL,X,X,O
ZIOJSLT,X,X,O
ZIOSTLJ,X,X,O
ZIOSTJL,X,X,O
ZIOSLTJ,X,X,O
ZIOSLJT,X,X,O
ZIOSJTL,X,X,O
ZIOSJLT,X,X,O
ZLTIJSO,O,X,O
ZLTIJOS,O,X,X
ZLTISJO,O,O,O
ZLTISOJ,O,O,X
ZLTIOJS,O,X,X
ZLTIOSJ,O,O,X
ZLTJISO,O,X,O
ZLTJIOS,O,X,X
ZLTJSIO,O,X,O
ZLTJSOI,O,X,X
ZLTJOIS,O,X,X
ZLTJOSI,O,X,X
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,X
ZLTSJIO,O,O,O
ZLTSJOI,O,O,X
ZLTSOIJ,O,O,X
ZLTSOJI,O,O,X
ZLTOIJS,O,X,X
ZLTOISJ,O,O,X
ZLTOJIS,O,X,X
ZLTOJSI,O,X,X
ZLTOSIJ,O,O,X
ZLTOSJI,O,O,X
ZLITJSO,O,X,O
ZLITJOS,O,X,X
ZLITSJO,O,O,O
ZLITSOJ,O,O,X
ZLITOJS,O,X,X
ZLITOSJ,O,O,X
ZLIJTSO,O,X,O
ZLIJTOS,O,X,X
ZLIJSTO,O,X,O
ZLIJSOT,X,X,X
ZLIJOTS,X,X,O
ZLIJOST,X,X,O
ZLISTJO,O,O,O
ZLISTOJ,O,O,X
ZLISJTO,O,O,O
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,O
ZLIOTSJ,X,X,O
ZLIOJTS,X,X,O
ZLIOJST,X,X,O
ZLIOSTJ,X,X,O
ZLIOSJT,X,X,O
ZLJTISO,O,X,O
ZLJTIOS,O,X,X
ZLJTSIO,O,X,O
ZLJTSOI,O,X,X
ZLJTOIS,O,X,X
ZLJTOSI,O,X,X
ZLJITSO,O,X,O
ZLJITOS,O,X,X
ZLJISTO,O,X,O
ZLJISOT,X,X,X
ZLJIOTS,X,X,O
ZLJIOST,X,X,O
ZLJSTIO,O,X,O
ZLJSTOI,O,X,X
ZLJSITO,O,X,O
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,X,O
ZLJOTSI,X,X,O
ZLJOITS,X,X,O
ZLJOIST,X,X,O
ZLJOSTI,X,X,O
ZLJOSIT,X,X,O
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,X
ZLSTJIO,O,O,O
ZLSTJOI,O,O,X
ZLSTOIJ,O,O,X
ZLSTOJI,O,O,X
ZLSITJO,O,O,O
ZLSITOJ,O,O,X
ZLSIJTO,O,O,O
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
