sequence,v115@ShB8EeG8AeA8AeB8JeOEJvhFXgB8lBanB5nBTjB9rB,v115@ShB8EeG8AeA8AeB8JeNEJvhFRgBGiBTjB0lB6rB/sB
SZOILTJ,X,X
SZOILJT,X,X
SZOIJTL,O,X
SZOIJLT,X,X
SZOLTIJ,X,O
SZOLTJI,X,O
SZOLITJ,X,X
SZOLIJT,X,X
SZOLJTI,X,O
SZOLJIT,X,X
SZOJTIL,O,O
SZOJTLI,O,X
SZOJITL,O,X
SZOJILT,X,X
SZOJLTI,X,X
SZOJLIT,X,X
SOTILJZ,X,O
SOTILZJ,X,X
SOTIJLZ,X,O
SOTIJZL,X,O
SOTIZLJ,X,X
SOTIZJL,X,X
SOTLIJZ,X,O
SOTLIZJ,X,X
SOTLJIZ,X,O
SOTLJZI,X,O
SOTLZIJ,X,O
SOTLZJI,X,O
SOTJILZ,X,O
SOTJIZL,X,O
SOTJLIZ,X,O
SOTJLZI,X,O
SOTJZIL,X,O
SOTJZLI,X,X
SOTZILJ,X,X
SOTZIJL,X,O
SOTZLIJ,X,O
SOTZLJI,X,O
SOTZJIL,X,O
SOTZJLI,X,X
SOITLJZ,X,X
SOITLZJ,X,X
SOITJLZ,X,X
SOITJZL,X,X
SOITZLJ,X,X
SOITZJL,X,X
SOILTJZ,X,X
SOILTZJ,X,X
SOILJTZ,X,X
SOILJZT,X,X
SOILZTJ,X,X
SOILZJT,X,X
SOIJTLZ,X,X
SOIJTZL,X,X
SOIJLTZ,X,X
SOIJLZT,X,X
SOIJZTL,O,X
SOIJZLT,X,X
SOIZTLJ,O,X
SOIZTJL,O,X
SOIZLTJ,X,X
SOIZLJT,X,X
SOIZJTL,O,X
SOIZJLT,X,X
SOLTIJZ,X,O
SOLTIZJ,X,X
SOLTJIZ,X,O
SOLTJZI,X,O
SOLTZIJ,X,O
SOLTZJI,X,O
SOLITJZ,X,X
SOLITZJ,X,X
SOLIJTZ,X,X
SOLIJZT,X,X
SOLIZTJ,X,X
SOLIZJT,X,X
SOLJTIZ,X,O
SOLJTZI,X,O
SOLJITZ,X,X
SOLJIZT,X,X
SOLJZTI,X,O
SOLJZIT,X,X
SOLZTIJ,X,O
SOLZTJI,X,O
SOLZITJ,X,X
SOLZIJT,X,X
SOLZJTI,X,O
SOLZJIT,X,X
SOJTILZ,X,O
SOJTIZL,X,O
SOJTLIZ,X,O
SOJTLZI,X,O
SOJTZIL,X,O
SOJTZLI,X,X
SOJITLZ,X,X
SOJITZL,X,X
SOJILTZ,X,X
SOJILZT,X,X
SOJIZTL,O,X
SOJIZLT,X,X
SOJLTIZ,X,O
SOJLTZI,X,O
SOJLITZ,X,X
SOJLIZT,X,X
SOJLZTI,X,O
SOJLZIT,X,X
SOJZTIL,O,O
SOJZTLI,O,X
SOJZITL,O,X
SOJZILT,X,X
SOJZLTI,X,X
SOJZLIT,X,X
SOZTILJ,O,X
SOZTIJL,O,O
SOZTLIJ,O,O
SOZTLJI,O,O
SOZTJIL,O,O
SOZTJLI,O,X
SOZITLJ,O,X
SOZITJL,O,X
SOZILTJ,X,X
SOZILJT,X,X
SOZIJTL,O,X
SOZIJLT,X,X
SOZLTIJ,X,O
SOZLTJI,X,O
SOZLITJ,X,X
SOZLIJT,X,X
SOZLJTI,X,O
SOZLJIT,X,X
SOZJTIL,O,O
SOZJTLI,O,X
SOZJITL,O,X
SOZJILT,X,X
SOZJLTI,X,X
SOZJLIT,X,X
ZTILJSO,O,X
ZTILJOS,O,X
ZTILSJO,O,X
ZTILSOJ,O,X
ZTILOJS,O,X
ZTILOSJ,O,X
ZTIJLSO,O,X
ZTIJLOS,O,X
ZTIJSLO,O,X
ZTIJSOL,O,X
ZTIJOLS,O,X
ZTIJOSL,O,X
ZTISLJO,O,X
ZTISLOJ,O,X
ZTISJLO,O,X
ZTISJOL,O,O
ZTISOLJ,O,X
ZTISOJL,O,O
ZTIOLJS,O,X
ZTIOLSJ,O,X
ZTIOJLS,O,X
ZTIOJSL,O,X
ZTIOSLJ,O,X
ZTIOSJL,O,O
ZTLIJSO,O,X
ZTLIJOS,O,X
ZTLISJO,O,O
ZTLISOJ,O,O
ZTLIOJS,O,X
ZTLIOSJ,O,O
ZTLJISO,O,X
ZTLJIOS,O,X
ZTLJSIO,O,X
ZTLJSOI,O,X
ZTLJOIS,O,X
ZTLJOSI,O,X
ZTLSIJO,O,O
ZTLSIOJ,O,O
ZTLSJIO,O,O
ZTLSJOI,O,O
ZTLSOIJ,O,O
ZTLSOJI,O,O
ZTLOIJS,O,X
ZTLOISJ,O,O
ZTLOJIS,O,X
ZTLOJSI,O,X
ZTLOSIJ,O,O
ZTLOSJI,O,O
ZTJILSO,O,X
ZTJILOS,O,X
ZTJISLO,O,X
ZTJISOL,O,X
ZTJIOLS,O,X
ZTJIOSL,O,X
ZTJLISO,O,X
ZTJLIOS,O,X
ZTJLSIO,O,X
ZTJLSOI,O,X
ZTJLOIS,O,X
ZTJLOSI,O,X
ZTJSILO,O,X
ZTJSIOL,O,X
ZTJSLIO,O,X
ZTJSLOI,O,X
ZTJSOIL,O,X
ZTJSOLI,O,X
ZTJOILS,O,X
ZTJOISL,O,X
ZTJOLIS,O,X
ZTJOLSI,O,X
ZTJOSIL,O,X
ZTJOSLI,O,X
ZTSILJO,O,X
ZTSILOJ,O,X
ZTSIJLO,O,X
ZTSIJOL,O,O
ZTSIOLJ,O,X
ZTSIOJL,O,O
ZTSLIJO,O,O
ZTSLIOJ,O,O
ZTSLJIO,O,O
ZTSLJOI,O,O
ZTSLOIJ,O,O
ZTSLOJI,O,O
ZTSJILO,O,X
ZTSJIOL,O,O
ZTSJLIO,O,X
ZTSJLOI,O,X
ZTSJOIL,O,O
ZTSJOLI,O,X
ZTSOILJ,O,X
ZTSOIJL,O,O
ZTSOLIJ,O,O
ZTSOLJI,O,O
ZTSOJIL,O,O
ZTSOJLI,O,X
ZTOILJS,O,X
ZTOILSJ,O,X
ZTOIJLS,O,X
ZTOIJSL,O,X
ZTOISLJ,O,X
ZTOISJL,O,O
ZTOLIJS,O,X
ZTOLISJ,O,O
ZTOLJIS,O,X
ZTOLJSI,O,X
ZTOLSIJ,O,O
ZTOLSJI,O,O
ZTOJILS,O,X
ZTOJISL,O,X
ZTOJLIS,O,X
ZTOJLSI,O,X
ZTOJSIL,O,X
ZTOJSLI,O,X
ZTOSILJ,O,X
ZTOSIJL,O,O
ZTOSLIJ,O,O
ZTOSLJI,O,O
ZTOSJIL,O,O
ZTOSJLI,O,X
ZITLJSO,O,X
ZITLJOS,O,X
ZITLSJO,O,X
ZITLSOJ,O,X
ZITLOJS,O,X
ZITLOSJ,O,X
ZITJLSO,O,X
ZITJLOS,O,X
ZITJSLO,O,X
ZITJSOL,O,X
ZITJOLS,O,X
ZITJOSL,O,X
ZITSLJO,O,X
ZITSLOJ,O,X
ZITSJLO,O,X
ZITSJOL,O,X
ZITSOLJ,O,X
ZITSOJL,O,X
ZITOLJS,O,X
ZITOLSJ,O,X
ZITOJLS,O,X
ZITOJSL,O,X
ZITOSLJ,O,X
ZITOSJL,O,X
ZILTJSO,X,X
ZILTJOS,X,X
ZILTSJO,X,X
ZILTSOJ,X,X
ZILTOJS,X,X
ZILTOSJ,X,X
ZILJTSO,X,X
ZILJTOS,X,X
ZILJSTO,X,X
ZILJSOT,X,X
ZILJOTS,X,X
ZILJOST,X,X
ZILSTJO,X,X
ZILSTOJ,X,X
ZILSJTO,X,X
ZILSJOT,X,X
ZILSOTJ,X,X
ZILSOJT,X,X
ZILOTJS,X,X
ZILOTSJ,X,X
ZILOJTS,X,X
ZILOJST,X,X
ZILOSTJ,X,X
ZILOSJT,X,X
ZIJTLSO,O,X
ZIJTLOS,O,X
ZIJTSLO,O,X
ZIJTSOL,O,X
ZIJTOLS,O,X
ZIJTOSL,O,X
ZIJLTSO,X,X
ZIJLTOS,X,X
ZIJLSTO,X,X
ZIJLSOT,X,X
ZIJLOTS,X,X
ZIJLOST,X,X
ZIJSTLO,O,X
ZIJSTOL,O,X
ZIJSLTO,X,X
ZIJSLOT,X,X
ZIJSOTL,O,X
ZIJSOLT,X,X
ZIJOTLS,O,X
ZIJOTSL,O,X
ZIJOLTS,X,X
ZIJOLST,X,X
ZIJOSTL,O,X
ZIJOSLT,X,X
ZISTLJO,O,X
ZISTLOJ,O,X
ZISTJLO,O,X
ZISTJOL,O,X
ZISTOLJ,O,X
ZISTOJL,O,X
ZISLTJO,X,X
ZISLTOJ,X,X
ZISLJTO,X,X
ZISLJOT,X,X
ZISLOTJ,X,X
ZISLOJT,X,X
ZISJTLO,O,X
ZISJTOL,O,X
ZISJLTO,X,X
ZISJLOT,X,X
ZISJOTL,O,X
ZISJOLT,X,X
ZISOTLJ,O,X
ZISOTJL,O,X
ZISOLTJ,X,X
ZISOLJT,X,X
ZISOJTL,O,X
ZISOJLT,X,X
ZIOTLJS,O,X
ZIOTLSJ,O,X
ZIOTJLS,O,X
ZIOTJSL,O,X
ZIOTSLJ,O,X
ZIOTSJL,O,X
ZIOLTJS,X,X
ZIOLTSJ,X,X
ZIOLJTS,X,X
ZIOLJST,X,X
ZIOLSTJ,X,X
ZIOLSJT,X,X
ZIOJTLS,O,X
ZIOJTSL,O,X
ZIOJLTS,X,X
ZIOJLST,X,X
ZIOJSTL,O,X
ZIOJSLT,X,X
ZIOSTLJ,O,X
ZIOSTJL,O,X
ZIOSLTJ,X,X
ZIOSLJT,X,X
ZIOSJTL,O,X
ZIOSJLT,X,X
ZLTIJSO,X,X
ZLTIJOS,X,X
ZLTISJO,X,O
ZLTISOJ,X,O
ZLTIOJS,X,X
ZLTIOSJ,X,O
ZLTJISO,X,X
ZLTJIOS,X,X
ZLTJSIO,X,X
ZLTJSOI,X,X
ZLTJOIS,X,X
ZLTJOSI,X,X
ZLTSIJO,X,O
ZLTSIOJ,X,O
ZLTSJIO,X,O
ZLTSJOI,X,O
ZLTSOIJ,X,O
ZLTSOJI,X,O
ZLTOIJS,X,X
ZLTOISJ,X,O
ZLTOJIS,X,X
ZLTOJSI,X,X
ZLTOSIJ,X,O
ZLTOSJI,X,O
ZLITJSO,X,X
ZLITJOS,X,X
ZLITSJO,X,X
ZLITSOJ,X,X
ZLITOJS,X,X
ZLITOSJ,X,X
ZLIJTSO,X,X
ZLIJTOS,X,X
ZLIJSTO,X,X
ZLIJSOT,X,X
ZLIJOTS,X,X
ZLIJOST,X,X
ZLISTJO,X,X
ZLISTOJ,X,X
ZLISJTO,X,X
ZLISJOT,X,X
ZLISOTJ,X,X
ZLISOJT,X,X
ZLIOTJS,X,X
ZLIOTSJ,X,X
ZLIOJTS,X,X
ZLIOJST,X,X
ZLIOSTJ,X,X
ZLIOSJT,X,X
ZLJTISO,X,X
ZLJTIOS,X,X
ZLJTSIO,X,X
ZLJTSOI,X,X
ZLJTOIS,X,X
ZLJTOSI,X,X
ZLJITSO,X,X
ZLJITOS,X,X
ZLJISTO,X,X
ZLJISOT,X,X
ZLJIOTS,X,X
ZLJIOST,X,X
ZLJSTIO,X,X
ZLJSTOI,X,X
ZLJSITO,X,X
ZLJSIOT,X,X
ZLJSOTI,X,X
ZLJSOIT,X,X
ZLJOTIS,X,X
ZLJOTSI,X,X
ZLJOITS,X,X
ZLJOIST,X,X
ZLJOSTI,X,X
ZLJOSIT,X,X
ZLSTIJO,X,O
ZLSTIOJ,X,O
ZLSTJIO,X,O
ZLSTJOI,X,O
ZLSTOIJ,X,O
ZLSTOJI,X,O
ZLSITJO,X,X
ZLSITOJ,X,X
ZLSIJTO,X,X
ZLSIJOT,X,X
ZLSIOTJ,X,X
ZLSIOJT,X,X
ZLSJTIO,X,O
ZLSJTOI,X,O
ZLSJITO,X,X
ZLSJIOT,X,X
ZLSJOTI,X,O
ZLSJOIT,X,X
ZLSOTIJ,X,O
ZLSOTJI,X,O
ZLSOITJ,X,X
ZLSOIJT,X,X
ZLSOJTI,X,O
ZLSOJIT,X,X
ZLOTIJS,X,X
ZLOTISJ,X,O
ZLOTJIS,X,X
ZLOTJSI,X,X
ZLOTSIJ,X,O
ZLOTSJI,X,O
ZLOITJS,X,X
ZLOITSJ,X,X
ZLOIJTS,X,X
ZLOIJST,X,X
ZLOISTJ,X,X
ZLOISJT,X,X
ZLOJTIS,X,X
ZLOJTSI,X,X
ZLOJITS,X,X
ZLOJIST,X,X
ZLOJSTI,X,X
ZLOJSIT,X,X
ZLOSTIJ,X,O
ZLOSTJI,X,O
ZLOSITJ,X,X
ZLOSIJT,X,X
ZLOSJTI,X,O
ZLOSJIT,X,X
ZJTILSO,O,X
ZJTILOS,O,X
ZJTISLO,O,X
ZJTISOL,O,X
ZJTIOLS,O,X
ZJTIOSL,O,X
ZJTLISO,O,X
ZJTLIOS,O,X
ZJTLSIO,O,X
ZJTLSOI,O,X
ZJTLOIS,O,X
ZJTLOSI,O,X
ZJTSILO,O,X
ZJTSIOL,O,X
ZJTSLIO,O,X
ZJTSLOI,O,X
ZJTSOIL,O,X
ZJTSOLI,O,X
ZJTOILS,O,X
ZJTOISL,O,X
ZJTOLIS,O,X
ZJTOLSI,O,X
ZJTOSIL,O,X
ZJTOSLI,O,X
ZJITLSO,O,X
ZJITLOS,O,X
ZJITSLO,O,X
ZJITSOL,O,X
ZJITOLS,O,X
ZJITOSL,O,X
ZJILTSO,X,X
ZJILTOS,X,X
ZJILSTO,X,X
ZJILSOT,X,X
ZJILOTS,X,X
ZJILOST,X,X
ZJISTLO,O,X
ZJISTOL,O,X
ZJISLTO,X,X
ZJISLOT,X,X
ZJISOTL,O,X
ZJISOLT,X,X
ZJIOTLS,O,X
ZJIOTSL,O,X
ZJIOLTS,X,X
ZJIOLST,X,X
ZJIOSTL,O,X
ZJIOSLT,X,X
ZJLTISO,X,X
ZJLTIOS,X,X
ZJLTSIO,X,X
ZJLTSOI,X,X
ZJLTOIS,X,X
ZJLTOSI,X,X
ZJLITSO,X,X
ZJLITOS,X,X
ZJLISTO,X,X
ZJLISOT,X,X
ZJLIOTS,X,X
ZJLIOST,X,X
ZJLSTIO,X,X
ZJLSTOI,X,X
ZJLSITO,X,X
ZJLSIOT,X,X
ZJLSOTI,X,X
ZJLSOIT,X,X
ZJLOTIS,X,X
ZJLOTSI,X,X
ZJLOITS,X,X
ZJLOIST,X,X
ZJLOSTI,X,X
ZJLOSIT,X,X
ZJSTILO,O,X
ZJSTIOL,O,X
ZJSTLIO,O,X
ZJSTLOI,O,X
ZJSTOIL,O,X
ZJSTOLI,O,X
ZJSITLO,O,X
ZJSITOL,O,X
ZJSILTO,X,X
ZJSILOT,X,X
ZJSIOTL,O,X
ZJSIOLT,X,X
ZJSLTIO,X,X
ZJSLTOI,X,X
ZJSLITO,X,X
ZJSLIOT,X,X
ZJSLOTI,X,X
ZJSLOIT,X,X
ZJSOTIL,O,X
ZJSOTLI,O,X
ZJSOITL,O,X
ZJSOILT,X,X
ZJSOLTI,X,X
ZJSOLIT,X,X
ZJOTILS,O,X
ZJOTISL,O,X
ZJOTLIS,O,X
ZJOTLSI,O,X
ZJOTSIL,O,X
ZJOTSLI,O,X
ZJOITLS,O,X
ZJOITSL,O,X
ZJOILTS,X,X
ZJOILST,X,X
ZJOISTL,O,X
ZJOISLT,X,X
ZJOLTIS,X,X
ZJOLTSI,X,X
ZJOLITS,X,X
ZJOLIST,X,X
ZJOLSTI,X,X
ZJOLSIT,X,X
ZJOSTIL,O,X
ZJOSTLI,O,X
ZJOSITL,O,X
ZJOSILT,X,X
ZJOSLTI,X,X
ZJOSLIT,X,X
ZSTILJO,O,X
ZSTILOJ,O,X
ZSTIJLO,O,X
ZSTIJOL,O,O
ZSTIOLJ,O,X
ZSTIOJL,O,O
ZSTLIJO,O,O
ZSTLIOJ,O,O
ZSTLJIO,O,O
ZSTLJOI,O,O
ZSTLOIJ,O,O
ZSTLOJI,O,O
ZSTJILO,O,X
ZSTJIOL,O,O
ZSTJLIO,O,X
ZSTJLOI,O,X
ZSTJOIL,O,O
ZSTJOLI,O,X
ZSTOILJ,O,X
ZSTOIJL,O,O
ZSTOLIJ,O,O
ZSTOLJI,O,O
ZSTOJIL,O,O
ZSTOJLI,O,X
ZSITLJO,O,X
ZSITLOJ,O,X
ZSITJLO,O,X
ZSITJOL,O,X
ZSITOLJ,O,X
ZSITOJL,O,X
ZSILTJO,X,X
ZSILTOJ,X,X
ZSILJTO,X,X
ZSILJOT,X,X
ZSILOTJ,X,X
ZSILOJT,X,X
ZSIJTLO,O,X
ZSIJTOL,O,X
ZSIJLTO,X,X
ZSIJLOT,X,X
ZSIJOTL,O,X
ZSIJOLT,X,X
ZSIOTLJ,O,X
ZSIOTJL,O,X
ZSIOLTJ,X,X
ZSIOLJT,X,X
ZSIOJTL,O,X
ZSIOJLT,X,X
ZSLTIJO,X,O
ZSLTIOJ,X,O
ZSLTJIO,X,O
ZSLTJOI,X,O
ZSLTOIJ,X,O
ZSLTOJI,X,O
ZSLITJO,X,X
ZSLITOJ,X,X
ZSLIJTO,X,X
ZSLIJOT,X,X
ZSLIOTJ,X,X
ZSLIOJT,X,X
ZSLJTIO,X,O
ZSLJTOI,X,O
ZSLJITO,X,X
ZSLJIOT,X,X
ZSLJOTI,X,O
ZSLJOIT,X,X
ZSLOTIJ,X,O
ZSLOTJI,X,O
ZSLOITJ,X,X
ZSLOIJT,X,X
ZSLOJTI,X,O
ZSLOJIT,X,X
ZSJTILO,O,X
ZSJTIOL,O,O
ZSJTLIO,O,X
ZSJTLOI,O,X
ZSJTOIL,O,O
ZSJTOLI,O,X
ZSJITLO,O,X
ZSJITOL,O,X
ZSJILTO,X,X
ZSJILOT,X,X
ZSJIOTL,O,X
ZSJIOLT,X,X
ZSJLTIO,X,X
ZSJLTOI,X,X
ZSJLITO,X,X
ZSJLIOT,X,X
ZSJLOTI,X,X
ZSJLOIT,X,X
ZSJOTIL,O,O
ZSJOTLI,O,X
ZSJOITL,O,X
ZSJOILT,X,X
ZSJOLTI,X,X
ZSJOLIT,X,X
ZSOTILJ,O,X
ZSOTIJL,O,O
ZSOTLIJ,O,O
ZSOTLJI,O,O
ZSOTJIL,O,O
ZSOTJLI,O,X
ZSOITLJ,O,X
ZSOITJL,O,X
ZSOILTJ,X,X
ZSOILJT,X,X
ZSOIJTL,O,X
ZSOIJLT,X,X
ZSOLTIJ,X,O
ZSOLTJI,X,O
ZSOLITJ,X,X
ZSOLIJT,X,X
ZSOLJTI,X,O
ZSOLJIT,X,X
ZSOJTIL,O,O
ZSOJTLI,O,X
ZSOJITL,O,X
ZSOJILT,X,X
ZSOJLTI,X,X
ZSOJLIT,X,X
ZOTILJS,O,X
ZOTILSJ,O,X
ZOTIJLS,O,X
ZOTIJSL,O,X
ZOTISLJ,O,X
ZOTISJL,O,O
ZOTLIJS,O,X
ZOTLISJ,O,O
ZOTLJIS,O,X
ZOTLJSI,O,X
ZOTLSIJ,O,O
ZOTLSJI,O,O
ZOTJILS,O,X
ZOTJISL,O,X
ZOTJLIS,O,X
ZOTJLSI,O,X
ZOTJSIL,O,X
ZOTJSLI,O,X
ZOTSILJ,O,X
ZOTSIJL,O,O
ZOTSLIJ,O,O
ZOTSLJI,O,O
ZOTSJIL,O,O
ZOTSJLI,O,X
ZOITLJS,O,X
ZOITLSJ,O,X
ZOITJLS,O,X
ZOITJSL,O,X
ZOITSLJ,O,X
ZOITSJL,O,X
ZOILTJS,X,X
ZOILTSJ,X,X
ZOILJTS,X,X
ZOILJST,X,X
ZOILSTJ,X,X
ZOILSJT,X,X
ZOIJTLS,O,X
ZOIJTSL,O,X
ZOIJLTS,X,X
ZOIJLST,X,X
ZOIJSTL,O,X
ZOIJSLT,X,X
ZOISTLJ,O,X
ZOISTJL,O,X
ZOISLTJ,X,X
ZOISLJT,X,X
ZOISJTL,O,X
ZOISJLT,X,X
ZOLTIJS,X,X
ZOLTISJ,X,O
ZOLTJIS,X,X
ZOLTJSI,X,X
ZOLTSIJ,X,O
ZOLTSJI,X,O
ZOLITJS,X,X
ZOLITSJ,X,X
ZOLIJTS,X,X
ZOLIJST,X,X
ZOLISTJ,X,X
ZOLISJT,X,X
ZOLJTIS,X,X
ZOLJTSI,X,X
ZOLJITS,X,X
ZOLJIST,X,X
ZOLJSTI,X,X
ZOLJSIT,X,X
ZOLSTIJ,X,O
ZOLSTJI,X,O
ZOLSITJ,X,X
ZOLSIJT,X,X
ZOLSJTI,X,O
ZOLSJIT,X,X
ZOJTILS,O,X
ZOJTISL,O,X
ZOJTLIS,O,X
ZOJTLSI,O,X
ZOJTSIL,O,X
ZOJTSLI,O,X
ZOJITLS,O,X
ZOJITSL,O,X
ZOJILTS,X,X
ZOJILST,X,X
ZOJISTL,O,X
ZOJISLT,X,X
ZOJLTIS,X,X
ZOJLTSI,X,X
ZOJLITS,X,X
ZOJLIST,X,X
ZOJLSTI,X,X
ZOJLSIT,X,X
ZOJSTIL,O,X
ZOJSTLI,O,X
ZOJSITL,O,X
ZOJSILT,X,X
ZOJSLTI,X,X
ZOJSLIT,X,X
ZOSTILJ,O,X
ZOSTIJL,O,O
ZOSTLIJ,O,O
ZOSTLJI,O,O
ZOSTJIL,O,O
ZOSTJLI,O,X
ZOSITLJ,O,X
ZOSITJL,O,X
ZOSILTJ,X,X
ZOSILJT,X,X
ZOSIJTL,O,X
ZOSIJLT,X,X
ZOSLTIJ,X,O
ZOSLTJI,X,O
ZOSLITJ,X,X
ZOSLIJT,X,X
ZOSLJTI,X,O
ZOSLJIT,X,X
ZOSJTIL,O,O
ZOSJTLI,O,X
ZOSJITL,O,X
ZOSJILT,X,X
ZOSJLTI,X,X
ZOSJLIT,X,X
OTILJSZ,X,X
OTILJZS,O,X
OTILSJZ,X,O
OTILSZJ,X,X
OTILZJS,O,X
OTILZSJ,O,X
OTIJLSZ,X,X
OTIJLZS,O,X
OTIJSLZ,X,X
OTIJSZL,X,X
OTIJZLS,O,X
OTIJZSL,O,X
OTISLJZ,X,O
OTISLZJ,X,X
OTISJLZ,X,O
OTISJZL,X,O
OTISZLJ,X,X
OTISZJL,X,X
OTIZLJS,O,X
OTIZLSJ,O,X
OTIZJLS,O,X
OTIZJSL,O,X
OTIZSLJ,O,X
OTIZSJL,O,O
OTLIJSZ,X,X
OTLIJZS,O,X
OTLISJZ,X,O
OTLISZJ,X,X
OTLIZJS,O,X
OTLIZSJ,O,X
OTLJISZ,X,X
OTLJIZS,O,X
OTLJSIZ,X,X
OTLJSZI,X,X
OTLJZIS,O,X
OTLJZSI,O,X
OTLSIJZ,X,O
OTLSIZJ,X,X
OTLSJIZ,X,O
OTLSJZI,X,O
OTLSZIJ,X,O
OTLSZJI,X,O
OTLZIJS,O,X
OTLZISJ,O,O
OTLZJIS,O,X
OTLZJSI,O,X
OTLZSIJ,O,O
OTLZSJI,O,O
OTJILSZ,X,X
OTJILZS,O,X
OTJISLZ,X,X
OTJISZL,X,X
OTJIZLS,O,X
OTJIZSL,O,X
OTJLISZ,X,X
OTJLIZS,O,X
OTJLSIZ,X,X
OTJLSZI,X,X
OTJLZIS,O,X
OTJLZSI,O,X
OTJSILZ,X,X
OTJSIZL,X,X
OTJSLIZ,X,X
OTJSLZI,X,X
OTJSZIL,X,X
OTJSZLI,X,X
OTJZILS,O,X
OTJZISL,O,X
OTJZLIS,O,X
OTJZLSI,O,X
OTJZSIL,O,X
OTJZSLI,O,X
OTSILJZ,X,O
OTSILZJ,X,X
OTSIJLZ,X,O
OTSIJZL,X,O
OTSIZLJ,X,X
OTSIZJL,X,X
OTSLIJZ,X,O
OTSLIZJ,X,X
OTSLJIZ,X,O
OTSLJZI,X,O
OTSLZIJ,X,O
OTSLZJI,X,O
OTSJILZ,X,O
OTSJIZL,X,O
OTSJLIZ,X,O
OTSJLZI,X,O
OTSJZIL,X,O
OTSJZLI,X,X
OTSZILJ,X,X
OTSZIJL,X,O
OTSZLIJ,X,O
OTSZLJI,X,O
OTSZJIL,X,O
OTSZJLI,X,X
OTZILJS,O,X
OTZILSJ,O,X
OTZIJLS,O,X
OTZIJSL,O,X
OTZISLJ,O,X
OTZISJL,O,O
OTZLIJS,O,X
OTZLISJ,O,O
OTZLJIS,O,X
OTZLJSI,O,X
OTZLSIJ,O,O
OTZLSJI,O,O
OTZJILS,O,X
OTZJISL,O,X
OTZJLIS,O,X
OTZJLSI,O,X
OTZJSIL,O,X
OTZJSLI,O,X
OTZSILJ,O,X
OTZSIJL,O,O
OTZSLIJ,O,O
OTZSLJI,O,O
OTZSJIL,O,O
OTZSJLI,O,X
OITLJSZ,X,X
OITLJZS,O,X
OITLSJZ,X,X
OITLSZJ,X,X
OITLZJS,O,X
OITLZSJ,O,X
OITJLSZ,X,X
OITJLZS,O,X
OITJSLZ,X,X
OITJSZL,X,X
OITJZLS,O,X
OITJZSL,O,X
OITSLJZ,X,X
OITSLZJ,X,X
OITSJLZ,X,X
OITSJZL,X,X
OITSZLJ,X,X
OITSZJL,X,X
OITZLJS,O,X
OITZLSJ,O,X
OITZJLS,O,X
OITZJSL,O,X
OITZSLJ,O,X
OITZSJL,O,X
OILTJSZ,X,X
OILTJZS,O,X
OILTSJZ,X,X
OILTSZJ,X,X
OILTZJS,O,X
OILTZSJ,O,X
OILJTSZ,X,X
OILJTZS,O,X
OILJSTZ,X,X
OILJSZT,X,X
OILJZTS,X,X
OILJZST,X,X
OILSTJZ,X,X
OILSTZJ,X,X
OILSJTZ,X,X
OILSJZT,X,X
OILSZTJ,X,X
OILSZJT,X,X
OILZTJS,X,X
OILZTSJ,X,X
OILZJTS,X,X
OILZJST,X,X
OILZSTJ,X,X
OILZSJT,X,X
OIJTLSZ,X,X
OIJTLZS,O,X
OIJTSLZ,X,X
OIJTSZL,X,X
OIJTZLS,O,X
OIJTZSL,O,X
OIJLTSZ,X,X
OIJLTZS,O,X
OIJLSTZ,X,X
OIJLSZT,X,X
OIJLZTS,X,X
OIJLZST,X,X
OIJSTLZ,X,X
OIJSTZL,X,X
OIJSLTZ,X,X
OIJSLZT,X,X
OIJSZTL,O,X
OIJSZLT,X,X
OIJZTLS,O,X
OIJZTSL,O,X
OIJZLTS,X,X
OIJZLST,X,X
OIJZSTL,O,X
OIJZSLT,X,X
OISTLJZ,X,X
OISTLZJ,X,X
OISTJLZ,X,X
OISTJZL,X,X
OISTZLJ,X,X
OISTZJL,X,X
OISLTJZ,X,X
OISLTZJ,X,X
OISLJTZ,X,X
OISLJZT,X,X
OISLZTJ,X,X
OISLZJT,X,X
OISJTLZ,X,X
OISJTZL,X,X
OISJLTZ,X,X
OISJLZT,X,X
OISJZTL,O,X
OISJZLT,X,X
OISZTLJ,O,X
OISZTJL,O,X
OISZLTJ,X,X
OISZLJT,X,X
OISZJTL,O,X
OISZJLT,X,X
OIZTLJS,O,X
OIZTLSJ,O,X
OIZTJLS,O,X
OIZTJSL,O,X
OIZTSLJ,O,X
OIZTSJL,O,X
OIZLTJS,X,X
OIZLTSJ,X,X
OIZLJTS,X,X
OIZLJST,X,X
OIZLSTJ,X,X
OIZLSJT,X,X
OIZJTLS,O,X
OIZJTSL,O,X
OIZJLTS,X,X
OIZJLST,X,X
OIZJSTL,O,X
OIZJSLT,X,X
OIZSTLJ,O,X
OIZSTJL,O,X
OIZSLTJ,X,X
OIZSLJT,X,X
OIZSJTL,O,X
OIZSJLT,X,X
OLTIJSZ,X,X
OLTIJZS,O,X
OLTISJZ,X,O
OLTISZJ,X,X
OLTIZJS,O,X
OLTIZSJ,O,X
OLTJISZ,X,X
OLTJIZS,O,X
OLTJSIZ,X,X
OLTJSZI,X,X
OLTJZIS,O,X
OLTJZSI,O,X
OLTSIJZ,X,O
OLTSIZJ,X,X
OLTSJIZ,X,O
OLTSJZI,X,O
OLTSZIJ,X,O
OLTSZJI,X,O
