sequence,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTeBXiBFo?B0sB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTeBFnBXo?B0sB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBWiBxdBUnBFo?BXtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBFdBfnB5nBco?BOtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBuhB3dBxnBls?BctB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFRcB1iBGhBcoBTn?BXtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTjBFnB0n?BXtB
LSIJTZO,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X
LSIZTJO,O,X,X,O,X,X,X
LSIZTOJ,O,X,X,O,X,X,X
LSIZJTO,O,X,X,O,X,X,X
LSIZJOT,X,X,X,O,X,X,X
LSIZOTJ,X,X,X,O,X,X,X
LSIZOJT,X,X,X,O,X,X,X
LSIOTJZ,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X
LSIOJTZ,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X
LSIOZJT,X,X,X,O,X,X,X
LSJTIZO,X,O,X,X,X,X,X
LSJTIOZ,O,O,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X
LSJTZOI,X,O,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X
LSJITZO,X,O,X,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X
LSJIZTO,O,X,X,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,X,X
LSJZTOI,O,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X
LSJOZTI,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,X,X
LSZITJO,O,X,X,O,X,X,X
LSZITOJ,O,X,X,O,X,X,X
LSZIJTO,O,X,X,O,X,X,X
LSZIJOT,X,X,X,O,X,X,X
LSZIOTJ,X,X,X,O,X,X,X
LSZIOJT,X,X,X,O,X,X,X
LSZJTIO,O,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X
LSZJIOT,X,X,X,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X
LSZOIJT,X,X,X,O,X,X,X
LSZOJTI,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,O,X,X,X
LSOTJIZ,X,O,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X
LSOIJTZ,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,X,X
LSOIZJT,X,X,X,O,X,X,X
LSOJTIZ,X,O,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X
LSOJZTI,X,X,X,X,X,X,X
LSOJZIT,X,X,X,X,X,X,X
LSOZTIJ,X,X,X,X,X,X,X
LSOZTJI,X,X,X,X,X,X,X
LSOZITJ,X,X,X,O,X,X,X
LSOZIJT,X,X,X,O,X,X,X
LSOZJTI,X,X,X,X,X,X,X
LSOZJIT,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X
LZTISJO,X,X,X,X,X,X,X
LZTISOJ,X,X,X,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X
LZTJISO,X,X,X,X,X,X,X
LZTJIOS,O,X,O,X,X,X,X
LZTJSIO,O,X,O,X,X,X,X
LZTJSOI,O,X,O,X,X,X,X
LZTJOIS,O,X,O,X,X,X,X
LZTJOSI,O,X,O,X,X,X,X
LZTSIJO,O,X,O,X,X,X,X
LZTSIOJ,O,X,O,X,X,X,X
LZTSJIO,O,X,O,X,X,X,X
LZTSJOI,O,X,O,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,X
LZTSOJI,O,X,O,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X
LZTOJIS,O,X,O,X,X,X,X
LZTOJSI,O,X,O,X,X,X,X
LZTOSIJ,O,X,O,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X
LZITJSO,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X
LZITOJS,X,X,X,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,X,X,X
LZIJSTO,X,X,X,X,X,X,X
LZIJSOT,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X
LZISTJO,X,X,X,O,X,X,X
LZISTOJ,X,X,X,O,X,X,X
LZISJTO,X,X,X,O,X,X,X
LZISJOT,X,X,X,O,X,X,X
LZISOTJ,X,X,X,O,X,X,X
LZISOJT,X,X,X,O,X,X,X
LZIOTJS,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,O,X,X,X
LZIOSJT,X,X,X,O,X,X,X
LZJTISO,X,X,X,X,X,X,X
LZJTIOS,O,X,O,X,X,X,X
LZJTSIO,O,X,O,X,X,X,X
LZJTSOI,O,X,O,X,X,X,X
LZJTOIS,O,X,O,X,X,X,X
LZJTOSI,O,X,O,X,X,X,X
LZJITSO,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,X,X
LZJISOT,X,X,X,X,X,X,X
LZJIOTS,X,X,O,X,X,X,X
LZJIOST,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,X
LZJSTOI,O,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,X
LZJSIOT,X,X,X,X,X,X,X
LZJSOTI,X,X,X,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X
LZJOTIS,X,X,O,X,X,O,X
LZJOTSI,X,X,O,X,X,O,X
LZJOITS,X,X,O,X,X,O,X
LZJOIST,X,X,X,X,X,X,X
LZJOSTI,X,X,X,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X
LZSTIJO,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X
LZSITJO,O,X,X,O,X,X,X
LZSITOJ,O,X,X,O,X,X,X
LZSIJTO,O,X,X,O,X,X,X
LZSIJOT,X,X,X,O,X,X,X
LZSIOTJ,X,X,X,O,X,X,X
LZSIOJT,X,X,X,O,X,X,X
LZSJTIO,O,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X
LZSJITO,O,X,X,X,X,X,X
LZSJIOT,X,X,X,X,X,X,X
LZSJOTI,X,X,X,X,X,X,X
LZSJOIT,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,X,X
LZSOTJI,X,X,X,X,X,X,X
LZSOITJ,X,X,X,O,X,X,X
LZSOIJT,X,X,X,O,X,X,X
LZSOJTI,X,X,X,X,X,X,X
LZSOJIT,X,X,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X
LZOTISJ,X,X,X,X,X,X,X
LZOTJIS,X,X,O,X,X,O,X
LZOTJSI,X,X,O,X,X,O,X
LZOTSIJ,X,X,O,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X
LZOITJS,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,X
LZOIJST,X,X,X,X,X,X,X
LZOISTJ,X,X,X,O,X,X,X
LZOISJT,X,X,X,O,X,X,X
LZOJTIS,X,X,O,X,X,O,X
LZOJTSI,X,X,O,X,X,O,X
LZOJITS,X,X,O,X,X,O,X
LZOJIST,X,X,X,X,X,X,X
LZOJSTI,X,X,X,X,X,X,X
LZOJSIT,X,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X,X
LZOSITJ,X,X,X,O,X,X,X
LZOSIJT,X,X,X,O,X,X,X
LZOSJTI,X,X,X,X,X,X,X
LZOSJIT,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X
LOTIJZS,X,X,X,X,O,X,X
LOTISJZ,X,X,X,X,X,X,X
LOTISZJ,X,X,X,X,X,X,X
LOTIZJS,X,X,X,X,X,X,X
LOTIZSJ,X,X,X,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X
LOTJIZS,X,X,X,X,O,O,X
LOTJSIZ,X,X,X,X,X,X,X
LOTJSZI,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,O,O
LOTJZSI,X,X,X,X,X,O,O
LOTSIJZ,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,X
LOTSJZI,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,X
LOTSZJI,X,X,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,O
LOTZISJ,X,X,X,X,X,X,X
LOTZJIS,X,X,O,X,X,O,O
LOTZJSI,X,X,O,X,X,O,O
LOTZSIJ,X,X,O,X,X,X,X
LOTZSJI,X,X,O,X,X,X,X
LOITJSZ,X,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,X,X
LOITZSJ,X,X,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X
LOIJSTZ,X,X,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X
LOIJZTS,X,X,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X
LOISTJZ,X,X,X,X,X,X,X
LOISTZJ,X,X,X,O,X,X,X
LOISJTZ,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,X,X
LOISZTJ,X,X,X,O,X,X,X
LOISZJT,X,X,X,O,X,X,X
LOIZTJS,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,X
LOIZJST,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,O,X,X,X
LOIZSJT,X,X,X,O,X,X,X
LOJTISZ,X,X,X,X,X,X,X
LOJTIZS,X,X,X,X,O,O,X
LOJTSIZ,X,X,X,X,X,X,X
LOJTSZI,X,X,X,X,X,X,X
LOJTZIS,X,X,X,X,X,O,O
LOJTZSI,X,X,X,X,X,O,O
LOJITSZ,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,O,O,X
LOJISTZ,X,X,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X
LOJIZTS,X,X,X,X,X,O,X
LOJIZST,X,X,X,X,X,X,X
LOJSTIZ,X,X,X,X,X,X,X
LOJSTZI,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,X,X,X
LOJSIZT,X,X,X,X,X,X,X
LOJSZTI,X,X,X,X,X,X,X
LOJSZIT,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,X,O,X
LOJZTSI,X,X,X,X,X,O,X
LOJZITS,X,X,X,X,X,O,X
LOJZIST,X,X,X,X,X,X,X
LOJZSTI,X,X,X,X,X,X,X
LOJZSIT,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,O,X,X,X
LOSTJIZ,X,X,X,X,X,X,X
LOSTJZI,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,X
LOSTZJI,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X
LOSITZJ,X,X,X,O,X,X,X
LOSIJTZ,X,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,O,X,X,X
LOSIZJT,X,X,X,O,X,X,X
LOSJTIZ,X,X,X,X,X,X,X
LOSJTZI,X,X,X,X,X,X,X
LOSJITZ,X,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X
LOSJZTI,X,X,X,X,X,X,X
LOSJZIT,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X
LOSZTJI,X,X,X,X,X,X,X
LOSZITJ,X,X,X,O,X,X,X
LOSZIJT,X,X,X,O,X,X,X
LOSZJTI,X,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X,X
LOZTIJS,X,X,X,X,X,X,X
LOZTISJ,X,X,X,X,X,X,X
LOZTJIS,X,X,O,X,X,O,X
LOZTJSI,X,X,O,X,X,O,X
LOZTSIJ,X,X,O,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X
LOZITJS,X,X,X,X,X,X,X
LOZITSJ,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X
LOZIJST,X,X,X,X,X,X,X
LOZISTJ,X,X,X,O,X,X,X
LOZISJT,X,X,X,O,X,X,X
LOZJTIS,X,X,O,X,X,O,X
LOZJTSI,X,X,O,X,X,O,X
LOZJITS,X,X,O,X,X,O,X
LOZJIST,X,X,X,X,X,X,X
LOZJSTI,X,X,X,X,X,X,X
LOZJSIT,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,X
LOZSTJI,X,X,X,X,X,X,X
LOZSITJ,X,X,X,O,X,X,X
LOZSIJT,X,X,X,O,X,X,X
LOZSJTI,X,X,X,X,X,X,X
LOZSJIT,X,X,X,X,X,X,X
JTILSZO,X,O,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X
JTILZSO,X,X,X,X,O,X,X
JTILZOS,X,X,X,X,O,X,X
JTILOSZ,O,X,X,X,X,X,X
JTILOZS,X,X,X,X,O,X,X
JTISLZO,X,O,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X
JTISOZL,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,O,X,X
JTIZLOS,X,X,X,X,O,X,X
JTIZSLO,X,X,X,X,O,X,X
JTIZSOL,X,X,X,X,O,X,X
JTIZOLS,X,X,X,X,O,X,X
JTIZOSL,X,X,X,X,O,X,X
JTIOLSZ,O,X,X,X,X,X,X
JTIOLZS,X,X,X,X,O,X,X
JTIOSLZ,X,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,O,X,X
JTIOZSL,X,X,X,X,O,X,X
JTLISZO,X,O,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,X
JTLIZSO,X,X,X,X,O,X,X
JTLIZOS,X,X,X,X,O,X,X
JTLIOSZ,O,X,X,X,X,X,X
JTLIOZS,X,X,X,X,O,X,X
JTLSIZO,X,O,X,X,X,X,X
JTLSIOZ,O,O,X,X,X,X,X
JTLSZIO,X,O,X,X,X,X,X
JTLSZOI,X,O,X,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X
JTLSOZI,X,X,X,X,X,X,X
JTLZISO,X,X,X,X,X,X,X
JTLZIOS,X,X,X,X,X,X,X
JTLZSIO,X,X,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,X
JTLZOSI,X,X,X,X,X,X,X
JTLOISZ,O,X,X,X,X,X,X
JTLOIZS,X,X,X,X,O,X,X
JTLOSIZ,O,X,X,X,X,X,X
JTLOSZI,X,X,X,X,X,X,X
JTLOZIS,X,X,X,X,X,X,O
JTLOZSI,X,X,X,X,X,X,O
JTSILZO,X,O,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X
JTSIOZL,X,X,X,X,X,X,X
JTSLIZO,X,O,X,X,X,X,X
JTSLIOZ,O,O,X,X,X,X,X
JTSLZIO,X,O,X,X,X,X,X
JTSLZOI,X,O,X,X,X,X,X
JTSLOIZ,O,O,X,X,X,X,X
JTSLOZI,X,X,X,X,X,X,X
JTSZILO,X,O,X,X,X,X,X
JTSZIOL,X,O,X,X,X,X,X
JTSZLIO,X,O,X,X,X,X,X
JTSZLOI,X,O,X,X,X,X,X
JTSZOIL,X,O,X,X,X,X,X
JTSZOLI,X,O,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X
JTSOIZL,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,X,X,X,X
JTSOLZI,X,X,X,X,X,X,X
JTSOZIL,X,X,X,X,X,X,X
JTSOZLI,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,X,X,X
JTZILOS,X,X,X,X,X,X,X
JTZISLO,X,X,X,X,X,X,X
JTZISOL,X,X,X,X,X,X,X
JTZIOLS,X,X,X,X,X,X,X
JTZIOSL,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X
JTZLIOS,X,X,X,X,X,X,X
JTZLSIO,X,X,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,X
JTZLOSI,X,X,X,X,X,X,X
JTZSILO,X,X,X,X,X,X,X
JTZSIOL,X,X,X,X,X,X,X
JTZSLIO,X,X,X,X,X,X,X
JTZSLOI,X,X,X,X,X,X,X
JTZSOIL,X,X,X,X,X,X,X
JTZSOLI,X,X,X,X,X,X,X
JTZOILS,X,X,X,X,X,X,X
JTZOISL,X,X,X,X,X,X,X
JTZOLIS,X,X,X,X,X,X,X
JTZOLSI,X,X,X,X,X,X,X
JTZOSIL,X,X,X,X,X,X,X
JTZOSLI,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,X,X,X
JTOILZS,X,X,X,X,O,X,X
JTOISLZ,X,X,X,X,X,X,X
JTOISZL,X,X,X,X,X,X,X
JTOIZLS,X,X,X,X,O,X,X
JTOIZSL,X,X,X,X,O,X,X
JTOLISZ,O,X,X,X,X,X,X
JTOLIZS,X,X,X,X,O,X,X
JTOLSIZ,O,X,X,X,X,X,X
JTOLSZI,X,X,X,X,X,X,X
JTOLZIS,X,X,X,X,X,X,O
JTOLZSI,X,X,X,X,X,X,O
JTOSILZ,O,X,X,X,X,X,X
JTOSIZL,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,X,X
JTOSLZI,X,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,X,X
JTOSZLI,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,X,X,O
JTOZISL,X,X,X,X,X,X,X
JTOZLIS,X,X,X,X,X,X,O
JTOZLSI,X,X,X,X,X,X,O
JTOZSIL,X,X,X,X,X,X,X
JTOZSLI,X,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X
JITLZSO,X,X,X,X,O,X,X
JITLZOS,X,X,X,X,O,X,X
JITLOSZ,O,X,X,X,X,X,X
JITLOZS,X,X,X,X,O,X,X
JITSLZO,X,O,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X
JITSOZL,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,O,X,X
JITZLOS,X,X,X,X,O,X,X
JITZSLO,X,X,X,X,O,X,X
JITZSOL,X,X,X,X,O,X,X
JITZOLS,X,X,X,X,O,X,X
JITZOSL,X,X,X,X,O,X,X
JITOLSZ,O,X,X,X,X,X,X
JITOLZS,X,X,X,X,O,X,X
JITOSLZ,X,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,X,X
JITOZLS,X,X,X,X,O,X,X
JITOZSL,X,X,X,X,O,X,X
JILTSZO,X,O,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X
JILTZSO,X,X,X,X,O,X,X
JILTZOS,X,X,X,X,O,X,X
JILTOSZ,O,X,X,X,X,X,X
JILTOZS,X,X,X,X,O,X,X
JILSTZO,X,O,X,X,X,X,X
JILSTOZ,O,O,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,X
JILSOTZ,X,O,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,X
JILZTSO,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X
JILZSTO,O,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,O,O,X
JILOSTZ,X,X,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,O,X
JILOZST,X,X,X,X,X,X,X
JISTLZO,X,O,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X
JISTOZL,X,X,X,X,X,X,X
JISLTZO,X,O,X,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X
JISLZTO,O,X,X,X,X,X,X
JISLZOT,X,X,X,X,X,X,X
JISLOTZ,X,O,X,X,X,X,X
JISLOZT,X,X,X,X,X,X,X
JISZTLO,O,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X
JISZLTO,O,X,X,X,X,X,X
JISZLOT,X,X,X,X,X,X,X
JISZOTL,X,X,X,X,X,X,X
JISZOLT,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X
JIZTSLO,X,X,X,X,X,X,X
JIZTSOL,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X
JIZTOSL,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X
JIZLSTO,O,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X
JIZSTLO,O,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X
JIZSLTO,O,X,X,X,X,X,X
JIZSLOT,X,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,X
JIZSOLT,X,X,X,X,X,X,X
JIZOTLS,X,X,X,X,X,X,X
JIZOTSL,X,X,X,X,X,X,X
JIZOLTS,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,X,X
JIZOSTL,X,X,X,X,X,X,X
JIZOSLT,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,O,O,X
JIOTSLZ,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,O,O,X
JIOTZSL,X,X,X,X,O,X,X
JIOLTSZ,X,X,X,X,X,X,X
JIOLTZS,X,X,X,X,O,O,X
JIOLSTZ,X,X,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X
JIOLZTS,X,X,X,X,X,O,X
JIOLZST,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,X
JIOSLZT,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,X,X
JIOZTLS,X,X,X,X,X,O,X
JIOZTSL,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,O,X
JIOZLST,X,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,X,X
JLTISZO,X,O,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X
JLTIZOS,X,X,X,X,O,X,X
JLTIOSZ,O,X,X,X,X,X,X
JLTIOZS,X,X,X,X,O,X,X
JLTSIZO,X,O,X,X,X,X,X
JLTSIOZ,O,O,X,X,X,X,X
JLTSZIO,X,O,X,X,X,X,X
JLTSZOI,X,O,X,X,X,X,X
JLTSOIZ,O,O,X,X,X,X,X
JLTSOZI,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,X,X,X
JLTZIOS,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,X,X,X
JLTOISZ,O,X,X,X,X,X,X
JLTOIZS,X,X,X,X,O,X,X
JLTOSIZ,O,X,X,X,X,X,X
JLTOSZI,X,X,X,X,X,X,X
JLTOZIS,X,X,X,X,X,X,O
JLTOZSI,X,X,X,X,X,X,O
JLITSZO,X,O,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X
JLITZSO,X,X,X,X,O,X,X
JLITZOS,X,X,X,X,O,X,X
JLITOSZ,O,X,X,X,X,X,X
JLITOZS,X,X,X,X,O,X,X
JLISTZO,X,O,X,X,X,X,X
JLISTOZ,O,O,X,X,X,X,X
JLISZTO,O,X,X,X,X,X,X
JLISZOT,X,X,X,X,X,X,X
JLISOTZ,X,O,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,X
JLIZTSO,X,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X
JLIZSTO,O,X,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X
JLIOTZS,X,X,X,X,O,O,X
JLIOSTZ,X,X,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,O,X
JLIOZST,X,X,X,X,X,X,X
JLSTIZO,X,O,X,X,X,X,X
JLSTIOZ,O,O,X,X,X,X,X
JLSTZIO,X,O,X,X,X,X,X
JLSTZOI,X,O,X,X,X,X,X
